formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,plus_code,rating,user_ratings_total,opening_hours,permanently_closed,url
"Haumeni 'ana, Bikomi Nilulat, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4942911, 'lng': 124.3476909}, 'viewport': {'northeast': {'lat': -9.480749699999999, 'lng': 124.36205}, 'southwest': {'lat': -9.51426, 'lng': 124.3323501}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Haumeni 'ana,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103427424184270490262"">A Google User</a>'], 'photo_reference': 'AUGGfZmVVZOS9WF_aywqaTs2CpWbdC89UY8hRC6C61oMddotEAXmrUcDrcuvRalJwLRaR_RQQlIxMqLyXwl_81lH_OTuWh81H5glUTJ5VlEFqAbWK2wq5Ve10_L-b3DcxEKpQpXf2DutAKNLeHI9zVa26VSaQgJNzrIRT_ZfSHOnlv9u6-ie', 'width': 4608}]",ChIJvTyp0biEVSwRsUsKhWlC49Y,ChIJvTyp0biEVSwRsUsKhWlC49Y,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJvTyp0biEVSwRsUsKhWlC49Y
"H8J9+QG2, Oecusse, Banafi, Nefomtasa, Passabe, Timor-Leste","{'location': {'lat': -9.4181122, 'lng': 124.3187617}, 'viewport': {'northeast': {'lat': -9.416762370107277, 'lng': 124.3201115298927}, 'southwest': {'lat': -9.41946202989272, 'lng': 124.3174118701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nifunitas Waterfall,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109365819634760953889"">Rui Miguel Da Silva Pinto</a>'], 'photo_reference': 'AUGGfZlPwDVaG2PeXus6Yu7FNRD8SHEUij2K7c7TMBKQ0T2xdjnWiXmqQ8q2m1DkLp23F6yARerHyXsg7_B82CMslUW8vbvLqJpYdBi5TdAhH6m1F9NiR98jLG4OINbkv054FCMevzFdzKAsXAU5eKFotaOI7W0nueiIuRRgamATwJ6C4Wgs', 'width': 3000}]",ChIJr-peq0CdVSwRwU6din8wUuk,ChIJr-peq0CdVSwRwU6din8wUuk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,{},,https://www.google.com/maps/place/?q=place_id:ChIJr-peq0CdVSwRwU6din8wUuk
"C6PJ+392, Bonleu, Tobu, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5648622, 'lng': 124.2308909}, 'viewport': {'northeast': {'lat': -9.563512370107278, 'lng': 124.2322407298927}, 'southwest': {'lat': -9.566212029892721, 'lng': 124.2295410701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Gunung Mutis,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108828781825503013443"">Ayini Manu</a>'], 'photo_reference': 'AUGGfZnjZRzuo5v2yJGHzQxlCAb-TEOVEBrmv3Q_xOn-KlrSp0bdSzKN-5Y0ax0zhELc9Jj9otLpXgLHO-5oj3I0Yg4FUk9pvFFrJ0n3T8R_HJ3c6w1gg0jKzLm51MrL5uO7Xx_G_5d4yET4Jv9yW4do097yHwZqW92DGdInPJwFFoM6VWEs', 'width': 3072}]",ChIJ2xtaKiKZVSwRPYeZfmQlD3U,ChIJ2xtaKiKZVSwRPYeZfmQlD3U,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,5.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ2xtaKiKZVSwRPYeZfmQlD3U
"F87J+Q9X, Eban, Miomaffo Barat, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.535519899999999, 'lng': 124.3309936}, 'viewport': {'northeast': {'lat': -9.534170070107278, 'lng': 124.3323434298927}, 'southwest': {'lat': -9.536869729892722, 'lng': 124.3296437701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung binone,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105297010869328855244"">Deni Mantolas</a>'], 'photo_reference': 'AUGGfZml7Hiwdonnv4fo_ixwsdPu4V6u0f6BJHuDq3b3JKFPsXLrBCuvVnm_2BELehQtOtEa3vvez4JpePLXhH2cWuE7weJV0DFiTkyxwCsM8sGcmtigQu8IZRlDof1r7JYHuPc5bOVokc3l0LL92wH-TMfo2QpdpxBwEK5DNF8fKdaTqioy', 'width': 3096}]",ChIJ_XH0ioabVSwR1wJy1RhUjfg,ChIJ_XH0ioabVSwR1wJy1RhUjfg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ_XH0ioabVSwR1wJy1RhUjfg
"H5FJ+4C6, Naekake B, Mutis, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4272039, 'lng': 124.1810057}, 'viewport': {'northeast': {'lat': -9.425854070107277, 'lng': 124.1823555298927}, 'southwest': {'lat': -9.428553729892721, 'lng': 124.1796558701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun Bi'aki,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112907360868778596082"">A Google User</a>'], 'photo_reference': 'AUGGfZkjnuvYtFlwkTx_uT2m9Sjvzz7AnlM5aG7fSeTenhzI5gjGGDJdkM_pEfm5RTK6wXRNDXxOMxbEEnF0QAPo_hCMtxGHNEvcqOLd71zMM0keJ6I_MYLmN_e3f-AE-KzBT5AxFVpXhqE03fGVxYun05KmUzhKl8kJkM5fIPYZjViWAHye', 'width': 961}]",ChIJ-fTdCp2fVSwR8MLooIpEvT8,ChIJ-fTdCp2fVSwR8MLooIpEvT8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-fTdCp2fVSwR8MLooIpEvT8
"GFP7+5G, Bansone, Kota Kefamenanu, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.464618399999999, 'lng': 124.4638501}, 'viewport': {'northeast': {'lat': -9.463346420107277, 'lng': 124.4647113798927}, 'southwest': {'lat': -9.46604607989272, 'lng': 124.4620117201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PAH TA'LOT,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110507109325086380558"">Ch. Thyselove</a>'], 'photo_reference': 'AUGGfZkn-6tPMywyydTxC_NWq432mfb50I9IDyc4LUhLX701tf3C1TOcbSawgJSdDZrL3vsppFjxzyIX0RW-qjzSTEiCLqXcOlrkIxOqMQ3R6X5tqJS-xATgzv15cBAQahoOYcQJeIzD7SmhwYkFtsgOopfdqceUYt2YIH6gONPrYIfbTraW', 'width': 1920}]",ChIJMZFRbgCBVSwROZ5g31_ZNOw,ChIJMZFRbgCBVSwROZ5g31_ZNOw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJMZFRbgCBVSwROZ5g31_ZNOw
"J9MQ+C7, Napan, Bikomi Utara, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.3667185, 'lng': 124.3867822}, 'viewport': {'northeast': {'lat': -9.365231270107278, 'lng': 124.3882462298927}, 'southwest': {'lat': -9.367930929892722, 'lng': 124.3855465701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,1-A,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113506607890055625638"">Sandy Gayasih</a>'], 'photo_reference': 'AUGGfZm2ybOiGftMHFo6XvYz1xOSzhYfm7mFSJ5nakxuW4Lch0UflVj9yP5-nufWJMZsTv79H41bJWs0EozstTkJgcPwm9drqNsNM5eCz74b97J_bdEqFOEcdcLqRYQom0wdMRHpFKcO6SJuac_Vb11EbGxQXy2au4mPwk9OS44VLbAPZJuC', 'width': 4000}]",ChIJN0DynXh5VSwRittnFlj4h6E,ChIJN0DynXh5VSwRittnFlj4h6E,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJN0DynXh5VSwRittnFlj4h6E
"J9QG+4VQ, Nitibe, Timor-Leste","{'location': {'lat': -9.362162200000002, 'lng': 124.3772301}, 'viewport': {'northeast': {'lat': -9.360710970107277, 'lng': 124.3790989798927}, 'southwest': {'lat': -9.363410629892721, 'lng': 124.3763993201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Poto Mud Vulcanoes,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109365819634760953889"">Rui Miguel Da Silva Pinto</a>'], 'photo_reference': 'AUGGfZljefdu08mVwsmcGftalFtL9EHBjCqibV6K2b09QivQv30Jo_82O9-Ilhq8-PirWtOzfsML7iu00_yV8K6k0uSRLwsf8_9SLE8dw6skv4UU3n25lduzXWDDb3Hq165ZVL6NKKKtr81rMm5poeXLrXzlRImeZuWztYxjRce4RR-lzKTB', 'width': 2048}]",ChIJ9Y4gUyR5VSwRlbANnqYh0fo,ChIJ9Y4gUyR5VSwRlbANnqYh0fo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.6,7.0,{},,https://www.google.com/maps/place/?q=place_id:ChIJ9Y4gUyR5VSwRlbANnqYh0fo
"GGG5+864, Fatumfaun, Tubuhue, Kec. Kota Kefamenanu, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.4742474, 'lng': 124.5080707}, 'viewport': {'northeast': {'lat': -9.472474070107276, 'lng': 124.5105229}, 'southwest': {'lat': -9.47517372989272, 'lng': 124.5072533}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Biinmaffo Dry Land Agro Techno Park,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107671397681317017116"">A Google User</a>'], 'photo_reference': 'AUGGfZkUScRE_2DUXeYIP-3feIvHq8mfhmYUFpjPzQ42QC-LPQbSt2h032EnnJlyoWgXI_Iv7ByUZXpFVnxouNDCK2ydFy4E9GUtRv1AnZQydwDw1HYUaPpTnzMWUlJAX7Yi2cx2qSEckPLpI64tbSzWDJ0Ws-Js2suWeG1bnUiu4DFKOhb3', 'width': 4080}]",ChIJqdFVSwCHVSwRka67q5IbZUs,ChIJqdFVSwCHVSwRka67q5IbZUs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,2.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJqdFVSwCHVSwRka67q5IbZUs
"FFV6+82C, Oetalus, Bikomi Selatan, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5066853, 'lng': 124.460027}, 'viewport': {'northeast': {'lat': -9.505977470107277, 'lng': 124.4613029798927}, 'southwest': {'lat': -9.508677129892721, 'lng': 124.4586033201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Telaga Biru Cafe Tua Kolo,,ChIJp83F-7aHVSwRXz3PGfBKbCM,ChIJp83F-7aHVSwRXz3PGfBKbCM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJp83F-7aHVSwRXz3PGfBKbCM
"GFPC+FXQ, Benpasi, Kota Kefamenanu, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4637985, 'lng': 124.4724999}, 'viewport': {'northeast': {'lat': -9.460799550000003, 'lng': 124.4741865298927}, 'southwest': {'lat': -9.46479815, 'lng': 124.4714868701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Noebikomi,,ChIJJ1qwJgCBVSwRY_TRv2iMhTI,ChIJJ1qwJgCBVSwRY_TRv2iMhTI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJJ1qwJgCBVSwRY_TRv2iMhTI
