business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,permanently_closed,photos,plus_code,url
OPERATIONAL,"Area Kebun, Sanggrahan, Boyolangu, Tulungagung Regency, East Java 66235, Indonesia","{'location': {'lat': -8.1276414, 'lng': 111.9169273}, 'viewport': {'northeast': {'lat': -8.126218170107279, 'lng': 111.91765945}, 'southwest': {'lat': -8.128917829892723, 'lng': 111.91473085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa Selomangleng,ChIJi3WMLmPheC4RfiSCNyJ3YK0,4.2,ChIJi3WMLmPheC4RfiSCNyJ3YK0,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",151,{'open_now': False},,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101376279346103823246"">Ilyas Tegar Sasmito</a>'], 'photo_reference': 'AUGGfZlrqdKbb65DNzD6Ru6xEY621YNsoYd6g5ukc66g_poHZhm_JJOqZBLYHSgax10veuvQmBaDFbq-rUEDwiiMFmKOiex7GSr9vw_OByH7bYsz2eRAEcXdSdvMFFthQTT7MbAi6sqUXqxlhc89GyzEOfH0HCjzbb7vbp3795YMZJaYbdHL', 'width': 4000}]","{'compound_code': 'VWC8+WQ Sanggrahan, Tulungagung Regency, East Java, Indonesia', 'global_code': '6P3HVWC8+WQ'}",https://www.google.com/maps/place/?q=place_id:ChIJi3WMLmPheC4RfiSCNyJ3YK0
OPERATIONAL,"Area Gn., Tanggung, Campurdarat, Tulungagung Regency, East Java 66272, Indonesia","{'location': {'lat': -8.1356901, 'lng': 111.9067879}, 'viewport': {'northeast': {'lat': -8.134340270107279, 'lng': 111.9081377298927}, 'southwest': {'lat': -8.137039929892723, 'lng': 111.9054380701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Joko Budheg/G. Cikrak,ChIJd3ygiHfheC4RlMfeXB4y4Jw,4.5,ChIJd3ygiHfheC4RlMfeXB4y4Jw,"['tourist_attraction', 'point_of_interest', 'establishment']",315,{'open_now': False},,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100130383154495268565"">Fauzi Dwi</a>'], 'photo_reference': 'AUGGfZmj4WQPXIhj-riYHYZPpX0rnFzmsDyujAwXNmo4fkVaSmJnL-UCqz7Rm6ymsX5IQqM_oAKyhgan3cf6UQpoHDzuboHlMhxnHJfbi3KSnucqoeQXN9zK2xGVQyfr8dOUsUJ3VIa8x33GcXSCELiEYHf5px-iXRNzR-uVs-D5NRKD_uh3', 'width': 6016}]","{'compound_code': 'VW74+PP Tanggung, Tulungagung Regency, East Java, Indonesia', 'global_code': '6P3HVW74+PP'}",https://www.google.com/maps/place/?q=place_id:ChIJd3ygiHfheC4RlMfeXB4y4Jw
OPERATIONAL,"V2FF+8VJ, Padangan, Karangsari, Rejotangan, Tulungagung Regency, East Java 66293, Indonesia","{'location': {'lat': -8.1266626, 'lng': 112.0246297}, 'viewport': {'northeast': {'lat': -8.125166770107276, 'lng': 112.0259876798927}, 'southwest': {'lat': -8.12786642989272, 'lng': 112.0232880201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Kolam Renang,ChIJI5ZCyGnneC4RMpz5orT5j1Q,4.7,ChIJI5ZCyGnneC4RMpz5orT5j1Q,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104994692868267074417"">A Google User</a>'], 'photo_reference': 'AUGGfZllXmZPW5Oe5L3NbPhe7_K-a9gNub8ObBe5xhYIYdjlRDU8ufvyX-NkUcsQwD_chts0x8NT9PL2zxFcLp50RrJrdTotX4W4mUiTYkBleQy0AEX63ZqCizE6fZH0aEUMZ3oq5ZsWZN8H1VwzKKlXMpHcdpujSM5vTO3Na3YMMSPsU1vp', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJI5ZCyGnneC4RMpz5orT5j1Q
OPERATIONAL,"Dsn.krajan rt 2 rw 2, Klumpit, Suwaru, Kec. Bandung, Kabupaten Tulungagung, Jawa Timur 66275, Indonesia","{'location': {'lat': -8.1756432, 'lng': 111.7795869}, 'viewport': {'northeast': {'lat': -8.17429442010728, 'lng': 111.7810312298927}, 'southwest': {'lat': -8.176994079892724, 'lng': 111.7783315701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung disel,ChIJ7VtZ5fsfeS4RgNg5gInUUck,5.0,ChIJ7VtZ5fsfeS4RgNg5gInUUck,"['tourist_attraction', 'point_of_interest', 'establishment']",10,{'open_now': True},,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107862122371051814069"">A Google User</a>'], 'photo_reference': 'AUGGfZmCnxa2u-F5EgCScjf9oOrtFRZ1Z9-dklWnUzC3LV3EvmxZ7dSNsmQW1f-ePCXN8-c6o8jtzF15sX2POxFSLS_Tjv0oPA0xkHSbJechzIDy9aVhvS4593evBI7Dw2rxLt-g98U72voI9hQPvnzflH5vzM99c1ksyRbyTPrRKhB1wD-r', 'width': 4128}]","{'compound_code': 'RQFH+PR Suwaru, Tulungagung Regency, East Java, Indonesia', 'global_code': '6P3HRQFH+PR'}",https://www.google.com/maps/place/?q=place_id:ChIJ7VtZ5fsfeS4RgNg5gInUUck
OPERATIONAL,"VQ58+586, Unnamed Road, Kendal, Soko, Kec. Bandung, Kabupaten Tulungagung, Jawa Timur 66274, Indonesia","{'location': {'lat': -8.142089499999999, 'lng': 111.7657798}, 'viewport': {'northeast': {'lat': -8.140321470107278, 'lng': 111.7677344298927}, 'southwest': {'lat': -8.143021129892722, 'lng': 111.7650347701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung soko,ChIJjbQTbMkfeS4RbexOUk5eSUw,5.0,ChIJjbQTbMkfeS4RbexOUk5eSUw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100323712273857519476"">A Google User</a>'], 'photo_reference': 'AUGGfZlZ3ml_ex_r27d_pZMZmNOfZ5HYg60a24708YeaU2sWMpqD-4wRgh0Y2Z6myarcUKECGOLS1P_fZ5xSLKfluZx2UaFpD6Q_I_WF7hpecDWH_EUzpjw-WObAePs8K8sWhVDinA-XsKoFUIt1iIIR3ja6LohG9ovFQw22cE4iX4_LM80G', 'width': 2448}]",,https://www.google.com/maps/place/?q=place_id:ChIJjbQTbMkfeS4RbexOUk5eSUw
OPERATIONAL,"RPQJ+2MF, Bantengan, Bandung, Jeruk, Bantengan, Tulungagung, Kabupaten Tulungagung, Jawa Timur 66274, Indonesia","{'location': {'lat': -8.1624348, 'lng': 111.7316714}, 'viewport': {'northeast': {'lat': -8.161176520107277, 'lng': 111.7329395798927}, 'southwest': {'lat': -8.163876179892721, 'lng': 111.7302399201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jeruk Permai,ChIJH24qzRYZeS4RpdsHxwmZ7kM,3.8,ChIJH24qzRYZeS4RpdsHxwmZ7kM,"['tourist_attraction', 'point_of_interest', 'establishment']",13,{'open_now': True},,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103880861663986329898"">A Google User</a>'], 'photo_reference': 'AUGGfZlvuLUbjoDTlbAym6bI0Bwy_CM6DxWCl4lAKPe1XXePoGWjYo9NWVMhhj0HNDfU52x-YEKKAXEkqB13TPRHrGe2VwwyqTDA5C658T0WHhBcx3jBlaYZqg0RTG1v-ugf5ojD9GrHfBiFkdxQzQbdIuLm1POA0Z064p7MiZx-3UUrd8xo', 'width': 960}]",,https://www.google.com/maps/place/?q=place_id:ChIJH24qzRYZeS4RpdsHxwmZ7kM
OPERATIONAL,"Jl. Serabah, RT 01/RW 05, Karanganom, Kauman, Srabah, Karanganom, Kec. Kauman, Kabupaten Tulungagung, Jawa Timur 66261, Indonesia","{'location': {'lat': -8.043654499999999, 'lng': 111.8564016}, 'viewport': {'northeast': {'lat': -8.042302770107279, 'lng': 111.8577508298927}, 'southwest': {'lat': -8.045002429892723, 'lng': 111.8550511701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tani Kampung Tulungagung,ChIJy2d6hKoCeS4RlhNxU8pcrdY,4.1,ChIJy2d6hKoCeS4RlhNxU8pcrdY,"['tourist_attraction', 'point_of_interest', 'establishment']",403,{'open_now': False},,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113164161043549131819"">A Google User</a>'], 'photo_reference': 'AUGGfZk98FxtbzgNlxUCPRBvvC-upD_xUTs2cXlGAfGwciFHxe6KrEM0rqVqnsNPfL5j2LSC9g6OpYnYrVo5Xg8syVXei6gw5mPfo0JvxjG2tgIh15PG3mrDCtxQi5FMk2FLhNtNYemnkrfP53byBCYWbpx2zK9A4iDl7SkLSpb3OhooSu62', 'width': 1440}]","{'compound_code': 'XV44+GH Karanganom, Tulungagung Regency, East Java, Indonesia', 'global_code': '6P3HXV44+GH'}",https://www.google.com/maps/place/?q=place_id:ChIJy2d6hKoCeS4RlhNxU8pcrdY
OPERATIONAL,"RP6H+9F7, Kedung Gundel, Nglampir, Kec. Bandung, Kabupaten Tulungagung, Jawa Timur 66274, Indonesia","{'location': {'lat': -8.188184600000001, 'lng': 111.7282108}, 'viewport': {'northeast': {'lat': -8.1873321, 'lng': 111.7291971298927}, 'southwest': {'lat': -8.1907421, 'lng': 111.7264974701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Telaga sarang ikan moster,ChIJE8eiKA4ZeS4Ri9AsmEtV3pU,0.0,ChIJE8eiKA4ZeS4Ri9AsmEtV3pU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJE8eiKA4ZeS4Ri9AsmEtV3pU
OPERATIONAL,"RQM2+FCM, Unnamed Road, Jeruk, Bantengan, Kec. Bandung, Kabupaten Tulungagung, Jawa Timur 66274, Indonesia","{'location': {'lat': -8.166286699999999, 'lng': 111.7510411}, 'viewport': {'northeast': {'lat': -8.164898170107278, 'lng': 111.7525615298927}, 'southwest': {'lat': -8.167597829892722, 'lng': 111.7498618701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waduk bantengan,ChIJ-RYMdhkZeS4RVxaksO7PmmA,4.8,ChIJ-RYMdhkZeS4RVxaksO7PmmA,"['tourist_attraction', 'point_of_interest', 'establishment']",9,,,"[{'height': 2246, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114014523191139897520"">usman Petualang</a>'], 'photo_reference': 'AUGGfZlnQE2RhgUCtKRF-wJ-W-A16NKXhoSZ5a9Ub1uB-__Nfb-phV0qq17ffTXjpOAMRVI_FsDUd5dT_wmy9m_LkcjMNMToYF-oJ1We_FnGJ2MZR_8OTUuYtnt3rRt3ZsyicAtYZrJtGl0a9PNC0jgmWerw1dXWoroXLiSnmyr93_WjIVij', 'width': 3998}]",,https://www.google.com/maps/place/?q=place_id:ChIJ-RYMdhkZeS4RVxaksO7PmmA
OPERATIONAL,"Panggungrejo, Sembung, Kec. Tulungagung, Kabupaten Tulungagung, Jawa Timur 66214, Indonesia","{'location': {'lat': -8.0639827, 'lng': 111.8898286}, 'viewport': {'northeast': {'lat': -8.062629120107278, 'lng': 111.8911810798927}, 'southwest': {'lat': -8.065328779892722, 'lng': 111.8884814201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Kali Ngrowo,ChIJq6qqus_ieC4RyN8Jkml6QPs,4.3,ChIJq6qqus_ieC4RyN8Jkml6QPs,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1437,{'open_now': True},,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110512448197245677392"">Tri Waluyo</a>'], 'photo_reference': 'AUGGfZnSevU9VuM9dox1CCrFpqoNBx7owozu5Q3dW6K06hMIY651oPHEJ_XCYqT39Cl814vFf9ckmugC3su06ixEaBYo4FRXLcvH-rWLDVJ6bcrxq-qwkjTPhu3zM_kBVT41a8NBXMdtMPnHprF2i8d6DYuI7lKT1eh9-Ta2jUxDrywaawqk', 'width': 4128}]","{'compound_code': 'WVPQ+CW Sembung, Tulungagung Regency, East Java, Indonesia', 'global_code': '6P3HWVPQ+CW'}",https://www.google.com/maps/place/?q=place_id:ChIJq6qqus_ieC4RyN8Jkml6QPs
OPERATIONAL,"RPPV+563, Jeruk, Bantengan, Kec. Bandung, Kabupaten Tulungagung, Jawa Timur 66274, Indonesia","{'location': {'lat': -8.1646243, 'lng': 111.7430317}, 'viewport': {'northeast': {'lat': -8.161545099999998, 'lng': 111.7446726798927}, 'southwest': {'lat': -8.165650699999999, 'lng': 111.7419730201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Fajar Jeruk Permai,ChIJiQ9Hy90ZeS4RIgA4_7GTqU0,5.0,ChIJiQ9Hy90ZeS4RIgA4_7GTqU0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},,"[{'height': 560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101628952565735653777"">A Google User</a>'], 'photo_reference': 'AUGGfZlGUoGb6gj1ZqS54hu8Ovl0zixYnlE3SJhP5rAKqhZYEpAc47gpaRlB5lr0cksBRiHmVeIx-DU6PvkkV0rxLulR0V7DThZexXEedicxqoDFRxZ3cPRMsNl2vCiBbRNhDx2038Ssh_O8zAyUKoNxUxN0pkTFa74q0b_6ukMXm4sIvIqo', 'width': 1152}]",,https://www.google.com/maps/place/?q=place_id:ChIJiQ9Hy90ZeS4RIgA4_7GTqU0
OPERATIONAL,"WV6F+WM4, Desa Moyoketen, RT.03/RW.04, Kalituri, Waung, Kec. Boyolangu, Kabupaten Tulungagung, Jawa Timur 66235, Indonesia","{'location': {'lat': -8.0877388, 'lng': 111.8742053}, 'viewport': {'northeast': {'lat': -8.086391470107278, 'lng': 111.8755606798927}, 'southwest': {'lat': -8.089091129892722, 'lng': 111.8728610201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agro Wisata Blimbing Mulyono,ChIJd5mRL2LieC4R2d1q2qd8hbs,4.1,ChIJd5mRL2LieC4R2d1q2qd8hbs,"['tourist_attraction', 'point_of_interest', 'establishment']",1623,{'open_now': False},,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109452896911385282120"">anwar laxia</a>'], 'photo_reference': 'AUGGfZkp4srmgzX_TjUSJUrebyZ5bBrTXY2Al0HTO-rVbHnyE42ibu4ErDhwKPkZAbKGOK_mQqIJ6QLNZIhtVC_9gkNPSR7SCPXOkPokEySrlsiAIWh-7Pzt05Eyx3hrVKPzzSZI-vgMvJJCc3Fbefh82oJcM8inD-fsp7k4cyb_opRfgQth', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJd5mRL2LieC4R2d1q2qd8hbs
OPERATIONAL,"QQQM+X6V, Soireng, Keboireng, Kec. Besuki, Kabupaten Tulungagung, Jawa Timur 66275, Indonesia","{'location': {'lat': -8.210014, 'lng': 111.7830475}, 'viewport': {'northeast': {'lat': -8.208699070107276, 'lng': 111.7845138798927}, 'southwest': {'lat': -8.21139872989272, 'lng': 111.7818142201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Boireng Tengah Sawah (BTS),ChIJ70Y0yWQfeS4RG23rAaVOJ80,4.4,ChIJ70Y0yWQfeS4RG23rAaVOJ80,"['tourist_attraction', 'point_of_interest', 'establishment']",37,{'open_now': False},,"[{'height': 2256, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101968301166291292265"">Madu Asli Top</a>'], 'photo_reference': 'AUGGfZkit75bhtiz7t8VyvJZNFRUsBetPbJWuJ8UpKXQI536BVjbqVX9uzX5O3qdMMGCc_L_pSEt9fRngNqbcgspj0XHyWlez2_KUfscfluDsjSgoe8lwp2Chq5Z7ar1-GMiqz6ma_JskWJK5sxPT5S2_BCqPz9S3gzGK2f6qBjAlmugAMqI', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ70Y0yWQfeS4RG23rAaVOJ80
