business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,photos,price_level,permanently_closed,url
OPERATIONAL,"Kledung, Temanggung Regency, Central Java 56264, Indonesia","{'location': {'lat': -7.3426334, 'lng': 110.0303341}, 'viewport': {'northeast': {'lat': -7.341307220107279, 'lng': 110.0317096298927}, 'southwest': {'lat': -7.344006879892722, 'lng': 110.0290099701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kledung Pass,ChIJ4zMdBm2eei4RBCa5gZYEuYM,4.4,ChIJ4zMdBm2eei4RBCa5gZYEuYM,"['tourist_attraction', 'point_of_interest', 'establishment']",871,"{'compound_code': 'M24J+W4 Kledung, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GM24J+W4'}",{'open_now': False},"[{'height': 2600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101086404327737017386"">ahsan ashobar</a>'], 'photo_reference': 'AUGGfZnEwuaAqtpwKaEmRsqRt36dDL9CrKwaF2Hyo9P02Yps4Pmrxp7D_zUiHI5dys-EaCsXpFIllno2r8AFNtmvgOUiJzAABMdNamF6H24rRZYmpx0rYbd3Q4StZpI46SBmlx0EakdmH85Yu-O4oT9FJqnK2FPBwsvePmrvU2CTCVsHjco', 'width': 4624}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ4zMdBm2eei4RBCa5gZYEuYM
OPERATIONAL,"Gandulan, Tegowanuh, Kaloran, Temanggung Regency, Central Java 56282, Indonesia","{'location': {'lat': -7.301175100000001, 'lng': 110.2044702}, 'viewport': {'northeast': {'lat': -7.299685770107279, 'lng': 110.2061321298927}, 'southwest': {'lat': -7.302385429892723, 'lng': 110.2034324701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rowo Gembongan,ChIJs4cz4aN5cC4R7SKs5vetVRU,4.4,ChIJs4cz4aN5cC4R7SKs5vetVRU,"['tourist_attraction', 'point_of_interest', 'establishment']",129,"{'compound_code': 'M6X3+GQ Tegowanuh, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GM6X3+GQ'}",{'open_now': True},"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103792638318211025466"">Adi Qrom</a>'], 'photo_reference': 'AUGGfZkEuDHpcGIaUYWpa9zGzVOxyMm0KYbsW-tYkmD3qXEqxQQ-Qutkk4OHqk2TaJVp4Vjh6w6zNhTmRf7YtFgFoeISw4s0kIhglAsZaI55LxtrAJXu0RxPVf9qjaOI9ZOtU9q2cWhdS241krDV3AaPVy-vUnClIaRmBsctRTEYRwV3AsAE', 'width': 3468}]",,,https://www.google.com/maps/place/?q=place_id:ChIJs4cz4aN5cC4R7SKs5vetVRU
OPERATIONAL,"Area Sawah, Giripurno, Ngadirejo, Temanggung Regency, Central Java 56255, Indonesia","{'location': {'lat': -7.266644299999999, 'lng': 110.0270626}, 'viewport': {'northeast': {'lat': -7.265314420107276, 'lng': 110.0284280298927}, 'southwest': {'lat': -7.26801407989272, 'lng': 110.0257283701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alam Sewu,ChIJJ5j0kUx0cC4R8ldXtBKFPtQ,4.3,ChIJJ5j0kUx0cC4R8ldXtBKFPtQ,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",97,"{'compound_code': 'P2MG+8R Giripurno, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GP2MG+8R'}",{'open_now': False},"[{'height': 384, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102074645557464826936"">Danang Edi</a>'], 'photo_reference': 'AUGGfZnoJyrvio-P0O2vHOJ7TsF6NKMXo1JWzCHqfTptXIUBB4N0Y58usKglKZEjOrGADCGFzf03L3xpRESNLKQJtXDQmeOwZdMDgIDguQNic_NuuT-81yvT3M_RhuA7pfDZLZB8PcISd2f1MQgu7dN3q0lbwbaKyibzCdBDfdfZCcHHnEEk', 'width': 512}]",,,https://www.google.com/maps/place/?q=place_id:ChIJJ5j0kUx0cC4R8ldXtBKFPtQ
OPERATIONAL,"Kledung, Temanggung Regency, Central Java 56264, Indonesia","{'location': {'lat': -7.342857899999998, 'lng': 110.0314641}, 'viewport': {'northeast': {'lat': -7.341355120107278, 'lng': 110.0327279798927}, 'southwest': {'lat': -7.344054779892722, 'lng': 110.0300283201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kledung Rest Area,ChIJi9oVom2eei4ROxOJ29LhqAk,4.5,ChIJi9oVom2eei4ROxOJ29LhqAk,"['tourist_attraction', 'point_of_interest', 'establishment']",2775,"{'compound_code': 'M24J+VH Kledung, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GM24J+VH'}",{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100020038414590519002"">dimas ainun</a>'], 'photo_reference': 'AUGGfZnRnVYx6_hlK5SXsA7QBLTYRKEB26fMnCFBOc6N8AfP6aU3DC3hxAZahAx_FRFHPf7mlgKRztI4sfrtPR-QqfJIeH8v1htoNYcnJ3YjvpnqhTTOMpaltiz6m2wYRE9VxsxLvCHjIb424JATtOFgFHQHbmOdpFTChH1mxhLanLfzZHC7', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJi9oVom2eei4ROxOJ29LhqAk
OPERATIONAL,"M22Q+33, Area Sawah, Batursari, Kec. Kledung, Kabupaten Temanggung, Jawa Tengah, Indonesia","{'location': {'lat': -7.349758100000001, 'lng': 110.0376587}, 'viewport': {'northeast': {'lat': -7.348167920107278, 'lng': 110.0394823298927}, 'southwest': {'lat': -7.350867579892722, 'lng': 110.0367826701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kesenian,ChIJo93XFwCfei4RwGDwzGMmCSk,0.0,ChIJo93XFwCfei4RwGDwzGMmCSk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJo93XFwCfei4RwGDwzGMmCSk
OPERATIONAL,"P4FW+5RJ, Jl. Raya Kedu - Parakan, Sawahan, Mojotengah, Kec. Kedu, Kabupaten Temanggung, Jawa Tengah 56252, Indonesia","{'location': {'lat': -7.2775465, 'lng': 110.1475082}, 'viewport': {'northeast': {'lat': -7.276191620107278, 'lng': 110.1488416298927}, 'southwest': {'lat': -7.278891279892722, 'lng': 110.1461419701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Kampung ""Lembah Manah"" Karangmalang",ChIJmaK3KZN5cC4RvQV9KixCxA8,5.0,ChIJmaK3KZN5cC4RvQV9KixCxA8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116514153844961048134"">Ritma Rahmadhani</a>'], 'photo_reference': 'AUGGfZkpSHn_pDMWBbKdImeiuMz8G-7DcDRs_QXTuV-A7Gfvo4WP7Bc2wuXuUfulzkjrLf8AXxG8vga65nSsk1eH229WU8rLSBYcDwfWMMdJH4iDqX41AWnZ7OhH4eAAf1z4bhfqycrV1I4Iyk1dzGzb9cSvemIdojy7EcQv7HqVwinMc5--', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJmaK3KZN5cC4RvQV9KixCxA8
OPERATIONAL,"Hutan, Sidoharjo, Candiroto, Temanggung Regency, Central Java 56257, Indonesia","{'location': {'lat': -7.1750556, 'lng': 110.1138262}, 'viewport': {'northeast': {'lat': -7.173705770107278, 'lng': 110.1151760298927}, 'southwest': {'lat': -7.176405429892722, 'lng': 110.1124763701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Merak,ChIJvdtzVkBwcC4Rpb-B3ojS5Vc,4.3,ChIJvdtzVkBwcC4Rpb-B3ojS5Vc,"['tourist_attraction', 'point_of_interest', 'establishment']",53,"{'compound_code': 'R4F7+XG Sidoharjo, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GR4F7+XG'}",{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103320709515240657942"">erfan setiawan</a>'], 'photo_reference': 'AUGGfZnhIh5PaCQgCucf-JtSWpPJSr-zy0dVAMOg9pY5KysYjTN_cWenFsZtUAV3bogb5msCulJXJMvWd0jVPtwIlGX7zvV5deDuFXeDXDw3BMz1Cm__Obr-lIYzmb9-2viDacbwQhKeWXQ_Vt5n6u7Nwdc6Vv1RNhXe-52rXNZgzV9MSk5S', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJvdtzVkBwcC4Rpb-B3ojS5Vc
OPERATIONAL,"Jl. Raya Brengkok - Banjarnegara No.7, Batur, Batursari, Kec. Kledung, Kabupaten Temanggung, Jawa Tengah 56264, Indonesia","{'location': {'lat': -7.3385152, 'lng': 110.0377899}, 'viewport': {'northeast': {'lat': -7.337283170107278, 'lng': 110.0393100798927}, 'southwest': {'lat': -7.339982829892722, 'lng': 110.0366104201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mata Air Serbut,ChIJK9XM5Qafei4RMe2-i162MDQ,4.8,ChIJK9XM5Qafei4RMe2-i162MDQ,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"{'compound_code': 'M26Q+H4 Batursari, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GM26Q+H4'}",{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113133849564658340711"">A Google User</a>'], 'photo_reference': 'AUGGfZlWWshxS3QSxAZRyki6LjlzMdg3O8gfvW7Y0Ohci0hoP2C4c0laV5ACvUmlte6JBWGmpToMaeD4tLNMIsgDHg9UyjMrCH9udVHbzqC2qDoMuHWRPdcVCGecyNO5_FgEh40rMlRkwFU5nkrCoFGkwTwaFQF4HdaxKkrR5nQc-Gk5lZeJ', 'width': 1280}]",,,https://www.google.com/maps/place/?q=place_id:ChIJK9XM5Qafei4RMe2-i162MDQ
OPERATIONAL,"Tlogowero, Bansari, Temanggung Regency, Central Java 56265, Indonesia","{'location': {'lat': -7.299156099999999, 'lng': 110.0524189}, 'viewport': {'northeast': {'lat': -7.297944620107278, 'lng': 110.0541187798927}, 'southwest': {'lat': -7.300644279892722, 'lng': 110.0514191201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata BCL Tlogowero,ChIJMzZCthZ3cC4R5zbcVsIH-hM,4.2,ChIJMzZCthZ3cC4R5zbcVsIH-hM,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",243,"{'compound_code': 'P322+8X Tlogowero, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GP322+8X'}",{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116706167006726352378"">A Google User</a>'], 'photo_reference': 'AUGGfZkFDYnAMRUqjaC0s89Gf-Mx2PuzBrVziNFgxWp4U0bi5M_YgvtmesewmaedBrK8Os7kmFSPYwXTBn0dLMLMbMz12-M-7ZouggBOOs6p9uswjVYF92HxiL7qtYSjJpDQyzz1afJB2bSq8DsgcCppq-eY9HvYhNLVNz37pfmCttfPImWB', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJMzZCthZ3cC4R5zbcVsIH-hM
OPERATIONAL,"P3Q4+2XX, Area Sawah, Banjarsari, Kec. Ngadirejo, Kabupaten Temanggung, Jawa Tengah 56255, Indonesia","{'location': {'lat': -7.262380899999999, 'lng': 110.0574765}, 'viewport': {'northeast': {'lat': -7.261059720107277, 'lng': 110.0588615798927}, 'southwest': {'lat': -7.263759379892721, 'lng': 110.0561619201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sendang Sengon,ChIJvexnrpB2cC4R0bgXHewMebE,4.3,ChIJvexnrpB2cC4R0bgXHewMebE,"['tourist_attraction', 'point_of_interest', 'establishment']",357,,{'open_now': True},"[{'height': 682, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101089473695895308522"">Muhammad Salik</a>'], 'photo_reference': 'AUGGfZmyvgaMW2kuIy4NbtlPhwcKM7D1oi5YAshV-QYvIOqBt0aAqGU93Wlc4gusj2CNHNvpwJ8ke6mpHBVNb-6pqVsUn6nlfblMIoCVq42FHZvKlmQ54tU6hGcav07He278cwxG-OUxl9NU8f0lZb6MhNGr8OE5rb-v9QDTR7DHlAiUv33U', 'width': 1024}]",,,https://www.google.com/maps/place/?q=place_id:ChIJvexnrpB2cC4R0bgXHewMebE
