business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,photos,plus_code,opening_hours,url
,"Nanga Ketungau, Ketungau Hilir, Sintang Regency, West Kalimantan, Indonesia","{'location': {'lat': 0.4009643, 'lng': 111.642224}, 'viewport': {'northeast': {'lat': 0.456147, 'lng': 111.718929}, 'southwest': {'lat': 0.327783, 'lng': 111.5543351}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nanga Ketungau,,ChIJwc-s_g1F_jERLcEWHilbwNI,,ChIJwc-s_g1F_jERLcEWHilbwNI,"['administrative_area_level_4', 'political']",,"[{'height': 1970, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110038823593339123878"">A Google User</a>'], 'photo_reference': 'AUGGfZlnfU_THeha7ZCdZwgxxo6Kz9KKIM9qlXGQeem5AmTZiWkGnws4StJ1DTChAxlpvv1wsHU-Kk0c7N-Ej61yukHHZnbXdMGf2SFpkEkinimgSlW6aKrxdnq4PvHBSM5TNO8gk40d3ziEDaZYHyzFucv86LLin8yfozOsYBaEPhQ5N2cc', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJwc-s_g1F_jERLcEWHilbwNI
OPERATIONAL,"49JX+MM, Teluk Kelansam, Sintang, Sintang Regency, West Kalimantan, Indonesia","{'location': {'lat': 0.131728, 'lng': 111.399151}, 'viewport': {'northeast': {'lat': 0.1326623298927222, 'lng': 111.40247365}, 'southwest': {'lat': 0.1299626701072778, 'lng': 111.39804345}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu,,ChIJJSEM0HoZ_jER8NUc5w9-hQE,0.0,ChIJJSEM0HoZ_jER8NUc5w9-hQE,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJJSEM0HoZ_jER8NUc5w9-hQE
OPERATIONAL,"FHVP+F9P, Nanga Merkak, Ketungau Hilir, Sintang Regency, West Kalimantan 78652, Indonesia","{'location': {'lat': 0.4937125, 'lng': 111.5859464}, 'viewport': {'northeast': {'lat': 0.4950623298927223, 'lng': 111.5872962298927}, 'southwest': {'lat': 0.4923626701072778, 'lng': 111.5845965701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Setekam,,ChIJiStJc0ZZ_jERIKUHAUa-kz4,4.2,ChIJiStJc0ZZ_jERIKUHAUa-kz4,"['lodging', 'point_of_interest', 'establishment']",5.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJiStJc0ZZ_jERIKUHAUa-kz4
OPERATIONAL,"783M+99, Ensabang, Sepauk, Sintang Regency, West Kalimantan, Indonesia","{'location': {'lat': 0.2533881, 'lng': 111.333451}, 'viewport': {'northeast': {'lat': 0.2553753798927222, 'lng': 111.3344822298927}, 'southwest': {'lat': 0.2526757201072777, 'lng': 111.3317825701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Lubuk tapah,,ChIJb_dchA8T_jERgY2eu27Og4I,5.0,ChIJb_dchA8T_jERgY2eu27Og4I,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJb_dchA8T_jERgY2eu27Og4I
OPERATIONAL,"3GG4+VG7, Jalan Alambawa, Tj. Puri, Kec. Sintang, Kabupaten Sintang, Kalimantan Barat 78614, Indonesia","{'location': {'lat': 0.07711169999999999, 'lng': 111.5063153}, 'viewport': {'northeast': {'lat': 0.0784210798927222, 'lng': 111.5077079798927}, 'southwest': {'lat': 0.07572142010727778, 'lng': 111.5050083201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Betang Kobus,,ChIJLWtqkSQi_jERo60YdmIATac,4.6,ChIJLWtqkSQi_jERo60YdmIATac,"['tourist_attraction', 'point_of_interest', 'establishment']",177.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101224562853065160864"">A Google User</a>'], 'photo_reference': 'AUGGfZk2aximOkijhj6uRPa5AeoeHwkXnX8y-P6pVwCuso-j9PJbjIsMAM3VvgdWIXf2gXsftCeUnjxkHx7C7dJobq3pY5zP3ocEx2-C3VpgVWVafrPNLGRv2bQL54AurK8Ah7RPW9EApuuIzHwXh1F8enKeSJT3mrKu-Fk2Bvxc5V40uIcW', 'width': 3264}]",,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJLWtqkSQi_jERo60YdmIATac
OPERATIONAL,"3FQ4+GV, Kapuas Kanan Hilir, Sintang, Sintang Regency, West Kalimantan, Indonesia","{'location': {'lat': 0.0887512, 'lng': 111.4571491}, 'viewport': {'northeast': {'lat': 0.09040157989272221, 'lng': 111.4580368298927}, 'southwest': {'lat': 0.08770192010727777, 'lng': 111.4553371701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah miun,,ChIJbWp3hKYZ_jERVpvcaJFWfhY,0.0,ChIJbWp3hKYZ_jERVpvcaJFWfhY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJbWp3hKYZ_jERVpvcaJFWfhY
OPERATIONAL,"MG8F+PF, Tirta Karya, Central Ketungau, Sintang Regency, West Kalimantan, Indonesia","{'location': {'lat': 0.6668191, 'lng': 111.5236969}, 'viewport': {'northeast': {'lat': 0.6680062798927222, 'lng': 111.5249524298927}, 'southwest': {'lat': 0.6653066201072778, 'lng': 111.5222527701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Langkau Mugaz,,ChIJP32TX_7z_jERuhPaIQCkIAg,0.0,ChIJP32TX_7z_jERuhPaIQCkIAg,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJP32TX_7z_jERuhPaIQCkIAg
OPERATIONAL,"3F3J+CVJ, Kapuas Kanan Hulu, Sintang, Sintang Regency, West Kalimantan, Indonesia","{'location': {'lat': 0.0535832, 'lng': 111.4821396}, 'viewport': {'northeast': {'lat': 0.05495842989272222, 'lng': 111.4835084798927}, 'southwest': {'lat': 0.05225877010727779, 'lng': 111.4808088201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kapuas Musim Kemarau,,ChIJKT5bnrch_jERzA8BwlCLwd0,5.0,ChIJKT5bnrch_jERzA8BwlCLwd0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJKT5bnrch_jERzA8BwlCLwd0
OPERATIONAL,"3M57+VCV, Taok, Dedai, Sintang Regency, West Kalimantan, Indonesia","{'location': {'lat': 0.0597259, 'lng': 111.6635348}, 'viewport': {'northeast': {'lat': 0.06153287989272221, 'lng': 111.6648979298927}, 'southwest': {'lat': 0.05883322010727778, 'lng': 111.6621982701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"GARDEN NYANGKING HILL, RAGA",,ChIJwxrpWQAn_jERCrHaCZdtNJc,0.0,ChIJwxrpWQAn_jERCrHaCZdtNJc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJwxrpWQAn_jERCrHaCZdtNJc
OPERATIONAL,"X76R+XF, Nanga Bayan, Ketungau Hulu, Sintang Regency, West Kalimantan, Indonesia","{'location': {'lat': 0.9624174999999999, 'lng': 111.2911552}, 'viewport': {'northeast': {'lat': 0.9632878798927221, 'lng': 111.2925729798927}, 'southwest': {'lat': 0.9605882201072778, 'lng': 111.2898733201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Villa Pak lgas,,ChIJLcCaGgC7_jERGnzK7MgC-hE,5.0,ChIJLcCaGgC7_jERGnzK7MgC-hE,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 2464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114677951793024048447"">Hian Liong</a>'], 'photo_reference': 'AUGGfZl206K7xDjRAB-HJn6bqvoz55BtvJlQ2dPGWuto_rkx9XJb1axrBc2Pg0C7CuNhzi3dIeF89PM-kzaYlFKWdai46vFfYDMA92r6_2SIUIOld4Cna1XTzeIHPus-7NxbbWsdC4K9OvbfI91kTOfpXycVJ6MMUD8jMrecZgVMYF78DKA', 'width': 3280}]",,,https://www.google.com/maps/place/?q=place_id:ChIJLcCaGgC7_jERGnzK7MgC-hE
OPERATIONAL,"3MP5+FMV, Merpak, Kelam Permai, Sintang Regency, West Kalimantan 78656, Indonesia","{'location': {'lat': 0.0862333, 'lng': 111.6591717}, 'viewport': {'northeast': {'lat': 0.09181090000000001, 'lng': 111.6605598298927}, 'southwest': {'lat': 0.08437410000000001, 'lng': 111.6578601701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Kelam Maria Cave,,ChIJ-3WARfMl_jERb0fT9zmutDE,4.4,ChIJ-3WARfMl_jERb0fT9zmutDE,"['tourist_attraction', 'point_of_interest', 'establishment']",291.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102467679375002997614"">A Google User</a>'], 'photo_reference': 'AUGGfZmxmRL1WVIxQEeJgB6aViN-PbykvRjkeKiuRe8YP9u9VMk54KGJ2TlsksJIJv2VvtH4az-v32Lz9WKOkAbMHk_QVOcZOIhzBKBROD3rStgdVNAou9bi3aMsZDAU48Mrr4V-rQSKjaAeNWLLG28LV2c-Hl7IqDnVGnms5Yq4vSq0Mker', 'width': 4032}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ-3WARfMl_jERb0fT9zmutDE
OPERATIONAL,"Kebong, Kelam Permai, Sintang Regency, West Kalimantan 78656, Indonesia","{'location': {'lat': 0.0692298, 'lng': 111.6319218}, 'viewport': {'northeast': {'lat': 0.07072507989272221, 'lng': 111.6334418298927}, 'southwest': {'lat': 0.06802542010727777, 'lng': 111.6307421701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Keling Kumang Agrowisata,,ChIJDzhffWEn_jERz46Wb7HbfUk,4.2,ChIJDzhffWEn_jERz46Wb7HbfUk,"['tourist_attraction', 'food', 'store', 'point_of_interest', 'establishment']",137.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100906781380029144411"">dieka nugroho</a>'], 'photo_reference': 'AUGGfZmIfh6c5YD6a5480uJSO8TolnMSFhZbV99_hMPJ315gQ600g_F-5p-Kn25erK9fYz6Nhhvo3bzCUgWu5wx0ciq4h_TbBYagByuVFfLiBUmfUGRujvwRHqbMIuvOvK0itPe_LRgVZ6ygjDdfPqfHqC87aJYfQoBs3nL3_mC97Eovc-na', 'width': 4032}]","{'compound_code': '3J9J+MQ Kebong, Sintang Regency, West Kalimantan, Indonesia', 'global_code': '6PGH3J9J+MQ'}",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJDzhffWEn_jERz46Wb7HbfUk
OPERATIONAL,"3FMR+7MF, Kapuas Kiri Hulu, Sintang, Kapuas Kiri Hilir, Kec. Sintang, Kabupaten Sintang, Kalimantan Barat 78613, Indonesia","{'location': {'lat': 0.083184, 'lng': 111.4916587}, 'viewport': {'northeast': {'lat': 0.08447517989272221, 'lng': 111.4929716298927}, 'southwest': {'lat': 0.08177552010727777, 'lng': 111.4902719701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Museum Dara Juanti Sintang,,ChIJ236RNREi_jERXC16RCWYJJE,4.3,ChIJ236RNREi_jERXC16RCWYJJE,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",130.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114185020307355159505"">Ady Setiawan</a>'], 'photo_reference': 'AUGGfZkha4ZIKkZrfMGgr-t0Lhst6MaopsPFooitmZTHv5H-Wrx_QFezwa9v0FflW_tkNdN9NRMlhqE2VbVid5b8RQQ2D313e8fh6nSUlhtBdXnC0oFYkPhRnHCwuIrW5omjNxorW1M4JCgSvKQcKypN0DlkRW3OHycPfq46GiqUfwa4Yu3m', 'width': 3264}]",,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJ236RNREi_jERXC16RCWYJJE
OPERATIONAL,"4P5C+934, Unnamed Road, Ensaid Panjang, Kelam Permai, Sintang Regency, West Kalimantan 78656, Indonesia","{'location': {'lat': 0.1083883, 'lng': 111.7202081}, 'viewport': {'northeast': {'lat': 0.1097598298927222, 'lng': 111.7216411798927}, 'southwest': {'lat': 0.1070601701072778, 'lng': 111.7189415201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Betang Ensaid Panjang,,ChIJ17sexx8v_jERG02UD8e6374,4.7,ChIJ17sexx8v_jERG02UD8e6374,"['tourist_attraction', 'point_of_interest', 'establishment']",69.0,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110458863539559750662"">surawan thegeal</a>'], 'photo_reference': 'AUGGfZknht1__BgG1Lt0tE-RNZVlNEa32K1KBnXQExMl9-NRK20b7uozoTFyNMLz_Qtrcpd_KLioklCO8Lwg1FJ4-wkf9Q2OMenDLQYSH9PXkKtlHuO6elNjDuKLp9ojD6Pncoy4TjcEkzyIRWlwPhlHQEVdMetMjghUD0uO0iWf94FV4gns', 'width': 4032}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ17sexx8v_jERG02UD8e6374
CLOSED_PERMANENTLY,"98RW+J5, Deras River, Ketungau Hilir, Sintang Regency, West Kalimantan, Indonesia","{'location': {'lat': 0.3915659, 'lng': 111.3454066}, 'viewport': {'northeast': {'lat': 0.3929157298927222, 'lng': 111.3467564298927}, 'southwest': {'lat': 0.3902160701072778, 'lng': 111.3440567701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kelabah,True,ChIJP-dWIExv_jER2krwSqYJM-I,0.0,ChIJP-dWIExv_jER2krwSqYJM-I,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJP-dWIExv_jER2krwSqYJM-I
CLOSED_PERMANENTLY,"MH3X+QJ, Tirta Karya, Central Ketungau, Sintang Regency, West Kalimantan, Indonesia","{'location': {'lat': 0.6540564999999999, 'lng': 111.5983768}, 'viewport': {'northeast': {'lat': 0.6554063298927222, 'lng': 111.5997266298927}, 'southwest': {'lat': 0.6527066701072777, 'lng': 111.5970269701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,menual,True,ChIJAfEl4N7x_jERYUkpWDonjx0,0.0,ChIJAfEl4N7x_jERYUkpWDonjx0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJAfEl4N7x_jERYUkpWDonjx0
CLOSED_PERMANENTLY,"P7Q2+MH, Empura, Ketungau Hulu, Sintang Regency, West Kalimantan, Indonesia","{'location': {'lat': 0.7391875, 'lng': 111.2514375}, 'viewport': {'northeast': {'lat': 0.7405373298927223, 'lng': 111.2527873298927}, 'southwest': {'lat': 0.7378376701072777, 'lng': 111.2500876701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai ketungau,True,ChIJ38EXX6Kb_jERaM3ikH7ZwKA,0.0,ChIJ38EXX6Kb_jERaM3ikH7ZwKA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ38EXX6Kb_jERaM3ikH7ZwKA
