business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,opening_hours,url
OPERATIONAL,"JGJW+GC, Hadakewa, Lebatukan, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.3686328, 'lng': 123.5460428}, 'viewport': {'northeast': {'lat': -8.367290820107277, 'lng': 123.5473918798927}, 'southwest': {'lat': -8.36999047989272, 'lng': 123.5446922201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ketapang 2 Beach,ChIJkVNRSSUPqy0RSpXi7GaBVOM,5.0,ChIJkVNRSSUPqy0RSpXi7GaBVOM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115210172894832083597"">A Google User</a>'], 'photo_reference': 'AUGGfZnXjEjmDrQdaTp420B8bfQnNrC5mGvPnTztwefUPXdrmNHBOMRJgz-ZTD7O6W7BWm9gxU1WK0ifMosU0aaOfC4gZEKxk_e1r6I3M3haTAPMWKZFH45UN5hQmDov1V0hYUnpHqFIi9u7bYtb259mrSHFcZek3pP4DwAtkhMbh_aBthwn', 'width': 1952}]",,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJkVNRSSUPqy0RSpXi7GaBVOM
OPERATIONAL,"JHJ5+RH9, Jl. Trans Lembata, Hadakewa, Kec. Lebatukan, Kabupaten Lembata, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.367956399999999, 'lng': 123.5589741}, 'viewport': {'northeast': {'lat': -8.366754620107276, 'lng': 123.5603597298927}, 'southwest': {'lat': -8.36945427989272, 'lng': 123.5576600701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Literasi dan Lapangan serbaguna desa Lerahinga,ChIJW7sCYv8Pqy0RYg3SJ_rb7VQ,4.4,ChIJW7sCYv8Pqy0RYg3SJ_rb7VQ,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 3088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103379292606061014927"">A Google User</a>'], 'photo_reference': 'AUGGfZn_SEbf-I7ojO_GZONe2VYm2XPQPSPQ4pcZBouTJxonHX6oelrP-XAJAU6UEmGcZ9YQswFHG4dTsywXzT6n-bKypfqe9qDQaBNAO0DVFnGaf2mdD00ICOQVn-uaeffIuRBya7rIn2rD4sjVbwc58zZCnfvx4lg69aAVz7PIiut-9V80', 'width': 4166}]",,,https://www.google.com/maps/place/?q=place_id:ChIJW7sCYv8Pqy0RYg3SJ_rb7VQ
OPERATIONAL,"CCF8+9MW, Lamalera B, Wulandoni, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5765032, 'lng': 123.4167171}, 'viewport': {'northeast': {'lat': -8.574945670107278, 'lng': 123.4179988798927}, 'southwest': {'lat': -8.577645329892722, 'lng': 123.4152992201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Traditional Whale Hunt of Lamalera,ChIJs6a0Pb5qqy0RBEDR1y34zZ8,4.9,ChIJs6a0Pb5qqy0RBEDR1y34zZ8,"['tourist_attraction', 'point_of_interest', 'establishment']",91,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115891273468218114617"">Supri Yatno</a>'], 'photo_reference': 'AUGGfZkIWmKwucvE8ab4_yFWZdNOfz8yJERuzLPa3F86RGTPLa8t_XOmP9dIAlEBUmbQlkm0bo1w-R0k2-zyoq1tLYPBYKtUuSlCkP55u-IotMxDFZ-fuK5EILy20c4yTP5eRxU27XYrE24IUufMuMLRABQbp_cteJf3fI4Z0ALP3VBuQF4O', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJs6a0Pb5qqy0RBEDR1y34zZ8
CLOSED_TEMPORARILY,"HG77+9W Kebun Laba Pito, Tubuk Rajan, Kec. Atadei, Kabupaten Lembata, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.435694699999999, 'lng': 123.514496}, 'viewport': {'northeast': {'lat': -8.434196120107279, 'lng': 123.5156480298927}, 'southwest': {'lat': -8.436895779892723, 'lng': 123.5129483701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Waikuyang,ChIJXYF7cL0Tqy0RS7kHyefcsMg,0.0,ChIJXYF7cL0Tqy0RS7kHyefcsMg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJXYF7cL0Tqy0RS7kHyefcsMg
CLOSED_TEMPORARILY,"FHVJ+784, Lerek, Atadei, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5068629, 'lng': 123.5808398}, 'viewport': {'northeast': {'lat': -8.505513070107277, 'lng': 123.5821896298927}, 'southwest': {'lat': -8.50821272989272, 'lng': 123.5794899701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Paugora,ChIJY-vCGiEXqy0RK-R5zQWMmbA,5.0,ChIJY-vCGiEXqy0RK-R5zQWMmbA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108050999849124876582"">A Google User</a>'], 'photo_reference': 'AUGGfZkYN4wLkfN78KDHtf_Lji992H8OHpnr5RZbhdBuB81ROODlKGy6xzZYQr4PSpOM2kB5Ktayjz3AxV7P2CEyb0n9JUj1AfhI41_OmMEJaMbf8x5B5GNDE2HgkGE_0C8GjxdXSZFOzJIIf0GuLBzKESJjULuDBW_ycOcNYbnyOOjT5m62', 'width': 2448}]",True,,https://www.google.com/maps/place/?q=place_id:ChIJY-vCGiEXqy0RK-R5zQWMmbA
CLOSED_TEMPORARILY,"GFHM+67P, Dori Pewut, Atadei, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.4719075, 'lng': 123.4831906}, 'viewport': {'northeast': {'lat': -8.470557670107278, 'lng': 123.4845404298927}, 'southwest': {'lat': -8.473257329892721, 'lng': 123.4818407701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lewolein,ChIJP8LWhHgTqy0ReC62EA--hqg,0.0,ChIJP8LWhHgTqy0ReC62EA--hqg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJP8LWhHgTqy0ReC62EA--hqg
CLOSED_TEMPORARILY,"GFHM+67P, Nonik, angar laleng, desa mahal, Dori Pewut, Kabupaten Lembata, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.4719075, 'lng': 123.4831906}, 'viewport': {'northeast': {'lat': -8.470557670107278, 'lng': 123.4845404298927}, 'southwest': {'lat': -8.473257329892721, 'lng': 123.4818407701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Nonik, angar laleng, desa mahal, kabupaten lembata, NTT",ChIJPxAbMWsTqy0R6VAKhe_8LXI,0.0,ChIJPxAbMWsTqy0R6VAKhe_8LXI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJPxAbMWsTqy0R6VAKhe_8LXI
CLOSED_TEMPORARILY,"CHX8+8C, Dulir, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5516312, 'lng': 123.5660092}, 'viewport': {'northeast': {'lat': -8.550281370107275, 'lng': 123.5673590298927}, 'southwest': {'lat': -8.552981029892718, 'lng': 123.5646593701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waibura,ChIJfy640vsXqy0RN_cYbtwSIjA,5.0,ChIJfy640vsXqy0RN_cYbtwSIjA,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115006435931776112935"">A Google User</a>'], 'photo_reference': 'AUGGfZnmtoHu3g502QUgUdthb_AfvySSZGUAWu1pr90xtBbojJ6ONRT_-LSh1_DnjdOrvvkR4mQsc2s0OttLUoLcJ393QRNThMtgezEXGsHP_Lupay_gGIeF3LeJ7X8UIJSeKD64lpylhrtbCcBV9Du5lNUJGIVVSedhGgu2eB_vjG9te58L', 'width': 2448}]",True,,https://www.google.com/maps/place/?q=place_id:ChIJfy640vsXqy0RN_cYbtwSIjA
CLOSED_TEMPORARILY,"FFPQ+4VQ, Leworaja, Wulandoni, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.515123299999999, 'lng': 123.489495}, 'viewport': {'northeast': {'lat': -8.513658870107278, 'lng': 123.4908294298927}, 'southwest': {'lat': -8.516358529892722, 'lng': 123.4881297701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Leworajaa,ChIJM9M3vCYVqy0RP3j_yyw4rNg,4.0,ChIJM9M3vCYVqy0RP3j_yyw4rNg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,True,,https://www.google.com/maps/place/?q=place_id:ChIJM9M3vCYVqy0RP3j_yyw4rNg
CLOSED_TEMPORARILY,"FFC5+P6V, Pantai Harapan, Wulandoni, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.528317, 'lng': 123.4584191}, 'viewport': {'northeast': {'lat': -8.526918270107277, 'lng': 123.4597477298927}, 'southwest': {'lat': -8.529617929892721, 'lng': 123.4570480701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Satirah Land,ChIJl7oqpHwVqy0RNDzkZc6thjg,0.0,ChIJl7oqpHwVqy0RNDzkZc6thjg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJl7oqpHwVqy0RNDzkZc6thjg
CLOSED_TEMPORARILY,"HH7V+CP, Banitobo, Lebatukan, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.4364588, 'lng': 123.5942783}, 'viewport': {'northeast': {'lat': -8.43510897010728, 'lng': 123.5956281298927}, 'southwest': {'lat': -8.437808629892723, 'lng': 123.5929284701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bobu,ChIJxaEOrkgRqy0RPhGwxYKQLp0,5.0,ChIJxaEOrkgRqy0RPhGwxYKQLp0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,True,,https://www.google.com/maps/place/?q=place_id:ChIJxaEOrkgRqy0RPhGwxYKQLp0
CLOSED_TEMPORARILY,"JGMH+R49, Merdeka, Lebatukan, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.365450599999999, 'lng': 123.5278539}, 'viewport': {'northeast': {'lat': -8.364098370107278, 'lng': 123.5292027798927}, 'southwest': {'lat': -8.366798029892722, 'lng': 123.5265031201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Merdeka,ChIJPd2HkGcNqy0RfFh605ZncYo,0.0,ChIJPd2HkGcNqy0RfFh605ZncYo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 482, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111697795967178476094"">A Google User</a>'], 'photo_reference': 'AUGGfZl0XjxCC7EJe2Xl2k0Np_4N6WA7d-1eryi5j-y-9sRKkKFmcZnWrorRt1BXGmKwX0uiM6fk4Hznw157Pz6-Y9SjwOo3g9EZo5C4Fa0iV7W9ooRAS-6Fj6mGCEwPZoglg4Fvr9B_IHvM_Ru3t8NmMdLAbXt2bm2U1Nx-yXkopDAxrx3N', 'width': 720}]",True,,https://www.google.com/maps/place/?q=place_id:ChIJPd2HkGcNqy0RfFh605ZncYo
CLOSED_TEMPORARILY,"F939+882, Tapobali, Wulandoni, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5467312, 'lng': 123.3682521}, 'viewport': {'northeast': {'lat': -8.545381370107279, 'lng': 123.3696019298927}, 'southwest': {'lat': -8.548081029892723, 'lng': 123.3669022701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tapobali,ChIJQwjw_Olrqy0RNWBK2rN7t18,5.0,ChIJQwjw_Olrqy0RNWBK2rN7t18,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100449306277193793605"">A Google User</a>'], 'photo_reference': 'AUGGfZl7tc2FOy3T3jw3l8XIZ_Vgx2uM4uw-AEtyy8ROAd1T-1BcNYuNa2fz9oMKa9ijEd6QaLJR76syz5JIVhhcS_MjBvOlola5uRVGCDHp2i5K1Yv-1HivN4u-g7uKso3iQYjlc3Nu_m-_zmfqAYRZg4BDH4v9DSPNTZoU3OcZxpAa7Uva', 'width': 2448}]",True,,https://www.google.com/maps/place/?q=place_id:ChIJQwjw_Olrqy0RNWBK2rN7t18
CLOSED_TEMPORARILY,"H989+J8J, Paobokol, Nubatukan, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.433419899999999, 'lng': 123.3682521}, 'viewport': {'northeast': {'lat': -8.429192900000002, 'lng': 123.3697379298927}, 'southwest': {'lat': -8.434828899999998, 'lng': 123.3670382701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pariwisata Batu Love,ChIJM3pKCQNzqy0RxRFqlV4ROao,0.0,ChIJM3pKCQNzqy0RxRFqlV4ROao,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJM3pKCQNzqy0RxRFqlV4ROao
CLOSED_TEMPORARILY,"J95X+JGG, Waikomo, Lewoleba, Kec. Nubatukan, Kabupaten Lembata, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.390939099999999, 'lng': 123.3988187}, 'viewport': {'northeast': {'lat': -8.389553370107278, 'lng': 123.4003797798927}, 'southwest': {'lat': -8.392253029892721, 'lng': 123.3976801201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kaali waikomo,ChIJG_MnZ8xzqy0Rksy2G4GKyUU,3.0,ChIJG_MnZ8xzqy0Rksy2G4GKyUU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,True,,https://www.google.com/maps/place/?q=place_id:ChIJG_MnZ8xzqy0Rksy2G4GKyUU
