formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,plus_code,opening_hours,permanently_closed,url
"H4RW+RG8, Jihing, Balai Riam, Sukamara Regency, Central Kalimantan 74172, Indonesia","{'location': {'lat': -2.40792, 'lng': 111.147368}, 'viewport': {'northeast': {'lat': -2.406483920107277, 'lng': 111.1486747798927}, 'southwest': {'lat': -2.409183579892722, 'lng': 111.1459751201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kantor Pokdarwis Sungai Mapam Desa Jihing,,ChIJW5T5T0atCC4RH3pL_N1GvtU,ChIJW5T5T0atCC4RH3pL_N1GvtU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJW5T5T0atCC4RH3pL_N1GvtU
"Sukamara Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.6267517, 'lng': 111.2368084}, 'viewport': {'northeast': {'lat': -2.054348, 'lng': 111.400162}, 'southwest': {'lat': -3.067605, 'lng': 110.733665}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sukamara Regency,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107336471090382088779"">Leto Lasmana</a>'], 'photo_reference': 'AUGGfZmT8c4ylV7KRXbXCMLtWJ_EjMBemf1RHC5lJ_mx7GC3nImIGmnOAnlSPSgYDwSHdhW3pUaYeDITKQXYQGINOgQftnqcquF_ZScSC1_I57m29_UV0w-_ZRLfL5uSTKDLV35qvMrvo42XEyE-PM4ssJtEPiz58mLzFRxUW-I-77u9qZuW', 'width': 3264}]",ChIJGeigIOdKDy4R1-KGdQLyTx8,ChIJGeigIOdKDy4R1-KGdQLyTx8,"['administrative_area_level_2', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJGeigIOdKDy4R1-KGdQLyTx8
"P43G+CM, Pempaning, Balai Riam, Sukamara Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.296495, 'lng': 111.1266271}, 'viewport': {'northeast': {'lat': -2.295145170107277, 'lng': 111.1279769298927}, 'southwest': {'lat': -2.297844829892722, 'lng': 111.1252772701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Menara menuju surga,"[{'height': 1520, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116411510840106980879"">Reya Dedi</a>'], 'photo_reference': 'AUGGfZl8-B7HMH2xz6DlF8ugfs7DPNbZRo-HiBLL2Qjp97y4bZWGU6_uxE8d4ZDfdLLFn2qHB8w5hKAFPL-H-dvAYJof7IyrQkhAoXJHxDoYfbXnjhd5XPeTRV6zJjJTP_qiIKX9b607mJSfNX1S7O0Mjzov6BvlUMepGUYngnX_J0mQY2xi', 'width': 3264}]",ChIJc6xzAwCrCC4Rz35n4X1xK18,ChIJc6xzAwCrCC4Rz35n4X1xK18,"['point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJc6xzAwCrCC4Rz35n4X1xK18
"P54V+R3, Bangun Jaya, Balai Riam, Sukamara Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.292928, 'lng': 111.192738}, 'viewport': {'northeast': {'lat': -2.291580870107278, 'lng': 111.1941124798927}, 'southwest': {'lat': -2.294280529892723, 'lng': 111.1914128201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah haji ainul hanan,,ChIJVwz04ucDBi4RcoeK_W9x8Ds,ChIJVwz04ucDBi4RcoeK_W9x8Ds,"['lodging', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJVwz04ucDBi4RcoeK_W9x8Ds
"P52M+C7R, Bangun Jaya, Balai Riam, Sukamara Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.2988803, 'lng': 111.1831539}, 'viewport': {'northeast': {'lat': -2.297532270107277, 'lng': 111.1845500298927}, 'southwest': {'lat': -2.300231929892722, 'lng': 111.1818503701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kang jum,,ChIJXVasQgCrCC4Rky-vEP-o9Ok,ChIJXVasQgCrCC4Rky-vEP-o9Ok,"['lodging', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJXVasQgCrCC4Rky-vEP-o9Ok
"G684+MV, Sukaraja, Sukamara, Sukamara Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.4832991, 'lng': 111.2071478}, 'viewport': {'northeast': {'lat': -2.481949270107278, 'lng': 111.2084976298927}, 'southwest': {'lat': -2.484648929892723, 'lng': 111.2057979701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai bila,,ChIJcQLCZwCxCC4R4XK5g_Ajgpk,ChIJcQLCZwCxCC4R4XK5g_Ajgpk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJcQLCZwCxCC4R4XK5g_Ajgpk
"P5QC+3FX, Natai Kondang, Permata Kecubung, Sukamara Regency, Central Kalimantan 74173, Indonesia","{'location': {'lat': -2.262259, 'lng': 111.1712303}, 'viewport': {'northeast': {'lat': -2.260909170107277, 'lng': 111.1725801298927}, 'southwest': {'lat': -2.263608829892722, 'lng': 111.1698804701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit harapan,,ChIJZ1zUEAABBi4R_gUyfkxMuus,ChIJZ1zUEAABBi4R_gUyfkxMuus,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJZ1zUEAABBi4R_gUyfkxMuus
"F6CR+9MC, Sumber Mukti, Sukamara, West Kotawaringin Regency, Central Kalimantan 74172, Indonesia","{'location': {'lat': -2.529065, 'lng': 111.2416302}, 'viewport': {'northeast': {'lat': -2.527624020107277, 'lng': 111.2429812798927}, 'southwest': {'lat': -2.530323679892722, 'lng': 111.2402816201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan sumber mukti,"[{'height': 1088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116821206695632241745"">slamet masngudi</a>'], 'photo_reference': 'AUGGfZmVuxiZlTpNw_CKA263pA5PP0SPEIxIsinqpkZSmBwwtV0bbYfV0rxnUmMv5EkFxH3TbwFyjJxmUHjqUxKygpnNrRmJXTPYBsv44fGJH4H-6mbrqKDgeHwjc-_0JCTKp9BTeqzZIsviuLCajETh6XcqApJy3ykJm-6qx97jSev69yn6', 'width': 1920}]",ChIJzW-Crue5CC4RroKf0w0qNN4,ChIJzW-Crue5CC4RroKf0w0qNN4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,2.0,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJzW-Crue5CC4RroKf0w0qNN4
"G684+FM, Sukaraja, Sukamara, Sukamara Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.484235, 'lng': 111.2072118}, 'viewport': {'northeast': {'lat': -2.482885170107278, 'lng': 111.2085616298927}, 'southwest': {'lat': -2.485584829892722, 'lng': 111.2058619701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kuala mapam,,ChIJHx3RCQCxCC4RlDMab9yVC4c,ChIJHx3RCQCxCC4RlDMab9yVC4c,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJHx3RCQCxCC4RlDMab9yVC4c
"P52M+8JF, Bangun Jaya, Balai Riam, Sukamara Regency, Central Kalimantan 74173, Indonesia","{'location': {'lat': -2.2991955, 'lng': 111.1841191}, 'viewport': {'northeast': {'lat': -2.297883320107277, 'lng': 111.1856043298927}, 'southwest': {'lat': -2.300582979892722, 'lng': 111.1829046701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,S2 (estu) travel 081256854097,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103227220851232930517"">A Google User</a>'], 'photo_reference': 'AUGGfZkqDEszj36cJZ0CLnu0zGpwJdImRO8u6Z3VzMEaTEc0uqKwUwvNnBkl-Y_UVHCZ-Kt-H9GTfQn8nCcNq8OxF9xa8P4s8395SyTzINsUboZz1Z27m4_vQ0MFuURCrMfT7RdMmc-ZAdHDrfglNasnOcl0VuY8t6MDMxFlmQ-vOIBFi8dO', 'width': 3072}]",ChIJ8zkh8k6rCC4R282MEqBftls,ChIJ8zkh8k6rCC4R282MEqBftls,"['travel_agency', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ8zkh8k6rCC4R282MEqBftls
"WWWR+HMR, Raja River, Jelai, Sukamara Regency, Central Kalimantan, Indonesia","{'location': {'lat': -3.0535065, 'lng': 110.941653}, 'viewport': {'northeast': {'lat': -3.052156670107277, 'lng': 110.9430028298927}, 'southwest': {'lat': -3.054856329892722, 'lng': 110.9403031701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tanjung Nipah,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111127705395356979090"">A Google User</a>'], 'photo_reference': 'AUGGfZk_gh9dzWt4iJYA-np9usI6oFlZLp19IndsZwW90OtdYwJ2D-Mr8wjHwWkHzyT3QFZXBsbmXivOM_7tVCTxaYUYBxLVcvvj4uHNjkMD9FirCLOgyzAhidOM9GrqVWHToO14VirVgYY8tfHUaqSod9LoR7x6cjGxzqVeRRyI0OImLPAN', 'width': 2252}]",ChIJdftnS5nPDi4R2bSR3fxp9Go,ChIJdftnS5nPDi4R2bSR3fxp9Go,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,112.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJdftnS5nPDi4R2bSR3fxp9Go
"G684+FM, Sukaraja, Sukamara, Sukamara Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.4838461, 'lng': 111.2067394}, 'viewport': {'northeast': {'lat': -2.482496270107278, 'lng': 111.2080892298927}, 'southwest': {'lat': -2.485195929892722, 'lng': 111.2053895701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai mapam,,ChIJ7b1mfQCxCC4R4mK7AKOPYUE,ChIJ7b1mfQCxCC4R4mK7AKOPYUE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7b1mfQCxCC4R4mK7AKOPYUE
"Desa Balai Riam, RT. 03/01, Balai Riam, Kec. Balai Riam, Kabupaten Sukamara, Kalimantan Tengah 74173, Indonesia","{'location': {'lat': -2.3324784, 'lng': 111.1560738}, 'viewport': {'northeast': {'lat': -2.331175570107277, 'lng': 111.1574343298927}, 'southwest': {'lat': -2.333875229892722, 'lng': 111.1547346701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Kantorpos Balairiam,,ChIJNVVVVVUEBi4RaFXgw1V4zDc,ChIJNVVVVVUEBi4RaFXgw1V4zDc,"['post_office', 'finance', 'point_of_interest', 'establishment']",OPERATIONAL,4.0,10.0,"{'compound_code': 'M594+2C Balai Riam, Sukamara Regency, Central Kalimantan, Indonesia', 'global_code': '6P9HM594+2C'}",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJNVVVVVUEBi4RaFXgw1V4zDc
"M56M+CQC, Sekuningan Baru, Balai Riam, Sukamara Regency, Central Kalimantan 74172, Indonesia","{'location': {'lat': -2.3389662, 'lng': 111.1843954}, 'viewport': {'northeast': {'lat': -2.337714170107278, 'lng': 111.1857676798927}, 'southwest': {'lat': -2.340413829892722, 'lng': 111.1830680201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,M.iwan sobirin,,ChIJT9vMGT-rCC4RlTFV8mLpdhk,ChIJT9vMGT-rCC4RlTFV8mLpdhk,"['lodging', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJT9vMGT-rCC4RlTFV8mLpdhk
