business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,price_level,url
OPERATIONAL,"J42G+GMV, Unnamed Road, Sigar Penjalin, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.3986305, 'lng': 116.1266617}, 'viewport': {'northeast': {'lat': -8.397293370107278, 'lng': 116.1279780798927}, 'southwest': {'lat': -8.399993029892721, 'lng': 116.1252784201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wild elephant Lombok,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117719209274620788657"">A Google User</a>'], 'photo_reference': 'AUGGfZn7t87PfZUs5nIXeR35uG5i2BTrwi_WErfejAFbsXZn0Zsw0ZnOeE-cyllRVCuJiwkUvtMZIjxB20pDtorLHL2GMcuYIXzR7AZfuEg9welkzefvqbWzTtIpbMfrWVzX-vsUWshTu5c2eU3kSPYJZb2fTy46xqcfDIUG9DmP76HHdIsR', 'width': 4608}]",ChIJsRaV-4XdzS0R0ukO0WZ16p0,4.4,ChIJsRaV-4XdzS0R0ukO0WZ16p0,"['tourist_attraction', 'point_of_interest', 'establishment']",15,,,,https://www.google.com/maps/place/?q=place_id:ChIJsRaV-4XdzS0R0ukO0WZ16p0
CLOSED_TEMPORARILY,"H5J9+793, Tegal Maja, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","{'location': {'lat': -8.4193596, 'lng': 116.1684221}, 'viewport': {'northeast': {'lat': -8.418010070107277, 'lng': 116.1697796298928}, 'southwest': {'lat': -8.420709729892721, 'lng': 116.1670799701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sunset Over Bali & Gili's,True,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116399044005333585932"">Marc Hendrickson</a>'], 'photo_reference': 'AUGGfZkbxUzbttnVnplgA01EOobWH9dJCvJTl0sbdSNLBQPrlWG9hw8e-poDFcYHd_j75LqkymxXa8HWVsjjFxHpCf5dI1vvaloXJK7vv9x-ZqNURFJdphLJ83e4LjSZn1tNJpLKgfBNm7c6aM0wnvvTModPgvFgkqdDAJysZ0lW7yJiHgW8', 'width': 4032}]",ChIJY8MkBoLbzS0RusSlRfoPdms,0.0,ChIJY8MkBoLbzS0RusSlRfoPdms,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJY8MkBoLbzS0RusSlRfoPdms
OPERATIONAL,"Jl. Raya Tj., Medana, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.3640001, 'lng': 116.1323628}, 'viewport': {'northeast': {'lat': -8.362750570107279, 'lng': 116.1337670798927}, 'southwest': {'lat': -8.365450229892723, 'lng': 116.1310674201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SAMARAI PARK,,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108152783405849563898"">Hernawan Setyanto</a>'], 'photo_reference': 'AUGGfZl4OBd1CAIsENVQ7YyLwbNnLoe93zAXjhrdbtXV-_3bq4M39iIX50RkNaT672l3Us5O2Eenskz8qCoJm9DW73XfPnB8KBJNTXN8SayPlA7S5JEmZsBoYqZ7QF99vfVrIFlyofVk2DbE4HdJ9YSl0vQiJY20kALpTustGRyfX9ZV7YP-', 'width': 1600}]",ChIJk2KexXTczS0RVeG4Sd6r7o4,3.3,ChIJk2KexXTczS0RVeG4Sd6r7o4,"['tourist_attraction', 'cafe', 'food', 'point_of_interest', 'establishment']",48,{'open_now': False},"{'compound_code': 'J4PJ+9W Medana, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJ4PJ+9W'}",1.0,https://www.google.com/maps/place/?q=place_id:ChIJk2KexXTczS0RVeG4Sd6r7o4
CLOSED_TEMPORARILY,"J49M+85Q, Medana, Tanjung, North Lombok Regency, West Nusa Tenggara 83325, Indonesia","{'location': {'lat': -8.3816735, 'lng': 116.1329888}, 'viewport': {'northeast': {'lat': -8.380337470107278, 'lng': 116.1339013298927}, 'southwest': {'lat': -8.383037129892722, 'lng': 116.1312016701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Bawak Ketapang,True,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105309727386254850234"">A Google User</a>'], 'photo_reference': 'AUGGfZlhXxnV3EdgqNWAbszR0bdMQSfxXaQyut4jX6XWLCkgRVtqXR_qKhsv6cOZpE4qvpDilpPrlBU3B7tIqjvfmKmF4nIhEVSCmyoQK1V8RNL0ZxG9N1J2JbGpD-zMKbQ-4XeEDfjdSurMgVg56HoR1ODn3gbfVZ3sfWRgnatc2BnzYY2l', 'width': 1080}]",ChIJk-s2cBndzS0RgdmCR7mKP4k,0.0,ChIJk-s2cBndzS0RgdmCR7mKP4k,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJk-s2cBndzS0RgdmCR7mKP4k
OPERATIONAL,"J5W7+2R, Jenggala, Tanjung, North Lombok Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.3549971, 'lng': 116.1645372}, 'viewport': {'northeast': {'lat': -8.35317772010728, 'lng': 116.16680355}, 'southwest': {'lat': -8.355877379892723, 'lng': 116.16378175}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Labah bali,,,ChIJT0OF1hvbzS0RLm2BVAG-9WQ,0.0,ChIJT0OF1hvbzS0RLm2BVAG-9WQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJT0OF1hvbzS0RLm2BVAG-9WQ
CLOSED_TEMPORARILY,"M54C+95F Tanak, Song Lauk, Jenggala, Tanjung, North Lombok Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.3440622, 'lng': 116.1704304}, 'viewport': {'northeast': {'lat': -8.342701320107276, 'lng': 116.1718124798927}, 'southwest': {'lat': -8.34540097989272, 'lng': 116.1691128201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Dangar Reduh,True,"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111671044165111192130"">A Google User</a>'], 'photo_reference': 'AUGGfZn3CPN1w0yTr9puiVEud-xuV-1V13l13p7SzqL04C-bk10BdrTh1vmrrwcmyIuu8oZHOBQOertXIav-iaidH-8YObPlD4Pe8LzLuo2vi9rowikzaBVtLYEixZpPHQLFXuuRuKBLh42EAxzdX8K2BUiASa6UtspCC24TWBuCzoBeS1d-', 'width': 1080}]",ChIJsclu--bbzS0RMDy6sTM_BxY,4.5,ChIJsclu--bbzS0RMDy6sTM_BxY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJsclu--bbzS0RMDy6sTM_BxY
OPERATIONAL,"J4J8+M2F, Unnamed Road, Sigar Penjalin, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.368245, 'lng': 116.1150649}, 'viewport': {'northeast': {'lat': -8.367290170107278, 'lng': 116.1159914298927}, 'southwest': {'lat': -8.369989829892722, 'lng': 116.1132917701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Indowatersport,,"[{'height': 935, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104434888055531440493"">A Google User</a>'], 'photo_reference': 'AUGGfZkxzwEQhmJ7cPCOJa5HJmo6gAqf_u9gXVgkTrvezgx9LiTFTKzGUGleFWBu730VhbPBNBvdTTnkf7tsWZ3HuL9p9hk9OmLXq_NooqpKb2QLlSXwyZecHXyE7pld-uJiJmjVg_Qt_tAKOiitk_8kZj1m2-qEJ6A1CM1LvIuUHvGaDd1z', 'width': 659}]",ChIJt02lFk_dzS0RsqJ3oRuxsJU,0.0,ChIJt02lFk_dzS0RsqJ3oRuxsJU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJt02lFk_dzS0RsqJ3oRuxsJU
OPERATIONAL,"J4H9+XWP, Sigar Penjalin, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","{'location': {'lat': -8.369999, 'lng': 116.119252}, 'viewport': {'northeast': {'lat': -8.36859442010728, 'lng': 116.1205797798927}, 'southwest': {'lat': -8.371294079892724, 'lng': 116.1178801201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Serenity Tour,,,ChIJgeIaYQDdzS0Rc2WVfgXVImY,0.0,ChIJgeIaYQDdzS0Rc2WVfgXVImY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJgeIaYQDdzS0Rc2WVfgXVImY
OPERATIONAL,"H5VP+6V7 Desa Sama Guna, Grenggeng, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.4069509, 'lng': 116.1871788}, 'viewport': {'northeast': {'lat': -8.405649620107278, 'lng': 116.1884897798927}, 'southwest': {'lat': -8.408349279892722, 'lng': 116.1857901201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Puncak Kota Sepang,,"[{'height': 4312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107804782989712145198"">A Google User</a>'], 'photo_reference': 'AUGGfZn057e4x2CZa9KZ73oBRI0lo5zUyRXcXQt72YD_n-0Uw-rJHN-a0aoWXc3Q6B1H28YhmakZr50r4MH5CWtWkE_qvrATOKkDMQp9onFJE2AdM928dfbnMyC5j66vWcLNPS_agfUNSL5SSX8i-M2Pbs2VCg324nmFndwk8WWaPXgaCp2z', 'width': 5760}]",ChIJaWvQQaXbzS0R2zl8_3zGkNk,4.5,ChIJaWvQQaXbzS0R2zl8_3zGkNk,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,,,https://www.google.com/maps/place/?q=place_id:ChIJaWvQQaXbzS0R2zl8_3zGkNk
OPERATIONAL,"J55Q+8MJ, Jl. Pekatan, Jenggala, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83353, Indonesia","{'location': {'lat': -8.391655199999999, 'lng': 116.1891428}, 'viewport': {'northeast': {'lat': -8.390275870107278, 'lng': 116.1905198298927}, 'southwest': {'lat': -8.392975529892722, 'lng': 116.1878201701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pekatan Desa Sama Guna,,,ChIJdQwLACPbzS0R_1MS_Fbq-kI,0.0,ChIJdQwLACPbzS0R_1MS_Fbq-kI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJdQwLACPbzS0R_1MS_Fbq-kI
OPERATIONAL,"M537+RQC, Jenggala, Tanjung, North Lombok Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.3454485, 'lng': 116.1644045}, 'viewport': {'northeast': {'lat': -8.344066470107276, 'lng': 116.1657547798928}, 'southwest': {'lat': -8.34676612989272, 'lng': 116.1630551201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tanak Song,,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115466736259401201505"">A Google User</a>'], 'photo_reference': 'AUGGfZlRh7-Fos7mWscd5dgWTzHyGHWlye4AJyhT-8kFM2ab15lArvszdzi9arc7bmqO6g0ysznau2n0vAoaDXmklZ_iBfTEz6xuhsN42IVxOUFnw0K_T0CqP4YC-Y6vOi0tI7wNKFuAnzR714dqFFZWT-uzI16ln0wQLWh2SD2kty2MQskO', 'width': 4128}]",ChIJWYVZ1frbzS0RLT8jJGISJp4,4.8,ChIJWYVZ1frbzS0RLT8jJGISJp4,"['tourist_attraction', 'point_of_interest', 'establishment']",5,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJWYVZ1frbzS0RLT8jJGISJp4
OPERATIONAL,"Des.samaguna, Dsn.sebaro, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.3757485, 'lng': 116.1719578}, 'viewport': {'northeast': {'lat': -8.374349270107277, 'lng': 116.1733400298927}, 'southwest': {'lat': -8.377048929892721, 'lng': 116.1706403701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok Sunset,,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116177536077330197035"">Murstraji</a>'], 'photo_reference': 'AUGGfZm7SPrznB2COxMir4pgBFfWwwcRH_AMloOItrMDUVxkJmbSM9cVqz7l7Cw56c8ZghQiiD5eBQk20vy_-uurn9dE74_FDPT13cx99KtTkaTpVww2kIrIFR4Mq3oeLpL1sXYlZMw8s48N6DpOwTb6BUM3lLxdsB4rrIBJQpa_jfyIlayy', 'width': 4000}]",ChIJu_KuW6_bzS0RInUqnzbZhrM,3.9,ChIJu_KuW6_bzS0RInUqnzbZhrM,"['tourist_attraction', 'point_of_interest', 'establishment']",18,{'open_now': True},"{'compound_code': 'J5FC+PQ Jenggala, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJ5FC+PQ'}",,https://www.google.com/maps/place/?q=place_id:ChIJu_KuW6_bzS0RInUqnzbZhrM
CLOSED_TEMPORARILY,"J5J5+62Q, batu ampar, Sokong, Kabupaten Lombok Utara, Nusa Tenggara Bar., Indonesia","{'location': {'lat': -8.3694119, 'lng': 116.1576769}, 'viewport': {'northeast': {'lat': -8.368066520107279, 'lng': 116.1590101298928}, 'southwest': {'lat': -8.370766179892723, 'lng': 116.1563104701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,rumah penyejuk jiwa,True,,ChIJZwApFB7bzS0RIMoFRO2lYWY,0.0,ChIJZwApFB7bzS0RIMoFRO2lYWY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJZwApFB7bzS0RIMoFRO2lYWY
