business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,url
OPERATIONAL,"FV7M+9PP, Hutan, Muara Tiga, Pidie Regency, Aceh 24152, Indonesia","{'location': {'lat': 5.463466599999999, 'lng': 95.88433309999999}, 'viewport': {'northeast': {'lat': 5.464818629892721, 'lng': 95.88564447989272}, 'southwest': {'lat': 5.462118970107277, 'lng': 95.88294482010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Batee,ChIJrSJ3b9TxQDARDdae3MxprAE,4.4,ChIJrSJ3b9TxQDARDdae3MxprAE,"['tourist_attraction', 'point_of_interest', 'establishment']",163.0,"[{'height': 3488, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111263186582036761421"">Panangian Siregar</a>'], 'photo_reference': 'AUGGfZklTFD21MQ3-Z7HQLZt-Hm_m4Azsgi15QCCaefmetRWRBTPKDXcB6N2PPtAwu1RC_sUgJbG2nTb0ZPyYEu7ETY732mqc73_QgbhZ4xCzCd50iLdQgCcY1yiBrlqu1AEstW5MfJE0jc1Ubyo195AydM5a4v85NNfwIk6597w7rKh28Jd', 'width': 6992}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJrSJ3b9TxQDARDdae3MxprAE
OPERATIONAL,"9W9R+V9W Gatot km2, jalan Sigli, Paloh, Kec. Pidie, Kabupaten Pidie, Aceh 24164, Indonesia","{'location': {'lat': 5.3736108, 'lng': 95.9416315}, 'viewport': {'northeast': {'lat': 5.375234079892723, 'lng': 95.94267617989274}, 'southwest': {'lat': 5.372534420107279, 'lng': 95.9399765201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Paloh kecamatan pidie kab pidie,ChIJR4TrgAjtQDARG42jYWm0gR0,5.0,ChIJR4TrgAjtQDARG42jYWm0gR0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJR4TrgAjtQDARG42jYWm0gR0
OPERATIONAL,"9W8Q+CWJ, Kampong Pukat, Pidie, Pidie Regency, Aceh 24164, Indonesia","{'location': {'lat': 5.367416899999999, 'lng': 95.93934949999999}, 'viewport': {'northeast': {'lat': 5.368599879892723, 'lng': 95.94058787989272}, 'southwest': {'lat': 5.365900220107279, 'lng': 95.93788822010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lampoh Drien (Pak Muhammad),ChIJnQXBjL_tQDAR2t4EX7H0sHg,5.0,ChIJnQXBjL_tQDAR2t4EX7H0sHg,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116278782707316691017"">iswadi zulkifli</a>'], 'photo_reference': 'AUGGfZn8hP5CTaHyJ51szb47a1tLyXzgSqmT61TcPo2BQjDZYRt4rqBF1V6gEVeShBAF8pY-_4F0U6Cij3felAACVxdZsKxa0Ns1YbkPyVcjzUrSeZupp3Q3oHX2PMvqK6azV2tiHZf56aBMm7y13yDvUJBWuo87vMKrKaEjSTMc4KuvZ8IK', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJnQXBjL_tQDAR2t4EX7H0sHg
OPERATIONAL,"XX95+V29, Jl. Tangse - Geumpang, Hutan, Kec. Tangse, Kabupaten Pidie, Aceh 24165, Indonesia","{'location': {'lat': 4.96967, 'lng': 95.95761519999999}, 'viewport': {'northeast': {'lat': 4.971075279892722, 'lng': 95.95905257989273}, 'southwest': {'lat': 4.968375620107278, 'lng': 95.95635292010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata alami lhoek tungkat,ChIJhR1DpkpjPzARUHF4cjxdchg,4.0,ChIJhR1DpkpjPzARUHF4cjxdchg,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117382464228557214394"">Fuad Abdullah</a>'], 'photo_reference': 'AUGGfZnezywP2wK2rulHV0ykaqgR1t1XYIc4HuKnqzOt1J9Q6SHniJCXjwSI-L6iZa9O92ckopQoEtTOlgFLDgGOsIc2fo3Qr6rSRNLHsqvMzWxkM8_ToGs76zpMdFgz-JTazTGCb0tdr3DmzYDWKU_JXlTdw9rV16iyt1Jz3W-CVLDppdJN', 'width': 1920}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJhR1DpkpjPzARUHF4cjxdchg
OPERATIONAL,"6VC9+F37, Pako, Keumala, Pidie Regency, Aceh 24187, Indonesia","{'location': {'lat': 5.221165699999999, 'lng': 95.8676873}, 'viewport': {'northeast': {'lat': 5.222116429892721, 'lng': 95.86924282989271}, 'southwest': {'lat': 5.219416770107277, 'lng': 95.86654317010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Keumala,ChIJT9mQwGCPQDAR_EV2Q81N808,4.2,ChIJT9mQwGCPQDAR_EV2Q81N808,"['tourist_attraction', 'point_of_interest', 'establishment']",84.0,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112810451029273577699"">A Google User</a>'], 'photo_reference': 'AUGGfZn6hItcZuZ49l7IshBirzruPlwrZ6N1iH7PzPtz1CjVJh2ECCu5ZyKABw3erpOfQGiaD8KZZ1N2BaM84FH0IpoHUYMpA2ccIncg1K8p7PnOFw7hGVbKAzDkEEHZ9jjypuEV4-qMzeXhRHPwAYc7i2WMbqkj5l15F8pYZtqfO3-a0HCR', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJT9mQwGCPQDAR_EV2Q81N808
OPERATIONAL,"7WV7+GVR Jembatan Gle Gapui, Pulo Tanjong, Kec. Mila, Kabupaten Pidie, Aceh 24167, Indonesia","{'location': {'lat': 5.293864300000001, 'lng': 95.91465579999999}, 'viewport': {'northeast': {'lat': 5.294905129892722, 'lng': 95.91608212989271}, 'southwest': {'lat': 5.292205470107278, 'lng': 95.91338247010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Mila,ChIJydgzO5qTQDARIlF5ye9yPA8,4.0,ChIJydgzO5qTQDARIlF5ye9yPA8,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 405, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111231492600471904455"">Sudut pandang</a>'], 'photo_reference': 'AUGGfZnK8U0slTUA-Lerj6phd_cRu42f4QQYDTMZHu1oicd26xvEG-U_7O4LlVNRnFie3NugHoEKNDx68Vk_tAQ9s4TXi5cYhgOSbVFpE77mhLBB64iEvcy33FJ2TuXAnpv_2aU340xw4QApoBUJwwfGYQDqLVPWdAiw8xifFrWR_7neaSQM', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJydgzO5qTQDARIlF5ye9yPA8
OPERATIONAL,"82HR+R3F, Pasi Ie Leubeue, Kembang Tanjong, Pidie Regency, Aceh, Indonesia","{'location': {'lat': 5.3295594, 'lng': 96.0401795}, 'viewport': {'northeast': {'lat': 5.330929329892723, 'lng': 96.04154182989274}, 'southwest': {'lat': 5.328229670107278, 'lng': 96.03884217010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata pasi ie leubeu,ChIJNagi3VqVQDARZAVvE78684k,4.0,ChIJNagi3VqVQDARZAVvE78684k,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 2084, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100298185479262779667"">A Google User</a>'], 'photo_reference': 'AUGGfZl3r4M6W60ZSUAe_6Bwej7sDbUMiNceO_cxR2VNolDZd5uzTWCbJtWo-FkPbI0ZuBeKYlFoIqk2HHWUN3rvUWiUpBOpc8xTY-EF6mVaudhauUKpxvUcIW4LdEHyhp2eUPcYhSbYdLuDnpAYYoH33-QZshJsAcRiAdWNVxkrQJgVpVkN', 'width': 4624}]",,https://www.google.com/maps/place/?q=place_id:ChIJNagi3VqVQDARZAVvE78684k
OPERATIONAL,"9X5X+WP7, Mantak Raya, Simpang Tiga, Pidie Regency, Aceh 24181, Indonesia","{'location': {'lat': 5.3597817, 'lng': 95.99929929999999}, 'viewport': {'northeast': {'lat': 5.361049579892721, 'lng': 96.00059027989272}, 'southwest': {'lat': 5.358349920107277, 'lng': 95.99789062010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Mantak Tari,ChIJTTTeBrSUQDAR0twQVbP3Y5U,4.1,ChIJTTTeBrSUQDAR0twQVbP3Y5U,"['tourist_attraction', 'point_of_interest', 'establishment']",255.0,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100490067791789862434"">Farid Unix</a>'], 'photo_reference': 'AUGGfZn5Es8NzZTNjinoEeBjDsIocnJ41d8HW5Z4duDtf0PfltyJwqLI83gPh45SdteiFFy-qQzTVzALl0WmG1f9xujIFCwY9w3C9Ktxs1zYKICoa95fg-C7stNhlsAuLWo5-PF8eZABiHNYkAXDfNy_T9JTtfFNr9vIAUa_3sXdAkGyeR2I', 'width': 5312}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJTTTeBrSUQDAR0twQVbP3Y5U
OPERATIONAL,"R452+H4, Hutan, Mane, Pidie Regency, Aceh, Indonesia","{'location': {'lat': 4.8089526, 'lng': 96.1003317}, 'viewport': {'northeast': {'lat': 4.810046779892722, 'lng': 96.10253205}, 'southwest': {'lat': 4.807347120107278, 'lng': 96.09959825}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agro Wisata Kilo 6,ChIJ67-4jO1DPzARhiHZOR21NHo,4.0,ChIJ67-4jO1DPzARhiHZOR21NHo,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113971793135541767425"">Asnawi Awi</a>'], 'photo_reference': 'AUGGfZkyJaEqGOILB034JZk5kq327LV-y6fCj8igqAdUOwoPB_D06ER6V5tfN3pL1m6uFrmJh7M2qqbPvpHCSLb6sbFRUFLr3tjadb3wgN0LrBdJhhlu5fLzjj6hDBGe59NvOHtKG_lRmjW0R9cgV1rs4FhGMgsIJ_DmA_vkUjawRbeMkD1v', 'width': 9248}]",,https://www.google.com/maps/place/?q=place_id:ChIJ67-4jO1DPzARhiHZOR21NHo
OPERATIONAL,"XX57+GP9, Jl. Tangse - Geumpang, Hutan, Kec. Tangse, Kabupaten Pidie, Aceh 24165, Indonesia","{'location': {'lat': 4.9587809, 'lng': 95.9643591}, 'viewport': {'northeast': {'lat': 4.960164479892722, 'lng': 95.96573247989274}, 'southwest': {'lat': 4.957464820107278, 'lng': 95.96303282010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Meuriam,ChIJe5Ga4phjPzARh1qVVn8fHUU,4.5,ChIJe5Ga4phjPzARh1qVVn8fHUU,"['tourist_attraction', 'point_of_interest', 'establishment']",20.0,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113563230200139569100"">Fauzi ST</a>'], 'photo_reference': 'AUGGfZmaaJV9oKg0pQ_hsFIIYaNQtwotiGrvMMAH6A830tqxFN7RS6bCinS6OmAq-0MEXRvLkXQ0bnQ6T1OZWGAVEDXgsiAgQs37TpwDuomBmlZeiXS7o5r-YgGBcX0dBPPMGGSc5Id4AQm32eZSQt9Ob88eGxirD-W7cqWJ9HBG0G_DTbl4', 'width': 1024}]",,https://www.google.com/maps/place/?q=place_id:ChIJe5Ga4phjPzARh1qVVn8fHUU
OPERATIONAL,"62VH+32V, Panjoe, Glumpang Tiga, Pidie Regency, Aceh, Indonesia","{'location': {'lat': 5.242726999999999, 'lng': 96.0275581}, 'viewport': {'northeast': {'lat': 5.244338179892722, 'lng': 96.03080260000002}, 'southwest': {'lat': 5.241638520107278, 'lng': 96.02647659999998}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nainunis,ChIJbVzpXwCXQDAR0UocaG4SmjY,0.0,ChIJbVzpXwCXQDAR0UocaG4SmjY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJbVzpXwCXQDAR0UocaG4SmjY
OPERATIONAL,"72QV+9P6, Meunasah Ukee, Glumpang Baro, Pidie Regency, Aceh, Indonesia","{'location': {'lat': 5.2884125, 'lng': 96.04426550000001}, 'viewport': {'northeast': {'lat': 5.289727479892722, 'lng': 96.04558817989272}, 'southwest': {'lat': 5.287027820107278, 'lng': 96.04288852010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bale tuha Meunasah uke,ChIJOcEQHwCVQDARVXEI5jkzskY,0.0,ChIJOcEQHwCVQDARVXEI5jkzskY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJOcEQHwCVQDARVXEI5jkzskY
OPERATIONAL,"8364+HW, Pasi Lhok, Kembang Tanjong, Pidie Regency, Aceh, Indonesia","{'location': {'lat': 5.3108548, 'lng': 96.0574043}, 'viewport': {'northeast': {'lat': 5.312168479892722, 'lng': 96.05866247989273}, 'southwest': {'lat': 5.309468820107278, 'lng': 96.05596282010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Abeuk Tamue,ChIJvxPzJQCVQDARBqKIDNLcbWg,0.0,ChIJvxPzJQCVQDARBqKIDNLcbWg,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJvxPzJQCVQDARBqKIDNLcbWg
OPERATIONAL,"82F2+CMW, Jl. Sigli - Kembang Tanjong, Linggong Sagoe, Kec. Simpang Tiga, Kabupaten Pidie, Aceh 24181, Indonesia","{'location': {'lat': 5.3231252, 'lng': 96.00084790000001}, 'viewport': {'northeast': {'lat': 5.324472929892722, 'lng': 96.00230197989272}, 'southwest': {'lat': 5.321773270107278, 'lng': 95.99960232010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bale po U,ChIJzf8VaBKVQDARx0gGzRZ8Ud8,0.0,ChIJzf8VaBKVQDARx0gGzRZ8Ud8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJzf8VaBKVQDARx0gGzRZ8Ud8
