business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,url
,"Bunguran Utara, Natuna Regency, Riau Islands, Indonesia","{'location': {'lat': 3.988656699999999, 'lng': 108.0019122}, 'viewport': {'northeast': {'lat': 4.2665521, 'lng': 108.2273959}, 'southwest': {'lat': 3.919554999999999, 'lng': 107.8396351}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bunguran Utara,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105685512013249378192"">narimo nusantoro</a>'], 'photo_reference': 'AUGGfZnaHpmOpLm1M91rUbdybKlKDaKoPPNwk4ETx28DObAaO151ROgktVy2RYaMxmyXYcv2eUIQdTd6_-I1fUB5pwmSu6zvy4nGitrQ2CRwS1Auc-w3QtezZUZ16sw3TpMbGeXfBbeLBlvZRr90RRJcxMTytFUjs6VvbJbGX5cMaIqYrr-5', 'width': 4032}]",ChIJWaBwC0WH6zERAG03yI58MRI,,ChIJWaBwC0WH6zERAG03yI58MRI,"['administrative_area_level_3', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJWaBwC0WH6zERAG03yI58MRI
OPERATIONAL,"Q9J8+79X, Cemaga, Kec. Bunguran Sel., Kabupaten Natuna, Kepulauan Riau 29783, Indonesia","{'location': {'lat': 3.7807375, 'lng': 108.3659897}, 'viewport': {'northeast': {'lat': 3.78319795, 'lng': 108.3667997}, 'southwest': {'lat': 3.77991735, 'lng': 108.3635597}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PULAU AKAR,,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107199855895683623861"">Fahmi Adimara</a>'], 'photo_reference': 'AUGGfZlDgxQNExYVOv_iL5iL6H84NiNrBK7s2tEiQ3iVyLjjjHDUJKbSzH8mCdCKUrUFaRQTbsgDSWqDmFBMizZd0sjnbwlZjOZ0Szc2m0OIGSFOhXd0O_s3hySkumq7xOr0Y3M-xhittNJTS8FCJm6EV04bx_UNrkdxe36U88BwRXiXPxiq', 'width': 2048}]",ChIJ2Sns3z8R7DERoH30pb6j_xg,4.2,ChIJ2Sns3z8R7DERoH30pb6j_xg,"['tourist_attraction', 'point_of_interest', 'establishment']",44.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ2Sns3z8R7DERoH30pb6j_xg
OPERATIONAL,"R9FX+53P, Ranai Kota, Kec. Bunguran Tim., Kabupaten Natuna, Kepulauan Riau, Indonesia","{'location': {'lat': 3.8229521, 'lng': 108.3977108}, 'viewport': {'northeast': {'lat': 3.824804079892721, 'lng': 108.39972345}, 'southwest': {'lat': 3.822104420107277, 'lng': 108.39167285}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Kaon,,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114146932914954589417"">A Google User</a>'], 'photo_reference': 'AUGGfZmYu67Fr-oE8S2RFIzqyIHNwn-1_sUEPXQQfzBHoP1gk16Be6C2Ft_ZjZf_jRnzw7flisO8I71YcETWeMRPXDECZn6JuTv-PXrjQErFgKybW4iUhQluyIy5OT5F838CUiD7-QjQ7O6M5IRzH0JHbhNIjRenX-P6bKV05wM2I8khQpr3', 'width': 2560}]",ChIJFZnEYeoV7DERoavojLF_8V0,5.0,ChIJFZnEYeoV7DERoavojLF_8V0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJFZnEYeoV7DERoavojLF_8V0
OPERATIONAL,"R6PX+PPX, Binjai, West Bunguran, Natuna Regency, Riau Islands 29783, Indonesia","{'location': {'lat': 3.836863, 'lng': 108.2493656}, 'viewport': {'northeast': {'lat': 3.838212829892721, 'lng': 108.2507154298927}, 'southwest': {'lat': 3.835513170107277, 'lng': 108.2480157701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Binjai Bunguran barat Natuna,,,ChIJ29D6o5ET7DERnIgabjyMzt8,5.0,ChIJ29D6o5ET7DERnIgabjyMzt8,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ29D6o5ET7DERnIgabjyMzt8
OPERATIONAL,"X97X+XW9, Unnamed Road, Ranai Kota, Kec. Bunguran Tim., Kabupaten Natuna, Kepulauan Riau, Indonesia","{'location': {'lat': 3.9648788, 'lng': 108.3998443}, 'viewport': {'northeast': {'lat': 3.966383429892721, 'lng': 108.4011042298927}, 'southwest': {'lat': 3.963683770107277, 'lng': 108.3984045701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,GEOSITE TANJUNG SENUBING,,"[{'height': 3625, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108631619686411165980"">katro</a>'], 'photo_reference': 'AUGGfZmA2UjNoqbzieVBRR_hRAQvoM4gFwcU7xaN2-aS6q-jdTjqxhKTezYhDD5HA7eWNtQXUkWInWFd_iQJhobwHDM9pJIVPAnflnAK32OxidYZOI5neMNIdgYKcTqJIbcuKwXFMSXB33EXEzE4glDGDKLHBejESW1r-foZ0Jo48IGND2T0', 'width': 2250}]",ChIJ1-h4YAFp7DEReI_rlkOPuJ8,4.5,ChIJ1-h4YAFp7DEReI_rlkOPuJ8,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ1-h4YAFp7DEReI_rlkOPuJ8
CLOSED_TEMPORARILY,"2C48+673, Pulau Senoa, Kep, Sepempang, Kec. Bunguran Tim., Kabupaten Natuna, Kepulauan Riau, Indonesia","{'location': {'lat': 4.0055149, 'lng': 108.4156642}, 'viewport': {'northeast': {'lat': 4.006864729892722, 'lng': 108.4170140298927}, 'southwest': {'lat': 4.004165070107278, 'lng': 108.4143143701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Geosite Pulau Senua,True,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116235065318809871228"">Ilhan Hafriz</a>'], 'photo_reference': 'AUGGfZnaCGNjgLrIHYurDcyFG4ik8wJeu19964MnUdKD93ZXhM-cPVVLpSDYLFYoCK-AVJyebz1N2CGWBBChz3-1d4WQ0otRs3mFJBIH6yekAB1n1MPZ6oGh5d36L8wDv7p18TA3DNIQFlvVHI2ioJTI720vvMWKomRnfCNwrzD3LwIcNa9o', 'width': 2048}]",ChIJj7myz6xp7DER8vVOiYEavn0,5.0,ChIJj7myz6xp7DER8vVOiYEavn0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJj7myz6xp7DER8vVOiYEavn0
OPERATIONAL,"X9PF+MXR, Sepempang, East Bunguran, Natuna Regency, Riau Islands 29783, Indonesia","{'location': {'lat': 3.9867407, 'lng': 108.374903}, 'viewport': {'northeast': {'lat': 3.987719529892722, 'lng': 108.3759914798927}, 'southwest': {'lat': 3.985019870107278, 'lng': 108.3732918201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alif Stone Park,,"[{'height': 3920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112037957425710523863"">Yulianus Ladung</a>'], 'photo_reference': 'AUGGfZl8ZErc8x9mttoms2nzwr126qzAyjlCnTEjtGGAQGC53dXHVMg_nQ1TZRT2pybKAd95tX0PZ8ybHfaew0x_ibb0lKHCobLQZpArxnCkyqLjZr7m6SkHJ67ALm09KFp9J2KxpjrFZR4Glf4wpYpUHMibTgMmlXU1bFWxRTqDuFsmwhhc', 'width': 7456}]",ChIJcc7Xgvlo7DER3C4fHKG4bQo,4.6,ChIJcc7Xgvlo7DER3C4fHKG4bQo,"['tourist_attraction', 'point_of_interest', 'establishment']",798.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJcc7Xgvlo7DER3C4fHKG4bQo
OPERATIONAL,"Jl. Raya Sepempang, Sepempang, Kabupaten Natuna, Kepulauan Riau, Indonesia","{'location': {'lat': 3.9862323, 'lng': 108.378008}, 'viewport': {'northeast': {'lat': 3.98721065, 'lng': 108.3788307298927}, 'southwest': {'lat': 3.98329725, 'lng': 108.3761310701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tapak Natuna,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105685512013249378192"">narimo nusantoro</a>'], 'photo_reference': 'AUGGfZkup0f6vQ7SxXmTMkiajWji7vhId7l2aMUJV7mxyV5Xgnol257TkDpZj9yKwcxf2dzOmCG1UaKmsN8SIwo6R4DjhhXbKwOeTtof5zXeVi7HLa-snke2BjjWHxqlfaE5Cn_qjUj8ZepYsE58Uv_k7RFxXXDp1GpXVsE5tzFV-U_ZqsS6', 'width': 4032}]",ChIJl8SjuBdp7DERJsk-4zZvZd0,4.9,ChIJl8SjuBdp7DERJsk-4zZvZd0,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",16.0,{'open_now': True},"{'compound_code': 'X9PH+F6 Sepempang, Natuna Regency, Riau Islands, Indonesia', 'global_code': '6PMCX9PH+F6'}",https://www.google.com/maps/place/?q=place_id:ChIJl8SjuBdp7DERJsk-4zZvZd0
OPERATIONAL,"R69J+FMH, Binjai, West Bunguran, Natuna Regency, Riau Islands 29783, Indonesia","{'location': {'lat': 3.8186879, 'lng': 108.2317254}, 'viewport': {'northeast': {'lat': 3.820207729892722, 'lng': 108.2329406798927}, 'southwest': {'lat': 3.817508070107278, 'lng': 108.2302410201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Keramat Binjai,,,ChIJI0zPUMIN7DEREuqDXUGR_4k,0.0,ChIJI0zPUMIN7DEREuqDXUGR_4k,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJI0zPUMIN7DEREuqDXUGR_4k
OPERATIONAL,"XC82+MMG, Batu Sindu, Ranai, Ranai Kota, Natuna, Kabupaten Natuna, Kepulauan Riau 29783, Indonesia","{'location': {'lat': 3.9666829, 'lng': 108.4017026}, 'viewport': {'northeast': {'lat': 3.967448849999998, 'lng': 108.4027282}, 'southwest': {'lat': 3.964385049999998, 'lng': 108.3986258}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Sindu,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102507093711952126806"">leno pas</a>'], 'photo_reference': 'AUGGfZmpPGjwuvBpUXoa6X7VlFZyI5pB-tSRwwNycthZBkB-O_G37lnILmmGNbeaDzWxmX5YthgH18bSiPUYhnddTEJpCOlJPyLvwN14ePk_dqJBAMl7NmoTVCwZsIjk-KHIHFgclYoG5yrx0qk93fYsXZ3xu4jQ5gtlbHCOrK_2x0F5LyC8', 'width': 4160}]",ChIJ6659fZVp7DERyJR1rlnThQc,4.6,ChIJ6659fZVp7DERyJR1rlnThQc,"['tourist_attraction', 'point_of_interest', 'establishment']",93.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ6659fZVp7DERyJR1rlnThQc
CLOSED_PERMANENTLY,"4432+2F, North Kelarik, Bunguran Utara, Natuna Regency, Riau Islands, Indonesia","{'location': {'lat': 4.10256, 'lng': 108.101158}, 'viewport': {'northeast': {'lat': 4.103964279892721, 'lng': 108.1024871798927}, 'southwest': {'lat': 4.101264620107277, 'lng': 108.0997875201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah Dimas SKD,True,,ChIJpVl9PQJ57DERszOR_wg52nw,0.0,ChIJpVl9PQJ57DERszOR_wg52nw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJpVl9PQJ57DERszOR_wg52nw
