business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,url
OPERATIONAL,"FX5V+P3, Maleo, Paguat, Pohuwato Regency, Gorontalo 96265, Indonesia","{'location': {'lat': 0.4596358, 'lng': 121.9917741}, 'viewport': {'northeast': {'lat': 0.4609856298927222, 'lng': 121.9931239298927}, 'southwest': {'lat': 0.4582859701072777, 'lng': 121.9904242701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cagar Alam Panua,,ChIJYbejKi81eDIR38DKXSGZdlI,5.0,ChIJYbejKi81eDIR38DKXSGZdlI,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106287730269366015737"">A Google User</a>'], 'photo_reference': 'AUGGfZl7nV75va5jukXEdAoIxB05wobxVvpOZ5iZYeieFx8V4ypOAFdmy0Ea4vNV7ctOliJfBjRB5Udnax8Q6Lc7awvxU0fzsyCoYM98HHmRPrsSomQ1XkHzVUdHsQ2KVRhDQcP0Rj1QDrWO6bg1ZuVGdtItkRJX-C08EZLxbIjiC8N_AYgE', 'width': 4128}]",,,https://www.google.com/maps/place/?q=place_id:ChIJYbejKi81eDIR38DKXSGZdlI
OPERATIONAL,"CRQX+2FQ, Imbodu, Randangan, Pohuwato Regency, Gorontalo, Indonesia","{'location': {'lat': 0.4375918, 'lng': 121.8487302}, 'viewport': {'northeast': {'lat': 0.4389416298927222, 'lng': 121.8500800298928}, 'southwest': {'lat': 0.4362419701072778, 'lng': 121.8473803701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Balitonu,,ChIJL4OTNH0xeDIRL_UGEJVJb74,0.0,ChIJL4OTNH0xeDIRL_UGEJVJb74,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJL4OTNH0xeDIRL_UGEJVJb74
OPERATIONAL,"CXV9+32H, Pohuwato Timur, Marisa, Pohuwato Regency, Gorontalo, Indonesia","{'location': {'lat': 0.4426982, 'lng': 121.9676138}, 'viewport': {'northeast': {'lat': 0.4440480298927222, 'lng': 121.9689636298927}, 'southwest': {'lat': 0.4413483701072778, 'lng': 121.9662639701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pomoliya Dive Spot,,ChIJDwYapvM3eDIRrQNfg-bCUXc,5.0,ChIJDwYapvM3eDIRrQNfg-bCUXc,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109479941275913456554"">Uya Marisa</a>'], 'photo_reference': 'AUGGfZm44aIQY_7farUBpRi_Po_PVyi1XsaEmD1-0a1KsJUAu5JnFt1-Y471gucOWUxkFNMriU0AYWyiQJA9sxYPxZpUnRyjGr6B3YeZj4qBUS_NkGaQHQEqOQEo6uepmJgbKfc5DoXE2Gnu4RwH5dQtiooovRumkYFdHpi0t89_7Lo96tjW', 'width': 994}]",,,https://www.google.com/maps/place/?q=place_id:ChIJDwYapvM3eDIRrQNfg-bCUXc
OPERATIONAL,"FVCQ+H3W, Mootilango, Duhiadaa, Pohuwato Regency, Gorontalo, Indonesia","{'location': {'lat': 0.4714858, 'lng': 121.887701}, 'viewport': {'northeast': {'lat': 0.4727913298927223, 'lng': 121.8891013298927}, 'southwest': {'lat': 0.4700916701072778, 'lng': 121.8864016701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat orang senang,,ChIJJ_j_dwAzeDIRI_eyNointPk,5.0,ChIJJ_j_dwAzeDIRI_eyNointPk,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ_j_dwAzeDIRI_eyNointPk
OPERATIONAL,"HG2W+6RC, Balobalonge, Lemito, Pohuwato Regency, Gorontalo, Indonesia","{'location': {'lat': 0.5505662, 'lng': 121.5470048}, 'viewport': {'northeast': {'lat': 0.5519160298927224, 'lng': 121.5483546298928}, 'southwest': {'lat': 0.5492163701072779, 'lng': 121.5456549701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambak daeng dodi,,ChIJxXtvmeZ_dzIRbujsPheYgN4,5.0,ChIJxXtvmeZ_dzIRbujsPheYgN4,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107278652720004081226"">A Google User</a>'], 'photo_reference': 'AUGGfZlOxNhfnS9R8wmze1sM3anLbiAlF0-O2YZ5UN-8SQ4sVqCDQ3cc2T8sk0csl0xqyS8atiuaXDOAFbTao_Kwj1aEhAeeywctMsvfp5ggJC2VquUshvV-u1bF_lLKYg7GGLPZ4GACFSGBEHmOzeaCyi1q3dFhaE-CGJ7IQ0av-AaSct9u', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJxXtvmeZ_dzIRbujsPheYgN4
OPERATIONAL,"FVFQ+228, Mootilango, Duhiadaa, Pohuwato Regency, Gorontalo 96266, Indonesia","{'location': {'lat': 0.4725324, 'lng': 121.8875679}, 'viewport': {'northeast': {'lat': 0.4738464798927222, 'lng': 121.8891701298927}, 'southwest': {'lat': 0.4711468201072777, 'lng': 121.8864704701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Udang hidup area Pohuwato,,ChIJZxWHEgAzeDIRUfACZjf5FsY,0.0,ChIJZxWHEgAzeDIRUfACZjf5FsY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJZxWHEgAzeDIRUfACZjf5FsY
OPERATIONAL,"CX83+M9M, Pohuwato Timur, Marisa, Pohuwato Regency, Gorontalo, Indonesia","{'location': {'lat': 0.4167243, 'lng': 121.9534288}, 'viewport': {'northeast': {'lat': 0.4180741298927222, 'lng': 121.9547786298927}, 'southwest': {'lat': 0.4153744701072778, 'lng': 121.9520789701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Lahe,,ChIJb-GCeVM2eDIRYdkEUD-Iclg,4.5,ChIJb-GCeVM2eDIRYdkEUD-Iclg,"['tourist_attraction', 'point_of_interest', 'establishment']",100.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106405001885978980980"">A Google User</a>'], 'photo_reference': 'AUGGfZn2WpF5_KbbXxkMX7_yTnZVTeTfWwHELNlAU2mBrs8qOuByFl_9war87hv9G2meaxXR32_oqbU8AO6fCuFoJVW7rX3Vqh5mHERo69-5K7H80U1oOkwu6dG7AwEAZXqp5HOVk7jyOLLWVkDwV71cVkBsHTO6SaMpptA9kIsqvjlWfR13', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJb-GCeVM2eDIRYdkEUD-Iclg
OPERATIONAL,"Jl. Gn. Pani, Taluduyunu, Kec. Buntulia, Kabupaten Pohuwato, Gorontalo 96266, Indonesia","{'location': {'lat': 0.5020093, 'lng': 121.9360098}, 'viewport': {'northeast': {'lat': 0.5032477798927222, 'lng': 121.9375421798927}, 'southwest': {'lat': 0.5005481201072778, 'lng': 121.9348425201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agrowisata Pangimba Bumdesa Taluduyunu,,ChIJg34tg1U1eDIRHLkbQ3EyRfo,4.1,ChIJg34tg1U1eDIRHLkbQ3EyRfo,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103635600692306061289"">A Google User</a>'], 'photo_reference': 'AUGGfZlt60VVzGHU40RdcpJlDCOkGGQz2NDsVA90uPJ4W8xVLKK-oAbAt4NGbOLn6E7u83ln93V_Titt0VjbALdYE4HxNllwWTcD5n64x4gEjAv2GVCC1Bt2nTidEDpvGxIwsvYJwzsr-KrfAYFki_utoB-oNdSc8dilpcQY1XErhGn6yxQ', 'width': 4000}]",{'open_now': False},"{'compound_code': 'GW2P+RC Taluduyunu, Pohuwato Regency, Gorontalo, Indonesia', 'global_code': '6QG3GW2P+RC'}",https://www.google.com/maps/place/?q=place_id:ChIJg34tg1U1eDIRHLkbQ3EyRfo
OPERATIONAL,"Dudepo, Patilanggio, Pohuwato Regency, Gorontalo 96266, Indonesia","{'location': {'lat': 0.5641364999999999, 'lng': 121.8937826}, 'viewport': {'northeast': {'lat': 0.5654863298927221, 'lng': 121.8951324298927}, 'southwest': {'lat': 0.5627866701072777, 'lng': 121.8924327701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Iloheluma,,ChIJsdDgjA7MeTIRa7am1X7Wdn0,4.7,ChIJsdDgjA7MeTIRa7am1X7Wdn0,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102722014825808092123"">Fadliyah Baladraf</a>'], 'photo_reference': 'AUGGfZkGqz0OLQmRPA3bWcU-CdzioBsrVGCs3YsZ1Cto9ad96bdOo4onrsV3n7qpdMpXb3TjNJ80JZtjbLE29WydQmzrNx6IkAGSXE7P1HzDfNpK0_A_STRr7KKP8IBdYqRtgrMch2T9FXKpvIjkUqntv6C5QKaTEuq8XrZ6ubU1HeqonIen', 'width': 3264}]",{'open_now': True},"{'compound_code': 'HV7V+MG Dudepo, Pohuwato Regency, Gorontalo, Indonesia', 'global_code': '6QG3HV7V+MG'}",https://www.google.com/maps/place/?q=place_id:ChIJsdDgjA7MeTIRa7am1X7Wdn0
OPERATIONAL,"FW2X+984, Pohuwato Timur, Marisa, Pohuwato Regency, Gorontalo 96265, Indonesia","{'location': {'lat': 0.4508837000000001, 'lng': 121.9483133}, 'viewport': {'northeast': {'lat': 0.4522282298927222, 'lng': 121.9495310798927}, 'southwest': {'lat': 0.4495285701072777, 'lng': 121.9468314201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mangrove Walking Track,,ChIJ643y1ps1eDIRlcdaUc6ABCc,4.3,ChIJ643y1ps1eDIRlcdaUc6ABCc,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 670, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109479941275913456554"">Uya Marisa</a>'], 'photo_reference': 'AUGGfZkMjzp8VNQHiDoRFmkxq1jVSVXIV6l4ocSPZvuXC7ppqYtAojZJiLa7g6JgGwHdvGUEbeLzrZ3hgQpJkfoAwvFnBzqzcB3VAgTfY8Qr-L3rDkbI6sPFL3xct5huY97JNiiRJaQ_A1HmJ6czNA60TYTXA2UfDZCBAqvVhDa_yg2fj4fZ', 'width': 1080}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ643y1ps1eDIRlcdaUc6ABCc
OPERATIONAL,"GVGJ+6G, Dudepo, Patilanggio, Pohuwato Regency, Gorontalo, Indonesia","{'location': {'lat': 0.5255192, 'lng': 121.8812761}, 'viewport': {'northeast': {'lat': 0.5269594298927223, 'lng': 121.8827761798927}, 'southwest': {'lat': 0.5242597701072778, 'lng': 121.8800765201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Renata Water Park,,ChIJ4ctBcRTNeTIRwL0cRHkM-1g,5.0,ChIJ4ctBcRTNeTIRwL0cRHkM-1g,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 2400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115187345940169206596"">Maya Rumondor</a>'], 'photo_reference': 'AUGGfZkq-M9ckP2s02uwZv100CFn9Mpv9bgVjWOArnKeZf1GzgrlvfIDyos6jDSnMY0HXSSkA1wwNV_dzaCPwTTJw2FXIrurS3dzB_zws21Rd_4yQTBhQXVaL3TYKphpA5YInKA6LgovmCSiIQLx3DgpyC0WsLuGIdM6CFsbUHsmzK6bmwz8', 'width': 1080}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ4ctBcRTNeTIRwL0cRHkM-1g
OPERATIONAL,"FWFJ+3JR, South Buntulia, Duhiadaa, Pohuwato Regency, Gorontalo, Indonesia","{'location': {'lat': 0.4727472, 'lng': 121.9315071}, 'viewport': {'northeast': {'lat': 0.4741022798927224, 'lng': 121.9328250798928}, 'southwest': {'lat': 0.4714026201072778, 'lng': 121.9301254201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Duhiadaa,,ChIJ8yLgXR81eDIRGD90T0iE9Kw,0.0,ChIJ8yLgXR81eDIRGD90T0iE9Kw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8yLgXR81eDIRGD90T0iE9Kw
OPERATIONAL,"GF45+C2, Telaga Biru, Popayato, Pohuwato Regency, Gorontalo, Indonesia","{'location': {'lat': 0.5060859999999999, 'lng': 121.4575564}, 'viewport': {'northeast': {'lat': 0.5071715999999998, 'lng': 121.46031625}, 'southwest': {'lat': 0.5028292000000002, 'lng': 121.45663645}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,danau burungi moputi'o,,ChIJ8zuiTQCDdzIRySpqnNt0C00,5.0,ChIJ8zuiTQCDdzIRySpqnNt0C00,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110652996560885560057"">Fathur Rahman</a>'], 'photo_reference': 'AUGGfZlfCSoJRIJUMrEdqrAg1R_oD0BQIlUqrhOQ9HrMcpSRGuGFuLseLb_f9J0DmQFNvIf_ZlEcy_7E38ybALhyhRVumlkWl5zCXzsovMC6L8rLZlQO4znF1_qpgAfIDLPiLkd2-wYN53c5woVZROatayONl8Xr_PRXIytDZ7sXd-MXykwO', 'width': 3264}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ8zuiTQCDdzIRySpqnNt0C00
