business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,opening_hours,price_level,url
OPERATIONAL,"XWWJ+HCV, Jl. H. Datu Sulolipu, Belawa, Kec. Belawa, Kabupaten Wajo, Sulawesi Selatan 90953, Indonesia","{'location': {'lat': -4.0035092, 'lng': 119.9310601}, 'viewport': {'northeast': {'lat': -4.002185520107279, 'lng': 119.9324675298927}, 'southwest': {'lat': -4.004885179892723, 'lng': 119.9297678701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Warkop Sulawesi,ChIJb-cYG_fElS0R8JTkyvLNnrw,4.5,ChIJb-cYG_fElS0R8JTkyvLNnrw,"['cafe', 'food', 'point_of_interest', 'establishment']",26.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101911015918395298979"">Muhammad Nasrullah</a>'], 'photo_reference': 'AUGGfZnMwFnTK0NGSjsAJoDFy2bzgEzt0459zwG237BuhrV0ucw9-g8PBFeE7vbNgoUobkjgutpoHSQk1_GB7DekZuXE0HI4g_9AtA766BYOyNGE_ltL3c4GuggffxHSLRv9rsycvaVXk1Zll0G7wWJj_Qnb1DzPU7Of2_OH5CaCaBpaH3gf', 'width': 4160}]",,{'open_now': True},1.0,https://www.google.com/maps/place/?q=place_id:ChIJb-cYG_fElS0R8JTkyvLNnrw
OPERATIONAL,"XWWJ+QJF, Belawa, Wajo Regency, South Sulawesi 90953, Indonesia","{'location': {'lat': -4.0030351, 'lng': 119.9315234}, 'viewport': {'northeast': {'lat': -4.001676770107277, 'lng': 119.9328474798927}, 'southwest': {'lat': -4.004376429892721, 'lng': 119.9301478201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Warung AFIF,ChIJYzyQ4vbElS0Riz4axFEDf8g,4.7,ChIJYzyQ4vbElS0Riz4axFEDf8g,"['restaurant', 'food', 'point_of_interest', 'establishment']",6.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102190463486109875591"">A Google User</a>'], 'photo_reference': 'AUGGfZlGKd1rtuG9VsmswXjrQDKcPfghNncXcFPJevF6jY9hoemdLo7WJDqzZhREFDIfQXMMccf0AYeSGpk84FYMWuEwprRrS6PA_jErFP7IBP1PfeqSxgRDxWUGf1yYK1rqS_ljnyamkGId8IbZRAytr1WYoNrxy84Py5yuGjq3VQzk690r', 'width': 4160}]",,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJYzyQ4vbElS0Riz4axFEDf8g
,"Belawa, Limporilau, Belawa, Wajo Regency, South Sulawesi, Indonesia","{'location': {'lat': -4.045459, 'lng': 119.953903}, 'viewport': {'northeast': {'lat': -4.0343287, 'lng': 119.9699104}, 'southwest': {'lat': -4.0565891, 'lng': 119.9378956}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Belawa,ChIJaRQ4dj_DlS0RTAH_llqRg40,,ChIJaRQ4dj_DlS0RTAH_llqRg40,"['locality', 'political']",,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115324323478425327245"">Emma Kasmawati</a>'], 'photo_reference': 'AUGGfZmz7SvmagJ-oUA6vwPMstK_TQsv6qXhhohZOD4BwawBuURSoxek9i79ZJQnSH5fNk4WvsN7KoQ5RDRAGBojFPHw7-a-COqBjrAP_vO-62mLhQf2YjvRi-trsbZ2AhlxcqNidFCoO8TtdXibaSMnO3qorvc12RIZ5OaAkHfHCWplhdGk', 'width': 2304}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJaRQ4dj_DlS0RTAH_llqRg40
OPERATIONAL,"Jl. K.H.M Yunus Martan No.19, Menge, Kec. Belawa, Kabupaten Wajo, Sulawesi Selatan 90953, Indonesia","{'location': {'lat': -4.003206899999999, 'lng': 119.9287068}, 'viewport': {'northeast': {'lat': -4.001829520107278, 'lng': 119.9300608798927}, 'southwest': {'lat': -4.004529179892722, 'lng': 119.9273612201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Nasi Kebuli Belawa,ChIJDQ9EViPFlS0RDmAzNwZe9Mk,4.7,ChIJDQ9EViPFlS0RDmAzNwZe9Mk,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,"[{'height': 3265, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103555565027374198994"">Abd Jamiel</a>'], 'photo_reference': 'AUGGfZmIqyaddy_ehTpLA9RBwLn2Mlzo6xBXccCY6nJDyjvdCDIgiXA7Fug3juZlvR792lPHJl4XJoEw5ZP_wa2YXQHHjrGPoVEntfcjNZvXWyF-Dh9SRTgJMoQNtwIUcjp8Jb2_-BSIynCdgcXk6ve16TcJeldALnSJTqr_FWH4WnQlKSju', 'width': 4898}]","{'compound_code': 'XWWH+PF Lepangeng, Wajo Regency, South Sulawesi, Indonesia', 'global_code': '6P7XXWWH+PF'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJDQ9EViPFlS0RDmAzNwZe9Mk
OPERATIONAL,"XWWJ+J6X, Jl. K.H.M Yunus Martan, Lepangeng, Kec. Belawa, Kabupaten Wajo, Sulawesi Selatan 90953, Indonesia","{'location': {'lat': -4.0033821, 'lng': 119.9306016}, 'viewport': {'northeast': {'lat': -4.002077220107277, 'lng': 119.9319367798927}, 'southwest': {'lat': -4.004776879892721, 'lng': 119.9292371201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Kambolong Family Garden,ChIJz8s04SbFlS0RhBtSxHIU5qc,4.7,ChIJz8s04SbFlS0RhBtSxHIU5qc,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110719777820361397778"">Nurul Jamil</a>'], 'photo_reference': 'AUGGfZm-CGoGxvsNLuV5YBByjyR0BfdPaNP5QxTxcqDOonPjwxnPZqnibE0dz28UvbXopbAwxQVt4fscVRVYMuyRxLKkG-3FSGBZoQt8PMx5P7Hm4XK5AlyTApzmnLOD9ENqt3WOjdJYZ4zvAi0kIrDNwDwqDLEFCKTnUW9boqrPgn9jFm0Y', 'width': 3120}]",,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJz8s04SbFlS0RhBtSxHIU5qc
OPERATIONAL,"2WWR+F72, Jl. Kemakmuran, Ongkoe, Kec. Belawa, Kabupaten Wajo, Sulawesi Selatan 90953, Indonesia","{'location': {'lat': -3.953864, 'lng': 119.9406659}, 'viewport': {'northeast': {'lat': -3.952521020107278, 'lng': 119.9419435298927}, 'southwest': {'lat': -3.955220679892721, 'lng': 119.9392438701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bakso Mas Fajar,ChIJd8rFvVDPlS0Rt6gHtTyIqXg,4.0,ChIJd8rFvVDPlS0Rt6gHtTyIqXg,"['restaurant', 'food', 'point_of_interest', 'establishment']",7.0,,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJd8rFvVDPlS0Rt6gHtTyIqXg
OPERATIONAL,"Belawa, Wajo Regency, South Sulawesi 90953, Indonesia","{'location': {'lat': -4.000312399999999, 'lng': 119.9332089}, 'viewport': {'northeast': {'lat': -3.998938870107278, 'lng': 119.9345242798928}, 'southwest': {'lat': -4.001638529892722, 'lng': 119.9318246201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bakso Mas Rino,ChIJp7vV-_nElS0RqZoGd3joy3Y,5.0,ChIJp7vV-_nElS0RqZoGd3joy3Y,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110509216809419786352"">A Google User</a>'], 'photo_reference': 'AUGGfZk3cnsT0Q7aXCDYWwDJEl_uD0ZAyiFZHqm5PXNwBVMrJOYoeRuIMK9RuxYDlNDlan7NaNhLKbH5AA6dYNoZkouPT83GiNmBXACN3lmnKvQ3KcGMFDSrhmPmR9LACfqq597NZo-w2VDb7tyksfkQBHegop8lwocUhoB7hsB-dP0ZzsDx', 'width': 4096}]","{'compound_code': 'XWXM+V7 Belawa, Wajo Regency, South Sulawesi, Indonesia', 'global_code': '6P7XXWXM+V7'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJp7vV-_nElS0RqZoGd3joy3Y
OPERATIONAL,"XWWJ+JHG, Belawa, Wajo Regency, South Sulawesi 90953, Indonesia","{'location': {'lat': -4.003434299999999, 'lng': 119.9314686}, 'viewport': {'northeast': {'lat': -4.002039920107277, 'lng': 119.9328545798927}, 'southwest': {'lat': -4.004739579892721, 'lng': 119.9301549201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Kedai Kopi UNGU,ChIJYQko5fbElS0RwEw5NGjDGfY,4.2,ChIJYQko5fbElS0RwEw5NGjDGfY,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",10.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101911015918395298979"">Muhammad Nasrullah</a>'], 'photo_reference': 'AUGGfZnObDbZmN4SAbOcqdzZYj9kSjerhIxazDwU0mn5B28IgdUJdtIUcHRPTBPnWO46lrsuAxc5e33edEYd-tC7h2pnEEzw0htP6RHIHSBShhPo5-4G6v5n_o8ZPW_YgL5NTaFmRlvC2TDgpEbknabmmNhsKvPhkRU7m237qgTFbJ0CFink', 'width': 4160}]",,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJYQko5fbElS0RwEw5NGjDGfY
OPERATIONAL,"2W2M+6GJ, Belawa, Wajo Regency, South Sulawesi 90953, Indonesia","{'location': {'lat': -3.999264, 'lng': 119.933935}, 'viewport': {'northeast': {'lat': -3.997963670107278, 'lng': 119.9352550798927}, 'southwest': {'lat': -4.000663329892722, 'lng': 119.9325554201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Welltea belawa,ChIJVTjSXADFlS0RTJryOfJeb-s,5.0,ChIJVTjSXADFlS0RTJryOfJeb-s,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",3.0,"[{'height': 1984, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105425612376781209767"">A Google User</a>'], 'photo_reference': 'AUGGfZkaYifhPOy1CcgJ4cce03ZKQSazT5nE2mV0nCl5Jtw0QuZLfsD6Wra3jjXCp7pL7cBQeeM-h4PRBooZXcRfm_VZvKsPWqTVq7vyHUwj9IAXfhw9aaqB_q1flmB2IDNbFSXwdaRGABcp_1U_7ZDUARsnmFVvW9j3ZGsqJ2mKn9lJ_pEl', 'width': 1116}]",,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJVTjSXADFlS0RTJryOfJeb-s
OPERATIONAL,"XWWM+MFW, Lepangeng, Belawa, Wajo Regency, South Sulawesi 90953, Indonesia","{'location': {'lat': -4.003257700000001, 'lng': 119.933693}, 'viewport': {'northeast': {'lat': -4.001928870107278, 'lng': 119.9349943798927}, 'southwest': {'lat': -4.004628529892722, 'lng': 119.9322947201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Warung bakso mas chalif,ChIJVeVOho7FlS0Rf16RHP7zYGw,1.0,ChIJVeVOho7FlS0Rf16RHP7zYGw,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106172163236746670174"">A Google User</a>'], 'photo_reference': 'AUGGfZmu4o-y6ngJus-TChbX31DgD7LEU7ndsUihGexd3ty_cxTQwSeUkioc2_11C7j-cVWjyFJ5m2MkblbPRDgyCp_Gddg4HMJMCNA6y8EhLsRuG-3756x9-HV3BCzhpyi1Hrj1NhY4Fgk_08kj5gJBNHMoxWobmpmlTLsHL277pvUU3LTK', 'width': 4160}]",,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJVeVOho7FlS0Rf16RHP7zYGw
OPERATIONAL,"Tokadde No.Kelurahan, Malangke, Kec. Belawa, Kabupaten Wajo, Sulawesi Selatan 90953, Indonesia","{'location': {'lat': -3.994062, 'lng': 119.9734393}, 'viewport': {'northeast': {'lat': -3.992707320107278, 'lng': 119.9747229298927}, 'southwest': {'lat': -3.995406979892722, 'lng': 119.9720232701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,TOKO BUNDA UMMUL,ChIJc-T0yQnFlS0Ru5_Z9rwn1H4,5.0,ChIJc-T0yQnFlS0Ru5_Z9rwn1H4,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"{'compound_code': '2X4F+99 Malangke, Wajo Regency, South Sulawesi, Indonesia', 'global_code': '6P8X2X4F+99'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJc-T0yQnFlS0Ru5_Z9rwn1H4
OPERATIONAL,"3W2Q+HV8, Ongkoe, Belawa, Wajo Regency, South Sulawesi 90953, Indonesia","{'location': {'lat': -3.9485996, 'lng': 119.939682}, 'viewport': {'northeast': {'lat': -3.947241170107278, 'lng': 119.9411077298927}, 'southwest': {'lat': -3.949940829892721, 'lng': 119.9384080701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pempek masengereng,ChIJ_V1IHETPlS0RJ7VEus6S0n0,0.0,ChIJ_V1IHETPlS0RJ7VEus6S0n0,"['food', 'point_of_interest', 'establishment']",0.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110689297022788057706"">A Google User</a>'], 'photo_reference': 'AUGGfZlqv6bmoYa_ueOgfdH92ePZQPZDc0_mL4qFWJA-3hISNBFInEP5oZckDinzt25jaK_pEAJRvNzfUrfCv1pHwVMYVYPVM5I0Biefyob-c89MFhpq1_E7CUW9hKOuEOlDSxWt3Cta_MNvjGZ76Gg33mbkx5REGrqM5GvdmaaCTRSeL9Va', 'width': 1920}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ_V1IHETPlS0RJ7VEus6S0n0
