business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,plus_code,url
OPERATIONAL,"RCGX+24, Kuala Dua, Raya River, Kubu Raya Regency, West Kalimantan 78391, Indonesia","{'location': {'lat': -0.1749931, 'lng': 109.4478309}, 'viewport': {'northeast': {'lat': -0.1741397701072778, 'lng': 109.4489546798927}, 'southwest': {'lat': -0.1768394298927222, 'lng': 109.4462550201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Alas,,ChIJjQTDwotPHS4RxbZ-7VPsxnM,4.0,ChIJjQTDwotPHS4RxbZ-7VPsxnM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 569, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115260970004325224358"">Ajie Arief</a>'], 'photo_reference': 'AUGGfZmBeM_c1mHimbLKHQhVL2LYAiPXiea0qGOVoW8fv13t4uQgpXta0scBJHxe5ANUErb7XMG31n-ZPvo8aefjxsjQjXtumS3BgALNwLhdzzLpLc8zvhNbMWHXRuiA39pwxvVvGHsemOsGhKoPRPCJVqMe6FF6c7KfaZ7HBO4p8z057lp6', 'width': 7272}]",,,https://www.google.com/maps/place/?q=place_id:ChIJjQTDwotPHS4RxbZ-7VPsxnM
OPERATIONAL,"H98M+43C, Baru, Kubu, Kubu Raya Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.4346795, 'lng': 109.3826347}, 'viewport': {'northeast': {'lat': -0.4339814201072777, 'lng': 109.3835995}, 'southwest': {'lat': -0.4366810798927223, 'lng': 109.3797403}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Teluk malika,,ChIJP1kLkBYvHS4RcdNck7HJ_EM,0.0,ChIJP1kLkBYvHS4RcdNck7HJ_EM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJP1kLkBYvHS4RcdNck7HJ_EM
OPERATIONAL,"JP66+MJ7, Sungai Radak Dua, Terentang, Kubu Raya Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.3883464, 'lng': 109.7115472}, 'viewport': {'northeast': {'lat': -0.3869965701072778, 'lng': 109.7128970298927}, 'southwest': {'lat': -0.3896962298927222, 'lng': 109.7101973701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,rumahas ren,,ChIJzfbqeQDPAi4RFir-clfSqmc,0.0,ChIJzfbqeQDPAi4RFir-clfSqmc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJzfbqeQDPAi4RFir-clfSqmc
OPERATIONAL,"QCW7+VJ2, Kuala Dua, Raya River, Kubu Raya Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.2028579, 'lng': 109.4140133}, 'viewport': {'northeast': {'lat': -0.2015080701072778, 'lng': 109.4153631298927}, 'southwest': {'lat': -0.2042077298927222, 'lng': 109.4126634701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun alpukat pak Dwi,,ChIJV35yBgBPHS4Rmhm0MOcaCw8,0.0,ChIJV35yBgBPHS4Rmhm0MOcaCw8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJV35yBgBPHS4Rmhm0MOcaCw8
OPERATIONAL,"A, trb5 kiri, Bulan River, Raya River, Kubu Raya Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.3267467, 'lng': 109.4854061}, 'viewport': {'northeast': {'lat': -0.3253846701072777, 'lng': 109.4867970298927}, 'southwest': {'lat': -0.3280843298927222, 'lng': 109.4840973701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dusun Wonodadi sungai bulan A,,ChIJyaOSRQA1HS4R-s0hDmEKQdI,0.0,ChIJyaOSRQA1HS4R-s0hDmEKQdI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,"{'compound_code': 'MFFP+85 Bulan River, Kubu Raya Regency, West Kalimantan, Indonesia', 'global_code': '6PFFMFFP+85'}",https://www.google.com/maps/place/?q=place_id:ChIJyaOSRQA1HS4R-s0hDmEKQdI
OPERATIONAL,"PVH5+49, Limbung Island, Raya River, Kubu Raya Regency, West Kalimantan 78392, Indonesia","{'location': {'lat': -0.2725436, 'lng': 109.8570409}, 'viewport': {'northeast': {'lat': -0.2711937701072778, 'lng': 109.8583907298927}, 'southwest': {'lat': -0.2738934298927223, 'lng': 109.8556910701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Perairan Limbung,,ChIJTXWgHQC_Ai4R2ufn9ivukDI,0.0,ChIJTXWgHQC_Ai4R2ufn9ivukDI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJTXWgHQC_Ai4R2ufn9ivukDI
OPERATIONAL,"877C+XFM, Padang Tikar I, Batu Ampar, Kubu Raya Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.6850299, 'lng': 109.2711803}, 'viewport': {'northeast': {'lat': -0.6834006201072776, 'lng': 109.2727247298927}, 'southwest': {'lat': -0.686100279892722, 'lng': 109.2700250701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Padang tikar,,ChIJXYNfrLLdHC4Rsuvd0sWUzyQ,4.2,ChIJXYNfrLLdHC4Rsuvd0sWUzyQ,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106312991492776633820"">A Google User</a>'], 'photo_reference': 'AUGGfZnSeLfxP1kdW4s6SrW6Q_h4i37GoUHlc0PAIjIBVnzTZp6D3aEuWKU5mXKxr58Pgi2Zgp_HJ2_Wpw2Vvn-FQ6KHd8ZiRV4zh6q-Hxm1ScB4g04-AmmLLjMsO_E_MJ54W0rzhBhQp4D4tf-2ee6O1U-cyTmlU5FsNvbS0724IuEk8L1S', 'width': 3072}]",,,https://www.google.com/maps/place/?q=place_id:ChIJXYNfrLLdHC4Rsuvd0sWUzyQ
OPERATIONAL,"R4XR+9C, Tanjung Saleh, Sungai Kakap, Kubu Raya Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.151606, 'lng': 109.141018}, 'viewport': {'northeast': {'lat': -0.1502561701072778, 'lng': 109.1423678298927}, 'southwest': {'lat': -0.1529558298927222, 'lng': 109.1396681701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Selat kelabau,,ChIJt1FElDppHS4RRk9ummLPitE,0.0,ChIJt1FElDppHS4RRk9ummLPitE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJt1FElDppHS4RRk9ummLPitE
OPERATIONAL,"J7XF+RQG, Unnamed Road, Sei Deras, Telok Pa'kedai, Kabupaten Kubu Raya, Kalimantan Barat 78383, Indonesia","{'location': {'lat': -0.3504285, 'lng': 109.2744511}, 'viewport': {'northeast': {'lat': -0.3488966201072777, 'lng': 109.2752784298927}, 'southwest': {'lat': -0.3515962798927222, 'lng': 109.2725787701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SAUNG LESEHAN,,ChIJOxMoDXo_HS4Rj4COs-P0GFk,4.4,ChIJOxMoDXo_HS4Rj4COs-P0GFk,"['tourist_attraction', 'point_of_interest', 'establishment']",29,"[{'height': 8000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113175148489451153595"">A Google User</a>'], 'photo_reference': 'AUGGfZk6Bpn4av2IUAW1_vGTrP4S9BfCmc4MNAIm3TQJBpfKotc1B9P7Dvr14AzhIEyjB0qDbOOiWuJL97t826nXx3c8nI9i4v4xYk3TpvsTqLWPFhnP5qtcfcfPvzA6ZuT0lv0L1LFMxYNL8ByMqpdRZhfXAQtr8RALQNNPjDnD_7YVa873', 'width': 6000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJOxMoDXo_HS4Rj4COs-P0GFk
OPERATIONAL,"Jl. KH. Abdurahman Wahid, Kuala Dua, Kec. Sungai Raya, Kabupaten Kubu Raya, Kalimantan Barat 78391, Indonesia","{'location': {'lat': -0.181995, 'lng': 109.4414858}, 'viewport': {'northeast': {'lat': -0.1806234701072778, 'lng': 109.4428073798927}, 'southwest': {'lat': -0.1833231298927222, 'lng': 109.4401077201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Albasia,,ChIJ4S6U3KpPHS4Ry_LnulnD8Qo,4.1,ChIJ4S6U3KpPHS4Ry_LnulnD8Qo,"['tourist_attraction', 'point_of_interest', 'establishment']",388,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101741255064151305444"">A Google User</a>'], 'photo_reference': 'AUGGfZlB3Qg86Zqum-X2npq7MjIYU4Hgvzwvb6hW_HnWVgu58p0E_4Hz-9YihhhyX3NPw6gjqCB90ICS_JeBTur60m0wBk2O9eR_8wl1ZtAm-0P-I4dk89KmIY7uhR8uG64JiCr5cat-CgrjGyL4zYZpKmUCL1oqlqByOhUcsrgPLMKhIlPR', 'width': 4000}]",,"{'compound_code': 'RC9R+6H Kuala Dua, Kubu Raya Regency, West Kalimantan, Indonesia', 'global_code': '6PFFRC9R+6H'}",https://www.google.com/maps/place/?q=place_id:ChIJ4S6U3KpPHS4Ry_LnulnD8Qo
CLOSED_TEMPORARILY,"QFGV+8GW, Mekar Sari, Raya River, Kubu Raya Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.2241439, 'lng': 109.4938254}, 'viewport': {'northeast': {'lat': -0.2228402201072777, 'lng': 109.4953328798927}, 'southwest': {'lat': -0.2255398798927222, 'lng': 109.4926332201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LAHAN SUBAKRI,,ChIJcaWLGv1LHS4RnknKJG1aYu0,1.0,ChIJcaWLGv1LHS4RnknKJG1aYu0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,True,,https://www.google.com/maps/place/?q=place_id:ChIJcaWLGv1LHS4RnknKJG1aYu0
CLOSED_TEMPORARILY,"QF5C+HP, Mekar Sari, Raya River, Kubu Raya Regency, West Kalimantan 78391, Indonesia","{'location': {'lat': -0.241026, 'lng': 109.471766}, 'viewport': {'northeast': {'lat': -0.2400759, 'lng': 109.47605705}, 'southwest': {'lat': -0.2438763, 'lng': 109.47033565}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,tanah waris kasim japar,,ChIJ2xbkwnJJHS4R0mBR9PKaJ9w,0.0,ChIJ2xbkwnJJHS4R0mBR9PKaJ9w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJ2xbkwnJJHS4R0mBR9PKaJ9w
OPERATIONAL,"J7HC+7W, Sei Bemban, Kubu, Kubu Raya Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.3718086, 'lng': 109.2723742}, 'viewport': {'northeast': {'lat': -0.3704587701072777, 'lng': 109.2737240298927}, 'southwest': {'lat': -0.3731584298927222, 'lng': 109.2710243701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung syupriadi,,ChIJnw9ZYgA9HS4RXO3txLZ1qH4,3.0,ChIJnw9ZYgA9HS4RXO3txLZ1qH4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 476, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103463418656703856386"">A Google User</a>'], 'photo_reference': 'AUGGfZnqyNEuHD1T4mgjWDApYl9i14Jjz6OqrSLkx_WY7BMZP_S2KzmZwerqTMG72mceNDOMl0utf4o9hVN-gkDVR7LqTHtcYipDc9vQ1E43vz3520uvZLvXv5noMl_bCEyEBopsrT26VFBYtYvam5H9gA6v-dkKLQgAVyfpie6KiuX5m3bt', 'width': 644}]",,,https://www.google.com/maps/place/?q=place_id:ChIJnw9ZYgA9HS4RXO3txLZ1qH4
CLOSED_TEMPORARILY,"MG7R+RH7, Asam River, Raya River, Kubu Raya Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.3354526, 'lng': 109.5414142}, 'viewport': {'northeast': {'lat': -0.3341027701072777, 'lng': 109.5427640298927}, 'southwest': {'lat': -0.3368024298927222, 'lng': 109.5400643701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KBK JAYA,,ChIJtxeFd6w1HS4RVt397PUC0MY,0.0,ChIJtxeFd6w1HS4RVt397PUC0MY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJtxeFd6w1HS4RVt397PUC0MY
OPERATIONAL,"Jl. Desa Durian, Durian, Kec. Sungai Ambawang, Kabupaten Kubu Raya, Kalimantan Barat 78241, Indonesia","{'location': {'lat': -0.05671780000000001, 'lng': 109.4214422}, 'viewport': {'northeast': {'lat': -0.05601920000000002, 'lng': 109.4227145298927}, 'southwest': {'lat': -0.0588136, 'lng': 109.4200148701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,UBUD TERMINALIA FROM BORNEO,,ChIJ_yTiRP9XHS4RflFQkSTsjh8,5.0,ChIJ_yTiRP9XHS4RflFQkSTsjh8,"['tourist_attraction', 'point_of_interest', 'establishment']",6,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114753523963969019041"">Susi Angelina</a>'], 'photo_reference': 'AUGGfZmma_lwW4Z3ULiLGgctcYFSStd9SDZOgWcgkRrmF7z3FRG_GOu0kSS3v8Kst_VIljQer4Ae4Hm0TmLmeTF1Ne5m0h47zEtdV82-WowbjSxr3JO-Rjd59Qe9UKcbLF2lHxOe5JJxNrYVDkz9STR4c4p3p8SVlN__HJNgxYy-F4A8LLEr', 'width': 3024}]",,"{'compound_code': 'WCVC+8H Durian, Kubu Raya Regency, West Kalimantan, Indonesia', 'global_code': '6PFFWCVC+8H'}",https://www.google.com/maps/place/?q=place_id:ChIJ_yTiRP9XHS4RflFQkSTsjh8
