business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,permanently_closed,opening_hours,url
OPERATIONAL,"Tanjungsari, Central Jampang, Sukabumi Regency, West Java 43171, Indonesia","{'location': {'lat': -7.020732499999999, 'lng': 106.8528154}, 'viewport': {'northeast': {'lat': -7.019403670107277, 'lng': 106.8541406298927}, 'southwest': {'lat': -7.022103329892721, 'lng': 106.8514409701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Situ Cipiit,ChIJbW5hhyI5aC4Ret_s_NSSTfU,4.4,ChIJbW5hhyI5aC4Ret_s_NSSTfU,"['tourist_attraction', 'point_of_interest', 'establishment']",534.0,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115224118220274390609"">Diwan Herdiawan</a>'], 'photo_reference': 'AUGGfZntMIOkrTuBk6XyjE5iAOm5uu9_g2ASGchQrBtyUqWFQeH6gtL3eCQyU9yzf8XSZ0jLdYABIqi8hwlqWOVOQlVjnBZfkc8tsllgPdTPSg2Ildd3FqqHQNto3xCTW9roKSAtCFnM0_0vNq2qA8G799LNEv0vTaa4-q9Ad5XY1HhDXfLO', 'width': 1600}]","{'compound_code': 'XVH3+P4 Tanjungsari, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P48XVH3+P4'}",,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJbW5hhyI5aC4Ret_s_NSSTfU
OPERATIONAL,"3V77+2GJ, Jalan Cipicung, Cibolang, Kecamatan Gunungguruh, Cibolang, Kec. Gn. Guruh, Kabupaten Sukabumi, Jawa Barat 43156, Indonesia","{'location': {'lat': -6.9374034, 'lng': 106.8637512}, 'viewport': {'northeast': {'lat': -6.936241720107278, 'lng': 106.8649735298927}, 'southwest': {'lat': -6.938941379892722, 'lng': 106.8622738701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mount Wood Resin,ChIJaXpVcnU3aC4R_spb2rGVKrI,3.9,ChIJaXpVcnU3aC4R_spb2rGVKrI,"['tourist_attraction', 'point_of_interest', 'establishment']",109.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115578893488660974589"">A Google User</a>'], 'photo_reference': 'AUGGfZn5hpJYSqankVm8hUMkhHaP3rAxNqevLK-dSC2GPOnULzH4J1Ck5A5yjJAC68M6ZA4h5iC2I7luZQYobovCke06Sz4x0hC8FzSnVN2B6Fgdo7bppSlittvrFpNPVzVp4xyFt6RRMHwQ5eGRJSphtoa60NYYIwiOyLb50XPhxlYkMJpj', 'width': 1920}]",,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJaXpVcnU3aC4R_spb2rGVKrI
OPERATIONAL,"kp.lalay, Sirnajaya, Kec. Wr. Kiara, Kabupaten Sukabumi, Jawa Barat 43362, Indonesia","{'location': {'lat': -7.0060069, 'lng': 106.7136275}, 'viewport': {'northeast': {'lat': -7.004575870107279, 'lng': 106.7147520798927}, 'southwest': {'lat': -7.007275529892723, 'lng': 106.7120524201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,outbound sukabumi,ChIJk9v1c6QlaC4RRsVXGI5ghxw,0.0,ChIJk9v1c6QlaC4RRsVXGI5ghxw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111110157300084572953"">A Google User</a>'], 'photo_reference': 'AUGGfZkXvJErLQh1CH8M5Iug27OiNr0SIM2PB2n-P-Jmr2bVq8-EHmvaaUHZU_mCNeu3vsbEOVMqVIoTVBoNQdbvZ2gEEAlwNmAEWqlCOsMSQCS7zpSV1OJ3Y1PEht7n6Es8n_ntlSPpwe4jG3SA2225NOQusIYS_m8JjcX9BalreRTdlLV-', 'width': 4032}]","{'compound_code': 'XPV7+HF Sirnajaya, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P48XPV7+HF'}",,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJk9v1c6QlaC4RRsVXGI5ghxw
OPERATIONAL,"XQ7H+4QF, Sindangresmi, Central Jampang, Sukabumi Regency, West Java 43171, Indonesia","{'location': {'lat': -7.037189, 'lng': 106.7794225}, 'viewport': {'northeast': {'lat': -7.036065070107277, 'lng': 106.7802586798927}, 'southwest': {'lat': -7.038764729892721, 'lng': 106.7775590201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Pareang,ChIJQ2_9W5k7aC4REFzrwDlkIzI,4.3,ChIJQ2_9W5k7aC4REFzrwDlkIzI,"['tourist_attraction', 'point_of_interest', 'establishment']",214.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114971967879782810978"">Raynardthan Pontoh</a>'], 'photo_reference': 'AUGGfZkigdv8KpdyWxRXJU9nANN87dR1Hi4jn6b9jmihxFjcIOwMFcdCLSWiSu13b2wEV7bCKNAlQgBzyM_8bZSka58GOkHaFWgJsHnRV80-zUYW9_7zc3eZYF9LuNw_f9Mug8DQyHEjSnUAIdF5yLRYz-0VW6IFv8eVQ2y2KHyGQcTqU16B', 'width': 3264}]",,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJQ2_9W5k7aC4REFzrwDlkIzI
OPERATIONAL,"XPV7+78J, Sirnajaya, Warung Kiara, Sukabumi Regency, West Java 43362, Indonesia","{'location': {'lat': -7.006607, 'lng': 106.713188}, 'viewport': {'northeast': {'lat': -7.005140420107279, 'lng': 106.7143584298927}, 'southwest': {'lat': -7.007840079892723, 'lng': 106.7116587701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arung Jeram Cicatih SAKA ADVENTURE,ChIJI5MEFpolaC4RmanVQ1DQe5Q,0.0,ChIJI5MEFpolaC4RmanVQ1DQe5Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJI5MEFpolaC4RmanVQ1DQe5Q
OPERATIONAL,"2VV8+9FJ Wisata karang para desa, Kebonmanggu, Kec. Gn. Guruh, Kabupaten Sukabumi, Jawa Barat 43156, Indonesia","{'location': {'lat': -6.9565356, 'lng': 106.8661353}, 'viewport': {'northeast': {'lat': -6.955220170107278, 'lng': 106.8674829798927}, 'southwest': {'lat': -6.957919829892722, 'lng': 106.8647833201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KEREDOK EKKA BIMA,ChIJkWEaSzE5aC4RhqF3JU1XK-o,5.0,ChIJkWEaSzE5aC4RhqF3JU1XK-o,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106090387758713786061"">A Google User</a>'], 'photo_reference': 'AUGGfZkUE6e-Yw1wFi-P6cuduhndKult5qJXp7avJ3S2KMA-29-xgpNfOhiDpksPtONz-ybgqJLWwNPbZV-jRQVl_xCrCTRQx46FTwwiS3uY0MtPd8dEwKdY96P5r0o5ZfTBOL9EeMzulhp0gNLkOxFt7rbX4G_b7QYBgmZYl68H0Y6tI32T', 'width': 810}]",,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJkWEaSzE5aC4RhqF3JU1XK-o
OPERATIONAL,"Jl. Cikoneng, Ubrug, Kec. Wr. Kiara, Kabupaten Sukabumi, Jawa Barat 43362, Indonesia","{'location': {'lat': -6.943904, 'lng': 106.756292}, 'viewport': {'northeast': {'lat': -6.942555970107278, 'lng': 106.7576427298927}, 'southwest': {'lat': -6.945255629892721, 'lng': 106.7549430701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LEMBANGAN,ChIJ2zNGlGMxaC4Rb_Pkb3dcUYo,4.0,ChIJ2zNGlGMxaC4Rb_Pkb3dcUYo,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106285921602061585165"">A Google User</a>'], 'photo_reference': 'AUGGfZlADNtFTS6J5a4yvCIOAkc8YlguslgEwJStGdRsl-E49FDHabrJJ82QYEgZpqMdCFiIbksVwf5WLsfFVU6y_7FZ0yDfSXp5Ek5L9UwGotePhgIcERhkE4fLiRHMpdSKfQHgHcW-mPJcjaBy2jB3jbP7L23ccFRn6nUUPGVyjCRGqVma', 'width': 1040}]","{'compound_code': '3Q44+CG Ubrug, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P583Q44+CG'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ2zNGlGMxaC4Rb_Pkb3dcUYo
OPERATIONAL,"XQ7H+QX5, Jl. Cikembang Hilir, Sindangresmi, Kec. Jampang Tengah, Kabupaten Sukabumi, Jawa Barat 43171, Indonesia","{'location': {'lat': -7.0356, 'lng': 106.78}, 'viewport': {'northeast': {'lat': -7.034121070107277, 'lng': 106.78353655}, 'southwest': {'lat': -7.036820729892721, 'lng': 106.77882115}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug cikopi,ChIJsZNUvZ87aC4RInlai5C9M4U,5.0,ChIJsZNUvZ87aC4RInlai5C9M4U,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104399437428814382125"">A Google User</a>'], 'photo_reference': 'AUGGfZm85hUjnOjyG6jd7THCN9ImKUS_5YU-xUpKvg7BGTPF5AKkhiHIkPkLUP0ln562gmWhJdiy_iZRnFDe1KFwZAPBs0Qc5JrE_ELib55DDvLRbecPTkvLTeNSbX0OEy9b-1hdmt_tnMEwRiOhrp1o9lQsq3GO6DTJ3h4FUV9f4_wb2gKg', 'width': 3120}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJsZNUvZ87aC4RInlai5C9M4U
OPERATIONAL,"2P5F+CP, Sirnajaya, Warung Kiara, Sukabumi Regency, West Java, Indonesia","{'location': {'lat': -6.9914103, 'lng': 106.7243635}, 'viewport': {'northeast': {'lat': -6.990097070107278, 'lng': 106.7254350298927}, 'southwest': {'lat': -6.992796729892722, 'lng': 106.7227353701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung abah dan ema,ChIJ12aaTQA7aC4R66HVHaEj14E,0.0,ChIJ12aaTQA7aC4R66HVHaEj14E,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ12aaTQA7aC4R66HVHaEj14E
OPERATIONAL,"Kp.lalay, RT./04/RW./04, Sirnajaya, Kec. Wr. Kiara, Kabupaten Sukabumi, Jawa Barat 43362, Indonesia","{'location': {'lat': -7.006173599999999, 'lng': 106.7136528}, 'viewport': {'northeast': {'lat': -7.004668070107277, 'lng': 106.7147589798927}, 'southwest': {'lat': -7.007367729892721, 'lng': 106.7120593201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KAMPUNG JERAM,ChIJh46JUZ0laC4REDxnMMb0HfE,0.0,ChIJh46JUZ0laC4REDxnMMb0HfE,"['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",0.0,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113337057576866070891"">A Google User</a>'], 'photo_reference': 'AUGGfZmNLB_0M1T4V_DOkP8Cxdo3IWPEgAisWjtcCuXVHKJLd6yYVayKm65vIe5FtFswIoW5wKct2pIbekgTqoEG39uj-jVFcro-R-Imzgbb77Mi7XBd3wQhp3tNbfxJocL7cYhWPP_ajJHEVqDnBd6aqe3vOkxpdCC3UBOcRpGkOmK-MEB9', 'width': 2000}]","{'compound_code': 'XPV7+GF Sirnajaya, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P48XPV7+GF'}",,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJh46JUZ0laC4REDxnMMb0HfE
,"Cikembar, Sukabumi Regency, West Java, Indonesia","{'location': {'lat': -6.9623377, 'lng': 106.7965405}, 'viewport': {'northeast': {'lat': -6.921983000000001, 'lng': 106.855873}, 'southwest': {'lat': -7.020538999999999, 'lng': 106.7225688}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cikembar,ChIJW0Rlzm06aC4RtLlk3ZAkcUQ,,ChIJW0Rlzm06aC4RtLlk3ZAkcUQ,"['administrative_area_level_3', 'political']",,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110975460201270747122"">A Google User</a>'], 'photo_reference': 'AUGGfZmj-KuUfUUA1N84aN-bn0ADnVtZsi1zG0K0131ISXbgzHwoXSP1Ho63t0HusoiTuGGv9UazNItxAUCpD3sd6njabJkQlNYOWEwJJHyvVYoNpTkGcS90V0vXadjuo1HAglUQTBo25xLT5R-SuJn1czu6je_-k2QcOroKqK-9slnq4Kvr', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJW0Rlzm06aC4RtLlk3ZAkcUQ
,"Cikembar, Sukabumi Regency, West Java, Indonesia","{'location': {'lat': -6.963472899999999, 'lng': 106.8001396}, 'viewport': {'northeast': {'lat': -6.943060099999999, 'lng': 106.8088831}, 'southwest': {'lat': -6.99518, 'lng': 106.774349}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cikembar,ChIJ2-WHfm06aC4RKu_C-8tVZqg,,ChIJ2-WHfm06aC4RKu_C-8tVZqg,"['administrative_area_level_4', 'political']",,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117030091412196877855"">Rizky Rizaliansyah Ilham</a>'], 'photo_reference': 'AUGGfZnumxH1tOSlJxpfHGRDH_qPOTLHMth-IZuixYgh0deUJScGn2J5dX6x83MymJsvxFEjW5snqsFqceHEPxKr9gTGLx83L-tmT7ZAsWBiQZZTTphW8q-DEZsqKPs2Uih7O0b1rFethjOkJj6ogaXazL9W7oS6I_CG95Zts8TB2QhxKnv3', 'width': 3456}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ2-WHfm06aC4RKu_C-8tVZqg
