business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,url
OPERATIONAL,"V87G+6RR, Batu Marta VI, Madang Suku III, East Ogan Komering Ulu Regency, South Sumatra 32366, Indonesia","{'location': {'lat': -4.1368974, 'lng': 104.3270282}, 'viewport': {'northeast': {'lat': -4.135553020107278, 'lng': 104.3284869798927}, 'southwest': {'lat': -4.138252679892722, 'lng': 104.3257873201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Taman Jodoh Farlasta OKU,,ChIJgVOp7rUHOS4RdWlenm-DBXk,4.6,ChIJgVOp7rUHOS4RdWlenm-DBXk,"['tourist_attraction', 'point_of_interest', 'establishment']",57,{},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106886953928299223756"">Mas Runi</a>'], 'photo_reference': 'AUGGfZkH97qmFEQnaneR81rNsQEidmwPG91L6GTgRX7AljR-Uibq96tq0XU2F3BVoLRAhAELknEH2J1cYAoS76AqKX5uoFd24TLJKbagJ0PJQiyPSd-3UHxDQLCtw5hUG1HvF-CWOgX8B6Q3mTjwLMEUFUBVeR_gSfGxqWNUX2Msl_KjQssm', 'width': 4624}]",,https://www.google.com/maps/place/?q=place_id:ChIJgVOp7rUHOS4RdWlenm-DBXk
CLOSED_TEMPORARILY,"VJ92+MF, Rejodadi, Buay Madang Timur, East Ogan Komering Ulu Regency, South Sumatra 32382, Indonesia","{'location': {'lat': -4.130796699999999, 'lng': 104.60113}, 'viewport': {'northeast': {'lat': -4.129475670107278, 'lng': 104.6025633298927}, 'southwest': {'lat': -4.132175329892722, 'lng': 104.5998636701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Anton Wibowo,True,ChIJmSHBKrUZOS4Rfwagx250wH4,0.0,ChIJmSHBKrUZOS4Rfwagx250wH4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJmSHBKrUZOS4Rfwagx250wH4
OPERATIONAL,"J4R4+X6G, Karang Endah, Lengkiti, Ogan Komering Ulu Regency, South Sumatra 32158, Indonesia","{'location': {'lat': -4.3575725, 'lng': 104.1055904}, 'viewport': {'northeast': {'lat': -4.356222670107278, 'lng': 104.1069402298927}, 'southwest': {'lat': -4.358922329892722, 'lng': 104.1042405701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Objek Wisata Batu Ampar,,ChIJaTo7gXZROC4RBqozSk-PLPg,4.0,ChIJaTo7gXZROC4RBqozSk-PLPg,"['tourist_attraction', 'point_of_interest', 'establishment']",9,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106987122998554881692"">A Google User</a>'], 'photo_reference': 'AUGGfZkkDwuiStO3Ur_bsRzwkUv7O5uhu3LyoHTSvoHMXbOVQVHjGMJUtL6Q1xoAm0LJNNgDoIuopnX3kBVWvPv_bQfJ2KynOvzwE3aemyyhG8tfgQH4ZasR1eFvTkkdUX1uFUvF1Dwf9YVAl8URK_GePmGaBVwFeSGYkKXXmI5g3PYdoNtJ', 'width': 2352}]",,https://www.google.com/maps/place/?q=place_id:ChIJaTo7gXZROC4RBqozSk-PLPg
OPERATIONAL,"Dusun Bukit Batu, Mendah, Kecamatan Jayapura, Kabupaten Ogan Komering Ulu Selatan, Sumatera Selatan 32381, Indonesia","{'location': {'lat': -4.5635234, 'lng': 104.2947005}, 'viewport': {'northeast': {'lat': -4.562422320107278, 'lng': 104.2960802298927}, 'southwest': {'lat': -4.565121979892722, 'lng': 104.2933805701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AIR TERJUN VILLA MASIN,,ChIJ41u9AfP1OC4RmysRQj6B9YI,5.0,ChIJ41u9AfP1OC4RmysRQj6B9YI,"['tourist_attraction', 'point_of_interest', 'establishment']",4,{'open_now': True},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111102545026803340237"">fajar sidhik</a>'], 'photo_reference': 'AUGGfZlALHg80VWOIylnHLGt94i4vm4oIC3qaQ6rgj_W4D-AXgWSvBFtdhUvfliTUdB5akXVrdBXpfUl3IGYuiFfAs7YBeMi6NG7UBMQYOA0Wl8pPs3JpCkxN6HrQGModR1YrGlrnx0VbbPaqltPpwhMZl3PcLxUUOgrLGTXl06i9GdTCF_5', 'width': 4080}]","{'compound_code': 'C7PV+HV Mendah, East Ogan Komering Ulu Regency, South Sumatra, Indonesia', 'global_code': '6P76C7PV+HV'}",https://www.google.com/maps/place/?q=place_id:ChIJ41u9AfP1OC4RmysRQj6B9YI
OPERATIONAL,"2V27+Q59, Sumber Harapan, Belitang II, East Ogan Komering Ulu Regency, South Sumatra 32383, Indonesia","{'location': {'lat': -3.998097, 'lng': 104.8629746}, 'viewport': {'northeast': {'lat': -3.997294220107278, 'lng': 104.8640878798927}, 'southwest': {'lat': -3.999993879892722, 'lng': 104.8613882201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gubok Asmoro,,ChIJhTqN5uM3OS4RLdtEkSk_qXM,0.0,ChIJhTqN5uM3OS4RLdtEkSk_qXM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJhTqN5uM3OS4RLdtEkSk_qXM
OPERATIONAL,"3GP7+73, Gunung Terang, Madang Suku I, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -3.9143663, 'lng': 104.5127108}, 'viewport': {'northeast': {'lat': -3.909185749999999, 'lng': 104.5144668798927}, 'southwest': {'lat': -3.916093150000001, 'lng': 104.5117672201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah,,ChIJw8JWBgBtOS4R9QtXmT5aA74,0.0,ChIJw8JWBgBtOS4R9QtXmT5aA74,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJw8JWBgBtOS4R9QtXmT5aA74
CLOSED_TEMPORARILY,"5J2W+WX, Menanga Sari, Semendawai Barat, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -3.847692, 'lng': 104.6474606}, 'viewport': {'northeast': {'lat': -3.845925670107278, 'lng': 104.6486687298927}, 'southwest': {'lat': -3.848625329892722, 'lng': 104.6459690701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot menanga,True,ChIJdaz_I_hpOS4RYpcj2sOxDWo,0.0,ChIJdaz_I_hpOS4RYpcj2sOxDWo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJdaz_I_hpOS4RYpcj2sOxDWo
OPERATIONAL,"7RF9+G5P, Muara Burnai I, Lempuing Jaya, East Ogan Komering Ulu Regency, South Sumatra 30657, Indonesia","{'location': {'lat': -3.7261579, 'lng': 104.817964}, 'viewport': {'northeast': {'lat': -3.724794170107278, 'lng': 104.8193135798927}, 'southwest': {'lat': -3.727493829892722, 'lng': 104.8166139201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Simpang PT. CamPang Tiga, OKU Timur",,ChIJS5P8GOtbOS4RY2Mz6yy4C0c,0.0,ChIJS5P8GOtbOS4RY2Mz6yy4C0c,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 584, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117020599895449946225"">A Google User</a>'], 'photo_reference': 'AUGGfZktrZ52yspeL2eQ0leTaQ4Oe-aQ46jWFWNEAx331G5KqHops9CUrH2Wj3pjiEFx9PmjcPrWW-dMHJYRY1oeZM8rVyYvNDepcgBVJXUVXmCVup0jnR-Oep8-0xN8rEhDHPFBjcvJhVYTPKbLP7KB3NkqTOIfpsEyDBFcChII-n8cIe34', 'width': 1380}]",,https://www.google.com/maps/place/?q=place_id:ChIJS5P8GOtbOS4RY2Mz6yy4C0c
OPERATIONAL,"3HFP+2H3, Mengulak, Madang Suku I, East Ogan Komering Ulu Regency, South Sumatra 32184, Indonesia","{'location': {'lat': -3.9274978, 'lng': 104.5864105}, 'viewport': {'northeast': {'lat': -3.926147970107278, 'lng': 104.5877603298927}, 'southwest': {'lat': -3.928847629892722, 'lng': 104.5850606701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MANGKU SAM,,ChIJKULtj8ZrOS4RNtcf2cEwFMI,0.0,ChIJKULtj8ZrOS4RNtcf2cEwFMI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJKULtj8ZrOS4RNtcf2cEwFMI
CLOSED_TEMPORARILY,"XWR5+V5, Purworejo, Belitang II, East Ogan Komering Ulu Regency, South Sumatra 30681, Indonesia","{'location': {'lat': -4.0070738, 'lng': 104.9081529}, 'viewport': {'northeast': {'lat': -4.005723970107279, 'lng': 104.9095027298927}, 'southwest': {'lat': -4.008423629892722, 'lng': 104.9068030701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai U,True,ChIJ8SznEqg3OS4RRkpHcvrPK3M,0.0,ChIJ8SznEqg3OS4RRkpHcvrPK3M,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8SznEqg3OS4RRkpHcvrPK3M
OPERATIONAL,"2Q3C+JV, Srijaya, Belitang II, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -3.9959795, 'lng': 104.7722333}, 'viewport': {'northeast': {'lat': -3.994617070107278, 'lng': 104.7735870298927}, 'southwest': {'lat': -3.997316729892722, 'lng': 104.7708873701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bull 1,,ChIJw2dEzI45OS4RORFlnJOx4UY,5.0,ChIJw2dEzI45OS4RORFlnJOx4UY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117602146338394467107"">debby cool</a>'], 'photo_reference': 'AUGGfZlq6xfq1r7RaL4YjHVu4w4vLpIHf8wFqvF4iMmKRA3yC2w2aIYU84YFUgCvCxC0XLK8DYk3HNIk1n2dBBcBiiCtdukUa7KPvX1hk6kd-Ojt9nIgYzB0WEn7rS9jTvEsgIja2yQAwPl_eDJ6pgk5n62RLOlE7I3vVDSuoyztw0pr3hTZ', 'width': 1040}]",,https://www.google.com/maps/place/?q=place_id:ChIJw2dEzI45OS4RORFlnJOx4UY
OPERATIONAL,"2Q6H+76F, Srijaya, Belitang II, East Ogan Komering Ulu Regency, South Sumatra 32383, Indonesia","{'location': {'lat': -3.9893076, 'lng': 104.7780789}, 'viewport': {'northeast': {'lat': -3.987934870107278, 'lng': 104.7794566298927}, 'southwest': {'lat': -3.990634529892722, 'lng': 104.7767569701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rehan bengek,,ChIJkWbTRgA5OS4RFptNgFGrMfY,0.0,ChIJkWbTRgA5OS4RFptNgFGrMfY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJkWbTRgA5OS4RFptNgFGrMfY
CLOSED_TEMPORARILY,"6J7C+W4, Kuripan, Cempaka, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -3.7851575, 'lng': 104.6203395}, 'viewport': {'northeast': {'lat': -3.783197400000001, 'lng': 104.6219258298927}, 'southwest': {'lat': -3.791037799999999, 'lng': 104.6192261701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kiyai jonsoni,True,ChIJHcvOcx5pOS4RUsqQ2ROCU78,0.0,ChIJHcvOcx5pOS4RUsqQ2ROCU78,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107098874692220777570"">A Google User</a>'], 'photo_reference': 'AUGGfZn5LUzsLiI3oT8pgXElpc7jjWyLgSk6jZFu40zs50TaxUUPGnpgt48rTOWvaTDZNBlzfWYuJYnS-Ssn3tdyvtMxOO4MuS6qgfoY77GzNhpefs4K8J_WAKTW8SGrsSut1n43zx16toRqWfAV9alQiZSnI46Ki_Jifqw0CYeEvFENuOl4', 'width': 3072}]",,https://www.google.com/maps/place/?q=place_id:ChIJHcvOcx5pOS4RUsqQ2ROCU78
OPERATIONAL,"2GFM+WQ, Rasuan, Madang Suku I, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -3.9752246, 'lng': 104.5344592}, 'viewport': {'northeast': {'lat': -3.974509650000001, 'lng': 104.5358579798927}, 'southwest': {'lat': -3.97736945, 'lng': 104.5331583201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Belitang,,ChIJJTLhrPATOS4RcLUlX0bV_Ss,4.4,ChIJJTLhrPATOS4RcLUlX0bV_Ss,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105275703603360189972"">Rama Rama</a>'], 'photo_reference': 'AUGGfZlB2YnbAhbWughzj7oNmxQRqlQp01LmvU912KRvmdTVveDYmH5fd2UGuTYVAiTH-gqA94GJYmGssnDhlf9NJl2UsSvQo8KhgIGMN-CRAtvtr7VjBI2fb5Hl1ww2ZiSTFwlmLOziVY9ymhNmStdO1gLmf9QtmMutB-ewj93H8e9fxW3G', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJJTLhrPATOS4RcLUlX0bV_Ss
CLOSED_TEMPORARILY,"6R4P+QW, Campang Tiga Ulu, Cempaka, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -3.793104599999999, 'lng': 104.8373432}, 'viewport': {'northeast': {'lat': -3.791780970107278, 'lng': 104.8386930298927}, 'southwest': {'lat': -3.794480629892722, 'lng': 104.8359933701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,River sekuto,True,ChIJVRxB8RlFOS4RCweh5IfeT_s,0.0,ChIJVRxB8RlFOS4RCweh5IfeT_s,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJVRxB8RlFOS4RCweh5IfeT_s
OPERATIONAL,"WJ4P+9MW, Tugu Harum, Belitang Madang Raya, East Ogan Komering Ulu Regency, South Sumatra 32382, Indonesia","{'location': {'lat': -4.0940055, 'lng': 104.6367036}, 'viewport': {'northeast': {'lat': -4.092915020107278, 'lng': 104.6386283798927}, 'southwest': {'lat': -4.095614679892722, 'lng': 104.6359287201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Macak Tugu Harum,,ChIJoQ8tCVoXOS4R87ydM9OwHRg,4.0,ChIJoQ8tCVoXOS4R87ydM9OwHRg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104173705530140583407"">A Google User</a>'], 'photo_reference': 'AUGGfZkTe6YJ4Qur9-yFbRApYErecVBMlN2JvAc1QUayL8r1uTwYDPLcX2XQaojqHAvDLgMZZIa_p6Y6DgtkH-H1uKznZZZEMvtpzRXw3MpnYRrmN-JjttMdnN9NjFhCuhVj05qA2KRN2mZPuLIpSj3mBRLJCmKT4TnUu4kbkmHi-f9VYbm2', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJoQ8tCVoXOS4R87ydM9OwHRg
