business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,opening_hours,price_level,permanently_closed,url
OPERATIONAL,"Jalan Sukaraja No. 29, Jl. Sukaraja No.29, Sukaraja, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16710, Indonesia","{'location': {'lat': -6.5817014, 'lng': 106.8390387}, 'viewport': {'northeast': {'lat': -6.580354420107278, 'lng': 106.8403584798927}, 'southwest': {'lat': -6.583054079892722, 'lng': 106.8376588201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Katulampa Rafting Bogor,ChIJwZFhxGDGaS4RuBLiIyL3QxI,4.6,ChIJwZFhxGDGaS4RuBLiIyL3QxI,"['tourist_attraction', 'point_of_interest', 'establishment']",153,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117725785411093839331"">A Google User</a>'], 'photo_reference': 'AUGGfZkBIx43mc5G40OmtK0OEaOFLnaPBFfeK2WKWb5J2so9Ey_1vYru5SxiYcvzu_iJwV-axrbL5RGW1HUBqJoN-pHcNBsxGq6kGBGJSuHP9gShtoOmFT6ZijmreLAixSetvEZAHZEjr8HnIb2Qa3Q4EsF-AfGqp_kthXtTjhCWEe2NWAt0', 'width': 528}]","{'compound_code': 'CR9Q+8J Sukaraja, Bogor Regency, West Java, Indonesia', 'global_code': '6P58CR9Q+8J'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJwZFhxGDGaS4RuBLiIyL3QxI
OPERATIONAL,"Jl. Sukaraja - Katulampa, Sukaraja, kaum, Kabupaten Bogor, Jawa Barat 35122, Indonesia","{'location': {'lat': -6.5906964, 'lng': 106.8393406}, 'viewport': {'northeast': {'lat': -6.589346420107278, 'lng': 106.8406891798927}, 'southwest': {'lat': -6.592046079892722, 'lng': 106.8379895201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kalibaru Rivertubbing,ChIJo1Y_5-zHaS4R9TRhVv79Src,0.0,ChIJo1Y_5-zHaS4R9TRhVv79Src,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 899, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117427032478797917990"">A Google User</a>'], 'photo_reference': 'AUGGfZkyiVkmyGQ-zrkJYrTn60dAJcZBSHd0dqvyIBQIeFbec9dndAvM4LObSRREQMF2iZfjoD-KWvHWexyHvVLoxfD3-qU6Z79hyTikIbRbX7xXQl8NYerWUke9PTK_l8-_LZLBmG7yhF0oJ4qLgnD8FZbcJKobrIwPBb_M4hw4fsVkakkc', 'width': 1599}]","{'compound_code': 'CR5Q+PP Sukaraja, Bogor Regency, West Java, Indonesia', 'global_code': '6P58CR5Q+PP'}",{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJo1Y_5-zHaS4R9TRhVv79Src
OPERATIONAL,"Jl. Bumi Pertiwi Raya No.6 Blok Z, RT.10/RW.12, Cilebut Tim., Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16710, Indonesia","{'location': {'lat': -6.536020499999999, 'lng': 106.8039868}, 'viewport': {'northeast': {'lat': -6.534617620107277, 'lng': 106.8052043298927}, 'southwest': {'lat': -6.537317279892721, 'lng': 106.8025046701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kedung Bumi Pertiwi,ChIJNcTx__LDaS4RqAHHzyubW4g,4.7,ChIJNcTx__LDaS4RqAHHzyubW4g,"['tourist_attraction', 'point_of_interest', 'establishment']",6,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105901755865550336641"">A Google User</a>'], 'photo_reference': 'AUGGfZmEoNF17V5CxUZQVhisCVy_j7a9S6cvy57k5z0HL37YJGDBdIkcHJIfz_IRJukUjfPqHQMD1ljezlJPHXvgBGVUkfV9GWLzS8LqD2V_-fFAnLZj_IgfBI0a1ejTyBvcmp-hwPFr7r2kGA2mylvRNti8-hPSsL5ME7GWAt9u7-gnwkmE', 'width': 4128}]","{'compound_code': 'FR73+HH Cilebut Timur, Bogor Regency, West Java, Indonesia', 'global_code': '6P58FR73+HH'}",{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJNcTx__LDaS4RqAHHzyubW4g
OPERATIONAL,"9RCV+3VH, Cibanon, Sukaraja, Bogor Regency, West Java 16710, Indonesia","{'location': {'lat': -6.6298084, 'lng': 106.8447293}, 'viewport': {'northeast': {'lat': -6.628458570107277, 'lng': 106.8460791298927}, 'southwest': {'lat': -6.631158229892721, 'lng': 106.8433794701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BUKIT SELLA BOGOR,ChIJa_Z9PMDJaS4RnVS_FnJ61l4,4.7,ChIJa_Z9PMDJaS4RnVS_FnJ61l4,"['tourist_attraction', 'point_of_interest', 'establishment']",55,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113600169892694329984"">A Google User</a>'], 'photo_reference': 'AUGGfZnninOpZZkYqlW8wzAMkYQBGbDxn07XHEceqHYkmvx0gE16Y7Ft1zDHcqhoLrKHvTeXf8nxNF3wdm_4l4yu4uSFqNJIxrPufVsioaJ1dxcbCMfM989y9BMte_u9WZes87Rv1rLCO_GWMr4VHsKzC05YeFZjmKu06vMCU55Xi9UsmyCP', 'width': 3840}]",,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJa_Z9PMDJaS4RnVS_FnJ61l4
OPERATIONAL,"Kp pasir bagade. Rt04/rw07, Nagrak, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16710, Indonesia","{'location': {'lat': -6.619729, 'lng': 106.8494476}, 'viewport': {'northeast': {'lat': -6.618694270107278, 'lng': 106.8507534798927}, 'southwest': {'lat': -6.621393929892721, 'lng': 106.8480538201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Neglasari Nagrak,ChIJB3BOdvLHaS4Rj6XH9cXO7ro,3.6,ChIJB3BOdvLHaS4Rj6XH9cXO7ro,"['tourist_attraction', 'point_of_interest', 'establishment']",15,"[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117195471711492630072"">A Google User</a>'], 'photo_reference': 'AUGGfZlGj4HNcrWHBXtLTm022Gw1Fi6f8z1aqZKFScbxfNmeYsKtdfeLgWtq2bAkDpW1IcClZY_e6v5ur4NsQsXG4GtP0olm5_Y9DHArdl4iMyimU5Hr_sYYNsc6_GyYoUBpbEhgohjOCpOdKd97NtJRvLyy27YCyxf5ScqRHCsBanWZctB4', 'width': 4032}]","{'compound_code': '9RJX+4Q Nagrak, Bogor Regency, West Java, Indonesia', 'global_code': '6P589RJX+4Q'}",{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJB3BOdvLHaS4Rj6XH9cXO7ro
OPERATIONAL,"9VF7+WF, Jl. Raya Golf Gn. Geulis, Nagrak, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16710, Indonesia","{'location': {'lat': -6.6251326, 'lng': 106.8637039}, 'viewport': {'northeast': {'lat': -6.623684820107278, 'lng': 106.8651393298927}, 'southwest': {'lat': -6.626384479892722, 'lng': 106.8624396701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Zendeck,ChIJxdBkOorHaS4Rcj6Ymw7le7Q,4.5,ChIJxdBkOorHaS4Rcj6Ymw7le7Q,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1868, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118208171970448659308"">Ferdinand T</a>'], 'photo_reference': 'AUGGfZnlAqCFNiQtt3W7-wG5YNWFH9hLl4oy-O7BDUZbjNPJ06GYqehDffMlgE5uWg_pyz5KdsbPpHmo3yZ3E3NN5vWycBoGzAu2qJSqT4bKD9frW0Fm7_FFusr8jU-A7DshjesjYtxDXbwIqzkW0kR-xkdohz02Tkq1YWdcem5PjxBNdRlu', 'width': 4000}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJxdBkOorHaS4Rcj6Ymw7le7Q
OPERATIONAL,"Jl. Bukit Pelangi Kp. Sawah No.Rt 01/04, Gn. Geulis, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16711, Indonesia","{'location': {'lat': -6.6269619, 'lng': 106.883799}, 'viewport': {'northeast': {'lat': -6.625577070107278, 'lng': 106.8850983798927}, 'southwest': {'lat': -6.628276729892722, 'lng': 106.8823987201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelangi Park,ChIJu4WcvqbJaS4RTsr6utaPOnk,4.3,ChIJu4WcvqbJaS4RTsr6utaPOnk,"['tourist_attraction', 'point_of_interest', 'establishment']",5025,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104005932214948016572"">Ira Susana</a>'], 'photo_reference': 'AUGGfZkTwWBvWBBt6WWTDDBS75a6Yat6DujY1O2p_JPHUdwQ_XDRYCveRGRWl5cIT2_Y08TIZoWbdz8lGM9UOEGEwzPhUORfjGvoFyrYpEhEcI2_72ZppAv83upP8hwahJTUP3PMdOhrZmlJM9x5HS7GtnyJEkqXFzSu4wWWNL3xLRh9M5aK', 'width': 4032}]","{'compound_code': '9VFM+6G Gunung Geulis, Bogor Regency, West Java, Indonesia', 'global_code': '6P589VFM+6G'}",{'open_now': False},2.0,,https://www.google.com/maps/place/?q=place_id:ChIJu4WcvqbJaS4RTsr6utaPOnk
OPERATIONAL,"9W86+2H, Gunung Geulis, Sukaraja, Bogor Regency, West Java 16710, Indonesia","{'location': {'lat': -6.6342361, 'lng': 106.9124101}, 'viewport': {'northeast': {'lat': -6.632920570107277, 'lng': 106.9137618298927}, 'southwest': {'lat': -6.635620229892721, 'lng': 106.9110621701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Indian Hill Adventures Camping Ground,ChIJD86V7fa3aS4RcBE1TT7Lg1w,0.0,ChIJD86V7fa3aS4RcBE1TT7Lg1w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJD86V7fa3aS4RcBE1TT7Lg1w
OPERATIONAL,"FRF2+G4M, Sukaraja, Bogor Regency, West Java, Indonesia","{'location': {'lat': -6.5261691, 'lng': 106.8002889}, 'viewport': {'northeast': {'lat': -6.524820770107278, 'lng': 106.8016190298927}, 'southwest': {'lat': -6.527520429892722, 'lng': 106.7989193701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug bisbul,ChIJC1LqIADDaS4Rj8oSZx9NtHA,0.0,ChIJC1LqIADDaS4Rj8oSZx9NtHA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJC1LqIADDaS4Rj8oSZx9NtHA
OPERATIONAL,"Mega Sentul Alamanda, Jl Adenium III Blok S/47 RT 06/08, Desa, Pasirlaya, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16710, Indonesia","{'location': {'lat': -6.5441769, 'lng': 106.8357596}, 'viewport': {'northeast': {'lat': -6.542794020107278, 'lng': 106.8370990298927}, 'southwest': {'lat': -6.545493679892722, 'lng': 106.8343993701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AEZ's house,ChIJJXS-g_vBaS4RtciRS8ICTiM,5.0,ChIJJXS-g_vBaS4RtciRS8ICTiM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"{'compound_code': 'FR4P+88 Pasirlaya, Bogor Regency, West Java, Indonesia', 'global_code': '6P58FR4P+88'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJJXS-g_vBaS4RtciRS8ICTiM
OPERATIONAL,"9V9M+C8X, Jalan alternative gunung geulis, gadog, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat, Indonesia","{'location': {'lat': -6.631397, 'lng': 106.8833712}, 'viewport': {'northeast': {'lat': -6.630126220107279, 'lng': 106.8848317298927}, 'southwest': {'lat': -6.632825879892723, 'lng': 106.8821320701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Outbound GGCA,ChIJZ1KG1BPJaS4R7ds2Oc0yrb8,0.0,ChIJZ1KG1BPJaS4R7ds2Oc0yrb8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101963097215659339062"">Julian Royke Sengkey</a>'], 'photo_reference': 'AUGGfZlNRQwzt5uujcp0yDxAB-H0rSfLZWYVZirVYI9WivZzb7LLvPH9PYygLPyclKOFgDGWkWmibtB1MCdBbL8MnjN3hDTTQXfS8w9WSlO0G-OIWIvyT8F2v3tIwhrYIsJBHsZmIY4HeRzbInqV2YdwQ-P6iMeOcGuGVx7J0AZXF_C7Ksy5', 'width': 1080}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJZ1KG1BPJaS4R7ds2Oc0yrb8
OPERATIONAL,"Jl. Cibedug Girang, Sukatani, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16710, Indonesia","{'location': {'lat': -6.616029999999999, 'lng': 106.8421878}, 'viewport': {'northeast': {'lat': -6.614680770107278, 'lng': 106.8435395298927}, 'southwest': {'lat': -6.617380429892722, 'lng': 106.8408398701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cibedug Curug Girang,ChIJZ64GTz3GaS4RlXpidtXSWds,4.2,ChIJZ64GTz3GaS4RlXpidtXSWds,"['tourist_attraction', 'point_of_interest', 'establishment']",117,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114206300146546703491"">Mahpud Sujai</a>'], 'photo_reference': 'AUGGfZmsKJREK7eLEy84wQa1sy04u-o1SACAUJP2b1QyOEtzCnbi-_iBExHZqoOHGhMqQ_UUVELSFFVX3htmSXvnu-UsaOzLguRbfFHH3vxzmS69SG8yYSNv_NLwDIU0DiyVzyL5StTvIphikNmxJkLbpSfK4pFWscDY8hl3tsuGotduZyin', 'width': 3264}]","{'compound_code': '9RMR+HV Sukatani, Bogor Regency, West Java, Indonesia', 'global_code': '6P589RMR+HV'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJZ64GTz3GaS4RlXpidtXSWds
