business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,price_level,plus_code,permanently_closed,url
OPERATIONAL,"27C8+WX, Sobol Baru, Mantoh, Banggai Regency, Central Sulawesi, Indonesia","{'location': {'lat': -0.9777239999999999, 'lng': 123.267465}, 'viewport': {'northeast': {'lat': -0.976374170107278, 'lng': 123.2688148298927}, 'southwest': {'lat': -0.9790738298927223, 'lng': 123.2661151701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Bpk. Welly Rabaelun,ChIJS1_NXgBZgS0RssKAsiMu72A,0.0,ChIJS1_NXgBZgS0RssKAsiMu72A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJS1_NXgBZgS0RssKAsiMu72A
OPERATIONAL,"Unnamed Road, Uwedikan, Luwuk Tim., Kabupaten Banggai, Sulawesi Tengah 94723, Indonesia","{'location': {'lat': -0.8995625, 'lng': 123.0563125}, 'viewport': {'northeast': {'lat': -0.8979274201072779, 'lng': 123.0575120798927}, 'southwest': {'lat': -0.9006270798927222, 'lng': 123.0548124201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Bahari Karamba Tarantula Uwedikan,ChIJg-kFTvGthi0RQfvyxSHkBKg,4.0,ChIJg-kFTvGthi0RQfvyxSHkBKg,"['tourist_attraction', 'point_of_interest', 'establishment']",5,{},"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118086541377955970990"">hungwen lin</a>'], 'photo_reference': 'AUGGfZk3lZ424YJW8FpF6a40DYncdAntd7EgtDhnvwPuDUYfeF3kZ1NBT-hlwcZBje6ZLSgA3Lwjcs7tt1urX8ip6YG-kW6MHFObJ5xX44ICU5UMeYUB6gZsmbbIUbf_LPkNAyQoHQcl9UYnne9SsOY2f7MfpD7PVejpwzO4Tnt_ukAYPvua', 'width': 3840}]",,"{'compound_code': '4324+5G Uwedikan, Banggai Regency, Central Sulawesi, Indonesia', 'global_code': '6QF54324+5G'}",,https://www.google.com/maps/place/?q=place_id:ChIJg-kFTvGthi0RQfvyxSHkBKg
OPERATIONAL,"399M+C78, Dondo, Balantak Selatan, Banggai Regency, Central Sulawesi, Indonesia","{'location': {'lat': -0.9315026000000001, 'lng': 123.3831301}, 'viewport': {'northeast': {'lat': -0.9271045999999996, 'lng': 123.3840329798927}, 'southwest': {'lat': -0.9329686000000005, 'lng': 123.3813333201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Weer Molino,ChIJmf-HPgBdgS0RAnsROHPtvLg,5.0,ChIJmf-HPgBdgS0RAnsROHPtvLg,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118086064195513533090"">Nofrian Kalengkongan</a>'], 'photo_reference': 'AUGGfZlu29rMVX-f02_g4d1SWlZcZiOqHYJLK0Sfx9dCI8eYAmnL8TjueHkCB_R41YmpTA34pNb7kmfHo_sBHUMo3GY-RVMgRWTVFOHM1LLWaXryiFXNfqq56xA-7EHutpmizeN_deH-DaRI_XuDH8JvvWCQaASsCkXM8xLkrXBLNnxEqznD', 'width': 3072}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJmf-HPgBdgS0RAnsROHPtvLg
OPERATIONAL,"5WX9+CMR, Unnamed Road, Toipan, Pagimana, Kabupaten Banggai, Sulawesi Tengah 94752, Indonesia","{'location': {'lat': -0.8013888, 'lng': 122.9191298}, 'viewport': {'northeast': {'lat': -0.8000389701072779, 'lng': 122.9204796298927}, 'southwest': {'lat': -0.8027386298927223, 'lng': 122.9177799701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata padang bola lenyek,ChIJd_pBlfO3hi0Rl-rXuj6uvjY,4.5,ChIJd_pBlfO3hi0Rl-rXuj6uvjY,"['tourist_attraction', 'point_of_interest', 'establishment']",4,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102232368388013783529"">A Google User</a>'], 'photo_reference': 'AUGGfZkQYXvbd2-JpZ5NNypHqZ8gPz3JDD1B6uL4wnfgUpFplxIIyriIe2NByueaaqLnFlZGhUaj6xyToUOMfOh6CfgK6E2-E5kaYKEbVW8yXfyY3lnxWlj6Ou_EeLe9Md30UMNfyvAbia05TVz9l5e7gBib4JrWIdkCuNhdvb5bDWNwB6cu', 'width': 3000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJd_pBlfO3hi0Rl-rXuj6uvjY
OPERATIONAL,"4285+W5H, Kayutanyo, East Luwuk, Banggai Regency, Central Sulawesi 94723, Indonesia","{'location': {'lat': -0.8826982, 'lng': 123.0079739}, 'viewport': {'northeast': {'lat': -0.8813272701072778, 'lng': 123.0097058798927}, 'southwest': {'lat': -0.8840269298927222, 'lng': 123.0070062201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Akbar Pe Kandang Ayam,ChIJ0Y6kkVKzhi0RLFQciFpYE6s,4.0,ChIJ0Y6kkVKzhi0RLFQciFpYE6s,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0Y6kkVKzhi0RLFQciFpYE6s
OPERATIONAL,"5X3M+HXW Trans, Pohi, Luwuk Tim., Kabupaten Banggai, Sulawesi Tengah, Indonesia","{'location': {'lat': -0.8460225, 'lng': 122.9849381}, 'viewport': {'northeast': {'lat': -0.8446735201072777, 'lng': 122.9862797298927}, 'southwest': {'lat': -0.8473731798927222, 'lng': 122.9835800701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DEWATA AGRO FARM,ChIJr75hRwCxhi0RDvX3A9vlDrs,0.0,ChIJr75hRwCxhi0RDvX3A9vlDrs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJr75hRwCxhi0RDvX3A9vlDrs
OPERATIONAL,"446R+MH4, Lamala, Banggai Regency, Central Sulawesi, Indonesia","{'location': {'lat': -0.88837, 'lng': 123.1414675}, 'viewport': {'northeast': {'lat': -0.8870201701072777, 'lng': 123.1428173298927}, 'southwest': {'lat': -0.8897198298927222, 'lng': 123.1401176701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Objek wisata,ChIJeTg6KItTgS0ROqf7vlsQAx8,5.0,ChIJeTg6KItTgS0ROqf7vlsQAx8,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",3,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117394438385587460171"">Asriandi Ansar</a>'], 'photo_reference': 'AUGGfZk5HlNUJ4b4e0oOfdhvgqt2ejgEzkFLhg7djyusb5egWplIslBvEoMvO5e7GuAaZDUFzzuSSLlqmZfAZA9HJ3AyACHdGfW4LaNHRLdu99Pfb5PpN5hCus6lCR3_zD3YuhPU1Kujbi_s9Lafp38Um_wPSHY9xXDK-4cc3YffCyIK-LVz', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJeTg6KItTgS0ROqf7vlsQAx8
CLOSED_TEMPORARILY,"Simpang No.3, Labotan, Kec. Lamala, Kabupaten Banggai, Sulawesi Tengah 94771, Indonesia","{'location': {'lat': -0.8826917999999999, 'lng': 123.2083926}, 'viewport': {'northeast': {'lat': -0.8813429701072778, 'lng': 123.2097399798927}, 'southwest': {'lat': -0.8840426298927222, 'lng': 123.2070403201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang 3 Labotan Balantak Lamala,ChIJZ-v7WjlPgS0RZ699mfoLgWQ,0.0,ChIJZ-v7WjlPgS0RZ699mfoLgWQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101382932408689509845"">Rafles Alfian</a>'], 'photo_reference': 'AUGGfZlzyLQR6EERXGLsZrQ9T4r2ijJLSS0RW1UezdwBNSvipjcgMdP_vOrNH89L-1GjzzAW0J3VlHPahAdoYmWjhmvfnSDHNd1yx_vA9T2gRBPGoRc_bhEgNhI3AfIm1spyv44gYnD8FWdFMu9QwVZwO2LrhUzMTrClJgs7ywmlF1YrzaiC', 'width': 4160}]",,"{'compound_code': '4685+W9 Labotan, Banggai Regency, Central Sulawesi, Indonesia', 'global_code': '6QF54685+W9'}",True,https://www.google.com/maps/place/?q=place_id:ChIJZ-v7WjlPgS0RZ699mfoLgWQ
CLOSED_TEMPORARILY,"35P3+J7, Poroan, Lamala, Banggai Regency, Central Sulawesi, Indonesia","{'location': {'lat': -0.913474, 'lng': 123.153182}, 'viewport': {'northeast': {'lat': -0.9121241701072779, 'lng': 123.1545318298927}, 'southwest': {'lat': -0.9148238298927222, 'lng': 123.1518321701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber Mata Air Inarum Desa Poroan,ChIJsxS42zpTgS0RbWPpz_6BCE0,0.0,ChIJsxS42zpTgS0RbWPpz_6BCE0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJsxS42zpTgS0RbWPpz_6BCE0
CLOSED_TEMPORARILY,"7246+JG9, Siuna, Pagimana, Banggai Regency, Central Sulawesi, Indonesia","{'location': {'lat': -0.7434733, 'lng': 123.0113568}, 'viewport': {'northeast': {'lat': -0.7426525701072778, 'lng': 123.0123739798927}, 'southwest': {'lat': -0.7453522298927222, 'lng': 123.0096743201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Luwuk,Desa Siuna",ChIJB_SIVybLhi0RaV8kZBBIXFw,0.0,ChIJB_SIVybLhi0RaV8kZBBIXFw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115836194336377774715"">A Google User</a>'], 'photo_reference': 'AUGGfZmmajqxxbvWvMQF3Tf2x9Gh38bJ8FQrTC_bhjnq8em0fymJylPoeOkt-IPv2I88RZ-ZT6hDFaCGJpJ7-M5r9lKbdBscGS7h84R5CIiEQVjFRFOgl8iiiF2vW7IOubssVKlf2TY47uiKVQ9K-8P6W3uQSk1RfGOC-ZLEVelHUuR39MlN', 'width': 3120}]",,,True,https://www.google.com/maps/place/?q=place_id:ChIJB_SIVybLhi0RaV8kZBBIXFw
CLOSED_TEMPORARILY,"4CX7+25, Luok, Balantak, Banggai Regency, Central Sulawesi 94773, Indonesia","{'location': {'lat': -0.8523879999999999, 'lng': 123.4128986}, 'viewport': {'northeast': {'lat': -0.8510181701072778, 'lng': 123.4142499298927}, 'southwest': {'lat': -0.8537178298927223, 'lng': 123.4115502701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Geowisata Formasi Matano,ChIJgw-TBwhDgS0REWkepVf_FoM,0.0,ChIJgw-TBwhDgS0REWkepVf_FoM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJgw-TBwhDgS0REWkepVf_FoM
CLOSED_TEMPORARILY,"534V+8F, Ranga-Ranga, Banggai Regency, Central Sulawesi, Indonesia","{'location': {'lat': -0.8441875, 'lng': 123.0936875}, 'viewport': {'northeast': {'lat': -0.8428511701072778, 'lng': 123.0949379798927}, 'southwest': {'lat': -0.8455508298927222, 'lng': 123.0922383201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pos securiti.,ChIJa439IFBNgS0R7Bj6vR_9ZB8,5.0,ChIJa439IFBNgS0R7Bj6vR_9ZB8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104899726235487890315"">Nengah Luky</a>'], 'photo_reference': 'AUGGfZmile67vf7Ed6CgiyFlTEwqdxln5SbT81XJoVqrey4aZKTXM9aBhoerfLAS8zo7qCx1WkQFgjgJiSA34Ks6r8R6FihG2HhllaXWCSCFJwTWh1L2qmvUotAPp144aFgPieUY92yzpUHuWi1dzdaUyVUe6k-kvUq4EKwFghQNX7zGqQMx', 'width': 3024}]",,,True,https://www.google.com/maps/place/?q=place_id:ChIJa439IFBNgS0R7Bj6vR_9ZB8
CLOSED_TEMPORARILY,"42MG+JH, Hunduhon, East Luwuk, Banggai Regency, Central Sulawesi, Indonesia","{'location': {'lat': -0.8659444, 'lng': 123.0264722}, 'viewport': {'northeast': {'lat': -0.8645945701072777, 'lng': 123.0278220298927}, 'southwest': {'lat': -0.8672942298927222, 'lng': 123.0251223701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambak Fisyah,ChIJl3S5__azhi0RUnjcqHOjFno,0.0,ChIJl3S5__azhi0RUnjcqHOjFno,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJl3S5__azhi0RUnjcqHOjFno
CLOSED_TEMPORARILY,"42HC+HHV, Hunduhon, East Luwuk, Banggai Regency, Central Sulawesi 94723, Indonesia","{'location': {'lat': -0.8710007999999999, 'lng': 123.0214332}, 'viewport': {'northeast': {'lat': -0.8696100701072778, 'lng': 123.0227959798927}, 'southwest': {'lat': -0.8723097298927222, 'lng': 123.0200963201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BUNGKANG CTY,ChIJGymwplmzhi0RpdjRqaPzlRw,0.0,ChIJGymwplmzhi0RpdjRqaPzlRw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJGymwplmzhi0RpdjRqaPzlRw
