business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,permanently_closed,photos,opening_hours,url
OPERATIONAL,"FH33+W78, Nolokla, Sentani Timur, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.5452148, 'lng': 140.5532112}, 'viewport': {'northeast': {'lat': -2.544285149999999, 'lng': 140.5552299}, 'southwest': {'lat': -2.54800375, 'lng': 140.5471551}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Suembak,ChIJBdGkQVzxbGgRpFO7DypwNpI,4.6,ChIJBdGkQVzxbGgRpFO7DypwNpI,"['tourist_attraction', 'point_of_interest', 'establishment']",22,,,"[{'height': 2256, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113112878125434535094"">Indrayadi Thamrin Hatta</a>'], 'photo_reference': 'AUGGfZk5zPb0fqT0-n4ePalTKvjlGnLqMQKQPRTZ3xODb3XVZnHua21bCpL0TPP3NU4mXfD1cCuffEybcAAuCOwkSuBh86sQXC6LTvrs2KIQ7_ni7HNqZNBDUUrmY52QgZjHqBou22HA_13K5m8JJfjK2sGVzLMao_gQ9T6xYeKxd-s7UxRP', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJBdGkQVzxbGgRpFO7DypwNpI
OPERATIONAL,"CGHX+FQV, Jl. Hawai Sentani, Nendali, Kec. Sentani Tim., Kabupaten Jayapura, Papua 99359, Indonesia","{'location': {'lat': -2.5634286, 'lng': 140.5447109}, 'viewport': {'northeast': {'lat': -2.562060220107278, 'lng': 140.5460859298927}, 'southwest': {'lat': -2.564759879892722, 'lng': 140.5433862701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,The Heaven,ChIJy2Wb--fxbGgR22pc6hrwqxk,0.0,ChIJy2Wb--fxbGgR22pc6hrwqxk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJy2Wb--fxbGgR22pc6hrwqxk
OPERATIONAL,"Waiya, Depapre, Jayapura Regency, Papua, Indonesia","{'location': {'lat': -2.4497067, 'lng': 140.3585235}, 'viewport': {'northeast': {'lat': -2.44783085, 'lng': 140.3595669798927}, 'southwest': {'lat': -2.455334249999999, 'lng': 140.3568673201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Pelabuhan Depapre,ChIJ28imDh3nbGgRxP7z9NhZHuQ,4.3,ChIJ28imDh3nbGgRxP7z9NhZHuQ,"['tourist_attraction', 'point_of_interest', 'establishment']",11,"{'compound_code': 'H925+4C Waiya, Jayapura Regency, Papua, Indonesia', 'global_code': '6R92H925+4C'}",,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101868246094976237772"">Denny Alfredw</a>'], 'photo_reference': 'AUGGfZmdm2pMqCxGVIPVhnseaLe5DTCELCezFp-B7FUIJbTSTL9hpgSdxqJE2rrdS6ogUigmOKOHbcpURsahLL6gkSD1Qsb3AI-bzUhYdoxkEDsAykUKwJ0KfHLLEdn1xOHoe-m9aQVo_RpilpbolwtBJROwg1KCmGPvTTy9FfxPGG2h4hB3', 'width': 4160}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ28imDh3nbGgRxP7z9NhZHuQ
CLOSED_TEMPORARILY,"8H7M+74C, Unnamed Road, Yokiwa, Kec. Sentani Tim., Kabupaten Jayapura, Papua 99351, Indonesia","{'location': {'lat': -2.6868131, 'lng': 140.5827633}, 'viewport': {'northeast': {'lat': -2.684001050000001, 'lng': 140.5843841298928}, 'southwest': {'lat': -2.68775045, 'lng': 140.5816844701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Menara Rukundakha,ChIJw7GbA9aNbGgRmBGPyAQe6Pk,0.0,ChIJw7GbA9aNbGgRmBGPyAQe6Pk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJw7GbA9aNbGgRmBGPyAQe6Pk
OPERATIONAL,"CGPV+MC5, Hinekombe, Sentani, Sentani Kota, Jayapura, Kabupaten Jayapura, Papua 99352, Indonesia","{'location': {'lat': -2.5633567, 'lng': 140.5436127}, 'viewport': {'northeast': {'lat': -2.561938720107277, 'lng': 140.5449992298927}, 'southwest': {'lat': -2.564638379892722, 'lng': 140.5422995701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Monumen Douglas Mac Arthur,ChIJgal_-1PubGgRT3i-SU0lfuA,4.5,ChIJgal_-1PubGgRT3i-SU0lfuA,"['tourist_attraction', 'point_of_interest', 'establishment']",569,,,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110768794487847337081"">Arif Pamungkas</a>'], 'photo_reference': 'AUGGfZmHKxO9bvtwjZjqemwrU9RoE2YfUQuJZpFpjKbHjBEC9NwlrjRpO9DpUONnlxC0J2kRcWq49DkJ3TBy7YFmNqQNqvFXmoGzTiUuXXLY8Hq7vNpONN12UQkZ0IyIqSqbpErvb9tiVLpxioNjWX2F7D1W-zfR4Br89oTTayzwr3dlpMvh', 'width': 4128}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJgal_-1PubGgRT3i-SU0lfuA
OPERATIONAL,"8GJX+FP, Atabar, Ebungfau, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.6687642, 'lng': 140.5493124}, 'viewport': {'northeast': {'lat': -2.66482235, 'lng': 140.5506609}, 'southwest': {'lat': -2.67007815, 'lng': 140.5452669}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Malakha,ChIJS1UY85CNbGgReZisT_4fDCg,5.0,ChIJS1UY85CNbGgReZisT_4fDCg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115538820987163348099"">A Google User</a>'], 'photo_reference': 'AUGGfZkAGCxTkijfG_DADfIQ7YhGcqZp6ArOLhuKq5UfsdSNEs9LIwD-2Ab_POjhrnabv0Yy54yKDKTB6rk98mM4XnxVypxBk3_YSzI1hQGVpvh6PTfizQE3agI8x40GKHymDZAtmlS_VB4ofK3l1bGFZraQZPbjbTjYPQJKUJG-MDNxagU', 'width': 1040}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJS1UY85CNbGgReZisT_4fDCg
OPERATIONAL,"CFM7+5R9, Unnamed Road, Doyo Lama, Distrik Waibu, Kabupaten Jayapura, Papua 99352, Indonesia","{'location': {'lat': -2.5670832, 'lng': 140.4646007}, 'viewport': {'northeast': {'lat': -2.565234920107278, 'lng': 140.4661866798928}, 'southwest': {'lat': -2.567934579892722, 'lng': 140.4634870201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Alien ( JJKS ),ChIJN2he-WHvbGgRDsbUoJz4HhI,0.0,ChIJN2he-WHvbGgRDsbUoJz4HhI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJN2he-WHvbGgRDsbUoJz4HhI
OPERATIONAL,"H7VC+9W, Meukisi, Kabupaten Jayapura, Papua, Indonesia","{'location': {'lat': -2.4065378, 'lng': 140.2723693}, 'viewport': {'northeast': {'lat': -2.405187970107278, 'lng': 140.2737191298927}, 'southwest': {'lat': -2.407887629892723, 'lng': 140.2710194701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Doto'x pu tempat,ChIJZY9NPwDfbGgRdW7FbSEiwFo,0.0,ChIJZY9NPwDfbGgRdW7FbSEiwFo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJZY9NPwDfbGgRdW7FbSEiwFo
OPERATIONAL,"HCMG+JGF, Unnamed Road, Doromena, Distrik Depapre, Kabupaten Jayapura, Papua 99353, Indonesia","{'location': {'lat': -2.4159293, 'lng': 140.4262865}, 'viewport': {'northeast': {'lat': -2.414904320107278, 'lng': 140.4275679798927}, 'southwest': {'lat': -2.417603979892722, 'lng': 140.4248683201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Patung Penginjil Yohanes Bremer, Kampung Yewena, Dormena.",ChIJaUwjROzhbGgRykj0TTzr94s,5.0,ChIJaUwjROzhbGgRykj0TTzr94s,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102575671604827321348"">marthen wabdaron</a>'], 'photo_reference': 'AUGGfZmOUhtJxJFb5jDey9AALVcvkS0wNNIouLprrWp3niZLadcaGm1C8w05j5jg4Ncz14CILivatRihqMUpCE9ktO67HMMQ1HQE4do5QUa5HPbbXN3OIZurnXnOOWdf0ToYlF74DK9DL52RaymSQpe571SNADwT-H-1JR31WUqFPmTxonKH', 'width': 4128}]",,https://www.google.com/maps/place/?q=place_id:ChIJaUwjROzhbGgRykj0TTzr94s
OPERATIONAL,"CG5J+3M3, Ifar Besar, Sentani, Jayapura Regency, Papua, Indonesia","{'location': {'lat': -2.5923549, 'lng': 140.5316737}, 'viewport': {'northeast': {'lat': -2.588362500000001, 'lng': 140.53438285}, 'southwest': {'lat': -2.5936857, 'lng': 140.53077065}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Khulang Mokho,ChIJZURYVv_zbGgRTizJYZ3yQFA,5.0,ChIJZURYVv_zbGgRTizJYZ3yQFA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 4068, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109111469547866670171"">A Google User</a>'], 'photo_reference': 'AUGGfZkpH8yYawNSncbRYRlFD2e3BCSotErbTyNufdboj-Bv47geEeE5V2u-2T0e6xFkjdB6sz01fsuaIzsIWj5l7uqV7JuLHwgCVGIUU3r59siLWrg0SJ7Dmgl4FuWQxCOd2_o-ksDl-7kg4WGEc0pMZb85bnMKTHquBps9xJtP_zczzunY', 'width': 3019}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJZURYVv_zbGgRTizJYZ3yQFA
CLOSED_TEMPORARILY,"9GMP+2VR, Ebungfa, Ebungfau, Jayapura Regency, Papua, Indonesia","{'location': {'lat': -2.6173935, 'lng': 140.5371315}, 'viewport': {'northeast': {'lat': -2.616043670107278, 'lng': 140.5384813298927}, 'southwest': {'lat': -2.618743329892722, 'lng': 140.5357816701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung kaisar & ratu,ChIJKdIVZarzbGgRtPTGjCM2TD4,0.0,ChIJKdIVZarzbGgRtPTGjCM2TD4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJKdIVZarzbGgRtPTGjCM2TD4
OPERATIONAL,"Kwadeware, Waibu, Jayapura Regency, Papua 99352, Indonesia","{'location': {'lat': -2.5949067, 'lng': 140.4408184}, 'viewport': {'northeast': {'lat': -2.593556870107277, 'lng': 140.4421682298927}, 'southwest': {'lat': -2.596256529892722, 'lng': 140.4394685701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Yotoro,ChIJSQY3FTDtbGgRiRKVK8kcJA0,4.5,ChIJSQY3FTDtbGgRiRKVK8kcJA0,"['tourist_attraction', 'point_of_interest', 'establishment']",17,"{'compound_code': 'CC4R+28 Kwadeware, Jayapura Regency, Papua, Indonesia', 'global_code': '6R92CC4R+28'}",,"[{'height': 1822, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105845721507974717574"">A Google User</a>'], 'photo_reference': 'AUGGfZlZxOPorh2lqMkAcOg8FG8jlgM5Oci5CP9gErKdtP47e2ZSMKbuogEe_pJzzXtu85OoQi1_NQrI4Ibjtk-CuyAjY6XS6Hc-nkQkxb1dE9r21KDvdEryMM3-Hcz-vJDpD7KJliT8XCbK_Cl_A53TvmXHZnL4nsI4CvlESUmlhrsrDrbz', 'width': 4080}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJSQY3FTDtbGgRiRKVK8kcJA0
OPERATIONAL,"FF93+H83, Jl. Raya Doyo Baru, Bambar, Distrik Waibu, Kabupaten Jayapura, Papua 99352, Indonesia","{'location': {'lat': -2.5311198, 'lng': 140.4533053}, 'viewport': {'northeast': {'lat': -2.529795570107277, 'lng': 140.4546367298927}, 'southwest': {'lat': -2.532495229892722, 'lng': 140.4519370701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Werenggikma,ChIJa8tfGgDvbGgRKD0EWrdqevs,0.0,ChIJa8tfGgDvbGgRKD0EWrdqevs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJa8tfGgDvbGgRKD0EWrdqevs
OPERATIONAL,"9GWQ+53, Hobong, Sentani, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.6046157, 'lng': 140.5376579}, 'viewport': {'northeast': {'lat': -2.603265870107278, 'lng': 140.5390077298927}, 'southwest': {'lat': -2.605965529892722, 'lng': 140.5363080701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Masolo,ChIJ2a5ieLvzbGgRgrYyofTdxAk,5.0,ChIJ2a5ieLvzbGgRgrYyofTdxAk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 763, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110242681777832489209"">max time</a>'], 'photo_reference': 'AUGGfZnWwmUrwr32df9wblVS_qkJF5RZCMKySeFgWiod6gK5mMVxA9L6V4sYnBbGgfXM2ecv3G-bhWPJtZxaI-v7aG6dKKbGGo7F2W5gRki2q1Fgz8EeJocf5pwUZrEx4b6O00p3lUcNET_uPz7RP51gfJGX8lmHqs7daRqVgBfPxKCtl7S9', 'width': 514}]",,https://www.google.com/maps/place/?q=place_id:ChIJ2a5ieLvzbGgRgrYyofTdxAk
