business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,permanently_closed,photos,plus_code,url
OPERATIONAL,"9FVG+WH, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.6051261, 'lng': 105.4764955}, 'viewport': {'northeast': {'lat': -4.60426285, 'lng': 105.4778004298927}, 'southwest': {'lat': -4.607715850000002, 'lng': 105.4751007701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Area lungko,ChIJ3Q3YegBrPy4RxRlDtv5q2D0,0.0,ChIJ3Q3YegBrPy4RxRlDtv5q2D0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3Q3YegBrPy4RxRlDtv5q2D0
OPERATIONAL,"7C8V+8M, Sendang Agung Mataram, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.734280099999999, 'lng': 105.4441619}, 'viewport': {'northeast': {'lat': -4.732970120107277, 'lng': 105.4455221798927}, 'southwest': {'lat': -4.735669779892721, 'lng': 105.4428225201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah doni,ChIJ76ggeABnPy4RT0YViu9rA1o,0.0,ChIJ76ggeABnPy4RT0YViu9rA1o,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ76ggeABnPy4RT0YViu9rA1o
OPERATIONAL,"CG56+HG8, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.5910758, 'lng': 105.5113157}, 'viewport': {'northeast': {'lat': -4.589725970107278, 'lng': 105.5126655298927}, 'southwest': {'lat': -4.592425629892722, 'lng': 105.5099658701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat casting baung,ChIJTZUgAwBtPy4Reo6u_NSgSh8,0.0,ChIJTZUgAwBtPy4Reo6u_NSgSh8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJTZUgAwBtPy4Reo6u_NSgSh8
OPERATIONAL,"6M8G+PR2, Bina Karya Buana, Rumbia, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.783244499999999, 'lng': 105.6770101}, 'viewport': {'northeast': {'lat': -4.781894670107278, 'lng': 105.6783599298927}, 'southwest': {'lat': -4.784594329892721, 'lng': 105.6756602701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gubuk alim,ChIJw2RuUEV7Py4RovIZBhe0l8c,0.0,ChIJw2RuUEV7Py4RovIZBhe0l8c,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJw2RuUEV7Py4RovIZBhe0l8c
OPERATIONAL,"6JXR+QG, Bina Karya Buana, Rumbia, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.750623, 'lng': 105.641324}, 'viewport': {'northeast': {'lat': -4.749266770107279, 'lng': 105.6426813298927}, 'southwest': {'lat': -4.751966429892723, 'lng': 105.6399816701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun,ChIJZdA_euh7Py4R5A3cRxcbYG8,3.3,ChIJZdA_euh7Py4R5A3cRxcbYG8,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117986356164493380851"">A Google User</a>'], 'photo_reference': 'AUGGfZkbgdKDlr1puwYsQf6-ZcU14ZscKPVbmW1Ovz8ARoRTB5PSDve_jNM-0CcivkgInRqW0bl5hWdKOWfezllaaLjFYxvguaw3uYoKQjo8QK_Vv49vy-JrUv-jq6zUsOure0Ledh3CUELP7qDJaz1zYZnzcsWWns_nv7BDY4LBMSbFQPy3', 'width': 2592}]",,https://www.google.com/maps/place/?q=place_id:ChIJZdA_euh7Py4R5A3cRxcbYG8
OPERATIONAL,"9FWC+7F5, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.6043554, 'lng': 105.47123}, 'viewport': {'northeast': {'lat': -4.603163550000001, 'lng': 105.4726471298927}, 'southwest': {'lat': -4.607930949999999, 'lng': 105.4699474701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit randuan,ChIJUS_RDABrPy4RhFQPby4BhP8,0.0,ChIJUS_RDABrPy4RhFQPby4BhP8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJUS_RDABrPy4RhFQPby4BhP8
OPERATIONAL,"7M6C+X6W, Rawa Betik, Seputih Surabaya, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.737508099999999, 'lng': 105.6705801}, 'viewport': {'northeast': {'lat': -4.736158270107277, 'lng': 105.6719299298927}, 'southwest': {'lat': -4.73885792989272, 'lng': 105.6692302701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nggon suket,ChIJg9s3WQB7Py4RtHiyVQOdS5M,0.0,ChIJg9s3WQB7Py4RtHiyVQOdS5M,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJg9s3WQB7Py4RtHiyVQOdS5M
OPERATIONAL,"7M78+CW, Rawa Betik, Seputih Surabaya, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.7364609, 'lng': 105.6672828}, 'viewport': {'northeast': {'lat': -4.735111070107278, 'lng': 105.6686326298927}, 'southwest': {'lat': -4.737810729892722, 'lng': 105.6659329701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot casting,ChIJKUL1JQB7Py4R069vtO1BGrk,0.0,ChIJKUL1JQB7Py4R069vtO1BGrk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJKUL1JQB7Py4R069vtO1BGrk
OPERATIONAL,"7M53+J4J, Jl. Gaya Baru VII, Gaya Baru Enam, Kec. Seputih Surabaya, Kabupaten Lampung Tengah, Lampung 34158, Indonesia","{'location': {'lat': -4.7409143, 'lng': 105.6527519}, 'viewport': {'northeast': {'lat': -4.739564470107279, 'lng': 105.6541017298927}, 'southwest': {'lat': -4.742264129892723, 'lng': 105.6514020701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ROWOGAJAH BEACH,ChIJqbuUqRB7Py4R_pDv8e0v4JY,5.0,ChIJqbuUqRB7Py4R_pDv8e0v4JY,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,{'open_now': True},,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102145826050224393236"">A Google User</a>'], 'photo_reference': 'AUGGfZkHfJOsbk4Rh2lkQo9XAJHeyruapGuiUfQGrXBDoDKGcnnUZs2GxGhhP7h9I4PO_6oyldjE9pbSjyyTtw6nPQaRjW9MmwOV0Q7DtmUaf662pjQZQUg7rffjfUmZzzmnlgjVi82ZkB2rEFcxgSyUf9XmfS0x9rTidLoJ6lyWbQ3DDtq1', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJqbuUqRB7Py4R_pDv8e0v4JY
OPERATIONAL,"7J3M+H6, Gaya Baru Delapan, Seputih Surabaya, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.746116300000001, 'lng': 105.6330856}, 'viewport': {'northeast': {'lat': -4.745426370107278, 'lng': 105.63471045}, 'southwest': {'lat': -4.748126029892722, 'lng': 105.62821105}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PULAU PASIR,ChIJJY4G7RN7Py4RGAICfrVeXbM,0.0,ChIJJY4G7RN7Py4RGAICfrVeXbM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJY4G7RN7Py4RGAICfrVeXbM
OPERATIONAL,"7J3Q+36R, Unnamed Road, Gaya Baru Delapan, Kec. Seputih Surabaya, Kabupaten Lampung Tengah, Lampung 34158, Indonesia","{'location': {'lat': -4.747262699999999, 'lng': 105.6380205}, 'viewport': {'northeast': {'lat': -4.745448570107278, 'lng': 105.6395316298927}, 'southwest': {'lat': -4.748148229892722, 'lng': 105.6368319701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat Pemancingan Alam Sawir,ChIJK4HH8nF7Py4R_k8SREJ55bE,5.0,ChIJK4HH8nF7Py4R_k8SREJ55bE,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,{'open_now': True},,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102917961095171111748"">ahsan al hidayat</a>'], 'photo_reference': 'AUGGfZnrtkcqQQVBYz32a1aCVM4QfM_JEazaeqyER-BHAlFXAEUbMiOh6mogp93lj5s9NhponPAyrkiSf1zPppXK6ccQs858idIOZwt7GbM0Jo3Qp1LRTtJ75LX8a-Q6hQ4y2iI8aDcJpMVjKQShLcZspyPq6GmQdrmJaLTpXVUut2OsbZQP', 'width': 3840}]",,https://www.google.com/maps/place/?q=place_id:ChIJK4HH8nF7Py4R_k8SREJ55bE
OPERATIONAL,"CF95+222, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.5824761, 'lng': 105.4575273}, 'viewport': {'northeast': {'lat': -4.580883170107279, 'lng': 105.4588744298927}, 'southwest': {'lat': -4.583582829892722, 'lng': 105.4561747701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lebung nila,ChIJib0lMwBrPy4ROAL0sQtyypQ,0.0,ChIJib0lMwBrPy4ROAL0sQtyypQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJib0lMwBrPy4ROAL0sQtyypQ
OPERATIONAL,"CFQG+927, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.561598, 'lng': 105.4750368}, 'viewport': {'northeast': {'lat': -4.560577300000001, 'lng': 105.4763969298927}, 'southwest': {'lat': -4.564660099999998, 'lng': 105.4736972701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lebung Kamal,ChIJa8_iBwBrPy4RekOziVYlvsc,0.0,ChIJa8_iBwBrPy4RekOziVYlvsc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJa8_iBwBrPy4RekOziVYlvsc
OPERATIONAL,"CHP3+PR, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.5632016, 'lng': 105.5545063}, 'viewport': {'northeast': {'lat': -4.561218720107277, 'lng': 105.5558341798927}, 'southwest': {'lat': -4.563918379892722, 'lng': 105.5531345201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat casting kamal,ChIJY1g6PgBtPy4REDdigKY5_Qc,0.0,ChIJY1g6PgBtPy4REDdigKY5_Qc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJY1g6PgBtPy4REDdigKY5_Qc
OPERATIONAL,"CFCH+HG5, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.5786096, 'lng': 105.4788649}, 'viewport': {'northeast': {'lat': -4.575875399999998, 'lng': 105.4802116798927}, 'southwest': {'lat': -4.579521000000002, 'lng': 105.4775120201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat kasting ikan jujung,ChIJPVG0MQBrPy4RZZjp6NApLl0,0.0,ChIJPVG0MQBrPy4RZZjp6NApLl0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPVG0MQBrPy4RZZjp6NApLl0
OPERATIONAL,"5JXF+8GP, Rantau Jaya Makmur, Putra Rumbia, Central Lampung Regency, Lampung 34157, Indonesia","{'location': {'lat': -4.791774, 'lng': 105.6510671}, 'viewport': {'northeast': {'lat': -4.790415870107276, 'lng': 105.6524099298927}, 'southwest': {'lat': -4.79311552989272, 'lng': 105.6497102701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung Pegadungan RJM,ChIJVUZ643F7Py4RVZRyvR4bAcg,5.0,ChIJVUZ643F7Py4RVZRyvR4bAcg,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,{'open_now': True},,"[{'height': 798, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117404630474350349160"">A Google User</a>'], 'photo_reference': 'AUGGfZm7mjKROWPk3ue930VGRpRPziD85gpnbNT8npbWkV7GiRpfhC25AZEqHup00CvAiJLNdUdCDylW2RDdPpPMojhRjfLxUdRPkfnLgCeYUESr-tWuRD8skSxuiA6zu_fwGtHNqXH5uQS-9uTfM434p8yqR1ERI9AWZmCNSTo67MrDaY2g', 'width': 798}]",,https://www.google.com/maps/place/?q=place_id:ChIJVUZ643F7Py4RVZRyvR4bAcg
OPERATIONAL,"6G5P+WP, Rukti Basuki, Rumbia, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.7901668, 'lng': 105.536751}, 'viewport': {'northeast': {'lat': -4.789049970107278, 'lng': 105.5380596798927}, 'southwest': {'lat': -4.791749629892722, 'lng': 105.5353600201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ladang jagung manis HKS,ChIJaUuccgBlPy4RGRCE_1MWzg8,0.0,ChIJaUuccgBlPy4RGRCE_1MWzg8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJaUuccgBlPy4RGRCE_1MWzg8
OPERATIONAL,"8CM6+MF, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.6658157, 'lng': 105.411226}, 'viewport': {'northeast': {'lat': -4.664328070107278, 'lng': 105.4125739798927}, 'southwest': {'lat': -4.667027729892722, 'lng': 105.4098743201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot mancing kamal dan jujung,ChIJPXdGVXppPy4RmbXR_YCDZt0,0.0,ChIJPXdGVXppPy4RmbXR_YCDZt0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPXdGVXppPy4RmbXR_YCDZt0
OPERATIONAL,"9FXC+MVM, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung 34164, Indonesia","{'location': {'lat': -4.6007792, 'lng': 105.4721601}, 'viewport': {'northeast': {'lat': -4.599193720107277, 'lng': 105.4735097298927}, 'southwest': {'lat': -4.601893379892721, 'lng': 105.4708100701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam nila,ChIJid9YZwBrPy4RSVwdQnQN8Zw,0.0,ChIJid9YZwBrPy4RSVwdQnQN8Zw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJid9YZwBrPy4RSVwdQnQN8Zw
OPERATIONAL,"CCM5+36, Terbanggi Ilir, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.5673194, 'lng': 105.4080208}, 'viewport': {'northeast': {'lat': -4.565982370107277, 'lng': 105.4097767298927}, 'southwest': {'lat': -4.568682029892721, 'lng': 105.4070770701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,lebung riset,ChIJZ79ocQBrPy4RSsdZJJHQSpY,0.0,ChIJZ79ocQBrPy4RSsdZJJHQSpY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJZ79ocQBrPy4RSsdZJJHQSpY
