business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,plus_code,opening_hours,url
OPERATIONAL,"W3F4+VWM, Sri Katon, Anak Tuha, Central Lampung Regency, Lampung 34173, Indonesia","{'location': {'lat': -5.0740399, 'lng': 105.0572284}, 'viewport': {'northeast': {'lat': -5.073334220107277, 'lng': 105.0586892298927}, 'southwest': {'lat': -5.076033879892721, 'lng': 105.0559895701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rawa Kenam,ChIJW8bBWguzQC4R_Ve73Iz5PFQ,0.0,ChIJW8bBWguzQC4R_Ve73Iz5PFQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113809451203060199275"">A Google User</a>'], 'photo_reference': 'AUGGfZm2vDmdUki-om--XhGT9gGV8foGM_Y7PqMFFDH_LMNPOZi6OocZvr3eShezNcqwID5N3TUKjajmDRSpc0aEWWw4Ed_nMueQJeGQWzHgIzmq7TF7LK6GZVBA-3DqXvkPQbDXqs072T3SjIXfzxIyv8fKC8SOMCS95rQHLPFEuUYydeJO', 'width': 4608}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJW8bBWguzQC4R_Ve73Iz5PFQ
OPERATIONAL,"RXHM+V2P, Jl. M.H. Thamrin, Ponco Warno, Kec. Kalirejo, Kabupaten Lampung Tengah, Lampung 34174, Indonesia","{'location': {'lat': -5.170289899999999, 'lng': 104.9825694}, 'viewport': {'northeast': {'lat': -5.168921170107279, 'lng': 104.9839185798927}, 'southwest': {'lat': -5.171620829892722, 'lng': 104.9812189201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nyore nggak?,ChIJ37KBiOZLRy4RnwObtQ7mQCI,5.0,ChIJ37KBiOZLRy4RnwObtQ7mQCI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114673567339516347529"">A Google User</a>'], 'photo_reference': 'AUGGfZnR4AW4ZQapsft0LVNmQWyJAvdQqf0eOxQrcty9y77C9813NWgtsGlDMOnYlIrhy_oBSrtuPV9qRA2_P4i-RbyuZyBhyElPdaqgkYWgS-X_UZQ5QgRSz169gogz8c4tFAIR4G0F9gAo4osfdUqojHVsXyKhYOpcdq9p4HMowo5KASdD', 'width': 1280}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ37KBiOZLRy4RnwObtQ7mQCI
OPERATIONAL,"QXWW+533, Jl. Raya Sukosari, Sukosari, Kec. Kalirejo, Kabupaten Lampung Tengah, Lampung 34174, Indonesia","{'location': {'lat': -5.2046205, 'lng': 104.9951731}, 'viewport': {'northeast': {'lat': -5.203270670107278, 'lng': 104.9965229298927}, 'southwest': {'lat': -5.205970329892722, 'lng': 104.9938232701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebon pisang cavendish Dwi putra,ChIJ3abgBKJLRy4RYw0IXqBqFDk,4.0,ChIJ3abgBKJLRy4RYw0IXqBqFDk,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110559401032916664729"">A Google User</a>'], 'photo_reference': 'AUGGfZnWAUw2Xi2wPFPu16eteXxES5YNp0EcGWX3Vd07rBTsFMDTu7p-soUFQ8YnNVF18kSCycuJy7Ub1yYmAFCZdpG-nc3WACjX-k-lvdsJ-nvgZrQNPYex14XsT0EgClUMsFqAK7W0zVo-6gUHqn2BhlEU4iJhG_rKjfAaRoXzqDA_x6XF', 'width': 1080}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ3abgBKJLRy4RYw0IXqBqFDk
OPERATIONAL,"W3HG+RFP, Jaya Sakti, Anak Tuha, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.070414899999999, 'lng': 105.0761999}, 'viewport': {'northeast': {'lat': -5.068720970107277, 'lng': 105.0774861798927}, 'southwest': {'lat': -5.071420629892721, 'lng': 105.0747865201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelabuhan merak,ChIJ48TsLQCzQC4R8WGq9rsXA6Y,0.0,ChIJ48TsLQCzQC4R8WGq9rsXA6Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ48TsLQCzQC4R8WGq9rsXA6Y
OPERATIONAL,"W4FP+735, Sinar Banten/Bekri, Bekri, Central Lampung Regency, Lampung 34162, Indonesia","{'location': {'lat': -5.0768672, 'lng': 105.1352432}, 'viewport': {'northeast': {'lat': -5.075450470107278, 'lng': 105.13733945}, 'southwest': {'lat': -5.078150129892721, 'lng': 105.13454445}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Way Tipo,ChIJP5CAXqmxQC4RkwplpmNXAZU,5.0,ChIJP5CAXqmxQC4RkwplpmNXAZU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJP5CAXqmxQC4RkwplpmNXAZU
OPERATIONAL,"RX39+76P dusun 7, Sri Dadi, Kec. Kalirejo, Kabupaten Lampung Tengah, Lampung 34174, Indonesia","{'location': {'lat': -5.196782799999999, 'lng': 104.9680914}, 'viewport': {'northeast': {'lat': -5.195357970107278, 'lng': 104.9696363298927}, 'southwest': {'lat': -5.198057629892721, 'lng': 104.9669366701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu putih,ChIJQ-F2DABLRy4RmkBBFuLUn10,0.0,ChIJQ-F2DABLRy4RmkBBFuLUn10,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJQ-F2DABLRy4RmkBBFuLUn10
OPERATIONAL,"VXCJ+J52, Jl. Raya Sidomulyo, Margorejo, Kec. Padang Ratu, Kabupaten Lampung Tengah, Lampung 34173, Indonesia","{'location': {'lat': -5.1284781, 'lng': 104.9803858}, 'viewport': {'northeast': {'lat': -5.127128670107278, 'lng': 104.9817692798927}, 'southwest': {'lat': -5.129828329892722, 'lng': 104.9790696201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tengah sawah,ChIJA7UczlBNRy4RYYo3oQk2U3k,3.0,ChIJA7UczlBNRy4RYYo3oQk2U3k,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107808575616778771909"">A Google User</a>'], 'photo_reference': 'AUGGfZmap4-eu6oJ2n0UfcMQNv4yc45BMUuqRf0s2WxdBAcZc9edkT-cPD7dt_wl_IWdsIa9WZlsi9QRTmaWMVEgasbrV4VRiF3gJ_Ez8_zXfIPY-g-ZAwgPhCDc1XqP5-W6UOslYDX7KmY1_71bND1uRFScosUxFDXmrQC-4QCsFbdrxxRi', 'width': 1472}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJA7UczlBNRy4RYYo3oQk2U3k
OPERATIONAL,"VXP7+2R, Surabaya, Padang Ratu, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.114967, 'lng': 104.964561}, 'viewport': {'northeast': {'lat': -5.114220220107278, 'lng': 104.9659166798927}, 'southwest': {'lat': -5.116919879892722, 'lng': 104.9632170201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kolam kodok Sahang,ChIJYexkttpNRy4RHjRTZwZ5570,2.0,ChIJYexkttpNRy4RHjRTZwZ5570,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113144753884765008717"">A Google User</a>'], 'photo_reference': 'AUGGfZnRkMZLAwjIRGEJgydg0RSj_2CVIZG8uE9l7o9r_pumAt2NKhAJA_GqtjvHU6Cf0UUcj9Dubo_lBEmjivxwcYOuajfaeUU0zSJAJ9XNnQD-BDVbtw39IdBq2fS-NXrJQ81Ay2GCAv4NNlJgU_6NIOVw1VkEe6tciUSX9-pTCvPtxLLN', 'width': 1836}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJYexkttpNRy4RHjRTZwZ5570
OPERATIONAL,"W487+PR5, Sinar Banten/Bekri, Bekri, Central Lampung Regency, Lampung 34162, Indonesia","{'location': {'lat': -5.0832358, 'lng': 105.1146143}, 'viewport': {'northeast': {'lat': -5.081803120107278, 'lng': 105.11780615}, 'southwest': {'lat': -5.084502779892722, 'lng': 105.11355035}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak bekri,ChIJzeodoC-zQC4Ra9GyzfJgLGs,4.6,ChIJzeodoC-zQC4Ra9GyzfJgLGs,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102558111472981083442"">Iman Muda</a>'], 'photo_reference': 'AUGGfZlcLsIx31ipBFhu5uVxoPirjjwjx6EXXVoiB58MgpFv-6yKnkboSxGygSsYIJWAnUW7vksh842NtdI2YmraUB01MeJhOKPwSv0xH99_jhcEq7D-oP12agCCKvP2i2L7q_oP7JobLWDCE7uGc3dhm7yFA_OZpgHanDCG2mVjgPAmbDLW', 'width': 1280}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJzeodoC-zQC4Ra9GyzfJgLGs
OPERATIONAL,"W4FP+VRW, Sinar Banten/Bekri, Bekri, Central Lampung Regency, Lampung 34162, Indonesia","{'location': {'lat': -5.0749349, 'lng': 105.137057}, 'viewport': {'northeast': {'lat': -5.073581520107278, 'lng': 105.1384864298927}, 'southwest': {'lat': -5.076281179892722, 'lng': 105.1357867701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah bekri,ChIJCcPtMgCxQC4R7raqUehFJGU,0.0,ChIJCcPtMgCxQC4R7raqUehFJGU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJCcPtMgCxQC4R7raqUehFJGU
OPERATIONAL,"VV4W+H7, Payung Dadi, Pubian, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.1435621, 'lng': 104.895682}, 'viewport': {'northeast': {'lat': -5.142559250000001, 'lng': 104.8970664298927}, 'southwest': {'lat': -5.146570649999999, 'lng': 104.8943667701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DAM SENDANG MUKTI,ChIJ5-B_6-lJRy4RgmdElTJ0zxE,0.0,ChIJ5-B_6-lJRy4RgmdElTJ0zxE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110206683154583279669"">A Google User</a>'], 'photo_reference': 'AUGGfZmyB2EwdJFPajht6ZpHoxro_oUAciMD8ABVhYdG__SbRr60RYCPRQhvxKR0DKRzwkxUD1H9VCGU7cLZKIkYZ4Ji2f1-HmVZO6vIbJV0_GENB_TowUEX0C7FZnH7rFOmfB8Qz7UkIAkm_9IzCjk9f-C8vUdUqtJK5rLw6FXx-E4NdsBu', 'width': 3120}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ5-B_6-lJRy4RgmdElTJ0zxE
OPERATIONAL,"RXV3+J92, Sendang Ayu, Padang Ratu, Central Lampung Regency, Lampung 34174, Indonesia","{'location': {'lat': -5.1559913, 'lng': 104.9533984}, 'viewport': {'northeast': {'lat': -5.154618120107279, 'lng': 104.9546966798927}, 'southwest': {'lat': -5.157317779892723, 'lng': 104.9519970201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Tirta Purwodadi,ChIJx4-eFk5LRy4RFMm7OMHla0Q,4.5,ChIJx4-eFk5LRy4RFMm7OMHla0Q,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109583844593449029747"">A Google User</a>'], 'photo_reference': 'AUGGfZkmI7uwruQSEps9H_tiAPd8hufmOrDzwnEQeouTIfrWH5jLXpz3kcOFQ1arfSrbwUGPC_F41LItxF2pLVLrEO0aYVcgAXV7x4Fx36BVb6W9Q1TTYbTGA6fUNjUG4RJP-6A2JLdMSvFj-u89xR6FXPFxVCfJ4RPnuZWqaS2AOrTZmMJ1', 'width': 4096}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJx4-eFk5LRy4RFMm7OMHla0Q
OPERATIONAL,"QXXM+PJV, Sukosari, Kalirejo, Central Lampung Regency, Lampung 34174, Indonesia","{'location': {'lat': -5.2006495, 'lng': 104.984055}, 'viewport': {'northeast': {'lat': -5.199427420107278, 'lng': 104.9854205798927}, 'southwest': {'lat': -5.202127079892722, 'lng': 104.9827209201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Jeruk,ChIJgYNNZuxLRy4RRkNYEkqgU38,5.0,ChIJgYNNZuxLRy4RRkNYEkqgU38,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJgYNNZuxLRy4RRkNYEkqgU38
OPERATIONAL,"R28W+6F, Sidorejo, Bangunrejo, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.1844396, 'lng': 105.0461334}, 'viewport': {'northeast': {'lat': -5.183283070107279, 'lng': 105.0512307}, 'southwest': {'lat': -5.185982729892723, 'lng': 105.0444343}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Danau kenanga,ChIJI_GhGO21QC4R7GqX8W3rfMw,0.0,ChIJI_GhGO21QC4R7GqX8W3rfMw,"['park', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJI_GhGO21QC4R7GqX8W3rfMw
OPERATIONAL,"VVXW+8F2, Payung Rejo, Pubian, Central Lampung Regency, Lampung 34176, Indonesia","{'location': {'lat': -5.1019011, 'lng': 104.8962476}, 'viewport': {'northeast': {'lat': -5.100575420107278, 'lng': 104.8975963798927}, 'southwest': {'lat': -5.103275079892722, 'lng': 104.8948967201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu bolong payung rejo,ChIJlQGkTgBPRy4RjHFMdoOOdhQ,0.0,ChIJlQGkTgBPRy4RjHFMdoOOdhQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJlQGkTgBPRy4RjHFMdoOOdhQ
OPERATIONAL,"V25P+H36, Bangun Rejo, Bangunrejo, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.141076000000001, 'lng': 105.0351552}, 'viewport': {'northeast': {'lat': -5.139743870107278, 'lng': 105.0365218298927}, 'southwest': {'lat': -5.142443529892722, 'lng': 105.0338221701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Alun-Alun Merdeka Bangunrejo,ChIJ3_RTwq61QC4RTcTyh8y52_o,5.0,ChIJ3_RTwq61QC4RTcTyh8y52_o,"['park', 'point_of_interest', 'establishment']",2,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108730097771844558106"">A Google User</a>'], 'photo_reference': 'AUGGfZlkm8c-5l_yKA1QRRxf3YNWYjkYw3lWOpgSWLllYT3hbC2byC__Se8fUYeByvQIelB_-ELjpqn64Otc6Kn3sTkoYs1G3z09KNsh3TqvqG6vZTRymkVM_KzIC9jEKMIZoVwfAni6wPrW-Yft2EzSZF9pJNz6y7RhvgQ90Ja1D7gRXMkQ', 'width': 720}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ3_RTwq61QC4RTcTyh8y52_o
