formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,reference,types,business_status,photos,rating,user_ratings_total,opening_hours,plus_code,permanently_closed,url
"Pancang, Tawau, Bahagian Tawau, North Kalimantan 77483, Indonesia","{'location': {'lat': 4.1665721, 'lng': 117.8638581}, 'viewport': {'northeast': {'lat': 4.167955479892722, 'lng': 117.8652081298927}, 'southwest': {'lat': 4.165255820107278, 'lng': 117.8625084701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Rumah Dua Negara,ChIJh8mzL8WhFTIRrL9A-OQz9s4,ChIJh8mzL8WhFTIRrL9A-OQz9s4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103836210963685291758"">safar fhendoy</a>'], 'photo_reference': 'AUGGfZlawCO_myXahY6n0yQKwmYUVnG5IHb2DgCfVum4VcYOAk6ZzRgIpAzj3kAWsEvw5QCmoXwA5_CMKhQmPNfcEWUaQ88Epq6DObEwNazafQNMCX2Ferw_mveShzKdg0C_2OrOMI-C5UqIi8DOjJUDGTmPnSh2fNBHrahvvJrTXpJLklnD', 'width': 4608}]",4.7,372.0,,"{'compound_code': '5V87+JG Pancang, Nunukan Regency, Kalimantan Timur, Indonesia', 'global_code': '6PPV5V87+JG'}",,https://www.google.com/maps/place/?q=place_id:ChIJh8mzL8WhFTIRrL9A-OQz9s4
"RMVP+4Q5, Sedongon, Lumbis, Nunukan Regency, North Kalimantan 77457, Indonesia","{'location': {'lat': 3.8427632, 'lng': 116.6869883}, 'viewport': {'northeast': {'lat': 3.844113029892722, 'lng': 116.6883381298927}, 'southwest': {'lat': 3.841413370107278, 'lng': 116.6856384701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Desa Taluan,ChIJrfodyPjxFjIRfAgGuR3uPMg,ChIJrfodyPjxFjIRfAgGuR3uPMg,"['lodging', 'point_of_interest', 'establishment']",OPERATIONAL,,4.3,3.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJrfodyPjxFjIRfAgGuR3uPMg
"RRRV+G7, Keras Island, Sembakung, Nunukan Regency, North Kalimantan, Indonesia","{'location': {'lat': 3.8413337, 'lng': 116.8431301}, 'viewport': {'northeast': {'lat': 3.842643379892722, 'lng': 116.8445614798928}, 'southwest': {'lat': 3.839943720107278, 'lng': 116.8418618201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tiga putra motor,ChIJuak3ZKGNFjIR14liPpw4DCk,ChIJuak3ZKGNFjIR14liPpw4DCk,"['car_repair', 'point_of_interest', 'establishment']",OPERATIONAL,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108540192067354548024"">A Google User</a>'], 'photo_reference': 'AUGGfZmnqz12SJj3EKEYX1ZkvMPmVDNJFsO7ThEppcHivG24hvU4sUr0ARdTyiQHllry0URXkTSzNnNgrPVvz0OrC46fRxu-4opjRg3y678YMgvrjENanSb9l53Sk2--tndqfBe_z57_FaDRpdtvbn6N6s2twtyA9tNptxe9x33z0EtoeZ6k', 'width': 1920}]",5.0,3.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJuak3ZKGNFjIR14liPpw4DCk
"4MR8+J3C, Jl. Tien Soharto, Soeharto, Kec. Nunukan, Kabupaten Nunukan, Kalimantan Utara 77482, Indonesia","{'location': {'lat': 4.1415622, 'lng': 117.6651318}, 'viewport': {'northeast': {'lat': 4.142938279892722, 'lng': 117.6664644798928}, 'southwest': {'lat': 4.140238620107278, 'lng': 117.6637648201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sarul,ChIJDyymZAC9FTIRChdj_5SE4fQ,ChIJDyymZAC9FTIRChdj_5SE4fQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJDyymZAC9FTIRChdj_5SE4fQ
"QP3W+25C, Libang, Lumbis, Nunukan Regency, North Kalimantan 77457, Indonesia","{'location': {'lat': 3.7523814, 'lng': 116.7454804}, 'viewport': {'northeast': {'lat': 3.753719679892722, 'lng': 116.7468369798927}, 'southwest': {'lat': 3.751020020107278, 'lng': 116.7441373201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"Penginapan ""ADITIYA""",ChIJFzCVNdntFjIRhANkRPHjkeY,ChIJFzCVNdntFjIRhANkRPHjkeY,"['lodging', 'point_of_interest', 'establishment']",OPERATIONAL,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102574864920361121454"">A Google User</a>'], 'photo_reference': 'AUGGfZmA5Y2dFYURWFfLRoGTg2xcGHiGgs04H7qaLcs7EveMjZ80CLDUG_DCsbCI2eMOAz9InUVemhrzgj49mJ0bVdvVatpe4WNp_OITmx9Pk_uSE9Mvaxn-L7Ung9lMRDAs07c3an1y7bRkH7nFOMw5YWs0ur-rI510urdCxPqUzYioSPK8', 'width': 1280}]",4.6,38.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJFzCVNdntFjIRhANkRPHjkeY
"MMC9+QH, Belayan, Malinau Utara, Malinau Regency, North Kalimantan 77554, Indonesia","{'location': {'lat': 3.6719375, 'lng': 116.6689375}, 'viewport': {'northeast': {'lat': 3.673529199999999, 'lng': 116.67213655}, 'southwest': {'lat': 3.6671624, 'lng': 116.66787115}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Semendurut,ChIJdXO6MwvpFjIRrOGQ5JskipQ,ChIJdXO6MwvpFjIRrOGQ5JskipQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"[{'height': 8000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103539345488084310475"">sofhia nuraini zahra</a>'], 'photo_reference': 'AUGGfZkNDIJr6pD28mplT-2ZJjb9U3RGbch35Nw-0eLNIvPjKcr8ypOdm7ddMWiV_MGlM8SCpwY0s3t55Y_32tKuLIHkrllzt_QMHd3kwJT6fEp1vVeyDilxnvG5VuhqresiI1Js3rrB0nm0qAPPMfaKKCceMGeVjDivf5I0QkmRwvl_9k8r', 'width': 6000}]",4.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJdXO6MwvpFjIRrOGQ5JskipQ
"QP3V+J7C, Libang, Kec. Lumbis, Kabupaten Nunukan, Kalimantan Utara 77457, Indonesia","{'location': {'lat': 3.7540813, 'lng': 116.7431325}, 'viewport': {'northeast': {'lat': 3.755363879892722, 'lng': 116.7444853798927}, 'southwest': {'lat': 3.752664220107278, 'lng': 116.7417857201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Bumi Gaharu Mansalong,ChIJ4d6iUK_tFjIRhV49FkJm21w,ChIJ4d6iUK_tFjIRhV49FkJm21w,"['lodging', 'point_of_interest', 'establishment']",OPERATIONAL,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100499288400569470390"">azwar</a>'], 'photo_reference': 'AUGGfZm2tVqDpCwMKADJ5v79N7IvIiDG6W87ll-4mh2jwtJa1c4THKgpnOdDafrTk6G1aWEwHpf4qXz1IDH961-CRoXvtiJ7v1Pd9N2sh10gGqy7-R9N8l9jZj2G47cjZYSVV0o0qbW2jNWQ904FvZ8fDPA0svX8Pv-8uVcQB6ez8Qsay5p4', 'width': 9248}]",4.2,102.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4d6iUK_tFjIRhV49FkJm21w
"Saduman RT 1 kecamatan Sembakung atulai, Kabupaten Nunukan, Kalimantan Utara 77452, Indonesia","{'location': {'lat': 3.8100296, 'lng': 116.8110052}, 'viewport': {'northeast': {'lat': 3.811328979892722, 'lng': 116.8123355798928}, 'southwest': {'lat': 3.808629320107278, 'lng': 116.8096359201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bengkel Aidil Utomo jaya,ChIJ8z17AV-PFjIRW4LBKz_rzmc,ChIJ8z17AV-PFjIRW4LBKz_rzmc,"['car_repair', 'point_of_interest', 'establishment']",OPERATIONAL,"[{'height': 1824, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118033898102459551518"">A Google User</a>'], 'photo_reference': 'AUGGfZm-MDLjUAZZmFjJlTsWpg4b6U9xhJerDlJnJVxY0cQ-8Faj30rqI0Jm5dDrsoAWxx0HTxW_V4I2q6wH-LPTHbEpGz5sVfN9ud1uKzJfFK-0lXH46aewLTUQ9qKEiQnFtt2p_2mwc-TIWtGoqLBXdFsIimcBtJGRKvk8CWkWviyMQ11Q', 'width': 4080}]",0.0,0.0,{'open_now': False},"{'compound_code': 'RR66+2C Binanun, Nunukan Regency, North Kalimantan, Indonesia', 'global_code': '6PMRRR66+2C'}",,https://www.google.com/maps/place/?q=place_id:ChIJ8z17AV-PFjIRW4LBKz_rzmc
"MW53+34V, Tideng Pale, Sesayap, Tana Tidung Regency, North Kalimantan, Indonesia","{'location': {'lat': 3.6577498, 'lng': 116.9028125}, 'viewport': {'northeast': {'lat': 3.659099629892722, 'lng': 116.9041623298928}, 'southwest': {'lat': 3.656399970107278, 'lng': 116.9014626701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wahana wisata mahesya Waterpark,ChIJzw8QEBuXFjIRvlNjnKxbrlo,ChIJzw8QEBuXFjIRvlNjnKxbrlo,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111212750700413660466"">A Google User</a>'], 'photo_reference': 'AUGGfZlo49wBtWzk3WGgqNs0Ctb23svEcN8X1ihWvm-OVO3UlLOYIAlZzjd11lwetTtt1Rt6dsP9uI6HNgnmfZIF1WtJV48dYUixtr_S5tWHKMwPruQKXRi-kFOgIQWF8pQFoRiMmAl1EjWB2rGmTBPD4pNQVuG2xD0q6yJ5lOjwOCa4Nbvq', 'width': 4080}]",5.0,1.0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJzw8QEBuXFjIRvlNjnKxbrlo
"QP4G+GPV, Tj. Hulu, Kec. Lumbis, Kabupaten Nunukan, Kalimantan Utara, Indonesia","{'location': {'lat': 3.7563561, 'lng': 116.7268077}, 'viewport': {'northeast': {'lat': 3.757705929892721, 'lng': 116.7281575298927}, 'southwest': {'lat': 3.755006270107277, 'lng': 116.7254578701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lahan baru Tj hulu,ChIJ0-6hiMrtFjIRF6cQAxAd_BY,ChIJ0-6hiMrtFjIRF6cQAxAd_BY,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,0.0,0.0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ0-6hiMrtFjIRF6cQAxAd_BY
"2XHJ+G5M, Tetaban, Tulin Onsoi, Nunukan, Nunukan Regency, North Kalimantan 77482, Indonesia","{'location': {'lat': 4.0288263, 'lng': 116.9804069}, 'viewport': {'northeast': {'lat': 4.030031979892723, 'lng': 116.9818884798927}, 'southwest': {'lat': 4.027332320107279, 'lng': 116.9791888201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Di ujung kaltara,ChIJcYJsjKFlFjIRQOiUUHrorzQ,ChIJcYJsjKFlFjIRQOiUUHrorzQ,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,0.0,0.0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJcYJsjKFlFjIRQOiUUHrorzQ
