business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,price_level,url
OPERATIONAL,"V3MG+PR3, Tua Tunu, Gerunggang, Pangkal Pinang City, Bangka Belitung Islands 33173, Indonesia","{'location': {'lat': -2.1157491, 'lng': 106.0770368}, 'viewport': {'northeast': {'lat': -2.114348070107277, 'lng': 106.0783929298927}, 'southwest': {'lat': -2.117047729892722, 'lng': 106.0756932701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puspa Shop,"[{'height': 2136, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113361450942525956183"">aryaa adhi</a>'], 'photo_reference': 'AUGGfZlS4LE0Y9Giwm6AQKhYBKXAA7aDhQ-DCqNgx52xKRD5UcqQFrMT_J7N6AgmUfskeWKSZY3ZYXb6Ls01J0PhLMG1Vl0wACgqn_wSTWHF2GTrovf-aacAbKIcFfZWfJjcGCeHFbskqUaPUSHCQyJEaJ1NxSopiAtHs6Ogdi6V-oDHyFYH', 'width': 4624}]",ChIJJ9F7QnHBIi4RhoFDLsmF4Lw,0.0,ChIJJ9F7QnHBIi4RhoFDLsmF4Lw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJJ9F7QnHBIi4RhoFDLsmF4Lw
OPERATIONAL,"R5X6+393, Air Itam, Bukitintan, Pangkal Pinang City, Bangka Belitung Islands 33684, Indonesia","{'location': {'lat': -2.1523723, 'lng': 106.1609245}, 'viewport': {'northeast': {'lat': -2.151336520107277, 'lng': 106.1619730298927}, 'southwest': {'lat': -2.154036179892722, 'lng': 106.1592733701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Babel Bhay Park,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118425199701128987975"">Heintje Kumolontang</a>'], 'photo_reference': 'AUGGfZlotD2gYAX7yIpa1ph_NSBZyOWCo4RZXNpURD2lBF8apsu2CoIEzRieDpCNY-_19xJZJioqkheE8fph5yf6tfpiD3JcVdVm4CeIpTcgdNhNbsssBxAOv_z2sIg_u6cqpCrTCAMts61IXym7WR6QZbN02yjXF-gZKKj1pSYg9-imYJVL', 'width': 4160}]",ChIJA8eT_6C4Ii4R_yS8iFlpNHA,4.2,ChIJA8eT_6C4Ii4R_yS8iFlpNHA,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",1019,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJA8eT_6C4Ii4R_yS8iFlpNHA
OPERATIONAL,"Jl. Fatmawati Gg. Puring No.rt 9, rw2, Bukit Merapin, Kec. Gerunggang, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33173, Indonesia","{'location': {'lat': -2.1086263, 'lng': 106.0868859}, 'viewport': {'northeast': {'lat': -2.107073420107278, 'lng': 106.0881960798927}, 'southwest': {'lat': -2.109773079892722, 'lng': 106.0854964201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambak ikan mukhlas,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114086521610599646693"">Dody Kus</a>'], 'photo_reference': 'AUGGfZm3j6aSZLo5E_7yEscPReTV4mZ3VQdLSejbSJ2k5OQr6nUeylj5FvZx9OJLdoee1xJ5CKwm_dAJOT8moEhxBm7zuCcjBFGi4UsgqfYGtAwOfDMhqbhHXbrwdouySp7zxx-TXZRMN4TIWSf1Hk-SP9ZkF19m6DZyzatv3ItgS749kErW', 'width': 1908}]",ChIJ2U0ri4vBIi4RcBM60mU3m_Y,5.0,ChIJ2U0ri4vBIi4RcBM60mU3m_Y,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': 'V3RP+GQ Bukit Merapin, Pangkal Pinang City, Bangka Belitung Islands, Indonesia', 'global_code': '6P98V3RP+GQ'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ2U0ri4vBIi4RcBM60mU3m_Y
OPERATIONAL,"V3WP+WXR, Jl. Kampak, Tua Tunu, Kec. Gerunggang, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33172, Indonesia","{'location': {'lat': -2.1026486, 'lng': 106.0873858}, 'viewport': {'northeast': {'lat': -2.101329770107278, 'lng': 106.0887458798927}, 'southwest': {'lat': -2.104029429892722, 'lng': 106.0860462201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KAMPAK CITY HARDCORE,,ChIJIRAJBGfBIi4RmY2zxbkrsJY,0.0,ChIJIRAJBGfBIi4RmY2zxbkrsJY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJIRAJBGfBIi4RmY2zxbkrsJY
OPERATIONAL,"W573+GG4, Air Itam, Bukitintan, Pangkal Pinang City, Bangka Belitung Islands, Indonesia","{'location': {'lat': -2.0862411, 'lng': 106.1538226}, 'viewport': {'northeast': {'lat': -2.084881370107277, 'lng': 106.1551615298927}, 'southwest': {'lat': -2.087581029892722, 'lng': 106.1524618701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga PPI Muara Sungai Baturusa Kota Pangkalpinang,"[{'height': 3056, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103193004082801711920"">A Google User</a>'], 'photo_reference': 'AUGGfZmoiE-KB_Lv8UTpV71ozgLAmPDzzqz3iOOMwTF7RJ0urojAT7DM4TLyjsIx-a05dZfsftVsifZwcAuUdwNXMQ-g5B_BLHahqKHQ1NdOXpugHITOq6V_fuCB0aTvbo6SEofccInwpHnxJORH_gAJwXO1J7XteKIYycs19o0PbqCrayL-', 'width': 3056}]",ChIJF5tQ4HbAIi4Rn-GEQwrbILY,3.3,ChIJF5tQ4HbAIi4Rn-GEQwrbILY,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,https://www.google.com/maps/place/?q=place_id:ChIJF5tQ4HbAIi4Rn-GEQwrbILY
OPERATIONAL,"W4HQ+6WW, Jl. Jemb. Baturusa I, Selindung, Kec. Gabek, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33172, Indonesia","{'location': {'lat': -2.0718812, 'lng': 106.1398402}, 'viewport': {'northeast': {'lat': -2.070542720107278, 'lng': 106.1411938798927}, 'southwest': {'lat': -2.073242379892722, 'lng': 106.1384942201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lokasi Mancing Kakap Bang Bobo Brek,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101117233568304558126"">A Google User</a>'], 'photo_reference': 'AUGGfZkD_G5mxntL7riK3WNFSLuWmDWwCWokdV93IUn0_4Rrh9WA3mkZPS-JikYyiNVxI2z3RP4zEQR2Ire8DNlp9VWv3eN5zfopfY5H3dghULlRocgjj-R-T2qyja_oatuojH0rOnM6aHymLDZwwar4NYXIV5aGjiaA0JZDRQJHRjMPCAzn', 'width': 1080}]",ChIJQ7fTnfrBIi4RT7z29c_XQ7s,0.0,ChIJQ7fTnfrBIi4RT7z29c_XQ7s,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJQ7fTnfrBIi4RT7z29c_XQ7s
OPERATIONAL,"V5CH+6M8, Air Itam, Bukitintan, Pangkal Pinang City, Bangka Belitung Islands, Indonesia","{'location': {'lat': -2.1294682, 'lng': 106.1792028}, 'viewport': {'northeast': {'lat': -2.128025370107278, 'lng': 106.1802334798927}, 'southwest': {'lat': -2.130725029892723, 'lng': 106.1775338201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tanjung Bunga PangkalPinang,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113506834805088439374"">nata bangka</a>'], 'photo_reference': 'AUGGfZlkRJyrqYPltr16HTtRRZztMVvfgoHp7ZVImy9b1l1_u7dF4bTRH4Rij-w-PNRcoKz8wO-Bt2iosxNmNa6N6HrLZNvFbUCi51cSgDDLi-5uUmwiAHDPKIbhUz0KCwgFAOviuV_v7zM2FezlBcPeN-Mbxl7thIphSvCwQFlFP3rkyIgj', 'width': 1080}]",ChIJI8vSVz6_Ii4RVn_PpQ_f5j8,4.4,ChIJI8vSVz6_Ii4RVn_PpQ_f5j8,"['tourist_attraction', 'point_of_interest', 'establishment']",114,,,,https://www.google.com/maps/place/?q=place_id:ChIJI8vSVz6_Ii4RVn_PpQ_f5j8
OPERATIONAL,"Gang BAIM RT 01/153 MANGKOL BKA TENGAH, Mangkol, Kec. Pangkalan Baru, Kabupaten Bangka Tengah, Kepulauan Bangka Belitung 33684, Indonesia","{'location': {'lat': -2.147727, 'lng': 106.0922861}, 'viewport': {'northeast': {'lat': -2.146368470107277, 'lng': 106.0935826798927}, 'southwest': {'lat': -2.149068129892722, 'lng': 106.0908830201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Komunitas Puring Bangka,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102675408999189206408"">A Google User</a>'], 'photo_reference': 'AUGGfZkopVJAsiFmYpECP-nwZYDsU82C1RK0uLQAO54ic3QzdQDJvSSlGTu4IGNzNkO0wXgX8JrBsoGS_-x2eMxciha_kn154oNtEx5J1EMXFBrPbeidrK8f6fzsIs6rdwAWcHzkVu0MvXKg3EFuoal39eADfPMZw2wsuJMaSw_zuUHNgPSm', 'width': 1080}]",ChIJ-YcSpiPHIi4RN2xO2rj0m4A,0.0,ChIJ-YcSpiPHIi4RN2xO2rj0m4A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'V32R+WW Mangkol, Central Bangka Regency, Bangka Belitung Islands, Indonesia', 'global_code': '6P98V32R+WW'}",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ-YcSpiPHIi4RN2xO2rj0m4A
OPERATIONAL,"W564+X2P, Jl. Jemb. Emas Baturusa, Air Itam, Kec. Bukitintan, Kota Pangkal Pinang, Kepulauan Bangka Belitung, Indonesia","{'location': {'lat': -2.0875472, 'lng': 106.1550686}, 'viewport': {'northeast': {'lat': -2.086274220107278, 'lng': 106.1564893798927}, 'southwest': {'lat': -2.088973879892722, 'lng': 106.1537897201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Darwin,"[{'height': 2610, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100648366167816242299"">Ruhiat Bimbim</a>'], 'photo_reference': 'AUGGfZliRyXq5gc_En2v34HINsgXq1ZAC2iNxkT6NegmVUgZVxBRTGk0HHgZKbJ3KJnKqPrB6MJzM75l04Lx5bbzH0pnyarxIkZRiG_2oL8rq6Vd2nldmHFAMmN4gfxVboiEq14SnsAyvtWtD3CWN_KSQVa7G2OOIA9xY5L-IFqhbqDVyLVg', 'width': 4640}]",ChIJ2eT5GKbBIi4RZ1IAQUB-iO8,5.0,ChIJ2eT5GKbBIi4RZ1IAQUB-iO8,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ2eT5GKbBIi4RZ1IAQUB-iO8
OPERATIONAL,"Jl. A. Yani No.44, Batin Tikal, Kec. Taman Sari, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33684, Indonesia","{'location': {'lat': -2.1246134, 'lng': 106.1076364}, 'viewport': {'northeast': {'lat': -2.123266070107277, 'lng': 106.1089918298927}, 'southwest': {'lat': -2.125965729892722, 'lng': 106.1062921701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,CUAL ISHADI MUSEUM,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100638150146528652456"">mis3 Noor</a>'], 'photo_reference': 'AUGGfZlC3l2wegNtM9InrvGU3Hl-miByl_DAXhzqHrMn954WuSemYl-2eld4oIJ0FcwmKSrmV-rRJB7izhivHUmnS-VaqhKFT6Xh_1omzLf5z-DLXU_N0sFU5FJyeoIFeMXiY-99qTQwRyQcEJWRj0Fq_a5PrfOq1a8DQ468QEOx8chnHXq7', 'width': 2048}]",ChIJjzU24ybBIi4RRTUllSEnemQ,4.5,ChIJjzU24ybBIi4RRTUllSEnemQ,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",58,"{'compound_code': 'V4G5+52 Batin Tikal, Pangkal Pinang City, Bangka Belitung Islands, Indonesia', 'global_code': '6P98V4G5+52'}",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJjzU24ybBIi4RRTUllSEnemQ
