formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,plus_code,rating,user_ratings_total,opening_hours,url
"X5W4+C76, Area Sawah/Kebun, Penusupan, Kec. Pangkah, Kabupaten Tegal, Jawa Tengah, Indonesia","{'location': {'lat': -7.0039583, 'lng': 109.1556485}, 'viewport': {'northeast': {'lat': -7.002977020107278, 'lng': 109.1566646798927}, 'southwest': {'lat': -7.005676679892722, 'lng': 109.1539650201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Karang Cengis,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117258059061390637507"">A Google User</a>'], 'photo_reference': 'AUGGfZmqO9T_nWR1rGahg-wyCjbbxPnc4uH1UwYsida6SgM9L5Mpn6pGf2RwDLvPPdj_ZeBMNvJLpMszqjlD_GZeVDrhk8wzUwXX4KWZo2QDfxr11qfj8YqZWRYj4-CbfVwkP6ICeEsoH0xij7blQdqYkD2mlzI9Y2SPTznObtWtYSm7pM5D', 'width': 9248}]",ChIJv1BoAx-_by4RR8Hz7a1nYSQ,ChIJv1BoAx-_by4RR8Hz7a1nYSQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.4,159.0,,https://www.google.com/maps/place/?q=place_id:ChIJv1BoAx-_by4RR8Hz7a1nYSQ
"2358+W96, Gg. Glatik, Dukuh Dua, Surokidul, Kec. Pagerbarang, Kabupaten Tegal, Jawa Tengah 52462, Indonesia","{'location': {'lat': -6.990218199999999, 'lng': 109.0658924}, 'viewport': {'northeast': {'lat': -6.988856670107277, 'lng': 109.0672457298927}, 'southwest': {'lat': -6.991556329892721, 'lng': 109.0645460701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,PERMANA,,ChIJD1olI4C9by4RPeFwja-2gEA,ChIJD1olI4C9by4RPeFwja-2gEA,"['park', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJD1olI4C9by4RPeFwja-2gEA
"X2XX+C43, Jl. Taman Sirna Raga, Pagerbarang, Kec. Pagerbarang, Kabupaten Tegal, Jawa Tengah 52462, Indonesia","{'location': {'lat': -7.0014812, 'lng': 109.0478099}, 'viewport': {'northeast': {'lat': -7.000113320107278, 'lng': 109.0491686298927}, 'southwest': {'lat': -7.002812979892722, 'lng': 109.0464689701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,BUNDERAN PAGERBARANG,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106895762072861975064"">A Google User</a>'], 'photo_reference': 'AUGGfZnBYfl_EckVJy1JjbCiIRhQ3B_z6vkjT9TvWxV5b9OUPXZjD93iUAkyHmTbr64aLy4A7YkBVm8Q_3YzOvN1stK4TSFWXL7D961E8QQ25aKi-LALeWNIy1CasIHlqnRvmfnMhBl2MfuOpmuoM8zy_TIrZWGTRtZBWqKK7WiulhKUwAvk', 'width': 1920}]",ChIJvU6wMDq9by4Rlqx4CLLaoaE,ChIJvU6wMDq9by4Rlqx4CLLaoaE,"['museum', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJvU6wMDq9by4Rlqx4CLLaoaE
"Area Sawah, Randusari, Pagerbarang, Tegal Regency, Central Java, Indonesia","{'location': {'lat': -7.002489499999999, 'lng': 109.061667}, 'viewport': {'northeast': {'lat': -6.995819999999999, 'lng': 109.0654393}, 'southwest': {'lat': -7.00734, 'lng': 109.0565279}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Area Sawah,,ChIJkS6k5LC9by4RYihr1Qtm6Vk,ChIJkS6k5LC9by4RYihr1Qtm6Vk,"['administrative_area_level_5', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJkS6k5LC9by4RYihr1Qtm6Vk
"Area Sawah, Randusari, Pagerbarang, Tegal Regency, Central Java, Indonesia","{'location': {'lat': -7.0094208, 'lng': 109.0795007}, 'viewport': {'northeast': {'lat': -6.9911809, 'lng': 109.0899338}, 'southwest': {'lat': -7.023929, 'lng': 109.0710515}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Area Sawah,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110896377955103122147"">A Google User</a>'], 'photo_reference': 'AUGGfZnoWMup8NE1rSa4bKQP0nKWpNAe-wVWbLavZxZrieyG5xerMSXyT4ODkC1sV9p6AVWqLYMrn5NPb69kBObo2UKQW3A6SXylUAcy-jE-y6owwkHt-LrAhuExJtHOT8V3dy4NQF2k7ytI2A3VKyeAqFhLIjNi0bLDSb9i2kjGVkh5A2LG', 'width': 1968}]",ChIJKZVGrsS9by4R7aUgu3PpdSY,ChIJKZVGrsS9by4R7aUgu3PpdSY,"['administrative_area_level_5', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJKZVGrsS9by4R7aUgu3PpdSY
"Area Sawah, Pesarean, Pagerbarang, Tegal Regency, Central Java, Indonesia","{'location': {'lat': -6.981049800000001, 'lng': 109.0542365}, 'viewport': {'northeast': {'lat': -6.9754539, 'lng': 109.0661}, 'southwest': {'lat': -6.987479899999999, 'lng': 109.0454941}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Area Sawah,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101277414330708124285"">Tofik Yulianto</a>'], 'photo_reference': 'AUGGfZnOt_RgvXPJ3RjnZyBWvvox2oykTiHcVj58H6PrpsoAJqmV7E2wrNgxElK0aOlxEq9J1YGGigMLR1v2FYtNQ1Bul9XGaeLzF_sWjejypkernA0s1JlurGX3EbdHxsa8MKNyOPAfCPrqHAzTimJy8zYUD2-kBXGvf0DxqsLeEqjcOyjh', 'width': 1800}]",ChIJdfJ13Vq8by4R7Ez3bAEhHLk,ChIJdfJ13Vq8by4R7Ez3bAEhHLk,"['administrative_area_level_5', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJdfJ13Vq8by4R7Ez3bAEhHLk
"X2QX+W3, Pagerbarang, Kec. Pagerbarang, Kabupaten Tegal, Jawa Tengah 52462, Indonesia","{'location': {'lat': -7.0107146, 'lng': 109.0472694}, 'viewport': {'northeast': {'lat': -7.009321870107279, 'lng': 109.0483367298927}, 'southwest': {'lat': -7.012021529892722, 'lng': 109.0456370701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WISATA KALI KRECEK,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101592871779843698434"">Gito Saja</a>'], 'photo_reference': 'AUGGfZnS-9mzsQhqdNosyxlnOB7Y8Bs7rxLWIZf2WEM_b_J2BAIyYddj9MSHEqdU_0jjJG5FIL3SoDodEBXRm6flhy5Q9ISFFG8HvYLoCaJcyws0D0dGAzWZ3I-i7Nw3Ol1GrQ7S6HkfkpOccr_Cx6FYWf9Ih34b9y-Fipx3PzRIHZ0uteGy', 'width': 1920}]",ChIJO2Q5bvy9by4R0hvr-ZYve-c,ChIJO2Q5bvy9by4R0hvr-ZYve-c,"['point_of_interest', 'establishment']",OPERATIONAL,,4.5,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJO2Q5bvy9by4R0hvr-ZYve-c
"Gg. Flamboyan No.7-18, Randusari Wetan, Randusari, Kec. Pagerbarang, Kabupaten Tegal, Jawa Tengah 52462, Indonesia","{'location': {'lat': -6.9950575, 'lng': 109.0672978}, 'viewport': {'northeast': {'lat': -6.993734670107278, 'lng': 109.0686371298927}, 'southwest': {'lat': -6.996434329892722, 'lng': 109.0659374701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Bendung Surokidul,,ChIJc10H49i9by4RIEgxPWb21WM,ChIJc10H49i9by4RIEgxPWb21WM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': '2338+XW Randusari, Tegal Regency, Central Java, Indonesia', 'global_code': '6P5F2338+XW'}",4.0,3.0,,https://www.google.com/maps/place/?q=place_id:ChIJc10H49i9by4RIEgxPWb21WM
"Desa Wisata, Sawah,Ladang, Pagerwangi, Kec. Balapulang, Kabupaten Tegal, Jawa Tengah 52464, Indonesia","{'location': {'lat': -7.0881472, 'lng': 109.1121259}, 'viewport': {'northeast': {'lat': -7.087461670107277, 'lng': 109.1139785298927}, 'southwest': {'lat': -7.09016132989272, 'lng': 109.1112788701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Rangkok (Adventure Via Ferrata) Desa Pagerwangi,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112523471944606191121"">Hari Nugroho</a>'], 'photo_reference': 'AUGGfZmlEkXW1Xflr3E2vji2fgE0OY4hqdCqUpNeIN7REpscXnGxSq5Q85wsUpnFjUoGYoQofq2WOwbiKaFAhx6fjX0PXhQ8VXbwfyUWduvFPS42EYxjnkQVah54KNygexO2PAR3o3F9IHybMBTkm3qHtW1L8hxgP_NZ0vbDxF00BBMaeeGk', 'width': 1280}]",ChIJCb-scnqVby4R-TzsDyhBsBA,ChIJCb-scnqVby4R-TzsDyhBsBA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'W466+PV Pagerwangi, Tegal Regency, Central Java, Indonesia', 'global_code': '6P4FW466+PV'}",4.6,74.0,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJCb-scnqVby4R-TzsDyhBsBA
"X2XX+7JV, Jl. Taman Sirna Raga, Pagerbarang, Kec. Pagerbarang, Kabupaten Tegal, Jawa Tengah 52462, Indonesia","{'location': {'lat': -7.001760099999999, 'lng': 109.0490558}, 'viewport': {'northeast': {'lat': -7.000290120107278, 'lng': 109.0504299298927}, 'southwest': {'lat': -7.002989779892721, 'lng': 109.0477302701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Taman Sirna Raga,"[{'height': 2634, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118366687947830828853"">bonanx auditore</a>'], 'photo_reference': 'AUGGfZlzSTtSdZlbt_klTmVdcprHhPBr2uT6UhgIUaxjy1VrJBSkvUAa_lOi91kQEBuCWN-7eqyfYzl8bl_jelkcRYPDs0UdAEGoLOTjUqYaY2o335MvSywrWJ1FKQUF-vHkHIl8lajcbl_5HC8yATPMmXKHQUR0sDM8rXj5AW7wsmFqL6p9', 'width': 3719}]",ChIJK3eNFhG9by4Rc4CM8us9wdk,ChIJK3eNFhG9by4Rc4CM8us9wdk,"['museum', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,,3.4,5.0,,https://www.google.com/maps/place/?q=place_id:ChIJK3eNFhG9by4Rc4CM8us9wdk
"X3J7+X2Q, Sidomulyo, Kec. Pagerbarang, Kabupaten Tegal, Jawa Tengah 52183, Indonesia","{'location': {'lat': -7.0181559, 'lng': 109.0630162}, 'viewport': {'northeast': {'lat': -7.016787920107278, 'lng': 109.0643667298927}, 'southwest': {'lat': -7.019487579892722, 'lng': 109.0616670701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Oemah Adittt,,ChIJ5wQ-VgC9by4R7AQn2poW1xQ,ChIJ5wQ-VgC9by4R7AQn2poW1xQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJ5wQ-VgC9by4R7AQn2poW1xQ
"W3V3+WM, Jatilaba, Kec. Margasari, Kabupaten Tegal, Jawa Tengah, Indonesia","{'location': {'lat': -7.0551875, 'lng': 109.0541875}, 'viewport': {'northeast': {'lat': -7.053863820107278, 'lng': 109.0555363298927}, 'southwest': {'lat': -7.056563479892722, 'lng': 109.0528366701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Brug penganten,,ChIJVSv8QgCXby4RLPxRefNQu0I,ChIJVSv8QgCXby4RLPxRefNQu0I,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJVSv8QgCXby4RLPxRefNQu0I
"X472+QQQ, Jl. Gumayun, Balaradin, Kec. Lebaksiu, Kabupaten Tegal, Jawa Tengah 52461, Indonesia","{'location': {'lat': -7.0355487, 'lng': 109.1019946}, 'viewport': {'northeast': {'lat': -7.034010570107278, 'lng': 109.1035550798927}, 'southwest': {'lat': -7.036710229892722, 'lng': 109.1008554201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Eyang Muchlis Yahya,"[{'height': 1500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108433236366378095391"">A Google User</a>'], 'photo_reference': 'AUGGfZlnrhS4kJWBtdZ12_tT7a_fZ5eEvv8aIDsS3WfjvQ_HIjy5B_ZVvBctbPEyUPIKSFTbkkMD1nOrecnLkXiMzgj99UaV6OPksfrr11sHyWZkCu3EULxuOoc8P5IXDs5OzIzDaG9n4DKfyZnHZ1U-0ThHAu-YFjyuIGsvKlQfk1fl-oAu', 'width': 2000}]",ChIJgw6Y3eCVby4RqjP33li0uLk,ChIJgw6Y3eCVby4RqjP33li0uLk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJgw6Y3eCVby4RqjP33li0uLk
