formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,url
"Langgen, Talang, Tegal Regency, Central Java, Indonesia","{'location': {'lat': -6.9230423, 'lng': 109.1426676}, 'viewport': {'northeast': {'lat': -6.9177, 'lng': 109.148215}, 'southwest': {'lat': -6.928809999999999, 'lng': 109.137882}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Langgen,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108682661246204411116"">sinta nuriyah</a>'], 'photo_reference': 'AUGGfZnMIvmslKAvwWM6JCseHeQAvXmQffx4BFZWmfKsRyZ5GtCXZg0yyiExWBn4QNBnfrnKzh9OMWejARtbNHgGkprR5f5gB0kzGKC7Ae57hRJ1ZiMnt41WdCuT-EQAoc_K-XsMnCWwOxENgQysjyUj7qLvad6YMia04tAuN-7icunRjwN2', 'width': 3120}]",ChIJmfkgLOK4by4RlMyG7ALZC20,ChIJmfkgLOK4by4RlMyG7ALZC20,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJmfkgLOK4by4RlMyG7ALZC20
"Margapadang, Tarub, Tegal Regency, Central Java, Indonesia","{'location': {'lat': -6.9223915, 'lng': 109.204357}, 'viewport': {'northeast': {'lat': -6.916080000000001, 'lng': 109.211773}, 'southwest': {'lat': -6.927239999999999, 'lng': 109.1957259}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Margapadang,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107013026242427010927"">kamtis tegal</a>'], 'photo_reference': 'AUGGfZmageNIDAEO9YgGAxZD5uuL9qqQ8nRNP7JsJri9rKdBbTbGFdn60XZ4U30EQhVkFufhgkwOwdlXlasDU-KtojVSgZ6mMplrILGo3LVTIj9N1GV-YAZTLG1opXqZns4bF5eyH7DOJcsiuLNg00YmUKrG1uXNDhL7H3dAxv_WsiPBJRg9', 'width': 800}]",ChIJixw4MGnHby4RcGdW43Z6AgU,ChIJixw4MGnHby4RcGdW43Z6AgU,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJixw4MGnHby4RcGdW43Z6AgU
"2538+P3Q, Sidoh, Bogares Kidul, Kec. Pangkah, Kabupaten Tegal, Jawa Tengah 52471, Indonesia","{'location': {'lat': -6.9952298, 'lng': 109.1650196}, 'viewport': {'northeast': {'lat': -6.993907220107278, 'lng': 109.1663660798927}, 'southwest': {'lat': -6.996606879892722, 'lng': 109.1636664201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Edukasi Rodjo Tater,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108846049967892070319"">Samsudin El-Bantanie</a>'], 'photo_reference': 'AUGGfZn9OWbv9BHXJPxcGfp135yeSFd5yN5dyAHFEvjRzl9RU6qLgfToP_Iy_0ebDIPE5uAXVlVDADx-YNCjlR1HKGqiQ5jy_qCbP_XeZyI1s23FalGe9KhiN_ymrmHUTKEr5UfzhLYVyYmUYKAMiY_MefZX3mmgmkgbJie9xcpMp8lxySZx', 'width': 4000}]",ChIJK7Pv2va_by4RUpZ-WqnelUU,ChIJK7Pv2va_by4RUpZ-WqnelUU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.4,167.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJK7Pv2va_by4RUpZ-WqnelUU
"335X+5PH, Jl. Kebarah, Area Sawah, Bulakpacing, Kec. Dukuhwaru, Kabupaten Tegal, Jawa Tengah 52451, Indonesia","{'location': {'lat': -6.9420739, 'lng': 109.0993469}, 'viewport': {'northeast': {'lat': -6.941288470107277, 'lng': 109.1005676798927}, 'southwest': {'lat': -6.943988129892721, 'lng': 109.0978680201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gubug Sawah Kebaran,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105057288918133262194"">Mas Har</a>'], 'photo_reference': 'AUGGfZnfz3xtan8Zqdlfwh438xmqrqj4hi63SCHndpsA-BpNWTMacj4Cen_HuqA-D5kRcPIIarCHPmDObLRgOFNANzzl-InuIFVWpCtRWEDYNRmo_wG9QPE3ZZcB9abE4kfwbAsno9aAvCXLargxCs0ocUX1YumEb6JPg71LTTmmnnhs0Q_X', 'width': 3120}]",ChIJha596Ha5by4Rc52wS2gdnh0,ChIJha596Ha5by4Rc52wS2gdnh0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,2.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJha596Ha5by4Rc52wS2gdnh0
"Jl. Kolonel Sugiono No.155, Pesurungan Kidul, Kec. Tegal Bar., Kota Tegal, Jawa Tengah 52117, Indonesia","{'location': {'lat': -6.8716952, 'lng': 109.1191909}, 'viewport': {'northeast': {'lat': -6.870345370107278, 'lng': 109.1205407298927}, 'southwest': {'lat': -6.873045029892721, 'lng': 109.1178410701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rita Park Tegal,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103215550510619555251"">Uli Uli</a>'], 'photo_reference': 'AUGGfZnuf8fEaLo1hHjjmeOXC8hNNFQCXZngyziF_A3qd6wodhHJbFJPuycorFqOpX4-OMbiur-0Eo9ZAQklfH4pY6F77u3HjKKXoa1DHPCNSCKgCpaVtFskrDXwdHqzP8-nlh4fKV9xz2k6GMAJy1mfp5ptUBFbD6BeCKAeCsS0nxz-ecpd', 'width': 4160}]",ChIJo3SvUN65by4R0xGa9eF4zow,ChIJo3SvUN65by4R0xGa9eF4zow,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,7870.0,{'open_now': False},"{'compound_code': '44H9+8M Pesurungan Kidul, Tegal City, Central Java, Indonesia', 'global_code': '6P5F44H9+8M'}",https://www.google.com/maps/place/?q=place_id:ChIJo3SvUN65by4R0xGa9eF4zow
"25FC+WM8, Jalan Raya Slawi - Pangkah, Bogares Kidul, Pangkah, Area Sawah/Kebun, Pangkah, Kec. Pangkah, Kabupaten Tegal, Jawa Tengah 52471, Indonesia","{'location': {'lat': -6.9752011, 'lng': 109.1717095}, 'viewport': {'northeast': {'lat': -6.973980870107277, 'lng': 109.1730625798927}, 'southwest': {'lat': -6.976680529892721, 'lng': 109.1703629201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Agrowisata Loco Antik,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102747907325461218171"">Galih Maulana Yusuf</a>'], 'photo_reference': 'AUGGfZkMB-ov8-R542hW6Cogo2jFl0gV_39cuBXICC3pSzXAzn4S7nQkS4JBmJUPofE0ZE7PA2qW_DlHD2pU1Mxp65FT07nWnR0xZkjmef0uTFwZ-7XJ9NpyZMvzDFnhWWvaFMYNZeovIea77bqdH-r0Pe6DSdbQ0Wxl_oYlQguHehBfQa7v', 'width': 4000}]",ChIJU63685-_by4RbaeQ_LnbnwY,ChIJU63685-_by4RbaeQ_LnbnwY,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,689.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJU63685-_by4RbaeQ_LnbnwY
"Jl. Duwet No.23, RT.05/RW.01, Giren, Kaligayam, Kec. Talang, Kabupaten Tegal, Jawa Tengah 52193, Indonesia","{'location': {'lat': -6.9069556, 'lng': 109.13871}, 'viewport': {'northeast': {'lat': -6.905632770107277, 'lng': 109.1400566298927}, 'southwest': {'lat': -6.908332429892721, 'lng': 109.1373569701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Budidaya Nila Bioflok BangJay,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103282229388471107458"">A Google User</a>'], 'photo_reference': 'AUGGfZmturZzvi4nv2aQY-p0qsrAAq3uMOqyFZez83eLxrXRpqEEmDcm2KoII8UD5W7wAPi6rior7lFleCZiLEpgmedqBhO3IoDMwqItktOsq3OrG6dxFdKg9mV1VF7Md8u08Cn8WO3w3qKAsxDyfzSQYgHmheH0gSbkJFxssJlZnWkd3Yix', 'width': 3468}]",ChIJ5bs-LrG5by4RtnhTuYcfUOU,ChIJ5bs-LrG5by4RtnhTuYcfUOU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,{'open_now': False},"{'compound_code': '34VQ+6F Kaligayam, Tegal Regency, Central Java, Indonesia', 'global_code': '6P5F34VQ+6F'}",https://www.google.com/maps/place/?q=place_id:ChIJ5bs-LrG5by4RtnhTuYcfUOU
"24PX+876, Jl. Lingkar Slawi, Kendalserut, Kec. Pangkah, Kabupaten Tegal, Jawa Tengah 52471, Indonesia","{'location': {'lat': -6.9642202, 'lng': 109.1481467}, 'viewport': {'northeast': {'lat': -6.962881170107277, 'lng': 109.1494942798927}, 'southwest': {'lat': -6.965580829892721, 'lng': 109.1467946201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jalingkos,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114230035125391009264"">A Google User</a>'], 'photo_reference': 'AUGGfZkBVdqLQ6oq-aOuqH-_riqgxe4-dFDBQR-DPd4qKZGGMWTgYwUhWs4g0w94UJgIY5i9K2CnwBokGZTGZvHRC5cPrGOSWr8jUENlXmtbGJ2AnAXVzLacA-yuz0RGmeddTk17izqjIbN05C63pr-x8-MbMmWcdTbbheso73QQGG4bRl0U', 'width': 2080}]",ChIJzymCMhO_by4RssjEfbSufFc,ChIJzymCMhO_by4RssjEfbSufFc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.1,14.0,,,https://www.google.com/maps/place/?q=place_id:ChIJzymCMhO_by4RssjEfbSufFc
"Tegal Regency, Central Java, Indonesia","{'location': {'lat': -6.9902371, 'lng': 109.140438}, 'viewport': {'northeast': {'lat': -6.8432599, 'lng': 109.360371}, 'southwest': {'lat': -7.268391, 'lng': 108.951462}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tegal Regency,"[{'height': 596, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109570458398647535473"">Nadirin Adjie</a>'], 'photo_reference': 'AUGGfZlkeXtV_EijOHFwrXJ5dK3FnvPLo3PQSvu7bvuRKXOmCfyCZ4o65ldvRgtKp3pQaWmzWPI2Dlt1JLCaOee6oUXhOSKgPniAuOAydmrGi2rabCg8oeoQ2cxmNk6aXAZ-4VJvbcZfGp4RuXUPZgD8CPDHEYO5uO8CEqo35ImyIPokugIm', 'width': 1024}]",ChIJ5d6pL2yVby4RkLtS43Z6AgM,ChIJ5d6pL2yVby4RkLtS43Z6AgM,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5d6pL2yVby4RkLtS43Z6AgM
"259H+GGQ, Area Sawah/Kebun, Tonggara, Kec. Kedungbanteng, Kabupaten Tegal, Jawa Tengah 52472, Indonesia","{'location': {'lat': -6.9813771, 'lng': 109.1785257}, 'viewport': {'northeast': {'lat': -6.980109820107279, 'lng': 109.1797240798927}, 'southwest': {'lat': -6.982809479892722, 'lng': 109.1770244201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agrowisata BUMDesa Maju Jaya,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101323800568915969192"">mohamad soleh</a>'], 'photo_reference': 'AUGGfZl6ipmhQtGG1ZBpVUkr7j3IGVsu7AcLgLIti7s7jMNyVnYXz4XrH3dE1zsgTbcWTQJqNPuNwNtIIcOWuE-hOauB2c56ptBuD8vGvc55NUCVIALv8lGN5-u06-tYlPRAKTbuR_T7sx_Uw0F8DMwElc1m7WvwOACtViO_I8Hu0Sw4tqtz', 'width': 758}]",ChIJDxgkX3m_by4RNFXNJO-_ajY,ChIJDxgkX3m_by4RNFXNJO-_ajY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJDxgkX3m_by4RNFXNJO-_ajY
"357F+CVJ, Area Sawah/Kebun, Lebeteng, Kec. Tarub, Kabupaten Tegal, Jawa Tengah, Indonesia","{'location': {'lat': -6.936403299999999, 'lng': 109.1746261}, 'viewport': {'northeast': {'lat': -6.935013220107277, 'lng': 109.1754866798927}, 'southwest': {'lat': -6.937712879892721, 'lng': 109.1727870201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ow desa lebeteng,,ChIJ7VOjdgC5by4RXHZZC7V2r-8,ChIJ7VOjdgC5by4RXHZZC7V2r-8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ7VOjdgC5by4RXHZZC7V2r-8
