business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,url
OPERATIONAL,"72W8+JV7, Paduran Sabangau, Sebangau Kuala, Pulang Pisau Regency, Central Kalimantan 74873, Indonesia","{'location': {'lat': -2.7034581, 'lng': 114.0171793}, 'viewport': {'northeast': {'lat': -2.702108270107277, 'lng': 114.0185291298927}, 'southwest': {'lat': -2.704807929892722, 'lng': 114.0158294701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Resort Bangah - Sebangau National Park,,ChIJIUSXXzl74y0R78Zrmhi5hwQ,4.5,ChIJIUSXXzl74y0R78Zrmhi5hwQ,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,"[{'height': 853, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105880979753478701006"">anton ruswanto</a>'], 'photo_reference': 'AUGGfZmz18wwQSDH2gtWrFiwNcJ4XxKi6E_ehClguvcAA3j8dVoZ6WlVUDDS4unrAzNweCYUtVtqUJRd5brlWjy1t0AjFHUdeWoDd7ZboceidRdPMDjOEj_zoE6C0otFEtlCsbISX3Hz6q8Outc285RxYbEeiDZEYjBquOobWPsRuNXlyQIM', 'width': 1280}]",,https://www.google.com/maps/place/?q=place_id:ChIJIUSXXzl74y0R78Zrmhi5hwQ
OPERATIONAL,"W6W9+WH, Tahai Baru, Maliku, Pulang Pisau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -3.0525586, 'lng': 114.2191756}, 'viewport': {'northeast': {'lat': -3.051243020107278, 'lng': 114.2205580798927}, 'southwest': {'lat': -3.053942679892723, 'lng': 114.2178584201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah kodri,,ChIJ7XrnZQB15C0RtTLLIWKvnaM,0.0,ChIJ7XrnZQB15C0RtTLLIWKvnaM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7XrnZQB15C0RtTLLIWKvnaM
OPERATIONAL,"Jabiren, Pulang Pisau Regency, Central Kalimantan 74812, Indonesia","{'location': {'lat': -2.5485625, 'lng': 114.1716875}, 'viewport': {'northeast': {'lat': -2.547212670107278, 'lng': 114.1730373298927}, 'southwest': {'lat': -2.549912329892722, 'lng': 114.1703376701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Jambu Kristal,,ChIJ5dyStK6f5C0RyK4YdCxP6HA,4.0,ChIJ5dyStK6f5C0RyK4YdCxP6HA,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,{'open_now': False},"[{'height': 2136, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107357682100836360604"">Nurhakim MT</a>'], 'photo_reference': 'AUGGfZkxRml16bOJxkV97xdO44ljAE4uZlfARZAJLY63505lUHnGfXfW3hnFuLYCM6SKsH3hpDxHYOzfkaTJHkbmKU6XNh8A7V7ULg9PE8k7z1QRbb7cKEt0CHJp9O--3pCp1Ey50jR0toKC5mM_fHHtcsSxvgB2N6VUPv7WuDRTDN2KGYM', 'width': 4624}]","{'compound_code': 'F52C+HM Jabiren, Pulang Pisau Regency, Central Kalimantan, Indonesia', 'global_code': '6P9PF52C+HM'}",https://www.google.com/maps/place/?q=place_id:ChIJ5dyStK6f5C0RyK4YdCxP6HA
OPERATIONAL,"232R+Q5F, Kantan Dalam, Pandih Batu, Pulang Pisau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.9980741, 'lng': 114.0904246}, 'viewport': {'northeast': {'lat': -2.996683220107278, 'lng': 114.0916226798927}, 'southwest': {'lat': -2.999382879892722, 'lng': 114.0889230201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Wonosari,,ChIJv6ltTACJ4y0RDxdm89Y3RzM,0.0,ChIJv6ltTACJ4y0RDxdm89Y3RzM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJv6ltTACJ4y0RDxdm89Y3RzM
OPERATIONAL,"X382+73G pangkoh 2, Mulyasari, Kec. Pandih Batu, Kabupaten Pulang Pisau, Kalimantan Tengah 74872, Indonesia","{'location': {'lat': -3.0343082, 'lng': 114.0501954}, 'viewport': {'northeast': {'lat': -3.032414270107278, 'lng': 114.0508889}, 'southwest': {'lat': -3.035113929892722, 'lng': 114.0481149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mulya sari,,ChIJd9yULQCJ4y0RuIcx7D3v3Vo,0.0,ChIJd9yULQCJ4y0RuIcx7D3v3Vo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJd9yULQCJ4y0RuIcx7D3v3Vo
OPERATIONAL,"W5P4+HWH, Pangkoh Hulu, Pandih Batu, Pulang Pisau Regency, Central Kalimantan 74872, Indonesia","{'location': {'lat': -3.063306, 'lng': 114.157808}, 'viewport': {'northeast': {'lat': -3.062049770107277, 'lng': 114.1593270798927}, 'southwest': {'lat': -3.064749429892722, 'lng': 114.1566274201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANGKOH HULU NII BOSS,,ChIJFzoCsLV15C0R6AVkqYHFPTw,3.0,ChIJFzoCsLV15C0R6AVkqYHFPTw,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJFzoCsLV15C0R6AVkqYHFPTw
OPERATIONAL,"R59X+6Q, Gadabung, Pandih Batu, Pulang Pisau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -3.1819678, 'lng': 114.199461}, 'viewport': {'northeast': {'lat': -3.180606070107278, 'lng': 114.2007862298927}, 'southwest': {'lat': -3.183305729892723, 'lng': 114.1980865701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ujung Aspal Belanti,,ChIJGZNmFAAL5C0RU2MJKwzkbio,4.3,ChIJGZNmFAAL5C0RU2MJKwzkbio,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111968544877666270187"">A Google User</a>'], 'photo_reference': 'AUGGfZlSU_PPJ-k-xTQ96ER4KSqDl8F0C6RsYeO6iyY5y_CT_LtyZk3xtFBb3rFzkZvqBrn1UX-5stP5d1YHRuckzyYrknemif8R_2ojiHEFd2RxeYZSbstKGSR9Ej9AyPoXOU2quW8WHPKsgvR5Lqc-oxMWp1ie10IeDKgStXdQOfAXxevT', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJGZNmFAAL5C0RU2MJKwzkbio
OPERATIONAL,"R6V5+G9, Belanti Siam, Pandih Batu, Pulang Pisau Regency, Central Kalimantan 73583, Indonesia","{'location': {'lat': -3.1561512, 'lng': 114.2084796}, 'viewport': {'northeast': {'lat': -3.154802120107278, 'lng': 114.2098259298927}, 'southwest': {'lat': -3.157501779892722, 'lng': 114.2071262701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TUGU BATAS DESA GADABUNG DAN DESA BELANTI SIAM,,ChIJvQ1loBYL5C0RD-NAG3paa8w,4.8,ChIJvQ1loBYL5C0RD-NAG3paa8w,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115035298241197358331"">Aguszz Gunawan</a>'], 'photo_reference': 'AUGGfZmeomYojybBEwGJxsD32KbLBXYDOPT3cU0nxXAWAe0yhNnG3g3Vn2psIWYf-PGwSqlVsxQQXcuwMjzIhbv3CQsbDYmiqSWgENLGq67eRcJYTmyfvKyWHa7G2pUGQ6GNeDGVITorpVte0hrRq7wgXuUQfdZjpAt84EgXYTTF1Me99_-r', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJvQ1loBYL5C0RD-NAG3paa8w
OPERATIONAL,"6724+QFP, Jl. Ahmad Yani, Mantaren I, Kec. Kahayan Hilir, Kabupaten Pulang Pisau, Kalimantan Tengah 73564, Indonesia","{'location': {'lat': -2.7980463, 'lng': 114.2562058}, 'viewport': {'northeast': {'lat': -2.796631070107278, 'lng': 114.2574942798927}, 'southwest': {'lat': -2.799330729892723, 'lng': 114.2547946201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pama Pulang Pisau Rest area,,ChIJ9bx9htmH5C0RWAA1l6GZ7PA,3.4,ChIJ9bx9htmH5C0RWAA1l6GZ7PA,"['travel_agency', 'point_of_interest', 'establishment']",5.0,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110110742746239612962"">Panji Wicaksono</a>'], 'photo_reference': 'AUGGfZnoTpyT15lQLqrIXsa-F8Z5zgm4KaidOuASiyGlccRFT4nmsYzRu_-LhCpM6Pt8vPETE7R0v54yeEqzHTPxeh0oLh_4O_OVnbcsWjtI3F69ZIP0S-xBMpyNEGafWsD7CVeTG2Pfkn58b__5bJRn3HRgos56qBFGi0LxwUCWrnDLTkVj', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ9bx9htmH5C0RWAA1l6GZ7PA
OPERATIONAL,"P45V+W86, Tanjung Taruna, Jabiren, Pulang Pisau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.2902009, 'lng': 114.1432788}, 'viewport': {'northeast': {'lat': -2.288851070107278, 'lng': 114.1446286298927}, 'southwest': {'lat': -2.291550729892722, 'lng': 114.1419289701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Danau Bagantung,,ChIJAUEXSHFV4y0RkdCD64l_UGo,5.0,ChIJAUEXSHFV4y0RkdCD64l_UGo,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109701562708380053348"">Mambang Handuran</a>'], 'photo_reference': 'AUGGfZl92_2PX46junmb9fdVZ59cqvRVL8ZhZR2CjwcnphUi3l-hQRFDSFADC1c8aMoCbwPKYpUAAre0uwOTaJqtZEMXLwek2TApA7rnixD02zANg8dTc1m1-5BZJSvsZAm0EB9Kr71hxtwzwdV6o4qcOCP8Gq2i6sX03w2e-6BOYdncNV2G', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJAUEXSHFV4y0RkdCD64l_UGo
OPERATIONAL,"J4J7+W6Q, Kiapak, Kahayan Kuala, Pulang Pisau Regency, Central Kalimantan 74872, Indonesia","{'location': {'lat': -3.3684383, 'lng': 114.1135301}, 'viewport': {'northeast': {'lat': -3.367088470107277, 'lng': 114.1148799298927}, 'southwest': {'lat': -3.369788129892722, 'lng': 114.1121802701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Edukasi Mangrove Desa Kiapak,,ChIJlTtvK1v_4y0Ru0AwobPZooE,4.8,ChIJlTtvK1v_4y0Ru0AwobPZooE,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,{'open_now': False},"[{'height': 958, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109824184276305504715"">fajar ainur rahman</a>'], 'photo_reference': 'AUGGfZl1l2JsEcj753Wil9rEKAOElGnHo_ShDvFvcnonhpS75gtK6NA-8JoeQYpFPKn_nX18lIfwyvDbGcbXpSZH_FTE4MoL-rwpQcM27vHW-xv_iwePJn4eGC19oRFKSLJcz75IFX8LM6OUgghjCDl1BOW_MJmUN6HBzlaPZGa7F0Bzd4tx', 'width': 1280}]",,https://www.google.com/maps/place/?q=place_id:ChIJlTtvK1v_4y0Ru0AwobPZooE
OPERATIONAL,"W4MX+FQ, Pangkoh Hilir, Pandih Batu, Pulang Pisau Regency, Central Kalimantan 74872, Indonesia","{'location': {'lat': -3.0663393, 'lng': 114.1494965}, 'viewport': {'northeast': {'lat': -3.0654528, 'lng': 114.1523837}, 'southwest': {'lat': -3.068998800000001, 'lng': 114.1485341}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Durian Santagi,,ChIJG9NpzE515C0RjJhXc5XL1ek,5.0,ChIJG9NpzE515C0RjJhXc5XL1ek,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,{'open_now': True},"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106834599599300398244"">A Google User</a>'], 'photo_reference': 'AUGGfZmyuUzGuBCZvLYEQMFtjx-eF70pVU0dVeV9G-5y7kLOtk7ZnDSqELI7kefrCflZc8M7KABJQoV6pH2_Kr_-tXv9yQvRiIqxmdmM-pEMbfipsVDR2IysFNcaWcKMk6woGRRN4ANeMJvt6tFOVY_u7qv6AwxFM5b6JAHypfv2uzxzUnFQ', 'width': 900}]",,https://www.google.com/maps/place/?q=place_id:ChIJG9NpzE515C0RjJhXc5XL1ek
OPERATIONAL,"C29R+XF8, Paduran Sabangau, Sebangau Kuala, Pulang Pisau Regency, Central Kalimantan 74874, Indonesia","{'location': {'lat': -2.5800888, 'lng': 114.041195}, 'viewport': {'northeast': {'lat': -2.578722570107278, 'lng': 114.0424864298927}, 'southwest': {'lat': -2.581422229892722, 'lng': 114.0397867701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Resort Mangkok - Sebangau National Park,,ChIJ0dFxwWhn4y0R-cIKXU3wUls,4.8,ChIJ0dFxwWhn4y0R-cIKXU3wUls,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103583108451154548079"">A Google User</a>'], 'photo_reference': 'AUGGfZnrcyiGdDlPZ5vaw4vZvhV281Pqbqmsy7iTYZ7xNGFVxD8UGgunEbb0AEZ3gQTwFJcMFR2_eA4-wyOIqtjWvQE5nApGp3xySIcEjGRmo83nhNAp8yWcTf4LO0c6TAMqKWlJYnV9PN6mh9sbpbDWGYssN0BJX_UDXDAXlRtP0Uhdpjoi', 'width': 6000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ0dFxwWhn4y0R-cIKXU3wUls
