business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,plus_code,price_level,url
OPERATIONAL,"Ampang Pulai, Koto XI Tarusan, South Pesisir Regency, West Sumatra 25654, Indonesia","{'location': {'lat': -1.2707704, 'lng': 100.4200501}, 'viewport': {'northeast': {'lat': -1.269420570107278, 'lng': 100.4213999298927}, 'southwest': {'lat': -1.272120229892722, 'lng': 100.4187002701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taluak Sikulo,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115757258539495895156"">Feby Kharisna</a>'], 'photo_reference': 'AUGGfZl-A7oSoU33boXtFSkDmgisvNzKLURQq5gydqWTNFHbN1Ko1ZUgLsee3S8LcwJXOr2yxpGaEb41B7fZri0fQShzVYHuusi-yQ-xVRjjZqtMIha8A_liWx1bv4TN2Xew2pgwtGY64VvmNvqwAoBvkKg6I_h0vRRQxPFbxKqHoboVG7lx', 'width': 3024}]",ChIJo5RF_R5a0y8Rz_4kYKPv4EY,4.7,ChIJo5RF_R5a0y8Rz_4kYKPv4EY,"['tourist_attraction', 'point_of_interest', 'establishment']",235,,{'open_now': True},"{'compound_code': 'PCHC+M2 Ampang Pulai, South Pesisir Regency, West Sumatra, Indonesia', 'global_code': '6PC2PCHC+M2'}",,https://www.google.com/maps/place/?q=place_id:ChIJo5RF_R5a0y8Rz_4kYKPv4EY
OPERATIONAL,"3VP5+V88, Muara kandis, Kec. Linggo Sari Baganti, Kabupaten Pesisir Selatan, Sumatera Barat, Indonesia","{'location': {'lat': -1.9128284, 'lng': 100.8583351}, 'viewport': {'northeast': {'lat': -1.911144520107278, 'lng': 100.8604069}, 'southwest': {'lat': -1.913844179892722, 'lng': 100.8576445}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Family,"[{'height': 2080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108182064651466377428"">Ahmad Nusirwan</a>'], 'photo_reference': 'AUGGfZmB3hxOto94B-obiU_R-tfPybms_Rzm4GbLVKLfxpNQDDiUN-kZc1KIKyVtGZmEH9k3Ip6jXMEjepbUhx73hzXWc_vg2cQF81SHUhzD3SkozGHQsaJBCQ3lw08lU-XmzjQKh0KoGjAqPmiOSMQGKcwFw1G4_9ljG1CXyuJczeERdjn2', 'width': 4608}]",ChIJV922CSwlLS4R02Qrplp7OPg,4.3,ChIJV922CSwlLS4R02Qrplp7OPg,"['tourist_attraction', 'point_of_interest', 'establishment']",276,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJV922CSwlLS4R02Qrplp7OPg
OPERATIONAL,"RC4M+96G, Kampung Baru Wisata, Mandeh, Koto XI Tarusan, Kabupaten Pesisir Selatan, Sumatera Barat 25654, Indonesia","{'location': {'lat': -1.194075, 'lng': 100.433073}, 'viewport': {'northeast': {'lat': -1.192812170107278, 'lng': 100.4344706798927}, 'southwest': {'lat': -1.195511829892722, 'lng': 100.4317710201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Parkir naik kapal kepulau mandeh,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103327406610945937490"">A Google User</a>'], 'photo_reference': 'AUGGfZk_-fBbKvRRSZ2t6Iyt7bYylfjP69FSXXql2023-IIoHjme1AAPnoSwymCTerjPTX1tUqnV_i_yCGoAMxEfgxr81fPCgjAO6IE1G87cDZPw7GawoKhyHPIw96b_3hAFlSf97mE-Bm1EL8bWjLdfpRUdORd7vrJCAD9kEOWEoGhJAMZi', 'width': 3072}]",ChIJl5DRBJhZ0y8R3o4EKFiqNTI,5.0,ChIJl5DRBJhZ0y8R3o4EKFiqNTI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJl5DRBJhZ0y8R3o4EKFiqNTI
OPERATIONAL,"9M95+854, Amping Parak, Sutera, South Pesisir Regency, West Sumatra 25662, Indonesia","{'location': {'lat': -1.6317262, 'lng': 100.6579419}, 'viewport': {'northeast': {'lat': -1.629072999999999, 'lng': 100.6603824}, 'southwest': {'lat': -1.6326106, 'lng': 100.6571284}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Konservasi Penyu Ampiang Parak,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112630241302328833388"">Ding Thanks</a>'], 'photo_reference': 'AUGGfZnFEb6tNTY_CAt53ONOY6ovxWG7ndo_3l0wLYi1vwBCHa6klpOpVZ9TppG8ICTuf-qw6Hu9MzAE4cUtNQ_M3yUEsfsQY-EvdB6_OGRelofLbPpTnzRXiWdBAgWyfyw2C26VD-ort-QwYOt9YFdRWlHEdGoFikPsSlOC1EgG_IBq4tWC', 'width': 3264}]",ChIJp7PA6nPNLC4RC-q5BPNVe0A,4.4,ChIJp7PA6nPNLC4RC-q5BPNVe0A,"['tourist_attraction', 'point_of_interest', 'establishment']",117,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJp7PA6nPNLC4RC-q5BPNVe0A
OPERATIONAL,"JHX7+9QG, Salido, Iv Jurai, South Pesisir Regency, West Sumatra 25651, Indonesia","{'location': {'lat': -1.3515563, 'lng': 100.5644578}, 'viewport': {'northeast': {'lat': -1.350206470107278, 'lng': 100.5658076298927}, 'southwest': {'lat': -1.352906129892722, 'lng': 100.5631079701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Painan,"[{'height': 3492, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117952655854068642057"">Misbah Husni</a>'], 'photo_reference': 'AUGGfZmZk4dWotkKhF-_-xsaHnJtw_6fecrG6Pk0XuoU7c3_c6EJwWxwywNYG84h8DKLkFpUb3pXvTOl5SYbQT-InsQm35OS8LmrlBvsqO2d4XzA7y-CwQQVnYgwpo5kECN3DxTtE9TGLMgwPmEhUdkUFps4xFkuoX5Ab2tGzyRunf_Z7W1U', 'width': 4656}]",ChIJVxhlQYVN0y8Roaof4gorD24,4.5,ChIJVxhlQYVN0y8Roaof4gorD24,"['tourist_attraction', 'point_of_interest', 'establishment']",46,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJVxhlQYVN0y8Roaof4gorD24
OPERATIONAL,"Pesona Sungai Nyalo,kenagarian sungainyalo, mudik aia, Koto XI Tarusan, Kabupaten Pesisir Selatan, Sumatera Barat 25654, Indonesia","{'location': {'lat': -1.1826794, 'lng': 100.4015177}, 'viewport': {'northeast': {'lat': -1.181430220107278, 'lng': 100.40374145}, 'southwest': {'lat': -1.184129879892722, 'lng': 100.40077645}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Sungai Nyalo,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112423874420635435036"">A Google User</a>'], 'photo_reference': 'AUGGfZk7m3O6xbJgSCFcGKU1_FMJrkDszBRwGTYNLbl-xbUI0SK5nRaKse02ZfSDhqRW2VN7SECJfo9IjdOJDzBDAgUjUbG4otx2J5DDrmKtOZ1VMF53-Uezek6X1j3g3SOJt5wjJ3ms2jhXYdC7G1jMAvcOlzHTWwXMgWxVHuKHheNjy7fB', 'width': 3264}]",ChIJ8yANP4Sn1C8RsE9SERRf5eY,4.6,ChIJ8yANP4Sn1C8RsE9SERRf5eY,"['tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']",305,,{'open_now': True},"{'compound_code': 'RC82+WJ Ampang Pulai, South Pesisir Regency, West Sumatra, Indonesia', 'global_code': '6PC2RC82+WJ'}",,https://www.google.com/maps/place/?q=place_id:ChIJ8yANP4Sn1C8RsE9SERRf5eY
OPERATIONAL,"PFH7+QC3, Ampang Pulai, Koto XI Tarusan, South Pesisir Regency, West Sumatra 25654, Indonesia","{'location': {'lat': -1.2706007, 'lng': 100.4635572}, 'viewport': {'northeast': {'lat': -1.269227170107278, 'lng': 100.4649447798927}, 'southwest': {'lat': -1.271926829892722, 'lng': 100.4622451201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kawasan Pantai Muaro Bantiang,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106288515364243892556"">yudhi gaming</a>'], 'photo_reference': 'AUGGfZlB7KewGZyNxeDSPbl2170SVe6u0_6ew2Poi8q4HSC0UkLyE9aTl8fJ_OiRnP7so21LBUJCF8uQRm2J9qSzDCjT5PFpBr8iYSSCbXmHYLTmfjJfqwuuE10TB7xgPiICyaC6gbWGo8umXRHS2OPWaQiGKo6MvXEBXTJhp0DdE7x32tsS', 'width': 3120}]",ChIJSWtXXcpQ0y8RhZkfn-MEahY,4.4,ChIJSWtXXcpQ0y8RhZkfn-MEahY,"['tourist_attraction', 'point_of_interest', 'establishment']",276,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJSWtXXcpQ0y8RhZkfn-MEahY
CLOSED_TEMPORARILY,"MG39+PRJ, Pasar Baru, Bayang, South Pesisir Regency, West Sumatra, Indonesia","{'location': {'lat': -1.3456689, 'lng': 100.5195124}, 'viewport': {'northeast': {'lat': -1.344319070107278, 'lng': 100.5208622298927}, 'southwest': {'lat': -1.347018729892722, 'lng': 100.5181625701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Semangki,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112395777397780721584"">A Google User</a>'], 'photo_reference': 'AUGGfZnyakHQ4te6paUvzy2hqJFvEX4tJCcZHM4OwHOz_cFJUW_Eo20VWX6SsCQ8o2_qQK2JAZHV2Y7LEPXOMjzzHRCYDDp2YhO4Tp2u4Pf-fTVtZP90mm1DfYdWlgaQRQHc_436DILv6gt2OLMGmZNm0SpN9_TO0qWJCkOSJpB014UKApL1', 'width': 4160}]",ChIJmwaZ9HVP0y8RzesyGeMXypw,0.0,ChIJmwaZ9HVP0y8RzesyGeMXypw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJmwaZ9HVP0y8RzesyGeMXypw
OPERATIONAL,"Ampang Pulai, Koto XI Tarusan, South Pesisir Regency, West Sumatra 25654, Indonesia","{'location': {'lat': -1.2556953, 'lng': 100.4607255}, 'viewport': {'northeast': {'lat': -1.254335070107278, 'lng': 100.4620876298927}, 'southwest': {'lat': -1.257034729892722, 'lng': 100.4593879701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tour Wisata Taluak Sikulo,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114854436371595221326"">A Google User</a>'], 'photo_reference': 'AUGGfZnCotXj0YlmDDe8W8wx_QwtpbSAoeJiSSQTW2MqfcO_p_INPVpUQSNpPW7o6SFicEk0f3ka-2V_IIQBQ7KP_csfEqRse0WMFOGpeutQDVRr2xyChjOIA0Srr88xm7n6IapZUNksMzuB4P5vTQWp2VOiDHT3zEoQBEy75XBxZbAQcqWV', 'width': 1024}]",ChIJZ38eckFX0y8R7dsV1WokLqg,4.8,ChIJZ38eckFX0y8R7dsV1WokLqg,"['tourist_attraction', 'point_of_interest', 'establishment']",46,,{'open_now': True},"{'compound_code': 'PFV6+P7 Ampang Pulai, South Pesisir Regency, West Sumatra, Indonesia', 'global_code': '6PC2PFV6+P7'}",,https://www.google.com/maps/place/?q=place_id:ChIJZ38eckFX0y8R7dsV1WokLqg
OPERATIONAL,"PGQH+9Q5, Jl. Lubuk Pasing, Gurun Panjang, Kec. Bayang, Kabupaten Pesisir Selatan, Sumatera Barat 25652, Indonesia","{'location': {'lat': -1.2616004, 'lng': 100.529498}, 'viewport': {'northeast': {'lat': -1.260250570107277, 'lng': 100.5308478298927}, 'southwest': {'lat': -1.262950229892722, 'lng': 100.5281481701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Bendera Bayang,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115062132583133096849"">suman susilo turnip</a>'], 'photo_reference': 'AUGGfZmZOt5k04AzqiNm6Dr30hqElqyXclKCaLzFy49vGNngk23rxJUUVvRezFkHIsQHR9i2NX-z43nWipTCG-s4uCVigzrdrjqLFFzjYXOt1UMajrpA9rVCweuBRFcJqzUdwhYCF2cT9TNGSlAn6pPTAEVY3kFn0ZcYjytw7WLrqs_29YaY', 'width': 3840}]",ChIJO0RP4KlW0y8Rppr8hxKECuI,4.0,ChIJO0RP4KlW0y8Rppr8hxKECuI,"['tourist_attraction', 'point_of_interest', 'establishment']",15,,,,,https://www.google.com/maps/place/?q=place_id:ChIJO0RP4KlW0y8Rppr8hxKECuI
OPERATIONAL,"8MGV+J9H pasar gompong, Kambang Bar., Kec. Lengayang, Kabupaten Pesisir Selatan, Sumatera Barat 25663, Indonesia","{'location': {'lat': -1.673439, 'lng': 100.6934782}, 'viewport': {'northeast': {'lat': -1.672060170107278, 'lng': 100.6948747798927}, 'southwest': {'lat': -1.674759829892722, 'lng': 100.6921751201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasir Putih Kambang,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110704107134345651831"">A Google User</a>'], 'photo_reference': 'AUGGfZmdeUScixlEsFDHg2z27vVqutAucYHGLQdvE70FZRKkA7cI0IKKZfdpCqiaEN_njCJ4hbyJYHfE-0RC8Smy6piW7SHuZ5vW5Nh9UeVqQjFZWj-UGNoYTkxHrem57BunUGA7PaCx1L0Siqb6PgfsKC0vrE6LAKKhoKBpLvPatbK0sQrS', 'width': 3264}]",ChIJg5TsjjDSLC4R84RYdIF6BEY,4.3,ChIJg5TsjjDSLC4R84RYdIF6BEY,"['tourist_attraction', 'point_of_interest', 'establishment']",280,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJg5TsjjDSLC4R84RYdIF6BEY
