formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,plus_code,rating,user_ratings_total,opening_hours,permanently_closed,url
"R6WV+234, Sawah, Gabusan, Kec. Jati, Kabupaten Blora, Jawa Tengah 58384, Indonesia","{'location': {'lat': -7.1549906, 'lng': 111.2427078}, 'viewport': {'northeast': {'lat': -7.153640770107278, 'lng': 111.2440576298927}, 'southwest': {'lat': -7.156340429892722, 'lng': 111.2413579701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bledug Anak Kesongo Jati,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113399259683736004466"">A Google User</a>'], 'photo_reference': 'AUGGfZlfDtCay7FArNBHtbix8PTMErIfumG8dhP83YAEH7VP5LQthJaMUnvwXLO4ztnXDtLLMQIIJWJB-QJgJZuSip262Nid4GaQYm3ZotuDGoG1SbR31Na4_LSPQcSTnEK4n-IG83C-Mp8towqjrtjlbf2brif8qsnqgzDsTEF8yMdgr7i0', 'width': 3120}]",ChIJCbubIx9Rdy4RkJPFQKcyTgU,ChIJCbubIx9Rdy4RkJPFQKcyTgU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.9,10.0,,,https://www.google.com/maps/place/?q=place_id:ChIJCbubIx9Rdy4RkJPFQKcyTgU
"X79Q+C9X, Area Sawah, Klokah, Kec. Kunduran, Kabupaten Blora, Jawa Tengah 58255, Indonesia","{'location': {'lat': -7.0313785, 'lng': 111.2884834}, 'viewport': {'northeast': {'lat': -7.030028670107279, 'lng': 111.2898332298927}, 'southwest': {'lat': -7.032728329892723, 'lng': 111.2871335701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Batas Klokah, Kunduran - Talokwohmojo, Ngawen",,ChIJHy9OKABFdy4RA_74mdoNZvc,ChIJHy9OKABFdy4RA_74mdoNZvc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJHy9OKABFdy4RA_74mdoNZvc
"256W+GJM, Area Sawah Dan Perkebunan, Tinapan, Kec. Todanan, Kabupaten Blora, Jawa Tengah 58256, Indonesia","{'location': {'lat': -6.988650499999999, 'lng': 111.1965597}, 'viewport': {'northeast': {'lat': -6.986832420107278, 'lng': 111.1980658798927}, 'southwest': {'lat': -6.989532079892722, 'lng': 111.1953662201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa Barat Todanan,,ChIJJb3FIYJJdy4Rf25NGg45v6w,ChIJJb3FIYJJdy4Rf25NGg45v6w,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJJb3FIYJJdy4Rf25NGg45v6w
"X948+G2C, Wadas, Mojowetan, Kec. Banjarejo, Kabupaten Blora, Jawa Tengah 58253, Indonesia","{'location': {'lat': -7.043696199999999, 'lng': 111.3650025}, 'viewport': {'northeast': {'lat': -7.042601470107278, 'lng': 111.3663439298927}, 'southwest': {'lat': -7.045301129892722, 'lng': 111.3636442701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Sumur Pitu Pengging Banjarejo,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104059839190915185227"">Totok Ripanto</a>'], 'photo_reference': 'AUGGfZnMslUzgU1AOXUxMXcyTIs_KGj7Mlr1srUoGNM2yArpQzSbH2ZG0dckTNlQvj1x-wGiu0J9oz67sKZosdA7j5SkKGJ7JZ0KwaYRT72aAt7uMo3nEPn5OUPYpN_lBWOZdl7UN19LxHOGnGdwnwECN6xvKGPWPlo4Dyzh-DG0oFhk_c7D', 'width': 1298}]",ChIJ_ZGeeGVEdy4ROjc6FGcgP6c,ChIJ_ZGeeGVEdy4ROjc6FGcgP6c,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.7,10.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ_ZGeeGVEdy4ROjc6FGcgP6c
"Kunduran, Blora Regency, Central Java 58255, Indonesia","{'location': {'lat': -7.051365, 'lng': 111.2367862}, 'viewport': {'northeast': {'lat': -7.050001370107278, 'lng': 111.2381361298927}, 'southwest': {'lat': -7.052701029892722, 'lng': 111.2354364701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Pasar Tradisional Kunduran,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104275161015471762542"">Fahri Hariyanto</a>'], 'photo_reference': 'AUGGfZnofcl9Kh_3YU0fmCbhojMpKJnjTtRPm1PHCXv34Q1WWdBpEmmcm5exghL5K_D4LZaNODrtI1PISp-XMcKoIpIRJ_g1UhYw3D92dJkHVuyjgpjlG9BYn0N2t20bd6GkEa3Wr0ylULxcrZ16FqNCsWKVsYd12C6rDtAo2lJ1c2Au1bdW', 'width': 3120}]",ChIJl35Sff1Ody4RzlghkmiSlYE,ChIJl35Sff1Ody4RzlghkmiSlYE,"['point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'W6XP+CP Kunduran, Blora Regency, Central Java, Indonesia', 'global_code': '6P4HW6XP+CP'}",4.1,1262.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJl35Sff1Ody4RzlghkmiSlYE
"V8V4+RF5, Area Sawah, Sambonganyar, Kec. Ngawen, Kabupaten Blora, Jawa Tengah 58254, Indonesia","{'location': {'lat': -7.1054813, 'lng': 111.3062289}, 'viewport': {'northeast': {'lat': -7.104149270107278, 'lng': 111.3075822798927}, 'southwest': {'lat': -7.106848929892722, 'lng': 111.3048826201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Batas Buloh, Kunduran - Sambonganyar, Ngawen",,ChIJJ-Y8PwBbdy4RARTy-Q4VHsw,ChIJJ-Y8PwBbdy4RARTy-Q4VHsw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJJ-Y8PwBbdy4RARTy-Q4VHsw
"X73J+946, Area Sawah, Klokah, Kec. Kunduran, Kabupaten Blora, Jawa Tengah 58254, Indonesia","{'location': {'lat': -7.0465814, 'lng': 111.2802614}, 'viewport': {'northeast': {'lat': -7.045231570107278, 'lng': 111.2816112298927}, 'southwest': {'lat': -7.047931229892722, 'lng': 111.2789115701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Batas Pacing, Kunduran - Bandungrojo, Ngawen",,ChIJAV2oVQBPdy4RY8MeS51yW_4,ChIJAV2oVQBPdy4RY8MeS51yW_4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJAV2oVQBPdy4RY8MeS51yW_4
"Area Sawah Dan Perkebunan, Kedungwungu, Todanan, Blora Regency, Central Java 58256, Indonesia","{'location': {'lat': -6.9728995, 'lng': 111.1934075}, 'viewport': {'northeast': {'lat': -6.971549670107279, 'lng': 111.1947573298927}, 'southwest': {'lat': -6.974249329892722, 'lng': 111.1920576701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kedung Biru Todanan,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111377065264745865085"">Irfan Gyber</a>'], 'photo_reference': 'AUGGfZlytQPo7exh1v23JONlh62-v7AxyFNzAEt7Obd9KUnuU_JtuMkCuwQ1RzXmMqmA8oZubwxOnuzVVoDeLbmirrgBXzmV0lGGexz2vKHi7TIhkqgOQJgOkjmR8lFED0sVSzAzdFQjrj5SNVGb6XaIbb4lOjyZoc0NSm_vpfidxv8sV3qJ', 'width': 4128}]",ChIJkzOnX4ZJdy4ROQBVd0iaezo,ChIJkzOnX4ZJdy4ROQBVd0iaezo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': '25GV+R9 Kedungwungu, Blora Regency, Central Java, Indonesia', 'global_code': '6P5H25GV+R9'}",4.5,17.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJkzOnX4ZJdy4ROQBVd0iaezo
"X8V6+VP9, Ngawen, Kec. Ngawen, Kabupaten Blora, Jawa Tengah, Indonesia","{'location': {'lat': -7.0053375, 'lng': 111.3118594}, 'viewport': {'northeast': {'lat': -7.003979420107277, 'lng': 111.3132111298927}, 'southwest': {'lat': -7.006679079892721, 'lng': 111.3105114701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/monument_pinlet,Tugu Bhayangkara Ngawen,"[{'height': 4016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105883991540645547531"">A Google User</a>'], 'photo_reference': 'AUGGfZl0qs8JuF5Loh2oSII6QgUVQ7ZjD8-Cf5xVjFXIuesDuM6b7FgsoSqc-IjsOOW7OUpB9tZfBB-qaDPBcMhHcOuSNrEVBoR1zw83dzhYFULrlMus3ZPr6VEufQCaxr8QI7HJ-1o8vKDgbms-QW6dhjnm4ekh8cGY2FBnKW1n6OrB6Ayn', 'width': 3008}]",ChIJBTMcH7AJdy4Rm1Z4sdkxnAQ,ChIJBTMcH7AJdy4Rm1Z4sdkxnAQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.0,48.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJBTMcH7AJdy4Rm1Z4sdkxnAQ
"W74Q+F8Q, Arae Sawah, Rowobungkul, Kec. Ngawen, Kabupaten Blora, Jawa Tengah, Indonesia","{'location': {'lat': -7.093776699999999, 'lng': 111.2883744}, 'viewport': {'northeast': {'lat': -7.092426870107277, 'lng': 111.2897242298927}, 'southwest': {'lat': -7.095126529892721, 'lng': 111.2870245701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Batas Buloh, Kunduran - Rowobungkul, Ngawen",,ChIJ_fYOIABFdy4RA8v9b_1m83k,ChIJ_fYOIABFdy4RA8v9b_1m83k,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ_fYOIABFdy4RA8v9b_1m83k
"X6V7+76J, Kedungpeting 1, Kedungwaru, Kec. Kunduran, Kabupaten Blora, Jawa Tengah 58255, Indonesia","{'location': {'lat': -7.006796199999999, 'lng': 111.2130252}, 'viewport': {'northeast': {'lat': -7.005454170107278, 'lng': 111.2143774298927}, 'southwest': {'lat': -7.008153829892722, 'lng': 111.2116777701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Kedungwaru Kunduran,,ChIJVV9QFQBJdy4RXLXB6DzM89c,ChIJVV9QFQBJdy4RXLXB6DzM89c,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJVV9QFQBJdy4RXLXB6DzM89c
"W7VH+FPG, Area Sawah, Tawangrejo, Kec. Kunduran, Kabupaten Blora, Jawa Tengah 58255, Indonesia","{'location': {'lat': -7.0563217, 'lng': 111.2793173}, 'viewport': {'northeast': {'lat': -7.054941820107278, 'lng': 111.2806509298927}, 'southwest': {'lat': -7.057641479892722, 'lng': 111.2779512701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Batas Tawangrejo, Kunduran - Bandungrojo, Ngawen",,ChIJhdWrUwBPdy4RDvoXRLOQ_Dw,ChIJhdWrUwBPdy4RDvoXRLOQ_Dw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJhdWrUwBPdy4RDvoXRLOQ_Dw
"X76P+27Q, Area Sawah, Bandungrojo, Kec. Ngawen, Kabupaten Blora, Jawa Tengah 58255, Indonesia","{'location': {'lat': -7.039908899999999, 'lng': 111.2857392}, 'viewport': {'northeast': {'lat': -7.038559070107277, 'lng': 111.2870890298927}, 'southwest': {'lat': -7.041258729892721, 'lng': 111.2843893701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Batas Klokah, Kunduran - Bandungrojo, Ngawen",,ChIJFSCtPwBFdy4RjGp_EAxkIVY,ChIJFSCtPwBFdy4RjGp_EAxkIVY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJFSCtPwBFdy4RjGp_EAxkIVY
"W76J+VHQ, Arae Sawah, Rowobungkul, Kec. Ngawen, Kabupaten Blora, Jawa Tengah, Indonesia","{'location': {'lat': -7.0877759, 'lng': 111.2814758}, 'viewport': {'northeast': {'lat': -7.086427370107279, 'lng': 111.2828329298927}, 'southwest': {'lat': -7.089127029892722, 'lng': 111.2801332701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Batas Doyok, Kunduran - Rowobungkul, Ngawen",,ChIJIwI_NgBPdy4RTII-P0Frhk4,ChIJIwI_NgBPdy4RTII-P0Frhk4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJIwI_NgBPdy4RTII-P0Frhk4
"W7FH+96V, Jl. Raya Kamolan - Banjarejo, Arae Sawah, Rowobungkul, Kec. Ngawen, Kabupaten Blora, Jawa Tengah, Indonesia","{'location': {'lat': -7.076510799999999, 'lng': 111.2780453}, 'viewport': {'northeast': {'lat': -7.075133220107277, 'lng': 111.2793911298927}, 'southwest': {'lat': -7.077832879892721, 'lng': 111.2766914701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Batas Kemiri, Kunduran - Rowobungkul, Ngawen",,ChIJXV42GABPdy4RGcsrYUvE_Zc,ChIJXV42GABPdy4RGcsrYUvE_Zc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJXV42GABPdy4RGcsrYUvE_Zc
