business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,permanently_closed,opening_hours,url
OPERATIONAL,"432C+77P Link, Jl. Kp. Cibaga, Link Cibaga RW.Link Cibaga, Puloampel, Kec. Puloampel, Kabupaten Serang, Banten 42455, Indonesia","{'location': {'lat': -5.8997853, 'lng': 106.070758}, 'viewport': {'northeast': {'lat': -5.898435470107277, 'lng': 106.0721078298927}, 'southwest': {'lat': -5.901135129892721, 'lng': 106.0694081701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Deni,,ChIJ9Vfe2zuVQS4Rxfd4ntnlVLs,0.0,ChIJ9Vfe2zuVQS4Rxfd4ntnlVLs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '432C+38 Mangunreja, Serang Regency, Banten, Indonesia', 'global_code': '6P68432C+38'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ9Vfe2zuVQS4Rxfd4ntnlVLs
OPERATIONAL,"RT.07/RW.04, Tonjong, Kramatwatu, Serang Regency, Banten 42616, Indonesia","{'location': {'lat': -6.016023499999999, 'lng': 106.1181688}, 'viewport': {'northeast': {'lat': -6.013760900000001, 'lng': 106.118895}, 'southwest': {'lat': -6.0167777, 'lng': 106.1159902}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Empang Sikopcah H. Dulham,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106551403468316575668"">A Google User</a>'], 'photo_reference': 'AUGGfZn2wyU3ermdYu7FQyVEFPXu2BctjHj-zUyJjqoRv8kVL79UsHOpT7q6Pm1DpRN2PXUgtThKGVYHVFmEIc5YSc2wjV-aeF_QOM958JSn8K1su-rryCFXuKXx3npjP9K9ygRPbnQEo7UZMjqMvZpArUrDj5o1vhlfgTBvN4Cxpm92qST_', 'width': 4160}]",ChIJ9TM_fWuNQS4RrlDsNA75EcI,3.5,ChIJ9TM_fWuNQS4RrlDsNA75EcI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"{'compound_code': 'X4M9+H7 Tonjong, Serang Regency, Banten, Indonesia', 'global_code': '6P58X4M9+H7'}",,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ9TM_fWuNQS4RrlDsNA75EcI
OPERATIONAL,"432R+G2, Sumuranja, Puloampel, Serang Regency, Banten, Indonesia","{'location': {'lat': -5.8986396, 'lng': 106.0901078}, 'viewport': {'northeast': {'lat': -5.897880320107277, 'lng': 106.0911719}, 'southwest': {'lat': -5.900579979892721, 'lng': 106.0869155}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Kalih Utara,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116038173814689760352"">Kendil Kendil</a>'], 'photo_reference': 'AUGGfZmcCF9MtkDw-3OyYNaLAIrJTajzpbSGzJ96e8gjuCIt95upaRTF6-pL4z9gfNALnBFh6_-ehN03i_6LsNUxlnHoVCszTNBxatHI1LNXwqbvab2DllOEDs_4_3G9Bv1SVNYmePTR8V3jKOhDELcPojxy365itbpWgW39niBGLgIe0h-o', 'width': 1920}]",ChIJ_zZoFcCVQS4RLfL6MdkFj5E,4.1,ChIJ_zZoFcCVQS4RLfL6MdkFj5E,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_zZoFcCVQS4RLfL6MdkFj5E
OPERATIONAL,"32CH+534, Unnamed Road, Tamansari, Kec. Pulomerak, Kota Cilegon, Banten 42438, Indonesia","{'location': {'lat': -5.9296172, 'lng': 106.0277184}, 'viewport': {'northeast': {'lat': -5.928302120107278, 'lng': 106.0289622298927}, 'southwest': {'lat': -5.931001779892722, 'lng': 106.0262625701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pengobelan Pulomerak Cilegon,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102725815065492361998"">A Google User</a>'], 'photo_reference': 'AUGGfZnUNJH58iT-kdTjIOoFvjRGG-kmjZGl1NoVMxb-sA0gcsma1n8xiiUtGNrD1MPW_kXCOIFzjlDGqG1MjcW5vuPL5LXiYlvEEL6o45ZrS94CPw-Rm13uKvEP4_RhDcIOerv-FBfpYic41Ki6tH84MFCv8gmBRy9tDtqvkD9JlejEkIS8', 'width': 1080}]",ChIJc8K_fkuRQS4R1fW56pAOu2U,4.8,ChIJc8K_fkuRQS4R1fW56pAOu2U,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,,,https://www.google.com/maps/place/?q=place_id:ChIJc8K_fkuRQS4R1fW56pAOu2U
OPERATIONAL,"42FR+CMV, Unnamed Road, Cilegon, Banten 42439, Indonesia","{'location': {'lat': -5.8763817, 'lng': 106.0416698}, 'viewport': {'northeast': {'lat': -5.875459670107277, 'lng': 106.0437047}, 'southwest': {'lat': -5.878159329892721, 'lng': 106.0409915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Northern point of Kabupaten Serang,,ChIJi7AZv9qXQS4RuzCAsIuq0LY,0.0,ChIJi7AZv9qXQS4RuzCAsIuq0LY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJi7AZv9qXQS4RuzCAsIuq0LY
OPERATIONAL,"346R+5Q, Pulo Panjang, Puloampel, Serang Regency, Banten, Indonesia","{'location': {'lat': -5.9396241, 'lng': 106.1419721}, 'viewport': {'northeast': {'lat': -5.938274270107279, 'lng': 106.1433219298927}, 'southwest': {'lat': -5.940973929892722, 'lng': 106.1406222701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANTAI KELAPA ENOM,,ChIJiQcpu0WTQS4RgAop7Fts8Hw,5.0,ChIJiQcpu0WTQS4RgAop7Fts8Hw,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,https://www.google.com/maps/place/?q=place_id:ChIJiQcpu0WTQS4RgAop7Fts8Hw
OPERATIONAL,"33XR+GP, Sumuranja, Puloampel, Serang Regency, Banten, Indonesia","{'location': {'lat': -5.901203, 'lng': 106.091866}, 'viewport': {'northeast': {'lat': -5.90050125, 'lng': 106.0932236}, 'southwest': {'lat': -5.903308249999999, 'lng': 106.0877932}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Mangrove Pulau kali Chalil family,"[{'height': 442, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104231648530609076322"">Aswandi Aswandlondel</a>'], 'photo_reference': 'AUGGfZlce8lUP1M4xMu4xyjPZgGKflLstnRcqAAMSQUmex0at3XuI-yL7xOtPW-fBDGY4VIt5vS2BLTJ1gdm1U4pJ6Rf1jD9qFN0BE158_60JO7QTndFxSIh9M4UMVK-5CrNlabKrWhi99JSyIx1ixqvCF6SeTXpiAYJnIz_y0sEavNMOUUE', 'width': 719}]",ChIJtS2_OE6VQS4RgChDSmzmK0o,5.0,ChIJtS2_OE6VQS4RgChDSmzmK0o,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJtS2_OE6VQS4RgChDSmzmK0o
OPERATIONAL,"3555+68, Pulo Panjang, Puloampel, Serang Regency, Banten, Indonesia","{'location': {'lat': -5.9418937, 'lng': 106.1582511}, 'viewport': {'northeast': {'lat': -5.940529220107278, 'lng': 106.1591423298927}, 'southwest': {'lat': -5.943228879892722, 'lng': 106.1564426701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kawasan mangrove,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110483068201095728917"">khoerul saragih</a>'], 'photo_reference': 'AUGGfZkTcM_AyIVpljC07NrEyk13hsjz_MWVr0DBlW9lBnZg7KNQa4pg4DiMiV4-hYbIvpuxwJpUlsy1YB6RAqOc2VzGYaoO0ByTUHvSZrdnuyzFHPVu3a46gwI1F_mI0X0pfNMM0GxGJhhPnL3ImwMbKzr9wsVgvJg3lJQJIHVIL90LptOQ', 'width': 3060}]",ChIJJ69YwmftQS4Rm77bAqsQ-xw,4.0,ChIJJ69YwmftQS4Rm77bAqsQ-xw,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ69YwmftQS4Rm77bAqsQ-xw
OPERATIONAL,"423W+2M, Salira, Puloampel, Serang Regency, Banten, Indonesia","{'location': {'lat': -5.8974283, 'lng': 106.0467}, 'viewport': {'northeast': {'lat': -5.896078470107278, 'lng': 106.0480498298927}, 'southwest': {'lat': -5.898778129892722, 'lng': 106.0453501701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Buyut Saye,,ChIJK-5eYgCXQS4RHDuFzUnArBc,0.0,ChIJK-5eYgCXQS4RHDuFzUnArBc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJK-5eYgCXQS4RHDuFzUnArBc
OPERATIONAL,"W4V2+3F6, Pejaten, Kramatwatu, Serang Regency, Banten 42616, Indonesia","{'location': {'lat': -6.0573455, 'lng': 106.1011519}, 'viewport': {'northeast': {'lat': -6.056006920107278, 'lng': 106.1024687298927}, 'southwest': {'lat': -6.058706579892722, 'lng': 106.0997690701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Pinang,"[{'height': 2272, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104824486024280473492"">Efi Supriatna</a>'], 'photo_reference': 'AUGGfZkvnPyGgesDPtqLjutZmmTlcYYkUfqCBAnfskTHx93KGKo48TWpvSxf9dRyIR_Oh-LwzwVMAZxQbDLhdBE30ph58L2wuOGaRhR16l8voEGzUB6Odt25bfj0qD0UPiDtFF2x_u7AA63pyht-vyYrZ_DDTB3hWjMxtgtO6z45nfzuVZPq', 'width': 4032}]",ChIJnw4Ou2eMQS4ReZnoAPIcC3k,4.1,ChIJnw4Ou2eMQS4ReZnoAPIcC3k,"['tourist_attraction', 'point_of_interest', 'establishment']",1296,,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJnw4Ou2eMQS4ReZnoAPIcC3k
OPERATIONAL,"4376+G2H, Mangunreja, Puloampel, Serang Regency, Banten 42455, Indonesia","{'location': {'lat': -5.883704, 'lng': 106.0607347}, 'viewport': {'northeast': {'lat': -5.882356820107278, 'lng': 106.0639507}, 'southwest': {'lat': -5.885056479892722, 'lng': 106.0596627}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Habibi Island,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101364160575888933751"">A Google User</a>'], 'photo_reference': 'AUGGfZmvh8ytnqfSR2Bu1oihIaMwrjKR0NXZ3Vr1LQVh2upUxFTJqdVBVmb75J7dDSo1mSNAnhh5mZyM9A0BmF4XRCZHFR9CNdPCIk3AG4FL_xLWnRTmyX4O4p1ywJjjFhAudp_KOlgAdB0z1yru7u28xQFB1DUtw7ImClVuzFK2W3pGFUXg', 'width': 1920}]",ChIJQUMqXSaXQS4R8cXVUDfRaDI,4.1,ChIJQUMqXSaXQS4R8cXVUDfRaDI,"['tourist_attraction', 'point_of_interest', 'establishment']",56,,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJQUMqXSaXQS4R8cXVUDfRaDI
OPERATIONAL,"X24C+CC4, Batukuda, Mancak, Serang Regency, Banten 42165, Indonesia","{'location': {'lat': -6.0439842, 'lng': 106.0210849}, 'viewport': {'northeast': {'lat': -6.042624870107278, 'lng': 106.0225315798927}, 'southwest': {'lat': -6.045324529892723, 'lng': 106.0198319201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Istana Pasir Temiang Cilegon,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112898658662330872596"">Tri Guntoro</a>'], 'photo_reference': 'AUGGfZmqm-qxZwup6aN9R3KRTIYsMJmQ1zmo_l9lEbZB7Mgx07c44IM_us0BuxzzXSnR54rpZKJjAWeN36o_lSkvwNznCdHajEWDUDPPPfRyZsWS_mQoD6BFp6gWcUVWpfbLtUrpIG6HWfIfDNLUgmXKU_SeHgBlg8VH1QKe0s4JUGgoY3z0', 'width': 4608}]",ChIJWbblyAaPQS4RL7XQUTpP3tQ,4.0,ChIJWbblyAaPQS4RL7XQUTpP3tQ,"['tourist_attraction', 'point_of_interest', 'establishment']",178,,,,https://www.google.com/maps/place/?q=place_id:ChIJWbblyAaPQS4RL7XQUTpP3tQ
OPERATIONAL,"32VF+XR, Lebak Gede, Pulomerak, Cilegon, Banten, Indonesia","{'location': {'lat': -5.905015499999999, 'lng': 106.024501}, 'viewport': {'northeast': {'lat': -5.903637870107278, 'lng': 106.0258870798927}, 'southwest': {'lat': -5.906337529892721, 'lng': 106.0231874201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sesuru,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116038173814689760352"">Kendil Kendil</a>'], 'photo_reference': 'AUGGfZmyOQq-y-E5rtUan0r3pI-nqtYmUUl5rqciTDpACSXEny8w0NUM-YTa2ENz55ocHaHlA1Li5vDRJoekT6cNQf-IKl2gZ_CmVUl4IwZGPJ-tuGSg1BsSSgFXnhQrNXPIJdpFAUwA_Ts8APyzdEBqPoejh_RkQ-0ZwkvKEFngNLTXHgGw', 'width': 4032}]",ChIJAQhmgpSXQS4R9z24sNpRTKs,5.0,ChIJAQhmgpSXQS4R9z24sNpRTKs,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJAQhmgpSXQS4R9z24sNpRTKs
