business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,photos,plus_code,url
OPERATIONAL,"6PXJ+VRW, Padangloang, Patampanua, Pinrang Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.7502611, 'lng': 119.7320908}, 'viewport': {'northeast': {'lat': -3.748950720107278, 'lng': 119.7334273298927}, 'southwest': {'lat': -3.751650379892722, 'lng': 119.7307276701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu moppang,ChIJa293yoFLlC0RQLogYN755EY,5.0,ChIJa293yoFLlC0RQLogYN755EY,"['point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJa293yoFLlC0RQLogYN755EY
OPERATIONAL,"6M52+6Q9, Jaya, Watang Sawitto, Pinrang Regency, South Sulawesi 91213, Indonesia","{'location': {'lat': -3.7919591, 'lng': 119.6519749}, 'viewport': {'northeast': {'lat': -3.790594720107279, 'lng': 119.6532465798928}, 'southwest': {'lat': -3.793294379892723, 'lng': 119.6505469201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Marannu,ChIJMUrPcP5MlC0Rta_dxJCPtCg,4.4,ChIJMUrPcP5MlC0Rta_dxJCPtCg,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",102.0,,{'open_now': True},"[{'height': 2334, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108008083897962582096"">Jhuna Uzumaky</a>'], 'photo_reference': 'AUGGfZnX1ffLb8car4S7spUqHJf6-B-sxVAyGozrvqBh1rrp0kFr_eehZWwbCvhsaXVR4oj3mob987CTfAAgVNm2z8tOa9Ju6k_94QzWV4UKzDAknjmHcjJHnCLhVebeM4ELNeiXkJiBnP_Fm98RR9Z8b3cAJmpbODQ_Fr9LbTvbmb6dNYix', 'width': 3500}]",,https://www.google.com/maps/place/?q=place_id:ChIJMUrPcP5MlC0Rta_dxJCPtCg
OPERATIONAL,"6M2R+FM2, Pakkie, Tiroang, Pinrang Regency, South Sulawesi 91256, Indonesia","{'location': {'lat': -3.7988544, 'lng': 119.6916299}, 'viewport': {'northeast': {'lat': -3.797553320107279, 'lng': 119.6930742798927}, 'southwest': {'lat': -3.800252979892722, 'lng': 119.6903746201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,BaseCame Komunitas OGI SAWITTO,ChIJi5UMiVdNlC0RztRTcHiWHFU,3.5,ChIJi5UMiVdNlC0RztRTcHiWHFU,"['lodging', 'point_of_interest', 'establishment']",2.0,,,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118301443675641718435"">A Google User</a>'], 'photo_reference': 'AUGGfZmIFCY6-h_VuUActJkjD9x2yW_j_QnFVoeqkYzBR9BRNPVEouz1nwKjKKznSvbavc3259nJQuRt2f6Z08B6z0ax5soNvXI5tzojmj3Mx3iSeuHcVS1TZoznL8Pp9Gx6JXFvVdRvXeLvkbfOy6elGGw-RiTL0B5MZDxsBXJmlhYJTdSN', 'width': 2304}]",,https://www.google.com/maps/place/?q=place_id:ChIJi5UMiVdNlC0RztRTcHiWHFU
OPERATIONAL,"Tiroang, Pinrang Regency, South Sulawesi 91256, Indonesia","{'location': {'lat': -3.8154744, 'lng': 119.7279045}, 'viewport': {'northeast': {'lat': -3.814085870107279, 'lng': 119.7292059798928}, 'southwest': {'lat': -3.816785529892722, 'lng': 119.7265063201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/parking-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/parking_pinlet,Kampung baka,ChIJMbfqgMNLlC0R-DkwsOZnVcw,0.0,ChIJMbfqgMNLlC0R-DkwsOZnVcw,"['parking', 'point_of_interest', 'establishment']",0.0,,,"[{'height': 464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111106595135265887247"">A Google User</a>'], 'photo_reference': 'AUGGfZmKO-bPhuCMJnSoUkUFk4_pXhQaqxW4tMU4d0HLF92SKMzh7LPGElk_u2KC-v-1QhqwJoKZwGM3huvXHe47lFD4FAvr2VoMxzBXkeSltKyU08onR6jmA6pahLsDQ2rw51p5dzf0vg_YU4YBe_ryVX6jcNB4gp7T1wi3STGSMGz57Qyd', 'width': 720}]","{'compound_code': '5PMH+R5 Tiroang, Pinrang Regency, South Sulawesi, Indonesia', 'global_code': '6P8X5PMH+R5'}",https://www.google.com/maps/place/?q=place_id:ChIJMbfqgMNLlC0R-DkwsOZnVcw
OPERATIONAL,"5M2X+3F2, Pammase, Tiroang, Pinrang Regency, South Sulawesi 91256, Indonesia","{'location': {'lat': -3.850159, 'lng': 119.6990265}, 'viewport': {'northeast': {'lat': -3.848826020107277, 'lng': 119.7004194298927}, 'southwest': {'lat': -3.851525679892721, 'lng': 119.6977197701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Uty,ChIJ-ZaBMQC1lS0RZZF9Qf21S_Y,0.0,ChIJ-ZaBMQC1lS0RZZF9Qf21S_Y,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-ZaBMQC1lS0RZZF9Qf21S_Y
OPERATIONAL,"7PHJ+3CC, Malimpung, Patampanua, Pinrang Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.7223153, 'lng': 119.7310213}, 'viewport': {'northeast': {'lat': -3.720658399999999, 'lng': 119.7332557}, 'southwest': {'lat': -3.727286, 'lng': 119.7302765}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,nabila farm,ChIJH6zrNgBJlC0RR7JTc8m4BY4,0.0,ChIJH6zrNgBJlC0RR7JTc8m4BY4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJH6zrNgBJlC0RR7JTc8m4BY4
OPERATIONAL,"5PV3+G74, Jln, baco lotong, Tiroang, Pinrang Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.8062378, 'lng': 119.7032203}, 'viewport': {'northeast': {'lat': -3.804880370107277, 'lng': 119.7045459798928}, 'southwest': {'lat': -3.80758002989272, 'lng': 119.7018463201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah alesa safana almahira supardi,ChIJyaycZgBLlC0RgoJzom5XHWE,0.0,ChIJyaycZgBLlC0RgoJzom5XHWE,"['point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJyaycZgBLlC0RgoJzom5XHWE
OPERATIONAL,"5PV3+8JH, Mattiro Deceng, Tiroang, Pinrang Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.8066967, 'lng': 119.7041319}, 'viewport': {'northeast': {'lat': -3.805335420107278, 'lng': 119.7054615298927}, 'southwest': {'lat': -3.808035079892722, 'lng': 119.7027618701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kos kosan tiroang,ChIJhQsRsWVLlC0R9IhWtptYnps,0.0,ChIJhQsRsWVLlC0R9IhWtptYnps,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJhQsRsWVLlC0R9IhWtptYnps
OPERATIONAL,"8M2F+R6C, Jl. Bendung Benteng, Benteng, Kec. Patampanua, Kabupaten Pinrang, Sulawesi Selatan 91252, Indonesia","{'location': {'lat': -3.697933, 'lng': 119.6730104}, 'viewport': {'northeast': {'lat': -3.696575870107278, 'lng': 119.6743501298927}, 'southwest': {'lat': -3.699275529892721, 'lng': 119.6716504701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Digital GRADASI,ChIJ764TdD5PlC0RDz9Zf0FtVXM,0.0,ChIJ764TdD5PlC0RDz9Zf0FtVXM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,{'open_now': True},"[{'height': 958, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106265356850768618637"">106265356850768618637</a>'], 'photo_reference': 'AUGGfZl50R3g4qaS0rbkFDzEylJTrYv0KPDWKN688kyE-d2Y9jOejcI6qJ51Ad8A34Dn4-tDXxPtnBkQC9HWihyEjUTf2PSW804l_X6vb2RkWydGaoLnL6oeGmj7TmFFxtgACEpmhTjAmJE8vdOMHsF3biVSAp15p1Qp1tIDE9fiJTgjuN6s', 'width': 1280}]",,https://www.google.com/maps/place/?q=place_id:ChIJ764TdD5PlC0RDz9Zf0FtVXM
OPERATIONAL,"7JQJ+93X, Leppangang, Patampanua, Pinrang Regency, South Sulawesi 91252, Indonesia","{'location': {'lat': -3.711506, 'lng': 119.6302128}, 'viewport': {'northeast': {'lat': -3.710176070107278, 'lng': 119.6314963798928}, 'southwest': {'lat': -3.712875729892722, 'lng': 119.6287967201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KPC,ChIJS7YjWldPlC0RrXnLPUkrTKk,3.0,ChIJS7YjWldPlC0RrXnLPUkrTKk,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJS7YjWldPlC0RrXnLPUkrTKk
OPERATIONAL,"6PPV+446, Lingk. Ujung, Marawi, Kec. Tiroang, Kabupaten Pinrang, Sulawesi Selatan 91256, Indonesia","{'location': {'lat': -3.7655382, 'lng': 119.7422456}, 'viewport': {'northeast': {'lat': -3.764160120107279, 'lng': 119.7435190798927}, 'southwest': {'lat': -3.766859779892723, 'lng': 119.7408194201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Pusat bumi LGT,ChIJubEZTgBLlC0RIwzt27NgCh0,0.0,ChIJubEZTgBLlC0RIwzt27NgCh0,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJubEZTgBLlC0RIwzt27NgCh0
OPERATIONAL,"2JVP+Q75, Tellumpanua, Suppa, Pinrang Regency, South Sulawesi 91272, Indonesia","{'location': {'lat': -3.955617, 'lng': 119.6357342}, 'viewport': {'northeast': {'lat': -3.954270570107278, 'lng': 119.6371154298928}, 'southwest': {'lat': -3.956970229892722, 'lng': 119.6344157701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Padangnge,ChIJ8Yi96X-xlS0RnOhYsEr3aPI,3.0,ChIJ8Yi96X-xlS0RnOhYsEr3aPI,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8Yi96X-xlS0RnOhYsEr3aPI
OPERATIONAL,"7MW2+58R, Teppo, Patampanua, Pinrang Regency, South Sulawesi 91252, Indonesia","{'location': {'lat': -3.7045225, 'lng': 119.6507575}, 'viewport': {'northeast': {'lat': -3.703161370107278, 'lng': 119.6521052298927}, 'southwest': {'lat': -3.705861029892722, 'lng': 119.6494055701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Masolo Perbatasan,ChIJJ9O42xdPlC0RwumJyHU-IpQ,4.9,ChIJJ9O42xdPlC0RwumJyHU-IpQ,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,,{},"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101528839079981536079"">A Google User</a>'], 'photo_reference': 'AUGGfZnuvzVZuM_LcGDxIP7pwMt3YhvvPufV0l9WsE3HOqa5pK-lCTitYydWNtPc-OVfeaelkat3UroeJ_PcadsSEaaNU7Q8UwYdsZ11MgekbvUlh8Toef7ikXWIR3EvNbEA4mjNgpFlv0InivCHqm7iPIq9us_aTZhD7LuMFlAjMzhl_EN3', 'width': 2076}]",,https://www.google.com/maps/place/?q=place_id:ChIJJ9O42xdPlC0RwumJyHU-IpQ
OPERATIONAL,"8J3J+7GR, Massewae, Duampanua, Pinrang Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.6967596, 'lng': 119.631281}, 'viewport': {'northeast': {'lat': -3.695515, 'lng': 119.6328605798927}, 'southwest': {'lat': -3.700493400000001, 'lng': 119.6301609201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Camp Area Bulu Buaja,ChIJ95LDqLhPlC0Rds9U30iyOSc,4.0,ChIJ95LDqLhPlC0Rds9U30iyOSc,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,{'open_now': True},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113349802842836950691"">A Google User</a>'], 'photo_reference': 'AUGGfZlkfdPzzFgj0JHuIdIx75cKtX-XofNQtGUBYkU7eRbSbjkKrN_XVCQb1tJEbur6zW0qzNIB25T5eEICjKrJRPzlGESWBOv7H5iZK_5SR7b4yahCD8ReNvJegCeTG-uRQPkjptCbK9gqj6qsMofJ5QvM1V9oE0y_S_TWuz0VSOsCVqEd', 'width': 4640}]",,https://www.google.com/maps/place/?q=place_id:ChIJ95LDqLhPlC0Rds9U30iyOSc
OPERATIONAL,"6F5X+68J, Patobong, Mattiro Sompe, Pinrang Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.791905599999999, 'lng': 119.4982649}, 'viewport': {'northeast': {'lat': -3.790489870107278, 'lng': 119.4997289298927}, 'southwest': {'lat': -3.793189529892722, 'lng': 119.4970292701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sinobe Patobong,ChIJpY_dWJJVlC0RdIduqUWNOqw,4.4,ChIJpY_dWJJVlC0RdIduqUWNOqw,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103270507607530672371"">Dian Sulastri</a>'], 'photo_reference': 'AUGGfZlg2nXrnJoJidCixwihDZEDR51vlgOYCKUVQeKDCTA0U53k2DTIVIiETt6hAYLfHFcVAf7fIsha3S9PZdEru43vTHNNJMOYioknjlvs3WDCOZl2aEaIVWGz5RRFWpWvEDR9Pz0qwRimblIIJd-ng9yGiPhy-QMqyfZClYUuRqh_B1Ef', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJpY_dWJJVlC0RdIduqUWNOqw
OPERATIONAL,"8JW3+4R, Katomporang, Duampanua, Pinrang Regency, South Sulawesi 91253, Indonesia","{'location': {'lat': -3.6546875, 'lng': 119.6045625}, 'viewport': {'northeast': {'lat': -3.653337670107279, 'lng': 119.6059123298927}, 'southwest': {'lat': -3.656037329892723, 'lng': 119.6032126701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Permainan alam bainang,ChIJySjZ2-dFlC0RwxJJ_Q3M5eE,4.3,ChIJySjZ2-dFlC0RwxJJ_Q3M5eE,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111114749935925515595"">A Google User</a>'], 'photo_reference': 'AUGGfZmfGOPTd7AmdU_gNFxq47bmS8stBTG2H84cbl1GlE_H17TlxrXEJdBpRk78n2nMd-5zwXdmHaJC9E3P8AznBZkrUuwqx0ucxyh6C4tmrcEbh4BrF617sn_0WkGqydi-xAYxk3xe4HxXTigvg4FNiYemZShFRitkVdKqPlA55jtPd_LQ', 'width': 1836}]",,https://www.google.com/maps/place/?q=place_id:ChIJySjZ2-dFlC0RwxJJ_Q3M5eE
