formatted_address,name,place_id,types,photos,rating,user_ratings_total,lat,lng
"Jl. Ambon No.1, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Baliem Guest House,ChIJK7V5oLBtPmgRbCsMLXmjkEY,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101702020812679019167"">A Google User</a>'], 'photo_reference': 'AUGGfZlMCKuDbtGEqRxIsFNvEsePukGUk8XBKgs5dLW30t8ddNlpFs_f5GGLRiZY805uPqk081PFamy_A45Y9rVbxLUqV4iT7C1hW_VRQxEugN9l4wS2j7yeErljVJpvS0yu08djPzAxQ6BYjAO9fLrGcv6a31yzjJfLt-aNKQNTriS7psZF', 'width': 4624}]",5.0,2.0,-4.0941263,138.9482536
"WW6V+7RM, Wamena Kota, Wamena, Jayawijaya Regency, Papua 99511, Indonesia",Hotel Rannu Jaya,ChIJBfxm6ZVsPmgRegmQld3KJd0,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101798961328944222365"">Laura Romanow</a>'], 'photo_reference': 'AUGGfZlieA7N0VaCablDywIq5U854L8DKlEYe5ZIMR7PdLrQaw4dG4WvBoWwx0roNp_NDZmJ0ISSq55S5SKDeRcJ1xaECWRz2Sj10DHabdHE3T5I7kpus9oSQ8VK_dqTnVfkA3RIzLy-vL-lrniXXorMmmm6JHvUJ-BM7NEajpYtZMHG_izd', 'width': 4032}]",3.9,59.0,-4.0892985,138.9445592
"Jl. Irian No.40, Hurekama, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Hotel Putri Dani,ChIJ4bU9KFFtPmgREntV6sLgdI8,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115751856670608836834"">Semuel Yigibalom</a>'], 'photo_reference': 'AUGGfZkoex0Uxe_PumM8r5-VQovtwdYoChy7pkkk3VxNsBCzBW5ovNuBIS9tsZt6Pev4gGd9JkOjApBdC_niQurVNlo2HC1EheSzfCIsbab_IwSsxetcfN91xcLEECnd-H_HUo34xqCYjTVfBd7fQshNrxZ1ny6pxiqV8m48LOhJBXTA5C5q', 'width': 3000}]",4.1,50.0,-4.0957582,138.9392487
"Jalan A Yani no 14 Irian Jaya / Papua, Wouma, Piramid, Jayawijaya Regency, Papua 99511, Indonesia",Hotel Matoa,ChIJhwc-cm5sPmgRrHNps0-4C48,"['lodging', 'point_of_interest', 'establishment']",,0.0,0.0,-4.11609,138.949
"WW8V+4GW, Jl. Gatot Subroto, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Maharani Hotel,ChIJS20mZ5BsPmgRD2nEexfZe8g,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102200900208737442019"">Roy richardo Rumbino</a>'], 'photo_reference': 'AUGGfZmND-jxASP9LZ3dd9UMHfCVG88N9c7rHJaMN8nF5OKGb6lctBscggJMIlG7jkI5QxbRNRLmygCdB_ZgbtfFR59uC74kT2gdgYX2kKIbBO6e6nkp4Q_pQXVE11pyd5FTm8wktuTVRfLnKPmuytt10UDhJGN9pEesc730K6yWRfLFag5d', 'width': 4032}]",3.8,34.0,-4.0845992,138.9438423
"QQM5+FWG, JL. Habema, Walaik, Distrik Wamena, Kabupaten Jayawijaya, Papua 99564, Indonesia",Sinakma Elok Hotel,ChIJK-M9T6t5PmgR_J7sTX5HkJY,"['lodging', 'point_of_interest', 'establishment']",,4.0,2.0,-4.216313,138.759842
"XR3G+5H, Zapma, Bpiri, Jayawijaya Regency, Papua 99566, Indonesia",Amy,ChIJPQml8k4NPmgR0bjSFPSZ4cQ,"['lodging', 'point_of_interest', 'establishment']",,0.0,0.0,-4.0470416,138.8264471
"Jl. Bayangkara, Hurekama, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Hotel Grand Sartika,ChIJb7dgfr5tPmgRC64oNk4r9m8,"['lodging', 'point_of_interest', 'establishment']","[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117794416794904326125"">A Google User</a>'], 'photo_reference': 'AUGGfZnq9Pi06CSb534mQI5D9bm7u7gs6wGHF2ZT8CKrAwanfF5U3qTaleQuPtRVFYhHdQVRU1zm_ErvXjufive86R0ZZY6WGRHhqLes3e2-atahLc-c4sOCfKLsHQ8wSKO18y9c8MEyfkWlli-WeY90x1wkY05F8uavI3Iipcvf2I7fSWX3', 'width': 1280}]",4.0,274.0,-4.0989887,138.9395079
"Jl Pattimura No 32 Wamena, Kama, Wesaput, Jayawijaya Regency, Papua 99511, Indonesia",Hotel Mas Budi,ChIJaSFdn8mJFWgR61UiG6z5G2g,"['lodging', 'point_of_interest', 'establishment']","[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101670126549042304114"">Suryaputraramadhan67 67</a>'], 'photo_reference': 'AUGGfZn_8h_5HF7Ln-JBRMX-rJHT4Ukq5xVGDy5cssndrA1YMTFNJTTeL5O9OwK9LsovaAXGV9oyxI5S_UhKYcszmM1dE4TbNaLgBl7KnQ7OhY353aWYbtf9ELiPhh821yK9b7X75s6QkU9SJ0urU9m4Fi8y4Fb_b_8CfZbGnncg__KqD_Nn', 'width': 4608}]",3.8,71.0,-4.088417499999999,138.9453802
"Jl. Ambon No.1, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Hotel Anggrek Wamena,ChIJnZptEoVsPmgRWCQD1wxRFIw,"['lodging', 'point_of_interest', 'establishment']","[{'height': 1004, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106902537800049153516"">Halfish Story</a>'], 'photo_reference': 'AUGGfZnCKGMajQiGFgcEhJkA9JhWmcc1AEP8df73eNk2zk--wwlP97tRlMPQug-y3VRqe-Ao4LT1ALvOPe-cltEV_ZwqVSZa5LphIVBNmUQ48lpcu2fAjSly0l2UBnpg_eOVvOInyTlqRH_SVVUkeeSS3E1YsjU9Qlkr59F4X9NoRw230D_V', 'width': 1339}]",4.1,32.0,-4.0951401,138.9486951
"WW4P+CX8, Jl. Sosial, Honelama, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",RUMAH MARCO GERAND KERDA,ChIJIUtEl7ZtPmgRFOBeo6QSkqY,"['lodging', 'point_of_interest', 'establishment']",,0.0,0.0,-4.0939225,138.9374522
"2WJW+QVG, Jiwika, Kurulu, Jayawijaya Regency, Papua 99554, Indonesia",Penginapan Bude Lauk Inn,ChIJxXHK4MQQPmgRPyN18_xEE9I,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108938203959371049517"">A Google User</a>'], 'photo_reference': 'AUGGfZnei3tQkVZvm6mTk9iGoywey4XqtGZVfPCas1FnR9kEl75xnGTzKBDGOKlocBLYeZCshl1K7P8-OUotQTuJfMSocLT9vmWcx0QTIRJ2-U_yfwuyXRz5nbcjrIWOAjd61tE2F5VtkK9IdDB0U3XRlR-mWdIyXr-2b_JYAOMc9ui1ECjH', 'width': 4032}]",4.3,8.0,-3.9680599,138.9471914
"Jl. Irian No.18, Honelama, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Srikandi Hotel,ChIJo16SJfJsPmgRXsb_8Fq87SY,"['lodging', 'point_of_interest', 'establishment']","[{'height': 532, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107200777531885532715"">A Google User</a>'], 'photo_reference': 'AUGGfZmt2aPhBTyGoRskGH93UkLrv7rDf0sPUC5W9R_6wehv3x-OkWn74tP3fPwqWhhGnVVIX8BCV2_bNgowue4lqaSoFXGslyRUD-QUX5RxnUkL_INZCI6nIXtpw0azcuAekPqOtFEre52WitVkPlHPajpAsNw0aOb5PwlQMu-y84Ii47UE', 'width': 720}]",3.3,20.0,-4.097402,138.9358054
"A. Yani Street 1 Irian Jaya / Papua, Wouma, Piramid, Jayawijaya Regency, Papua 99511, Indonesia",Hotel Mariat Sorong,ChIJhwc-cm5sPmgRSs1u2Z8Hxmk,"['lodging', 'point_of_interest', 'establishment']",,0.0,0.0,-4.11609,138.949
"Jl. Trikora AA No.112, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Tendy Hotel,ChIJhykGwI9sPmgRxXEAVrXbXfA,"['lodging', 'point_of_interest', 'establishment']",,2.0,1.0,-4.0976762,138.9492496
"WW6W+HFF, Wamena Kota, Wamena, Jayawijaya Regency, Papua 99511, Indonesia",Tempat perempuan ABG bugil cantik kabupaten Jayawijaya Wamena Papua,ChIJp8XHKgBtPmgRPPrDDTmn8Iw,"['lodging', 'point_of_interest', 'establishment']","[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102442458550976573867"">A Google User</a>'], 'photo_reference': 'AUGGfZnFSLIOOELzQw57kSVMIkV1GN-TC4IzkP06swOc3FszysdybVDPEqveAWlze9gmpcLB4eLSyWbdlJqWkV1SoBGLgwEoA3qK6IlsEWHYUlgU3thCWmOBG-4iRLBiSJ0PcMBNbZtR3zRIxsOuBU2dTjj6tliHLXNd-5L-whNsWsNZQT4l', 'width': 3072}]",0.0,0.0,-4.0885611,138.9461706
"WW2W+63H, Wamena Kota, Wamena, Jayawijaya Regency, Papua 99511, Indonesia",Home sweet home,ChIJ2TzLDQBtPmgRhKXccwMDNsc,"['lodging', 'point_of_interest', 'establishment']",,0.0,0.0,-4.0996356,138.9453423
"Jl. Yos Sudarso No.88, Hurekama, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Pintu Biru Hostel,ChIJwzcFXPRsPmgRUFUyJFtghMg,"['lodging', 'point_of_interest', 'establishment']","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107435799505176053898"">mehmet sendinc</a>'], 'photo_reference': 'AUGGfZl4vPiPwtHVjPIWSbtIuo6Hfs8BHtjqCgQdtQNubE7kpXTFjZYKyeFr2uDt6SyIrt1XEFh7KT74PU_9aSCS_0Xu1w6SW3kBPDoV4K98Xjm9wvs6DxOQcccki3wYWqGVYLx7MSMxxPcDBLwyVXSF27EMrGho_Al0qyajOpc0KQcdz7vQ', 'width': 3024}]",4.8,23.0,-4.1021738,138.9354598
"Jl. Yos Sudarso No.45, Hurekama, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Hotel Cartenz,ChIJ5eWeU_NsPmgRg_PLF192xfI,"['lodging', 'point_of_interest', 'establishment']","[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106336760350582543216"">sapon fani</a>'], 'photo_reference': 'AUGGfZkcPaRY_uprQ1ArpxhloYylE0HIanPqrC3ZimL33vFQshdTdi6nckczjc7GTzjYx3hWSrGN-V4lza46BhcQVQS-tNaRWkArxOhAbZo_87o41GzGPmnoCrkhAgWsHMLsVSvn4X9DqDndhHX8NWHZF1ilUc5WzZE5ceXIb_FBcLJp2W_O', 'width': 3264}]",3.8,125.0,-4.1012562,138.9376984
