formatted_address,name,place_id,types,photos,rating,user_ratings_total,lat,lng
"8F4G+9GF, Lirak, Karubaga, Tolikara Regency, Papua, Indonesia",Wendanak,ChIJpQxJbOwZFmgRnfEoXthsAx0,"['lodging', 'point_of_interest', 'establishment']",,0.0,0.0,-3.6940729,138.4762938
"8F8H+P7R, JL YAKOP, LAPAR, Karubaga, Tolikara Regency, Papua, Indonesia",GUEST HOUSE TRIBAGUS,ChIJb0GZzOMZFmgRYNdLJoUVfHE,"['lodging', 'point_of_interest', 'establishment']","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103619356035384726212"">A Google User</a>'], 'photo_reference': 'AUGGfZleuka10o4t54pExFFSN6IGHZHWPmgP_RHJalFn6Xl030QY4YsQIL83unmIW7g8wc_QKlqfZ95K5rxt1IoyAv0I2NTDHUjKTHI6rHX93yRXlUoArQB0cqWjkAak5QuBOqOxEBjN9ihS3DOef1R5W2YrbmJ-ulSs3VNt7k_FII7tu91N', 'width': 3024}]",4.5,2.0,-3.6831419,138.4781261
"46HR+4H2, Famboaman, Yapen Selatan, Yapen Islands Regency, Papua 98213, Indonesia",Hotel Gajah Mada,ChIJvy_etaVXG2gR9jvFTQRjeTI,"['lodging', 'point_of_interest', 'establishment']","[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112620215901145821558"">Fitky Adinata</a>'], 'photo_reference': 'AUGGfZnAX2eUNi0mXdz_3KElE1eN-zJbSbONIr4BhJ_WsBZbmlxYXYbPy5oPd5mjwxjm7buCzMYb2e9V8C5AV5SP6MdBri47JiU_E2DZoJfCOqzo_aG8yns_p0eb982nv_Md7cNGiJxRvgRk-qUed5x_c13GanvY9NZT36vXG6MTJQ-dbZ16', 'width': 4608}]",3.7,38.0,-1.8722359,136.2413776
"7XX7+9F6, Wuyukwi, Mulia, Puncak Jaya Regency, Papua 98973, Indonesia",Red Wam Hotel,ChIJcQ1rZPHXF2gRO_4GOSp1QTk,"['lodging', 'point_of_interest', 'establishment']",,0.0,0.0,-3.7009637,137.9640782
"8F6H+JJ7, Karubaga, Tolikara Regency, Papua 99567, Indonesia",PENGINAPAN IFAR GUNUNG,ChIJ6QdJcOUbFmgRNzy76_0XEEA,"['lodging', 'point_of_interest', 'establishment']","[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107915575688705537615"">A Google User</a>'], 'photo_reference': 'AUGGfZmw6LmFQ4NM-RzWnS4RRR3mtXqHsM4ONiV1rBDP_WTfZ4a07oym8J_BZtR_F48dhyW61S6I1rah9dxcQmYxFH6C3CAtKCKQj8C1iUVImirEHbncbrg1AE1UXnIZIKZKOOzDFg8GAZvbQBBOZO4A-rObxtBA5fCX0mQzJNc3zXVy5Bq7', 'width': 3264}]",5.0,1.0,-3.6884513,138.4790842
"Urei Faisei Dua, Urei Faisei, Waropen Regency, Papua 98261, Indonesia",Hotel Merpati Urfas,ChIJ1dcrYCZ0G2gRRZEk4WWgVoA,"['lodging', 'point_of_interest', 'establishment']","[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110552655605129109551"">A Google User</a>'], 'photo_reference': 'AUGGfZmrPlLRxsAtQLENIIVYB1rXIpeoPdbJq0H3lYKPINVRlMpXu2reQc8gdwqk677uJYwHG9kamko_nEiJoRwVYbjdIBLs2Fq8DYxiOK6gOolBSIj0NJit5sB_7VC9fADdMilTJpIQecN8lskLIBEwbty4aeaNMTbFklfb2EX7G2NJJVmx', 'width': 1600}]",3.6,174.0,-2.2073912,136.4433758
"4Q56+CXR, Unnamed Road, Sawar, Kec. Sarmi, Kabupaten Sarmi, Papua 99373, Indonesia",Arkana Gibran,ChIJdVeprikBEmgRtr_qbZZepRo,"['lodging', 'point_of_interest', 'establishment']",,5.0,2.0,-1.891385,138.7623873
"Jl. Raya Klp. Satu, Sawar, Kec. Sarmi, Kabupaten Sarmi, Papua 99373, Indonesia",TWELVE HOTEL,ChIJlaIWXgEBEmgRMPczdteZGbw,"['lodging', 'point_of_interest', 'establishment']","[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115185323325496330813"">sâm jef</a>'], 'photo_reference': 'AUGGfZlUzlOXPGyE9XV3Y-VorluEH8zkZygWuOIPNg1eiPvCTigm84UKy3vdGMnFoUtEFKQh3cyTyrqeRc3vWoggAHEQ-et7I9qL_bXn7LbpmidAXIgPmAsMXvQ6YG7WQNb93ub7AJSzTLGavRmq-nDbc1Io0oJB8kMsa42wqee8puF3lRgB', 'width': 4000}]",4.5,26.0,-1.890778,138.7526548
"Jl. Yos Sudarso, Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen, Papua 98215, Indonesia",Hotel Merpati,ChIJW2ijOIBXG2gRTXWo7UlGVeM,"['lodging', 'point_of_interest', 'establishment']","[{'height': 2269, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105071965476592900002"">A Google User</a>'], 'photo_reference': 'AUGGfZnjakrKSvtY4Simk8j6lJ5QMegig9fmlmgmOR_104ZMm-QYgeAKIPMtFqTIGMSEXRL2vWWmvFcu1kojBtBp07DRCNAYwSWx5CzVxRT7XOVyG3b2arDE6f-IkBvAiwGvDPpD-Q2_IIa7-hlFLI-z5pW37FUsQrlV3xkUpx52qfPyAth8', 'width': 4032}]",4.3,264.0,-1.884872,136.2445134
"5PMM+9GP, Dawai, Yapen Timur, Yapen Islands Regency, Papua, Indonesia",Tias Kapapuri Dawai,ChIJxf2Z4mUtG2gRc5l2yMyw4TA,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103899883544360918047"">A Google User</a>'], 'photo_reference': 'AUGGfZl8rjVG9xVtu1uJC0B0Yspwro5jHd2tt8gwLOXb91pfbd7CGgq_BbOoHh3uqLclILpAq-GN2fquYtmXtGqQwSuJg_Xh7DJxDUXJtSzysgkwuKRPCaXo6V_mmxkwJWSqPPTivLHfGW6XINwnlmH_00JhWgKdjYEcC5MYLNjlRDPqoepz', 'width': 4160}]",4.7,6.0,-1.8165308,136.7338393
"4QF3+FCP, Jalan INPRES, Mararena, Kec. Sarmi, Kabupaten Sarmi, Papua 99373, Indonesia",Penginapan El-Roy,ChIJqcPUT1EAEmgR5qmmby05cjw,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106754016668003978831"">Louis Karel</a>'], 'photo_reference': 'AUGGfZknVSosxyTlkIZhxch8V2XQNPq-m7XX-b78WAnhdA9LkusXcboC3FMMXx7ziS0_HmTYU9wRFG2hi_rAAKb5shzskvetote-4bDQVmw9L8O6ip3w_0iTYcJH76vYSw7DMsvz1drB_dAAdGb6p5pg-WwMQPf3jwV7hkWTSQ6bfYXAfC2M', 'width': 4128}]",3.6,55.0,-1.8762798,138.7535728
"46GR+Q37, Serui Kota, Yapen Selatan, Yapen Islands Regency, Papua, Indonesia",Mardho,ChIJsxsAdABXG2gRpnL_OlMHOIw,"['lodging', 'point_of_interest', 'establishment']",,0.0,0.0,-1.8730839,136.2403147
"467M+GPJ, Jl. Padat Karya, Tarau, Kec. Yapen Sel., Kabupaten Kepulauan Yapen, Papua 98215, Indonesia",Hotel Merdeka,ChIJI_aKOo5XG2gRIvwhLjowTSc,"['lodging', 'point_of_interest', 'establishment']","[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107171855238565039871"">Aby Daud Gusda</a>'], 'photo_reference': 'AUGGfZmfu6CFdt9YfrKUHeLoMv06X2vSgLK5cqEdfQL4xByTJkp1Pazq9WCIV9yGxRx7MoXNX56JX8rGVFrQyDPOFkxYYdw7JVh1HBQF5BYVEsOnwpyiXhDmzyadYFNOQGuT4nTN_Kk4rhHFVUBCMM5ehfCWZuD6QKOWe1_vpdskVRZHEpSK', 'width': 4032}]",3.5,63.0,-1.886169,136.2343048
