business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,permanently_closed,price_level,url
OPERATIONAL,"G3G3+2G9, Siendeng, Hulonthalangi, Kota Gorontalo, Gorontalo 96133, Indonesia","{'location': {'lat': 0.5250445, 'lng': 123.0538719}, 'viewport': {'northeast': {'lat': 0.5264083798927223, 'lng': 123.0551980298927}, 'southwest': {'lat': 0.5237087201072779, 'lng': 123.0524983701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Gunung Layang,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104953090361999461704"">blackpacker trip</a>'], 'photo_reference': 'AUGGfZlYY4l7PklK0r2xJKmz7cNG1STJV7JoHgxAwqHC9OBEHtdZuvDh2YpDtnplOnVt7NTH1ahMWw-k3_c1Ta7NO04Oa9hxNKXuo0TOVHUgCuiDmjR1ZIdQxnLfktNWCV4rOUH3EADoDO6FFUF8RoVH9hrVKQDmJam-Zi_wCIZ2VMRub8qI', 'width': 6000}]",ChIJ8RqToekqeTIRiwMnfziJ0nE,4.1,ChIJ8RqToekqeTIRiwMnfziJ0nE,"['tourist_attraction', 'point_of_interest', 'establishment']",51,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJ8RqToekqeTIRiwMnfziJ0nE
OPERATIONAL,"Jl. K. H. Ahmad Dahlan No.23, Limba B, Kota Sel., Kota Gorontalo, Gorontalo 96115, Indonesia","{'location': {'lat': 0.5401273999999999, 'lng': 123.0602284}, 'viewport': {'northeast': {'lat': 0.5414778298927223, 'lng': 123.0615771298927}, 'southwest': {'lat': 0.5387781701072779, 'lng': 123.0588774701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KULINER LASBEJERIN,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106553544532975131623"">A Google User</a>'], 'photo_reference': 'AUGGfZlyVJr6xtbUwGy8J8Zsq-tuNYhWMEH0Fd698m7eCtVcMkkCqu13f1qyWQtH62YohMrH6vH_RcAoiv6XTzxnD26-CgZ00ZLmiDhZkaLtPuBQr2MO0Os5oU0SFYuk7RNFJEraSq_XW-uELuH6iSAaRcmA4OnqC7tR5TSuksJgJdlsZKcL', 'width': 4128}]",ChIJ4-qRy_oreTIRk_RQC0Ts5zk,0.0,ChIJ4-qRy_oreTIRk_RQC0Ts5zk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"{'compound_code': 'G3R6+33 Limba B, Kota Gorontalo, Gorontalo, Indonesia', 'global_code': '6QG5G3R6+33'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ4-qRy_oreTIRk_RQC0Ts5zk
OPERATIONAL,"H2GR+6FV, Jl. Raja Wadipalapa, Bulila, Kec. Telaga, Kabupaten Gorontalo, Gorontalo, Indonesia","{'location': {'lat': 0.5755987, 'lng': 123.0411669}, 'viewport': {'northeast': {'lat': 0.5769271798927222, 'lng': 123.0424585298927}, 'southwest': {'lat': 0.5742275201072777, 'lng': 123.0397588701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Kompos Masaro,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110587926547971012799"">A Google User</a>'], 'photo_reference': 'AUGGfZkHw0YP1LUtT-yxoIhg1jO9wrQ6n2Rkj5chEAZ40r9nd3JzVXZ7D2Oq280AjDgfzqLdQqphdsX2lkN1mr8hVbaamaF7LkjDrGioVyt6zTRVuwAVJOzv96pA2Y50opD1ag0Qr-Grx8YmEBu-0KrtTGRpJjBlEO3fgnk_hVs2FYpPrsq5', 'width': 4128}]",ChIJ2XPy7woteTIREOCImH484Q0,5.0,ChIJ2XPy7woteTIREOCImH484Q0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2XPy7woteTIREOCImH484Q0
OPERATIONAL,"H237+5XG, Tabumela, Tilango, Gorontalo Regency, Gorontalo 96181, Indonesia","{'location': {'lat': 0.5529476999999999, 'lng': 123.0149436}, 'viewport': {'northeast': {'lat': 0.5542986298927223, 'lng': 123.0162633298927}, 'southwest': {'lat': 0.5515989701072778, 'lng': 123.0135636701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pintu Air Danau Limboto,,ChIJ7Tk7OAAreTIRu48OSgIqZ8Q,0.0,ChIJ7Tk7OAAreTIRu48OSgIqZ8Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7Tk7OAAreTIRu48OSgIqZ8Q
OPERATIONAL,"G3C7+544, Talumolo, Kota Timur, Kota Gorontalo, Gorontalo, Indonesia","{'location': {'lat': 0.5203862, 'lng': 123.06284}, 'viewport': {'northeast': {'lat': 0.5217364798927223, 'lng': 123.0641632298927}, 'southwest': {'lat': 0.5190368201072778, 'lng': 123.0614635701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kawasan Santorini,,ChIJRSoibuIreTIRiqG9uhTXe-A,0.0,ChIJRSoibuIreTIRiqG9uhTXe-A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJRSoibuIreTIRiqG9uhTXe-A
OPERATIONAL,"G3C7+JVR, Talumolo, Dombo, Kota Gorontalo, Gorontalo, Indonesia","{'location': {'lat': 0.5216225, 'lng': 123.0646314}, 'viewport': {'northeast': {'lat': 0.5229795298927222, 'lng': 123.0660080798927}, 'southwest': {'lat': 0.5202798701072777, 'lng': 123.0633084201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lapangan garuda putra,,ChIJF3Rj-wwreTIRfA9cvjH_lsE,3.8,ChIJF3Rj-wwreTIRfA9cvjH_lsE,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,,,,https://www.google.com/maps/place/?q=place_id:ChIJF3Rj-wwreTIRfA9cvjH_lsE
OPERATIONAL,"H334+8HX, Limba U Dua, South Kota, Kota Gorontalo, Gorontalo 96138, Indonesia","{'location': {'lat': 0.5533568999999999, 'lng': 123.0564857}, 'viewport': {'northeast': {'lat': 0.5547944798927222, 'lng': 123.0578403798927}, 'southwest': {'lat': 0.5520948201072777, 'lng': 123.0551407201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Loket Lahilote,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109975012791880519816"">Azis 12</a>'], 'photo_reference': 'AUGGfZlygiKKzG_UABFoeyGLchGzl-C_upammL6uV0NPsNAa9zt7p_ffpYHYbfF5iB0cf6Teq__nEveOkf5kjFhcMQUlP760AMS6ZiW0ufAbodBmwN7SIikVqeE20Q2-wRvqjrY4V4QjvvULJcdn162693h5egawiX18AeJQeunZbWsAvN6e', 'width': 1920}]",ChIJSxbLaZoreTIRA-be4gJetbk,5.0,ChIJSxbLaZoreTIRA-be4gJetbk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJSxbLaZoreTIRA-be4gJetbk
CLOSED_TEMPORARILY,"H224+9XC, Jl. Usman Isa, Dembe I, Kec. Kota Bar., Kabupaten Gorontalo, Gorontalo 96181, Indonesia","{'location': {'lat': 0.5509337, 'lng': 123.0073979}, 'viewport': {'northeast': {'lat': 0.5523079298927223, 'lng': 123.0087493798927}, 'southwest': {'lat': 0.5496082701072778, 'lng': 123.0060497201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,safrudin hilala,,ChIJK-OeHWUreTIRIh4vtjfwZVI,0.0,ChIJK-OeHWUreTIRIh4vtjfwZVI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJK-OeHWUreTIRIh4vtjfwZVI
OPERATIONAL,"Jl. Drs. Achmad Nadjamuddin No.35, Limba U Dua, Kota Sel., Kota Gorontalo, Gorontalo 96138, Indonesia","{'location': {'lat': 0.5519297, 'lng': 123.0555861}, 'viewport': {'northeast': {'lat': 0.553289679892722, 'lng': 123.0568700798927}, 'southwest': {'lat': 0.5505900201072775, 'lng': 123.0541704201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Lahilote,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113655669972365461964"">Muhammad Idrus</a>'], 'photo_reference': 'AUGGfZnIV2P589_f77vHT3P5SqHw-p9pLMdeBdGkCtYWGyp150KqNC4kTed54jL0FywlQCEhlZ5Q4Cs4qx78zNAgh_d9wIXLQEbfEi97IOWyhP6_FA6NZPEmQW0oSw40X29y-cxD6t-hWAepABEKwmnWiR-p4hdaF3smW1zkIgoO2sqkHWsN', 'width': 1920}]",ChIJ14eVsmoreTIRCJxOlBXV4Qk,4.4,ChIJ14eVsmoreTIRCJxOlBXV4Qk,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",316,{'open_now': True},"{'compound_code': 'H324+Q6 Limba U Dua, Kota Gorontalo, Gorontalo, Indonesia', 'global_code': '6QG5H324+Q6'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ14eVsmoreTIRCJxOlBXV4Qk
CLOSED_TEMPORARILY,"Jl. S. Parman No.18, Biawao, Kota Sel., Kota Gorontalo, Gorontalo 96133, Indonesia","{'location': {'lat': 0.5331454999999999, 'lng': 123.0580268}, 'viewport': {'northeast': {'lat': 0.5344902798927224, 'lng': 123.0594171298927}, 'southwest': {'lat': 0.5317906201072778, 'lng': 123.0567174701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Warung Kopi Djama,"[{'height': 531, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118067576373687751260"">A Google User</a>'], 'photo_reference': 'AUGGfZl24xDPP43sqpdhsecgDTLz6GYxTwQcm3EQDE5NdgyRd3532yfYG5PmPB0NmKY6xY7EULKeAyzDT7Z8Wz_ZQgzk5_0nkH1EBeWF8RDJWcTNU3CvpzcaaudCpcCadXPsdmqJ9DG6z8W6zHtvxGp_8WWZvtKASmVaZhowYRtYx9Lif8ie', 'width': 648}]",ChIJr3uNuHkreTIROWB4BMI2tzA,4.0,ChIJr3uNuHkreTIROWB4BMI2tzA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"{'compound_code': 'G3M5+76 Biawao, Kota Gorontalo, Gorontalo, Indonesia', 'global_code': '6QG5G3M5+76'}",True,,https://www.google.com/maps/place/?q=place_id:ChIJr3uNuHkreTIROWB4BMI2tzA
OPERATIONAL,"F2WM+R7C, Unnamed Road, Bongo, Kec. Batudaa Pantai, Kabupaten Gorontalo, Gorontalo 96132, Indonesia","{'location': {'lat': 0.4989780999999999, 'lng': 123.0331749}, 'viewport': {'northeast': {'lat': 0.5003239798927221, 'lng': 123.0344913298927}, 'southwest': {'lat': 0.4976243201072778, 'lng': 123.0317916701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Religius Bubohu,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107001104719429174631"">Reza Maha</a>'], 'photo_reference': 'AUGGfZljZIdHRB_Qc-vhCGLevqlV68ipZm48FauaWVFsR8zwWBf3_SUbD5necS_Qf-hd70M6GNHmMcZXJXglxgrYcq9iLdYuO-rdZbuP6mLVWw54vcXAd-bGL1XeyvfRVXkpaS7SGpqWke4MUjs49nJhpeQuwDpUYNw8GMEYOLzVZiW6MrwD', 'width': 4160}]",ChIJac4rFFXVeDIR_LEix89qktw,4.6,ChIJac4rFFXVeDIR_LEix89qktw,"['tourist_attraction', 'point_of_interest', 'establishment']",297,{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJac4rFFXVeDIR_LEix89qktw
OPERATIONAL,"G345+Q3F, Pohe, Hulonthalangi, Gorontalo Regency, Gorontalo 96133, Indonesia","{'location': {'lat': 0.5069393, 'lng': 123.0576773}, 'viewport': {'northeast': {'lat': 0.5083858798927222, 'lng': 123.0590321298927}, 'southwest': {'lat': 0.5056862201072777, 'lng': 123.0563324701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tangga 2000 Park,"[{'height': 3190, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107285502371378890736"">farandika andiatma</a>'], 'photo_reference': 'AUGGfZmkjXrFGLIkDdKJonxSW3kA8Rp0yc_FSLwsOHYwGh-GQxF4KLDKIEAKF5Xayz8bMO5svEzE7P1NWoRlUQhVfpyN-Dr73bVAw-gFv-DkSxPHIA7IMezdtKV72umYfrbnRk6r27eDQryetlG0mJcd2M7oZX_8LcizoU4lL4xH8dEVOSms', 'width': 5669}]",ChIJR03wwKEqeTIR3q4KVLC5JCY,4.2,ChIJR03wwKEqeTIR3q4KVLC5JCY,"['tourist_attraction', 'point_of_interest', 'establishment']",1015,{'open_now': True},,,1.0,https://www.google.com/maps/place/?q=place_id:ChIJR03wwKEqeTIR3q4KVLC5JCY
OPERATIONAL,"South Leato, Kota Timur, Kota Gorontalo, Gorontalo, Indonesia","{'location': {'lat': 0.4870463999999999, 'lng': 123.0833762}, 'viewport': {'northeast': {'lat': 0.4884694298927222, 'lng': 123.0847643798927}, 'southwest': {'lat': 0.4857697701072778, 'lng': 123.0820647201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata pantai kaisomaru,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106288016061156905691"">Firman Chandra</a>'], 'photo_reference': 'AUGGfZmT_2gAOC66jPRo8P_NJ9oG_RNU7nkUQW21_8GQ87nS-KfiElD-0q5T20V-QPxuvHN7qr8MUYXUtw0g5Kf7IRnhNq9E98KLoplp7BIv6ptIvp148W7rqNADwhmOErfVeF_6P5XiyVesL3y26j-xXOgbESDZvd_d4zDcAnk6SEbmFJZJ', 'width': 4640}]",ChIJj58XFK4rfzIROA4fFZrSqeM,4.4,ChIJj58XFK4rfzIROA4fFZrSqeM,"['tourist_attraction', 'point_of_interest', 'establishment']",77,{'open_now': True},"{'compound_code': 'F3PM+R9 South Leato, Kota Gorontalo, Gorontalo, Indonesia', 'global_code': '6QG5F3PM+R9'}",,,https://www.google.com/maps/place/?q=place_id:ChIJj58XFK4rfzIROA4fFZrSqeM
