business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total,opening_hours,url
OPERATIONAL,"Belor, Kembangbelor, Pacet, Mojokerto Regency, East Java 61374, Indonesia","{'location': {'lat': -7.6643529, 'lng': 112.5645531}, 'viewport': {'northeast': {'lat': -7.663003070107278, 'lng': 112.5659029298927}, 'southwest': {'lat': -7.665702729892722, 'lng': 112.5632032701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Klurak Eco Park,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105444640086339631991"">Ammarsafwan Raharjo</a>'], 'photo_reference': 'AUGGfZmpDPSHwW_S16vkXWv8-aI3ZIplnMmxIAPhSa5HI13ygd82QcTpCc_fy4zi6o-kNCJk2CEdjHpJWla8lgWOjUbMsfLt0WMPxe2TGgWzZyduKOg4T-CoTFksO7IdXqvx9_0EXqkutsMTHYcsIc79Mz2UNIGJIGQ7HoCh6eq-6M_OFMFH', 'width': 1200}]",ChIJqYKAxap3eC4Rh-Zbmnb-XAg,"{'compound_code': '8HP7+7R Kembangbelor, Mojokerto Regency, East Java, Indonesia', 'global_code': '6P4J8HP7+7R'}",,4.5,ChIJqYKAxap3eC4Rh-Zbmnb-XAg,"['tourist_attraction', 'point_of_interest', 'establishment']",517.0,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJqYKAxap3eC4Rh-Zbmnb-XAg
OPERATIONAL,"9HX5+P2F, Jingring, Sumberkembar, Kec. Pacet, Kabupaten Mojokerto, Jawa Timur 61374, Indonesia","{'location': {'lat': -7.6006981, 'lng': 112.5575377}, 'viewport': {'northeast': {'lat': -7.599354120107278, 'lng': 112.5588531298927}, 'southwest': {'lat': -7.602053779892722, 'lng': 112.5561534701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa Gembyang,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114555758419586250931"">Ifan Fanani</a>'], 'photo_reference': 'AUGGfZkFulhyqjqTQ9Byu0ptY9ejBP38e9QSAFIbZWr8nY_dWZGJEbgl6RM0574yJ7_3qwEp8za-d03vvsiUaknT4YLcFP4nryL0Xtz6Q7ADs7E5IqCCt4dCsIxftd0f3OLusaWTKBOb8EHEfJUzcNI1Dctl0l4djO2wfhXaKMg4sY9vHld5', 'width': 2340}]",ChIJbRU8eJ12eC4RmUQgeEEcPg4,,,4.4,ChIJbRU8eJ12eC4RmUQgeEEcPg4,"['tourist_attraction', 'point_of_interest', 'establishment']",178.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJbRU8eJ12eC4RmUQgeEEcPg4
OPERATIONAL,"8G9W+7J9, Pacet, Kec. Pacet, Kabupaten Mojokerto, Jawa Timur 61374, Indonesia","{'location': {'lat': -7.681837199999999, 'lng': 112.5466024}, 'viewport': {'northeast': {'lat': -7.680259170107277, 'lng': 112.5477266798927}, 'southwest': {'lat': -7.682958829892721, 'lng': 112.5450270201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Coban Canggu,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111421884042097637634"">Syamsul Arifin</a>'], 'photo_reference': 'AUGGfZnyxsUyM4BkLQt9IWJNidJsZiACAvnfkVHP9S2V8u238ecrsdEQKBLEAnui0DRIp0t9hEt5BR_kMhWzZjiG4XSAFuWcCoaMdutrWlDv1Np_1yadEuJcs-47Jl6ERuElTutYBOidjiGeD0TXcz-1EXp2X-63lVQ-AAKY67CuairD4QX9', 'width': 4032}]",ChIJ_z_PgF93eC4RgeVIRgcBxUM,,,4.3,ChIJ_z_PgF93eC4RgeVIRgcBxUM,"['tourist_attraction', 'point_of_interest', 'establishment']",2477.0,,https://www.google.com/maps/place/?q=place_id:ChIJ_z_PgF93eC4RgeVIRgcBxUM
OPERATIONAL,"7GXX+785, Hutan, Kec. Pacet, Kabupaten Mojokerto, Jawa Timur 61374, Indonesia","{'location': {'lat': -7.701867200000001, 'lng': 112.548349}, 'viewport': {'northeast': {'lat': -7.700517370107279, 'lng': 112.5496988298927}, 'southwest': {'lat': -7.703217029892723, 'lng': 112.5469991701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bumi perkemahan,,ChIJi46djV95eC4RSdrMeJl4Z60,,,0.0,ChIJi46djV95eC4RSdrMeJl4Z60,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,https://www.google.com/maps/place/?q=place_id:ChIJi46djV95eC4RSdrMeJl4Z60
OPERATIONAL,"Desa padusan, Jalan raya wisata pemandian, Pacet, air panas, Kec. Pacet, Kabupaten Mojokerto, Jawa Timur 61374, Indonesia","{'location': {'lat': -7.6801938, 'lng': 112.5427541}, 'viewport': {'northeast': {'lat': -7.678763470107278, 'lng': 112.5440519798927}, 'southwest': {'lat': -7.681463129892721, 'lng': 112.5413523201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Petik Strawberry Padusan, Pacet","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118094932037575984861"">Crut iyud</a>'], 'photo_reference': 'AUGGfZlCQ6aKwDX44BKkE-ZV1-x-wxaKC30-GRIdHCVT7BrpN5k3SYkWKAKQkBSJMVdmlr3_QgB924sxAzS1rF28WaGQUYIMP3BijzAuZB35729m6j7KOqQrLZwdD-Z0714OdzYpxn-HdIlc302O_vrd2REPpvR2kR5BkCfHBbWn6RTPLbqj', 'width': 4000}]",ChIJGxuOAeJ5eC4Rz7Kiil5-rM0,"{'compound_code': '8G9V+W4 Pacet, Mojokerto Regency, East Java, Indonesia', 'global_code': '6P4J8G9V+W4'}",,4.3,ChIJGxuOAeJ5eC4Rz7Kiil5-rM0,"['tourist_attraction', 'point_of_interest', 'establishment']",965.0,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJGxuOAeJ5eC4Rz7Kiil5-rM0
OPERATIONAL,"8GHM+9V4, Susuk, Pacet, Kec. Pacet, Kabupaten Mojokerto, Jawa Timur 61374, Indonesia","{'location': {'lat': -7.671605899999999, 'lng': 112.5347028}, 'viewport': {'northeast': {'lat': -7.670244070107278, 'lng': 112.5360371298927}, 'southwest': {'lat': -7.672943729892721, 'lng': 112.5333374701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Kromong,"[{'height': 2886, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110831532751472513592"">Taufiq Qurrahman</a>'], 'photo_reference': 'AUGGfZk8n5DrdqZXg1bzQxCE2R5ECDNdozL48yJmbt5KpaAACzTqS4Ih8rX-J82PD9Auujfsfm3sW_V9s4n6sIqvxljXAz1Ra-oz2-i937iJPrXSme04JUtwWdQamMec_A6RgAQED2ZX4rVztR78y6yBasfvb5B7PMKmuVcXAUAX1uvcReBX', 'width': 3848}]",ChIJoU9aeQV3eC4RFeIZFxi7FYw,,,4.5,ChIJoU9aeQV3eC4RFeIZFxi7FYw,"['tourist_attraction', 'point_of_interest', 'establishment']",710.0,,https://www.google.com/maps/place/?q=place_id:ChIJoU9aeQV3eC4RFeIZFxi7FYw
OPERATIONAL,"8G8X+X3V, Jl. Wisata Air Panas, Pacet, Padusan, Kec. Pacet, Kabupaten Mojokerto, Jawa Timur 61374, Indonesia","{'location': {'lat': -7.6825127, 'lng': 112.5476765}, 'viewport': {'northeast': {'lat': -7.681299720107277, 'lng': 112.5495772298927}, 'southwest': {'lat': -7.683999379892721, 'lng': 112.5468775701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,padusan agro wisata,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103972336763058515952"">Prayoga Maturangga</a>'], 'photo_reference': 'AUGGfZn2WfJfR7ambd9gQIi451vjv_pErad_Tx0rZkuYs2ddtxon6xQJGv2PWgCsXFRJuJG1pFp4yV7PhHTvairmKBGux_wMFnqjjic2ASCiRefmroTfWc58oP2MBRs2lzZAuqW-ANvBFEKc1e12WPBZcpB-kDLLuId-6vH3HqdeNvA4DCh7', 'width': 4032}]",ChIJO9ATDuB5eC4RgQxxWDNYvGQ,,,3.7,ChIJO9ATDuB5eC4RgQxxWDNYvGQ,"['tourist_attraction', 'point_of_interest', 'establishment']",106.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJO9ATDuB5eC4RgQxxWDNYvGQ
OPERATIONAL,"Jl. Raya Tirtowening, Belor, Kembangbelor, Kec. Pacet, Kabupaten Mojokerto, Jawa Timur 61374, Indonesia","{'location': {'lat': -7.652633600000001, 'lng': 112.5588564}, 'viewport': {'northeast': {'lat': -7.651285220107279, 'lng': 112.5602007798927}, 'southwest': {'lat': -7.653984879892723, 'lng': 112.5575011201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bernah De Vallei,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107621894981618745321"">Amang Dwi</a>'], 'photo_reference': 'AUGGfZmD5G2EMgTn3FOl0gBWZUZgnvHSnIhextAJW7lib-YdiTUlFY32qODjbAEbA5_acZqTT8_v4R_DVVbNo7zqDV3AQbei_44xe_bc7rmSuTBCoeymusq4HsiwO5OelMzp0MjLHrSZgCbvoRz3zc8qNQdLTquuZcwBYheqkR_KbeGe156h', 'width': 3264}]",ChIJaQQgKAx3eC4RY1OOHMikPE0,"{'compound_code': '8HW5+WG Kembangbelor, Mojokerto Regency, East Java, Indonesia', 'global_code': '6P4J8HW5+WG'}",,4.5,ChIJaQQgKAx3eC4RY1OOHMikPE0,"['tourist_attraction', 'point_of_interest', 'establishment']",3298.0,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJaQQgKAx3eC4RY1OOHMikPE0
OPERATIONAL,"ecopark, Jl. Kedung Klurak, Indonesia","{'location': {'lat': -7.6634202, 'lng': 112.5617465}, 'viewport': {'northeast': {'lat': -7.661423220107278, 'lng': 112.5627826798927}, 'southwest': {'lat': -7.664122879892722, 'lng': 112.5600830201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kedung klurak ecopark,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102347467262994383156"">A Google User</a>'], 'photo_reference': 'AUGGfZlo_jXyxWiCgkWrrWzFve9jmsSVkzK9X3IMNoH_R_WNnq3h3xw-O5P0zbjuGeyE0h8ssB7R_P7X2P11fUC4_NDHUADKgRkH4jgiZ2GZWHFIwFsxI1mTP1E-8t_3Gxv9FBign_X5sa5dpbzGIN6zarrwjdfuxDg7qEGb5d7erhEO_MKD', 'width': 1200}]",ChIJEdXBMMR3eC4R2xv360lepfM,"{'compound_code': '8HP6+JM Kembangbelor, Mojokerto Regency, East Java, Indonesia', 'global_code': '6P4J8HP6+JM'}",,4.5,ChIJEdXBMMR3eC4R2xv360lepfM,"['tourist_attraction', 'point_of_interest', 'establishment']",475.0,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJEdXBMMR3eC4R2xv360lepfM
OPERATIONAL,"Sajen, Pacet, Mojokerto Regency, East Java 61374, Indonesia","{'location': {'lat': -7.6677921, 'lng': 112.5290277}, 'viewport': {'northeast': {'lat': -7.666422470107277, 'lng': 112.5303453298927}, 'southwest': {'lat': -7.669122129892721, 'lng': 112.5276456701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kalisengon Riverside Camping Ground & Eatery,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108132003702404892733"">A Google User</a>'], 'photo_reference': 'AUGGfZnR79APDtcW_om9wQVxyB5htd-G9tf832KF9V4feo95I1xfvqzfa7Ad4OY9PiR2W-99YI8uCjpW2IrUalOWjbB-5uL5m8pjJXIxLkDv74rxqGqOFLaDYub-44CU-nIm683fO1u65juHZJv7Is6WFSDwOMdP4gq19AlLSujoeVUx50VB', 'width': 4160}]",ChIJJ3PqOU93eC4RmTlc3HqfYeA,"{'compound_code': '8GJH+VJ Sajen, Mojokerto Regency, East Java, Indonesia', 'global_code': '6P4J8GJH+VJ'}",,4.5,ChIJJ3PqOU93eC4RmTlc3HqfYeA,"['tourist_attraction', 'point_of_interest', 'establishment']",95.0,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJJ3PqOU93eC4RmTlc3HqfYeA
