business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,url
OPERATIONAL,"3GG6+P53, Tim, Tokin Baru, Kec. Motoling Tim., Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.0763828, 'lng': 124.5104732}, 'viewport': {'northeast': {'lat': 1.077643179892722, 'lng': 124.5118043798927}, 'southwest': {'lat': 1.074943520107278, 'lng': 124.5091047201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Raranta Tendean.,,ChIJ86aRXpNXhzIRSng9NjyYBmk,0,ChIJ86aRXpNXhzIRSng9NjyYBmk,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJ86aRXpNXhzIRSng9NjyYBmk
OPERATIONAL,"3G87+FJW, Tokin Baru, East Motoling, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0662308, 'lng': 124.5140637}, 'viewport': {'northeast': {'lat': 1.067580629892722, 'lng': 124.5154135298927}, 'southwest': {'lat': 1.064880970107278, 'lng': 124.5127138701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Queen Kaligis,,ChIJ9d9fwJ9XhzIRZoDseVKgKRM,0,ChIJ9d9fwJ9XhzIRZoDseVKgKRM,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJ9d9fwJ9XhzIRZoDseVKgKRM
OPERATIONAL,"WF75+4WG, Sion, Tompaso Baru, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.91282, 'lng': 124.4598386}, 'viewport': {'northeast': {'lat': 0.914191329892722, 'lng': 124.4611539298927}, 'southwest': {'lat': 0.9114916701072777, 'lng': 124.4584542701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Farel pe oma pe rumah,"[{'height': 959, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101438554994204804247"">A Google User</a>'], 'photo_reference': 'AUGGfZkYFZ7C7GuGs_gxwIqPtfcC8JfXsxULMbfHv1K3u_bBnGb2asKne9embVzQulF103JOtOQ89aOj8FIfFtZb0dcmAJ17N-qD_u9r3NISlg3j9Yy4AuOmNQeQEjz8E3dRL-jD0pSFcuYbLZCoB4g-7lGO2BZB6uyW1n3lyl6sq2kR9ew1', 'width': 720}]",ChIJVZwhfzcDfjIRRSIW2Hx39n4,0,ChIJVZwhfzcDfjIRRSIW2Hx39n4,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJVZwhfzcDfjIRRSIW2Hx39n4
OPERATIONAL,"4CFH+37Q, Pakuure I, Tenga, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1227201, 'lng': 124.4282475}, 'viewport': {'northeast': {'lat': 1.124077329892722, 'lng': 124.4296427298927}, 'southwest': {'lat': 1.121377670107278, 'lng': 124.4269430701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Roy Lumolos,,ChIJZbUQROT5fTIRZ7OVUX7jUPw,0,ChIJZbUQROT5fTIRZ7OVUX7jUPw,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJZbUQROT5fTIRZ7OVUX7jUPw
OPERATIONAL,"WF56+W32, Lowian, Maesaan, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9097498, 'lng': 124.460125}, 'viewport': {'northeast': {'lat': 0.9110819798927224, 'lng': 124.4614195798927}, 'southwest': {'lat': 0.9083823201072782, 'lng': 124.4587199201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Jheky Palandi,,ChIJm4zaMeEDfjIRFSBnVZb0n7g,0,ChIJm4zaMeEDfjIRFSBnVZb0n7g,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJm4zaMeEDfjIRFSBnVZb0n7g
OPERATIONAL,"4J96+PCR, Ranoketang Tua, Amurang, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.119387, 'lng': 124.6110121}, 'viewport': {'northeast': {'lat': 1.120743079892722, 'lng': 124.6123554798927}, 'southwest': {'lat': 1.118043420107278, 'lng': 124.6096558201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ottays Family,,ChIJc4QdGHdRhzIRcPFpYeHYXA8,5,ChIJc4QdGHdRhzIRcPFpYeHYXA8,"['lodging', 'point_of_interest', 'establishment']",2,https://www.google.com/maps/place/?q=place_id:ChIJc4QdGHdRhzIRcPFpYeHYXA8
OPERATIONAL,"VFWF+R8C, Tumani, Maesaan, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.897064, 'lng': 124.4732709}, 'viewport': {'northeast': {'lat': 0.8983823298927222, 'lng': 124.4745166798927}, 'southwest': {'lat': 0.8956826701072779, 'lng': 124.4718170201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Asrama Putri,,ChIJg5VdTX4DfjIRik9sNWZ0HnI,0,ChIJg5VdTX4DfjIRik9sNWZ0HnI,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJg5VdTX4DfjIRik9sNWZ0HnI
OPERATIONAL,"38WV+J35, Ongkaw II, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.0965093, 'lng': 124.3427387}, 'viewport': {'northeast': {'lat': 1.097813979892722, 'lng': 124.3441164798927}, 'southwest': {'lat': 1.095114320107278, 'lng': 124.3414168201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pelealu-Silap Resident,,ChIJ6bgvOgD7fTIRsRU5jstBLns,0,ChIJ6bgvOgD7fTIRsRU5jstBLns,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJ6bgvOgD7fTIRsRU5jstBLns
OPERATIONAL,"3GJC+F8J, Tokin, East Motoling, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0808122, 'lng': 124.521104}, 'viewport': {'northeast': {'lat': 1.082150029892722, 'lng': 124.5224787798927}, 'southwest': {'lat': 1.079450370107278, 'lng': 124.5197791201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,JACK&CLAU'S HOME,,ChIJ-YLqWtNXhzIRcNlRNSp_Ajc,5,ChIJ-YLqWtNXhzIRcNlRNSp_Ajc,"['lodging', 'point_of_interest', 'establishment']",1,https://www.google.com/maps/place/?q=place_id:ChIJ-YLqWtNXhzIRcNlRNSp_Ajc
OPERATIONAL,"3GH9+4W2, Tokin, East Motoling, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0777787, 'lng': 124.5197655}, 'viewport': {'northeast': {'lat': 1.079176629892722, 'lng': 124.5211548798927}, 'southwest': {'lat': 1.076476970107278, 'lng': 124.5184552201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,tokin LANGKAY,,ChIJh4N2o09XhzIRxZNHGXSm6s8,5,ChIJh4N2o09XhzIRxZNHGXSm6s8,"['lodging', 'point_of_interest', 'establishment']",1,https://www.google.com/maps/place/?q=place_id:ChIJh4N2o09XhzIRxZNHGXSm6s8
OPERATIONAL,"4C9H+PM5, Pakuure I, Tenga, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1192566, 'lng': 124.4292227}, 'viewport': {'northeast': {'lat': 1.120592529892722, 'lng': 124.4305357798928}, 'southwest': {'lat': 1.117892870107278, 'lng': 124.4278361201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Frilia Mamangkey,,ChIJWZSjZ5P5fTIRjW-Y75aH_uo,0,ChIJWZSjZ5P5fTIRjW-Y75aH_uo,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJWZSjZ5P5fTIRjW-Y75aH_uo
OPERATIONAL,"38WV+H2Q, Ongkaw II, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.0964687, 'lng': 124.3426042}, 'viewport': {'northeast': {'lat': 1.097757979892722, 'lng': 124.3439914298927}, 'southwest': {'lat': 1.095058320107278, 'lng': 124.3412917701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Memoyy Resident,,ChIJ9Q0gbAD7fTIRN9CcG0Jw8Eg,0,ChIJ9Q0gbAD7fTIRN9CcG0Jw8Eg,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJ9Q0gbAD7fTIRN9CcG0Jw8Eg
