business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,plus_code,rating,reference,types,user_ratings_total,photos,price_level,url
OPERATIONAL,"Tegal pare, Wonorejo, Kingkang, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473, Indonesia","{'location': {'lat': -7.6377944, 'lng': 110.7555776}, 'viewport': {'northeast': {'lat': -7.636442520107277, 'lng': 110.7569285798927}, 'southwest': {'lat': -7.639142179892721, 'lng': 110.7542289201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,CCTP (CB Club' Tegal Pare),{'open_now': True},ChIJiwSjOjM_ei4RQIylUw_cYF4,"{'compound_code': '9Q64+V6 Kingkang, Klaten Regency, Central Java, Indonesia', 'global_code': '6P4G9Q64+V6'}",5.0,ChIJiwSjOjM_ei4RQIylUw_cYF4,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101714236677481490428"">A Google User</a>'], 'photo_reference': 'AUGGfZm3v4pa6gt20qnwjiwa1T7IbG3ASwc7qoaoViVOJ9DCM8oflqiclfA5flrAkI36g0odsrwx1AaejylJ9PSgIg_3R4mhCRUtWBQcX4DXA3DRC5CO80UeVCmzZXQPOEuDCFltVg3LDee1rQenM_9lnVcJL5tHN2ruDzMNV2x1G9rRYf5R', 'width': 2340}]",,https://www.google.com/maps/place/?q=place_id:ChIJiwSjOjM_ei4RQIylUw_cYF4
OPERATIONAL,"8PFJ+3RJ, Gunungwijil, Kupang, Karangdowo, Klaten Regency, Central Java 57464, Indonesia","{'location': {'lat': -7.6772914, 'lng': 110.7320149}, 'viewport': {'northeast': {'lat': -7.675941570107278, 'lng': 110.7333647298927}, 'southwest': {'lat': -7.678641229892722, 'lng': 110.7306650701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Wijil Kupang,{'open_now': True},ChIJ5YhLpkE_ei4R5Ar421zlK90,,4.2,ChIJ5YhLpkE_ei4R5Ar421zlK90,"['tourist_attraction', 'point_of_interest', 'establishment']",425.0,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106004824984931944048"">indriani dh</a>'], 'photo_reference': 'AUGGfZnHrwPok2JoGxn_zZtgkwO-4qrQLIvc_wiN13dKBhO7tVH7tJypwvFasg9OLYK4doZhp8eaYRo9L8VTD_K-6GclQmd_NGHuoiWKa3bL18QBYOc6JAV_udf4EN-ZaxkWpi-CeBrQ2BhFTxtYcw1nqnIz5LGfoMHL_5vV5DUQVk8Wne16', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJ5YhLpkE_ei4R5Ar421zlK90
OPERATIONAL,"9PM2+83G, Jl. Klaten - Solo, Kuncen, Gatak, Kec. Delanggu, Kabupaten Klaten, Jawa Tengah, Indonesia","{'location': {'lat': -7.616699899999999, 'lng': 110.7002087}, 'viewport': {'northeast': {'lat': -7.615350070107277, 'lng': 110.7015585298927}, 'southwest': {'lat': -7.618049729892721, 'lng': 110.6988588701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Calon Destinasi Wisata Pemancingan dan Kuliner,,ChIJ_1sNB1NBei4RNljPGalsSmw,,5.0,ChIJ_1sNB1NBei4RNljPGalsSmw,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100928260217996651177"">Koko Richard</a>'], 'photo_reference': 'AUGGfZnR_t-soC9Jpp6ipKE8TLpa4q2LOI1KRkGecKiWXHOe-AHkgeoJi3_3sjRruDQ-8A3P2UPeWxr83RcyJNtTir-BlD5VBMPYT9Bvn4OJyYn16leTCf9U9UE1SaTBr-YexRRAVfniylcOHvYjinso-E2TvMquD59djK20_W7pyRyk9ljh', 'width': 1792}]",,https://www.google.com/maps/place/?q=place_id:ChIJ_1sNB1NBei4RNljPGalsSmw
OPERATIONAL,"Baderan, Sidowayah, Polanharjo, Klaten Regency, Central Java 57474, Indonesia","{'location': {'lat': -7.588937499999999, 'lng': 110.6634761}, 'viewport': {'northeast': {'lat': -7.587595070107277, 'lng': 110.6648213298927}, 'southwest': {'lat': -7.590294729892721, 'lng': 110.6621216701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Dolanan Sidowayah,{'open_now': False},ChIJ282ji1hqei4RiQ27kQE3XOs,"{'compound_code': 'CM67+C9 Sidowayah, Klaten Regency, Central Java, Indonesia', 'global_code': '6P4GCM67+C9'}",4.3,ChIJ282ji1hqei4RiQ27kQE3XOs,"['tourist_attraction', 'point_of_interest', 'establishment']",592.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106284847006038702978"">Rifai ardiansyah</a>'], 'photo_reference': 'AUGGfZnUNY82_hKVNR56ZWJ8LT4VrlAANATrDG7Q9vgsLR1CNbJEHz1O1AdSBcGU5yRV3MFkTiEAjItgX2zCmW53IEXiibfjnIXT7ohdUoJ93o4XLA0AdNM3i_X0Hl-CQOvAK9Pp-Pd2NwQm0owOase6X7lXUNNDrA26YH8L1qtwvL_Hl_iw', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJ282ji1hqei4RiQ27kQE3XOs
OPERATIONAL,"8PJ4+76F, RT.5/RW.11, Sekulan, Kaligawe, Pedan, Klaten Regency, Central Java 57468, Indonesia","{'location': {'lat': -7.669304899999999, 'lng': 110.7055417}, 'viewport': {'northeast': {'lat': -7.667952620107277, 'lng': 110.7068793798927}, 'southwest': {'lat': -7.670652279892721, 'lng': 110.7041797201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sekulan kaligawe,,ChIJu8TnrmxBei4Ro6botZodzik,,5.0,ChIJu8TnrmxBei4Ro6botZodzik,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJu8TnrmxBei4Ro6botZodzik
OPERATIONAL,"Jatirejo, Sidowayah, Polanharjo, Klaten Regency, Central Java 57474, Indonesia","{'location': {'lat': -7.5890275, 'lng': 110.6598547}, 'viewport': {'northeast': {'lat': -7.587654820107278, 'lng': 110.6611235298927}, 'southwest': {'lat': -7.590354479892722, 'lng': 110.6584238701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kawasan Wisata Siblarak,{'open_now': False},ChIJsZ-icLRrei4R4514kYdRne4,"{'compound_code': 'CM65+9W Sidowayah, Klaten Regency, Central Java, Indonesia', 'global_code': '6P4GCM65+9W'}",4.2,ChIJsZ-icLRrei4R4514kYdRne4,"['tourist_attraction', 'point_of_interest', 'establishment']",982.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103423772358989401365"">A Google User</a>'], 'photo_reference': 'AUGGfZnrhbsBORbxFgzLUMDOJcWkYsO03kcD2Rxld12-YxR5ELmKowlRwzu4nK2eBD-Rqt29aXpV8Go8FRzQZXHUmBWoFbVrF5s52Dt3rhZUAmsBEasBg2JoeIOlLyn7Yn3FY8LoI4F0LXpCE7ebXu5yrgmRR7B2n_vPn6tEwuYDdEIrxqNk', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJsZ-icLRrei4R4514kYdRne4
OPERATIONAL,"9PCQ+WQG, Unnamed Road, Milir, Lumbung Kerep, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473, Indonesia","{'location': {'lat': -7.627714299999999, 'lng': 110.7395208}, 'viewport': {'northeast': {'lat': -7.626338120107276, 'lng': 110.7408147798927}, 'southwest': {'lat': -7.62903777989272, 'lng': 110.7381151201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kyai Ponimin (eyang),,ChIJbdQdxq0_ei4RfSR3u2DLFv8,,5.0,ChIJbdQdxq0_ei4RfSR3u2DLFv8,"['travel_agency', 'point_of_interest', 'establishment']",2.0,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109179394465350907063"">Rahmatullah Utiya</a>'], 'photo_reference': 'AUGGfZmOvPcYIUwkQCxeyyvRJaQ9sqjILUDFreUlftdOcZeHe6LdLJ66JL3dTU3-6Pl090G66ft9BZJAPb2yy62V7-iTJk-uozbg2rCpuv-Cu5VDyUcKCwEGN5U38rZ2IW5onQ5Q2wx1UZ4yBRIB3FEaVcPekc_uRklekb-Pf686dT-vyVpb', 'width': 1280}]",,https://www.google.com/maps/place/?q=place_id:ChIJbdQdxq0_ei4RfSR3u2DLFv8
OPERATIONAL,"8PHC+XC7, Dusun II, Trasan, Juwiring, Klaten Regency, Central Java 57472, Indonesia","{'location': {'lat': -7.6701462, 'lng': 110.7209072}, 'viewport': {'northeast': {'lat': -7.668794770107279, 'lng': 110.7222589298927}, 'southwest': {'lat': -7.671494429892723, 'lng': 110.7195592701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gardu PAKED (Paguyuban Kaligawe Etan Dalan),{'open_now': False},ChIJO1yMoAw_ei4RGAsXMm6ZY40,,0.0,ChIJO1yMoAw_ei4RGAsXMm6ZY40,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102790507492294810918"">Arifin Rizal</a>'], 'photo_reference': 'AUGGfZmFRrTZG6oHBAw_3Hi_WMHEThGMpgMJn_gu3W-hlRePPk8auIKYiBDsXhwPDYH68zo-XzxpaLr1aa0ZL_U0ljk0_xZN-6kDTYvKT_nNHIy2hw-pW0sH4Adlxk0baMhP9kOPg00-omiqIQQiPS7WKgHmUuG25d_CCNhSYpl_UJjL-gs', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJO1yMoAw_ei4RGAsXMm6ZY40
OPERATIONAL,"8MMR+WRM, Tegalsari, Ngawonggo, Pedan, Klaten Regency, Central Java 57465, Indonesia","{'location': {'lat': -7.648750400000001, 'lng': 110.7040247}, 'viewport': {'northeast': {'lat': -7.647377020107279, 'lng': 110.7053476798927}, 'southwest': {'lat': -7.650076679892723, 'lng': 110.7026480201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Temoat santai,,ChIJGyNDTABBei4Ri1uFO2zB_jE,,0.0,ChIJGyNDTABBei4Ri1uFO2zB_jE,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJGyNDTABBei4Ri1uFO2zB_jE
OPERATIONAL,"9PM2+M5J, Kuncen, Delanggu, Kec. Delanggu, Kabupaten Klaten, Jawa Tengah 57471, Indonesia","{'location': {'lat': -7.615787500000001, 'lng': 110.7003906}, 'viewport': {'northeast': {'lat': -7.614445970107278, 'lng': 110.7017714798927}, 'southwest': {'lat': -7.617145629892722, 'lng': 110.6990718201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Calon Pemancingan dan Kuliner Red Line,,ChIJ7_HDevhBei4RWtg9FwBAiCA,,0.0,ChIJ7_HDevhBei4RWtg9FwBAiCA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100928260217996651177"">Koko Richard</a>'], 'photo_reference': 'AUGGfZkDWyEMaduAvEw73GO_d0tLSeA5y7t0q19UExqd_FFNYjknkQx8jvHFueAsc1pT6cVCBSD4j3Fwbo04DnE6zjePgOPplRDEv08qFeJQYuu5yllrBTCGKVMLwJI-rN_CgbUkeDRROKRt2i29kn0NcKPVqWSB2j0DIetgPI0JsQhgpguS', 'width': 1792}]",,https://www.google.com/maps/place/?q=place_id:ChIJ7_HDevhBei4RWtg9FwBAiCA
OPERATIONAL,"8QR6+73J, Tawen, Bolopleret, Juwiring, Klaten Regency, Central Java 57472, Indonesia","{'location': {'lat': -7.659288200000001, 'lng': 110.7601434}, 'viewport': {'northeast': {'lat': -7.657938370107281, 'lng': 110.7614932298927}, 'southwest': {'lat': -7.660638029892724, 'lng': 110.7587935701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Air Tawen,,ChIJ0ep9rW8_ei4R-9J3W93nrVg,,0.0,ChIJ0ep9rW8_ei4R-9J3W93nrVg,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ0ep9rW8_ei4R-9J3W93nrVg
OPERATIONAL,"Dukuh Karangmanis Utara RT/RW 01/04, Dusun II, Mrisen, Kec. Juwiring, Kabupaten Klaten, Jawa Tengah 57471, Indonesia","{'location': {'lat': -7.6316916, 'lng': 110.7053464}, 'viewport': {'northeast': {'lat': -7.630345870107277, 'lng': 110.7067189798927}, 'southwest': {'lat': -7.633045529892721, 'lng': 110.7040193201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jalan Jalan Suka,,ChIJsbf6DClBei4Rt_w0oP6zfcc,"{'compound_code': '9P94+84 Mrisen, Klaten Regency, Central Java, Indonesia', 'global_code': '6P4G9P94+84'}",2.0,ChIJsbf6DClBei4Rt_w0oP6zfcc,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJsbf6DClBei4Rt_w0oP6zfcc
