business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,plus_code,rating,reference,types,user_ratings_total,photos,price_level,url
OPERATIONAL,"3PH8+CP6, Palasari, Cibiru, Bandung City, West Java 40615, Indonesia","{'location': {'lat': -6.921467, 'lng': 107.7167617}, 'viewport': {'northeast': {'lat': -6.920117170107278, 'lng': 107.7181115298927}, 'southwest': {'lat': -6.922816829892722, 'lng': 107.7154118701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Homesatria,,ChIJg9Qea6XdaC4Rv4JRaLrIio8,,0.0,ChIJg9Qea6XdaC4Rv4JRaLrIio8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJg9Qea6XdaC4Rv4JRaLrIio8
OPERATIONAL,"3PR3+32J, Cigending, Ujung Berung, Bandung City, West Java 40611, Indonesia","{'location': {'lat': -6.909891999999999, 'lng': 107.702483}, 'viewport': {'northeast': {'lat': -6.908480970107278, 'lng': 107.7037173298927}, 'southwest': {'lat': -6.911180629892722, 'lng': 107.7010176701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan galatama lele DR,{'open_now': False},ChIJKQfqAPLdaC4R-4-a20xpDVo,,0.0,ChIJKQfqAPLdaC4R-4-a20xpDVo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100704408346057777704"">A Google User</a>'], 'photo_reference': 'AUGGfZnvb7fABLDgKfW7EO7IscCbBSKhFxCdZ1DvfwTvup3S6er0A0tFUK_UB5skIpjkdC9i4_bp8Eqc065kuwEnwikmGA06t0RR5jof9kUiOZ4TktWMnd98rLuWrbojQPL9KbbAc9iD0LqEwnALC02OrNpXryLQB3eMgNuLzfSszVGQqiHQ', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJKQfqAPLdaC4R-4-a20xpDVo
OPERATIONAL,"3PP8+V39, Jl. Pasanggrahan Indah, Pasanggrahan, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40617, Indonesia","{'location': {'lat': -6.9127175, 'lng': 107.7152708}, 'viewport': {'northeast': {'lat': -6.911382720107279, 'lng': 107.7166357298927}, 'southwest': {'lat': -6.914082379892723, 'lng': 107.7139360701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Wisata Boemi Benjang Oedjoengbroeng,{'open_now': False},ChIJ024cUwDdaC4RK8lenYFJfcM,,0.0,ChIJ024cUwDdaC4RK8lenYFJfcM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ024cUwDdaC4RK8lenYFJfcM
OPERATIONAL,"3MFW+W7F, Pakemitan, Cinambo, Bandung City, West Java 45474, Indonesia","{'location': {'lat': -6.925199, 'lng': 107.6956715}, 'viewport': {'northeast': {'lat': -6.923835720107277, 'lng': 107.6969907798927}, 'southwest': {'lat': -6.926535379892721, 'lng': 107.6942911201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Lansia,,ChIJ_3dZFCbDaC4RVmZYOZLE-40,,4.3,ChIJ_3dZFCbDaC4RVmZYOZLE-40,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117770169063827615372"">Ghanshyam Daiya</a>'], 'photo_reference': 'AUGGfZnVw762qmfMvohxf7iAtbUMEv-g1kgI__U2pHBtXqqL7mSX9a4Z_2HXDMT-ic2psZaonhwoJyrlytLmEeSITkg3bJNDPcjmrTS14fPvAFKp_ZupGaQv96QLg-3WMgB9jKxYwYBgzIGDh1-ICdoHt23au35O5eZrsKc1M85I8pzlgZxE', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJ_3dZFCbDaC4RVmZYOZLE-40
OPERATIONAL,"Jl. Rancamaung No.18, Cibiru Hilir, Kec. Cileunyi, Kabupaten Bandung, Jawa Barat 40626, Indonesia","{'location': {'lat': -6.9478743, 'lng': 107.7207011}, 'viewport': {'northeast': {'lat': -6.946540870107278, 'lng': 107.7221247298927}, 'southwest': {'lat': -6.949240529892722, 'lng': 107.7194250701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan double D,,ChIJb5-Aw2XDaC4R-6pvk2hDgsE,"{'compound_code': '3P2C+V7 Cibiru Hilir, Bandung Regency, West Java, Indonesia', 'global_code': '6P593P2C+V7'}",4.4,ChIJb5-Aw2XDaC4R-6pvk2hDgsE,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,,https://www.google.com/maps/place/?q=place_id:ChIJb5-Aw2XDaC4R-6pvk2hDgsE
OPERATIONAL,"4P27+RQ9, Jl. Pasir Kunci, Pasirjati, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40616, Indonesia","{'location': {'lat': -6.8979672, 'lng': 107.7144935}, 'viewport': {'northeast': {'lat': -6.896615270107278, 'lng': 107.7157986798927}, 'southwest': {'lat': -6.899314929892721, 'lng': 107.7130990201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Wisata Pasir Kunci,{'open_now': False},ChIJ7dpWxB3daC4RnuFM5qZI9Q8,,4.2,ChIJ7dpWxB3daC4RnuFM5qZI9Q8,"['tourist_attraction', 'point_of_interest', 'establishment']",457,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116085512719007941514"">rizki muhamad</a>'], 'photo_reference': 'AUGGfZkGevtvgEnYt-zMe96ydYTH1BLALLqDR2GiUlF9_mwxXy_kfTen7yjOD4aUPIcBygNZ0G-BPio2wKSa9SWLC6S5gQ1ibqZP5sCHtpVe2be_x4i5dBTfGm8kPmrLPQ6sg6qInyhOsMGOoJp4VTQ0pXfq8S64_zI0RTz40HTlxmhF35A6', 'width': 4000}]",1.0,https://www.google.com/maps/place/?q=place_id:ChIJ7dpWxB3daC4RnuFM5qZI9Q8
OPERATIONAL,"Pasanggrahan, Ujung Berung, Bandung City, West Java 40616, Indonesia","{'location': {'lat': -6.9052985, 'lng': 107.7133142}, 'viewport': {'northeast': {'lat': -6.903969870107278, 'lng': 107.7146441798927}, 'southwest': {'lat': -6.906669529892723, 'lng': 107.7119445201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LEMBUR KENDURI,{'open_now': False},ChIJwTSYaRDdaC4RRbjuM_Id5cA,"{'compound_code': '3PV7+V8 Pasanggrahan, Bandung City, West Java, Indonesia', 'global_code': '6P593PV7+V8'}",4.1,ChIJwTSYaRDdaC4RRbjuM_Id5cA,"['tourist_attraction', 'point_of_interest', 'establishment']",7,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101039378117633446644"">A Google User</a>'], 'photo_reference': 'AUGGfZmnnuMs_Bg78WIabY55NfsxaN6SY_JEQHg6BDIAgX2IMaQ3J0NYzdJUUQqfKaXkUqtvS8AydIcxagxIBAcUVeNQCshzDISFNDGwbS68jGIzXFzLIOrv372AVwxHHWf7mjrszhwzz-oT9qcZPJlWgMiaOcbFdi8NgD2e49aPDRX-SROr', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJwTSYaRDdaC4RRbjuM_Id5cA
OPERATIONAL,"Komplek Cipaganti Graha II Blok E No.7 Ujung Berung, Cigending, Ujung Berung, Bandung City, West Java 40611, Indonesia","{'location': {'lat': -6.9073642, 'lng': 107.6965756}, 'viewport': {'northeast': {'lat': -6.906022570107278, 'lng': 107.6979415298927}, 'southwest': {'lat': -6.908722229892722, 'lng': 107.6952418701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok Wisata,{'open_now': False},ChIJH3x58T7daC4Rp5aug8jACaY,"{'compound_code': '3MVW+3J Cigending, Bandung City, West Java, Indonesia', 'global_code': '6P593MVW+3J'}",4.5,ChIJH3x58T7daC4Rp5aug8jACaY,"['tourist_attraction', 'point_of_interest', 'establishment']",41,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104669037548334824175"">A Google User</a>'], 'photo_reference': 'AUGGfZlrPs93mZqoiYzjxEAYvIMUe7VbIX1Vkn_uN50tDSlmaTRKb-mhuIeqnPVwLMj2UU6P_q5BgZG86fijbHrGnaJyw80QpC_9d6CYQv84A43fPd6JSFdi6xvcYaADu5Yg_VcMYvAxr1bOCbcOaUIp7FHTHkmt07u9GRTHFcPQIAkTIYh9', 'width': 1280}]",,https://www.google.com/maps/place/?q=place_id:ChIJH3x58T7daC4Rp5aug8jACaY
OPERATIONAL,"3MQ9+HR3, Jl. Padang Golf, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.9111239, 'lng': 107.669559}, 'viewport': {'northeast': {'lat': -6.909774070107278, 'lng': 107.6709088298927}, 'southwest': {'lat': -6.912473729892722, 'lng': 107.6682091701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tepi Kota Healing,{'open_now': False},ChIJTSzuAj_daC4Reaqu3bcte5M,,4.4,ChIJTSzuAj_daC4Reaqu3bcte5M,"['tourist_attraction', 'point_of_interest', 'establishment']",508,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117489758434101908706"">Yulianti ulie</a>'], 'photo_reference': 'AUGGfZnJt1o1ZDt2niTSAzjaK0dmsXa7264fyDogW07hujuquE1LbsQinda8l2ARZrqFoucmSJAV0czMqGql601v6m5VzmahT-VnFAyzvPrunz80lHXQpX64HA303taDSn-8gluIS9eWGEz3fJBToF_lyVdLnOyyWIUvbZ8KkrzQfS1lPFfh', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJTSzuAj_daC4Reaqu3bcte5M
OPERATIONAL,"3P3F+686, Cibiru Wetan, Cileunyi, Bandung Regency, West Java 40625, Indonesia","{'location': {'lat': -6.947441, 'lng': 107.723577}, 'viewport': {'northeast': {'lat': -6.945987820107278, 'lng': 107.7249166298927}, 'southwest': {'lat': -6.948687479892722, 'lng': 107.7222169701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah mang aca,,ChIJRUsXAJDDaC4R-ofN_XpiOqE,,0.0,ChIJRUsXAJDDaC4R-ofN_XpiOqE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111857011732285762528"">A Google User</a>'], 'photo_reference': 'AUGGfZnQsDcG8sKNGr1Y3mxqgTZyz4KZyl22t5QrWfyfiKO2cK6GR5XOeg6d0V0Eq-JzRLLmY2zm8QQw4pw28v0zJZcHIZsRlJQDgEOll1a_IcNuUu0otCgga8v_931_47RZdM1SrKFuqmc6f8Db43BU69u1kOVvobwTSmrFPVbByy9UpsaW', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJRUsXAJDDaC4R-ofN_XpiOqE
OPERATIONAL,"Jl. Bunga Mas Satu No.2, RT.6, Mekar Mulya, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia","{'location': {'lat': -6.925325, 'lng': 107.7023679}, 'viewport': {'northeast': {'lat': -6.923967120107277, 'lng': 107.7037011798927}, 'southwest': {'lat': -6.926666779892721, 'lng': 107.7010015201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kazzep Tour,{'open_now': False},ChIJ1-G6M83CaC4RbiS8Vsh0Ymk,"{'compound_code': '3PF2+VW Mekar Mulya, Bandung City, West Java, Indonesia', 'global_code': '6P593PF2+VW'}",4.9,ChIJ1-G6M83CaC4RbiS8Vsh0Ymk,"['travel_agency', 'car_rental', 'tourist_attraction', 'point_of_interest', 'establishment']",9,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112325906042008896242"">A Google User</a>'], 'photo_reference': 'AUGGfZl6gzDaf6_nNSrXhHP9W3FUK260d301dtTTdQ2w9UK64B8YUUT4UUulN9-re6r3iypr7UBHXKZ7_4P0Gwk1Q9PDCgA08Eo2T2hpqqGRjIo3D0Cao00YGnjM2acV3vyQpW52aiBZ5x3-VxiTd8aIrHw2so55UAds4hKa2UHIejtNdeaO', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ1-G6M83CaC4RbiS8Vsh0Ymk
