business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,photos,opening_hours,price_level,url
OPERATIONAL,"3M87+85X, Jatisari, Buahbatu, Bandung City, West Java 40286, Indonesia","{'location': {'lat': -6.9340491, 'lng': 107.6629195}, 'viewport': {'northeast': {'lat': -6.932682670107279, 'lng': 107.6643504798927}, 'southwest': {'lat': -6.935382329892723, 'lng': 107.6616508201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_islam_pinlet,Masjid Dispusipda,ChIJq9fegQToaC4RK7NmaXtKmtc,,4.6,ChIJq9fegQToaC4RK7NmaXtKmtc,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",57,"[{'height': 2904, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108452845054621767589"">ARISULISTI CHANNEL</a>'], 'photo_reference': 'AUGGfZl98qo-i-xIC9sFi9ZJBho-xa-9hLxqZ3YbppD3wgl2KxYu8Z3eVA3jPXhsk_RvMT7XETUtYc6-GXA9rIYI-_gBtegD9iFJllo6O0H4fnopMoTIxy5IeV2KVgE2YOGpb2QMalbR5XqYG5uFVWe4MHt_FWBmtyZBgfAvLrA9vTRULUlo', 'width': 3872}]",,,https://www.google.com/maps/place/?q=place_id:ChIJq9fegQToaC4RK7NmaXtKmtc
OPERATIONAL,"Jl. Aceh No.53, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia","{'location': {'lat': -6.910122299999999, 'lng': 107.6102605}, 'viewport': {'northeast': {'lat': -6.908698620107277, 'lng': 107.6115101298927}, 'southwest': {'lat': -6.911398279892721, 'lng': 107.6088104701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Sejarah Bandung,ChIJ64KigjfmaC4RYmNYyYqAV0k,"{'compound_code': '3JQ6+X4 Babakanciamis, Bandung City, West Java, Indonesia', 'global_code': '6P593JQ6+X4'}",4.6,ChIJ64KigjfmaC4RYmNYyYqAV0k,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4460,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105808220947290541727"">Fash Fahish Shofhal Jamil</a>'], 'photo_reference': 'AUGGfZkN0KEy7tM5ZrBZzi-lrO94AsivXAmWNrMTDCLZpWOtL4TW_twnWImr8Hr9YRM8OKmYJWQDMV_ImNWdpVt-_nTdcG1exoEzu7U4TIBvo8AIxsWrliRV0Mmov_sj7fS4ubLqKy6G3Li7teA2efUct87AVabTUsYu9Oe3Hm6wXK9M0Rk3', 'width': 4160}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ64KigjfmaC4RYmNYyYqAV0k
OPERATIONAL,"3J3R+RQC, Jl. Terusan Kiaracondong, Binong, Kec. Batununggal, Kota Bandung, Jawa Barat 40286, Indonesia","{'location': {'lat': -6.945418399999999, 'lng': 107.6419384}, 'viewport': {'northeast': {'lat': -6.944068370107278, 'lng': 107.6432872798927}, 'southwest': {'lat': -6.946768029892722, 'lng': 107.6405876201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Longest Redlight Stop in Indonesia,ChIJFc5y7DnpaC4R7yQTObKNWlM,,4.9,ChIJFc5y7DnpaC4R7yQTObKNWlM,"['tourist_attraction', 'point_of_interest', 'establishment']",121,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109528216715305786795"">Reksa Mohammad</a>'], 'photo_reference': 'AUGGfZkEU6o489luznTE88t8lYhZmFprZTMi_IRaeqE7cFUG6dd1zKB5WchqJYXnZoNIAobl2VevfX4k191M8bDfVDIJUgDi_XNH0GAnv8jtjT-0M88Lgjn7RjiesC6iNWgx1H_7eumGXwQZ81T8ELycOLc1ngoYNAKReyhqDta_MsFMxjCs', 'width': 4032}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJFc5y7DnpaC4R7yQTObKNWlM
OPERATIONAL,"No., Jl. Sunda No.39, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112, Indonesia","{'location': {'lat': -6.920031, 'lng': 107.6176703}, 'viewport': {'northeast': {'lat': -6.918671520107279, 'lng': 107.6190847298927}, 'southwest': {'lat': -6.921371179892723, 'lng': 107.6163850701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Museum Mainan,ChIJbQGEsi3maC4RSqVznBsUne0,"{'compound_code': '3JH9+X2 Kebon Pisang, Bandung City, West Java, Indonesia', 'global_code': '6P593JH9+X2'}",4.3,ChIJbQGEsi3maC4RSqVznBsUne0,"['tourist_attraction', 'point_of_interest', 'establishment']",69,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109014881056849876980"">Alif Rizza</a>'], 'photo_reference': 'AUGGfZlwaS9V-ZU5FCh7EpGHRkiCGmlmjtZVpb6xLJ45KiMqaQkxqJP8AuMLZAJypXcYsjgtbppp1ZhbMrha-1sDzXAHdwzUhN0r5ZPwDe_Fi4QnTwyVUj3mqX7JlXnQ3MyCeswnsr3v1KxkUnYSVscgMmlbS_scplMfJ1py5iTya5nPSQPk', 'width': 4608}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJbQGEsi3maC4RSqVznBsUne0
OPERATIONAL,"3JH5+XG9, Jl. Dr. Ir. Sukarno, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111, Indonesia","{'location': {'lat': -6.9200921, 'lng': 107.6088457}, 'viewport': {'northeast': {'lat': -6.918876320107278, 'lng': 107.6102280298927}, 'southwest': {'lat': -6.921575979892721, 'lng': 107.6075283701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Plaza Cikapundung River Spot,ChIJSZh4eiXmaC4RAUPOmyG32uk,,4.4,ChIJSZh4eiXmaC4RAUPOmyG32uk,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",5353,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102078208451544979123"">soffie gusniza</a>'], 'photo_reference': 'AUGGfZk3a41452h7WFdKk3N3UDQIpJ1sCOHtEcGG-vDkichloCZasocse1U2cPL4S_Hu6GbkKp5y6Z9Q5uFJT-Hxla_9bmf_qKrqJXzrFoPtvzjOdLdHG2ebfxXIXikh2Ek-uriIpP4N6VDcn84cZBDlIT7zcj9UwsoP6sK3sjvDGuLNheCi', 'width': 3264}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJSZh4eiXmaC4RAUPOmyG32uk
OPERATIONAL,"Jl. Peta No.229, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40242, Indonesia","{'location': {'lat': -6.931545, 'lng': 107.588444}, 'viewport': {'northeast': {'lat': -6.930077470107277, 'lng': 107.5899452298927}, 'southwest': {'lat': -6.932777129892721, 'lng': 107.5872455701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Peta Park,ChIJcd4jrKfoaC4RpokEfBFEQM0,"{'compound_code': '3H9Q+99 Suka Asih, Bandung City, West Java, Indonesia', 'global_code': '6P593H9Q+99'}",4.4,ChIJcd4jrKfoaC4RpokEfBFEQM0,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",5083,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112087267551465209882"">Prima Hastama</a>'], 'photo_reference': 'AUGGfZkMK40tTmUwOBvCoP0pQhLzRkSHHQ47hdY6Jj1-tsyXL7O5rQGQTUq3TgkZXDbFppOblutnsdo0htDKtXZsR3EmDXXoyAdMR95898T_LZvmKeM4v93pEQZIlu4I8J7-JupNkbu9zekjZzClIZPAjVaia7H2ps1uXYcESBbxFGb5mSN3', 'width': 4096}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJcd4jrKfoaC4RpokEfBFEQM0
OPERATIONAL,"Jl. Asia Afrika Jl. Braga, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40251, Indonesia","{'location': {'lat': -6.921386699999999, 'lng': 107.6111712}, 'viewport': {'northeast': {'lat': -6.920043120107279, 'lng': 107.6125687798927}, 'southwest': {'lat': -6.922742779892722, 'lng': 107.6098691201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,The Centre Of Bandung 0 Km Monument,ChIJ1RIjvSXmaC4RheCmPFv6hFU,"{'compound_code': '3JH6+CF Braga, Bandung City, West Java, Indonesia', 'global_code': '6P593JH6+CF'}",4.7,ChIJ1RIjvSXmaC4RheCmPFv6hFU,"['tourist_attraction', 'point_of_interest', 'establishment']",855,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118097215720090669613"">Dedi Sopandi Sofwan</a>'], 'photo_reference': 'AUGGfZkOcACDB_MrsHfI02WA4RC2WmiVfvDp1AWeBjppZrc6tjdG6slFffcsFFZq9wKrQbs7eh868JvnDZiK0MJHCWMdpZsS46AbAsltS_iXFYACM__D3zOpri4HLOlZbgt84zNw1A5osKDshNHQNQWGDOtzhIDI5KnudhiYpFuoNIrlytlS', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ1RIjvSXmaC4RheCmPFv6hFU
OPERATIONAL,"Jl. Merdeka No.9, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia","{'location': {'lat': -6.9140478, 'lng': 107.6101684}, 'viewport': {'northeast': {'lat': -6.912704070107279, 'lng': 107.6115826298927}, 'southwest': {'lat': -6.915403729892723, 'lng': 107.6088829701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Vanda Park,ChIJ4_mfmDDmaC4RjZ5NPgO9_PI,"{'compound_code': '3JP6+93 Babakanciamis, Bandung City, West Java, Indonesia', 'global_code': '6P593JP6+93'}",4.4,ChIJ4_mfmDDmaC4RjZ5NPgO9_PI,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",3037,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109120646990240088272"">riesvan wisnu</a>'], 'photo_reference': 'AUGGfZmlocpWuM0ldUpvynpuR85atxs_dkaIFdRcUTQx6SSAWuh-Wb1fLDp2oP1xiL3VTm558Vj7RNiX3sr7EJNvZ0NEdNpxKmd-Y_Q6jxjnOyVO4UOUuIlUb0TFzHFcOTCviR83FAAAAl-5VX8rhatN--hUZI2-kByxKBZzOAOJ3ohrVfaU', 'width': 4000}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ4_mfmDDmaC4RjZ5NPgO9_PI
OPERATIONAL,"Jl. Asia Afrika No.84, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251, Indonesia","{'location': {'lat': -6.9213073, 'lng': 107.6076904}, 'viewport': {'northeast': {'lat': -6.919912820107278, 'lng': 107.6090293298927}, 'southwest': {'lat': -6.922612479892722, 'lng': 107.6063296701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Asia Africa Monument,ChIJOd0juyXmaC4RDPsJKOQexU8,"{'compound_code': '3JH5+F3 Balonggede, Bandung City, West Java, Indonesia', 'global_code': '6P593JH5+F3'}",4.6,ChIJOd0juyXmaC4RDPsJKOQexU8,"['tourist_attraction', 'point_of_interest', 'establishment']",652,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117631362568943662209"">A Google User</a>'], 'photo_reference': 'AUGGfZlvQYDe2eJS2hG1xH34-PDS38exF0RQf4urYwChxa5IA-xk7XMwgE5i-2ZTLm2cEV6CP7DkxAM6-6LlvywMT3L1ETHPn6n-aCZJ40FNukP-2xVN6LLpoyoHJAsGzmrBZSg4GD5g8j9bYRd6qeSQ4Y4hrKzcHBJMHnbj2nvhmxNtEy-K', 'width': 3120}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJOd0juyXmaC4RDPsJKOQexU8
OPERATIONAL,"Jl. Citarum No.23 A, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia","{'location': {'lat': -6.903319799999999, 'lng': 107.6225052}, 'viewport': {'northeast': {'lat': -6.901758470107278, 'lng': 107.6235218298927}, 'southwest': {'lat': -6.904458129892722, 'lng': 107.6208221701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Pustaka Bunga Kandaga Puspa Park,ChIJTde0wbTnaC4RGpHYIfWF3UQ,"{'compound_code': '3JWF+M2 Citarum, Bandung City, West Java, Indonesia', 'global_code': '6P593JWF+M2'}",4.3,ChIJTde0wbTnaC4RGpHYIfWF3UQ,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",1413,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106027253477721764325"">Hilman Syahrani Rahman</a>'], 'photo_reference': 'AUGGfZk50SsTsbf4wXHe_-KsK5ded5grT8Zao7jSlIZYY1PZWYYJEyG1hD89FxBeUmw4a46awMXINCEUhEy2tMLzrvcCo9TSAFkQP0hzutGEvzQ3WcZJPq7Bqg10vF5hyl8Pe0IUpVi81Sb0RsF3tH9DU1hIgp_-iqBKiHlZDd9K5DGP56co', 'width': 4160}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJTde0wbTnaC4RGpHYIfWF3UQ
OPERATIONAL,"4P27+RQ9, Jl. Pasir Kunci, Pasirjati, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40616, Indonesia","{'location': {'lat': -6.8979672, 'lng': 107.7144935}, 'viewport': {'northeast': {'lat': -6.896615270107278, 'lng': 107.7157986798927}, 'southwest': {'lat': -6.899314929892721, 'lng': 107.7130990201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Wisata Pasir Kunci,ChIJ7dpWxB3daC4RnuFM5qZI9Q8,,4.2,ChIJ7dpWxB3daC4RnuFM5qZI9Q8,"['tourist_attraction', 'point_of_interest', 'establishment']",457,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116085512719007941514"">rizki muhamad</a>'], 'photo_reference': 'AUGGfZn1RJ2wMdPodsX-vgllUbjBYSW-Qg1PWa64JhUqbHwGVUtr6j8JdQwnHQoVMBeVH0707GBtksjDQPRQtKb3RNAXCkC6hG3vGgIHIVdqI9JLDNU38LkbN9exXZRQM86fq4EYFi7Q-2KThW2E_hwNyLZ1_T_UYLwX1WevxmShqgsH9W2l', 'width': 4000}]",{'open_now': False},1.0,https://www.google.com/maps/place/?q=place_id:ChIJ7dpWxB3daC4RnuFM5qZI9Q8
OPERATIONAL,"Jl. Wastukencana No.2, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia","{'location': {'lat': -6.9133997, 'lng': 107.6095152}, 'viewport': {'northeast': {'lat': -6.912033170107278, 'lng': 107.6106117298927}, 'southwest': {'lat': -6.914732829892722, 'lng': 107.6079120701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Dewi Sartika,ChIJFViNADrmaC4RlxbBEqA5yHA,"{'compound_code': '3JP5+JR Babakanciamis, Bandung City, West Java, Indonesia', 'global_code': '6P593JP5+JR'}",4.6,ChIJFViNADrmaC4RlxbBEqA5yHA,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",606,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111570871395231114669"">ina rachma</a>'], 'photo_reference': 'AUGGfZmzoMnSLmgiKZxNRHXAar5wK2je_KR6MWjHP2XnwgiLeWJ0oqfA4oe-GnGhraJGPj2j46MNDSdFzJ4I_evAGowmLQOG3NsQdg5m0cQ-X3OZU4xPT5aEyAzPOn5tHGyzMT989QawAHkDfMpaz3ZgAnXc42Ghz9gwxiLtCVQipJBGyXOX', 'width': 3984}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJFViNADrmaC4RlxbBEqA5yHA
OPERATIONAL,"3J83+FX7, Jl. BKR, Ciateul, Kec. Regol, Kota Bandung, Jawa Barat 40252, Indonesia","{'location': {'lat': -6.9338497, 'lng': 107.604925}, 'viewport': {'northeast': {'lat': -6.932541870107277, 'lng': 107.6066159798927}, 'southwest': {'lat': -6.935241529892721, 'lng': 107.6039163201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Monumen Bandung Lautan Api,ChIJ0Qbi6JvoaC4RLqQcvco4Gj8,,4.3,ChIJ0Qbi6JvoaC4RLqQcvco4Gj8,"['landmark', 'tourist_attraction', 'point_of_interest', 'establishment']",1006,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110391004118028888232"">Alpin Andriansah</a>'], 'photo_reference': 'AUGGfZkcUBETTQedZALkbuHU7Qs_Be13BfWZ7L2WNV6QaMapbgc6g3USY2Xp2vtrSDzrVVPJxUFtx_2FF27ErpWlaL3qEcf0G1Ee68qmoXY3vWl9Sur2wIVqFPaHHYSvOUacGQXmqY9mQZ6t_tKRKSJYylJtfqm3OD1cYNnoUKwVZDHoFhBq', 'width': 3072}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ0Qbi6JvoaC4RLqQcvco4Gj8
OPERATIONAL,"2MH5+7JW, Jalan Gandasari, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287, Indonesia","{'location': {'lat': -6.971788, 'lng': 107.659352}, 'viewport': {'northeast': {'lat': -6.970445820107278, 'lng': 107.6606977798927}, 'southwest': {'lat': -6.973145479892722, 'lng': 107.6579981201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan mang ade gawir,ChIJ76KhTWrpaC4RFA_xLZcEZfo,,5.0,ChIJ76KhTWrpaC4RFA_xLZcEZfo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102970812010910927440"">A Google User</a>'], 'photo_reference': 'AUGGfZkCFx4W-3gpjuCScnFSiLD-uVftIoZdG8Yv1tCIpT2x7kIfBb8UFIW8pmhIcnf0ZHCDBxuDH6xnT-fUDSFwXyyrwNf9iVYJuMZ9u2mjWcYFXr5cBPW6NjUohFbj2zuB0M60nbb03CIZUdJOduQQciFsq96MSMxv9qYJcWQ6dAqLUvg4', 'width': 2976}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ76KhTWrpaC4RFA_xLZcEZfo
OPERATIONAL,"4MGM+3RV, Kp.Sentakdulang Cikored, Mekarmanik, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40196, Indonesia","{'location': {'lat': -6.8747659, 'lng': 107.6845319}, 'viewport': {'northeast': {'lat': -6.873355270107279, 'lng': 107.6859634798927}, 'southwest': {'lat': -6.876054929892723, 'lng': 107.6832638201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Batu Templek Cisanggarung,ChIJLfH8F5PdaC4Ra6lG7TD33_g,,4.4,ChIJLfH8F5PdaC4Ra6lG7TD33_g,"['tourist_attraction', 'point_of_interest', 'establishment']",477,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101101198541340289632"">Lina Marlina</a>'], 'photo_reference': 'AUGGfZntSxDvinbpG5qFzLGxgjDCVZZ2lgTbewrK07YTx31mqxP8fUz4hSkBV2VHNrk_8fJCVUALJzPlcy0NIof4vdxMTZ4G09eNVw8mzC6BeDClsa5RyOHQ4CngthaF2fKhxXeQdATlRuoOAmuX337hqmwgc9TtkiLohip7G28MIm02D8dE', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJLfH8F5PdaC4Ra6lG7TD33_g
OPERATIONAL,"3JH4+CMP, Jl. Dalem Kaum, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251, Indonesia","{'location': {'lat': -6.9214028, 'lng': 107.6067059}, 'viewport': {'northeast': {'lat': -6.920557270107278, 'lng': 107.6080334298927}, 'southwest': {'lat': -6.923256929892722, 'lng': 107.6053337701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bandung Grand Mosque's Tower,ChIJ6etK-yXmaC4RJf3ncoJsPaY,,4.5,ChIJ6etK-yXmaC4RJf3ncoJsPaY,"['tourist_attraction', 'point_of_interest', 'establishment']",509,"[{'height': 463, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117371403550008711710"">A Google User</a>'], 'photo_reference': 'AUGGfZmXXLmwtpc1scsdc5WaDvmbp2huYmwwaQjTdwYYd9MyoDlOaH5jdXcW5ZGYxU1cmwXNaAjNexE4RDqMgwqnoYGzeal0PfD857vOMSzVz4Vm53PdXqMnf_RqSnTUmRJ5Vy2HL7xE4J93Pa3UJIES9DEcxOw-5LBV8m-Se28WGg1Z6qw3', 'width': 720}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ6etK-yXmaC4RJf3ncoJsPaY
OPERATIONAL,"Mekarmanik, Cimenyan, Bandung Regency, West Java 40196, Indonesia","{'location': {'lat': -6.8648725, 'lng': 107.6845666}, 'viewport': {'northeast': {'lat': -6.863561070107278, 'lng': 107.6858777298927}, 'southwest': {'lat': -6.866260729892722, 'lng': 107.6831780701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Templek,ChIJh9UPn_zdaC4R65YSE-o_pwE,"{'compound_code': '4MPM+3R Mekarmanik, Bandung Regency, West Java, Indonesia', 'global_code': '6P594MPM+3R'}",4.4,ChIJh9UPn_zdaC4R65YSE-o_pwE,"['tourist_attraction', 'point_of_interest', 'establishment']",79,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102218656281488390703"">bobby salim</a>'], 'photo_reference': 'AUGGfZlHXmJRoic4m5v1DadH2GOoC8B_OQ6mzGyrEz2A-dI00Y7Mx5rid-xKPcGxXzAkKHwQrG0UAMscVjQ6fGJDefElxtDvMHj7IvDuVyTHSv2lTcjF7gsLNNVKmvpHd8hfQ6KNlQ7BJW74naDNr-rClHiSo6z_Qklw8-axUrAmr6Z5_Yop', 'width': 3376}]",,,https://www.google.com/maps/place/?q=place_id:ChIJh9UPn_zdaC4R65YSE-o_pwE
OPERATIONAL,"4J34+QGF, Bandung, Tamansari, Bandung Wetan, Bandung City, West Java, Indonesia","{'location': {'lat': -6.8955582, 'lng': 107.6062941}, 'viewport': {'northeast': {'lat': -6.894307020107279, 'lng': 107.6076387298927}, 'southwest': {'lat': -6.897006679892723, 'lng': 107.6049390701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Cikapundung,ChIJAdv3JQHnaC4R6Zi7BlLRS4k,,5.0,ChIJAdv3JQHnaC4R6Zi7BlLRS4k,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJAdv3JQHnaC4R6Zi7BlLRS4k
OPERATIONAL,"4P7W+42, Cibiru Wetan, Cileunyi, Bandung Regency, West Java, Indonesia","{'location': {'lat': -6.8871707, 'lng': 107.7450466}, 'viewport': {'northeast': {'lat': -6.885711349999999, 'lng': 107.7460540798927}, 'southwest': {'lat': -6.891548749999999, 'lng': 107.7433544201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Kuda,ChIJe1CRkWvdaC4ROHMIJPwXprw,,4.4,ChIJe1CRkWvdaC4ROHMIJPwXprw,"['tourist_attraction', 'point_of_interest', 'establishment']",13,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108487972863557531393"">Abdul Rohmat</a>'], 'photo_reference': 'AUGGfZmdpuT9ImEzEFHtAMjuFRBLJ-W0K8W-JTVTVYUgM0zMVwXeuWIcbKZ_42rNOUpBDSHZsihKrHVqlQgKhGq2kYjPcISaQqJwCIGbp3Dr8hO1gu-qI4OA9i3bqRbi0WekjT0apohrW6vXPGZ-ZePK1OtTnuNZy4p8ZoPr9w3XX8NCImA', 'width': 3024}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJe1CRkWvdaC4ROHMIJPwXprw
OPERATIONAL,"Mekarmanik, Cimenyan, Bandung Regency, West Java 15317, Indonesia","{'location': {'lat': -6.8572763, 'lng': 107.6931546}, 'viewport': {'northeast': {'lat': -6.855956070107278, 'lng': 107.6944951798927}, 'southwest': {'lat': -6.858655729892722, 'lng': 107.6917955201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Oray Tapa,ChIJ67iOZzrmaC4RuOUwFsZamHU,"{'compound_code': '4MVV+37 Mekarmanik, Bandung Regency, West Java, Indonesia', 'global_code': '6P594MVV+37'}",4.3,ChIJ67iOZzrmaC4RuOUwFsZamHU,"['tourist_attraction', 'point_of_interest', 'establishment']",503,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100124874928417452205"">Ifan Ahmad</a>'], 'photo_reference': 'AUGGfZlsaVnXG3U8_gzIPDnOIdMeRf2H03yp18Z2rETQkFw1N8SzNmFurAKTadVs6aAG3b4KZKOKZq5V9bJyGzb7RlT3u1TT1_mh8IpxSbeKA65s_tWvvjtulhvdiO5Ap8Mg7WQcoBP8jIDyLqXgh0R5IJFHAFCcoYccZvx8At7dp9GpDFt-', 'width': 3840}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ67iOZzrmaC4RuOUwFsZamHU
