business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,price_level,rating,reference,types,user_ratings_total,plus_code,permanently_closed,url
OPERATIONAL,"3PR3+32J, Cigending, Ujung Berung, Bandung City, West Java 40611, Indonesia","{'location': {'lat': -6.909891999999999, 'lng': 107.702483}, 'viewport': {'northeast': {'lat': -6.908480970107278, 'lng': 107.7037173298927}, 'southwest': {'lat': -6.911180629892722, 'lng': 107.7010176701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan galatama lele DR,{'open_now': False},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100704408346057777704"">A Google User</a>'], 'photo_reference': 'AUGGfZkotXY09IYISG7AaHdDsVpE29ZbCakqhLoWgNs0-PalAeZNuoFL_u0oXRr7KIGPKcqdMALDsaWrUtF0moNb3MPcB8Ug4NppliYPhOLNBrqfBJ3jFp_6QHOIw6fi2LOawPS-oLDpyLTAxtInsDG1LkXlS5pmyNzEPAgx9uIBe0l8gbmI', 'width': 3000}]",ChIJKQfqAPLdaC4R-4-a20xpDVo,,0.0,ChIJKQfqAPLdaC4R-4-a20xpDVo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJKQfqAPLdaC4R-4-a20xpDVo
OPERATIONAL,"Komplek Griya Winaya, B11, Pasirwangi, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40616, Indonesia","{'location': {'lat': -6.9026735, 'lng': 107.708085}, 'viewport': {'northeast': {'lat': -6.901319770107277, 'lng': 107.7094392298927}, 'southwest': {'lat': -6.904019429892721, 'lng': 107.7067395701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan abah ade,{'open_now': True},,ChIJC5S5HwDdaC4RSTfK7Vd9E_Q,,0.0,ChIJC5S5HwDdaC4RSTfK7Vd9E_Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '3PW5+W6 Pasirwangi, Bandung City, West Java, Indonesia', 'global_code': '6P593PW5+W6'}",,https://www.google.com/maps/place/?q=place_id:ChIJC5S5HwDdaC4RSTfK7Vd9E_Q
OPERATIONAL,"4P27+GG9, Jl. Pasir Kunci, Cipanjalu, Kec. Ujung Berung, Kabupaten Bandung, Jawa Barat, Indonesia","{'location': {'lat': -6.898705, 'lng': 107.7138548}, 'viewport': {'northeast': {'lat': -6.897371420107278, 'lng': 107.7153952798927}, 'southwest': {'lat': -6.900071079892721, 'lng': 107.7126956201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jempol paskun,{'open_now': True},"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116085512719007941514"">rizki muhamad</a>'], 'photo_reference': 'AUGGfZlxB5qDis6HMQb4J6q0_3NmTL_KdbK0nFsTHF0xJu_qJ_y9OUqDxiLcfExEw09kg3yBhjEkzLkBHR2W4v76yjUtOtY67ChsU1Mtpe2WpWt-d9chnq27G30ONkCZW7yviV5jmJvwRz8R5CSKO2g3_KdsNVrefFgtlMtXwWCKuT4OrUwE', 'width': 4000}]",ChIJ--NlvqPdaC4RdbhVTGkmqEU,,5.0,ChIJ--NlvqPdaC4RdbhVTGkmqEU,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJ--NlvqPdaC4RdbhVTGkmqEU
OPERATIONAL,"Jalan Nagrog Telekdengklok RT 01 RW 08 Desa Ciporeat Kecamatan Cilengkrang, Ciporeat, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40617, Indonesia","{'location': {'lat': -6.8962578, 'lng': 107.7196286}, 'viewport': {'northeast': {'lat': -6.894914070107278, 'lng': 107.7209711798927}, 'southwest': {'lat': -6.897613729892722, 'lng': 107.7182715201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Padumukan Boengsoe Green Cafe, Villa Resort, dan Sport Arena",{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112153986845895121433"">A Google User</a>'], 'photo_reference': 'AUGGfZnFzVe9bIc6oxxN89aj2cF1JbEfwKKRU4X6s4dQ9HGhBKAs-m4Ogb5kcfeJoDmt-Yf_QdV6Sxx7BYs4fPpCn1BqLhseI1avHQySL4Lxb5lxgAA2a5JTivcTl3DvN653kNpIL_qGExvKQcHfyxr6rOcWxEPVvcP00oPJlzBe_I1HcHuK', 'width': 4000}]",ChIJwzJgyobdaC4R7nVgKoGvOQE,,5.0,ChIJwzJgyobdaC4R7nVgKoGvOQE,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"{'compound_code': '4P39+FV Ciporeat, Bandung Regency, West Java, Indonesia', 'global_code': '6P594P39+FV'}",,https://www.google.com/maps/place/?q=place_id:ChIJwzJgyobdaC4R7nVgKoGvOQE
CLOSED_TEMPORARILY,"3PQ2+3CV, Jl. Kp. Baru, Cigending, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40611, Indonesia","{'location': {'lat': -6.9122644, 'lng': 107.7010533}, 'viewport': {'northeast': {'lat': -6.910912170107277, 'lng': 107.7023715798927}, 'southwest': {'lat': -6.913611829892721, 'lng': 107.6996719201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung Panineungan,,"[{'height': 541, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101080260607574549274"">rizkia femil</a>'], 'photo_reference': 'AUGGfZlmsB6ZOOkltwHIX_Ekj9AnKuo7S735Ubemtm3cKQOnYARBDLyKuqmzskh80g5V3iyxbIh91Lrko1xlW5zlaVPWt6QekLhpEKPE0ZizyGc5ZTehPabF5Q20di7VEjsnTQcqq_n8Pc-ok1onWLpHPNaiEs66CFFtU8ZiM_G_nHm3-lAr', 'width': 720}]",ChIJd8Ggn5fdaC4RYgZwyqJVvhw,,0.0,ChIJd8Ggn5fdaC4RYgZwyqJVvhw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJd8Ggn5fdaC4RYgZwyqJVvhw
CLOSED_TEMPORARILY,"3PR3+6C8, 3PR3+6C2CigendingKec, Ujung Berung, Bandung City, West Java 40611, Indonesia","{'location': {'lat': -6.9094845, 'lng': 107.7036406}, 'viewport': {'northeast': {'lat': -6.908132420107278, 'lng': 107.7050005798927}, 'southwest': {'lat': -6.910832079892722, 'lng': 107.7023009201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Terminalogi.co2,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117164960757154760084"">A Google User</a>'], 'photo_reference': 'AUGGfZmpVDpW3gBKC9EuLjpzwIB6LmKOb9JTujHuvGCH6b_z7qJPzzR2SJymvKYVQVERXJjIC33Px2nG74_ubVLDKahLluLHjR-vNG2aLCv3-pkWN8EZu5qSLbI-KKeolvC5D-fQ_h1mbf1IIWXrWUH6FS3oD1Fs9N19XGDKE5ER-v8zjtbs', 'width': 1920}]",ChIJj6VHDKrdaC4RAr_1v6-IdBE,,0.0,ChIJj6VHDKrdaC4RAr_1v6-IdBE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJj6VHDKrdaC4RAr_1v6-IdBE
CLOSED_TEMPORARILY,"Cigending, Ujung Berung, Bandung City, West Java 40611, Indonesia","{'location': {'lat': -6.910765899999999, 'lng': 107.6970679}, 'viewport': {'northeast': {'lat': -6.909412620107278, 'lng': 107.6984093798927}, 'southwest': {'lat': -6.912112279892722, 'lng': 107.6957097201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Join to the gangster,,,ChIJgVsgbXXdaC4RjlllxwqQIBg,,0.0,ChIJgVsgbXXdaC4RjlllxwqQIBg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '3MQW+PR Cigending, Bandung City, West Java, Indonesia', 'global_code': '6P593MQW+PR'}",True,https://www.google.com/maps/place/?q=place_id:ChIJgVsgbXXdaC4RjlllxwqQIBg
CLOSED_TEMPORARILY,"Blk. B-F No.d35, Pasirwangi, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40618, Indonesia","{'location': {'lat': -6.8964231, 'lng': 107.7069486}, 'viewport': {'northeast': {'lat': -6.895025620107279, 'lng': 107.7083123298927}, 'southwest': {'lat': -6.897725279892723, 'lng': 107.7056126701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Akung muray batu bird farm,,"[{'height': 1130, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117173535376191830670"">A Google User</a>'], 'photo_reference': 'AUGGfZkzIlzYriaqTeHIoxbXTNVjNk0KK7FJ0YDal0ViGANQYinqAM2YRWSynuk3oEKahNjtb8NlcjrUC3WeOH7r1kNEmrvuILe1tR0e59LsoM1YFczieKKESXl4n0g5DBv8D3MYbqZPFFl1uu5QSFLCFj4VMfOHZdgpsdz0bWRPb3ohMBjP', 'width': 720}]",ChIJY6YU8b_daC4ROfwKqVi_Rkk,,0.0,ChIJY6YU8b_daC4ROfwKqVi_Rkk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '4P34+CQ Pasirwangi, Bandung City, West Java, Indonesia', 'global_code': '6P594P34+CQ'}",True,https://www.google.com/maps/place/?q=place_id:ChIJY6YU8b_daC4ROfwKqVi_Rkk
OPERATIONAL,"3PV5+HXF, Pasirjati, Ujung Berung, Bandung City, West Java 40616, Indonesia","{'location': {'lat': -6.9060509, 'lng': 107.7099093}, 'viewport': {'northeast': {'lat': -6.904621770107277, 'lng': 107.7111814798927}, 'southwest': {'lat': -6.907321429892721, 'lng': 107.7084818201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cemetery_grave-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cemetery_pinlet,TPU Nagrog,{'open_now': True},"[{'height': 1248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113269036740699212115"">Pipin Alfian</a>'], 'photo_reference': 'AUGGfZnKZFHUvUMA8W89gXeMvrKtd-vKo6pod6OOppZmJIfunxwi4e73w933Yzk2uKKA-mMxrjagSVExH-IuVI5oAlnlCUbSrbisUl4S8C_c2JkVzAsgcVEoFPGU5qAuxzrwZMLUXQ5k2kWORNUJkAEYRBjED7bR0puEEMfXvOlip4PIzmtq', 'width': 2144}]",ChIJSxCmLiLdaC4Rb9c-j9Er-58,,4.0,ChIJSxCmLiLdaC4Rb9c-j9Er-58,"['cemetery', 'tourist_attraction', 'point_of_interest', 'establishment']",160,,,https://www.google.com/maps/place/?q=place_id:ChIJSxCmLiLdaC4Rb9c-j9Er-58
OPERATIONAL,"Jl. Cilengkrang 1 No.100, Cisurupan, Kec. Cibiru, Kota Bandung, Jawa Barat 40614, Indonesia","{'location': {'lat': -6.9172965, 'lng': 107.7115408}, 'viewport': {'northeast': {'lat': -6.915989420107278, 'lng': 107.7129048798927}, 'southwest': {'lat': -6.918689079892721, 'lng': 107.7102052201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan sinar manglayang,{'open_now': False},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101743387282286115408"">A Google User</a>'], 'photo_reference': 'AUGGfZnDFkKPpoaeljaW4rfdkuO10JJtoDTGn320ulsERLNP4ogWrKcXPY24jK9MAfqqbQGf4DJj12aTg0yrx_xyeyvejI4owiuIDdJmgCteLqWwXAlJu1nSLEKloOyH-T_KbqPVWw9nz3riEY2CCpNfwuYCf0hgQ8psC_M1poSfNrY8yGh2', 'width': 733}]",ChIJA48qK1DdaC4Rz6RBhQT6ubI,,0.0,ChIJA48qK1DdaC4Rz6RBhQT6ubI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '3PM6+3J Cisurupan, Bandung City, West Java, Indonesia', 'global_code': '6P593PM6+3J'}",,https://www.google.com/maps/place/?q=place_id:ChIJA48qK1DdaC4Rz6RBhQT6ubI
OPERATIONAL,"3MQ9+HR3, Jl. Padang Golf, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.9111239, 'lng': 107.669559}, 'viewport': {'northeast': {'lat': -6.909774070107278, 'lng': 107.6709088298927}, 'southwest': {'lat': -6.912473729892722, 'lng': 107.6682091701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tepi Kota Healing,{'open_now': False},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104777198187660993739"">A Google User</a>'], 'photo_reference': 'AUGGfZlkUYYNI_9I7UHK8BR0viYB_Drv9W2V1_kMwQuwXzlVJrfy8tDDTTZ8LAKmqNIABbupWKXSWJwxL-NE0q1BG45mYmTRav33bXIdx8KOTOnUTpp5xLLc9P6M25esYEIwefY0lSon5PdblrwIoNYd-y3c1AcEZ9pkdVAKETP5oEGiatd8', 'width': 4080}]",ChIJTSzuAj_daC4Reaqu3bcte5M,,4.4,ChIJTSzuAj_daC4Reaqu3bcte5M,"['tourist_attraction', 'point_of_interest', 'establishment']",508,,,https://www.google.com/maps/place/?q=place_id:ChIJTSzuAj_daC4Reaqu3bcte5M
