business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,price_level,plus_code,url
OPERATIONAL,"Jl. Fujiyama No. 26 Pinus Regensy, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.9289988, 'lng': 107.6861049}, 'viewport': {'northeast': {'lat': -6.927611720107278, 'lng': 107.6874665298927}, 'southwest': {'lat': -6.930311379892721, 'lng': 107.6847668701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DuRent A Car & Tour,"[{'height': 1048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110852306625672217920"">A Google User</a>'], 'photo_reference': 'AUGGfZlrDhMJS5uXw7eAI8y3IoridnVlhobWCZ4H-PoXdQ4Tmd58AR4HPQO5pOEjQIgRILiqaK-gIwzjL6CbRbe5IJRbDfa3xa_Zd4JnI2jpUH_asTPOtrLXqRUjgdDDo2I2yfadPqjSzJ3b_fsrf5E4-sTqwOzYdQ2qDOTp5a1UMhOSC2ee', 'width': 1078}]",ChIJVTY-4nnDaC4RtIp_vAbBVXo,5.0,ChIJVTY-4nnDaC4RtIp_vAbBVXo,"['car_rental', 'point_of_interest', 'establishment']",1.0,{'open_now': False},,"{'compound_code': '3MCP+CC Babakan Penghulu, Bandung City, West Java, Indonesia', 'global_code': '6P593MCP+CC'}",https://www.google.com/maps/place/?q=place_id:ChIJVTY-4nnDaC4RtIp_vAbBVXo
OPERATIONAL,"3MCR+X47, Jl. Cinambo Indah, Pakemitan, Kec. Cinambo, Kota Bandung, Jawa Barat 45474, Indonesia","{'location': {'lat': -6.927593, 'lng': 107.6903331}, 'viewport': {'northeast': {'lat': -6.926321870107278, 'lng': 107.6918298798927}, 'southwest': {'lat': -6.929021529892722, 'lng': 107.6891302201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Syahreza house,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101573209753031482752"">Asep Bdg</a>'], 'photo_reference': 'AUGGfZm9k-GUvf1JPFgLOvJasLx-WlGpizk_BaPpoh9nlFjAM6Uy96nkdW15dFDSaAzU-2KUZHyvbPtfeVc52KqhigodI4tZmF4AZD8FRxeDPyyMTPzBaJBtn6pxwB0oLFj_kHXhaQmN3duFZb7DucU-j6mvg80YUUpELIzrQrEBKmoX3Mcu', 'width': 4080}]",ChIJvReIKADDaC4RMcexZ_-jFJ0,5.0,ChIJvReIKADDaC4RMcexZ_-jFJ0,"['real_estate_agency', 'travel_agency', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJvReIKADDaC4RMcexZ_-jFJ0
OPERATIONAL,"4JM9+Q7W, Jl. Dagopojok, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135, Indonesia","{'location': {'lat': -6.8655225, 'lng': 107.6181878}, 'viewport': {'northeast': {'lat': -6.864123720107277, 'lng': 107.6196526298927}, 'southwest': {'lat': -6.866823379892721, 'lng': 107.6169529701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Dago,"[{'height': 1067, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118386139575134869250"">Richard Sagala</a>'], 'photo_reference': 'AUGGfZllymhfADUfJOw4v6pTQ8UAhF0ZJJlfr-rgph75V5lwgDRV5DXUhHW-y8xbaxDW-MI-F7CIUG3ba-KcV_UVNbfs0DxkhS802NRGG6joKdBELMG65Muuwwn9kjg3GQmRbZh4TDuMeWdUAr5r6z8PoclOhR0aeDZlSEZ730b3Nv4FAwtM', 'width': 1600}]",ChIJ8fAGLt7maC4Rs7svAM1wH-Y,4.1,ChIJ8fAGLt7maC4Rs7svAM1wH-Y,"['tourist_attraction', 'point_of_interest', 'establishment']",1020.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8fAGLt7maC4Rs7svAM1wH-Y
OPERATIONAL,"Cimenyan, Bandung Regency, West Java 40197, Indonesia","{'location': {'lat': -6.8421463, 'lng': 107.67683}, 'viewport': {'northeast': {'lat': -6.840794920107277, 'lng': 107.6781811798927}, 'southwest': {'lat': -6.843494579892721, 'lng': 107.6754815201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Moko,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106447027944630647470"">Nurina Alya</a>'], 'photo_reference': 'AUGGfZnwChSsocFTozhj-uT1OGrPUEtxbmq82j15ubOc70NOZlSLRkxo9I9BzRsc_q8cJCY6emGK-ZaGN2POd3w3b1JeTwNDO_8DD0BuIUfzQcejQInIPngtpxr6P44lUvIq09IOVyj8_tEWpcnTMmjKixqyUmhla_6ra8A2yJirZ6rcRHNj', 'width': 4608}]",ChIJQ3R59v3daC4RKFb28zEu34Y,4.5,ChIJQ3R59v3daC4RKFb28zEu34Y,"['tourist_attraction', 'point_of_interest', 'establishment']",5763.0,{'open_now': True},,"{'compound_code': '5M5G+4P Cimenyan, Bandung Regency, West Java, Indonesia', 'global_code': '6P595M5G+4P'}",https://www.google.com/maps/place/?q=place_id:ChIJQ3R59v3daC4RKFb28zEu34Y
OPERATIONAL,"Mekarwangi, Jl. Dago Giri No.Km. 2.2, Pagerwangi, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40135, Indonesia","{'location': {'lat': -6.8486423, 'lng': 107.625939}, 'viewport': {'northeast': {'lat': -6.847295670107278, 'lng': 107.6272906298927}, 'southwest': {'lat': -6.849995329892722, 'lng': 107.6245909701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dago Dreampark,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108671375225663060479"">A Google User</a>'], 'photo_reference': 'AUGGfZm0SIOGbTsT4UJ6CPcmaypwgOznPfjnz0mLRL9irxqR_-UQWGD7fYBB6JSFjxmYA2YZoTQqX5fOKXNV9823ioFb4ewwKFz4eML_BUHdlaUGjAudcfg7Pj5huNqesOuxrlL_i2fOTqVqCrwGErf7Gc9I4b6lHGl-KsLQ8lQ-MG1QH_Fj', 'width': 3456}]",ChIJeUGDdCvnaC4RX24Dt0esfD4,4.2,ChIJeUGDdCvnaC4RX24Dt0esfD4,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",18669.0,{'open_now': False},,"{'compound_code': '5J2G+G9 Pagerwangi, West Bandung Regency, West Java, Indonesia', 'global_code': '6P595J2G+G9'}",https://www.google.com/maps/place/?q=place_id:ChIJeUGDdCvnaC4RX24Dt0esfD4
OPERATIONAL,"3MGP+8CV, Cisaranten Wetan, Cinambo, Bandung City, West Java 40293, Indonesia","{'location': {'lat': -6.924105699999999, 'lng': 107.686038}, 'viewport': {'northeast': {'lat': -6.922757420107278, 'lng': 107.6873231798927}, 'southwest': {'lat': -6.925457079892722, 'lng': 107.6846235201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pagar Hitam (JPAH),"[{'height': 3998, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106830233571785352519"">Puput oktavia ruslan</a>'], 'photo_reference': 'AUGGfZnQzjOhn_YFbD3PNlWkuy3PpulT-PoA85HouXZa_Elzuh3PWyrMiVpTiSlnKouNuZuf4wbRMEVX5_d-Cdb3c_Lkl9nRkAWgg1FJHHI22QgRs93L-SH6CiJR4wC1Pz9fELkM1iPdg2ixQwBef0HhRBDHvJ4vSJHxeA6sFWNu1z_sqnA0', 'width': 1329}]",ChIJOXihhrLdaC4R7F6V5qDlseg,0.0,ChIJOXihhrLdaC4R7F6V5qDlseg,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJOXihhrLdaC4R7F6V5qDlseg
OPERATIONAL,"Jl. Diponegoro No.22, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia","{'location': {'lat': -6.9024715, 'lng': 107.6187018}, 'viewport': {'northeast': {'lat': -6.9001834, 'lng': 107.62280835}, 'southwest': {'lat': -6.9045406, 'lng': 107.61499615}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gedung Sate,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106678576606064338838"">Vazabi Kung</a>'], 'photo_reference': 'AUGGfZm8subXv1Dy0MaRePImY_tCywPt32Muf5NQc7tsi7BlRg22cvgkDdp6EG1Rv8nAADrkg323BJ0y7hOeBGcttq7caXlbSWABQjtV9X2Y_xZb9gMzHJ75XCWO8mdhAWcCR9wHL4ECiHJ8M1k7UoPLXTtVRUFWmqwHBWebQKna5-PVxc6L', 'width': 4032}]",ChIJ5WaIXkzmaC4R7fd11cl6vjc,4.7,ChIJ5WaIXkzmaC4R7fd11cl6vjc,"['tourist_attraction', 'point_of_interest', 'establishment']",7891.0,{'open_now': False},,"{'compound_code': '3JX9+2F Citarum, Bandung City, West Java, Indonesia', 'global_code': '6P593JX9+2F'}",https://www.google.com/maps/place/?q=place_id:ChIJ5WaIXkzmaC4R7fd11cl6vjc
OPERATIONAL,"Jl. Soekarno Hatta No.732, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.9384031, 'lng': 107.6967249}, 'viewport': {'northeast': {'lat': -6.936917920107279, 'lng': 107.6981131798927}, 'southwest': {'lat': -6.939617579892722, 'lng': 107.6954135201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,SITE,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110124602534073089509"">Anak Asuh</a>'], 'photo_reference': 'AUGGfZmGNTmw__TxwkudsYTm6lfQeJz9QXBh3174IPTAz28RWRPIfM51x0q6I0gYY9bvVaq1h3nSm-ah0ROYDvMvELZSYw5DzqNHBZSvco36a3zlvUD2_jdv8ybEdskOCdlMgM-VpmFpffnclm6jWxEpcETPJMHe5nBaM8oCJm4IhY6vdwMZ', 'width': 3060}]",ChIJD0OKiyLDaC4Rc3pZHDlsUPM,0.0,ChIJD0OKiyLDaC4Rc3pZHDlsUPM,"['lodging', 'point_of_interest', 'establishment']",0.0,,,"{'compound_code': '3M6W+MM Babakan Penghulu, Bandung City, West Java, Indonesia', 'global_code': '6P593M6W+MM'}",https://www.google.com/maps/place/?q=place_id:ChIJD0OKiyLDaC4Rc3pZHDlsUPM
OPERATIONAL,"Jl. Cisaranten Wetan No.143, Cisaranten Wetan, Kec. Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.9255529, 'lng': 107.6893413}, 'viewport': {'northeast': {'lat': -6.924124370107279, 'lng': 107.6906986298927}, 'southwest': {'lat': -6.926824029892723, 'lng': 107.6879989701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Mbahes,,ChIJvwvzHY7DaC4RrG7h5upnAR4,0.0,ChIJvwvzHY7DaC4RrG7h5upnAR4,"['lodging', 'point_of_interest', 'establishment']",0.0,,,"{'compound_code': '3MFQ+QP Cisaranten Wetan, Bandung City, West Java, Indonesia', 'global_code': '6P593MFQ+QP'}",https://www.google.com/maps/place/?q=place_id:ChIJvwvzHY7DaC4RrG7h5upnAR4
,"Babakan Penghulu, Cinambo, Bandung City, West Java, Indonesia","{'location': {'lat': -6.9367015, 'lng': 107.6910874}, 'viewport': {'northeast': {'lat': -6.927663099999999, 'lng': 107.700353}, 'southwest': {'lat': -6.944462, 'lng': 107.681428}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Babakan Penghulu,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116694842244163826665"">A Google User</a>'], 'photo_reference': 'AUGGfZlBd_V5DDjZUUUfOmVWw-jNDcTpZ6rODxJiAKeoPodgZE_E5dlheWiAu8izvxl2dGqCImNrfAYEnFq5fLLxuu6HAInc5eTK359CWncxBk16ROqmAfNPbYlye_dlooHE2F-TZRgU2AK8D58HJ9sm6EnUvTPrvq97StMmtQUlguWg4JJx', 'width': 1080}]",ChIJnycrI7jCaC4RZ6GaWWJuazI,,ChIJnycrI7jCaC4RZ6GaWWJuazI,"['administrative_area_level_4', 'political']",,,,,https://www.google.com/maps/place/?q=place_id:ChIJnycrI7jCaC4RZ6GaWWJuazI
OPERATIONAL,"Jl. Soekarno Hatta No.785A, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.9326973, 'lng': 107.685919}, 'viewport': {'northeast': {'lat': -6.931475720107278, 'lng': 107.6872178298927}, 'southwest': {'lat': -6.934175379892721, 'lng': 107.6845181701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Air Super Progresif,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109691406550184907346"">tania dr</a>'], 'photo_reference': 'AUGGfZmZX3V2ssepIH71kWlc7bzn64Op91uBFvzoRwsmecV5qcSIcyUcW3XpdXe2P4gDvMagZmDCHAoUbpCA2Un66ms3z0yF5cL-cWYezwE2_UBrIPku_u8Up_DXVgb3OO1diqn4omYUld2aH0bpjYE9m9kt_jytc0_QsFDlr3sXMwEHaUUv', 'width': 4000}]",ChIJA8EBs0TDaC4Rny8fi1iR8ko,4.4,ChIJA8EBs0TDaC4Rny8fi1iR8ko,"['amusement_park', 'point_of_interest', 'establishment']",2958.0,{'open_now': False},,"{'compound_code': '3M8P+W9 Babakan Penghulu, Bandung City, West Java, Indonesia', 'global_code': '6P593M8P+W9'}",https://www.google.com/maps/place/?q=place_id:ChIJA8EBs0TDaC4Rny8fi1iR8ko
