business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,permanently_closed,url
OPERATIONAL,"CVHQ+C5, Bera, Sela, Yahukimo regency, Papua, Indonesia","{'location': {'lat': -4.571488, 'lng': 139.8879176}, 'viewport': {'northeast': {'lat': -4.570138170107279, 'lng': 139.8892674298927}, 'southwest': {'lat': -4.572837829892722, 'lng': 139.8865677701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan,,ChIJsd9NNwBlP2gR7kJFytao1OY,0.0,ChIJsd9NNwBlP2gR7kJFytao1OY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJsd9NNwBlP2gR7kJFytao1OY
OPERATIONAL,"WQ4F+MPR, Yaniruma, Boven Digoel Regency, Papua 99571, Indonesia","{'location': {'lat': -5.093272199999999, 'lng': 139.7742804}, 'viewport': {'northeast': {'lat': -5.091922370107278, 'lng': 139.7756302298927}, 'southwest': {'lat': -5.094622029892721, 'lng': 139.7729305701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nur asma rahim abd,,ChIJH72w2tG7OGgRdL6jlZ4HlNg,0.0,ChIJH72w2tG7OGgRdL6jlZ4HlNg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJH72w2tG7OGgRdL6jlZ4HlNg
OPERATIONAL,"jln.turkop No.002, Iriding, Okbi, Pegunungan Bintang Regency, Papua 99572, Indonesia","{'location': {'lat': -4.6139335, 'lng': 140.5394388}, 'viewport': {'northeast': {'lat': -4.612583670107279, 'lng': 140.5407886298927}, 'southwest': {'lat': -4.615283329892723, 'lng': 140.5380889701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,tengtelbakon,,ChIJe2yQB8HlQGgRMBfKnPk-QfI,5.0,ChIJe2yQB8HlQGgRMBfKnPk-QfI,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",1,"{'compound_code': '9GPQ+CQ Iriding, Pegunungan Bintang Regency, Papua, Indonesia', 'global_code': '6R729GPQ+CQ'}",,https://www.google.com/maps/place/?q=place_id:ChIJe2yQB8HlQGgRMBfKnPk-QfI
CLOSED_TEMPORARILY,"CGR7+CC3, Desa Arim, Distrik Okbab, Kabupaten Pegunungan Bintang, Papua, Indonesia","{'location': {'lat': -4.5589872, 'lng': 140.5135589}, 'viewport': {'northeast': {'lat': -4.557637370107277, 'lng': 140.5149087298927}, 'southwest': {'lat': -4.560337029892721, 'lng': 140.5122090701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arim,,ChIJkxKn7QnvQGgRltsmKN9a-VE,0.0,ChIJkxKn7QnvQGgRltsmKN9a-VE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJkxKn7QnvQGgRltsmKN9a-VE
CLOSED_TEMPORARILY,"jln.turkop No.002, Iriding, Okbi, Pegunungan Bintang Regency, Papua 99572, Indonesia","{'location': {'lat': -4.6139335, 'lng': 140.5394388}, 'viewport': {'northeast': {'lat': -4.612583670107279, 'lng': 140.5407886298927}, 'southwest': {'lat': -4.615283329892723, 'lng': 140.5380889701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,telaga alengsit,,ChIJ4esU0yzlQGgR-vIQ-dguWVg,0.0,ChIJ4esU0yzlQGgR-vIQ-dguWVg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '9GPQ+CQ Iriding, Pegunungan Bintang Regency, Papua, Indonesia', 'global_code': '6R729GPQ+CQ'}",True,https://www.google.com/maps/place/?q=place_id:ChIJ4esU0yzlQGgR-vIQ-dguWVg
CLOSED_TEMPORARILY,"4W44+4VX, Paune, Warasamo, Pegunungan Bintang Regency, Papua 99574, Indonesia","{'location': {'lat': -4.894629399999999, 'lng': 140.9072498}, 'viewport': {'northeast': {'lat': -4.893279570107278, 'lng': 140.9085996298927}, 'southwest': {'lat': -4.895979229892722, 'lng': 140.9058999701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Bintang Lestari Indonesia,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110423670814725463670"">A Google User</a>'], 'photo_reference': 'AUGGfZlInuLDBPXxVvMVummIvOArBnyhUE1bJ9kANqycCMC368HK4cFuhFuNur4GExheQ5Mk4wbXWmwtADb1py4EQWzPXX1fXcnMJmkw5XmmuEXxcTftl042h8oJdMCQ82aW2ZPvXb_-LmsDCx24ea6DUEaich2WfwH9sTofnrv4eyzgmtOM', 'width': 4624}]",ChIJobarVOUxQWgRZiGFAeafAjI,5.0,ChIJobarVOUxQWgRZiGFAeafAjI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,True,https://www.google.com/maps/place/?q=place_id:ChIJobarVOUxQWgRZiGFAeafAjI
CLOSED_TEMPORARILY,"6PQQ+9R, Okano, Oksebang, Pegunungan Bintang Regency, Papua, Indonesia","{'location': {'lat': -4.7615551, 'lng': 140.7396165}, 'viewport': {'northeast': {'lat': -4.760205270107277, 'lng': 140.7409663298927}, 'southwest': {'lat': -4.762904929892721, 'lng': 140.7382666701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun okba,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107101405429219975444"">ebet</a>'], 'photo_reference': 'AUGGfZkAlrX4a45CJHctm1JZSEjt60NSecCYOg6Et8QLbCW0lUCnZsv-BRF4hyCaZp6TExSp-VOOk85yhex3_Nm4jofR-FD0ZHAcTssj0F-3GoCmve3jnMW45meWf-_KnLTzoTTUSIliOUrrmYzFKilI-_INAiFTALmdvIBFrXXilEy0-K3R', 'width': 5472}]",ChIJeWwCKK0hQWgRm89NWdAntTo,3.0,ChIJeWwCKK0hQWgRm89NWdAntTo,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,True,https://www.google.com/maps/place/?q=place_id:ChIJeWwCKK0hQWgRm89NWdAntTo
CLOSED_TEMPORARILY,"FJQW+7V7, Anyumka, Ambatkwi, Boven Digoel Regency, Papua, Indonesia","{'location': {'lat': -5.5118497, 'lng': 140.6471572}, 'viewport': {'northeast': {'lat': -5.510499870107278, 'lng': 140.6485070298927}, 'southwest': {'lat': -5.513199529892722, 'lng': 140.6458073701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Welan Anumka,,ChIJEWd8j0KrR2gR-Puj6LKfFzw,0.0,ChIJEWd8j0KrR2gR-Puj6LKfFzw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJEWd8j0KrR2gR-Puj6LKfFzw
CLOSED_TEMPORARILY,"8VVP+M58, Yalmabi, Bomela, Yahukimo regency, Papua, Indonesia","{'location': {'lat': -4.6558324, 'lng': 139.8854497}, 'viewport': {'northeast': {'lat': -4.654482570107279, 'lng': 139.8867995298927}, 'southwest': {'lat': -4.657182229892722, 'lng': 139.8840998701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Yaidoman,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116523294503636628540"">A Google User</a>'], 'photo_reference': 'AUGGfZmw5Ha5nnWO5a0BxGlBq6YFNM8zNxRtULSEi4G0Ky9-LuStvIkqvKEB228SV1fZR7RO5ZdJ-jAxx5q7UpfQVorl9FU7iDVN2cosYlQ4Q4xQ2DgSHyzSr5fDULSdH9aLVCcsVCB8dcjSYnj8-uLK_g1Ykph1mfYBwp9LHLgTrYhUpI-X', 'width': 1280}]",ChIJ7WMK2ZRdP2gRdl30bGDegI4,0.0,ChIJ7WMK2ZRdP2gRdl30bGDegI4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJ7WMK2ZRdP2gRdl30bGDegI4
CLOSED_TEMPORARILY,"7WMP+FM4, Bomela, Yahukimo regency, Papua, Indonesia","{'location': {'lat': -4.71637, 'lng': 139.9366899}, 'viewport': {'northeast': {'lat': -4.715020170107277, 'lng': 139.9380397298928}, 'southwest': {'lat': -4.717719829892721, 'lng': 139.9353400701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Yalmabi kabupaten Yahukimo,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116523294503636628540"">A Google User</a>'], 'photo_reference': 'AUGGfZnyspRzZj57se9HSHn1hF0C3bx5SdbNte1hCwN-Duky2uh6vRHu1gXwlBTTdPbMEOPQTz5YQMLi05HCplDVm7dMXpF1qvEVCvfTYW7mXGK0tMrpeTjm_jpolQqNY6q8D7QEmLbssVZNAox6BIajSoyOsRgfjgVRa4x036G7P1Fb2qHV', 'width': 1040}]",ChIJd8RZy-9dP2gRP-jpP_8eG80,0.0,ChIJd8RZy-9dP2gRP-jpP_8eG80,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJd8RZy-9dP2gRP-jpP_8eG80
