business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,permanently_closed,photos,opening_hours,url
OPERATIONAL,"CQXF+QC9, Afoan, North Amfoang, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5505969, 'lng': 123.7735984}, 'viewport': {'northeast': {'lat': -9.549468420107278, 'lng': 123.7751545298927}, 'southwest': {'lat': -9.552168079892722, 'lng': 123.7724548701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai soliu,ChIJk9FtNQBTVCwRzA_y3RpfVys,0.0,ChIJk9FtNQBTVCwRzA_y3RpfVys,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108598227208842669354"">Bary Bio</a>'], 'photo_reference': 'AUGGfZlnj8TgBKdYOgtkhV8q9m1om0tsuiXxpT-ipQtmPCkSSts3hIvr6i-d_CbUZmKEAWEVliv-5oCLOkCwCOIugOjioJShE-kaFn8K17ZrlblpwrVEiO4SibGzvPwPK_5Mb2A1s9tUT_Vp0gNlMQw_d1MxF8EQfs61oMNBSR2yb8tWMu33', 'width': 4096}]",,https://www.google.com/maps/place/?q=place_id:ChIJk9FtNQBTVCwRzA_y3RpfVys
OPERATIONAL,"6MM3+7C, Tuakau, Fatuleu Barat, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.7668748, 'lng': 123.6536068}, 'viewport': {'northeast': {'lat': -9.765524970107275, 'lng': 123.6549566298927}, 'southwest': {'lat': -9.76822462989272, 'lng': 123.6522569701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DNA fishing camp,ChIJfzuvEPZJVCwRQ2FNyhVRrcw,5.0,ChIJfzuvEPZJVCwRQ2FNyhVRrcw,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102651418417884164159"">A Google User</a>'], 'photo_reference': 'AUGGfZlmvwl55gDRFG7HMekdsgT2hCRTe9NKl_WyGChj-lAozEK4yLakqt7QrIQC9mkOeXe4SuNlPrPU1cwKCHofO0kJE-us9NlMlp81ydrgm_agC-d8egr0wVTPOfLeb35V4gPEnRimFmTH6oL14jQ4afUN2kbnh_BPf3NxlGjcgUQ-6W9_', 'width': 4080}]",,https://www.google.com/maps/place/?q=place_id:ChIJfzuvEPZJVCwRQ2FNyhVRrcw
OPERATIONAL,"9MCG+XFG, Tg. Mas - Desa, Bioba Barutaen, Kec. Amfoang Bar. Daya, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.627565899999999, 'lng': 123.6761916}, 'viewport': {'northeast': {'lat': -9.6261548, 'lng': 123.6780253298927}, 'southwest': {'lat': -9.631799200000003, 'lng': 123.6753256701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Tanjung MAS,ChIJ1dt2JgxRVCwRfvR6NK6d41c,5.0,ChIJ1dt2JgxRVCwRfvR6NK6d41c,"['park', 'point_of_interest', 'establishment']",5.0,,,"[{'height': 2128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101431762437299010523"">Engky Bots</a>'], 'photo_reference': 'AUGGfZkFuQYOvJvKE9TA7ma2pwJ_JhZFrumx49bdumh8ouHYIFT68fIiOhVEZR6DDLTSXgQAee-Hmn3ah-ewe8-608lG3P8466ObKcSGJ2lTEu9LdMkBETNFN8Ien5uCTYMk0ACL0zu2QYF9GxZqMLdKVvo5W49WD66kNSnhu116fuzEca1Z', 'width': 4608}]",,https://www.google.com/maps/place/?q=place_id:ChIJ1dt2JgxRVCwRfvR6NK6d41c
OPERATIONAL,"5MW8+8CM, Desa, Tuakau, Kec. Fatuleu Bar., Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.8041545, 'lng': 123.6660388}, 'viewport': {'northeast': {'lat': -9.803115270107277, 'lng': 123.6678889798927}, 'southwest': {'lat': -9.80581492989272, 'lng': 123.6651893201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Bisolo Indah Permai,ChIJRWP8cjE3VCwREtBxKo2VSt0,5.0,ChIJRWP8cjE3VCwREtBxKo2VSt0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,"[{'height': 3328, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113200753662086381773"">A Google User</a>'], 'photo_reference': 'AUGGfZnI8Am1uDvVYvB7vd_nahEdqacyM0T2BtkKzOEIvL5TN5-dwnwMSDsr9ZIFvwj4RHbBmvzBOInp18OlIHOuU9HJ1zee7-9Yp4q86d2LbPed2URO4hjap5VPXqq7eGwhdFKneH6AKYUcwFGzFD2E-yE4d6F1Cj0CV0Cqt4DoR4rY1ZBs', 'width': 1872}]",,https://www.google.com/maps/place/?q=place_id:ChIJRWP8cjE3VCwREtBxKo2VSt0
OPERATIONAL,"4MW9+M8, Naitae, Fatuleu Barat, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8532645, 'lng': 123.6682959}, 'viewport': {'northeast': {'lat': -9.85194467010728, 'lng': 123.6698750798927}, 'southwest': {'lat': -9.854644329892723, 'lng': 123.6671754201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Molfatu,ChIJU7bpvis3VCwR4Z6Dyr6b0n0,5.0,ChIJU7bpvis3VCwR4Z6Dyr6b0n0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,"[{'height': 2128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108598227208842669354"">Bary Bio</a>'], 'photo_reference': 'AUGGfZnYq13U8UXe_U_gY8zsc-ewqY0LddLKA-neEx6yERq4RtWaIsKcFuyynvZPjtSXjfjE-7iFmlST_uIqJ48uTuuQ9AWD8NVp4-MlSmICZx8RO4yBiI8SPUh4QhWC7EOR1twGKJ_BZvPMOWC4JQVPQEbqnRS4hAQwnr4o_13HVn1sfQvX', 'width': 4608}]",,https://www.google.com/maps/place/?q=place_id:ChIJU7bpvis3VCwR4Z6Dyr6b0n0
OPERATIONAL,"8X25+486, Lelogama, Amfoang Selatan, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6997023, 'lng': 123.9582783}, 'viewport': {'northeast': {'lat': -9.698391820107279, 'lng': 123.9595703798927}, 'southwest': {'lat': -9.701091479892723, 'lng': 123.9568707201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit cinta lelogama,ChIJz5OLYwC3VSwRgls9gFvk8XQ,0.0,ChIJz5OLYwC3VSwRgls9gFvk8XQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJz5OLYwC3VSwRgls9gFvk8XQ
OPERATIONAL,"FQGR+PF, Afoan, North Amfoang, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.523223, 'lng': 123.7911572}, 'viewport': {'northeast': {'lat': -9.52235937010728, 'lng': 123.7929842298927}, 'southwest': {'lat': -9.525059029892724, 'lng': 123.7902845701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bakon drone fishing,ChIJnZN2R0hVVCwRriPertHQiLk,0.0,ChIJnZN2R0hVVCwRriPertHQiLk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJnZN2R0hVVCwRriPertHQiLk
OPERATIONAL,"8X38+C5V, Unnamed Road, Lelogama, Amfoang Sel., Nusa Tenggara Tim., Lelogama, Kec. Amfoang Sel., Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.696392999999999, 'lng': 123.965432}, 'viewport': {'northeast': {'lat': -9.695132020107275, 'lng': 123.9673762298927}, 'southwest': {'lat': -9.697831679892719, 'lng': 123.9646765701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Humon_Teletubies Lelogama,ChIJXf38tGe3VSwRXIyUcDx3qoA,4.8,ChIJXf38tGe3VSwRXIyUcDx3qoA,"['tourist_attraction', 'point_of_interest', 'establishment']",159.0,,,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117906428264734859402"">robert</a>'], 'photo_reference': 'AUGGfZmTEMPMSOtjMchf1WG7cW3XbLq3FibqP74O5tSeqarGFHLUnB2URNqJuc9edErARVrIwRvTIyO6L99F0IHlC8U5DN1wE0ngfvEyicoPT_k6w7zjhstmYmmsH1YpGpSVACUntNp2Hg1f4ktyKMCbLFJ1Gvmjxg0qYeteFVlb2jyH6qWZ', 'width': 4000}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJXf38tGe3VSwRXIyUcDx3qoA
OPERATIONAL,"8X38+C6V, Lelogama, Amfoang Selatan, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6963825, 'lng': 123.965545}, 'viewport': {'northeast': {'lat': -9.695115320107279, 'lng': 123.9674344798927}, 'southwest': {'lat': -9.697814979892723, 'lng': 123.9647348201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Humon Hills,ChIJJb-PtGe3VSwRKxrKwr-jwrU,5.0,ChIJJb-PtGe3VSwRKxrKwr-jwrU,"['tourist_attraction', 'point_of_interest', 'establishment']",17.0,,,"[{'height': 2080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108410756338649664228"">Adhy Babys</a>'], 'photo_reference': 'AUGGfZlsUTpX352DSz8vYLFk85tc5cKclwl7IKPIJ2DklGHDfDxSfQaTpGmOlTUmCy1debliAokW5y1VVHmV-Yg39GQhsw-Nmo1a69OjlvuvBdkYSdIVbpTsGrn6xxQVIBMw6l00CC8SmLTcoCsX6UqYdqTAA29rLj3WHZvor7_PvQ8-shQa', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJJb-PtGe3VSwRKxrKwr-jwrU
OPERATIONAL,"7XH7+VXR, Lelogama, Amfoang Selatan, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.7202583, 'lng': 123.9648909}, 'viewport': {'northeast': {'lat': -9.719021870107278, 'lng': 123.9659328798927}, 'southwest': {'lat': -9.721721529892722, 'lng': 123.9632332201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Kampung Baru,ChIJR3xoISi3VSwRfLJ1B-OjCAw,4.2,ChIJR3xoISi3VSwRfLJ1B-OjCAw,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,,"[{'height': 845, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101689595281219493780"">A Google User</a>'], 'photo_reference': 'AUGGfZkN3E5IS_wqchxq71gJdNnmVUuMq9F4gapinQAv1iTY2r_jFuPw1UXelWWrMQHeypumeule8lwXmQUiUWExcBkT_T4UnwhKqi7p2FsmJXMRK8H7i4LZPo6vEmXjcbuDkKR5vu5BJh061omR0lEc1fjqYb2ImoLUQ82zluxBBzBRYLOQ', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJR3xoISi3VSwRfLJ1B-OjCAw
OPERATIONAL,"6JGV+R94, Tuakau, Fatuleu Barat, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.772977899999999, 'lng': 123.6434495}, 'viewport': {'northeast': {'lat': -9.771628070107278, 'lng': 123.6447993298927}, 'southwest': {'lat': -9.774327729892722, 'lng': 123.6420996701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Namo,ChIJlcPhhihJVCwRE5ewbpmDpwE,5.0,ChIJlcPhhihJVCwRE5ewbpmDpwE,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109523402513996563088"">Nurnaeni Rais</a>'], 'photo_reference': 'AUGGfZl21Jn6tBJLhBLypvx-ZH9ufqzJn9Ep3us07UvcqyI0FwGo82g5CPw7BcVVREbIhbGNSlq-od26Cp61AQTMRrqHLRJ586YNcNpAR21qqWcIIrXNH6-aLdSL8_G0dunlXKnmSFE-4LlDHH5si0OILssAmoDt_zX9DwYpRm5QAaeBqNfK', 'width': 5184}]",,https://www.google.com/maps/place/?q=place_id:ChIJlcPhhihJVCwRE5ewbpmDpwE
OPERATIONAL,"4J39+XJ, Poto, Fatuleu Barat, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8950222, 'lng': 123.6190841}, 'viewport': {'northeast': {'lat': -9.893060550000003, 'lng': 123.6202747798928}, 'southwest': {'lat': -9.90090715, 'lng': 123.6175751201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DNA fishing camp,ChIJ91pRvaQxVCwRT7yb_W0GJKo,0.0,ChIJ91pRvaQxVCwRT7yb_W0GJKo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100005821695157891268"">A Google User</a>'], 'photo_reference': 'AUGGfZkcwztq8AykwU42VXc7Lvta30QAbOSinWMtBJ_3WFdZu9On4E8D8KfGgdBBBj9EtyNQzUFkA73qcEBAK7SIxsHVlszW2qw7e_z6HSxybzNzSv2Ff-nVkvkRkQ__mPNh9YBJ2JhRdIsvvpbX6aAEw2A8Q-YZwjgQCAIRQn4C0ZKGbmGX', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJ91pRvaQxVCwRT7yb_W0GJKo
OPERATIONAL,"FQGR+Q3Q, Afoan, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5230451, 'lng': 123.7902439}, 'viewport': {'northeast': {'lat': -9.522335949999997, 'lng': 123.79261225}, 'southwest': {'lat': -9.525172549999999, 'lng': 123.78945445}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bakon fishing camp,ChIJ41lTq3pVVCwR3FYoRfwJgzE,0.0,ChIJ41lTq3pVVCwR3FYoRfwJgzE,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ41lTq3pVVCwR3FYoRfwJgzE
