business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,url
OPERATIONAL,"VJQP+G7, Pangkal Bulian, Pauh, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -2.1111875, 'lng': 102.6356875}, 'viewport': {'northeast': {'lat': -2.109837670107277, 'lng': 102.6370373298927}, 'southwest': {'lat': -2.112537329892722, 'lng': 102.6343376701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun durian datuk sahak,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116400686895740369514"">A Google User</a>'], 'photo_reference': 'AUGGfZnDfCpZYq4NUr1mV9yBQ1WqwVo-5VbuVRbJi1Ddiv75J19yeMZOYKJhJJEM1zuV8KvPzGShXsH7ZFyl_AMFYYernjIBtH0J_F3s-iFFpCO6sLKj7-R7sCIeUn0zzQx5Q-AqzEs6h9Uvw5Su_w9Iv_piHzpW2OqpYo_LnFTmxGLSR0e7', 'width': 2448}]",ChIJ3UqWEb03Li4RWz3o8QDGSP4,0.0,ChIJ3UqWEb03Li4RWz3o8QDGSP4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ3UqWEb03Li4RWz3o8QDGSP4
OPERATIONAL,"W6HJ+W5M, Titian Teras, Batang Masumai, Merangin Regency, Jambi 37311, Indonesia","{'location': {'lat': -2.0701682, 'lng': 102.2304359}, 'viewport': {'northeast': {'lat': -2.0656538, 'lng': 102.23246915}, 'southwest': {'lat': -2.071673000000001, 'lng': 102.22975815}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rawa Tambesai,,,ChIJM47w6bJzLi4RF7lz7P0Wxr8,0.0,ChIJM47w6bJzLi4RF7lz7P0Wxr8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJM47w6bJzLi4RF7lz7P0Wxr8
OPERATIONAL,"JM33+W94, Muara Limun, Limun, Sarolangun Regency, Jambi 37482, Indonesia","{'location': {'lat': -2.3952282, 'lng': 102.6534407}, 'viewport': {'northeast': {'lat': -2.393878370107278, 'lng': 102.6547905298927}, 'southwest': {'lat': -2.396578029892722, 'lng': 102.6520908701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun mang suratman,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103375072559772838719"">A Google User</a>'], 'photo_reference': 'AUGGfZl97CzAfT_POd-KBzhHPw9dVxM0AX00cksHPk8Smt2K45-Da6md_fvWVjOQSEh-onZn-nLxk7Qq0D_0FRWevtSh0Nl3k09yNumCxaMRuf3nIytWIl9Z7Gktn8czyyHb0UdTG8g-xTL-h17fpvKy6WCzfz2PcTw1ESb1jgTYPLhfk53L', 'width': 3120}]",ChIJS9rMZ2gpLi4Ri-PZduPoyKg,4.0,ChIJS9rMZ2gpLi4Ri-PZduPoyKg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJS9rMZ2gpLi4Ri-PZduPoyKg
OPERATIONAL,"JPG6+W93, Bukit, Pelawan, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -2.3727325, 'lng': 102.7109284}, 'viewport': {'northeast': {'lat': -2.371411320107277, 'lng': 102.7121513298927}, 'southwest': {'lat': -2.374110979892722, 'lng': 102.7094516701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Tobek Desa Bukit,,"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113842061684717351508"">A Google User</a>'], 'photo_reference': 'AUGGfZljnmWNA5thPhTM3YhzapuXppaIua3KQuVGv5x2MTOYC689atHz_6BFJ7DDs1YiBK-LzKWAAEK7ljjvRUC0jmBTQPCTK91uUH-PDWScrxY4WmxXN4P69CwqlcR8mng0M6dnlQYsF_HRrm_tLmX-IahaSHo3t-LRWr1C9zhDr8JiYoA3', 'width': 3264}]",ChIJvRmz-nApLi4RQ-vRyIezGHQ,0.0,ChIJvRmz-nApLi4RQ-vRyIezGHQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJvRmz-nApLi4RQ-vRyIezGHQ
OPERATIONAL,"MP2R+V9, Rantau Tenang, Pelawan, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -2.3477934, 'lng': 102.7409176}, 'viewport': {'northeast': {'lat': -2.346865270107278, 'lng': 102.7424018298927}, 'southwest': {'lat': -2.349564929892723, 'lng': 102.7397021701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Hijau rantau tenang,,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113523137972023979021"">A Google User</a>'], 'photo_reference': 'AUGGfZnkXsQ0_gqVWRuWrZcW105Yuo8gnaJkl2CNM5P6yR5BP1aLZbAUgNzXPSDHLNwVKbumr8T3T4ZcQkp4Pw_wx0QiQkSUss8uj48Lsmc5hRhTaygoJ6mDUWwJlCbNotN82cg9iQimMrvEzWf4ktzCAboFPLh0pQQyD3zWjmq4tafF4RyC', 'width': 1280}]",ChIJdd5Kv2srLi4RafkjQceouzg,5.0,ChIJdd5Kv2srLi4RafkjQceouzg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJdd5Kv2srLi4RafkjQceouzg
OPERATIONAL,"PPJM+C6M, Lidung, Sarolangun, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -2.2689227, 'lng': 102.7330581}, 'viewport': {'northeast': {'lat': -2.267348470107278, 'lng': 102.7341422798927}, 'southwest': {'lat': -2.270048129892722, 'lng': 102.7314426201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Baru,,"[{'height': 2600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116449817376203308809"">Peki Putra</a>'], 'photo_reference': 'AUGGfZmVKr78uui_EVq_b8GUay0esaQTlypfHOPoetOChvlXqjC2TeO4sk1W3-G04SNfHd92jEi2zvlHvI_lilX-I2a1Lwj7HYVKsILw7UkjphTEAJZ4KqQGsZffd4B3JyKuaFSoxbDkZ4cGIPpkCr2GRwHVwBLARV5AQM5dM83f-u8v2V5c', 'width': 4624}]",ChIJvWST3dAtLi4RgtwLBKXAsII,5.0,ChIJvWST3dAtLi4RgtwLBKXAsII,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJvWST3dAtLi4RgtwLBKXAsII
OPERATIONAL,"W6GW+G94, desa, Salam Buku, Kec. Batang Masumai, Kabupaten Merangin, Jambi 37311, Indonesia","{'location': {'lat': -2.0737349, 'lng': 102.2459495}, 'viewport': {'northeast': {'lat': -2.072584420107278, 'lng': 102.2472356298927}, 'southwest': {'lat': -2.075284079892722, 'lng': 102.2445359701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,lubuk pelayang,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118132922088183042122"">A Google User</a>'], 'photo_reference': 'AUGGfZlgQnE5Bt0rCvLqWiC0id4yRqvDLFap7BfzBFQOEEkFpGWqZBol3crTof6oIEr35gGiH0jrpKNK2a92avU-oXil_KeB9XB_owtmYm_XgYEf08oh3cANbGWvTBgrvsTmZ4pB22eZX1w61Tfl8X4k7FY2P03HpPuXWAPC4brwre8UBT7X', 'width': 3120}]",ChIJGwMPBItzLi4R0SFm00HnJ78,4.0,ChIJGwMPBItzLi4R0SFm00HnJ78,"['tourist_attraction', 'point_of_interest', 'establishment']",75,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJGwMPBItzLi4R0SFm00HnJ78
OPERATIONAL,"JP7F+P4, Bukit, Pelawan, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -2.3856878, 'lng': 102.7228741}, 'viewport': {'northeast': {'lat': -2.384224820107277, 'lng': 102.7240833298927}, 'southwest': {'lat': -2.386924479892722, 'lng': 102.7213836701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian Sungai Petapa Kompi,,"[{'height': 2076, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113842061684717351508"">A Google User</a>'], 'photo_reference': 'AUGGfZk2xbvpurtJfQpbtt9FYj5XPyy_zmBJyNG9Xh8W089ih2vnx5a-jl66C-qcxVZegSLcVRIGsGztajScbRDpAieFBtEdN4CcQwmN3ThWvKbEBddtTMVctToJZazSq6PlzWpETrkKyWASDG1afrwMMXIx4pdoEb8ujDZyASGH0D8lF7C1', 'width': 4608}]",ChIJxbvY8sgrLi4RRwqYbg-Yggg,0.0,ChIJxbvY8sgrLi4RRwqYbg-Yggg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJxbvY8sgrLi4RRwqYbg-Yggg
OPERATIONAL,"WP6G+R7, Lubuk Kepayang, Air Hitam, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -2.0878997, 'lng': 102.7257135}, 'viewport': {'northeast': {'lat': -2.086499270107278, 'lng': 102.7269950298927}, 'southwest': {'lat': -2.089198929892722, 'lng': 102.7242953701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot kocolan,,,ChIJf4h1WgBLLi4RFowtFhmB4l8,0.0,ChIJf4h1WgBLLi4RFowtFhmB4l8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJf4h1WgBLLi4RFowtFhmB4l8
OPERATIONAL,"RQ2M+MR, Karang Mendapo, Pauh, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -2.1983518, 'lng': 102.7845199}, 'viewport': {'northeast': {'lat': -2.197001970107277, 'lng': 102.7858697298927}, 'southwest': {'lat': -2.199701629892722, 'lng': 102.7831700701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Baru,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102743031927567773181"">A Google User</a>'], 'photo_reference': 'AUGGfZn2XIPdXorOPVPglFOefhk6pKPT5o6ONbw3PTUfZtQiugH16bWG9-vpoXQx2g8ymz3WvXwodr5E_hIu-OEb0SXdkD6xFPj6Z_f47pySJo4QRJUr8V--r5f0OS92pl32AXgX2AD_0V4AlajWxOOoejArVrnk0GVCw5mIZyD1VkOZ3w04', 'width': 4160}]",ChIJF2Tl1aczLi4R5EfooTWXKs0,3.0,ChIJF2Tl1aczLi4R5EfooTWXKs0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJF2Tl1aczLi4R5EfooTWXKs0
OPERATIONAL,"MQX7+CHC, Sarolangun Kembang, Sarolangun, Sarolangun Regency, Jambi 37491, Indonesia","{'location': {'lat': -2.3014441, 'lng': 102.7638876}, 'viewport': {'northeast': {'lat': -2.300136770107278, 'lng': 102.7652254298927}, 'southwest': {'lat': -2.302836429892722, 'lng': 102.7625257701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Meruap Lake View,,"[{'height': 2648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117442327104376016602"">Er Leksana</a>'], 'photo_reference': 'AUGGfZktrenHwjB80HvbDcX1n0gPItK8cFjN6uM2sKHHJN6FJWRaw8Nh8NIwmPUSmO5cQBwpZ9h7RVmI5gS3eGerI24sHko3dBrXQZxwl-8z9D8zovQqPlTlCyTqqD8uUArAPpNyeMn-mJb2r6NfuROGAvHh59DyNfz0f6Tq_z-lVjsxp8wX', 'width': 3530}]",ChIJOfSW92stLi4RAEfYkzqAdTc,4.8,ChIJOfSW92stLi4RAEfYkzqAdTc,"['tourist_attraction', 'point_of_interest', 'establishment']",5,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJOfSW92stLi4RAEfYkzqAdTc
OPERATIONAL,"MC92+W3, Kampung Tujuh, Cermin Nan Gedan, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -2.330212, 'lng': 102.400149}, 'viewport': {'northeast': {'lat': -2.328918720107278, 'lng': 102.4014731798927}, 'southwest': {'lat': -2.331618379892722, 'lng': 102.3987735201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Sikamis,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102444255687379279701"">Teladan Bengkel</a>'], 'photo_reference': 'AUGGfZkzfkmmfrlgeGXmTwaV5mQZSaX3yuAaMG2EiMMfY5316aOrxwlFHwWjZRp6sRTF-K2hyqjMT3i1Cix8OhHmJVXMcRzvlXiQ7fbIBoMmlGgOLnyivcm2B1zVi0gCCRiVEtDkieTFKJbjc8PzeukZl8dTAN6Oo12hefnJJ1rVtCLqp3xV', 'width': 1920}]",ChIJZzE_OyUfLi4Rj0VLZkFknoI,4.3,ChIJZzE_OyUfLi4Rj0VLZkFknoI,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,https://www.google.com/maps/place/?q=place_id:ChIJZzE_OyUfLi4Rj0VLZkFknoI
OPERATIONAL,"C662+6J4, Tambak Ratu, Batang Asai, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -2.5894969, 'lng': 102.2015717}, 'viewport': {'northeast': {'lat': -2.588147070107278, 'lng': 102.2029215298927}, 'southwest': {'lat': -2.590846729892723, 'lng': 102.2002218701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"desa muara air duo, batang asai",,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110519647958470294782"">didic gian</a>'], 'photo_reference': 'AUGGfZnhgLHz_GXjWsv8qE777eJMmsTY9unPtu4A55nzsSosayGgB5xzwESiz0LYmop3w-cMkB27gBlQeRcmko909oPTBsU0Gz63GdDgHMVMjV-4-PchIT-U4QhlEpkHI0i8Rg1nmubCN5G4azbSBNT2ArFYpGW3Op9ubh3dUUBSQNSKUBfv', 'width': 1800}]",ChIJ7zjE6aPxMS4R1CMGz0xJ1b8,4.5,ChIJ7zjE6aPxMS4R1CMGz0xJ1b8,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJ7zjE6aPxMS4R1CMGz0xJ1b8
