business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,url,price_level
OPERATIONAL,"Jl. Kacang Panjang V No.3 Blok F4, RT.8/RW.7, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740, Indonesia","{'location': {'lat': -6.1638987, 'lng': 106.7429407}, 'viewport': {'northeast': {'lat': -6.162577970107278, 'lng': 106.7442960298927}, 'southwest': {'lat': -6.165277629892722, 'lng': 106.7415963701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,inDEKOST,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102366038197103577566"">Faysala Elhag</a>'], 'photo_reference': 'AUGGfZnB1x3mb8WC5_hfI6Gth7kcpm5NTNe_aip4k6584OyVePgMxJGxipr7Ibl15X3rh9TG483t762EUGPgOtjUanvJVhewvARHbD4e1Gyj-Z5PQ69-nDqtDF1xdCfGNM9gMbtqSpp_Bm_02IhRdhPjzD8y3Lqd7iPOlkrlxjULKhqvF-vU', 'width': 3024}]",ChIJ0WG1n5b3aS4R-_7hfZ6G6yQ,"{'compound_code': 'RPPV+F5 Rawa Buaya, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RPPV+F5'}",4.6,ChIJ0WG1n5b3aS4R-_7hfZ6G6yQ,"['lodging', 'point_of_interest', 'establishment']",42,,https://www.google.com/maps/place/?q=place_id:ChIJ0WG1n5b3aS4R-_7hfZ6G6yQ,
OPERATIONAL,"Jl. Pelita No.14 Blok G, RT.9/RW.1, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia","{'location': {'lat': -6.151548, 'lng': 106.733462}, 'viewport': {'northeast': {'lat': -6.150194570107277, 'lng': 106.7348434298927}, 'southwest': {'lat': -6.152894229892721, 'lng': 106.7321437701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rosetta kost,"[{'height': 808, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102289418766709214754"">A Google User</a>'], 'photo_reference': 'AUGGfZnmi-WECUiG7XDwQyJK9n0pvxZNUUKC7tY2g1-VMb6bMQpNj74-CgstNEndJxaghn1HV8T1Jb-nsEv-vT6aYbp0T6Evog2MjSvgof5VlVe_SIBIwr-Fj5LIdqIGnUcql0ZxU1mDz5DuBvtiXzuEPLWsso5_XWU8FRCScEW-C5LodmS1', 'width': 1080}]",ChIJE2NOifj3aS4RqLNrI52TtXI,"{'compound_code': 'RPXM+99 East Cengkareng, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RPXM+99'}",4.8,ChIJE2NOifj3aS4RqLNrI52TtXI,"['lodging', 'point_of_interest', 'establishment']",53,,https://www.google.com/maps/place/?q=place_id:ChIJE2NOifj3aS4RqLNrI52TtXI,
OPERATIONAL,"Jl. Lkr. Luar Barat No.1C, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750, Indonesia","{'location': {'lat': -6.156266, 'lng': 106.727898}, 'viewport': {'northeast': {'lat': -6.154913670107278, 'lng': 106.7292087798927}, 'southwest': {'lat': -6.157613329892722, 'lng': 106.7265091201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Vimala Kostel,"[{'height': 683, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116626101184660072514"">A Google User</a>'], 'photo_reference': 'AUGGfZld4YG8Y2BAQe0Gi1VHfnZbo2nD4ifJcWXxVGsjY97eFwWz73HYtP-rpxg4CrX-1VsSp8ELf4HfQXjbkfIshuOdbruGlkGcVuq777iu-Vg2shQ8IWJR7JtXG8aqFCHL_1zAzU36FMHdxbBw2c6tBKaAMWRKSbfNEfXikexFGQarFgKQ', 'width': 1024}]",ChIJz3So7Q_3aS4RkXlkeDEKGhw,"{'compound_code': 'RPVH+F5 Rawa Buaya, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RPVH+F5'}",5.0,ChIJz3So7Q_3aS4RkXlkeDEKGhw,"['lodging', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJz3So7Q_3aS4RkXlkeDEKGhw,
OPERATIONAL,"Mutiara Taman Palem Blok. C19 No.5, RT.4/RW.14, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia","{'location': {'lat': -6.1393108, 'lng': 106.7337735}, 'viewport': {'northeast': {'lat': -6.137960320107277, 'lng': 106.7350817298927}, 'southwest': {'lat': -6.140659979892721, 'lng': 106.7323820701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Airy Syariah Cengkareng Taman Palem Mutiara C19 Jakarta,,ChIJnbSwQQ33aS4RoarHfYC99Ec,"{'compound_code': 'VP6M+7G East Cengkareng, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58VP6M+7G'}",3.8,ChIJnbSwQQ33aS4RoarHfYC99Ec,"['lodging', 'point_of_interest', 'establishment']",6,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJnbSwQQ33aS4RoarHfYC99Ec,
OPERATIONAL,"Apartemen city park Cc 1.1, Daerah Khusus Ibukota Jakarta 11730, Indonesia","{'location': {'lat': -6.130425, 'lng': 106.7353369}, 'viewport': {'northeast': {'lat': -6.129068970107277, 'lng': 106.7366951798927}, 'southwest': {'lat': -6.131768629892721, 'lng': 106.7339955201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Anita Property City Park,,ChIJL-fxmH0dai4R-8HtKnIyXIk,"{'compound_code': 'VP9P+R4 East Cengkareng, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58VP9P+R4'}",5.0,ChIJL-fxmH0dai4R-8HtKnIyXIk,"['lodging', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJL-fxmH0dai4R-8HtKnIyXIk,
OPERATIONAL,"Jl. Taman Palem Lestari No.31, RT.1/RW.13, Cengkareng Bar., Jakarta, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11710, Indonesia","{'location': {'lat': -6.1322464, 'lng': 106.7187604}, 'viewport': {'northeast': {'lat': -6.130902970107279, 'lng': 106.7201020298927}, 'southwest': {'lat': -6.133602629892723, 'lng': 106.7174023701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ninjas Room,,ChIJwxY5OawCai4R2LaIXd3ffws,"{'compound_code': 'VP99+4G West Cengkareng, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58VP99+4G'}",3.5,ChIJwxY5OawCai4R2LaIXd3ffws,"['lodging', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJwxY5OawCai4R2LaIXd3ffws,
OPERATIONAL,"Futsal Savannah, Jl. Sosial No.41 8, RT.8/RW.2, Wijaya Kusuma, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460, Indonesia","{'location': {'lat': -6.1623385, 'lng': 106.778069}, 'viewport': {'northeast': {'lat': -6.161179120107278, 'lng': 106.7795419298927}, 'southwest': {'lat': -6.163878779892721, 'lng': 106.7768422701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Laguna Residence,"[{'height': 577, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107792061756409186524"">A Google User</a>'], 'photo_reference': 'AUGGfZlfxKnmvFYUb6xO_dfXTi1ax7mdlVme0vC5YnLWZAzaLe7ky9XDnUawfja8M1J9M5vkHQ5XD0sE2YMe5o8YFPvwcx0fQdrAgszfYd1KCb5QeQri50k6d5h4IExhCTY82pQs_qp8ehgWnB71KL80JgUfLHbJh_XXIdDHBn0S-S-g0Gb3', 'width': 1024}]",ChIJ4QeCSNb3aS4RqjaxWd_TJE4,"{'compound_code': 'RQQH+36 Wijaya Kusuma, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RQQH+36'}",4.4,ChIJ4QeCSNb3aS4RqjaxWd_TJE4,"['lodging', 'point_of_interest', 'establishment']",217,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ4QeCSNb3aS4RqjaxWd_TJE4,
OPERATIONAL,"Jl. Hadiah Utama No.1407 Blok.E6, RT.9/RW.2, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460, Indonesia","{'location': {'lat': -6.1583982, 'lng': 106.7800982}, 'viewport': {'northeast': {'lat': -6.157060920107277, 'lng': 106.7814477798927}, 'southwest': {'lat': -6.159760579892722, 'lng': 106.7787481201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sambina Stay Jelambar,"[{'height': 3653, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105083370314258066671"">A Google User</a>'], 'photo_reference': 'AUGGfZmZ1eD8TcmgN8lnKoh9hswaIM8ZexSnS7IeI2xi3H_2c0mDI4YR9EavrMuYMBHo3Wvvsle1iSn695OMs2HE57nj6rlhHcZku69GvTyPc04LB8OLv8VUtIgB6sU0ly9wv7Vq_7AYXbC6z94fDDojTw89HlDze39QGLfo7WhQoEAbv7PL', 'width': 3653}]",ChIJCTfJNkj2aS4RuMR3TB_R00s,"{'compound_code': 'RQRJ+M2 Jelambar, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RQRJ+M2'}",4.4,ChIJCTfJNkj2aS4RuMR3TB_R00s,"['lodging', 'point_of_interest', 'establishment']",86,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJCTfJNkj2aS4RuMR3TB_R00s,
OPERATIONAL,"Jl. Lkr. Luar Barat Jl. Puri Mansion No.2, RT.2/RW.1, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610, Indonesia","{'location': {'lat': -6.181267, 'lng': 106.7271175}, 'viewport': {'northeast': {'lat': -6.179949920107277, 'lng': 106.7284611798927}, 'southwest': {'lat': -6.182649579892721, 'lng': 106.7257615201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Puri Mansion Just Sleep & Cozy,"[{'height': 1033, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101732464043265059449"">A Google User</a>'], 'photo_reference': 'AUGGfZlUuVdVgfVxMrqPK76_4ch556g0ch_XI7kdf_AHXpF6uoo-MCYY7yga-sdMK4HmtyA8ErbN1YSqo2wzsmHoVyxs5CJcD0ZT9oigrCYIedpuv9hyaBv8lhnDGlYGt_WyCyyyG_qLbkI8UgkOi40I_199MAU_USmmHxydV0emUBTMRWTM', 'width': 1836}]",ChIJw7vTD3_3aS4RW-4TAh7l-uI,"{'compound_code': 'RP9G+FR South Kembangan, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RP9G+FR'}",5.0,ChIJw7vTD3_3aS4RW-4TAh7l-uI,"['lodging', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJw7vTD3_3aS4RW-4TAh7l-uI,
OPERATIONAL,"Jl. Ruko Pelangi Jl. Taman Palem Lestari No.15 blok H, Cengkareng Bar., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11710, Indonesia","{'location': {'lat': -6.1373354, 'lng': 106.7283976}, 'viewport': {'northeast': {'lat': -6.136072620107276, 'lng': 106.7297402298927}, 'southwest': {'lat': -6.13877227989272, 'lng': 106.7270405701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ninjas room hostel,"[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115682178439582083549"">A Google User</a>'], 'photo_reference': 'AUGGfZkZjcYmjPtnqeb1Ni3gxthPBm_qP3JLgwx5RH3Gy5DSo8-zGImEK04PbQW35Fkwyjv17YD3JK1WF_TnWymkv9nsi7RAj27ACZRr2GtQoMqqvyJI0DxoVEcYfv1FJACZ2uRzKEqhA-kB_TfwQgTRrLfV8aquKplBJjL1FevlrdcUTzqL', 'width': 1080}]",ChIJJ4ArLo8dai4R1KVTWAtZ2PQ,"{'compound_code': 'VP7H+39 West Cengkareng, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58VP7H+39'}",3.7,ChIJJ4ArLo8dai4R1KVTWAtZ2PQ,"['lodging', 'point_of_interest', 'establishment']",3,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJJ4ArLo8dai4R1KVTWAtZ2PQ,
OPERATIONAL,"Semanan, Jakarta, West Jakarta City, Jakarta 11850, Indonesia","{'location': {'lat': -6.1564803, 'lng': 106.7115096}, 'viewport': {'northeast': {'lat': -6.155141420107278, 'lng': 106.7128575298927}, 'southwest': {'lat': -6.157841079892722, 'lng': 106.7101578701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sewa Penginapan Daan Mogot City ( DAMOCI ),"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111525857939200714600"">A Google User</a>'], 'photo_reference': 'AUGGfZnEyuEIzH33yYzFohaaOgbPD1vn9Uwd9JNuHhIlbf50Pizx57ERijjwOUVtzGYGri4p-Gz6TJ47xJkJUEWvcvcslhZ8-A8Wq7y9p0OvtDPTeMmqWZqkRyzEMn9-GGnmi5WitGcZ5RFdzEYGzlMKgLVGtGbe8y1Yr6sWzS2p6DOPGy15', 'width': 900}]",ChIJEzvKB1X5aS4RYIYA97p_MBs,"{'compound_code': 'RPV6+CJ Semanan, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RPV6+CJ'}",3.7,ChIJEzvKB1X5aS4RYIYA97p_MBs,"['lodging', 'point_of_interest', 'establishment']",3,,https://www.google.com/maps/place/?q=place_id:ChIJEzvKB1X5aS4RYIYA97p_MBs,
OPERATIONAL,"Ruko Mutiara Taman Palem Blok C2 No. 22, Jl. Taman Palem Mutiara, Cengkareng Tim, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia","{'location': {'lat': -6.1372196, 'lng': 106.7336587}, 'viewport': {'northeast': {'lat': -6.135869020107278, 'lng': 106.7349717298927}, 'southwest': {'lat': -6.138568679892722, 'lng': 106.7322720701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Mama Kost Syariah,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109935493867122217574"">A Google User</a>'], 'photo_reference': 'AUGGfZmIPr9bVjb7EmO5AwM07X70DIu2-Vh_7nmYpELJz9C7b4Ud3kRyDqMmS10cecVTFH1n5OoPMcXTlAjGECinBi0yh9MI6kE5xgRHaUS4pvs0bl0aghBdI0Vd52T_uaXXrn4Ixwq_v5lal0ffpmkLTB-ilYqGSbLhtoKtPqa0_6jCg0KX', 'width': 3120}]",ChIJUV_Njbn3aS4RS3O7RJP5xGM,"{'compound_code': 'VP7M+4F East Cengkareng, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58VP7M+4F'}",5.0,ChIJUV_Njbn3aS4RS3O7RJP5xGM,"['lodging', 'point_of_interest', 'establishment']",19,,https://www.google.com/maps/place/?q=place_id:ChIJUV_Njbn3aS4RS3O7RJP5xGM,
OPERATIONAL,"Kartika Tower, Jl. Kyai Tapa No.101, RT.4/RW.16, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440, Indonesia","{'location': {'lat': -6.1672395, 'lng': 106.7922339}, 'viewport': {'northeast': {'lat': -6.165770970107277, 'lng': 106.7936670798927}, 'southwest': {'lat': -6.168470629892721, 'lng': 106.7909674201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Aston Kartika Grogol Hotel & Conference Center,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111378537588893825073"">A Google User</a>'], 'photo_reference': 'AUGGfZnw3HyxJ6Nx21cAz3rlcvjMlWJt8QKlUnWOjE51vIQThPiFxfO7NxFpy8VFFVyQumv1YOoZ0XQx0sFGcHAoltKJxnAUmJJJ5zf7YObBfU0P9A0RbLmndW6zIxFH92-FvCObB0MPTKuHFxEaFoxgNrAEUOrJA-03TNTzfHltbzBbCAOL', 'width': 2000}]",ChIJCaitxgz3aS4RBYdIKQuWDh0,"{'compound_code': 'RQJR+XV Tomang, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RQJR+XV'}",4.9,ChIJCaitxgz3aS4RBYdIKQuWDh0,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",9623,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJCaitxgz3aS4RBYdIKQuWDh0,
OPERATIONAL,"Letjen S. Parman St, RT.11/RW.1, North Tanjung Duren, Grogol petamburan, West Jakarta City, Jakarta 11470, Indonesia","{'location': {'lat': -6.168163, 'lng': 106.7864179}, 'viewport': {'northeast': {'lat': -6.166820170107278, 'lng': 106.7876050798927}, 'southwest': {'lat': -6.169519829892722, 'lng': 106.7849054201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Ciputra Jakarta managed by Swiss-Belhotel International,"[{'height': 3999, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111212152549087899206"">Ciputra Hotel</a>'], 'photo_reference': 'AUGGfZnwn5_--qTUM9opzCHN4ZERhMYBRNtQibneEN-BxMaMfQ0iXTRDNX4NBNQVa0XHDaGG6hXhUW6ydD96OKIRsdPdZx0CWBLIUbrMw67669mCDoklF2HgPw6FWFx9gXdxVLIt46pmVHwBoZSwtPXHc1EG0dsBSI3iw4x939GW7g2tNiPT', 'width': 5333}]",ChIJk-ilBAT2aS4RxDDhJCeGm28,"{'compound_code': 'RQJP+PH North Tanjung Duren, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RQJP+PH'}",4.7,ChIJk-ilBAT2aS4RxDDhJCeGm28,"['lodging', 'point_of_interest', 'establishment']",24199,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJk-ilBAT2aS4RxDDhJCeGm28,
OPERATIONAL,"Jl. Dr. Susilo Raya No.3, RT.1/RW.3, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450, Indonesia","{'location': {'lat': -6.1657479, 'lng': 106.7964909}, 'viewport': {'northeast': {'lat': -6.164453420107279, 'lng': 106.7978404298927}, 'southwest': {'lat': -6.167153079892723, 'lng': 106.7951407701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Posto Dormire Hotel,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115803297445435202292"">A Google User</a>'], 'photo_reference': 'AUGGfZlCAlK-d0E9NdppLnfxJy1dsm1qu7YaC1W15W5O4vY6-bozMbX8vOhoW2EOKXIqum_1z8qjfrUajI-jQlAdtEHoH-O7UKONHFgzAP2wC8HPZm050WfqVMIIDXu036H4ZLTgLkOkXlJi0M9Dk_BCwsBhFPRJflbI8pkCKiQiChLuAEm6', 'width': 4104}]",ChIJ1aFLXWj2aS4RJbMDbI90iwE,"{'compound_code': 'RQMW+PH Grogol, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RQMW+PH'}",4.5,ChIJ1aFLXWj2aS4RJbMDbI90iwE,"['lodging', 'point_of_interest', 'establishment']",2066,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ1aFLXWj2aS4RJbMDbI90iwE,
OPERATIONAL,"Jl. Kali Sekretaris Dalam No.55, RT.5/RW.1, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","{'location': {'lat': -6.1660545, 'lng': 106.7826398}, 'viewport': {'northeast': {'lat': -6.164778820107277, 'lng': 106.7839669798927}, 'southwest': {'lat': -6.167478479892721, 'lng': 106.7812673201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Maple Hotel Grogol,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108198099851012956675"">A Google User</a>'], 'photo_reference': 'AUGGfZkSBZSkZBnqLgSCf9SS4PEkVRB4-vYpaLiDTdOUypCARHtro5Dz8D0IVEsH4ugrWlrnzESVGyh8YzNTpQxp3itVAxZq2ljktjE3bXGUIgZdOqZ5t0Klir1CdcCEEY786K1DUagw0LZO4o_xm9balUHZpt4VJsFXDGk-liV2sQhfYMUk', 'width': 2448}]",ChIJKQFUYEX2aS4RBNcojEvRG9c,"{'compound_code': 'RQMM+J3 North Tanjung Duren, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RQMM+J3'}",4.2,ChIJKQFUYEX2aS4RBNcojEvRG9c,"['lodging', 'point_of_interest', 'establishment']",1929,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJKQFUYEX2aS4RBNcojEvRG9c,
OPERATIONAL,"Jl. Raya Daan Mogot No.63 5, RT.5/RW.1, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","{'location': {'lat': -6.1656907, 'lng': 106.7817862}, 'viewport': {'northeast': {'lat': -6.164338720107278, 'lng': 106.7831299298927}, 'southwest': {'lat': -6.167038379892722, 'lng': 106.7804302701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Grand Tjokro,"[{'height': 1032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118218110560211253680"">A Google User</a>'], 'photo_reference': 'AUGGfZmlmEz4eZZ7ekFBt_I3LkvnSeeqSCeXgX5Xw02zHtwDdYgKrZvMTCyqC4DPp0YRziszVBoPlV1lFsCM1MKsMw66sJHZyk7XGspFi2yMdlx5MKHGehBPb0iMMuP8zWeMyExY27JIpmnvp7UMdkqcl0nNZlYh3uho-6dRh0OblIcLbb5a', 'width': 1754}]",ChIJtY6ihE_2aS4RGGIlla1DXF4,"{'compound_code': 'RQMJ+PM North Tanjung Duren, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RQMJ+PM'}",4.2,ChIJtY6ihE_2aS4RGGIlla1DXF4,"['lodging', 'point_of_interest', 'establishment']",3282,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJtY6ihE_2aS4RGGIlla1DXF4,
OPERATIONAL,"Daan Mogot Rd No.2, RT.11/RW.4, Jelambar, Grogol petamburan, West Jakarta City, Jakarta 11470, Indonesia","{'location': {'lat': -6.1660122, 'lng': 106.7859868}, 'viewport': {'northeast': {'lat': -6.164753270107278, 'lng': 106.7872875298927}, 'southwest': {'lat': -6.167452929892722, 'lng': 106.7845878701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,FOX Lite Hotel Grogol Jakarta,"[{'height': 2126, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111613820169573970186"">A Google User</a>'], 'photo_reference': 'AUGGfZmuRFUz9kuFukCGuHJgILYbLdzhv5A1i2-76RTXWdtWgFeFM59PABwhFdlDWc_FIYRAJyF-ekL644znnSNii7atGXuEsAh9i0FbN0lSoBWFE7FtiA_bhODwN5MWr3tjoT3DeouN3Vkth3DEv4Ct6iyxeI5CIjX3FccRF9Hx8MeLmQca', 'width': 3189}]",ChIJ91_uA0P3aS4RB0Zw7bxr0Rg,"{'compound_code': 'RQMP+H9 Jelambar, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RQMP+H9'}",4.6,ChIJ91_uA0P3aS4RB0Zw7bxr0Rg,"['lodging', 'point_of_interest', 'establishment']",214,,https://www.google.com/maps/place/?q=place_id:ChIJ91_uA0P3aS4RB0Zw7bxr0Rg,
OPERATIONAL,"Podomoro City, Letjen S. Parman No.Kav 28, South Tanjung Duren, Grogol petamburan, West Jakarta City, Jakarta 11470, Indonesia","{'location': {'lat': -6.1779993, 'lng': 106.7893924}, 'viewport': {'northeast': {'lat': -6.176602570107278, 'lng': 106.7907463798927}, 'southwest': {'lat': -6.179302229892722, 'lng': 106.7880467201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pullman Jakarta Central Park,"[{'height': 949, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115227490034885188363"">A Google User</a>'], 'photo_reference': 'AUGGfZlqwrcyIjKgqusUkdQTnT_EZTav15sGvo7YIktgLwXPlOfC0TjTg9CXYwDiyJ1hLF87MEUhsJF52hO7zt4V4aPu0kOWKD28czUOOZdOebM6IqBfIHM0WKIiax7L1RS2vz36tdPYeSAbD4pFKo0jIoAhyNFBgPzXv-yFy6zReE4PP3qi', 'width': 1267}]",ChIJSdyLZF_2aS4RZokg06PF_j0,"{'compound_code': 'RQCQ+RQ South Tanjung Duren, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RQCQ+RQ'}",4.7,ChIJSdyLZF_2aS4RZokg06PF_j0,"['lodging', 'point_of_interest', 'establishment']",11434,,https://www.google.com/maps/place/?q=place_id:ChIJSdyLZF_2aS4RZokg06PF_j0,
