business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,permanently_closed,url,price_level
OPERATIONAL,"7XHR+FWC, Jl. Tentara Pelajar, Rw. III, Doplang, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54114, Indonesia","{'location': {'lat': -7.721300799999999, 'lng': 109.9922476}, 'viewport': {'northeast': {'lat': -7.720058770107277, 'lng': 109.9936546798927}, 'southwest': {'lat': -7.722758429892721, 'lng': 109.9909550201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Plaza,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108064361618392765193"">Ditta Rengganis</a>'], 'photo_reference': 'AUGGfZkTrUlBH55DiiL_NVAPZEpgcoxNlg1X5EQaiivZ6MY9Rl28k5HWBfB17TM-hioilgW-RyuomvAhF0YWu7qII_785eB_b5qI5CFoe9MssijoPm9L-HO9fZN8do9D_4s2cJzaUa6kMNQylv1mFf79DHqfbfTUtyu5fMKsxkzxRjwQ5Ivs', 'width': 4160}]",ChIJnTDIDS7qei4Roi4Y7RQK3Kc,,4.0,ChIJnTDIDS7qei4Roi4Y7RQK3Kc,"['lodging', 'point_of_interest', 'establishment']",1334,,,https://www.google.com/maps/place/?q=place_id:ChIJnTDIDS7qei4Roi4Y7RQK3Kc,
OPERATIONAL,"43, Jl. Jenderal Sudirman No.43, Alun-alun, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54114, Indonesia","{'location': {'lat': -7.719995900000001, 'lng': 110.0010417}, 'viewport': {'northeast': {'lat': -7.718634220107279, 'lng': 110.0023904798927}, 'southwest': {'lat': -7.721333879892723, 'lng': 109.9996908201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,SUPER OYO 91748 Wisma Pkpri Purworejo,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117323830907181970307"">Iin Indrianingsih</a>'], 'photo_reference': 'AUGGfZlCgCdruluOZ9OmbF2M1YAFpFTVhR3Xj0WIxr_mngbh0aS63fbHgjxU6dqEGp3gIg5mwD5FkO8hwZhDxEWnsLviXbUvHg1wd0UG-X7KOmeXJ612oZsSspevOrqnRvIEHnS0tWptHYkmCviUPejmoEWHmBBOdiphcMs3b5HHJwqe4ag5', 'width': 4032}]",ChIJn37Hmc3rei4RNCjf0XH_ing,"{'compound_code': '72J2+2C Pangenjurutengah, Purworejo Regency, Central Java, Indonesia', 'global_code': '6P4G72J2+2C'}",4.5,ChIJn37Hmc3rei4RNCjf0XH_ing,"['lodging', 'point_of_interest', 'establishment']",112,,,https://www.google.com/maps/place/?q=place_id:ChIJn37Hmc3rei4RNCjf0XH_ing,
OPERATIONAL,"62 Jl. Kolonel Sugiono No.62, Kepatihan, Purworejo, Kec. Purworejo, Kabupaten Pu, Purworejo Regency, Central Java 54151, Indonesia","{'location': {'lat': -7.708774699999999, 'lng': 110.0144718}, 'viewport': {'northeast': {'lat': -7.707477070107278, 'lng': 110.0159284798927}, 'southwest': {'lat': -7.710176729892722, 'lng': 110.0132288201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Capital O 93024 Hotel Ganesha,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114711235237105663902"">A Google User</a>'], 'photo_reference': 'AUGGfZkQ5Vc-pykA3NxySj2-SW34bQ2zoUVa_-DtgeFedgfZQtad-z1IR3OpZry62Ubx04Ok0P5UZlLnpE19yOv4XeeZ41KtR3eM_K-W3Z_X21svDzg8doSZat_84elVtw8neziEH4D4wOfgPB2S3L5alPTtehe7i3Ycj-uFf8JScugQVXue', 'width': 640}]",ChIJhYth6bfrei4R8bgKP0WMNMs,"{'compound_code': '72R7+FQ Purworejo, Purworejo Regency, Central Java, Indonesia', 'global_code': '6P4G72R7+FQ'}",3.9,ChIJhYth6bfrei4R8bgKP0WMNMs,"['lodging', 'point_of_interest', 'establishment']",614,,,https://www.google.com/maps/place/?q=place_id:ChIJhYth6bfrei4R8bgKP0WMNMs,
OPERATIONAL,"72R8+CJC, Jl. Pramuka &, Gg. Brengkelan, Kepatihan, Purworejo, Kabupaten Purworejo, Jawa Tengah, Indonesia","{'location': {'lat': -7.708949800000001, 'lng': 110.0165597}, 'viewport': {'northeast': {'lat': -7.707605720107278, 'lng': 110.0179118798927}, 'southwest': {'lat': -7.710305379892722, 'lng': 110.0152122201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,LokaRoom Family Room Purworejo,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114603751806299877187"">Niken Maretasari P.A</a>'], 'photo_reference': 'AUGGfZlYAYPXjWFYERdxpRdqYaxAHR2-_uzyJB2fL7k-0q2venlCtt4z0iAwCpMegmnEvm8AU8vaQAefim3h5er5fkqBnJsuAosasmR48UpndpoMY-Uc0USANk9uNxVlmAXVXgsPuiqX1mvF6urmvhPqziyAL5xwwV8ydM7rgTVQXI0w382z', 'width': 3024}]",ChIJvdqmG87rei4RSVsS1LEvxew,,5.0,ChIJvdqmG87rei4RSVsS1LEvxew,"['lodging', 'point_of_interest', 'establishment']",20,,,https://www.google.com/maps/place/?q=place_id:ChIJvdqmG87rei4RSVsS1LEvxew,
OPERATIONAL,"Depan Pasar Plono, Plono Timur RT.20/RW10, Plono Timur, Pagerharjo, Kec. Samigaluh, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55673, Indonesia","{'location': {'lat': -7.6696206, 'lng': 110.1431729}, 'viewport': {'northeast': {'lat': -7.668284670107277, 'lng': 110.1445084298927}, 'southwest': {'lat': -7.670984329892721, 'lng': 110.1418087701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Larasati Homestay,"[{'height': 528, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101077608494173956882"">A Google User</a>'], 'photo_reference': 'AUGGfZkst6UftsTDCuouBzIo4sXmuttUEJLTY6NfjFR1q54Fo50mUnSKUeY5Hd4VwpH5a-JJiecaIVpv5qltgH0thdxzOfQ6tE7ab5z__y_-gNbJqnDp9Jq_KNps6wYEuEwF6_DWS88Lo1XSYuLV3ZrYiNh7ZgpCQbORmjzKpRzxn9NnNc1z', 'width': 941}]",ChIJY9zNOSjzei4Ri52H0GxW0x0,"{'compound_code': '84JV+47 Pagerharjo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G84JV+47'}",4.3,ChIJY9zNOSjzei4Ri52H0GxW0x0,"['lodging', 'point_of_interest', 'establishment']",13,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJY9zNOSjzei4Ri52H0GxW0x0,
OPERATIONAL,"Kp. Sidengen Lor, RT.02/RW.06, Ngabean, Ngadiharjo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553, Indonesia","{'location': {'lat': -7.618078799999999, 'lng': 110.1713267}, 'viewport': {'northeast': {'lat': -7.616728970107277, 'lng': 110.1726765298927}, 'southwest': {'lat': -7.619428629892721, 'lng': 110.1699768701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,The Limasan Riverside Homestay,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111635313112801629340"">A Google User</a>'], 'photo_reference': 'AUGGfZnEvUQn1GHGfCjp-Gcd0a3F5FVOfcYKwO50uQ-8G7uadok6snikNZlTX430YbBXVu9S3u6jiKHhOVfcgEbrEHAveXCIJSb3ol8zWYI19FSindNPFuq99KbuB2AFNBnE2nnhPCu89kIoIUIDTgNxbvvAfum_JTJRekVd_Zmtx5y3Abxh', 'width': 1600}]",ChIJgXEKsJCNei4RlAdsy0GZ0oA,"{'compound_code': '95JC+QG Ngadiharjo, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4G95JC+QG'}",4.9,ChIJgXEKsJCNei4RlAdsy0GZ0oA,"['lodging', 'point_of_interest', 'establishment']",11,,,https://www.google.com/maps/place/?q=place_id:ChIJgXEKsJCNei4RlAdsy0GZ0oA,
OPERATIONAL,"Jl. Letjen Sarwo Edhie Wibowo, Rw. II, Sindurjan, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54113, Indonesia","{'location': {'lat': -7.712351699999999, 'lng': 110.0020992}, 'viewport': {'northeast': {'lat': -7.711060070107278, 'lng': 110.0035824298927}, 'southwest': {'lat': -7.713759729892722, 'lng': 110.0008827701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Homestay Purworejo,"[{'height': 1456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118416075676690476998"">A Google User</a>'], 'photo_reference': 'AUGGfZng7FNkRREqDOvOA0q5iG0R-2b0zlMtn2ZzDu7J-BwsGkvw3A_oUZ9y8AefmNEflKa8MwruTtExtxN_cZK4EMErSy3kJRPdr3g1LbhqxureFyU9ahsLqarZOmhhbiMhToSjMlzSf6aSngCm0CM5ld73zSv61qTVbUr8XU141HTCmXam', 'width': 2592}]",ChIJ85Q4Fsrrei4R-IW6iCMUQ14,"{'compound_code': '72Q2+3R Sindurjan, Purworejo Regency, Central Java, Indonesia', 'global_code': '6P4G72Q2+3R'}",4.2,ChIJ85Q4Fsrrei4R-IW6iCMUQ14,"['lodging', 'point_of_interest', 'establishment']",187,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ85Q4Fsrrei4R-IW6iCMUQ14,
OPERATIONAL,"Jl. Sudirman No.KM. 3, Nglepon, Kembanglimus, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553, Indonesia","{'location': {'lat': -7.596987599999999, 'lng': 110.1823404}, 'viewport': {'northeast': {'lat': -7.595506970107277, 'lng': 110.1837292798927}, 'southwest': {'lat': -7.598206629892721, 'lng': 110.1810296201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Balkondes Kembanglimus,"[{'height': 463, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110265477375460947810"">A Google User</a>'], 'photo_reference': 'AUGGfZn7d-bhcCeNSc8LyQlqIHCONziFMapPnz3m9E25wAmWq7_9vAqhv-AfmhbPzUQmkvJE4d8M0Piv-k_52aVawbvw03hTlANIzZlMRQNPk0H3lpih3Ck5lHMInSSebK5pgOyTcTcrOin6RmvAwZ6V2dzf3jFh1O1r8_LDyaK2DpvfcPbf', 'width': 822}]",ChIJNUO9wjKNei4RvtpKpeWUyao,"{'compound_code': 'C53J+6W Kembanglimus, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4GC53J+6W'}",4.3,ChIJNUO9wjKNei4RvtpKpeWUyao,"['lodging', 'point_of_interest', 'establishment']",956,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJNUO9wjKNei4RvtpKpeWUyao,
OPERATIONAL,"Jl. Brigjen Katamso No.46, Krajan, Pangenjurutengah, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54114, Indonesia","{'location': {'lat': -7.723003400000001, 'lng': 110.0049759}, 'viewport': {'northeast': {'lat': -7.721671520107279, 'lng': 110.0063927298927}, 'southwest': {'lat': -7.724371179892723, 'lng': 110.0036930701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Homestay Kita,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117112454114602230115"">A Google User</a>'], 'photo_reference': 'AUGGfZlw1gZELwrAEZ_pX6HnyBA_MAtKcksOpyxCcXY5N1DyTu3lx2TSPSq6dALfByMR4zQ8aMhmgoo9wFdiqNx347e2_PyBe3U9u2l7xqOnphKZibfGbAiE6at8oJjnYNv0XApfacPYpnIq8NOnD-MUXVrFEumKS1Kk3oOeK-zaDYCEoq_9', 'width': 3024}]",ChIJ0_BxVLHrei4RTpSK50rtMCw,"{'compound_code': '72G3+QX Pangenjurutengah, Purworejo Regency, Central Java, Indonesia', 'global_code': '6P4G72G3+QX'}",5.0,ChIJ0_BxVLHrei4RTpSK50rtMCw,"['lodging', 'point_of_interest', 'establishment']",12,,,https://www.google.com/maps/place/?q=place_id:ChIJ0_BxVLHrei4RTpSK50rtMCw,
OPERATIONAL,"95PP+Q7R, RT.001/RW.006, Bumen, Jelapan, Borobudur, Magelang Regency, Central Java 56553, Indonesia","{'location': {'lat': -7.613015799999999, 'lng': 110.1856254}, 'viewport': {'northeast': {'lat': -7.611273720107278, 'lng': 110.1875541298927}, 'southwest': {'lat': -7.613973379892721, 'lng': 110.1848544701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Borobudur Luxury Glamping,"[{'height': 611, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115999190689531982617"">denias susanto</a>'], 'photo_reference': 'AUGGfZmT6ZV4DmvunKC9d072zK_SB_EdsHnqqk1KUkwM6sShrf_tsV2eeersQvqE5eIqXaop2yjRc9kq0jfpe3iNxpqiMTrQQIOkbxLcDnwoI2rLvt089F62zramNvuLnZ5mHg8PuaaJVTtyINvVLhi2EU6lw57zC9cK7Ru63wmNsGybOWZp', 'width': 1179}]",ChIJMeB1aByNei4R-B-DBTi9J1M,,4.7,ChIJMeB1aByNei4R-B-DBTi9J1M,"['lodging', 'point_of_interest', 'establishment']",15,,,https://www.google.com/maps/place/?q=place_id:ChIJMeB1aByNei4R-B-DBTi9J1M,
OPERATIONAL,"Desa Gunden, Karanganyar, Sawah Dan Hutan, Ngadiharjo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553, Indonesia","{'location': {'lat': -7.6196502, 'lng': 110.1832259}, 'viewport': {'northeast': {'lat': -7.618356220107277, 'lng': 110.1845778298927}, 'southwest': {'lat': -7.621055879892721, 'lng': 110.1818781701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Janur Bungalow,"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103469250794886847806"">A Google User</a>'], 'photo_reference': 'AUGGfZl-CevH3Aax4a3iAHSyfF2P88CqU9zNYQti0baBHmtkpGHu7vfajHvuSUkWzP_utHTJn4_v4ECqoGOxChV4F2j6u2HleySC7ncHmvG8buN6-zJhnejH_VUEjMKdjSpJdjQUxweDIOMoXixaTAK6u1-XJX9-4Yp8_8A1z8D5mp8f8mCQ', 'width': 1080}]",ChIJbSFAYR-Nei4Rhkfyv9gd4K0,"{'compound_code': '95JM+47 Ngadiharjo, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4G95JM+47'}",4.7,ChIJbSFAYR-Nei4Rhkfyv9gd4K0,"['lodging', 'point_of_interest', 'establishment']",229,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJbSFAYR-Nei4Rhkfyv9gd4K0,
OPERATIONAL,"95QP+H74, Dusun Karangbunder,, Kretek 2, Karangrejo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553, Indonesia","{'location': {'lat': -7.611091500000001, 'lng': 110.1857143}, 'viewport': {'northeast': {'lat': -7.609650570107279, 'lng': 110.1870896798927}, 'southwest': {'lat': -7.612350229892723, 'lng': 110.1843900201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Omah Setumbu Villa,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101843664708298232080"">jolly huang</a>'], 'photo_reference': 'AUGGfZm7_M_hcPqRY4BWHRLAJdtqxlXk_-ENpcnxS-yk9y75SEl6e95C6LpvYrNwoiRd1NhKVbdXt4eSvVg1YCmOy4UNLRin14eLqGgUULbnsvVR0hVOyMWgSMegR2vCIcWWHgVwE3GhDQ0qlvwqscKuRPQW6tt_Xdt6WL1n4M_A4Dj_8pP6', 'width': 4032}]",ChIJeytXFx2Nei4Ru-oQxpgezmM,,4.3,ChIJeytXFx2Nei4Ru-oQxpgezmM,"['lodging', 'point_of_interest', 'establishment']",97,,,https://www.google.com/maps/place/?q=place_id:ChIJeytXFx2Nei4Ru-oQxpgezmM,
OPERATIONAL,"Jalan Abdul Jalil RT/RW 01/03, Tambakrejo, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54118, Indonesia","{'location': {'lat': -7.714664200000001, 'lng': 110.0288749}, 'viewport': {'northeast': {'lat': -7.713296020107278, 'lng': 110.0301394798927}, 'southwest': {'lat': -7.715995679892722, 'lng': 110.0274398201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Dedalem Tambakrejo Private Residence,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112179644795496769061"">A Google User</a>'], 'photo_reference': 'AUGGfZlXvxQlr1jxjr-6_q26T6tF6ccCidNvTGESAO8x__W_lrVk5B8_YNSQRF0I_aYFWtoVhMlIijirYlf8D6-TdyiQIKyJ_nndZUy4XOoW40CQgRnZg3wRVzDyUAHBlidrAyHRQoPHqliFBAb2bdvXER2xn61R_DWuPhYHL_pX6HiEjngZ', 'width': 3024}]",ChIJPSJBjlLrei4RBGiLpgdu5N0,"{'compound_code': '72PH+4G Tambakrejo, Purworejo Regency, Central Java, Indonesia', 'global_code': '6P4G72PH+4G'}",4.6,ChIJPSJBjlLrei4RBGiLpgdu5N0,"['lodging', 'point_of_interest', 'establishment']",100,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJPSJBjlLrei4RBGiLpgdu5N0,
OPERATIONAL,"Prembulan rt03 rw01, Pembulan, Tegalarum, Borobudur, Magelang Regency, Central Java, Indonesia","{'location': {'lat': -7.5893622, 'lng': 110.1610088}, 'viewport': {'northeast': {'lat': -7.588017970107279, 'lng': 110.1623637298927}, 'southwest': {'lat': -7.590717629892723, 'lng': 110.1596640701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Mudhia Homestay,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117543600201364922647"">A Google User</a>'], 'photo_reference': 'AUGGfZm0qDmEruQNuu9aBtAdUnNNGqynDT2kiptGTnMC4vFP5T5cnOJpXrbccx1qksolGNzxuWPL_1-y5pAa7Ygfg5s687vZ-QuwVpKsYHiV23avssCLDndO2NRhjmSH3FfbR7TuM8AixhPvRicWDvR5WmHlm1TRgn5C_vCMvHdflsgt5ad8', 'width': 1200}]",ChIJBRQEKCaNei4RFXLyAxnMXuw,"{'compound_code': 'C566+6C Tegalarum, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4GC566+6C'}",4.9,ChIJBRQEKCaNei4RFXLyAxnMXuw,"['lodging', 'point_of_interest', 'establishment']",91,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJBRQEKCaNei4RFXLyAxnMXuw,
OPERATIONAL,"Jl. Pahlawan No.19, Purworejo, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54151, Indonesia","{'location': {'lat': -7.7127668, 'lng': 110.0144468}, 'viewport': {'northeast': {'lat': -7.711438120107278, 'lng': 110.0158229298927}, 'southwest': {'lat': -7.714137779892722, 'lng': 110.0131232701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Raya Purworejo,"[{'height': 523, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102446733130842987435"">fauzan zulfikar maulid</a>'], 'photo_reference': 'AUGGfZnEba091yOFUmIEjugS99Va3B8ko67QG-Lz_2F4vcY_QiLHYbFkmp7YBYoZ3hv6aiJ8QGXi7kw69wAuBjL-e5u_-sk1LRAagHCwyOGK-9jo_AfU67CS_z6Mt3Se9Hptl7Ah6LKGvofcQ3Uxbt5tkb55q0eBL3PEi1EN3ylss-A2jO8', 'width': 1379}]",ChIJdY5pa8frei4Ror6ly77zpKI,"{'compound_code': '72P7+VQ Purworejo, Purworejo Regency, Central Java, Indonesia', 'global_code': '6P4G72P7+VQ'}",3.8,ChIJdY5pa8frei4Ror6ly77zpKI,"['lodging', 'point_of_interest', 'establishment']",188,,,https://www.google.com/maps/place/?q=place_id:ChIJdY5pa8frei4Ror6ly77zpKI,
OPERATIONAL,"Gupit, Kebonsari, Borobudur, Magelang Regency, Central Java 56553, Indonesia","{'location': {'lat': -7.598096099999999, 'lng': 110.1647507}, 'viewport': {'northeast': {'lat': -7.596655670107276, 'lng': 110.1661475798927}, 'southwest': {'lat': -7.599355329892719, 'lng': 110.1634479201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Balkondes Kebonsari,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103983561220132325772"">A Google User</a>'], 'photo_reference': 'AUGGfZkWQfw_9LNlrQ3Lls_NkqsdBbqN8jWaWJ2ZD8EIr3ZL5yQHyX5oktC_T7cB2hprN453_qQzq5RbbJbia_NA_UC3RGRyuvETpKgIrDeM5YDlaY_4M1SoqbmLW9wSuzsuPNFqjuYXMVVTFp1ODmZLEDTaUaCwLHX5LABSJGL2KRSb8183', 'width': 1040}]",ChIJDXgaLqCNei4RBsOmmzUFxHc,"{'compound_code': 'C527+QW Kebonsari, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4GC527+QW'}",4.1,ChIJDXgaLqCNei4RBsOmmzUFxHc,"['lodging', 'point_of_interest', 'establishment']",192,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJDXgaLqCNei4RBsOmmzUFxHc,
OPERATIONAL,"Sidengen kidul, Ngadiharjo, Borobudur, Magelang Regency, Central Java 56553, Indonesia","{'location': {'lat': -7.6204662, 'lng': 110.171107}, 'viewport': {'northeast': {'lat': -7.619102520107278, 'lng': 110.1725135798927}, 'southwest': {'lat': -7.621802179892722, 'lng': 110.1698139201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Niagara Homestay,"[{'height': 576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116555799685618319226"">A Google User</a>'], 'photo_reference': 'AUGGfZkWRpNf9y7TfLy3qE2RRioZb-fzLIqxIXl_PXEXrqrNOYGuTk_ujyWCY_A0jgRWah8DK-HdRq-sJnd6TN9IauNixNQwqBEObR1CaSjRhk5u8CxZCh6-ajyfxcGZ_CcFSKAVw7YnPhWaviKDb5JSjpPxnzLN9abdF8n-HNeJjXcTZSgW', 'width': 1280}]",ChIJnR16EseNei4RHWo-c6Tayt8,"{'compound_code': '95HC+RC Ngadiharjo, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4G95HC+RC'}",4.7,ChIJnR16EseNei4RHWo-c6Tayt8,"['lodging', 'point_of_interest', 'establishment']",12,,,https://www.google.com/maps/place/?q=place_id:ChIJnR16EseNei4RHWo-c6Tayt8,
OPERATIONAL,"RT.01/RW.06, Bumen, Kembanglimus, Borobudur, Magelang Regency, Central Java 56553, Indonesia","{'location': {'lat': -7.5945028, 'lng': 110.1834775}, 'viewport': {'northeast': {'lat': -7.593166170107279, 'lng': 110.1848609298927}, 'southwest': {'lat': -7.595865829892722, 'lng': 110.1821612701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Roemah Beong Syariah Mitra RedDoorz at Desa Wisata Kembanglimus,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113238052921205497513"">Reinya Rosari Maria</a>'], 'photo_reference': 'AUGGfZn4qpGhme0CeJVOppKxK9sntTMOOYpOVYwE1nUbaAtDIpd1-N7JbXxO5KAkVUeWzHqUR47yf6vecVpHv-1KPFwV6N0-vtQsCBHaQsCv08YQ6uRxI1RDn8zZTKNGDraVxyIUur5bF1JII538lOrMdUyv1gUjOBN4eZlzRFuYiou0rFaA', 'width': 4000}]",ChIJF8dXhe6Nei4RzdStMaRX79I,"{'compound_code': 'C54M+5C Kembanglimus, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4GC54M+5C'}",5.0,ChIJF8dXhe6Nei4RzdStMaRX79I,"['lodging', 'point_of_interest', 'establishment']",20,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJF8dXhe6Nei4RzdStMaRX79I,
OPERATIONAL,"7X5X+79Q, Rw. IV, Boro Kulon, Kec. Banyuurip, Kabupaten Purworejo, Jawa Tengah 54171, Indonesia","{'location': {'lat': -7.741817500000001, 'lng': 109.9984815}, 'viewport': {'northeast': {'lat': -7.74039502010728, 'lng': 109.9998901298927}, 'southwest': {'lat': -7.743094679892724, 'lng': 109.9971904701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Giripurwo,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114684232892847926092"">A Google User</a>'], 'photo_reference': 'AUGGfZnw15J6s5idd7Uu9Yzk9tJRiHD3Wt-QQz2snj6zxx-pU5ictflPDcNafP6AkhjPVAkj9mAmjT8iwunhWjznZv3SdIlpYpC6s_HJD8a0JCvfmOV7yxtIRcLjLc7NPEsE3TIsqIAn7q1y2WgLsSefSBlVdCl1GiGdiVlvJIll1doQWDCX', 'width': 4032}]",ChIJQQVVGXjpei4RDpYEtv8IHSs,,4.1,ChIJQQVVGXjpei4RDpYEtv8IHSs,"['lodging', 'point_of_interest', 'establishment']",219,,,https://www.google.com/maps/place/?q=place_id:ChIJQQVVGXjpei4RDpYEtv8IHSs,
