business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,price_level,url,permanently_closed
OPERATIONAL,"Jl. Raya Tirta Samudra, Rw. II, Bandengan, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59432, Indonesia","{'location': {'lat': -6.5568598, 'lng': 110.6546074}, 'viewport': {'northeast': {'lat': -6.555431320107278, 'lng': 110.6559978798927}, 'southwest': {'lat': -6.558130979892722, 'lng': 110.6532982201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rotterdam Hotel,{'open_now': True},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104029638886444593799"">Rotterdam hotel jepara</a>'], 'photo_reference': 'AUGGfZk-s_jeUFpjy8pVU9fN4NJ09K63B7M3IdsZE3GIyRc8WjXzWni4y3WF6mwAPUfgwUmXgL98sB8JCMBga4as9Y9lqPn3hf-tF7Gh38IncWQkDmumDw_RrIWmAgdEC0P7SzfT7Rx_tI7_1QfJn0Pnr4IG1sxdof0fiKE6WJUg-2lXz6UO', 'width': 960}]",ChIJ6xkN9y8fcS4RY7uXJgBttdk,"{'compound_code': 'CMV3+7R Bandengan, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5GCMV3+7R'}",3.9,ChIJ6xkN9y8fcS4RY7uXJgBttdk,"['lodging', 'point_of_interest', 'establishment']",160,,https://www.google.com/maps/place/?q=place_id:ChIJ6xkN9y8fcS4RY7uXJgBttdk,
OPERATIONAL,"Jl. Pantai Karang Kebagusan KM. 5, Kampung Joglo, Karangkebagusan IV, Karangkebagusan, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59427, Indonesia","{'location': {'lat': -6.6110102, 'lng': 110.652515}, 'viewport': {'northeast': {'lat': -6.609622770107277, 'lng': 110.6538160798927}, 'southwest': {'lat': -6.612322429892721, 'lng': 110.6511164201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Joglo Putu Inten Resort,,"[{'height': 2507, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106376010712549387288"">A Google User</a>'], 'photo_reference': 'AUGGfZl8B1bNnBzSiH_X4KXi1f33gybNDb4P-8b62ma6EZTqz_5MDvC3B2t2PE4MFLReekWyOZnJ57YQXiLXK7kAXrthPgHsF8Gf12sunaMBCtp-oxbONC35gjTlQxrBIta-RQWABivaGZNnFOgIl96K2srsuvgU9fcZiSbgowX5GwcFzr5Y', 'width': 3555}]",ChIJU937ugMfcS4Rn52eOfObHRk,"{'compound_code': '9MQ3+H2 Karangkebagusan, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5G9MQ3+H2'}",4.1,ChIJU937ugMfcS4Rn52eOfObHRk,"['lodging', 'point_of_interest', 'establishment']",202,,https://www.google.com/maps/place/?q=place_id:ChIJU937ugMfcS4Rn52eOfObHRk,
OPERATIONAL,"Tegalsambi RT 01/01, Tegalsambi, Kec. Tahunan, Kabupaten Jepara, Jawa Tengah 59451, Indonesia","{'location': {'lat': -6.613258, 'lng': 110.6500562}, 'viewport': {'northeast': {'lat': -6.612011420107279, 'lng': 110.6515043298927}, 'southwest': {'lat': -6.614711079892722, 'lng': 110.6488046701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,SUNNY DAYS Homestay Jepara,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111007477154003169688"">A Google User</a>'], 'photo_reference': 'AUGGfZk-bIea59gnSwk_XezFzL0NJ9HY31jUkDfuQPqLhure0T_mLqD5KZgVZchImr9O5yVCxA-0S3iCg7eOun-pGNR4pJ5qC2QKPmLyeLqfVSHVm_Vc9sLMnCHw1qIZFego9bnHp2J8EqO5hG-A1pwxN1ooEA0JgVnFJqKasFFy5wQYsGLH', 'width': 1099}]",ChIJh1yz_ywfcS4RDAnILaOtPeg,"{'compound_code': '9MP2+M2 Tegalsambi, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5G9MP2+M2'}",4.9,ChIJh1yz_ywfcS4RDAnILaOtPeg,"['lodging', 'point_of_interest', 'establishment']",52,,https://www.google.com/maps/place/?q=place_id:ChIJh1yz_ywfcS4RDAnILaOtPeg,
OPERATIONAL,"Bandengan Rt11 Rw4, Mulyoharjo I, Mulyoharjo, Jepara, Jepara Regency, Central Java 59431, Indonesia","{'location': {'lat': -6.5729862, 'lng': 110.6627119}, 'viewport': {'northeast': {'lat': -6.571633970107279, 'lng': 110.6640406298927}, 'southwest': {'lat': -6.574333629892723, 'lng': 110.6613409701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,SieKemboe Syari'ah Guest House,,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106133571906372738194"">A Google User</a>'], 'photo_reference': 'AUGGfZk7XVUs58CI4bdBbJ8NTFjjxiQpE22XKt-6hlC6tSE6OSf4e2_LrXwDZGxcowlnpPQuNO6Oj2znBLopvstLa55HHbdpvEcOXQ2pFTHzu6MrvoS9Q6l9P7BzXL2nt4BuLa5hiCFXDfYbwjLBZ9R8qyiug_Z1SS_sFP8XgZpuNlm6ZHfh', 'width': 1200}]",ChIJlTL86eMfcS4RpV6zqfyITcI,"{'compound_code': 'CMG7+R3 Mulyoharjo, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5GCMG7+R3'}",4.8,ChIJlTL86eMfcS4RpV6zqfyITcI,"['lodging', 'point_of_interest', 'establishment']",24,,https://www.google.com/maps/place/?q=place_id:ChIJlTL86eMfcS4RpV6zqfyITcI,
OPERATIONAL,"Jl. Kusumo Utoyo, Kauman, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59417, Indonesia","{'location': {'lat': -6.5940634, 'lng': 110.6638913}, 'viewport': {'northeast': {'lat': -6.592664270107278, 'lng': 110.6651636798927}, 'southwest': {'lat': -6.595363929892722, 'lng': 110.6624640201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sriya Cafe & Homestay Jepara,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117539276931447764284"">A Google User</a>'], 'photo_reference': 'AUGGfZk4pbgUVZ0eBvZLqsD-1fAHrxLsvNrm1faFYM6xSPLt8Z6m0EtOiUMaf_qVYAX6GRg2JjV-DdQIBJJKq_0XiMSnXYuZohMoIc8CIUW0_-rlWvnMp9A0eUab43l2rRLqLx704zxGqVhdDSZCBQnDZfskmAslU8YPNTKFbXjA_eiYpOOv', 'width': 1280}]",ChIJ_67olwIfcS4RFViUJUwZn-A,"{'compound_code': 'CM47+9G Kauman, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5GCM47+9G'}",4.3,ChIJ_67olwIfcS4RFViUJUwZn-A,"['restaurant', 'food', 'point_of_interest', 'establishment']",852,2.0,https://www.google.com/maps/place/?q=place_id:ChIJ_67olwIfcS4RFViUJUwZn-A,
OPERATIONAL,"Jl. Kol. Sugiono No.20, Jobokuto III, Jobokuto, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59416, Indonesia","{'location': {'lat': -6.5892385, 'lng': 110.6630583}, 'viewport': {'northeast': {'lat': -6.587842570107279, 'lng': 110.6643655798927}, 'southwest': {'lat': -6.590542229892723, 'lng': 110.6616659201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Nusantara,,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107464893993368285777"">A Google User</a>'], 'photo_reference': 'AUGGfZkOYtpSFN8F6l-cQRsMMzflTZMa_O2GHLHh3eE5XwHHVWMtm34fsonrTQXCH89tVGsGxogdFcdZbABNIRTSlFi8JdVfhJtQ668YdLnY8e-F6-JBFqwonPkkOvs0tK5UUzaJpuLv-ctmGbDowyc0Wsw7gm27hjqQSgV7dCg10FpU4JNg', 'width': 3264}]",ChIJp_Fd6uIecS4RsNC94JL3lAA,"{'compound_code': 'CM67+86 Jobokuto, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5GCM67+86'}",4.0,ChIJp_Fd6uIecS4RsNC94JL3lAA,"['lodging', 'point_of_interest', 'establishment']",484,,https://www.google.com/maps/place/?q=place_id:ChIJp_Fd6uIecS4RsNC94JL3lAA,
OPERATIONAL,"Jalan Tirto Samudera No.199, Bandengan, Jl. Raya Tirta Samudra No.199, Rw. I, Bandengan, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59432, Indonesia","{'location': {'lat': -6.554401599999999, 'lng': 110.65379}, 'viewport': {'northeast': {'lat': -6.553054820107278, 'lng': 110.6551379798927}, 'southwest': {'lat': -6.555754479892721, 'lng': 110.6524383201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sunset Beach,,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107464893993368285777"">A Google User</a>'], 'photo_reference': 'AUGGfZnC_vjjh0mwi73fRukIYXq_HphHx-eWwQlbkSAJQfbmc6IyS_wiRYrcnr0ughU_zQP16B5W5C0F9sYal2iocnE9ft1rWQtJbtbCPOgEZ0llQopoYYAMjI_OCC3kTdQA4O8m5jlN3zbqS8p0iEcHXFfCDQSPN3f41EcrOHLhoa3AQ0TO', 'width': 3264}]",ChIJ4fBAnikfcS4RkAd2eMNMk38,"{'compound_code': 'CMW3+6G Bandengan, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5GCMW3+6G'}",4.3,ChIJ4fBAnikfcS4RkAd2eMNMk38,"['lodging', 'point_of_interest', 'establishment']",2008,,https://www.google.com/maps/place/?q=place_id:ChIJ4fBAnikfcS4RkAd2eMNMk38,
OPERATIONAL,"Rw. IV, Bulu, Jepara, Jepara Regency, Central Java 59418, Indonesia","{'location': {'lat': -6.5890007, 'lng': 110.6467935}, 'viewport': {'northeast': {'lat': -6.587678620107278, 'lng': 110.6481067798927}, 'southwest': {'lat': -6.590378279892722, 'lng': 110.6454071201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Samudra Hotel & Resto,,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112400247563309854774"">A Google User</a>'], 'photo_reference': 'AUGGfZkEhwc0RIpV1avPKWpRHXYwDpcHgl0JxzRvxEUzCV0pTX6WXxV7-1n-SjVqs1CHejZ8LmeIT04Toyy7nWTfQw-mRfzsl9HdMR4q-ImAyRAiJKqseAqxCLHvizi_NdKvsf6z-4Zd3Az1i_5jQD_HHbvk4M5qBsGcxAI02ozHiE_IV2Gi', 'width': 720}]",ChIJ3YKFfu4ecS4RjvGX9HbljA0,"{'compound_code': 'CJ6W+CP Bulu, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5GCJ6W+CP'}",3.8,ChIJ3YKFfu4ecS4RjvGX9HbljA0,"['lodging', 'point_of_interest', 'establishment']",323,,https://www.google.com/maps/place/?q=place_id:ChIJ3YKFfu4ecS4RjvGX9HbljA0,
OPERATIONAL,"Pengkol III, Pengkol, Jepara, Jepara Regency, Central Java 59415, Indonesia","{'location': {'lat': -6.5857291, 'lng': 110.6732854}, 'viewport': {'northeast': {'lat': -6.584421620107278, 'lng': 110.6747265298927}, 'southwest': {'lat': -6.587121279892722, 'lng': 110.6720268701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wisma Andany,,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115844965405863931989"">Ariyo B</a>'], 'photo_reference': 'AUGGfZmuJLprhuXrh37IW0Uz6UOkOGcvLuGC9qE4Y-CahLwHlPbPL9Gylo7Q4PPDNGQUPQcooL0MO58lJLBKSzRvG3xm7cS34whpKGSaiNk2XeU_3b0lsQnkonImzM6m99Hu7gq0_mH3P8OkKHzUl5V-7GeGsYET1hY-640tS87LfAj2fziT', 'width': 4000}]",ChIJrZsEzSYfcS4RUnfVO_10DxY,"{'compound_code': 'CM7F+P8 Pengkol, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5GCM7F+P8'}",4.5,ChIJrZsEzSYfcS4RUnfVO_10DxY,"['lodging', 'point_of_interest', 'establishment']",89,,https://www.google.com/maps/place/?q=place_id:ChIJrZsEzSYfcS4RUnfVO_10DxY,
OPERATIONAL,"7P9G+J59, Jl. Raya Welahan No.1, Rw. I, Kriyan, Kec. Kalinyamatan, Kabupaten Jepara, Jawa Tengah 59462, Indonesia","{'location': {'lat': -6.730865, 'lng': 110.7251344}, 'viewport': {'northeast': {'lat': -6.729540620107278, 'lng': 110.7266247798927}, 'southwest': {'lat': -6.732240279892722, 'lng': 110.7239251201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wisma Jepara,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100489467929208684483"">A Google User</a>'], 'photo_reference': 'AUGGfZmjPK8RjwqD5H3hWTDbYDP7FCkQfhXhjpyz9te5QDi4Y35EJu35vySow72_zAHXHC4RJrc3VDWQ-sVQSkdQ-jz1sHgHo6w8hcuzDVwXiwvIid2SMXVg1pZEPniKGmBr0G_B6yyAzzAdVQUB60Y05hJ15lbuz-7uvoHNez4WI9vpUQ-I', 'width': 3000}]",ChIJi4V8z-_dcC4ROMeDnugUE_U,,4.1,ChIJi4V8z-_dcC4ROMeDnugUE_U,"['lodging', 'point_of_interest', 'establishment']",431,,https://www.google.com/maps/place/?q=place_id:ChIJi4V8z-_dcC4ROMeDnugUE_U,
OPERATIONAL,"Jl. Jenderal Sudirman No.25 B, Demaan VII, Demaan, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59419, Indonesia","{'location': {'lat': -6.5963067, 'lng': 110.6586871}, 'viewport': {'northeast': {'lat': -6.594966120107277, 'lng': 110.6600689298927}, 'southwest': {'lat': -6.597665779892721, 'lng': 110.6573692701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kost Riki / Guest House Syariah,{'open_now': True},"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109819245156981118560"">sholih sholih</a>'], 'photo_reference': 'AUGGfZnpc8ync4qvpQoZ3a-Ix_S9AsgVMmYz_yfFeaHXOFGcyeI4RRPdGtIEjnB6TWXQQ5r9gEAYFhtjT8hZWovqaoGtI9z8O9DO43bukrOUkBjNUAgBHDu8wIFBSrFIfvd_v4nV9XK6QT4adPMuzSsl3T6j5hGixgQxCFduWhrnE1Sq8DIY', 'width': 4128}]",ChIJKcf16PYfcS4R6ctGxz9QdWc,"{'compound_code': 'CM35+FF Demaan, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5GCM35+FF'}",4.8,ChIJKcf16PYfcS4R6ctGxz9QdWc,"['lodging', 'point_of_interest', 'establishment']",18,,https://www.google.com/maps/place/?q=place_id:ChIJKcf16PYfcS4R6ctGxz9QdWc,
OPERATIONAL,"Jalan Gudang Sawo No.KM. 1,5, Mulyoharjo I, Mulyoharjo, Kec. Jepara, Jawa Tengah 59431, Indonesia","{'location': {'lat': -6.5769258, 'lng': 110.6688308}, 'viewport': {'northeast': {'lat': -6.575525170107278, 'lng': 110.6701877798927}, 'southwest': {'lat': -6.578224829892722, 'lng': 110.6674881201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Homestay Almadina Syariah,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108185538434610012941"">M I R AKBAR GHIYATA</a>'], 'photo_reference': 'AUGGfZmuptNpwtm7-Q8LnKfVdW0dW9Zqaucb0g5d09e4Z-ES60VincOIWumXpqgh1ncEcoPtJPCBPD_4uQFJHArH1DHvAtSbB643MqaXD9GLy-TQxjG4OJ67EDiUfDaaFAA7gy_0xfpJ-ohlcIX_hdg0OUDIeXosPOY2_Ypp-5Mi_oZV80Ma', 'width': 4624}]",ChIJpVanav4fcS4Rn0F3ZEAxw48,"{'compound_code': 'CMF9+6G Mulyoharjo, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5GCMF9+6G'}",4.0,ChIJpVanav4fcS4Rn0F3ZEAxw48,"['lodging', 'point_of_interest', 'establishment']",91,,https://www.google.com/maps/place/?q=place_id:ChIJpVanav4fcS4Rn0F3ZEAxw48,
OPERATIONAL,"Jl. Kapuran Karimunjawa, Rw. V, Kedungcino, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59432, Indonesia","{'location': {'lat': -6.5596017, 'lng': 110.6716905}, 'viewport': {'northeast': {'lat': -6.558293870107278, 'lng': 110.6731015798927}, 'southwest': {'lat': -6.560993529892722, 'lng': 110.6704019201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Karimunjawa Inn,,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103854005986648022958"">Jakes D</a>'], 'photo_reference': 'AUGGfZknq_XMS3UEaTn5zWUCvq37aKJTuRD778TiLdWnLiLF2Q_DAfK9L-phUkUygzvCqxmfuX6QiR7fD7FjWYGhh45nVePLc85kOxRike8GbSOT_E61fGTCAB7Di7IfVYEcJVlc3QYpvCf8afQEfp5M7EUMmFIdBH6xFc0khInysO5Exari', 'width': 3840}]",ChIJp-OaS9MYcS4RxlAFzbOAGbI,,4.3,ChIJp-OaS9MYcS4RxlAFzbOAGbI,"['lodging', 'point_of_interest', 'establishment']",20,,https://www.google.com/maps/place/?q=place_id:ChIJp-OaS9MYcS4RxlAFzbOAGbI,
OPERATIONAL,"CM58+W9P, Jl. Dr. Sutomo No.18, Kauman, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59417, Indonesia","{'location': {'lat': -6.592453400000001, 'lng': 110.6635048}, 'viewport': {'northeast': {'lat': -6.59115082010728, 'lng': 110.6648278798927}, 'southwest': {'lat': -6.593850479892724, 'lng': 110.6621282201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Jepara Residence,,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113487488460164553781"">Marhamah Aljufri</a>'], 'photo_reference': 'AUGGfZlGQyQreRoUOm9pHb6c4v0OsoEQHXW9-1i1pI62grVq50rYSWtD_1SIDaeinbBy5mLnsz7yNohKj5PnO1DrWpCfmpUfz9Hz6F0TXzkrqNYikT8nahsQBjPqZrHGa4j-lXhr4nanPbR6JAufWNnOn5syNN3XReoowxrvkAb_0_b0J0jS', 'width': 3264}]",ChIJVxTpQeIfcS4R7pNERy90l-k,,4.5,ChIJVxTpQeIfcS4R7pNERy90l-k,"['lodging', 'point_of_interest', 'establishment']",56,,https://www.google.com/maps/place/?q=place_id:ChIJVxTpQeIfcS4R7pNERy90l-k,
OPERATIONAL,"9MQ3+44R, Unnamed Road, Karangkebagusan IV, Karangkebagusan, Jepara, Jepara Regency, Central Java 59427, Indonesia","{'location': {'lat': -6.6121693, 'lng': 110.6528497}, 'viewport': {'northeast': {'lat': -6.610988620107278, 'lng': 110.6544935298927}, 'southwest': {'lat': -6.613688279892722, 'lng': 110.6517938701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,La Famille Apartments,,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117793876811447315175"">eboy boy</a>'], 'photo_reference': 'AUGGfZmKc9BEks-q6vpVLv99HHM7FfDUZIc7yp_r0pycVDHux04t1UQUR8HAkrYJAh5YE_Bid-oS_SFxoDPL1vO8oSvPmdG2jLORNXXI1qBkNtOg-PwVFcD4XLo0qt708oMcTtRNoUo2_E8tyYEVF1MaTFrp9gnbcVLZdtmEqdxisJt7R82o', 'width': 3840}]",ChIJf_j5p1AfcS4RM0ErwCDGrXA,,4.5,ChIJf_j5p1AfcS4RM0ErwCDGrXA,"['lodging', 'point_of_interest', 'establishment']",107,,https://www.google.com/maps/place/?q=place_id:ChIJf_j5p1AfcS4RM0ErwCDGrXA,
OPERATIONAL,"7P9G+J59, Jl. Raya Welahan No.1, Rw. I, Kriyan, Kec. Kalinyamatan, Kabupaten Jepara, Jawa Tengah 59462, Indonesia","{'location': {'lat': -6.730865, 'lng': 110.7251344}, 'viewport': {'northeast': {'lat': -6.729540620107278, 'lng': 110.7266247798927}, 'southwest': {'lat': -6.732240279892722, 'lng': 110.7239251201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wisma Jepara,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100489467929208684483"">A Google User</a>'], 'photo_reference': 'AUGGfZm_wikMlIsgrFKSrkWxGVDLH8SvKbLBcYUa4Hl42KhP0iQ7kYw3l5hkw9Tk44rcE0r7osAZ3Kpyti96Ocag6nprZSV_i-JNpR4SmCtpxd51R0ADNcAWC6GPyi8Pczq39lFy3Yu5q1KBaxVA8NlzB-gXM-psvtjI5OrIUMrK2DeSr9z2', 'width': 3000}]",ChIJi4V8z-_dcC4ROMeDnugUE_U,,4.1,ChIJi4V8z-_dcC4ROMeDnugUE_U,"['lodging', 'point_of_interest', 'establishment']",431,,https://www.google.com/maps/place/?q=place_id:ChIJi4V8z-_dcC4ROMeDnugUE_U,
OPERATIONAL,"9P27+G48, Jl. Marsam, Ngabul, Kec. Tahunan, Kabupaten Jepara, Jawa Tengah 59428, Indonesia","{'location': {'lat': -6.649306699999999, 'lng': 110.7140064}, 'viewport': {'northeast': {'lat': -6.647940870107277, 'lng': 110.7153072298927}, 'southwest': {'lat': -6.650640529892721, 'lng': 110.7126075701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Jepara Garden Resort,{'open_now': True},"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106511698128058841734"">A Google User</a>'], 'photo_reference': 'AUGGfZk1jOlOIqlta-3DA-qP4-ibxoVSIlEevEHS5ftqVE-WNNeD3rvYUxnA9_FAQ9xVHMSy0cmVgV-B6hVUkfLlj6QjNIToi3EOdOhVXqD6R7O6TnJiqftvCx8KH9GP8rze0T9nL_0XfcrgsO0kN2MiidCjuOEyWki4S0KnjGkna30Lgsrt', 'width': 4032}]",ChIJ22iy4qbfcC4RFU4RIizKPh8,,4.6,ChIJ22iy4qbfcC4RFU4RIizKPh8,"['lodging', 'point_of_interest', 'establishment']",228,,https://www.google.com/maps/place/?q=place_id:ChIJ22iy4qbfcC4RFU4RIizKPh8,
OPERATIONAL,"Jl. Tlk. Awur No.42, Telukawur, Kec. Tahunan, Kabupaten Jepara, Jawa Tengah 59427, Indonesia","{'location': {'lat': -6.615886499999999, 'lng': 110.6483232}, 'viewport': {'northeast': {'lat': -6.614606920107278, 'lng': 110.6497503798927}, 'southwest': {'lat': -6.617306579892722, 'lng': 110.6470507201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tilem Beach Hotel and Resort,{'open_now': True},"[{'height': 2912, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101375512475923775707"">A Google User</a>'], 'photo_reference': 'AUGGfZkZfBCeUZWO8iaFkmf51TBHi8NEkWxZwanyRIOFqoWDtsKMcFKq9LY_EESJdsOU7qvrU5VCXU4F8KzarKr86Tn9se63UAxmLoFWkKTS0qEsROHzDyUlWu7f1icwLwVZBekTCqOcLeb55Wqvd_0BD4jskvB4FaNzF3pPbHMIWO61M2gk', 'width': 5168}]",ChIJe_OSpYkfcS4R_yTTr6vhfVQ,"{'compound_code': '9JMX+M8 Telukawur, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5G9JMX+M8'}",4.6,ChIJe_OSpYkfcS4R_yTTr6vhfVQ,"['lodging', 'point_of_interest', 'establishment']",769,,https://www.google.com/maps/place/?q=place_id:ChIJe_OSpYkfcS4R_yTTr6vhfVQ,
OPERATIONAL,"Jl. Pantai Teluk Awur No.1, Tegal Sambi, Tahunan, Telukawur, Semat, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59424, Indonesia","{'location': {'lat': -6.615156, 'lng': 110.6488875}, 'viewport': {'northeast': {'lat': -6.613768170107278, 'lng': 110.6502585298927}, 'southwest': {'lat': -6.616467829892722, 'lng': 110.6475588701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Jepara Beach Hotel,{'open_now': True},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109469015825371802174"">Jepara Beach Hotel</a>'], 'photo_reference': 'AUGGfZmldy5W6EpZ85cOlcwKbok5FLTYeklCloMmU9W5qwLilsP2qEv0s25O__rdaQMKaSutL8twxLoT79PVJM_99aHtSqSLvc_pNw7s6NGj4Q4UD_-jSvrR7ryyv93j02f2T9w8pMXBzMyrw698qV8XNLgDqNsQVTuJ17jW8Oq5fjINmeFQ', 'width': 2048}]",ChIJHTojOUQecS4ROtl39TtYHtk,"{'compound_code': '9JMX+WH Semat, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5G9JMX+WH'}",4.0,ChIJHTojOUQecS4ROtl39TtYHtk,"['lodging', 'point_of_interest', 'establishment']",1045,,https://www.google.com/maps/place/?q=place_id:ChIJHTojOUQecS4ROtl39TtYHtk,
