business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,url,permanently_closed
OPERATIONAL,"Jl. Rw. Segaran No.37, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia","{'location': {'lat': -6.307509599999999, 'lng': 106.8919034}, 'viewport': {'northeast': {'lat': -6.306186670107278, 'lng': 106.8933141298927}, 'southwest': {'lat': -6.308886329892721, 'lng': 106.8906144701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,The Segaran House,,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106880618095350567351"">A Google User</a>'], 'photo_reference': 'AUGGfZld_vvnHb8w0tpcQARGYp45XW62wTsrzyWBcrFhvXd_qijL-4QFHduYJ1A1X45nDDvdBRGoxTvUYmzJpFGv-ntZsevmiSAghE0AUtiTQGXKQI4eBiYvXD9_ls7P5veoJxmg9zjX89GuHqAu7gNTU20gA1UM1k5ZdKPiIovPZspRxLq7', 'width': 1600}]",ChIJBfSoOCrtaS4RUHNqMZywLyM,"{'compound_code': 'MVRR+XQ Ceger, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58MVRR+XQ'}",4.8,ChIJBfSoOCrtaS4RUHNqMZywLyM,"['lodging', 'point_of_interest', 'establishment']",61,https://www.google.com/maps/place/?q=place_id:ChIJBfSoOCrtaS4RUHNqMZywLyM,
OPERATIONAL,"Jl. Raya TMII, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia","{'location': {'lat': -6.3042881, 'lng': 106.9005779}, 'viewport': {'northeast': {'lat': -6.302926270107279, 'lng': 106.9019446298927}, 'southwest': {'lat': -6.305625929892723, 'lng': 106.8992449701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Desa Wisata Tmii,,"[{'height': 683, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112009333932692248649"">muhamad mansur</a>'], 'photo_reference': 'AUGGfZkFEIdLW7TGfcogRjbG588SPv0TMBC1ZaAvyOFI7BvHpSO-WPagV52r2RdZanCxVbuR9dTEBkend98Bh1ghKo5iFKsCEbYPDnnminCL-jZ7u-Rp3m5ByubmC2rOrO1h7BtIqaRON7kMqvQcCwrmS7pDUz4GKF9XKRstjys34jkMxBU0', 'width': 1024}]",ChIJw22ydlDtaS4Rn80VEhz4Xfk,"{'compound_code': 'MWW2+77 Ceger, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58MWW2+77'}",4.2,ChIJw22ydlDtaS4Rn80VEhz4Xfk,"['lodging', 'point_of_interest', 'establishment']",1004,https://www.google.com/maps/place/?q=place_id:ChIJw22ydlDtaS4Rn80VEhz4Xfk,
OPERATIONAL,"Jl. Raya Mabes Hankam No.51, RT.9/RW.3, Setu, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13880, Indonesia","{'location': {'lat': -6.314021299999999, 'lng': 106.9072663}, 'viewport': {'northeast': {'lat': -6.312704920107278, 'lng': 106.9086137798927}, 'southwest': {'lat': -6.315404579892722, 'lng': 106.9059141201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Cove Veranda,,,ChIJEyqeeMjtaS4Rjdbxu23tLL8,"{'compound_code': 'MWP4+9W Setu, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58MWP4+9W'}",4.4,ChIJEyqeeMjtaS4Rjdbxu23tLL8,"['lodging', 'point_of_interest', 'establishment']",36,https://www.google.com/maps/place/?q=place_id:ChIJEyqeeMjtaS4Rjdbxu23tLL8,
OPERATIONAL,"Jl. Raya Kranggan No.69, RT.002/RW.016, Cibubur, Kec. Jatisampurna, Kota Bks, Jawa Barat 17433, Indonesia","{'location': {'lat': -6.3746215, 'lng': 106.9175661}, 'viewport': {'northeast': {'lat': -6.373111820107278, 'lng': 106.9189830298927}, 'southwest': {'lat': -6.375811479892722, 'lng': 106.9162833701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Avenzel Hotel and Convention Cibubur,,"[{'height': 3744, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101131589996628439478"">A Google User</a>'], 'photo_reference': 'AUGGfZl5xd6Gq_r7MNeWvcw36P2rPzR9QF0ujaax4QHc3ZN8UmmzF0rPEJLlyHT4Bp7CMobBMWNvUViNPn5LYDGwUehMxQodzenwrKdO6V3W013JYZFBMTp-BoeRy2VzMKOqkEnGX9G2e7Uh0Eej27wC-RO7GOf71D8HuC_3NXgEshdw6UWi', 'width': 5616}]",ChIJN-OFOlSTaS4RN7e34GKRLZY,"{'compound_code': 'JWG9+52 Cibubur, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58JWG9+52'}",4.6,ChIJN-OFOlSTaS4RN7e34GKRLZY,"['lodging', 'point_of_interest', 'establishment']",5082,https://www.google.com/maps/place/?q=place_id:ChIJN-OFOlSTaS4RN7e34GKRLZY,
OPERATIONAL,"34, Jl. Raya Pkp No.34, RT.2/RW.8, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720, Indonesia","{'location': {'lat': -6.3408067, 'lng': 106.8865514}, 'viewport': {'northeast': {'lat': -6.339327470107278, 'lng': 106.8879212298927}, 'southwest': {'lat': -6.342027129892722, 'lng': 106.8852215701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Villa Srimanganti,{'open_now': True},"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114697240136774215535"">A Google User</a>'], 'photo_reference': 'AUGGfZkoamaEyCibdI2sBKhhSKNXrmcQOR_2KNbpPEvuXI9uhlol0Cf_8vyrEKBSI6SUpufEtMRRJUXysC_npLtEayJZiAToBwpJ9NtqWyRb7wzq3GxnlH4gE5aChkvwTh8W7GiJ-gYXnENWJGz1MlMiczgqy228OuNkwoqbHPIf4RjHjDKw', 'width': 5472}]",ChIJm16a-eDsaS4Rz8AzNi2ZixY,"{'compound_code': 'MV5P+MJ Kelapa Dua Wetan, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58MV5P+MJ'}",4.4,ChIJm16a-eDsaS4Rz8AzNi2ZixY,"['lodging', 'point_of_interest', 'establishment']",1466,https://www.google.com/maps/place/?q=place_id:ChIJm16a-eDsaS4Rz8AzNi2ZixY,
OPERATIONAL,"Jl. Danau Cibubur Asri No.105, RT.5/RW.009, Harjamukti, Kec. Cimanggis, Kota Depok, Jawa Barat 16454, Indonesia","{'location': {'lat': -6.3753156, 'lng': 106.899301}, 'viewport': {'northeast': {'lat': -6.373965470107279, 'lng': 106.9006639298927}, 'southwest': {'lat': -6.376665129892722, 'lng': 106.8979642701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Nonie’s Huis Hotel & Resto,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108370515902586015819"">A Google User</a>'], 'photo_reference': 'AUGGfZmiiM53fpRAvMZ1AKlaxQeFe40C0zLqL14PRFMBXVgoVTjasuwYDH6S_I-oUmhXp4WoXosmv0YDjst7Qm5dC7T04Kp0FM-u2CThawfkbZ6kfLIU5eBOzQyEmLWA77F1xyqz7w0qN-9J5qPBQIgpA8drJCmmBu_7jJ4_IApZ6EgwsFKn', 'width': 4032}]",ChIJm4z8NwbtaS4RqsDll2lZmV8,"{'compound_code': 'JVFX+VP Harjamukti, Depok City, West Java, Indonesia', 'global_code': '6P58JVFX+VP'}",4.6,ChIJm4z8NwbtaS4RqsDll2lZmV8,"['lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']",262,https://www.google.com/maps/place/?q=place_id:ChIJm4z8NwbtaS4RqsDll2lZmV8,
OPERATIONAL,"Jl. Gatot Subroto No.Kav. 2 3, Ceger, Cipayung, Jakarta, 12930, Indonesia","{'location': {'lat': -6.3140858, 'lng': 106.8936238}, 'viewport': {'northeast': {'lat': -6.312686670107277, 'lng': 106.8949963298927}, 'southwest': {'lat': -6.315386329892722, 'lng': 106.8922966701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Mangkuluhur Residences by Lorin,,,ChIJTX_fJEHtaS4RUDsmB8YcaqM,"{'compound_code': 'MVPV+9C Ceger, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58MVPV+9C'}",0.0,ChIJTX_fJEHtaS4RUDsmB8YcaqM,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJTX_fJEHtaS4RUDsmB8YcaqM,
OPERATIONAL,"MWPF+G6, Jatimelati, Pondok Melati, Bekasi, West Java, Indonesia","{'location': {'lat': -6.313626999999999, 'lng': 106.9230665}, 'viewport': {'northeast': {'lat': -6.312275920107277, 'lng': 106.9244355298927}, 'southwest': {'lat': -6.314975579892721, 'lng': 106.9217358701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Dhika Serenity Hotel @ Jatiwarna,,"[{'height': 1066, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116427509320046528274"">A Google User</a>'], 'photo_reference': 'AUGGfZnLSbqfOhtOR041g_JqIoZfC6pv-GzRQCpykZbnlKIMHR-mFYVA8WUBgwM0UXa4WJAcCx9MxGWtp9fNy6nT6WeRjCJ0knJjCHRejoVnUiMM7LCUnNpilRZbP765So9R5I2Ihkgz2O9H4Mc2XzYXvot9RhLHV4GBwRcH5P4jcJpHokUV', 'width': 1600}]",ChIJQ8E3CuOTaS4RTdMWnLPkHag,,4.4,ChIJQ8E3CuOTaS4RTdMWnLPkHag,"['lodging', 'point_of_interest', 'establishment']",29,https://www.google.com/maps/place/?q=place_id:ChIJQ8E3CuOTaS4RTdMWnLPkHag,
OPERATIONAL,"Jl. Taruna Jaya No.3, RT.3/RW.14, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720, Indonesia","{'location': {'lat': -6.3658407, 'lng': 106.8867172}, 'viewport': {'northeast': {'lat': -6.364482020107278, 'lng': 106.8880694798927}, 'southwest': {'lat': -6.367181679892722, 'lng': 106.8853698201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Namora Residence by Ruang Nyaman,{'open_now': True},"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111084902052855415648"">A Google User</a>'], 'photo_reference': 'AUGGfZnhaO3juWhzxW_Pqz2Qga2N3EfKNQkdSkT5uO-kqhZJNqD_YjYWv5LVHpmsX0EIETePN33yTfYbmMSyZPMuhSCli2VXFwh0UUN-ytXD7Y5Ik24Se928udpFnjuZjfPQg_C_sjjbqEtQNXcYqzswO6gmwLkN4q7DQlzRrZtK7nS5hylh', 'width': 640}]",ChIJAbWCs5fsaS4RfgoUm0Xz9m8,"{'compound_code': 'JVMP+MM Cibubur, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58JVMP+MM'}",4.0,ChIJAbWCs5fsaS4RfgoUm0Xz9m8,"['lodging', 'point_of_interest', 'establishment']",422,https://www.google.com/maps/place/?q=place_id:ChIJAbWCs5fsaS4RfgoUm0Xz9m8,
OPERATIONAL,"Jl. Raya Centex No.1, RT.8/RW.3, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740, Indonesia","{'location': {'lat': -6.319157, 'lng': 106.877572}, 'viewport': {'northeast': {'lat': -6.317811070107277, 'lng': 106.8789379298927}, 'southwest': {'lat': -6.320510729892721, 'lng': 106.8762382701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Marsya Prima,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101791125092120874980"">A Google User</a>'], 'photo_reference': 'AUGGfZmS-VF4hBR-ege1kNcQBrD3VwftVEheNIkuxPyAVk2BZPB-WK7oZNV38W151FIPALL9l4sH1ow8Ko-YlTgFFuAowQSGi1aXDMOgN6HcsjuVvS1VbDr--hUK6r1gRli7vunvdVqpy64jMFY1vc2wDFChOebysYWQ_GVmHwG7b4dujQBx', 'width': 1080}]",ChIJ277qlxLtaS4R6K0T5KwBQOY,"{'compound_code': 'MVJH+82 Ciracas, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58MVJH+82'}",3.9,ChIJ277qlxLtaS4R6K0T5KwBQOY,"['lodging', 'point_of_interest', 'establishment']",193,https://www.google.com/maps/place/?q=place_id:ChIJ277qlxLtaS4R6K0T5KwBQOY,
OPERATIONAL,"6, Jl. Raya Pd. Gede Jl. Pinang Ranti II No.6, RT.6/RW.2, Pinang Ranti, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13560, Indonesia","{'location': {'lat': -6.2912326, 'lng': 106.884931}, 'viewport': {'northeast': {'lat': -6.289858370107279, 'lng': 106.8862899298927}, 'southwest': {'lat': -6.292558029892723, 'lng': 106.8835902701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sans Hotel Fiducia Pondok Gede,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100208284208302325260"">ignatius herliyatno</a>'], 'photo_reference': 'AUGGfZmzcOpZlAG2ZOdpbDIFrUSKaHy-kx_1TgK3GWFoamoHuACvwnZhaa2OZOryg1q2PKNWTn-ZrDm3opj87ljo8OYJXfvkG9JZo1t51AAZK-WpgBSsM2wKdOLJtKOA_6AvKKf8_XdBSHF8PZM_4M4BxGLlctdjKWjro2SLE-kdl9dso7w3', 'width': 3120}]",ChIJw_4JO5nyaS4RSH6mi6XOEUU,"{'compound_code': 'PV5M+GX Pinang Ranti, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58PV5M+GX'}",3.9,ChIJw_4JO5nyaS4RSH6mi6XOEUU,"['lodging', 'point_of_interest', 'establishment']",1961,https://www.google.com/maps/place/?q=place_id:ChIJw_4JO5nyaS4RSH6mi6XOEUU,
OPERATIONAL,"Grand Simatupang 19FL-02, Jl. Buah No.4, RT.2/RW.4, Pekayon, Jakarta, East Jakarta City, Jakarta 13710, Indonesia","{'location': {'lat': -6.3416543, 'lng': 106.8701853}, 'viewport': {'northeast': {'lat': -6.340312970107277, 'lng': 106.8716410798927}, 'southwest': {'lat': -6.343012629892721, 'lng': 106.8689414201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,City View Studio Apartment at Titanium Square,,,ChIJTwV4kP7saS4RfMPZU5jFBDo,"{'compound_code': 'MV5C+83 Pekayon, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58MV5C+83'}",3.8,ChIJTwV4kP7saS4RfMPZU5jFBDo,"['lodging', 'point_of_interest', 'establishment']",4,https://www.google.com/maps/place/?q=place_id:ChIJTwV4kP7saS4RfMPZU5jFBDo,
OPERATIONAL,"Jl. Dukuh VI No.38, Dukuh, Jakarta, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13550, Indonesia","{'location': {'lat': -6.290353199999999, 'lng': 106.8777147}, 'viewport': {'northeast': {'lat': -6.288934320107278, 'lng': 106.8790931798927}, 'southwest': {'lat': -6.291633979892722, 'lng': 106.8763935201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz near Taman Mini Jakarta,,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114006525767979137198"">A Google User</a>'], 'photo_reference': 'AUGGfZkx_2AYWijKukdnT6TMniiPSUfJ5QOZGq5bNpTy9qCGwI_CLQDRRe8xdAQwlU4vJHQAKg9hyt122Jyw15BZaHYMFBL6qf_XbPly6wTCz2xxoCyfmK8vEWQ-qPU84Nlsqgyf5S_-yGVII5tXBcdR95w97ZOsWdpkkKb3f5ckdnJHkQ2D', 'width': 900}]",ChIJTeRW7yfzaS4R_J99jtVliDQ,"{'compound_code': 'PV5H+V3 Dukuh, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58PV5H+V3'}",4.0,ChIJTeRW7yfzaS4R_J99jtVliDQ,"['lodging', 'point_of_interest', 'establishment']",277,https://www.google.com/maps/place/?q=place_id:ChIJTeRW7yfzaS4R_J99jtVliDQ,
OPERATIONAL,"Jl. Mendu No.9, RT.002/RW.003, Jatirangga, Kec. Jatisampurna, Kota Bks, Jawa Barat 17434, Indonesia","{'location': {'lat': -6.3713807, 'lng': 106.936098}, 'viewport': {'northeast': {'lat': -6.370001470107278, 'lng': 106.9374559798927}, 'southwest': {'lat': -6.372701129892722, 'lng': 106.9347563201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,King Stone Resort Hotel,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104610990316866605508"">christiana catur</a>'], 'photo_reference': 'AUGGfZlWGKNOXZiH-3XYVx-4J07B0KQ1p3_zJC1mugdLKQKYUCco5hCSNxkOXZL2jiGeHSzRKSURMTf1K7TPfIPeaq6jqbrGKHeHKTxpwpwwvyUiPCK6LtSNKfeVzQR6C91YdnoULb2sqZqDIDMFyfE-y8rtgr2WwEWoMJgkBYEewZbTYgZi', 'width': 3024}]",ChIJM2rj912TaS4RDJ0lFZX-EkY,"{'compound_code': 'JWHP+CC Jatirangga, Bekasi, West Java, Indonesia', 'global_code': '6P58JWHP+CC'}",4.0,ChIJM2rj912TaS4RDJ0lFZX-EkY,"['lodging', 'point_of_interest', 'establishment']",468,https://www.google.com/maps/place/?q=place_id:ChIJM2rj912TaS4RDJ0lFZX-EkY,
OPERATIONAL,"Gg: Anggur No.17, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia","{'location': {'lat': -6.3385231, 'lng': 106.8810642}, 'viewport': {'northeast': {'lat': -6.337173420107277, 'lng': 106.8824422298927}, 'southwest': {'lat': -6.339873079892721, 'lng': 106.8797425701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Urbanview Hotel My Home Ciracas by RedDoorz,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113515348791608151928"">Andrie R Kurnia</a>'], 'photo_reference': 'AUGGfZkxq9x-_vhkPxiN-lFjl4qY8qFdpm7HPUfiQQHmHbPs4Q1f4DzxzdGZA-ddrYKkf69lJvmUlfBhTsIn-NDopkLsmNBfPbgGC2LkgPBpFRMkFxHPUlbSK-UP-3I2xhsBTFEYUpSy69ylGoFMRODoP4IiML0johgFHlDFVqygJAkLVEym', 'width': 3264}]",ChIJv-s_ic_taS4RXkQDcZn0rGI,"{'compound_code': 'MV6J+HC Kelapa Dua Wetan, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58MV6J+HC'}",4.1,ChIJv-s_ic_taS4RXkQDcZn0rGI,"['lodging', 'point_of_interest', 'establishment']",15,https://www.google.com/maps/place/?q=place_id:ChIJv-s_ic_taS4RXkQDcZn0rGI,
OPERATIONAL,"Jl. Dukuh V No.99 6, RT.6/RW.5, Dukuh, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13550, Indonesia","{'location': {'lat': -6.2961192, 'lng': 106.8784404}, 'viewport': {'northeast': {'lat': -6.294779220107277, 'lng': 106.8797455298927}, 'southwest': {'lat': -6.297478879892721, 'lng': 106.8770458701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah 99 Guest House,,"[{'height': 585, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117326666221285907276"">Reynaldo Todo</a>'], 'photo_reference': 'AUGGfZndvKgO4lGJzT_g7gdg8m15i4pQb0Ef8PvqUwilWs6jV0Muzi9_ve_RMf7BIobXzly467y5iOY1DksfakjGh-aZc_2fw7Pwz7Wlh3Xi9MdlQ71SqKah0r0N3FKL1aE5laVAH8Y-5NUstfnwGiMveowIObhvbcLkhby98m8PaFTrVMX-', 'width': 1040}]",ChIJKZrATMjzaS4R_dSwV9f5JXk,"{'compound_code': 'PV3H+H9 Dukuh, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58PV3H+H9'}",4.3,ChIJKZrATMjzaS4R_dSwV9f5JXk,"['lodging', 'point_of_interest', 'establishment']",9,https://www.google.com/maps/place/?q=place_id:ChIJKZrATMjzaS4R_dSwV9f5JXk,
OPERATIONAL,"1, Jl. Raya Centex No.1, RT.10/RW.10, Ciracas, Jakarta, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740, Indonesia","{'location': {'lat': -6.3191223, 'lng': 106.8775229}, 'viewport': {'northeast': {'lat': -6.317779270107278, 'lng': 106.8789127298927}, 'southwest': {'lat': -6.320478929892722, 'lng': 106.8762130701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 90166 Marsya Prima Syariah Hotel,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100303262499733120153"">A Google User</a>'], 'photo_reference': 'AUGGfZkATHN4IB_5xEGNGEoSJboARYCQNMeQDctv4wMYcNznztmoLD6FwLlDbj-PHPNQXo2pmzRjeKNTfegv1BKQU7oCImvLGSlfY1n6BeQA5nDnF4A3x6W3A3jCCHSRBclzCGPw-i3tBW65A_1UfzpzfEhB7KMddwDVegjd9E7Blr0QhVu7', 'width': 1080}]",ChIJ5QgqSLTtaS4RSACEqj2z8HU,"{'compound_code': 'MVJH+92 Ciracas, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58MVJH+92'}",3.9,ChIJ5QgqSLTtaS4RSACEqj2z8HU,"['lodging', 'point_of_interest', 'establishment']",33,https://www.google.com/maps/place/?q=place_id:ChIJ5QgqSLTtaS4RSACEqj2z8HU,
OPERATIONAL,"Gg. Babah No.1, RT.10/RW.3, Bambu Apus, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13890, Indonesia","{'location': {'lat': -6.3008524, 'lng': 106.9099513}, 'viewport': {'northeast': {'lat': -6.299466420107278, 'lng': 106.9112955798927}, 'southwest': {'lat': -6.302166079892721, 'lng': 106.9085959201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Yantos Homestay,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106777997312152957842"">respati anggit</a>'], 'photo_reference': 'AUGGfZnAV41l_KBk_JyEGb2dobJ0eIiwiU-Idx4D_kcF8CdDlhEHnUj8Z5WB_bb4i8Nbgqb-GB3Ze0h_9I60AXpA944X4FMLKodbQx0a03r6QRFbRZnDg26c3tGTdxMOMcExDTI5nB8wR-v_unAZffaQaANasPQkfmv6WsHSP9rhU2iqQ-T7', 'width': 4160}]",ChIJnb0Xl1TtaS4R_nfhL3ugerM,"{'compound_code': 'MWX5+MX Bambu Apus, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58MWX5+MX'}",4.2,ChIJnb0Xl1TtaS4R_nfhL3ugerM,"['lodging', 'point_of_interest', 'establishment']",84,https://www.google.com/maps/place/?q=place_id:ChIJnb0Xl1TtaS4R_nfhL3ugerM,
OPERATIONAL,"4, Jl. Adil No.35, RT.4/RW.2, Susukan, Jakarta, Daerah Khusus Ibukota Jakarta 13750, Indonesia","{'location': {'lat': -6.307940899999999, 'lng': 106.864978}, 'viewport': {'northeast': {'lat': -6.306561670107278, 'lng': 106.8663457298927}, 'southwest': {'lat': -6.309261329892722, 'lng': 106.8636460701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz near Graha Cijantung Mall,,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111815778938200470407"">A Google User</a>'], 'photo_reference': 'AUGGfZmYGGFgy-65QN88GNuKIVxeRhSJa4Laf9lJT2PzRPM1b28wGM628WWC70REfeGAdYErVSOyZN0wUm-C_i-jBTjnkeRUY7ytDrAEx16sBXY6DVLkiDffRX_iDQCHx06PSxISJhaFIBU6M4ouwWsN-XLxUMDrmpJ1yYAn56BaWG-kHL9B', 'width': 900}]",ChIJryCPAzPtaS4RyOQrBZkP9kA,"{'compound_code': 'MVR7+RX Susukan, East Jakarta City, Jakarta, Indonesia', 'global_code': '6P58MVR7+RX'}",4.0,ChIJryCPAzPtaS4RyOQrBZkP9kA,"['lodging', 'point_of_interest', 'establishment']",175,https://www.google.com/maps/place/?q=place_id:ChIJryCPAzPtaS4RyOQrBZkP9kA,
