business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,url,price_level
OPERATIONAL,"368W+84H, West Bayah, Bayah, Lebak Regency, Banten 42393, Indonesia","{'location': {'lat': -6.9341859, 'lng': 106.245368}, 'viewport': {'northeast': {'lat': -6.932876020107278, 'lng': 106.2466951798927}, 'southwest': {'lat': -6.935575679892722, 'lng': 106.2439955201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,HOMESTAY UTHAMI,{'open_now': True},"[{'height': 3906, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117936913214070935409"">A Google User</a>'], 'photo_reference': 'AUGGfZk4Jh5qqstINf-tGL1xx7_OOA2tLrqE9M9nk5m89WLlmpAiYv2ketkcVazJoFmfKzxsZl-mxOW7hK_EqAOFW33qmvz8I1XabgNinYJ7UYhR4GNgt02z9p2c9eVxM9Ayb0QNH23JR7wZAetPtbAQa85F6XZmRf7Rx0vqayW27-ems1jg', 'width': 3472}]",ChIJQX8BW3SNQi4R4NZEG3ZRvo8,,5.0,ChIJQX8BW3SNQi4R4NZEG3ZRvo8,"['lodging', 'point_of_interest', 'establishment']",5,,https://www.google.com/maps/place/?q=place_id:ChIJQX8BW3SNQi4R4NZEG3ZRvo8,
OPERATIONAL,"Jl. Raya Cisolok No.KM.5, Cimaja, Kec. Cikakak, Kabupaten Sukabumi, Jawa Barat 43365, Indonesia","{'location': {'lat': -6.9578124, 'lng': 106.4860718}, 'viewport': {'northeast': {'lat': -6.956426670107278, 'lng': 106.4875464298927}, 'southwest': {'lat': -6.959126329892722, 'lng': 106.4848467701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Cimaja Square Hotel & Restaurant,{'open_now': True},"[{'height': 2524, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112863930346468363959"">A Google User</a>'], 'photo_reference': 'AUGGfZndDU0Sdj-65CE7Rd4h6jCd4cbHj5L6QQRi2Zug2EIL4Fd90dMMZSHXJQ-Ff_FWwXxMCgzONcOJUkNkYb3qhvbZ10BRW4Krki4I07wlPreLsMWKU-5ZMOQwk0sa4KEYQRQ_vaq3AOsfEhigQNpneVIl-1FbUqNY_mBD5WrF8RgwsaKv', 'width': 2524}]",ChIJjySFlSeDQi4RdKUsKbQzuGU,"{'compound_code': '2FRP+VC Cimaja, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582FRP+VC'}",4.5,ChIJjySFlSeDQi4RdKUsKbQzuGU,"['lodging', 'point_of_interest', 'establishment']",424,,https://www.google.com/maps/place/?q=place_id:ChIJjySFlSeDQi4RdKUsKbQzuGU,
OPERATIONAL,"2FW4+33Q, National Rte 3, Cisolok, Sukabumi Regency, West Java 43366, Indonesia","{'location': {'lat': -6.9547649, 'lng': 106.4552185}, 'viewport': {'northeast': {'lat': -6.953458670107278, 'lng': 106.4565778798927}, 'southwest': {'lat': -6.956158329892721, 'lng': 106.4538782201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Villa ungu,{'open_now': True},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109938620104650112635"">khoirul santoso</a>'], 'photo_reference': 'AUGGfZmVD3fQcPmgxBRqK7D4tIdZHblueEsKqMeDPMsLZUa_WFykbpoLmeWEPnh2j5NeJgfOfk2W4Jc_IR9gkSZtAiAcRhwR6x8NsOZ1pjoPRT6-H68-b78rcnWU4sU-npLx47ISkrrpSqDmrG_OwqUaxVZ4B8GoHK1jlJnn9bF4mi9AjoMJ', 'width': 4624}]",ChIJ-025eEODQi4RoL5EX3EfeqQ,,4.1,ChIJ-025eEODQi4RoL5EX3EfeqQ,"['lodging', 'point_of_interest', 'establishment']",74,,https://www.google.com/maps/place/?q=place_id:ChIJ-025eEODQi4RoL5EX3EfeqQ,
OPERATIONAL,"Desa Karang Papak, Cisolok, Karangpapak, Kec. Cisolok, Kabupaten Sukabumi, Jawa Barat 43366, Indonesia","{'location': {'lat': -6.9583876, 'lng': 106.4692945}, 'viewport': {'northeast': {'lat': -6.956999970107277, 'lng': 106.4706691298927}, 'southwest': {'lat': -6.959699629892721, 'lng': 106.4679694701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Salsabila Villas,{'open_now': True},"[{'height': 628, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107788062959152222014"">A Google User</a>'], 'photo_reference': 'AUGGfZnwUjIh_dmxArpO3HkAw0YeBPxAOod0qH8CRZFteWPvNVG8h2GA8YPFFZZzTtQC1UkkicCbooZ7h3P9ZPaOLdoQu7WsxY6uIE76t-8p6h0uXkBmCQl4cpCfzRaSDUiHEoxRbB3gLO7udR1zelfyNkyf33pwWaeyIOdtCXOlx6HgZo6_', 'width': 1280}]",ChIJfSohjTmDQi4REs1A6iwAIuQ,"{'compound_code': '2FR9+JP Karangpapak, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582FR9+JP'}",4.4,ChIJfSohjTmDQi4REs1A6iwAIuQ,"['point_of_interest', 'establishment']",168,,https://www.google.com/maps/place/?q=place_id:ChIJfSohjTmDQi4REs1A6iwAIuQ,
OPERATIONAL,"Villa mila 3, Jl. Raya Cisolok - Pelabuhanratu, Cisolok, Kec. Cisolok, Kabupaten Sukabumi, Jawa Barat 43366, Indonesia","{'location': {'lat': -6.9538805, 'lng': 106.4516635}, 'viewport': {'northeast': {'lat': -6.952567770107278, 'lng': 106.4530017798927}, 'southwest': {'lat': -6.955267429892722, 'lng': 106.4503021201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Villa mila 3,{'open_now': True},"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106468543202925239656"">A Google User</a>'], 'photo_reference': 'AUGGfZlbIPJnMzHair_UO4LJmGW98R5wb4tWKCItI_EwhUKEqYKJw6zBcKPH0DwPCBxDtpaY_lJRnXUyDHbIG0o8wzuwmtm09hBmU9o9SYz6UiqNfyJDLqj3bteoVb3SKj4UPAdXGlRyGRWBHsADZaqB2k124wjCK6nZUK6uM_16v3Q-T9jQ', 'width': 3264}]",ChIJPRUCLeeDQi4RFDKL77RGZdU,"{'compound_code': '2FW2+CM Cisolok, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582FW2+CM'}",4.8,ChIJPRUCLeeDQi4RFDKL77RGZdU,"['lodging', 'point_of_interest', 'establishment']",25,,https://www.google.com/maps/place/?q=place_id:ChIJPRUCLeeDQi4RFDKL77RGZdU,
OPERATIONAL,"2FW5+6V8, Unnamed Road, Cisolok, Kec. Cisolok, Kabupaten Sukabumi, Jawa Barat 43366, Indonesia","{'location': {'lat': -6.954465000000001, 'lng': 106.4596932}, 'viewport': {'northeast': {'lat': -6.953149620107277, 'lng': 106.4610500798927}, 'southwest': {'lat': -6.955849279892721, 'lng': 106.4583504201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Alwina Resto & Hotel,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100721773276693475036"">imam fadilah</a>'], 'photo_reference': 'AUGGfZmRGiIglyyAt7Wnssk2IbG1yljNZ7RRXj7U-KMPtM3hIG-Ago1w-ABqDKuIJF-jPlh7MT03EixuMlKbDQoZLzxgr7GZtiYyg5JU6b0uXKChruAt7z0ITgbuFygFYvT9NT8wDYEZVibk12ZUiGOECWrm3rmpTd3Rg5at0KYlb2LgX07G', 'width': 4032}]",ChIJA8KjD9eDQi4RYFYOVQYZKsI,,4.8,ChIJA8KjD9eDQi4RYFYOVQYZKsI,"['lodging', 'point_of_interest', 'establishment']",5,,https://www.google.com/maps/place/?q=place_id:ChIJA8KjD9eDQi4RYFYOVQYZKsI,
OPERATIONAL,"Jl. raya cisolok. Gang asem 3 no. 48, rt 2 rw 1 Pelabuhan Ratu, Cimaja, Cikakak, Sukabumi Regency, West Java 43365, Indonesia","{'location': {'lat': -6.9564531, 'lng': 106.4864468}, 'viewport': {'northeast': {'lat': -6.955215720107279, 'lng': 106.4878226298927}, 'southwest': {'lat': -6.957915379892722, 'lng': 106.4851229701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Chill House Cimaja,{'open_now': True},"[{'height': 474, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104700889927072084851"">Toby Long</a>'], 'photo_reference': 'AUGGfZlv9RgWxcz1S5SgxSqHiOyNuRB587i98RJANv_upz0KVAbgTo7-Wuomum-YTGOwktWiGTjBKKAXdqzDw3nfBiXdVpPDDD8bwph8MAc7b8EPdKOkH3FrW4YZ30PYZTPRdXsSSRttydhfD1tdzc4WZLkLbB1YxX0CSo5NbWIoCTVOfpre', 'width': 689}]",ChIJrUFRdCeDQi4RDibT_dCuI3U,"{'compound_code': '2FVP+CH Cimaja, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582FVP+CH'}",4.1,ChIJrUFRdCeDQi4RDibT_dCuI3U,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",82,,https://www.google.com/maps/place/?q=place_id:ChIJrUFRdCeDQi4RDibT_dCuI3U,
OPERATIONAL,"Jl. Raya Citepus No.114, Citepus, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat 43364, Indonesia","{'location': {'lat': -6.968219899999999, 'lng': 106.5185078}, 'viewport': {'northeast': {'lat': -6.966879820107278, 'lng': 106.5198500298927}, 'southwest': {'lat': -6.969579479892722, 'lng': 106.5171503701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Cleopatra,{'open_now': True},"[{'height': 1520, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114535778699154857191"">fitrah ramdan</a>'], 'photo_reference': 'AUGGfZm52SNg8oPlAbf2tWKM292JrTtUmJX2N-6z6I2YfInSBoTMEETTW8VkrMHVZc6YcKN2tVu6AUbZsWHhpuUAEWo3IaNYbpYVGqwOQ5zHPTjQyUImzbaAdeaSNQ3mUIbUvEdsU8-ypw2DzWZgUy50AIbV_ZgTDVMIlt-wDWJ6exrBjk79', 'width': 3264}]",ChIJacY4SrOCQi4RsNjpX6EnLFg,"{'compound_code': '2GJ9+PC Citepus, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582GJ9+PC'}",3.4,ChIJacY4SrOCQi4RsNjpX6EnLFg,"['lodging', 'point_of_interest', 'establishment']",271,,https://www.google.com/maps/place/?q=place_id:ChIJacY4SrOCQi4RsNjpX6EnLFg,
OPERATIONAL,"National Rte 3, Cikakak, Sukabumi Regency, West Java 43365, Indonesia","{'location': {'lat': -6.959947199999999, 'lng': 106.492817}, 'viewport': {'northeast': {'lat': -6.958614170107277, 'lng': 106.4941565298927}, 'southwest': {'lat': -6.961313829892721, 'lng': 106.4914568701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bettah Coba Cimaja,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103132607716806847657"">A Google User</a>'], 'photo_reference': 'AUGGfZl6vDGNyIRoOq_7B6ercmOcOVpijiemKXiryGk2EcC6ATMCUCufEBdtHEI2z42GQ3dSZgExB9J8W7k0X-26PrrEy69ZmonjHcX0Hdm6fYif8D4apTOqTuecdS106um3Fd4bwzBzkmUTonQeZc4uQY_zqdLVaNPIwcVUbVGMsyw2LSPu', 'width': 4160}]",ChIJv3tOKneDQi4R7wSv4dFOWCk,"{'compound_code': '2FRV+24 Cikakak, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582FRV+24'}",4.7,ChIJv3tOKneDQi4R7wSv4dFOWCk,"['lodging', 'point_of_interest', 'establishment']",9,,https://www.google.com/maps/place/?q=place_id:ChIJv3tOKneDQi4R7wSv4dFOWCk,
OPERATIONAL,"Jl. Raya Cisolok - Pelabuhanratu No.16, Cikakak, Kec. Cikakak, Kabupaten Sukabumi, Jawa Barat 43365, Indonesia","{'location': {'lat': -6.9612796, 'lng': 106.4961396}, 'viewport': {'northeast': {'lat': -6.959924520107277, 'lng': 106.4974914798927}, 'southwest': {'lat': -6.962624179892721, 'lng': 106.4947918201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Putri Sari,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102344190017159429850"">Naimatul Maulia</a>'], 'photo_reference': 'AUGGfZkyxGgG5DumWC7hqKdHx6Vg0kHXn5q-mXCPLjhzwQolcJ4zAODUS-3EApxBseHIlzYj729pqLIClGoDohKps2Y8pUCCiPIR2U9oC0vaZKqApTEx6USWrqETow8wOGfuyy15wwwA3EUEle51VOPafQ9OYi0YzFllasOQxPSBneynGvtr', 'width': 2560}]",ChIJub1Z-NCCQi4R7ppPZEMqyPU,"{'compound_code': '2FQW+GF Cikakak, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582FQW+GF'}",4.2,ChIJub1Z-NCCQi4R7ppPZEMqyPU,"['lodging', 'point_of_interest', 'establishment']",24,,https://www.google.com/maps/place/?q=place_id:ChIJub1Z-NCCQi4R7ppPZEMqyPU,
OPERATIONAL,"Jl. Raya Bayah-Cikotok No.km 01, Bayah Bar., Kec. Bayah, Kabupaten Lebak, Banten 42393, Indonesia","{'location': {'lat': -6.9322221, 'lng': 106.2496329}, 'viewport': {'northeast': {'lat': -6.930807020107277, 'lng': 106.2509403798927}, 'southwest': {'lat': -6.933506679892721, 'lng': 106.2482407201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pada Asih,,"[{'height': 478, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111108194238235332828"">A Google User</a>'], 'photo_reference': 'AUGGfZnWBC8mAdi3bUOrZwAdYDeRHINbBsG9pj1XyQ_3q9JnJ_QJVc-8m4bhaaSVnEYOMmNBz6ivZCQtkpnTE9m70JHGiS7YmPgsdIRu6cKHGaFv83gyutw3PHigJ99zzw_EmAUdxCbqFro8gk6NvFmadiJbWLovpGzRbOcpVRCNytbBt5Ml', 'width': 853}]",ChIJ52AsNCqMQi4RnCcup8gTDi8,"{'compound_code': '369X+4V West Bayah, Lebak Regency, Banten, Indonesia', 'global_code': '6P58369X+4V'}",4.2,ChIJ52AsNCqMQi4RnCcup8gTDi8,"['lodging', 'point_of_interest', 'establishment']",95,,https://www.google.com/maps/place/?q=place_id:ChIJ52AsNCqMQi4RnCcup8gTDi8,
OPERATIONAL,"Jalan Raya Cisolok No.KM. 9 No. 39, Cimaja, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat 43365, Indonesia","{'location': {'lat': -6.956417099999999, 'lng': 106.4859104}, 'viewport': {'northeast': {'lat': -6.955049220107278, 'lng': 106.4872937298927}, 'southwest': {'lat': -6.957748879892722, 'lng': 106.4845940701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Daun - Daun,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104162678711209692719"">1155 kazy</a>'], 'photo_reference': 'AUGGfZnciN2xsOXEqsQ4cs72ZdBHdNe8FEgYWt-n3w2A7azV3RPNtiWG-Hspiziyqj7vHcVFF7wPAJ4xDYgELkZDsdb8eIUj0ASNpY2vd7cQpU3GQWy-fuWiCm0SfaQk34fSycznovacl_6D6p_y-8a9sIgd3Yr0e8l8OGKsc5MzolKBkYWR', 'width': 4160}]",ChIJRw2i0CODQi4RC5JdeEOjgnQ,"{'compound_code': '2FVP+C9 Cimaja, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582FVP+C9'}",4.2,ChIJRw2i0CODQi4RC5JdeEOjgnQ,"['lodging', 'point_of_interest', 'establishment']",87,,https://www.google.com/maps/place/?q=place_id:ChIJRw2i0CODQi4RC5JdeEOjgnQ,
OPERATIONAL,"Jl. Raya Karang Papak, Cikakak, Kec. Cikakak, Kabupaten Sukabumi, Jawa Barat 43365, Indonesia","{'location': {'lat': -6.95993, 'lng': 106.4927764}, 'viewport': {'northeast': {'lat': -6.958601020107278, 'lng': 106.4941194798927}, 'southwest': {'lat': -6.961300679892722, 'lng': 106.4914198201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 867 Bettah Coba Homestay,,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108540061957870129636"">A Google User</a>'], 'photo_reference': 'AUGGfZlmJpTmxqoAMDq-67voiTUkc2x-cUoN5ZDWIodokOKmXlj5sNX5hqUTsArXymnldOCQDmhNdrTo8xutH-VJcfqxI9bitUupB8l5hkKq3lqY17VumQu76MTGC4j7OiN8bIWQgqA43S_fiZdzmKjEmR485WXSWBN10JwlcUvjghtic6sS', 'width': 640}]",ChIJleNjZdeCQi4Rd8vgVLI2xc0,"{'compound_code': '2FRV+24 Cikakak, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582FRV+24'}",4.1,ChIJleNjZdeCQi4Rd8vgVLI2xc0,"['lodging', 'point_of_interest', 'establishment']",364,,https://www.google.com/maps/place/?q=place_id:ChIJleNjZdeCQi4Rd8vgVLI2xc0,
OPERATIONAL,"Jl. Raya Cisolok - Pelabuhanratu, Cisolok, Kec. Cisolok, Kabupaten Sukabumi, Jawa Barat 43366, Indonesia","{'location': {'lat': -6.9538783, 'lng': 106.4517603}, 'viewport': {'northeast': {'lat': -6.952576270107278, 'lng': 106.4530958798927}, 'southwest': {'lat': -6.955275929892721, 'lng': 106.4503962201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,SPOT ON Villa Zane Reynold,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101944550994954144652"">A Google User</a>'], 'photo_reference': 'AUGGfZm-fhvanmG0iJPIcfnSHWQV4O1Iu3mbA8YnSyu9IGRz6Qod_DhIC1TiHs6oSkqDgMnEOgIV4vcgXvEcF_n7DLMRYpx3V89jfTn9mlL_Pv4pvT9xUwJYvIyhoIKq6gNUyzGATnNAOlFEV4wb2obgwTy-ySB2J6Y6A975jmIAyZHigRT6', 'width': 3264}]",ChIJnybRDeqDQi4RL85dT-Cgk9g,"{'compound_code': '2FW2+FP Cisolok, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582FW2+FP'}",3.4,ChIJnybRDeqDQi4RL85dT-Cgk9g,"['lodging', 'point_of_interest', 'establishment']",11,,https://www.google.com/maps/place/?q=place_id:ChIJnybRDeqDQi4RL85dT-Cgk9g,
OPERATIONAL,"pantai, Citepus, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat 43364, Indonesia","{'location': {'lat': -6.9661564, 'lng': 106.5147323}, 'viewport': {'northeast': {'lat': -6.964641020107278, 'lng': 106.5161149798927}, 'southwest': {'lat': -6.967340679892722, 'lng': 106.5134153201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Villa Familly pantai citepus pelabuhanratu,{'open_now': True},"[{'height': 1772, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114791006676651621050"">A Google User</a>'], 'photo_reference': 'AUGGfZlcI0Lr8ynXTMQ2a3AMhwLQ0f_qzNuWB30fff_4bQu13Ram67LjSogkZWisCiek4tvByQ7ZMVE6bLFNxJMPoli6UBhk-LzawCLCl3ormwubdRp3OpKSeNlbw-P6LzEc_xdlm9JIoJIZXXLmR7_PpMdNwdyghsfs9t1cqGyzA89mj5-w', 'width': 2519}]",ChIJj9EzpAKdQi4RTae8mQjiMC8,"{'compound_code': '2GM7+GV Citepus, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582GM7+GV'}",3.8,ChIJj9EzpAKdQi4RTae8mQjiMC8,"['real_estate_agency', 'lodging', 'travel_agency', 'point_of_interest', 'establishment']",87,,https://www.google.com/maps/place/?q=place_id:ChIJj9EzpAKdQi4RTae8mQjiMC8,
OPERATIONAL,"Cikakak, Sukabumi Regency, West Java 43365, Indonesia","{'location': {'lat': -6.9628343, 'lng': 106.498048}, 'viewport': {'northeast': {'lat': -6.961457170107278, 'lng': 106.4993965298927}, 'southwest': {'lat': -6.964156829892722, 'lng': 106.4966968701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 951 Cempaka Ratu Beach Resort,,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116388554450215009747"">A Google User</a>'], 'photo_reference': 'AUGGfZk7hNpn6ppTZ8l-sYm14ETaKeaqSa3K7TsenXNVb82LkmPoG2-QOWuHW8yvBTGaMdSRvRkU8r0oku9p5GdpRRxn3d4-YvP5zGutnfH1TUOi6pdzOqaz13cbWU7BikXcYKGUdSy-C6wPiODrjJpgZeVvE67XUv9yQ6MTf611ms39GYrU', 'width': 640}]",ChIJb5E469GCQi4ROoNP0wufDkw,"{'compound_code': '2FPX+V6 Cikakak, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582FPX+V6'}",4.0,ChIJb5E469GCQi4ROoNP0wufDkw,"['lodging', 'point_of_interest', 'establishment']",603,,https://www.google.com/maps/place/?q=place_id:ChIJb5E469GCQi4ROoNP0wufDkw,
OPERATIONAL,"Jl. Raya Cisolok, Karangpapak, Kec. Cisolok, Kabupaten Sukabumi, Jawa Barat 43366, Indonesia","{'location': {'lat': -6.956576699999999, 'lng': 106.4649731}, 'viewport': {'northeast': {'lat': -6.955161020107279, 'lng': 106.4663379298927}, 'southwest': {'lat': -6.957860679892723, 'lng': 106.4636382701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Villa Mila & Wisma Mila tepi pantai pelabuhan ratu,{'open_now': True},"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106707119731069498591"">Villa Mila &amp; Wisma Mila</a>'], 'photo_reference': 'AUGGfZmpFcEBkeMOEe98VTiMaIE27GZtkKJgla-iQHt9tWF2yS85R9d-v67fJM54RldOVR_7tFvhY9Oqu2KBo_HtVfe6ScYqVz5Ixan576u-HoaTgHXg3cvWgklsGKo5XIFGVOSrvTI9GaMJLkxxpE__unThDVgQ6Z59rKlUNWAeDzTWGdyO', 'width': 4000}]",ChIJ7xYjVTiDQi4RaPj5VP-TOiE,"{'compound_code': '2FV7+9X Karangpapak, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582FV7+9X'}",4.4,ChIJ7xYjVTiDQi4RaPj5VP-TOiE,"['lodging', 'point_of_interest', 'establishment']",225,,https://www.google.com/maps/place/?q=place_id:ChIJ7xYjVTiDQi4RaPj5VP-TOiE,
OPERATIONAL,"2FV8+822, Jalan Raya, Karangpapak, Cisolok, Sukabumi Regency, West Java 43366, Indonesia","{'location': {'lat': -6.956592, 'lng': 106.4650415}, 'viewport': {'northeast': {'lat': -6.955233720107277, 'lng': 106.4663934298927}, 'southwest': {'lat': -6.957933379892721, 'lng': 106.4636937701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz near Pantai Karang Hawu,,"[{'height': 1504, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101801139540631133929"">A Google User</a>'], 'photo_reference': 'AUGGfZlNXESAgUVy6bjx6QPOUf9eZXidr9GTIIK96bc-JmHGnAIfYaDmqaw0xLG9tk7dfmIjPTsMCui38m_Ewi3Ey215INawNJIgkjuDffE2OQklAbuCrt8HJQVQSp2Biu2hhY3XahNmF-in8NjmqVKR3EPyZfytEosRCwQx00ZxNe8OGbp4', 'width': 3264}]",ChIJQZ7YjziDQi4RiIQDysS9npk,,3.0,ChIJQZ7YjziDQi4RiIQDysS9npk,"['lodging', 'point_of_interest', 'establishment']",4,,https://www.google.com/maps/place/?q=place_id:ChIJQZ7YjziDQi4RiIQDysS9npk,
OPERATIONAL,"Jl. Raya Karang Papak, Cikakak, Kec. Cikakak, Kabupaten Sukabumi, Jawa Barat 43365, Indonesia","{'location': {'lat': -6.9599473, 'lng': 106.4928173}, 'viewport': {'northeast': {'lat': -6.958612520107279, 'lng': 106.4941568298927}, 'southwest': {'lat': -6.961312179892722, 'lng': 106.4914571701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz near Pantai Cimaja Pelabuhan Ratu,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100982691476967860806"">A Google User</a>'], 'photo_reference': 'AUGGfZka-4rXJ0Wd1EwEX0gri9SWACHGOdmqqo9m9Q7JlYuh0qflasbqYK_oVfhqzC53uw6lo1ItFrpD0Dc2VcYuSso55r6CeRIjcigg7rn-vvm1TBUhlAVNfrJ-duRYFg3s5Jqj4QTZ8xZ1nMarP0ftd1rcoYFCopPpEQcvzsFpHHkaq5pY', 'width': 1088}]",ChIJJ9M7MRCDQi4R74kyUg-ST9c,"{'compound_code': '2FRV+24 Cikakak, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582FRV+24'}",3.8,ChIJJ9M7MRCDQi4R74kyUg-ST9c,"['lodging', 'point_of_interest', 'establishment']",5,,https://www.google.com/maps/place/?q=place_id:ChIJJ9M7MRCDQi4R74kyUg-ST9c,
