business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,url,permanently_closed,price_level
OPERATIONAL,"Jl. Muchtar 3 No.11, RT.001/RW.010, Kreo, Kec. Larangan, Kota Tangerang, Banten 15156, Indonesia","{'location': {'lat': -6.233793899999999, 'lng': 106.7421632}, 'viewport': {'northeast': {'lat': -6.232432270107278, 'lng': 106.7435178798927}, 'southwest': {'lat': -6.235131929892722, 'lng': 106.7408182201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,D home,"[{'height': 3699, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115082930064411795871"">A Google User</a>'], 'photo_reference': 'AUGGfZmVPp7Hakt68UXTuG12IO98qF8t-lHDaN_a1KMofoCcMFVeHKskLIbGprMRImN4ZkR1EPNAXdp4eV2-4woD_EnKQa9rexYR4cneof3bLvBUJbW4OtX7IoguJiBfn4gXSj58luAtKKA8EgPxlEvKtGS-DRCRS8_3xUaLChZmnqzsTAYK', 'width': 3024}]",ChIJG_duBLjxaS4Rv3FKlBd1C8Y,"{'compound_code': 'QP8R+GV Kreo, Tangerang City, Banten, Indonesia', 'global_code': '6P58QP8R+GV'}",5.0,ChIJG_duBLjxaS4Rv3FKlBd1C8Y,"['lodging', 'point_of_interest', 'establishment']",29,,https://www.google.com/maps/place/?q=place_id:ChIJG_duBLjxaS4Rv3FKlBd1C8Y,,
OPERATIONAL,"Bintaro Jaya Sektor, Rukan Jalan Pond No.3A, Pd. Karya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15221, Indonesia","{'location': {'lat': -6.260769000000001, 'lng': 106.74229}, 'viewport': {'northeast': {'lat': -6.259417770107278, 'lng': 106.7436612298927}, 'southwest': {'lat': -6.262117429892721, 'lng': 106.7409615701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 92677 Hotel Bintaro,,ChIJl6EYCorwaS4R0uCDp7sCjM0,"{'compound_code': 'PPQR+MW Pondok Karya, South Tangerang City, Banten, Indonesia', 'global_code': '6P58PPQR+MW'}",0.0,ChIJl6EYCorwaS4R0uCDp7sCjM0,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJl6EYCorwaS4R0uCDp7sCjM0,,
OPERATIONAL,"Bintaro Jl. Bintaro Utama 3A No.1, Pd. Karya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15225, Indonesia","{'location': {'lat': -6.2738122, 'lng': 106.7428239}, 'viewport': {'northeast': {'lat': -6.272373570107279, 'lng': 106.7441290298927}, 'southwest': {'lat': -6.275073229892723, 'lng': 106.7414293701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedLiving Apartemen Altiz Bintaro - GIM Property,,ChIJG3LfDnfxaS4R4aP39O5HP_0,"{'compound_code': 'PPGV+F4 Pondok Karya, South Tangerang City, Banten, Indonesia', 'global_code': '6P58PPGV+F4'}",4.6,ChIJG3LfDnfxaS4R4aP39O5HP_0,"['lodging', 'point_of_interest', 'establishment']",5,,https://www.google.com/maps/place/?q=place_id:ChIJG3LfDnfxaS4R4aP39O5HP_0,,
OPERATIONAL,"Jalur Sutera Blvd 43 tower Acacia, Kota Tangerang, Banten 15320, Indonesia","{'location': {'lat': -6.2204985, 'lng': 106.6616434}, 'viewport': {'northeast': {'lat': -6.219201170107278, 'lng': 106.6630002798927}, 'southwest': {'lat': -6.221900829892722, 'lng': 106.6603006201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sky inn @alamsutera,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101600207368559240759"">A Google User</a>'], 'photo_reference': 'AUGGfZk-N8hJFD1vSCohsiN8bdLs8o0p--YjiYtNYWhH0a1omNNm2tp0uA_JjAr0QnLkQFiLCqaj1hMjgKgxcDWi4qNBg9he9cKZBQfA7DHbfrog4LySXzZ8rnS4t3xnAgn9Ao00YnRCbV2cgcLBQ7fu9hLPtrqq1baEzMLammzQALAApD6t', 'width': 2268}]",ChIJ91OsFNv5aS4RHxiswHrA2X0,"{'compound_code': 'QMH6+RM Kunciran, Tangerang City, Banten, Indonesia', 'global_code': '6P58QMH6+RM'}",3.7,ChIJ91OsFNv5aS4RHxiswHrA2X0,"['lodging', 'point_of_interest', 'establishment']",3,,https://www.google.com/maps/place/?q=place_id:ChIJ91OsFNv5aS4RHxiswHrA2X0,,
OPERATIONAL,"Jl. Beruang Raya No.10, Pd. Ranji, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15412, Indonesia","{'location': {'lat': -6.2761803, 'lng': 106.7350137}, 'viewport': {'northeast': {'lat': -6.274846770107279, 'lng': 106.7363593798927}, 'southwest': {'lat': -6.277546429892722, 'lng': 106.7336597201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kostawira Syariah Bintaro Mitra RedDoorz,"[{'height': 732, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109938706666906742071"">A Google User</a>'], 'photo_reference': 'AUGGfZlQ6iD4tWAWGqOMV_KcvjAkW5Ujg3eMD5lzLPw7q6PzaK64CMsDmFHlSbi4Cl1wGLS96GIHkvne4MQiAj3lhB6ZWM0VAlNdZMJh-Lu4pODMKryxH4DQ9QwOrKK_PF09uEhliaYpJYqDfm-omwQdo3SUdzaYnG2gb6xtTibFw_2Ks5gs', 'width': 1079}]",ChIJNfDziG7waS4RQDFALfht4jc,"{'compound_code': 'PPFP+G2 Pondok Ranji, South Tangerang City, Banten, Indonesia', 'global_code': '6P58PPFP+G2'}",3.9,ChIJNfDziG7waS4RQDFALfht4jc,"['lodging', 'point_of_interest', 'establishment']",60,,https://www.google.com/maps/place/?q=place_id:ChIJNfDziG7waS4RQDFALfht4jc,,
CLOSED_TEMPORARILY,"Jl. Pondok Jagung Timur No.26, Pd. Jagung Tim., Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15326, Indonesia","{'location': {'lat': -6.2450338, 'lng': 106.6700531}, 'viewport': {'northeast': {'lat': -6.243664220107279, 'lng': 106.6714289798927}, 'southwest': {'lat': -6.246363879892723, 'lng': 106.6687293201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Airy Eco Pondok Jagung Timur 26 Tangerang Selatan,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101779137641406140399"">Herjuno Tisnoaji</a>'], 'photo_reference': 'AUGGfZlynwNzyROmU3yGN5_VXgVn87WDP90kCbU3g0pF7qHtStninB6k6xi1Ca5096yxa5yao11WTLKJ9yN2MXfOmBwW2UR5xIUVx3XLqxp4hpknKnI7IHXW-CwH2Mqv4K_QEYY4jqYjijaVaDncJ7jvJV7x3owdDcTSsRJZrk_7pCpgc9rd', 'width': 2340}]",ChIJUd0x0wn7aS4RBQ7taz_7U1g,"{'compound_code': 'QM3C+X2 East Pondok Jagung, South Tangerang City, Banten, Indonesia', 'global_code': '6P58QM3C+X2'}",4.3,ChIJUd0x0wn7aS4RBQ7taz_7U1g,"['lodging', 'point_of_interest', 'establishment']",19,,https://www.google.com/maps/place/?q=place_id:ChIJUd0x0wn7aS4RBQ7taz_7U1g,True,
OPERATIONAL,"PPG4+2QV, Jl. Jombang Raya, Pd. Pucung, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15158, Indonesia","{'location': {'lat': -6.274829599999999, 'lng': 106.7069178}, 'viewport': {'northeast': {'lat': -6.273475770107278, 'lng': 106.7082540798927}, 'southwest': {'lat': -6.276175429892722, 'lng': 106.7055544201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Jayakarta Guest House,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112937771124633719216"">Khilda Zakiyyah</a>'], 'photo_reference': 'AUGGfZnQN_0HSMU-GjbVJHsalc6_0s4uaqv_sDxeRPbR6f-t4usU2_eRLVs3PyWjyjuvQPo5TJBTi7cjSIAfF6s-c79EO7Gcm76qWcNd75U7OPeTMZQ-ziGBr9jNwnlSK2-QeETDqxTDzhlZqISYIR74VKcxNws7IJ_PMfKVNCsd7-_6QzYR', 'width': 2126}]",ChIJe83n86T7aS4RqaNIluAJsUo,,4.5,ChIJe83n86T7aS4RqaNIluAJsUo,"['lodging', 'point_of_interest', 'establishment']",22,,https://www.google.com/maps/place/?q=place_id:ChIJe83n86T7aS4RqaNIluAJsUo,,
OPERATIONAL,"Jaya Sektor 2, Jl. Kepodang 8 Blok W2 No 41, Rengas, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15412, Indonesia","{'location': {'lat': -6.2789976, 'lng': 106.7489196}, 'viewport': {'northeast': {'lat': -6.277647620107278, 'lng': 106.7503094298927}, 'southwest': {'lat': -6.280347279892722, 'lng': 106.7476097701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bintaro Homestay Syariah,"[{'height': 5632, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107335303447123730577"">Andi Yudhatama</a>'], 'photo_reference': 'AUGGfZn0D-HWpLVliIjbM2uzPU-8kpB8tl5HuySnYVlGbU93whivjbgZBa-HaU2Xl5x1-GwPzKbJ_C432bZ-q-Mj0YuqSehKinVNF46u03h4vJJo6gwMDKgaV58pRISznNqmWSp3jjAWymi9rQnS0PoX1AbVpLojj2hC--ZU_oCt7dyMzMSv', 'width': 4224}]",ChIJrSr6TkDwaS4Rhaj4H_T8u4g,"{'compound_code': 'PPCX+CH Rengas, South Tangerang City, Banten, Indonesia', 'global_code': '6P58PPCX+CH'}",4.2,ChIJrSr6TkDwaS4Rhaj4H_T8u4g,"['lodging', 'point_of_interest', 'establishment']",95,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJrSr6TkDwaS4Rhaj4H_T8u4g,,
OPERATIONAL,"Jl. KH. Ahmad Dahlan No., 2, RT.006/RW.006, Petir, Kec. Cipondoh, Kota Tangerang, Banten 15147, Indonesia","{'location': {'lat': -6.2044599, 'lng': 106.7073753}, 'viewport': {'northeast': {'lat': -6.203179020107278, 'lng': 106.7087131298927}, 'southwest': {'lat': -6.205878679892722, 'lng': 106.7060134701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Airy Eco Cipondoh KH Ahmad Dahlan 2 Tangerang,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112629384096700503056"">Sutan Arbi</a>'], 'photo_reference': 'AUGGfZnNznrg_lYLw9WO8c4QkGAAFBjhLNAZOtvdnWSFzHTAIWEmwYMoATX9eqUKhKadRiwp6tsIgC8Fll7LFbNG56JljdAHRx5AeMvoxkT35bTRX_dvLm9Y6WNv87jvxPnMAAlsmtqaepGYkMtcCclIu4J2ebcmG7nR5W-hkboxyguqWNI6', 'width': 2304}]",ChIJl_L3OdH5aS4Rs-Ct-0Lxw4Q,"{'compound_code': 'QPW4+6X Petir, Tangerang City, Banten, Indonesia', 'global_code': '6P58QPW4+6X'}",3.7,ChIJl_L3OdH5aS4Rs-Ct-0Lxw4Q,"['lodging', 'point_of_interest', 'establishment']",300,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJl_L3OdH5aS4Rs-Ct-0Lxw4Q,,
OPERATIONAL,"Jl. Kenari II No.L5-12, Rengas, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15412, Indonesia","{'location': {'lat': -6.2797519, 'lng': 106.7507573}, 'viewport': {'northeast': {'lat': -6.278369420107277, 'lng': 106.7521417298927}, 'southwest': {'lat': -6.281069079892721, 'lng': 106.7494420701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Elani Residence Bintaro Syariah RedPartner,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111975875457662147025"">Abdi HS</a>'], 'photo_reference': 'AUGGfZnYutBW2YUynXPdLsLQ0yZ8vKmZEYczmIIWabE7ic2eMUt65usoA8oc1ziWzBit78vPxLJWgFth8G6MoTzXMBjAqj2pXh8_Mhb7Ia8OAMhok5s8GgiHqXUBzMA318SsQAaV-cycUr5f3LhiBBppQh9bdPw6guH3NvlEpuZ2Y3TcN4jJ', 'width': 4000}]",ChIJzfimSmfxaS4RBd2p9Fb8d9Q,"{'compound_code': 'PQC2+38 Rengas, South Tangerang City, Banten, Indonesia', 'global_code': '6P58PQC2+38'}",4.3,ChIJzfimSmfxaS4RBd2p9Fb8d9Q,"['lodging', 'point_of_interest', 'establishment']",57,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJzfimSmfxaS4RBd2p9Fb8d9Q,,
OPERATIONAL,"Golden City Business Park, Jl. KH. Hasyim Ashari No.118, RT.001/RW.010, Cipondoh, Tangerang City, Banten 15148, Indonesia","{'location': {'lat': -6.190614999999999, 'lng': 106.6709607}, 'viewport': {'northeast': {'lat': -6.189246920107278, 'lng': 106.6723008798927}, 'southwest': {'lat': -6.191946579892722, 'lng': 106.6696012201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Fave Hotel Hasyim Ashari - Tangerang,"[{'height': 3744, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100337069389246541383"">A Google User</a>'], 'photo_reference': 'AUGGfZlohrfLbJCwZ2eL7e6RxdRhosSR7p9gm7BQ0S5XMmfiQS_c5NKduOkJqUFR3OBvzp6h3MKqr3G3Q9IWUubuQc4eYH3ym-XMRlD3vdiADefQ82eTWNsJPTaYMDWsiiSvJPqUHCt3JXc3Rdmt4rOEZLeQ4ojMxX8ra869G-mnkK1XPp82', 'width': 5616}]",ChIJu8of0oj5aS4RHr0Stqgh-4A,"{'compound_code': 'RM5C+Q9 Cipondoh, Tangerang City, Banten, Indonesia', 'global_code': '6P58RM5C+Q9'}",4.6,ChIJu8of0oj5aS4RHr0Stqgh-4A,"['lodging', 'point_of_interest', 'establishment']",1761,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJu8of0oj5aS4RHr0Stqgh-4A,,
OPERATIONAL,"Jl. KH. Hasyim Ashari No.63-65, RT.006/RW.010, Cipondoh, Kec. Karang Tengah, Kota Tangerang, Banten 15157, Indonesia","{'location': {'lat': -6.192267699999999, 'lng': 106.6725372}, 'viewport': {'northeast': {'lat': -6.191014020107278, 'lng': 106.6738799298927}, 'southwest': {'lat': -6.193713679892721, 'lng': 106.6711802701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Narita Hotel Tangerang,"[{'height': 2848, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111989120111549552731"">Narita Hotel</a>'], 'photo_reference': 'AUGGfZn2lxxvb1eKgD40O1Ewmm4p5BEoSweWLmWTm2odQlZKMQIVRUQveASxU3pSDfhU5KLPRQ3ERNXLIDXUZBJyHt6O7bN3zRi1dF6OP4SWXcjZaxYQKqF4KTv7mz9m2j-lQfCQhdLMvVda04itgLDN92sixb-LjDn0pxOZ2BJWUgDwIZEP', 'width': 4272}]",ChIJ8bJImh76aS4R6czxC25KrPE,"{'compound_code': 'RM5F+42 Cipondoh, Tangerang City, Banten, Indonesia', 'global_code': '6P58RM5F+42'}",4.4,ChIJ8bJImh76aS4R6czxC25KrPE,"['lodging', 'point_of_interest', 'establishment']",4121,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ8bJImh76aS4R6czxC25KrPE,,
OPERATIONAL,"Jl. Benteng Betawi No.88, Buaran Indah, Kec. Tangerang, Kota Tangerang, Banten 15148, Indonesia","{'location': {'lat': -6.1742589, 'lng': 106.6570935}, 'viewport': {'northeast': {'lat': -6.172929970107277, 'lng': 106.6584349298927}, 'southwest': {'lat': -6.175629629892721, 'lng': 106.6557352701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,d'primahotel Tangerang,"[{'height': 3615, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107463616412032454765"">A Google User</a>'], 'photo_reference': 'AUGGfZlDeJkpWg6PM1QpucjyDLI-79VhvuQSv9d06qhhQnl5EcgUYfiIF7353JAqVbKv09XB1WHDL3lB5BtbXBn4PVbOg0lHRrjf4styjuWjaF5ZLnsjuqRyIJQvIyrBEk9okL0JgSitXL9lVdrbxC-DUKzn-X7_sjPOuMxj5vBHBb5e-iFM', 'width': 5415}]",ChIJsdLTYeb4aS4RA7ox7arYvtY,"{'compound_code': 'RMG4+7R Buaran Indah, Tangerang City, Banten, Indonesia', 'global_code': '6P58RMG4+7R'}",4.4,ChIJsdLTYeb4aS4RA7ox7arYvtY,"['night_club', 'bar', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",7813,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJsdLTYeb4aS4RA7ox7arYvtY,,
OPERATIONAL,"Jalan Jendral Sudirman Kav. 9 Cikokol, RT.006/RW.013, Sukasari, Tangerang, Tangerang City, Banten 15118, Indonesia","{'location': {'lat': -6.184459599999999, 'lng': 106.6433932}, 'viewport': {'northeast': {'lat': -6.183005970107279, 'lng': 106.6446762298927}, 'southwest': {'lat': -6.185705629892722, 'lng': 106.6419765701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Golden Tulip Essential Tangerang,"[{'height': 3605, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118237379366824895691"">Golden Tulip Essential Tangerang</a>'], 'photo_reference': 'AUGGfZmzFaPZr4XXlNi743Vz_cV2hBqaTrEG_Jzu4p6tRf6PYAPcS-UCnwc2lw6BJK6pHG5UVdFDyPTrugTLvseIoOY40u7ChgCMHOWv3zieDT5TGa5RADTR7wbslhHZKUqa5e_E4LU_llrA615ZqOzq5Tmjz3Mof7p6MzuAjDuHGcOlyEWR', 'width': 5400}]",ChIJGTk49dj4aS4RHiYM-_o63Kw,"{'compound_code': 'RJ8V+69 Sukasari, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJ8V+69'}",4.4,ChIJGTk49dj4aS4RHiYM-_o63Kw,"['lodging', 'point_of_interest', 'establishment']",5895,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJGTk49dj4aS4RHiYM-_o63Kw,,
OPERATIONAL,"Jl. Daan Mogot No.KM. 19 6, Kb. Besar, Kec. Batuceper, Kota Tangerang, Banten 11730, Indonesia","{'location': {'lat': -6.1625273, 'lng': 106.6784765}, 'viewport': {'northeast': {'lat': -6.161170420107278, 'lng': 106.6798219798927}, 'southwest': {'lat': -6.163870079892722, 'lng': 106.6771223201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,PADINA SOHO and RESIDENCE,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114577391189102073099"">A Google User</a>'], 'photo_reference': 'AUGGfZl6-uvPe1YWngiRIRDqRa9YSrN6OmdWfjQU38PodrqXRqDQFmGwU9wtA-gS5xqlc4MvUCJ0Hx4LysnLfg7XC138dygyxTdqGHH40ukFZ-UF1h3Wp9Xf6W6dLsHKHXGKzVUfH1tfprqn00oEcqY6TJAp96At_4DqP5AvhCbGHtwMKsGj', 'width': 4032}]",ChIJ71yiqF_4aS4RdH3l3_SH1Vc,"{'compound_code': 'RMPH+X9 Kebon Besar, Tangerang City, Banten, Indonesia', 'global_code': '6P58RMPH+X9'}",4.3,ChIJ71yiqF_4aS4RdH3l3_SH1Vc,"['lodging', 'point_of_interest', 'establishment']",206,,https://www.google.com/maps/place/?q=place_id:ChIJ71yiqF_4aS4RdH3l3_SH1Vc,,
OPERATIONAL,"Jl. KH. Ahmad Dahlan No.2, RT.002/RW.009, Petir, Kec. Cipondoh, Kota Tangerang, Banten 15147, Indonesia","{'location': {'lat': -6.186725, 'lng': 106.716813}, 'viewport': {'northeast': {'lat': -6.185392720107279, 'lng': 106.7181738298927}, 'southwest': {'lat': -6.188092379892723, 'lng': 106.7154741701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sky Airlines Guesthouse,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114090856999410858730"">bomton79</a>'], 'photo_reference': 'AUGGfZmvu1PsV3tdiahG92lr69GMqxHINkL3J1H_nvDiYb48GL5Mu7uc7aNGUHTbOHa5s2ous5gyq_u3F5ZkXsxG1kTK8AtfgWbeHuWUfi_mwT5xNbu4MDUxmGirygEDqYvPpz46YBk5PGLs4rsIblcRlXBCHhDvpV5yDRKpIgIi8hck-HOr', 'width': 4128}]",ChIJIbOqAMb5aS4RwgHa9KKVjXo,"{'compound_code': 'RP78+8P Petir, Tangerang City, Banten, Indonesia', 'global_code': '6P58RP78+8P'}",3.5,ChIJIbOqAMb5aS4RwgHa9KKVjXo,"['lodging', 'point_of_interest', 'establishment']",286,,https://www.google.com/maps/place/?q=place_id:ChIJIbOqAMb5aS4RwgHa9KKVjXo,,
OPERATIONAL,"Jl. Pembangunan 3 No.17, RT.002/RW.003, Karang Anyar, Kec. Neglasari, Kota Tangerang, Banten 15121, Indonesia","{'location': {'lat': -6.1585412, 'lng': 106.6429551}, 'viewport': {'northeast': {'lat': -6.157107970107277, 'lng': 106.6439779798927}, 'southwest': {'lat': -6.159807629892721, 'lng': 106.6412783201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Days Hotel & Suites by Wyndham Jakarta Airport,"[{'height': 402, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118324998752029905223"">Days Hotel And Suites Jakarta Airport</a>'], 'photo_reference': 'AUGGfZndloOiE4mvXvJg0L83CF5WJqJ8bX60Iuawzzm7YB8h35ysM_Tt8AmndkqZHTo4iycsUCHS-DUXYPDObBJYAdNMYmVMg6tEl1jo29l3-LXGJrnpXB-w_iGoAtu2RfZh9xkQTaCC593RYyn1YhmzAiMpONBgEJTLHDGGqRVw4B5JDQth', 'width': 715}]",ChIJ5-yVuLn4aS4RZP7KYKqWP5k,"{'compound_code': 'RJRV+P5 Karang Anyar, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJRV+P5'}",4.2,ChIJ5-yVuLn4aS4RZP7KYKqWP5k,"['lodging', 'point_of_interest', 'establishment']",3801,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ5-yVuLn4aS4RZP7KYKqWP5k,,
OPERATIONAL,"Jl. Maulana Hasanudin No.77, Cipondoh Makmur, Kec. Cipondoh, Kota Tangerang, Banten 15122, Indonesia","{'location': {'lat': -6.1843904, 'lng': 106.6766889}, 'viewport': {'northeast': {'lat': -6.183038370107279, 'lng': 106.6779963798927}, 'southwest': {'lat': -6.185738029892723, 'lng': 106.6752967201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz near RS Sari Asih Cipondoh,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114795546669098541644"">Joscelind Fabiola</a>'], 'photo_reference': 'AUGGfZncp62Yler6pO6NWXopDwk3Z-8bip0bOi7Wt91PjKOfOEWRaHEo5aaMRbLTEhPztd-NbOUZQ6NskkkjO-TMYehBKlOj-a953ou1Z7n_8i8eHnCu1uB3lmUIKWBtJ6VIYHZ23G1ZzWiv6Ue8p8MiQsRvim291S9WBgs4k59tgtBodifr', 'width': 3468}]",ChIJAe7Ialb4aS4R0GNvsTDVQDU,"{'compound_code': 'RM8G+6M Cipondoh Makmur, Tangerang City, Banten, Indonesia', 'global_code': '6P58RM8G+6M'}",3.5,ChIJAe7Ialb4aS4R0GNvsTDVQDU,"['lodging', 'point_of_interest', 'establishment']",52,,https://www.google.com/maps/place/?q=place_id:ChIJAe7Ialb4aS4R0GNvsTDVQDU,,
OPERATIONAL,"Jl. Raya Pantura No.20, RT.002/RW.006, Tanah Tinggi, Kec. Tangerang, Kota Tangerang, Banten 15119, Indonesia","{'location': {'lat': -6.1654665, 'lng': 106.6522794}, 'viewport': {'northeast': {'lat': -6.164021720107278, 'lng': 106.6536250298927}, 'southwest': {'lat': -6.166721379892722, 'lng': 106.6509253701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Le Paris Syariah Residence,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116492979790367958710"">A Google User</a>'], 'photo_reference': 'AUGGfZnq_gCCyMmOXsC9JKRxx-PYvnIjNUHiXKB_PbAxHY_P9uYx26Ak14yUxTbJv6yUGusdQi3OvSSKcghbF7IlngFGyFF69AE-57CFkSYgY3nS0A6caA6d5lTG20a4OQkfFgU3QlhlCydhH13ekBV5Ha07EUF1XlTx8FnejlIYZEDuqoWd', 'width': 6240}]",ChIJiQf03cH4aS4R4JGZoHhbrUU,"{'compound_code': 'RMM2+RW Tanah Tinggi, Tangerang City, Banten, Indonesia', 'global_code': '6P58RMM2+RW'}",3.9,ChIJiQf03cH4aS4R4JGZoHhbrUU,"['lodging', 'point_of_interest', 'establishment']",307,,https://www.google.com/maps/place/?q=place_id:ChIJiQf03cH4aS4R4JGZoHhbrUU,,
