business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,url,price_level
OPERATIONAL,"6J2Q+R8W, Dekat, Keleng, Ngebel, Keleng, East Java 63493, Indonesia","{'location': {'lat': -7.7978996, 'lng': 111.638325}, 'viewport': {'northeast': {'lat': -7.796550420107277, 'lng': 111.6396540798927}, 'southwest': {'lat': -7.799250079892721, 'lng': 111.6369544201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 92049 D'jamus Resort Telaga Ngebel,,,ChIJzcYrxMOleS4Rfa0tov5KRUY,,1.5,ChIJzcYrxMOleS4Rfa0tov5KRUY,"['lodging', 'point_of_interest', 'establishment']",8,https://www.google.com/maps/place/?q=place_id:ChIJzcYrxMOleS4Rfa0tov5KRUY,
OPERATIONAL,"Jl. Setiabudi Timur No.65, Kanigoro, Kec. Kartoharjo, Kota Madiun, Jawa Timur 63118, Indonesia","{'location': {'lat': -7.6341309, 'lng': 111.5399841}, 'viewport': {'northeast': {'lat': -7.632772720107278, 'lng': 111.5413506298927}, 'southwest': {'lat': -7.635472379892722, 'lng': 111.5386509701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel LG,{'open_now': True},"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110514122191963696992"">afincomprexs46</a>'], 'photo_reference': 'AUGGfZk1NuK1dpmACKT5FdLeETjRrSQ18fa5zrZsWuVeNKKdOpZE4PBrlqETEnyT-IFyyvi6L2IK6Az8w6p43xZ5tJzzWXojFM5IQ1cVADmWl-ifPmuqf8A-LkHr_v0OJj5aD1dJZzH_hu9Qnfy5GYuDKVkivFP1cHXfpF4Yq-HxPySfhA6F', 'width': 4000}]",ChIJSXdYTJO-eS4RX7sXQK6FixM,"{'compound_code': '9G8Q+8X Kanigoro, Madiun City, East Java, Indonesia', 'global_code': '6P4H9G8Q+8X'}",3.8,ChIJSXdYTJO-eS4RX7sXQK6FixM,"['lodging', 'point_of_interest', 'establishment']",218,https://www.google.com/maps/place/?q=place_id:ChIJSXdYTJO-eS4RX7sXQK6FixM,
OPERATIONAL,"Jl. Taman Praja No.23, Pandean, Kec. Taman, Kota Madiun, Jawa Timur 63133, Indonesia","{'location': {'lat': -7.6469771, 'lng': 111.5343835}, 'viewport': {'northeast': {'lat': -7.645602720107278, 'lng': 111.5356841298927}, 'southwest': {'lat': -7.648302379892722, 'lng': 111.5329844701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz Plus @ Taman Madiun,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109332942088939898532"">SONY WIRA NEGARA</a>'], 'photo_reference': 'AUGGfZliSyyabh4Vsx-Df8fp_vEBxyDUq_SRTSjO931OOm6jO3m3mflApczeedoJUcZwYsBUGzZlDa5u1LGzI4XqAUbB_GDut3-p6h6ENxBe-3ASr-7hGLkXi6bh5SjiO4xt8X7tkm0LW8cusJsU4urLxc6AIDS1HBAKWKG7ybdVpMfXf0fJ', 'width': 4160}]",ChIJfyKvnTe_eS4Rjd1wqpskzJw,"{'compound_code': '9G3M+6Q Pandean, Madiun City, East Java, Indonesia', 'global_code': '6P4H9G3M+6Q'}",4.5,ChIJfyKvnTe_eS4Rjd1wqpskzJw,"['lodging', 'point_of_interest', 'establishment']",85,https://www.google.com/maps/place/?q=place_id:ChIJfyKvnTe_eS4Rjd1wqpskzJw,
OPERATIONAL,"Jl. Pringgondani No.47, Kejuron, Kec. Taman, Kota Madiun, Jawa Timur 63131, Indonesia","{'location': {'lat': -7.635646700000001, 'lng': 111.5226745}, 'viewport': {'northeast': {'lat': -7.634294570107278, 'lng': 111.5239935298927}, 'southwest': {'lat': -7.636994229892722, 'lng': 111.5212938701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Raharjo Baru,{'open_now': True},"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104756360088077075838"">A Google User</a>'], 'photo_reference': 'AUGGfZkj0Um349gjS1djbRALjrqB5mjB70PI6Qj2TeTDK7Qj49gVwrY6yTbiWCXXq6xe1w2wyDI-EBYzIFtY3yelpUNvr2IS6mjQ8elwaqC8z9SiARXSI4Z29hgoWZ_z4dLErdtZyExekheuqzQPEqYC06RIl4XPLKcD88e-NT51pxh4OrvJ', 'width': 2160}]",ChIJL-KBAWC-eS4R9bx4WrWu0gU,"{'compound_code': '9G7F+P3 Kejuron, Madiun City, East Java, Indonesia', 'global_code': '6P4H9G7F+P3'}",4.0,ChIJL-KBAWC-eS4R9bx4WrWu0gU,"['lodging', 'point_of_interest', 'establishment']",239,https://www.google.com/maps/place/?q=place_id:ChIJL-KBAWC-eS4R9bx4WrWu0gU,
OPERATIONAL,"Jl. Kapuas No.79, Pandean, Kec. Taman, Kota Madiun, Jawa Timur 63133, Indonesia","{'location': {'lat': -7.640800199999999, 'lng': 111.5189472}, 'viewport': {'northeast': {'lat': -7.639399620107278, 'lng': 111.5203048798927}, 'southwest': {'lat': -7.642099279892722, 'lng': 111.5176052201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,KoolKost Syariah near Universitas Merdeka Madiun (Minimum Stay 6 Nights),,"[{'height': 2184, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106247229987589199016"">Hendro Yosua</a>'], 'photo_reference': 'AUGGfZn2YRWTyh_VEnDOlKMCZQS-iIXpGlA0pVwB0AGEDnIx1qK04u0ewWhv5L6eReOLVsxm7oXW0kWgH1IzNvKzXGwZ6t6AIVKkScR8ElPMk4Aub0z1P3wqozoeOdFXhT1PzRp_X_RdEKDIJNngxw_ZK5C8q_USIYU9Ko3O-HFCeRY9xpLu', 'width': 4608}]",ChIJJ3VkxGO-eS4RSTEI5hXc5rM,"{'compound_code': '9G59+MH Pandean, Madiun City, East Java, Indonesia', 'global_code': '6P4H9G59+MH'}",3.1,ChIJJ3VkxGO-eS4RSTEI5hXc5rM,"['lodging', 'point_of_interest', 'establishment']",136,https://www.google.com/maps/place/?q=place_id:ChIJJ3VkxGO-eS4RSTEI5hXc5rM,
OPERATIONAL,"Jl. Marga Tama No.20, Kanigoro, Kec. Kartoharjo, Kota Madiun, Jawa Timur 63118, Indonesia","{'location': {'lat': -7.634267699999999, 'lng': 111.5393314}, 'viewport': {'northeast': {'lat': -7.632964620107278, 'lng': 111.5406723798927}, 'southwest': {'lat': -7.635664279892722, 'lng': 111.5379727201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz @ Kartohardjo Madiun,,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100393746171752758621"">A Google User</a>'], 'photo_reference': 'AUGGfZltzZsoiRUGksPjYxI1nsaIO8pBMVzk745sC1jQRA8oMvatthYnUYcZFq6xMOmg3rZYdoRG5f-1k4iXqK8nRHp7OTQ-xsHnVFOMGglF4VtkET5-8xuHiGOVsBxjCisMutfM7kcg5BNTt3G-SQNJ60gfuPiYaPama3cYCF-kfE2yHifz', 'width': 900}]",ChIJ8zB6M6K_eS4RGyEPLl73hqo,"{'compound_code': '9G8Q+7P Kanigoro, Madiun City, East Java, Indonesia', 'global_code': '6P4H9G8Q+7P'}",4.1,ChIJ8zB6M6K_eS4RGyEPLl73hqo,"['lodging', 'point_of_interest', 'establishment']",328,https://www.google.com/maps/place/?q=place_id:ChIJ8zB6M6K_eS4RGyEPLl73hqo,
OPERATIONAL,"Jl. Mangga Gadung C1/4 KPR. Taman Asri, Waru Kulon, Milangasri, Panekan, Kabupaten Magetan, Jawa Timur 63352, Indonesia","{'location': {'lat': -7.6299337, 'lng': 111.3339449}, 'viewport': {'northeast': {'lat': -7.628584870107276, 'lng': 111.3352740798927}, 'southwest': {'lat': -7.631284529892721, 'lng': 111.3325744201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Erkea Homestay,{'open_now': True},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105547877445368217150"">rini mw</a>'], 'photo_reference': 'AUGGfZnkRbdG_GI389l2RU9YOItZ-xFcesGFZW1_Zg0fqipPjws3_-zDScGpTfwxnzya4NYVGwG2F70bKAHRHFot-3JonoK90Q_JsKbudbnhcvcHRVIclurr95z_AW4ZpVo2-rr2oBX3-a7M3NbP3osvRhpsCpwD2rynL5pbRADtp2eoptev', 'width': 4160}]",ChIJzettlqyTeS4R3BPKyXE3w9Q,"{'compound_code': '98CM+2H Milangasri, Magetan Regency, East Java, Indonesia', 'global_code': '6P4H98CM+2H'}",4.7,ChIJzettlqyTeS4R3BPKyXE3w9Q,"['lodging', 'point_of_interest', 'establishment']",26,https://www.google.com/maps/place/?q=place_id:ChIJzettlqyTeS4R3BPKyXE3w9Q,
OPERATIONAL,"Jl. Suka Karya No.7, Mojorejo, Kec. Taman, Kota Madiun, Jawa Timur 63139, Indonesia","{'location': {'lat': -7.639774199999999, 'lng': 111.5334062}, 'viewport': {'northeast': {'lat': -7.638392920107277, 'lng': 111.5347647298927}, 'southwest': {'lat': -7.641092579892721, 'lng': 111.5320650701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kost bougenville (TIDAK BEKERJASAMA DG AGENSI HOTEL/ PENGINAPAN MANAPUN)),,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106191059681843068781"">A Google User</a>'], 'photo_reference': 'AUGGfZnAxv0b8gZNtxdvfaA6XAJHywp9189MbM_KKVj1JDxCl6dwKN8fyphvv4gsFXZmEWoes6ygrE0FU9GIQ90pcRTrpZPfOsDXgoywb5ZFG1CpdqlF7OsIzdqmpaia3UxNt_HU-LR6fhKi0pbR5vR2m2RSeHFRqmS4nxIxJqeQ1jKxD5Qc', 'width': 1960}]",ChIJ5YNP5MS_eS4RE9mUimNIurk,"{'compound_code': '9G6M+39 Mojorejo, Madiun City, East Java, Indonesia', 'global_code': '6P4H9G6M+39'}",4.2,ChIJ5YNP5MS_eS4RE9mUimNIurk,"['lodging', 'point_of_interest', 'establishment']",46,https://www.google.com/maps/place/?q=place_id:ChIJ5YNP5MS_eS4RE9mUimNIurk,
OPERATIONAL,"Jl. Kapuas No.79, Pandean, Kec. Taman, Kota Madiun, Jawa Timur 63133, Indonesia","{'location': {'lat': -7.640848600000001, 'lng': 111.5188964}, 'viewport': {'northeast': {'lat': -7.639418820107278, 'lng': 111.5202586298927}, 'southwest': {'lat': -7.642118479892722, 'lng': 111.5175589701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Orange Kos,{'open_now': True},,ChIJyftKnLi_eS4R-t3xxg7_CVE,"{'compound_code': '9G59+MH Pandean, Madiun City, East Java, Indonesia', 'global_code': '6P4H9G59+MH'}",1.0,ChIJyftKnLi_eS4R-t3xxg7_CVE,"['lodging', 'point_of_interest', 'establishment']",2,https://www.google.com/maps/place/?q=place_id:ChIJyftKnLi_eS4R-t3xxg7_CVE,
OPERATIONAL,"Jl. Ir. H Juanda No.19, Tonatan, Kec. Ponorogo, Kabupaten Ponorogo, Jawa Timur 63413, Indonesia","{'location': {'lat': -7.870673000000001, 'lng': 111.483966}, 'viewport': {'northeast': {'lat': -7.869306170107278, 'lng': 111.4853163298927}, 'southwest': {'lat': -7.872005829892722, 'lng': 111.4826166701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Amaris Hotel By Santika Ponorogo,{'open_now': True},"[{'height': 426, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107572738361316137364"">AMARIS HOTEL BY SANTIKA</a>'], 'photo_reference': 'AUGGfZkPB_fagP9ZcjjrSvzODt-sdJVvxFWmWLY1Xla89rtQq44xbQxR6ZHdxm2TmpEPvVWbJcKvnD9meQaEZsD7hk2GseuV3M45WjtvljlELlx3uFShG_dcPP3fthTCH27i-QMWPTuD62jRgVbT1zqqDvLJ70_NjSr-0QpKa1rQGhWTWVqY', 'width': 640}]",ChIJwQtTcy-geS4RNxRjtAiqIzQ,"{'compound_code': '4FHM+PH Tonatan, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H4FHM+PH'}",4.3,ChIJwQtTcy-geS4RNxRjtAiqIzQ,"['lodging', 'point_of_interest', 'establishment']",2472,https://www.google.com/maps/place/?q=place_id:ChIJwQtTcy-geS4RNxRjtAiqIzQ,
OPERATIONAL,"Jl. Kh. Ahmad Dahlan No.82 A, Bangunsari, Kec. Ponorogo, Kabupaten Ponorogo, Jawa Timur 63419, Indonesia","{'location': {'lat': -7.8638461, 'lng': 111.4733679}, 'viewport': {'northeast': {'lat': -7.862499570107278, 'lng': 111.4747067298927}, 'southwest': {'lat': -7.865199229892722, 'lng': 111.4720070701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Maesa Hotel Ponorogo,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113945892430295960932"">Maesa Hotel</a>'], 'photo_reference': 'AUGGfZm7WguDxc7D8eATX8WxDXsDVlZz04l0SzlzmH9IKYoNDVmH4E55_2trUg4hgs7bcGnhfHnETE0RBzDyNp4q-tQHDzS-bUEcAtmmPjpARr27hi-6pHWa7VxIRe69lMuu_ORQuVJfHOJ8cdXfJDL4FdX9ZhFJRv_b4yXKygMAZzAskihF', 'width': 6000}]",ChIJ20kwE4CfeS4Rfh6-T7-DBrI,"{'compound_code': '4FPF+F8 Bangunsari, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H4FPF+F8'}",4.2,ChIJ20kwE4CfeS4Rfh6-T7-DBrI,"['lodging', 'point_of_interest', 'establishment']",1154,https://www.google.com/maps/place/?q=place_id:ChIJ20kwE4CfeS4Rfh6-T7-DBrI,
OPERATIONAL,"Jl. Raya Purwantoro No.Km 2, Ponorogo, Blimbing, Kec. Purwantoro, Kabupaten Wonogiri, Jawa Tengah 57695, Indonesia","{'location': {'lat': -7.849410399999999, 'lng': 111.2694185}, 'viewport': {'northeast': {'lat': -7.848285720107278, 'lng': 111.2707649798927}, 'southwest': {'lat': -7.850985379892722, 'lng': 111.2680653201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Merista Raya Hotel,,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116953415706310309902"">Vian Kurniadi</a>'], 'photo_reference': 'AUGGfZnnlPDsHN94H9ofPdP4jdw9WYP03B1S9ojJcBSpjCoqrkNaGaYNESzeU8vtkxurT7MdwaXUvsXOlWqg6CnwLdA8SrkMoRPXwF7kX4khYdQ2ufh6FKHy5jDK3bh5qiAuHA-Xqj7F5Nh4wnKCFdaiHp8gheg10C8111FwKUK-ZxCRi4LP', 'width': 5504}]",ChIJcTZi_kaDeS4RTgreNK7ZJqg,"{'compound_code': '5729+6Q Purwantoro, Wonogiri Regency, Central Java, Indonesia', 'global_code': '6P4H5729+6Q'}",3.8,ChIJcTZi_kaDeS4RTgreNK7ZJqg,"['lodging', 'point_of_interest', 'establishment']",774,https://www.google.com/maps/place/?q=place_id:ChIJcTZi_kaDeS4RTgreNK7ZJqg,
OPERATIONAL,"Jalan Aloon - Aloon Selatan No.1, Pakunden, Ponorogo, Krajan, Pakunden, Kec. Ponorogo, Kabupaten Ponorogo, Jawa Timur 63416, Indonesia","{'location': {'lat': -7.8721972, 'lng': 111.4630745}, 'viewport': {'northeast': {'lat': -7.870786270107278, 'lng': 111.4644199298927}, 'southwest': {'lat': -7.873485929892722, 'lng': 111.4617202701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ponorogo Permai - Hotel & Toserba,{'open_now': True},"[{'height': 1364, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109127569163212953409"">Ponorogo Permai - Hotel &amp; Toserba</a>'], 'photo_reference': 'AUGGfZnjym6coFsjG1hLXCxECp7OyZX_Tz80M0kzSQV7QV2d9U9d4fk9RpcZ7o6ldGitd4IqaJGxGJSHEgOtQkqg9Z6OWPD7Taw5QGbQxJpI7gApK2VBRcVLe4p0quqRiD6v26orti12O8G5_22PZoI-xcVImWYSIsR4Op4Nifww5jY_i8Gb', 'width': 2048}]",ChIJYYQ-spqfeS4RHYymPNocvk0,"{'compound_code': '4FH7+46 Pakunden, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H4FH7+46'}",4.1,ChIJYYQ-spqfeS4RHYymPNocvk0,"['supermarket', 'grocery_or_supermarket', 'lodging', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']",1995,https://www.google.com/maps/place/?q=place_id:ChIJYYQ-spqfeS4RHYymPNocvk0,
OPERATIONAL,"Tegalrejo, Purwantoro, Wonogiri Regency, Central Java 57695, Indonesia","{'location': {'lat': -7.851062499999999, 'lng': 111.2635625}, 'viewport': {'northeast': {'lat': -7.849829720107278, 'lng': 111.2648829298927}, 'southwest': {'lat': -7.852529379892722, 'lng': 111.2621832701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Capital O 93533 Griya Denok,,"[{'height': 2256, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117478392324738134556"">Wahyu Ambar Gunany</a>'], 'photo_reference': 'AUGGfZnjzSz1-E6ouRCscE-NpuZ3Q-j8pp7p-vgmWSoUGIsvV2vmDETitaB1CVEOMcyDNwNJFHJgqlcz2GHXziVrLs6D2PhwZoqu8tWJQdrFQky9pAFQWMHSdFoKhwdxYOW5NN0IiH8Xx9xLay9G6GXhUDBpfE7_PE4CEmFQZLLgEVDRFoRw', 'width': 4000}]",ChIJwReZSqSDeS4RVAF86A9_F6w,"{'compound_code': '47X7+HC Tegalrejo, Wonogiri Regency, Central Java, Indonesia', 'global_code': '6P4H47X7+HC'}",4.2,ChIJwReZSqSDeS4RVAF86A9_F6w,"['lodging', 'point_of_interest', 'establishment']",53,https://www.google.com/maps/place/?q=place_id:ChIJwReZSqSDeS4RVAF86A9_F6w,
OPERATIONAL,"Jl. Batoro Katong No.134, Ronowijayan, Kertosari, Kec. Babadan, Kabupaten Ponorogo, Jawa Timur 63491, Indonesia","{'location': {'lat': -7.857208399999998, 'lng': 111.4832847}, 'viewport': {'northeast': {'lat': -7.855827270107278, 'lng': 111.4846312798927}, 'southwest': {'lat': -7.858526929892722, 'lng': 111.4819316201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ndalem Katong Guest House Ponorogo,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108426554320110919495"">A Google User</a>'], 'photo_reference': 'AUGGfZnVP0txNRgTJNe7p9708XGfySm69bJTaD6aQvDgvCtZ_ZcTLK551cEI7hlQOjlE_HVMzb6n5U5QJcpLB_NHHWQn7OhrsfvmqOUtnelz7eTO4yw82d-a1fysRCsmlglkkndfsX5s75FfKKj5Gli-VojJsKXBY2xPLDo0KFzkEkke3tp-', 'width': 4032}]",ChIJBwxSxNOheS4RpIt9KDwy0tw,"{'compound_code': '4FVM+38 Ronowijayan, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H4FVM+38'}",4.4,ChIJBwxSxNOheS4RpIt9KDwy0tw,"['lodging', 'point_of_interest', 'establishment']",741,https://www.google.com/maps/place/?q=place_id:ChIJBwxSxNOheS4RpIt9KDwy0tw,
OPERATIONAL,"Jl. Soekarno Hatta No.315, Banyudono, Keniten, Kec. Ponorogo, Kabupaten Ponorogo, Jawa Timur 63411, Indonesia","{'location': {'lat': -7.857198899999999, 'lng': 111.4687317}, 'viewport': {'northeast': {'lat': -7.855834470107278, 'lng': 111.4701623798927}, 'southwest': {'lat': -7.858534129892722, 'lng': 111.4674627201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Dirgahayu Ponorogo,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111951031162733500166"">A Google User</a>'], 'photo_reference': 'AUGGfZmqe5aXTsqi9X_EyhuDgEYHqN1LviGB7MsomKLLbuaAAvh1SkeLj-RVglziF6BqL5BqgpDrRHuC9Mddn63ftiWY4o4QYVMdu5z4SJ6GW2yQDRAM_JM1UEkrr4mtPTiFguYWyOSCkuXJ56r9lZXHOXmCIMQziQNLvrgvB34WpLXOmb2E', 'width': 4000}]",ChIJe6rxYgCfeS4RczCUAAaFiNY,"{'compound_code': '4FV9+4F Keniten, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H4FV9+4F'}",5.0,ChIJe6rxYgCfeS4RczCUAAaFiNY,"['lodging', 'point_of_interest', 'establishment']",1,https://www.google.com/maps/place/?q=place_id:ChIJe6rxYgCfeS4RczCUAAaFiNY,
OPERATIONAL,"Majasem, Jl. Laksamana Yos Sudarso No.9, Madusari, Kec. Siman, Kabupaten Ponorogo, Jawa Timur 63471, Indonesia","{'location': {'lat': -7.9045525, 'lng': 111.4612663}, 'viewport': {'northeast': {'lat': -7.903246120107278, 'lng': 111.4627222798927}, 'southwest': {'lat': -7.905945779892722, 'lng': 111.4600226201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Sankita,{'open_now': True},"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114504995082040744263"">firman adi putra</a>'], 'photo_reference': 'AUGGfZk5LpnQ5RhH7FLK5wCGhkFzJmVeV6n9N69RtalytdDijtZqcahfNweiWQjb2EYehkwgpuWTsCshV-hn4KdgsOXaBwtztBzq7-xSd3B8u5jr5RkACfjc8g7iK2JdzO7ByVlXDDtkJLCKe9gwLV2n_8jQzkQSjLjFObtRqnwGVQPO09Ff', 'width': 4000}]",ChIJS_cYb1h1eS4Rqksi1yK8L6g,"{'compound_code': '3FW6+5G Madusari, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H3FW6+5G'}",4.1,ChIJS_cYb1h1eS4Rqksi1yK8L6g,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",343,https://www.google.com/maps/place/?q=place_id:ChIJS_cYb1h1eS4Rqksi1yK8L6g,
OPERATIONAL,"Jl. Arif Rahman Hakim No.27, Perumda, Keniten, Kec. Ponorogo, Kabupaten Ponorogo, Jawa Timur 63412, Indonesia","{'location': {'lat': -7.838000099999999, 'lng': 111.4829904}, 'viewport': {'northeast': {'lat': -7.836729970107278, 'lng': 111.4843878298927}, 'southwest': {'lat': -7.839429629892722, 'lng': 111.4816881701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 90622 Hotel Galaksi,,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110361269811543916688"">A Google User</a>'], 'photo_reference': 'AUGGfZkMiDSSpgKzyZVyi3PjB4VKqkIqGZh-ZRY1otHsLDAi9OxJDYtAtAvpK3cG0vq9zav1L6BZF7_K0pWUKsPRQWo42zsVusvsuw4DAjoQ4ler2bAofYW7Wx9cx6XIS0Qkd3BeBHNkeshsRk4Z2KKIJ-6qMXPwlvnmRLXrSdgUnabofbP8', 'width': 640}]",ChIJPyMp5OaheS4RyRMMb8vZEO4,"{'compound_code': '5F6M+R5 Keniten, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H5F6M+R5'}",3.7,ChIJPyMp5OaheS4RyRMMb8vZEO4,"['lodging', 'point_of_interest', 'establishment']",791,https://www.google.com/maps/place/?q=place_id:ChIJPyMp5OaheS4RyRMMb8vZEO4,
OPERATIONAL,"Jl. Subali No.6, Krajan, Kepatihan, Kec. Ponorogo, Kabupaten Ponorogo, Jawa Timur 63416, Indonesia","{'location': {'lat': -7.878345099999999, 'lng': 111.4683291}, 'viewport': {'northeast': {'lat': -7.877001820107276, 'lng': 111.4697834298927}, 'southwest': {'lat': -7.87970147989272, 'lng': 111.4670837701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,SUBALI GUESTHOUSE & KOST,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115669942881340785323"">A Google User</a>'], 'photo_reference': 'AUGGfZnKoMDVqG-A670M3dI6U16cKx6ds3WbY2xKSBqQy8aVuOmHwmGri5X8xn-AH-HEiVN6cflEjzvKGdFI9yD77GiXD_7QFmOQQLduNF-Tq2Pa9HgQDekwT7JAyIXNFVkSbV1WQ523qush71X-EmXGiO8VbQRlxUXB6uLv1Zgu208WHPOv', 'width': 4032}]",ChIJtaTSwQifeS4RnWIfvYr1YBk,"{'compound_code': '4FC9+M8 Kepatihan, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H4FC9+M8'}",4.7,ChIJtaTSwQifeS4RnWIfvYr1YBk,"['lodging', 'point_of_interest', 'establishment']",120,https://www.google.com/maps/place/?q=place_id:ChIJtaTSwQifeS4RnWIfvYr1YBk,
