business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,url,price_level,permanently_closed
OPERATIONAL,"Jalan Borobudur-Ngadiharjo No.1 RT.01/RW.06, Dusun XIX, Desa Ngaran II, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553, Indonesia","{'location': {'lat': -7.613418599999999, 'lng': 110.2070721}, 'viewport': {'northeast': {'lat': -7.612073370107277, 'lng': 110.2084441298927}, 'southwest': {'lat': -7.614773029892721, 'lng': 110.2057444701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,First Kinara Homestay,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116619885460943433795"">M Sumarsono</a>'], 'photo_reference': 'AUGGfZm1wIozv_N_56GbUBtDS3Y4wP59zuiXrxa6gBEwiUB_2mHQyE10sYSajr4aqXF_KyUCy3vVGawMYZoF4TkzEuavQJffb7IJEtLEouh1F-jY9G_fzx6kJbcp_omjqE53nlxbtQP7FDCr32ScyfXjQq2Ns5MnBFFhKj6RRdIQegE2mukf', 'width': 4128}]",ChIJW-GECs6Mei4RTzEhpff5kbo,"{'compound_code': '96P4+JR Dusun XIX, Borobudur, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4G96P4+JR'}",4.5,ChIJW-GECs6Mei4RTzEhpff5kbo,"['lodging', 'point_of_interest', 'establishment']",103,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJW-GECs6Mei4RTzEhpff5kbo,,
OPERATIONAL,"Gopalan, Jl. Borobudur - Ngadiharjo, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553, Indonesia","{'location': {'lat': -7.612919399999999, 'lng': 110.2026391}, 'viewport': {'northeast': {'lat': -7.611579020107278, 'lng': 110.2039888798927}, 'southwest': {'lat': -7.614278679892722, 'lng': 110.2012892201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Gopalan Borobudur,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100550648842589263877"">Samsul Bahri</a>'], 'photo_reference': 'AUGGfZmlw9WIqyR21bhX78Yv4LebnQlaIQi5eHg8tldzZjCNzVFOluYYc9Mlvy3sR8pvXm-Ou2bv-kBaZrT8VGSEcV-Ig8cVYJlY7BplNDDW-nhERBrSYtXsXQZKCFu-YmtAq4VFWmOuYGuUHwIuDlH2xfOXiAo_wj2cu7016Z-h-cj_DIbo', 'width': 4000}]",ChIJXzpUjLuNei4RfERyZy3ceZM,"{'compound_code': '96P3+R3 Borobudur, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4G96P3+R3'}",4.4,ChIJXzpUjLuNei4RfERyZy3ceZM,"['lodging', 'point_of_interest', 'establishment']",365,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJXzpUjLuNei4RfERyZy3ceZM,,
OPERATIONAL,"Ngaran Lor, RT.004/RW.005, Dusun XVII, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553, Indonesia","{'location': {'lat': -7.609236299999999, 'lng': 110.2127083}, 'viewport': {'northeast': {'lat': -7.607890720107278, 'lng': 110.2140562298927}, 'southwest': {'lat': -7.610590379892723, 'lng': 110.2113565701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Maher house borobudur,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116467384545483211696"">A Google User</a>'], 'photo_reference': 'AUGGfZlRK-jTd7Cy0Ri-rzaNGWRSTqw1osBCjqhqwrBbvNi2whIVRikpSZc0WnP4HbdJNQaram6y6WSbKKntlM1ksdQ357TF3ylvIYcDC7GpXGF2zGnSQOKnpVMkd7T_l4MGCtGiv2ugGj5qjnwQgfSDFn4c-0hEonUDAfJ6rtvKRGUm55jD', 'width': 4000}]",ChIJiSezK_ONei4Rhed-W7n7WXw,"{'compound_code': '96R7+83 Borobudur, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4G96R7+83'}",4.8,ChIJiSezK_ONei4Rhed-W7n7WXw,"['lodging', 'point_of_interest', 'establishment']",161,,https://www.google.com/maps/place/?q=place_id:ChIJiSezK_ONei4Rhed-W7n7WXw,,
OPERATIONAL,"Niti Bhumi, Dusun Jowahan, Wanurejo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553, Indonesia","{'location': {'lat': -7.614625999999999, 'lng': 110.2102582}, 'viewport': {'northeast': {'lat': -7.613276870107276, 'lng': 110.2116567798927}, 'southwest': {'lat': -7.61597652989272, 'lng': 110.2089571201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Niti Bhumi Villa,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117206130515372346284"">A Google User</a>'], 'photo_reference': 'AUGGfZk_7NQP_XRyNH3VAz1adljwvUvQkkN-9KPp1AbxTtuac9f1blxrOA-oeYtRy6lpuz-DwMVhwaMxh5QmmfLfbZ7eyAP7SwCAdFe_bnHxpuUwX0mjjNItRYQEMEjtO5dnObFiZZ39lhV9dw1azjvFOyilBVHh2t4HBfgokN8WKo8yMrdX', 'width': 4000}]",ChIJTX1IUhaNei4RnJrsaCeN0wY,"{'compound_code': '96P6+44 Wanurejo, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4G96P6+44'}",5.0,ChIJTX1IUhaNei4RnJrsaCeN0wY,"['point_of_interest', 'establishment']",10,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJTX1IUhaNei4RnJrsaCeN0wY,,
OPERATIONAL,"Jalan Nasional III Yogyakarta - Purworejo KM 41.5, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654, Indonesia","{'location': {'lat': -7.8861965, 'lng': 110.0655802}, 'viewport': {'northeast': {'lat': -7.884885370107277, 'lng': 110.0668625298927}, 'southwest': {'lat': -7.887585029892721, 'lng': 110.0641628701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,MORAZEN Yogyakarta,"[{'height': 4480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106589095644981967911"">A Google User</a>'], 'photo_reference': 'AUGGfZnwNrspD-gAtZhy8A3RsxRRgvbecMCX4xWZznWce7O5jmyXn2-umbnbWiLi7rIo2OiYYkPbn7UTZHOFivEFP-_Ab2wl7WG-rj5XB4FfwqhIrgbHG0o4cOsCuvFwUJqXRD-FIzFA28rEco4LL_fQoWSEtQM9voFdJnYIQgppbBWrcpDw', 'width': 6720}]",ChIJ9w6DERjlei4RuZvghe1hWu8,"{'compound_code': '4378+G6 Kebonrejo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G4378+G6'}",4.8,ChIJ9w6DERjlei4RuZvghe1hWu8,"['lodging', 'point_of_interest', 'establishment']",1242,,https://www.google.com/maps/place/?q=place_id:ChIJ9w6DERjlei4RuZvghe1hWu8,,
OPERATIONAL,"Jl. Wates - Purworejo No.KM 10 95, Seling, Temon Kulon, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654, Indonesia","{'location': {'lat': -7.8868192, 'lng': 110.0727265}, 'viewport': {'northeast': {'lat': -7.885393320107277, 'lng': 110.0740782798927}, 'southwest': {'lat': -7.888092979892721, 'lng': 110.0713786201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,ibis Yogyakarta International Airport Kulon Progo,"[{'height': 2299, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111872789123157747082"">sigitnur wahyudi</a>'], 'photo_reference': 'AUGGfZkO2ZktgnXghgOP72Mroan7yTDklFtF34ckepYrFtHl5L6CbtZ8IrXR-vb_Re9iFDPTLGZtEOjMvTSdBM7U_ranibsA524hX-C-G_JIemhJN-rm33XACdbA-e9s4GDvzXEcSrTAHmgtsGourncAJu0KD-Pso0Wwu7yhYCl-hveybsEl', 'width': 1868}]",ChIJdQCFaE_lei4RrmpLTWbw0oY,"{'compound_code': '437F+73 Temon Kulon, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G437F+73'}",4.8,ChIJdQCFaE_lei4RrmpLTWbw0oY,"['lodging', 'point_of_interest', 'establishment']",871,,https://www.google.com/maps/place/?q=place_id:ChIJdQCFaE_lei4RrmpLTWbw0oY,,
OPERATIONAL,"Jl. Wates - Purworejo No.KM 10 95, Seling, Temon Kulon, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654, Indonesia","{'location': {'lat': -7.8868192, 'lng': 110.0727265}, 'viewport': {'northeast': {'lat': -7.885393320107277, 'lng': 110.0740782798927}, 'southwest': {'lat': -7.888092979892721, 'lng': 110.0713786201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Novotel Yogyakarta Airport Kulon Progo,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118090492052316008029"">Bryan Martin</a>'], 'photo_reference': 'AUGGfZkEO_H9xSVCcmHzXeCrHm5KvVkNre2fuwO5hBZsGC8yZZrFKuChSWPT3I3nRTWFjw8kljyP48yLLXrnDBwU66jTrigkOhl5O9hZb8RCv4O8TJ2ctL6rtEtcKvLE84N-ZxZGwFD3g-Ub5xiDFF7jM5ACjZVXqwNX9CfyMOPHNXH8jEr5', 'width': 4080}]",ChIJRQyaGcDlei4RwkQUJNRGPH0,"{'compound_code': '437F+73 Temon Kulon, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G437F+73'}",4.8,ChIJRQyaGcDlei4RwkQUJNRGPH0,"['lodging', 'point_of_interest', 'establishment']",384,,https://www.google.com/maps/place/?q=place_id:ChIJRQyaGcDlei4RwkQUJNRGPH0,,
OPERATIONAL,"Weton, Kebonrejo, Temon, Kulon Progo Regency, Special Region of Yogyakarta 55654, Indonesia","{'location': {'lat': -7.8870638, 'lng': 110.0698989}, 'viewport': {'northeast': {'lat': -7.885450070107277, 'lng': 110.0712586798927}, 'southwest': {'lat': -7.888149729892721, 'lng': 110.0685590201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Swiss-Belhotel Airport Yogyakarta,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113475384017698094774"">A Google User</a>'], 'photo_reference': 'AUGGfZkxmC21Pmwg7C5_qSiGkrWu614GPSGcWQSY8UjQu1g_8L0xG6MNSXfef-pX-bGJi7o6gMW0_v2gOfupV5Mxl2iKoGwHU5phq2bvqD6vTUAWDXqoEGXwMP7L0H5ZOZ9tOBrqgmMEbPiIAZ26V5YX8FIZPtKv-xSSqGAsRGr4j2NncMPR', 'width': 783}]",ChIJVX5VGHzlei4RPtZCeavwR94,"{'compound_code': '4379+5X Kebonrejo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G4379+5X'}",4.8,ChIJVX5VGHzlei4RPtZCeavwR94,"['lodging', 'point_of_interest', 'establishment']",190,,https://www.google.com/maps/place/?q=place_id:ChIJVX5VGHzlei4RPtZCeavwR94,,
OPERATIONAL,"Mezzanine Level Domestic Arrival Terminal, Yogyakarta International Airport, Jl. Wates - Purworejo No.KM. 42, Logede, Glagah, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654, Indonesia","{'location': {'lat': -7.8983132, 'lng': 110.0598926}, 'viewport': {'northeast': {'lat': -7.896873470107278, 'lng': 110.0612767798927}, 'southwest': {'lat': -7.899573129892722, 'lng': 110.0585771201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Cordia Hotel Yogyakarta International Airport - Hotel Airport,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115315826208630633112"">A Google User</a>'], 'photo_reference': 'AUGGfZk3H5posK0E7T3PqH-CHXcfIF3S4arPOO3ImGZ2wMj4OrTj6CbFCCi3wn6rtn_iiD9pT-IBJZmCt02laTxxT-tvTiwJna0ed1KSWPYODe8P6D7RaqoH4NwO4iZX53Len8tmTF3ZbY3_F0_PWa-_2ZajqxD9SqJN49uZvZThHgLVwkHD', 'width': 3264}]",ChIJT0CIKQ_jei4RaxUGushtI3o,"{'compound_code': '4325+MX Glagah, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G4325+MX'}",4.6,ChIJT0CIKQ_jei4RaxUGushtI3o,"['airport', 'lodging', 'point_of_interest', 'establishment']",1228,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJT0CIKQ_jei4RaxUGushtI3o,,
OPERATIONAL,"Area Kebun, Sindutan, Temon, Kulon Progo Regency, Special Region of Yogyakarta 55654, Indonesia","{'location': {'lat': -7.882581200000001, 'lng': 110.0463661}, 'viewport': {'northeast': {'lat': -7.881289070107277, 'lng': 110.0476828298927}, 'southwest': {'lat': -7.883988729892721, 'lng': 110.0449831701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Omah Soemantri,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113742785368438539345"">David Thamrin</a>'], 'photo_reference': 'AUGGfZn9mSXsKpXIw04s2SpFFotVBNqCAXs42Vnz321gJ3S3tKj8EyZc5fS_gPaTPrdT85ckB5zXCW8JercGKiTP37YkQwhRKikXIsybFJEmww46B5FrVieRnijuh8bZ4Wig_rrnxJR2B4mAFvcomibaACVOHVlzTI6E-QCU01xTVmSKLKzD', 'width': 1920}]",ChIJ_4yZqfblei4RDsVbMebPH2U,"{'compound_code': '428W+XG Sindutan, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G428W+XG'}",4.8,ChIJ_4yZqfblei4RDsVbMebPH2U,"['lodging', 'point_of_interest', 'establishment']",77,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ_4yZqfblei4RDsVbMebPH2U,,
OPERATIONAL,"Depan Bandara YIA, Jl. Purworejo - Jogja No.KM 41, Area Kebun, Kebonrejo, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654, Indonesia","{'location': {'lat': -7.886357100000001, 'lng': 110.0672842}, 'viewport': {'northeast': {'lat': -7.884987720107278, 'lng': 110.0686349798927}, 'southwest': {'lat': -7.887687379892721, 'lng': 110.0659353201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,keTemon - Hotel & Resto Depan Yogyakarta International Airport,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117670083561225930946"">A Google User</a>'], 'photo_reference': 'AUGGfZmbwVgV6lpnxuVoWiI5iQk6ioUC2E2EhaBMTEOmZ4_7UJbakRB71Qrx-8GH6jYQlKEVP_eg14SDqCRc93P3pLL5ymDsFn3FbdIan-CzanH1XI3ImzISJFB4UHSSXSj8hkAhLgIpxtDFuNTx7tzOj_sJjYSbutkFjsve_8mg2r4JcZZK', 'width': 4080}]",ChIJF7Rd8gLlei4RCiSTjYxHseQ,"{'compound_code': '4378+FW Kebonrejo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G4378+FW'}",4.5,ChIJF7Rd8gLlei4RCiSTjYxHseQ,"['lodging', 'point_of_interest', 'establishment']",27,,https://www.google.com/maps/place/?q=place_id:ChIJF7Rd8gLlei4RCiSTjYxHseQ,,
OPERATIONAL,"Jl. Jogja No.KM 5, Gegunungan, Popongan, Kec. Banyuurip, Kabupaten Purworejo, Jawa Tengah 54171, Indonesia","{'location': {'lat': -7.7622395, 'lng': 110.0042814}, 'viewport': {'northeast': {'lat': -7.760900820107277, 'lng': 110.0055217798927}, 'southwest': {'lat': -7.763600479892721, 'lng': 110.0028221201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Sanjaya,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105167198619368747466"">A Google User</a>'], 'photo_reference': 'AUGGfZn9eL8bwoCnP6Fmq4-JByXSPVWdvjB2OH39SZN4RcR5QlNGJ4FfUSxJManHr7SMzrQBY7kgt_lpLxdDa9MAthgr6gz5NdNSbRGU9KHsc6R9DGkIQVVsvZwfXOC7pQ9766A8dj2dFKmjZGaVdLSJmGip1hUQhhFp17Y7SxJxTBQSqlz-', 'width': 4000}]",ChIJd2fU7YTpei4RYaKT8i5F3Ho,"{'compound_code': '62Q3+4P Popongan, Purworejo Regency, Central Java, Indonesia', 'global_code': '6P4G62Q3+4P'}",4.2,ChIJd2fU7YTpei4RYaKT8i5F3Ho,"['lodging', 'point_of_interest', 'establishment']",112,,https://www.google.com/maps/place/?q=place_id:ChIJd2fU7YTpei4RYaKT8i5F3Ho,,
OPERATIONAL,"Jl. Lkr. Ps., Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651, Indonesia","{'location': {'lat': -7.862935999999999, 'lng': 110.1580727}, 'viewport': {'northeast': {'lat': -7.861583170107278, 'lng': 110.1594946798927}, 'southwest': {'lat': -7.864282829892722, 'lng': 110.1567950201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wisma Kusuma Hotel,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114825576799479962302"">mohammad bagus sasmita</a>'], 'photo_reference': 'AUGGfZmFetSF4k-rhURl_V5soIR5MfG9BgRq160yzUdGO3BYwpXS190qFvTQethA3LOx9BxGZo9wJIpOEpzp6JwoIXex8y63HAQnsI36REeVCS3H14KZVnTT92TD8oZ7CxRrkI4KfyZHzOjsFYvdHe8jEw8Vjor5V2zJ8TqcjNtv84TeZvuL', 'width': 3840}]",ChIJBwuY_zv7ei4Rw_xpexe4AG8,"{'compound_code': '45P5+R6 Wates, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G45P5+R6'}",4.2,ChIJBwuY_zv7ei4Rw_xpexe4AG8,"['lodging', 'point_of_interest', 'establishment']",818,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJBwuY_zv7ei4Rw_xpexe4AG8,,
OPERATIONAL,"Sabrang, Giripurwo, Girimulyo, Kulon Progo Regency, Special Region of Yogyakarta 55674, Indonesia","{'location': {'lat': -7.773607999999999, 'lng': 110.1796793}, 'viewport': {'northeast': {'lat': -7.772247870107277, 'lng': 110.1811173298927}, 'southwest': {'lat': -7.774947529892721, 'lng': 110.1784176701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wisma Pancoeran,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107350538182485044833"">Feren Venessa</a>'], 'photo_reference': 'AUGGfZk19qV1rRqtlOx23UQ2RPwMe0OPpqi5CQ6f5cwTgpOPhe9n3oY2WiPvouD0Yec-TVoHDgRNM_7tLoIOdv-YwjZnDMkvzskfg-_1k_R7oIXaxupodwvHATXXh70rgBITtNW5nmEBESg8SsnNZ6ych-wuEDr41qpxEFyRJ-fD5s0wjP7t', 'width': 3000}]",ChIJiU5buZzxei4R-nUKpBhvomI,"{'compound_code': '65GH+HV Giripurwo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G65GH+HV'}",4.7,ChIJiU5buZzxei4R-nUKpBhvomI,"['lodging', 'point_of_interest', 'establishment']",468,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJiU5buZzxei4R-nUKpBhvomI,,
OPERATIONAL,"Kadilangu Kidul, Temon Kulon, Temon, Kulon Progo Regency, Special Region of Yogyakarta 55654, Indonesia","{'location': {'lat': -7.8870243, 'lng': 110.076931}, 'viewport': {'northeast': {'lat': -7.885607720107278, 'lng': 110.0782347298927}, 'southwest': {'lat': -7.888307379892722, 'lng': 110.0755350701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,NEW CITRA Hotel,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117268382794467933345"">hasim ikhwanudin</a>'], 'photo_reference': 'AUGGfZkW-ZIjKc1tUp9gBucXVBeyfDK72Bac88QGh_lDuLO9jjqrQaZQVzi4HzG7jpauAWdrG0w7qPYQaa46hFep0zozIwAfV7-4l3BaBSrBwmCtcDA2jJRZbBmr0ajyU9qAguELKyr7ff48hrltuWkDfmsF1KoELOEWukQqMxvCRWWxZLGg', 'width': 3468}]",ChIJ-zADKhXlei4R83f7Q4JdlM4,"{'compound_code': '437G+5Q Temon Kulon, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G437G+5Q'}",4.3,ChIJ-zADKhXlei4R83f7Q4JdlM4,"['lodging', 'point_of_interest', 'establishment']",132,,https://www.google.com/maps/place/?q=place_id:ChIJ-zADKhXlei4R83f7Q4JdlM4,,
OPERATIONAL,"437H+8J7, RW.1, Kaliwangan, Temon Kulon, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654, Indonesia","{'location': {'lat': -7.8866985, 'lng': 110.0790385}, 'viewport': {'northeast': {'lat': -7.885489270107278, 'lng': 110.0803845798927}, 'southwest': {'lat': -7.888188929892721, 'lng': 110.0776849201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Andono RedPartner near YIA,,ChIJAd0DgE_lei4RndPko6UXyU0,,3.8,ChIJAd0DgE_lei4RndPko6UXyU0,"['lodging', 'point_of_interest', 'establishment']",6,,https://www.google.com/maps/place/?q=place_id:ChIJAd0DgE_lei4RndPko6UXyU0,,
OPERATIONAL,"Sangkretan, RT.029/RW.14, Sangkretan, Glagah, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654, Indonesia","{'location': {'lat': -7.904646400000001, 'lng': 110.0787984}, 'viewport': {'northeast': {'lat': -7.903251670107278, 'lng': 110.0801791798927}, 'southwest': {'lat': -7.905951329892722, 'lng': 110.0774795201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Lumintu Guest House,"[{'height': 672, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115494552051895370386"">A Google User</a>'], 'photo_reference': 'AUGGfZmRAGa1D4dOKtYW2TRYkAzplO6NapveZK2AGzcMcOplAosSiFsSNxy2SW_P4hN4T4AHvYyG6h9l6UYtAgPY65uv9Qs-KQz0tBKvsvSW1dgNRhBDl5bSIoP6ue5xEEv0RXONURxnVooCOL4mesJXmnboCfisCi-FRtGAvTeBzfTkkXr_', 'width': 1200}]",ChIJK10iiajjei4RvTIhdnjYJns,"{'compound_code': '33WH+4G Glagah, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G33WH+4G'}",4.7,ChIJK10iiajjei4RvTIhdnjYJns,"['lodging', 'point_of_interest', 'establishment']",215,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJK10iiajjei4RvTIhdnjYJns,,
OPERATIONAL,"Near NYIA Kulonprogo, Temonkulon, Temon, Kulon Progo Daerah Istimewa Yogyakarta, Indonesia, Yogyakarta, Yogyakarta, Central Java 55654, Indonesia","{'location': {'lat': -7.8877883, 'lng': 110.073405}, 'viewport': {'northeast': {'lat': -7.886439270107277, 'lng': 110.0747594798927}, 'southwest': {'lat': -7.889138929892721, 'lng': 110.0720598201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Super OYO 92363 KP Inn,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106560816182945612896"">A Google User</a>'], 'photo_reference': 'AUGGfZkjWCGxWwcFvMnWxf_RUd5l0Njg01hsFVXNm9woVSXmZaeUdUP0ou-6Yjxnx0DIk5V_ehH1SDklNtfTGXYshiPM0rjJ8j54_KwLHS4USNHK-ZJjpv4zljLuyepXwSaYj1VSiOeiUCRGCLA-8TnxbjgKWEFKzz-9zVQZbBuxFIPvkFIZ', 'width': 640}]",ChIJmwjmeRzlei4RcGbJ5mffZUQ,"{'compound_code': '436F+V9 Temon Kulon, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G436F+V9'}",4.0,ChIJmwjmeRzlei4RcGbJ5mffZUQ,"['lodging', 'point_of_interest', 'establishment']",66,,https://www.google.com/maps/place/?q=place_id:ChIJmwjmeRzlei4RcGbJ5mffZUQ,,
OPERATIONAL,"1, Temonkulon, Temon, Kulon Progo, Yogyakarta, Daerah Istimewa Yogyakarta 55654, Indonesia","{'location': {'lat': -7.886717099999998, 'lng': 110.0790372}, 'viewport': {'northeast': {'lat': -7.885498570107278, 'lng': 110.0803835298927}, 'southwest': {'lat': -7.888198229892722, 'lng': 110.0776838701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,SUPER OYO Collection O Andono Hotel by GWA,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105588632241769590376"">A Google User</a>'], 'photo_reference': 'AUGGfZmdo0_n_wkGn56Hr1UeOdJnurPYz1Pbu18ShKM3MpHM2iD8TstJ3-mZa2_ylTAwVvoZ3U9hvxqCCapTFv58GonLweF1z4-Z8IBcVhFiE5HszPu9q5uTPyxM3S_gN9hHKcLZCBuUoOuHo7JpKMe8mi5nymzcjZwXLzIE5SUfRjmy1S04', 'width': 640}]",ChIJNVgz2Arlei4R2Kd_HXYUCXU,"{'compound_code': '437H+8J Temon Wetan, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G437H+8J'}",4.1,ChIJNVgz2Arlei4R2Kd_HXYUCXU,"['lodging', 'point_of_interest', 'establishment']",143,,https://www.google.com/maps/place/?q=place_id:ChIJNVgz2Arlei4R2Kd_HXYUCXU,,
