name,reviews,main_category,categories,rating,address,link,coordinates
Grand Tjokro Yogyakarta,5448,Hotel,"[""Hotel"", ""Aula serbaguna"", ""Lounge"", ""Restoran""]",4.4,"Jl. Affandi No.37, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://www.google.com/maps/place/Grand+Tjokro+Yogyakarta/data=!4m10!3m9!1s0x2e7a59ba0308b663:0xbf5c12e42b623181!5m2!4m1!1i2!8m2!3d-7.7669396!4d110.3914991!16s%2Fg%2F11bv_dj3w3!19sChIJY7YIA7pZei4RgTFiK-QSXL8?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7669396, ""longitude"": 110.39149909999999}"
Luxury Malioboro Yogyakarta Hotel,5087,Hotel,"[""Hotel""]",4.3,"Jl. Gowongan Kidul No.57, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://www.google.com/maps/place/Luxury+Malioboro+Yogyakarta+Hotel/data=!4m10!3m9!1s0x2e7a58257f5367af:0x6eed9d7c2206166e!5m2!4m1!1i2!8m2!3d-7.7874195!4d110.3636363!16s%2Fg%2F1pp2t_gwq!19sChIJr2dTfyVYei4RbhYGInyd7W4?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7874194999999995, ""longitude"": 110.3636363}"
Amaris Hotel Malioboro Jogja,4998,Hotel,"[""Hotel""]",4.4,"Jl. Pajeksan No.10, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",https://www.google.com/maps/place/Amaris+Hotel+Malioboro+Jogja/data=!4m10!3m9!1s0x2e7a58277fe5452f:0x2a9e59d3bc0257fc!5m2!4m1!1i2!8m2!3d-7.7962144!4d110.3646619!16s%2Fg%2F11clzjznx7!19sChIJL0XlfydYei4R_FcCvNNZnio?authuser=0&hl=id&rclk=1,"{""latitude"": -7.796214399999999, ""longitude"": 110.3646619}"
favehotel Malioboro Yogyakarta,4951,Hotel,"[""Hotel"", ""Jasa Penyelenggaraan Rapat"", ""Restoran"", ""Gedung Pernikahan""]",4.5,"Jl. I Dewa Nyoman Oka No.30, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",https://www.google.com/maps/place/favehotel+Malioboro+Yogyakarta/data=!4m10!3m9!1s0x2e7a582e2af953c9:0x53c1a5a7040ff1e7!5m2!4m1!1i2!8m2!3d-7.7856786!4d110.3699806!16s%2Fg%2F11bwkgfxjd!19sChIJyVP5Ki5Yei4R5_EPBKelwVM?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7856786, ""longitude"": 110.36998059999999}"
Zest Hotel Yogyakarta by Swiss-Belhotel International,4687,Hotel,"[""Hotel""]",4.4,"Jl. Gajah Mada No.28, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",https://www.google.com/maps/place/Zest+Hotel+Yogyakarta+by+Swiss-Belhotel+International/data=!4m10!3m9!1s0x2e7a5783fcf8ffb7:0xd4d111a9ab0ed1de!5m2!4m1!1i2!8m2!3d-7.7991627!4d110.373273!16s%2Fg%2F11b6_cw_9t!19sChIJt__4_INXei4R3tEOq6kR0dQ?authuser=0&hl=id&rclk=1,"{""latitude"": -7.799162699999999, ""longitude"": 110.373273}"
D'Senopati Malioboro Grand Hotel,4669,Hotel,"[""Hotel""]",4.4,"Jl. Panembahan Senopati No.40, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",https://www.google.com/maps/place/D%27Senopati+Malioboro+Grand+Hotel/data=!4m10!3m9!1s0x2e7a57842dfd1085:0x577220062438b0f2!5m2!4m1!1i2!8m2!3d-7.8017472!4d110.3700278!16s%2Fg%2F1pzrvhyjl!19sChIJhRD9LYRXei4R8rA4JAYgclc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.801747199999999, ""longitude"": 110.37002779999999}"
KHAS Malioboro Hotel Yogyakarta,4661,Hotel,"[""Hotel""]",4.4,"Jl. Gadean No.3, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/KHAS+Malioboro+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a5789b26ca7eb:0x1e13dede3e93876!5m2!4m1!1i2!8m2!3d-7.7982187!4d110.3633193!16s%2Fg%2F11bzyxcvjv!19sChIJ66dssolXei4Rdjjp4-094QE?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7982187, ""longitude"": 110.3633193}"
KHAS Tugu Hotel Yogyakarta,4656,Hotel,"[""Hotel""]",4.5,"Jl. Pangeran Diponegoro No.99, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",https://www.google.com/maps/place/KHAS+Tugu+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a583ba955b103:0xf2c45d45d4941841!5m2!4m1!1i2!8m2!3d-7.7832813!4d110.3631169!16s%2Fg%2F11c52s2_7r!19sChIJA7FVqTtYei4RQRiU1EVdxPI?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7832813, ""longitude"": 110.3631169}"
Greenhost Boutique Hotel Prawirotaman,4600,Hotel,"[""Hotel""]",4.6,"Jl. Gerilya No.629, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",https://www.google.com/maps/place/Greenhost+Boutique+Hotel+Prawirotaman/data=!4m10!3m9!1s0x2e7a57a310539101:0x5f7a486c7fd128ce!5m2!4m1!1i2!8m2!3d-7.8200308!4d110.3691318!16s%2Fg%2F11bbrg_yjv!19sChIJAZFTEKNXei4RzijRf2xIel8?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8200308, ""longitude"": 110.36913179999999}"
GRAMM HOTEL by Ambarrukmo (formerly - Grand Ambarrukmo),4442,Hotel,"[""Hotel""]",4.7,"Jl. Laksda Adisucipto No.82, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://www.google.com/maps/place/GRAMM+HOTEL+by+Ambarrukmo+%28formerly+-+Grand+Ambarrukmo%29/data=!4m10!3m9!1s0x2e7a59c35cdaa82d:0x6beeb7d059dab6d2!5m2!4m1!1i2!8m2!3d-7.7836189!4d110.4005058!16s%2Fg%2F11g8g9dx0q!19sChIJLajaXMNZei4R0rbaWdC37ms?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7836189, ""longitude"": 110.40050579999999}"
Ibis Yogyakarta Adi Sucipto,4400,Hotel,"[""Hotel""]",4.7,"Jl. Laksda Adisucipto No.80, Demangan Baru, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55221",https://www.google.com/maps/place/Ibis+Yogyakarta+Adi+Sucipto/data=!4m10!3m9!1s0x2e7a59c536bd2725:0x3b71ad6ff1ee53e5!5m2!4m1!1i2!8m2!3d-7.7835154!4d110.3921003!16s%2Fg%2F11c5_stssl!19sChIJJSe9NsVZei4R5VPu8W-tcTs?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7835154, ""longitude"": 110.3921003}"
MMUGM Hotel,4307,Hotel,"[""Hotel""]",4.5,"Jl. Colombo No.1, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://www.google.com/maps/place/MMUGM+Hotel/data=!4m10!3m9!1s0x2e7a59cbd5af683d:0x89fa9187e64f6cd2!5m2!4m1!1i2!8m2!3d-7.7760693!4d110.3809771!16s%2Fg%2F1td55rn6!19sChIJPWiv1ctZei4R0mxP5oeR-ok?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7760693, ""longitude"": 110.3809771}"
Hotel Tjokro Style,4287,Hotel,"[""Hotel"", ""Jasa Penyelenggaraan Rapat"", ""Restoran""]",4.4,"Jl. Menteri Supeno No.48, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",https://www.google.com/maps/place/Hotel+Tjokro+Style/data=!4m10!3m9!1s0x2e7a570aac92a38b:0x7371433b68ee9cff!5m2!4m1!1i2!8m2!3d-7.8167232!4d110.3806017!16s%2Fg%2F11bw2204mr!19sChIJi6OSrApXei4R_5zuaDtDcXM?authuser=0&hl=id&rclk=1,"{""latitude"": -7.816723199999999, ""longitude"": 110.3806017}"
Burza Hotel Yogyakarta,4283,Hotel,"[""Hotel"", ""Penginapan""]",4.4,"Jl. Jogokaryan No.61-63, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",https://www.google.com/maps/place/Burza+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a57bb035eaa4d:0x3ab5982f33aae7af!5m2!4m1!1i2!8m2!3d-7.8240685!4d110.3666102!16s%2Fg%2F11bxd92x1w!19sChIJTapeA7tXei4Rr-eqMy-YtTo?authuser=0&hl=id&rclk=1,"{""latitude"": -7.824068499999999, ""longitude"": 110.3666102}"
Whiz Hotel Malioboro Yogyakarta,3974,Hotel,"[""Hotel""]",4.1,"Jl. Dagen No.8, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://www.google.com/maps/place/Whiz+Hotel+Malioboro+Yogyakarta/data=!4m10!3m9!1s0x2e7a582700bf84fd:0xf25b0df9dfa40130!5m2!4m1!1i2!8m2!3d-7.7937805!4d110.3648101!16s%2Fg%2F1tf09zq8!19sChIJ_YS_ACdYei4RMAGk3_kNW_I?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7937804999999996, ""longitude"": 110.3648101}"
Grand Serela Yogyakarta,3859,Hotel,"[""Hotel""]",4.3,"Jalan Magelang KM.4 No.145, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",https://www.google.com/maps/place/Grand+Serela+Yogyakarta/data=!4m10!3m9!1s0x2e7a584476c30d61:0x4176ccdbd853fc4e!5m2!4m1!1i2!8m2!3d-7.7687444!4d110.3611285!16s%2Fg%2F11cn0z2yhs!19sChIJYQ3DdkRYei4RTvxT2NvMdkE?authuser=0&hl=id&rclk=1,"{""latitude"": -7.768744399999999, ""longitude"": 110.36112849999999}"
All Nite & Day Hotel Yogyakarta - Gejayan,3405,Hotel,"[""Hotel"", ""Tempat Parkir Gratis"", ""Jasa Penyelenggaraan Rapat"", ""Restoran"", ""Kolam Renang""]",4.2,"Jl. Affandi No.17C, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",https://www.google.com/maps/place/All+Nite+%26+Day+Hotel+Yogyakarta+-+Gejayan/data=!4m10!3m9!1s0x2e7a59cf1b3e3ebd:0x2ae7d5ebc823cf82!5m2!4m1!1i2!8m2!3d-7.7802114!4d110.3879623!16s%2Fg%2F1hc6zjtx_!19sChIJvT4-G89Zei4Rgs8jyOvV5yo?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7802114, ""longitude"": 110.3879623}"
The Victoria Hotel Yogya,3327,Hotel,"[""Hotel""]",4.4,"Jl. Laksda Adisucipto KM.5, Tempel, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://www.google.com/maps/place/The+Victoria+Hotel+Yogya/data=!4m10!3m9!1s0x2e7a59c53c7cbc93:0xb5f48f1ea349d9da!5m2!4m1!1i2!8m2!3d-7.7796239!4d110.4037887!16s%2Fg%2F1hc1n6pnm!19sChIJk7x8PMVZei4R2tlJox6P9LU?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7796239, ""longitude"": 110.40378869999999}"
YATS.Colony,3239,Hotel,"[""Hotel"", ""Restoran Fusion Asia"", ""Butik"", ""Kedai Kopi"", ""Ruang Kerja Bersama""]",4.6,"Jl. Patangpuluhan No.23, Patangpuluhan, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251",https://www.google.com/maps/place/YATS.Colony/data=!4m10!3m9!1s0x2e7a57ee1b189ee5:0x83a170b2d90c58b8!5m2!4m1!1i2!8m2!3d-7.8078013!4d110.3478114!16s%2Fg%2F11b63w1zk5!19sChIJ5Z4YG-5Xei4RuFgM2bJwoYM?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8078012999999995, ""longitude"": 110.3478114}"
Hotel Citradream Yogyakarta,3208,Hotel,"[""Hotel""]",4.3,"Jl. A.M. Sangaji No.28, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",https://www.google.com/maps/place/Hotel+Citradream+Yogyakarta/data=!4m10!3m9!1s0x2e7a5830b3bf2a25:0xcf5628a126461dec!5m2!4m1!1i2!8m2!3d-7.7801874!4d110.3676839!16s%2Fg%2F11b6xd4y11!19sChIJJSq_szBYei4R7B1GJqEoVs8?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7801874, ""longitude"": 110.36768389999999}"
Ayaartta Hotel Malioboro,3110,Hotel,"[""Hotel"", ""Kedai Kopi"", ""Restoran""]",4.4,"Jl. KH. Ahmad Dahlan No.123, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55262",https://www.google.com/maps/place/Ayaartta+Hotel+Malioboro/data=!4m10!3m9!1s0x2e7a578b64c901d9:0xffb5bf928026dd03!5m2!4m1!1i2!8m2!3d-7.8012835!4d110.3570015!16s%2Fg%2F11dymp0lmj!19sChIJ2QHJZItXei4RA90mgJK_tf8?authuser=0&hl=id&rclk=1,"{""latitude"": -7.801283499999999, ""longitude"": 110.3570015}"
Kalya Hotel Yogyakarta,3083,Hotel,"[""Hotel""]",4.2,"Jl. Gedongkuning No.118, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",https://www.google.com/maps/place/Kalya+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a576aa2dd6f3f:0xcb1d24dc80eea6a3!5m2!4m1!1i2!8m2!3d-7.8135318!4d110.4014146!16s%2Fg%2F11b6xd4xxc!19sChIJP2_dompXei4Ro6bugNwkHcs?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8135318, ""longitude"": 110.4014146}"
Allstay Ecotel Yogyakarta,2981,Hotel,"[""Hotel""]",4.2,"Jl. Wahid Hasyim Jl. Nologaten No.41, Dabag, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://www.google.com/maps/place/Allstay+Ecotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a59bff0ef2177:0x6ad837c94d643ea3!5m2!4m1!1i2!8m2!3d-7.7732769!4d110.4015595!16s%2Fg%2F11bytnc84s!19sChIJdyHv8L9Zei4Roz5kTck32Go?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7732769, ""longitude"": 110.40155949999999}"
De Laxston Hotel,2848,Hotel,"[""Hotel""]",4.3,"No.139 A, Jl. Urip Sumoharjo, Klitren, Gondokusuman, Yogyakarta City, Special Region of Yogyakarta 55222",https://www.google.com/maps/place/De+Laxston+Hotel/data=!4m10!3m9!1s0x2e7a59ce46a399d1:0x9197a1521a514c7e!5m2!4m1!1i2!8m2!3d-7.7829723!4d110.3871556!16s%2Fg%2F11bw1_ksgl!19sChIJ0ZmjRs5Zei4RfkxRGlKhl5E?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7829723, ""longitude"": 110.3871556}"
LPP Convention Hotel,2798,Hotel,"[""Hotel""]",4.5,"Jl. Demangan Baru No.8, Demangan Baru, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://www.google.com/maps/place/LPP+Convention+Hotel/data=!4m10!3m9!1s0x2e7a59c5a6399089:0x1d86293b70e6a8a8!5m2!4m1!1i2!8m2!3d-7.7796168!4d110.3925825!16s%2Fg%2F1vzn2_b4!19sChIJiZA5psVZei4RqKjmcDsphh0?authuser=0&hl=id&rclk=1,"{""latitude"": -7.779616799999999, ""longitude"": 110.39258249999999}"
The Cube Hotel,2796,Hotel,"[""Hotel""]",4.2,"Jl. Parangtritis No.16, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",https://www.google.com/maps/place/The+Cube+Hotel/data=!4m10!3m9!1s0x2e7a57986d237273:0xaea7f60a8063ead1!5m2!4m1!1i2!8m2!3d-7.8158222!4d110.3681579!16s%2Fg%2F11bbx0w64s!19sChIJc3IjbZhXei4R0epjgAr2p64?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8158221999999995, ""longitude"": 110.3681579}"
Grand Malioboro Yogyakarta,2642,Hotel,"[""Hotel""]",4.4,"Jl. Dagen No.85, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://www.google.com/maps/place/Grand+Malioboro+Yogyakarta/data=!4m10!3m9!1s0x2e7a58271ef34e5b:0xd5034fdad8b00a11!5m2!4m1!1i2!8m2!3d-7.793848!4d110.3621368!16s%2Fg%2F11bbw_wy35!19sChIJW07zHidYei4REQqw2NpPA9U?authuser=0&hl=id&rclk=1,"{""latitude"": -7.793848, ""longitude"": 110.3621368}"
Tasneem Convention Hotel Yogyakarta,2641,Hotel,"[""Hotel"", ""Kafe"", ""Tempat Acara"", ""Restoran"", ""Gedung Pernikahan""]",4.3,"Purawisata, Kawasan Mandira Baruga, Jl. Brigjen Katamso, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55152",https://www.google.com/maps/place/Tasneem+Convention+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a579b06f10b63:0x1d0e6715c0d05198!5m2!4m1!1i2!8m2!3d-7.8087448!4d110.3711512!16s%2Fg%2F11bc969f48!19sChIJYwvxBptXei4RmFHQwBVnDh0?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8087447999999995, ""longitude"": 110.3711512}"
Top Malioboro Hotel Jogja,2541,Hotel,"[""Hotel""]",4.1,"Jl. HOS Cokroaminoto No.145, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",https://www.google.com/maps/place/Top+Malioboro+Hotel+Jogja/data=!4m10!3m9!1s0x2e7a5818b5ca88ff:0xb8f32f34eab67ecb!5m2!4m1!1i2!8m2!3d-7.791277!4d110.353588!16s%2Fg%2F11bbypw_1w!19sChIJ_4jKtRhYei4Ry3626jQv87g?authuser=0&hl=id&rclk=1,"{""latitude"": -7.791277, ""longitude"": 110.353588}"
The Grand Palace Hotel,2521,Hotel,"[""Hotel""]",4.2,"Jl. Mangkuyudan No.32, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",https://www.google.com/maps/place/The+Grand+Palace+Hotel/data=!4m10!3m9!1s0x2e7a57bc836fafad:0x1e8657a0638152c7!5m2!4m1!1i2!8m2!3d-7.821589!4d110.3642615!16s%2Fg%2F11bbx0t54y!19sChIJra9vg7xXei4Rx1KBY6BXhh4?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8215889999999995, ""longitude"": 110.3642615}"
PORTA by Ambarrukmo,2428,Hotel,"[""Hotel""]",4.7,"Jl. Colombo No.7, RT.01/RW.01, Samirono, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://www.google.com/maps/place/PORTA+by+Ambarrukmo/data=!4m10!3m9!1s0x2e7a59dcba1b8cfb:0x2616bc7413dda686!5m2!4m1!1i2!8m2!3d-7.7766407!4d110.382061!16s%2Fg%2F11flzkqqfc!19sChIJ-4wbutxZei4RhqbdE3S8FiY?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7766407, ""longitude"": 110.382061}"
@HOM Premiere Timoho By Horison,2008,Hotel,"[""Hotel""]",4.6,"Jl. Ipda Tut Harsono No.24, Muja Muju, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165",https://www.google.com/maps/place/%27@HOM+Premiere+Timoho+By+Horison%27/data=!4m10!3m9!1s0x2e7a575bbbc1308f:0x9add35c1321b2cd7!5m2!4m1!1i2!8m2!3d-7.798485!4d110.392492!16s%2Fg%2F11gnn30xsd!19sChIJjzDBu1tXei4R1ywbMsE13Zo?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7984849999999994, ""longitude"": 110.39249199999999}"
Emersia Malioboro Hotel,1971,Hotel,"[""Hotel""]",4.4,"Jl. Gowongan Kidul No.34, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",https://www.google.com/maps/place/Emersia+Malioboro+Hotel/data=!4m10!3m9!1s0x2e7a59c63fc75465:0x858915daf9c6357d!5m2!4m1!1i2!8m2!3d-7.7873427!4d110.3640881!16s%2Fg%2F1tk1wgyd!19sChIJZVTHP8ZZei4RfTXG-doViYU?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7873427, ""longitude"": 110.36408809999999}"
