name,reviews,main_category,categories,rating,address,link,coordinates
Penginapan Reddoorz,456,Hotel,"[""Hotel"", ""Bed & Breakfast""]",4.1,"Komplek, Jl. Raya Duta Pelni Jl. Taman Duta Timur No.3, Cisalak, Kec. Cimanggis, Kota Depok, Jawa Barat 16418",https://www.google.com/maps/place/Penginapan+Reddoorz/data=!4m10!3m9!1s0x2e69ec793ecc07e7:0x2c7bceebe44824de!5m2!4m1!1i2!8m2!3d-6.3729829!4d106.8583444!16s%2Fg%2F11f51z9j6r!19sChIJ5wfMPnnsaS4R3iRI5OvOeyw?authuser=0&hl=id&rclk=1,"{""latitude"": -6.372982899999999, ""longitude"": 106.8583444}"
Cinere Inn & Residence,352,Hotel,"[""Hotel"", ""Hotel jangka panjang"", ""Guest house"", ""Motel""]",4.1,"Jalan Raya Cinere, Jalan Madrasah 8, Cinere, (Sebelah Kantor Kelurahan Cinere), Cinere, Depok City, West Java 16514",https://www.google.com/maps/place/Cinere+Inn+%26+Residence/data=!4m10!3m9!1s0x2e69ee5a77727f4b:0xe71af29aaf346f1d!5m2!4m1!1i2!8m2!3d-6.3346893!4d106.7828892!16s%2Fg%2F11bvcvg0bz!19sChIJS39yd1ruaS4RHW80r5ryGuc?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3346893, ""longitude"": 106.7828892}"
Super OYO 2034 Eden Guest House,284,Hotel,"[""Hotel""]",3.6,"1, Jl. Raya Jakarta-Bogor No.km 33 No. 34, RT.3/RW.1, Cisalak, Kec. Sukmajaya, Kota Depok, Jawa Barat 16416",https://www.google.com/maps/place/Super+OYO+2034+Eden+Guest+House/data=!4m10!3m9!1s0x2e69eb6f4ca7dbeb:0xd320c552d743ad22!5m2!4m1!1i2!8m2!3d-6.3970248!4d106.8646614!16s%2Fg%2F11j10rcj6z!19sChIJ69unTG_raS4RIq1D11LFINM?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3970248, ""longitude"": 106.86466139999999}"
OYO 3194 Margonda Executive,283,Hotel,"[""Hotel""]",3.4,"88, Jl. Margonda No.Kav. 88, Kemiri Muka, Kecamatan Beji, Kota Depok, Jawa Barat 16423",https://www.google.com/maps/place/OYO+3194+Margonda+Executive/data=!4m10!3m9!1s0x2e4211bcf7f8e3a5:0x1e72d93acd88dd0!5m2!4m1!1i2!8m2!3d-6.386441!4d106.8263665!16s%2Fg%2F11j349ftch!19sChIJpeP497wRQi4R0I3YrJMt5wE?authuser=0&hl=id&rclk=1,"{""latitude"": -6.386441, ""longitude"": 106.82636649999999}"
OYO 266 Margonda Residence 5,277,Hotel,"[""Hotel""]",4.0,"Jalan Swadaya No.1, Kemiri Muka, Beji, Kemiri Muka, Beji, Jawa, Barat, Kota Depok, Jawa Barat 16423",https://www.google.com/maps/place/OYO+266+Margonda+Residence+5/data=!4m10!3m9!1s0x2e69ebfa336e1d23:0x382091ec13bf46c4!5m2!4m1!1i2!8m2!3d-6.3857454!4d106.8252841!16s%2Fg%2F11f3xy45yx!19sChIJIx1uM_rraS4RxEa_E-yRIDg?authuser=0&hl=id&rclk=1,"{""latitude"": -6.385745399999999, ""longitude"": 106.82528409999999}"
Tuju WK Homes Syariah,262,Rumah Pondokan,"[""Rumah Pondokan"", ""Guest house"", ""Hotel""]",4.6,"Jl. Wijaya Kusuma No.10, RT.9/RW.9, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",https://www.google.com/maps/place/Tuju+WK+Homes+Syariah/data=!4m10!3m9!1s0x2e69efdfbe7b0ded:0x36392b26204800b1!5m2!4m1!1i2!8m2!3d-6.3018262!4d106.7969799!16s%2Fg%2F11g4l72jtm!19sChIJ7Q17vt_vaS4RsQBIICYrOTY?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3018262, ""longitude"": 106.7969799}"
Nonie’s Huis,260,Guest house,"[""Guest house"", ""Hotel"", ""Restoran""]",4.6,"Jl. Danau Cibubur Asri No.105, RT.5/RW.009, Harjamukti, Kec. Cimanggis, Kota Depok, Jawa Barat 16454",https://www.google.com/maps/place/Nonie%E2%80%99s+Huis/data=!4m10!3m9!1s0x2e69ed0637fc8c9b:0x5f99596997e5c0aa!5m2!4m1!1i2!8m2!3d-6.3753156!4d106.899301!16s%2Fg%2F11pqwsx3sz!19sChIJm4z8NwbtaS4RqsDll2lZmV8?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3753155999999995, ""longitude"": 106.899301}"
Graha HSC,254,Hotel,"[""Hotel""]",3.8,"Graha HSC, Rt01 Jl. Karet No.15B, RW.1, Kel, Kecamatan Beji, Kota Depok, Jawa Barat 16421",https://www.google.com/maps/place/Graha+HSC/data=!4m10!3m9!1s0x2e69ed7d33885865:0x473230ed3ef7a300!5m2!4m1!1i2!8m2!3d-6.371465!4d106.8351241!16s%2Fg%2F11hzd1cwcv!19sChIJZViIM33taS4RAKP3Pu0wMkc?authuser=0&hl=id&rclk=1,"{""latitude"": -6.371465, ""longitude"": 106.8351241}"
RedDoorz @ Limo Depok,244,Bed & Breakfast,"[""Bed & Breakfast""]",3.5,"Jalan Pendowo Raya, Jl. Lap. Bola Relis No.Gg, Jawa Barat 16515",https://www.google.com/maps/place/RedDoorz+@+Limo+Depok/data=!4m10!3m9!1s0x2e69ef2933d08687:0x40fc16fc18759c79!5m2!4m1!1i2!8m2!3d-6.3710217!4d106.7809636!16s%2Fg%2F11gy077sq4!19sChIJh4bQMynvaS4ReZx1GPwW_EA?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3710217, ""longitude"": 106.78096359999999}"
RedDoorz near Trans Studio Mall Cibubur 3,240,Hotel,"[""Hotel""]",4.4,"Jl. Alternatif Cibubur kav. DDN No.169A, RT.11/RW.05, Harjamukti, Kec. Cimanggis, Kota Depok, Jawa Barat 16454",https://www.google.com/maps/place/RedDoorz+near+Trans+Studio+Mall+Cibubur+3/data=!4m10!3m9!1s0x2e69eda121680061:0xa565efa2e476c5b6!5m2!4m1!1i2!8m2!3d-6.376439!4d106.900278!16s%2Fg%2F11hy7mvg9x!19sChIJYQBoIaHtaS4RtsV25KLvZaU?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3764389999999995, ""longitude"": 106.900278}"
G357 Near Margo City,220,Hostel,"[""Hostel"", ""Rumah wisata""]",4.2,"RT01, Jl. Karet Kel No.12, RT.1/RW.05, Kemiri Muka, Beji, Depok City, West Java 16423",https://www.google.com/maps/place/G357+Near+Margo+City/data=!4m10!3m9!1s0x2e69ec0dc4364df9:0x613abf5981604568!5m2!4m1!1i2!8m2!3d-6.3722182!4d106.8366409!16s%2Fg%2F11c60zr8hz!19sChIJ-U02xA3saS4RaEVggVm_OmE?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3722182, ""longitude"": 106.83664089999999}"
Pusat Studi Jepang UI,219,Institusi Pendidikan,"[""Institusi Pendidikan"", ""Institut riset"", ""Akomodasi berlayanan"", ""Fakultas""]",4.6,"Universitas Indonesia, Pusat Studi Jepang Universitas Indonesia (PSJ UI, Jl. Prof. DR. Selo Soemardjan, Pondok Cina, Kecamatan Beji, Kota Depok, Jawa Barat 16424",https://www.google.com/maps/place/Pusat+Studi+Jepang+UI/data=!4m10!3m9!1s0x2e69ec1840b1f94b:0x6870408f36d6c4a!5m2!4m1!1i2!8m2!3d-6.361841!4d106.828496!16s%2Fg%2F11clwhwg79!19sChIJS_mxQBjsaS4RSmxt8wgEhwY?authuser=0&hl=id&rclk=1,"{""latitude"": -6.361841, ""longitude"": 106.828496}"
Reddoorz Plus Near Trans Studio Cibubur 2,211,Guest house,"[""Guest house"", ""Hotel""]",4.3,"Jl. Kranggan Permai Raya No.82, Jatisampurna, Kec. Jatisampurna, Kota Bks, Jawa Barat 17433",https://www.google.com/maps/place/Reddoorz+Plus+Near+Trans+Studio+Cibubur+2/data=!4m10!3m9!1s0x2e69933db81a52bb:0x919c520d4caebced!5m2!4m1!1i2!8m2!3d-6.3651757!4d106.9176038!16s%2Fg%2F11j20x0r1c!19sChIJu1IauD2TaS4R7byuTA1SnJE?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3651757, ""longitude"": 106.9176038}"
RedDoorz near Margonda Raya,187,Hotel,"[""Hotel""]",2.6,"Jl. Taufiqurrahman No.8, Beji Tim., Kecamatan Beji, Kota Depok, Jawa Barat 16422",https://www.google.com/maps/place/RedDoorz+near+Margonda+Raya/data=!4m10!3m9!1s0x2e69ed7c2a8eeb53:0xfae0a8900ca752f2!5m2!4m1!1i2!8m2!3d-6.376749!4d106.8222961!16s%2Fg%2F11jb46114q!19sChIJU-uOKnztaS4R8lKnDJCo4Po?authuser=0&hl=id&rclk=1,"{""latitude"": -6.376748999999999, ""longitude"": 106.82229609999999}"
RedDoorz @ Jagakarsa 2,168,Hotel,"[""Hotel""]",3.8,"Jl. Moh. Kahfi 1 No.59, RT.2/RW.4, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12620",https://www.google.com/maps/place/RedDoorz+@+Jagakarsa+2/data=!4m10!3m9!1s0x2e69ef084d8e5acb:0x338e1374894ee267!5m2!4m1!1i2!8m2!3d-6.321822!4d106.8112285!16s%2Fg%2F11gv079ps6!19sChIJy1qOTQjvaS4RZ-JOiXQTjjM?authuser=0&hl=id&rclk=1,"{""latitude"": -6.321822, ""longitude"": 106.8112285}"
LaPonca Residence Pondok Cabe Syariah Mitra RedDoorz,155,Hotel,"[""Hotel""]",4.5,"Jl. Pd. Cabe Raya No.11, Pd. Cabe Udik, Kec. Pamulang, Kota Tangerang Selatan, Banten 15418",https://www.google.com/maps/place/LaPonca+Residence+Pondok+Cabe+Syariah+Mitra+RedDoorz/data=!4m10!3m9!1s0x2e69ef8711b1024d:0xa2533ed0c0691ec4!5m2!4m1!1i2!8m2!3d-6.3469922!4d106.7511335!16s%2Fg%2F11fkqyvh60!19sChIJTQKxEYfvaS4RxB5pwNA-U6I?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3469922, ""longitude"": 106.7511335}"
House of MANNA,152,Hotel,"[""Hotel"", ""Restoran""]",4.8,"Jl. Adhyaksa 9 No.6, Lb. Bulus, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440",https://www.google.com/maps/place/House+of+MANNA/data=!4m10!3m9!1s0x2e69f1caf5a6bfcb:0x3895fe1c9fb23f08!5m2!4m1!1i2!8m2!3d-6.29794!4d106.776544!16s%2Fg%2F11sbqhfnxr!19sChIJy7-m9crxaS4RCD-ynxz-lTg?authuser=0&hl=id&rclk=1,"{""latitude"": -6.29794, ""longitude"": 106.776544}"
Fajar Inn,147,Hotel,"[""Hotel""]",3.4,"16, Harjamukti, Jawa Barat, Harjamukti, Kec. Cimanggis, Jakarta, Daerah Khusus Ibukota Jakarta 16454",https://www.google.com/maps/place/Fajar+Inn/data=!4m10!3m9!1s0x2e69ecb153c79bf9:0xd6398d2595b24147!5m2!4m1!1i2!8m2!3d-6.3754254!4d106.8982964!16s%2Fg%2F11rsrcyxk6!19sChIJ-ZvHU7HsaS4RR0GylSWNOdY?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3754254, ""longitude"": 106.89829639999999}"
Areca Boarding House,139,Hotel,"[""Hotel""]",4.0,"3, Jl. Pinang Raya No.88, RT.3/RW.1, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450",https://www.google.com/maps/place/Areca+Boarding+House/data=!4m10!3m9!1s0x2e69ee18115bde6f:0xd0f59eee29cebb54!5m2!4m1!1i2!8m2!3d-6.3091412!4d106.7951837!16s%2Fg%2F11b6gl4k64!19sChIJb95bERjuaS4RVLvOKe6e9dA?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3091412, ""longitude"": 106.7951837}"
Rosa Luxury Kost,103,Hotel,"[""Hotel""]",3.8,"Jl. Moh. Kahfi 1 Gg. H.Sulaiman No.47 7, RT.7/RW.2, Ciganjur, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630",https://www.google.com/maps/place/Rosa+Luxury+Kost/data=!4m10!3m9!1s0x2e69ee7b5aa0f9e7:0xd2ed1dc8bbd92f88!5m2!4m1!1i2!8m2!3d-6.3350129!4d106.806918!16s%2Fg%2F1hm52j5v0!19sChIJ5_mgWnvuaS4RiC_Zu8gd7dI?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3350129, ""longitude"": 106.806918}"
Airy Syariah Cinere Raya NB 12C Depok,101,Hotel,"[""Hotel""]",4.2,"Jl. Cinere Raya Blok NB - 13, Cinere, Kec. Cinere, Kota Depok, Jawa Barat 15418",https://www.google.com/maps/place/Airy+Syariah+Cinere+Raya+NB+12C+Depok/data=!4m10!3m9!1s0x2e69ef2b798abb9f:0xdc7093b66f42b0c8!5m2!4m1!1i2!8m2!3d-6.3395027!4d106.780153!16s%2Fg%2F11j0q2nhxg!19sChIJn7uKeSvvaS4RyLBCb7aTcNw?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3395027, ""longitude"": 106.780153}"
Sewa apartemen harian Bijak Panorama,89,Agensi penyewaan apartemen jangka pendek,"[""Agensi penyewaan apartemen jangka pendek"", ""Apartemen Liburan""]",4.2,"Jl. Margonda No.226, Pondok Cina, Kecamatan Beji, Kota Depok, Jawa Barat 16424",https://www.google.com/maps/place/Sewa+apartemen+harian+Bijak+Panorama/data=!4m10!3m9!1s0x2e69ec3d75c9fa5f:0xdcd8748a0a5cc64!5m2!4m1!1i2!8m2!3d-6.3641835!4d106.8340846!16s%2Fg%2F11hbgrtbky!19sChIJX_rJdT3saS4RZMyloEiHzQ0?authuser=0&hl=id&rclk=1,"{""latitude"": -6.364183499999999, ""longitude"": 106.8340846}"
RedDoorz near RS Mitra Keluarga Depok,67,Hotel,"[""Hotel""]",2.9,"Jl. Bungur No.6, RT.3/RW.11, Depok, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16439",https://www.google.com/maps/place/RedDoorz+near+RS+Mitra+Keluarga+Depok/data=!4m10!3m9!1s0x2e69e97f5a61bb11:0xabbceccfd5105757!5m2!4m1!1i2!8m2!3d-6.39816!4d106.8216154!16s%2Fg%2F11nxqbbh64!19sChIJEbthWn_paS4RV1cQ1c_svKs?authuser=0&hl=id&rclk=1,"{""latitude"": -6.39816, ""longitude"": 106.8216154}"
Reddoorz Syariah Cinire Depok,62,Rumah wisata,"[""Rumah wisata""]",4.1,"Jl. Cinere Raya Blok NB 13, RT.1/RW.14, Cinere, Kec. Cinere, Kota Depok, Jawa Barat 16514",https://www.google.com/maps/place/Reddoorz+Syariah+Cinire+Depok/data=!4m10!3m9!1s0x2e69ef197e88945b:0xb0b08620e668fd34!5m2!4m1!1i2!8m2!3d-6.3395579!4d106.7801815!16s%2Fg%2F11rgpr3ysq!19sChIJW5SIfhnvaS4RNP1o5iCGsLA?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3395579, ""longitude"": 106.7801815}"
Indomaret Apartement Cibubur Village,61,Hotel,"[""Hotel""]",4.4,"8, Jl. Radar Auri No.1, RT.8/RW.14, Harjamukti, Kec. Cimanggis, Kota Depok, Jawa Barat 16454",https://www.google.com/maps/place/Indomaret+Apartement+Cibubur+Village/data=!4m10!3m9!1s0x2e69ed274010420b:0xf21705caedafdd87!5m2!4m1!1i2!8m2!3d-6.3696458!4d106.8874547!16s%2Fg%2F11b8697ps7!19sChIJC0IQQCftaS4Rh92v7coFF_I?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3696458, ""longitude"": 106.88745469999999}"
OYO 3863 Nakula Sadewa,58,Hotel,"[""Hotel""]",3.0,"Jl. Bhakti 2, Tugu, Kec. Cimanggis, Kota Depok, Jawa Barat 16451",https://www.google.com/maps/place/OYO+3863+Nakula+Sadewa/data=!4m10!3m9!1s0x2e69edba57486eff:0xb6296c6942c961f3!5m2!4m1!1i2!8m2!3d-6.3533322!4d106.8504992!16s%2Fg%2F11hgcpgbqj!19sChIJ_25IV7rtaS4R82HJQmlsKbY?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3533322, ""longitude"": 106.8504992}"
Apartemen Taman Melati Margonda by Winroom,56,Hotel,"[""Hotel""]",4.4,"Margonda, Jl. Margonda Raya No.525 Kios K19, Pondok Cina, Kecamatan Beji, Kota Depok, Jawa Barat 16424",https://www.google.com/maps/place/Apartemen+Taman+Melati+Margonda+by+Winroom/data=!4m10!3m9!1s0x2e69ec3d7fb6342b:0x891bcce6446ce0b6!5m2!4m1!1i2!8m2!3d-6.3603579!4d106.8324008!16s%2Fg%2F11fshbz93h!19sChIJKzS2fz3saS4RtuBsRObMG4k?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3603578999999995, ""longitude"": 106.8324008}"
Terrace House,49,Hotel,"[""Hotel""]",3.7,"Jl. Klp. Dua Raya No.7, RT.4/RW.7, Tugu, Kec. Cimanggis, Kota Depok, Jawa Barat 16451",https://www.google.com/maps/place/Terrace+House/data=!4m10!3m9!1s0x2e69edd6bcd9be63:0xfda6b93e5718747!5m2!4m1!1i2!8m2!3d-6.3552815!4d106.8487782!16s%2Fg%2F11jq7g_qs7!19sChIJY77ZvNbtaS4RR4dx5ZNr2g8?authuser=0&hl=id&rclk=1,"{""latitude"": -6.355281499999999, ""longitude"": 106.8487782}"
Daima Suites Margonda,40,Hotel,"[""Hotel""]",4.9,"Jl. Margonda No.28, Pondok Cina, Kecamatan Beji, Kota Depok, Jawa Barat 16424",https://www.google.com/maps/place/Daima+Suites+Margonda/data=!4m10!3m9!1s0x2e69ed83262429c7:0x6852bb08d65dac50!5m2!4m1!1i2!8m2!3d-6.3654723!4d106.8348546!16s%2Fg%2F11l2xhg7nt!19sChIJxykkJoPtaS4RUKxd1gi7Umg?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3654722999999995, ""longitude"": 106.8348546}"
Dewi Depok Apartment Margonda Residence 2,35,Hotel,"[""Hotel""]",4.1,"Jl. Margonda No.Kav 461-463, Pondok Cina, Kecamatan Beji, Kota Depok, Jawa Barat 16424",https://www.google.com/maps/place/Dewi+Depok+Apartment+Margonda+Residence+2/data=!4m10!3m9!1s0x2e69edcaca6ad80d:0x1619df9e0f20a248!5m2!4m1!1i2!8m2!3d-6.3632044!4d106.8350448!16s%2Fg%2F11fp40f6n7!19sChIJDdhqysrtaS4RSKIgD57fGRY?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3632044, ""longitude"": 106.83504479999999}"
Apartemen Transpark Cibubur by En's Room,33,Hotel,"[""Hotel""]",4.5,"Apartemen Transpark Cibubur, Jl. Alternatif Cibubur, Harjamukti, Kec. Cimanggis, Kota Depok, Jawa Barat 16454",https://www.google.com/maps/place/Apartemen+Transpark+Cibubur+by+En%27s+Room/data=!4m10!3m9!1s0x2e69edb3d784ddbd:0x6cf7c0e1ed33c80e!5m2!4m1!1i2!8m2!3d-6.3755012!4d106.9023475!16s%2Fg%2F11sskkbs3w!19sChIJvd2E17PtaS4RDsgz7eHA92w?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3755011999999995, ""longitude"": 106.90234749999999}"
KoolKost @ Taman Duta Depok,30,Hotel,"[""Hotel""]",3.6,"Jl. Taman Duta Timur, Blok A1.1, Cisalak, Kecamatan Beji, Kota Depok, Jawa Barat 16416",https://www.google.com/maps/place/KoolKost+@+Taman+Duta+Depok/data=!4m10!3m9!1s0x2e69edb326e05c31:0x6adae441a79ffbd2!5m2!4m1!1i2!8m2!3d-6.3729703!4d106.8586449!16s%2Fg%2F11sgj3jsz_!19sChIJMVzgJrPtaS4R0vufp0Hk2mo?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3729702999999995, ""longitude"": 106.8586449}"
D'Bancah Room’s Apartment Margonda Residence 3 Depok,29,Hotel,"[""Hotel"", ""Agen Penyewaan Apartemen"", ""Hostel"", ""Apartemen berlayanan""]",4.9,"Jl. Margonda Raya No.88, Kemiri Muka, Kecamatan Beji, Kota Depok, Jawa Barat 16423",https://www.google.com/maps/place/D%27Bancah+Room%E2%80%99s+Apartment+Margonda+Residence+3+Depok/data=!4m10!3m9!1s0x2e69ed84ce114473:0x728f28034267bc91!5m2!4m1!1i2!8m2!3d-6.3869902!4d106.8266231!16s%2Fg%2F11rtcw8bpz!19sChIJc0QRzoTtaS4RkbxnQgMoj3I?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3869902, ""longitude"": 106.82662309999999}"
RedDoorz Apartemen @ Green Lake View Cimanggis,29,Hotel,"[""Hotel""]",3.8,"Jl. Rajabrana, Curug, Kec. Tapos, Kota Depok, Jawa Barat 16453",https://www.google.com/maps/place/RedDoorz+Apartemen+@+Green+Lake+View+Cimanggis/data=!4m10!3m9!1s0x2e69eb745a1ec55f:0xb221a59c62953496!5m2!4m1!1i2!8m2!3d-6.397086!4d106.868805!16s%2Fg%2F11k7rrq9mg!19sChIJX8UeWnTraS4RljSVYpylIbI?authuser=0&hl=id&rclk=1,"{""latitude"": -6.397086, ""longitude"": 106.868805}"
OYO 91217 Skyland @ Pgv,21,Hotel,"[""Hotel""]",1.7,"Podomoro Golf View, Bojong Nangka, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16963",https://www.google.com/maps/place/OYO+91217+Skyland+@+Pgv/data=!4m10!3m9!1s0x2e69eadc9a300001:0xf4566f9da21e2110!5m2!4m1!1i2!8m2!3d-6.4280971!4d106.8940604!16s%2Fg%2F11qbs44z6k!19sChIJAQAwmtzqaS4RECEeop1vVvQ?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4280971, ""longitude"": 106.8940604}"
