business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,photos,opening_hours,url
OPERATIONAL,"WG44+VQ, Tuapakas, Kualin, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0927717, 'lng': 124.5069233}, 'viewport': {'northeast': {'lat': -10.09137697010728, 'lng': 124.5082278298927}, 'southwest': {'lat': -10.09407662989272, 'lng': 124.5055281701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ENOKIU,ChIJ8RBCOaQDViwRbkmCeMUtM84,,0.0,ChIJ8RBCOaQDViwRbkmCeMUtM84,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101833888118063191703"">A Google User</a>'], 'photo_reference': 'AUGGfZkubl2pRqhfL3iU1Oa_qzlu1-LLcSpPehCpjD6ZC3FvWdwG31lSDSNFjV6ryLCmpQGpzP3oilWL3x5czGRWB-neXUxHIGHtgudoxdi4_fc_vsA-32YZ7bKXAG1ttAP30kTmsmPYZ8lUxFoJqAXKfJWhFNnJqt7WCmcWT6lGuKTuX-uH', 'width': 3000}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJ8RBCOaQDViwRbkmCeMUtM84
OPERATIONAL,"XGX4+28J, Sei, jati, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0024062, 'lng': 124.5057525}, 'viewport': {'northeast': {'lat': -10.00149777010728, 'lng': 124.5071479298927}, 'southwest': {'lat': -10.00419742989272, 'lng': 124.5044482701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Durian Musang king,ChIJ04RaXAABViwRoaNTkwe4yvc,,0.0,ChIJ04RaXAABViwRoaNTkwe4yvc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ04RaXAABViwRoaNTkwe4yvc
OPERATIONAL,"38JJ+HR7, Pusu, Amanuban Barat, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9185878, 'lng': 124.3320541}, 'viewport': {'northeast': {'lat': -9.916711470107279, 'lng': 124.3341844}, 'southwest': {'lat': -9.919411129892723, 'lng': 124.331344}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendungan Oefatu,ChIJ3fRfuiH7VSwRYx0XNvsJX3Y,,5.0,ChIJ3fRfuiH7VSwRYx0XNvsJX3Y,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104101123131322647400"">A Google User</a>'], 'photo_reference': 'AUGGfZnQyBMoMDcfJuP4G6kuhNMD2u-KfHHLygBFEQ_05T6jinH09WJ-XKua0JNGRFFQRt2Ht0SYQYiaxIvK26_LEKHoJsSSTQbjVKwf7wx9OBQKQpUNqnb3Uvcw94KkA_dJE9gZL387v9dcF08NHI_b7JXJIr63bAjTLo2L1IYwZ-lsP_Cr', 'width': 1280}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJ3fRfuiH7VSwRYx0XNvsJX3Y
OPERATIONAL,"WG44+9F, Tuapakas, Kualin, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0941077, 'lng': 124.5062123}, 'viewport': {'northeast': {'lat': -10.09264807010728, 'lng': 124.5073813298928}, 'southwest': {'lat': -10.09534772989272, 'lng': 124.5046816701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tuapakas Kolbano,ChIJw7QT4MMDViwRneR6UGrfuI8,,5.0,ChIJw7QT4MMDViwRneR6UGrfuI8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108100230066744034823"">Melanton Natti</a>'], 'photo_reference': 'AUGGfZl9VBLTNFHQqE1_VF692WeVmqG9p8-S760doppcTPujnDyoVTBuELyDir5IoX1kEJXcrqucdmufEaFcdenfBUJ3cmTV1-BwuoNA5Qr6k4VxTMO2ZA8mYr_fuXARv3exmnin6O6A7xse42HJVP790fY946NNbgqzFDCrIM1XD7AOv1hp', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJw7QT4MMDViwRneR6UGrfuI8
OPERATIONAL,"Babuin, Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.956565099999999, 'lng': 124.5099684}, 'viewport': {'northeast': {'lat': -9.955131520107276, 'lng': 124.5113242798927}, 'southwest': {'lat': -9.95783117989272, 'lng': 124.5086246201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tae Mnanu,ChIJVaBYEYVV_ywRxY0dMvhWjqw,"{'compound_code': '2GV5+9X Babuin, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q262GV5+9X'}",4.0,ChIJVaBYEYVV_ywRxY0dMvhWjqw,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117478854127296945602"">A Google User</a>'], 'photo_reference': 'AUGGfZl5sE9lATBLYMXUbmvggG_cwW_rOSy6seHZwBkt3THJl9FPu9GZOrDeOow_TWwTXsuAbb3O8KWFItZBd9kgEUFesD8_isD9vnnAbY-CPddyaeLRvk1AStmNbY8QPAbPdNAbr71wzDEKlXXW5Q2G0H2fd9-mQS-ZRpN9RRWuhM6765UQ', 'width': 900}]",,https://www.google.com/maps/place/?q=place_id:ChIJVaBYEYVV_ywRxY0dMvhWjqw
OPERATIONAL,"XHV3+MP, Oetuke, Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0057767, 'lng': 124.5543043}, 'viewport': {'northeast': {'lat': -10.00436637010728, 'lng': 124.5556430798927}, 'southwest': {'lat': -10.00706602989272, 'lng': 124.5529434201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pantai Oetuke,ChIJ2331h_ar-CwROg9I8STMiLU,,4.7,ChIJ2331h_ar-CwROg9I8STMiLU,"['tourist_attraction', 'point_of_interest', 'establishment']",25.0,,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109880441370690668377"">A Google User</a>'], 'photo_reference': 'AUGGfZm9_4qeFmBGhFbeEwX60aX5XOLVrr-ty9UQrlUEwnXDmnUyXrCpE1ZleWgXn1Jb24iEiSGHiMP0jaCItYX4LEuxAFHqVNO3pdLSf8LnpBTV6oOhBwwo6e_y5gX0I_FcAKeD1Vwt2IpL3CQ2dbKatATGrYo_Zw-o-JiYpO3Tvb_UzUeO', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJ2331h_ar-CwROg9I8STMiLU
OPERATIONAL,"48JX+V7, Tublopo/Meometan, Amanuban Barat, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8678635, 'lng': 124.3482211}, 'viewport': {'northeast': {'lat': -9.86424895, 'lng': 124.3493971798927}, 'southwest': {'lat': -9.869068349999996, 'lng': 124.3466975201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tae Nunuh,ChIJYa3xWgD7VSwRRmXm3ONwMHw,,0.0,ChIJYa3xWgD7VSwRRmXm3ONwMHw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJYa3xWgD7VSwRRmXm3ONwMHw
OPERATIONAL,"XGMR+G8J, Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0161661, 'lng': 124.5407705}, 'viewport': {'northeast': {'lat': -10.01482942010728, 'lng': 124.5421405298927}, 'southwest': {'lat': -10.01752907989272, 'lng': 124.5394408701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Oetuke,ChIJCU6FIwCr-CwRGRiVx2KoWv0,,0.0,ChIJCU6FIwCr-CwRGRiVx2KoWv0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110217311987148729456"">rahmat adi sutono</a>'], 'photo_reference': 'AUGGfZk9otBbbcbf_55FEilK5TAfbi8I3dHzjUVYyQCb3TKuFEsiDzP8wePx7AkLjUZCrlPd-EuSljDg2ZYg0DJDnW9pyv8m23llblCDsioKYWKCMCbEnokFcgPkVijMMidfx3itnGWD12tZHd6gDFxzRxOK9lCmmeULOrj77pAA26A2QmYq', 'width': 3024}]",,https://www.google.com/maps/place/?q=place_id:ChIJCU6FIwCr-CwRGRiVx2KoWv0
OPERATIONAL,"4CPX+G2M, Supul, Kuatnana, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8636501, 'lng': 124.4475522}, 'viewport': {'northeast': {'lat': -9.862253520107277, 'lng': 124.4489117298927}, 'southwest': {'lat': -9.864953179892721, 'lng': 124.4462120701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Supul,ChIJn_R7VVH5VSwR2efidZqo43U,,4.5,ChIJn_R7VVH5VSwR2efidZqo43U,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113382086018104529467"">A Google User</a>'], 'photo_reference': 'AUGGfZldx7HSHNJ_wDUJA3BcAvrkQwabjRZ-AaZfFn4dM_EL7Gq58OBqaVUAStTHGbtSwCl-ZQ0qTX9-cGIFmyvZH0rTCVEffrThxK2DIL1wGmKVRLXnxwq_Qexosf1rxCWIa8hAQ2Yk73jOOIDx3HjzozKZ4jAizJzfrwd-s7pmptBNKAje', 'width': 2448}]",,https://www.google.com/maps/place/?q=place_id:ChIJn_R7VVH5VSwR2efidZqo43U
CLOSED_TEMPORARILY,"XF3V+R75, Kusi, Kuanfatu, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0454882, 'lng': 124.4932197}, 'viewport': {'northeast': {'lat': -10.04442232010728, 'lng': 124.4944694798927}, 'southwest': {'lat': -10.04712197989272, 'lng': 124.4917698201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Noesiu,ChIJxRPb9D4BViwR1Y3AWmlW4YI,,5.0,ChIJxRPb9D4BViwR1Y3AWmlW4YI,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJxRPb9D4BViwR1Y3AWmlW4YI
OPERATIONAL,"Pantai, Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0204408, 'lng': 124.5385041}, 'viewport': {'northeast': {'lat': -10.01903462010728, 'lng': 124.5397054298927}, 'southwest': {'lat': -10.02173427989272, 'lng': 124.5370057701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolbano Beach,ChIJgeWp2fGr-CwRY9bBD2StRyo,"{'compound_code': 'XGHQ+RC Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '5QX6XGHQ+RC'}",4.7,ChIJgeWp2fGr-CwRY9bBD2StRyo,"['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",151.0,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102463916079671344895"">A Google User</a>'], 'photo_reference': 'AUGGfZlmIh7cNV67-YCU79PKwDcHI68Ji19MJfSxwTkgtW6pAO_QtzF1H36X7dkMb0XvbvD2JeJn5X5E2IoJta1-LTN2QI93PyddfbRApEBVJpP84ugF58-iow3r2_2su34Oud-YTI4N-b1ZTzIx034HNppQzewXEG7qUdn-dE6q84LNqDlT', 'width': 3024}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJgeWp2fGr-CwRY9bBD2StRyo
OPERATIONAL,"XHV4+Q92, Unnamed Road, Oetuke, Kec. Kolbano, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.0056106, 'lng': 124.5558751}, 'viewport': {'northeast': {'lat': -10.00415132010728, 'lng': 124.5572104798927}, 'southwest': {'lat': -10.00685097989272, 'lng': 124.5545108201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tasi Oetuke,ChIJgWh0mvSr-CwR8J5pMnZUCX8,,4.9,ChIJgWh0mvSr-CwR8J5pMnZUCX8,"['tourist_attraction', 'point_of_interest', 'establishment']",15.0,,"[{'height': 1188, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108655947976314998456"">A Google User</a>'], 'photo_reference': 'AUGGfZnhNUnFPtQQcoecfzD6w537NHvDU02y29BE2140jbWMweEzSB2rYyo0nmGLmJ2T6X-LXKNJgfeJ6BiYn9mFAn3_6SmqZDVqPscrnthqTx-3Xwl5r3pioXSGg8vcPWZKS2ODmLTtmnd0xcrFfrS9bvzFeVnqWDdsCCB4ekd3du_foJiS', 'width': 2576}]",,https://www.google.com/maps/place/?q=place_id:ChIJgWh0mvSr-CwR8J5pMnZUCX8
