formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,reference,types,business_status,photos,rating,user_ratings_total,opening_hours,plus_code,permanently_closed,url
"South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.776281599999999, 'lng': 124.4198243}, 'viewport': {'northeast': {'lat': -9.4722969, 'lng': 124.8213449}, 'southwest': {'lat': -10.173848, 'lng': 124.0535299}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,South Timor Tengah Regency,ChIJKYfxvTz3VSwRJRB7FN1GOt8,ChIJKYfxvTz3VSwRJRB7FN1GOt8,"['administrative_area_level_2', 'political']",,"[{'height': 3265, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107102945974761546181"">Jaka Julaeha Ferri Randasari, S.Pd</a>'], 'photo_reference': 'AUGGfZlU9r2bm4zobVG04hTe08kANPyvVxwNTHb5W5VaxAVLo0U0PYVUR0LgbpiDW4yUh_YbkmY9HcKyytGwjkXKBn0F1xcqsmTVBiqVzYRaorCYEBaVjglnHbM6s43bkOGwPOU7emcWOsf_e23WQOVmCLbsAEFZJ7yQCqx9F3TA-K0dtdd6', 'width': 4898}]",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJKYfxvTz3VSwRJRB7FN1GOt8
"58RC+FCJ, Klani/Noinbila, Mollo Selatan, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8087924, 'lng': 124.3210218}, 'viewport': {'northeast': {'lat': -9.80774562010728, 'lng': 124.3225049798927}, 'southwest': {'lat': -9.810445279892724, 'lng': 124.3198053201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Tagepe Noinbila TTS,ChIJ4Wy11CLuVSwRSMfBm9DbgRw,ChIJ4Wy11CLuVSwRSMfBm9DbgRw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"[{'height': 2458, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116677321142675496977"">Janton Dwi H</a>'], 'photo_reference': 'AUGGfZlZNv_SwqNRe3Z3l69Ri2DqU-tMcp24iJAxTNpaf0BTYaxQiC-u-L3RUKzMpjZAneEi1j9N2wynEUXjI-xeGhpZRr2-1MyD1dwCSEtupzvhxU4tO0NIxsx389POn22g0uecVkszpNHgpFOTx0sOeO4M5VC6eqTos6uKTPpjK4v-F9vi', 'width': 2298}]",4.3,70.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJ4Wy11CLuVSwRSMfBm9DbgRw
"FRW3+55M, NUNUTI, Kufeu, Kec. Io Kufeu, Kabupaten Belu, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5058691, 'lng': 124.8032854}, 'viewport': {'northeast': {'lat': -9.504517970107274, 'lng': 124.8046339798927}, 'southwest': {'lat': -9.507217629892718, 'lng': 124.8019343201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang Tiga Fatuknutuk,ChIJ9zvrZ-xt_ywRvV7oQMsm30c,ChIJ9zvrZ-xt_ywRvV7oQMsm30c,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9zvrZ-xt_ywRvV7oQMsm30c
"2FQJ+Q9, Ofu, Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.960505999999999, 'lng': 124.4809543}, 'viewport': {'northeast': {'lat': -9.959793620107279, 'lng': 124.4819919798927}, 'southwest': {'lat': -9.962493279892723, 'lng': 124.4792923201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Manenu Ofu,ChIJG2OOoBv_VSwREwmfCdLr5Pk,ChIJG2OOoBv_VSwREwmfCdLr5Pk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"[{'height': 2464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102561948253457087348"">Yohanes Tahoni</a>'], 'photo_reference': 'AUGGfZl87poJYhFv5Cz-2AS8764VOcILDGA_In5RN1A8oJ5OSiM95HNhn50Ty9RdBKAyurlEv_rlti3wWtHViVMsnMEl0AomBMBxMmmx-9fOwbh3A62mgPcdy4JGdW7dmHOGLIrzeyFnJG70nJ1GFDiJUna5qcr7H4vLZRh9f714wWJGbgT0', 'width': 3280}]",5.0,3.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJG2OOoBv_VSwREwmfCdLr5Pk
"96QF+WW, Fatumnasi, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6101873, 'lng': 124.2247714}, 'viewport': {'northeast': {'lat': -9.608719120107278, 'lng': 124.22547145}, 'southwest': {'lat': -9.611418779892722, 'lng': 124.22267125}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kaki Gunung Mutis,ChIJOb-612KXVSwRVMRUEK1fdnM,ChIJOb-612KXVSwRVMRUEK1fdnM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104172306825360021959"">Esthon Patola</a>'], 'photo_reference': 'AUGGfZmQvQK1qqs78oelByZk3u8AZZslbFNaqdwrknsRjhV3W7Nbgxj59ZwnIbLsrng5TuxCRHuwLSx5GyxHOkECeIDsBGmHbvtGs_xJBWQA1NR1-k80ydVSmsjaJQfvQdGxb4jQyLlbDt-q_Wt-DkOlfAdSbQcjebY6sr5BjVL6kdzY0675', 'width': 4032}]",4.8,29.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJOb-612KXVSwRVMRUEK1fdnM
"CMPQ+PR, Maurisu Selatan, Bikomi Selatan, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.563229, 'lng': 124.689604}, 'viewport': {'northeast': {'lat': -9.56207107010728, 'lng': 124.6909134298927}, 'southwest': {'lat': -9.564770729892723, 'lng': 124.6882137701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun jati Paulus bone,ChIJFSZyDABv_ywRhnKP49di6VI,ChIJFSZyDABv_ywRhnKP49di6VI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJFSZyDABv_ywRhnKP49di6VI
"Tautpah, Biboki Selatan, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.3266054, 'lng': 124.7461076}, 'viewport': {'northeast': {'lat': -9.32559317010728, 'lng': 124.7477659298927}, 'southwest': {'lat': -9.328292829892725, 'lng': 124.7450662701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Adat Tamkesi,ChIJkfzf-7Od_ywRHcTT2-BO5ZU,ChIJkfzf-7Od_ywRHcTT2-BO5ZU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100730901036580382452"">luiza jenna</a>'], 'photo_reference': 'AUGGfZlaRaLGvun7fKZ_r8mvtIfDWcivpc-TjUNEB2guLsKlgbukYwz9MwZQniV2lAnyW4_oLCCt4m49EfOQ3F5OFljNDotkxbwJ3eacy5xKkvZjc9U-20g2HN06zuOCOb2v4VCytJCE_nKzq5SN8RiFbNpxc82tg0kCxtLIW_-N-CX6sQjC', 'width': 2448}]",4.4,35.0,{'open_now': True},"{'compound_code': 'MPFW+9C Tautpah, North Central Timor Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q26MPFW+9C'}",,https://www.google.com/maps/place/?q=place_id:ChIJkfzf-7Od_ywRHcTT2-BO5ZU
"22JV+59P, Balibo, Timor-Leste","{'location': {'lat': -8.969549299999999, 'lng': 125.0434601}, 'viewport': {'northeast': {'lat': -8.968141620107279, 'lng': 125.0448142798927}, 'southwest': {'lat': -8.970841279892722, 'lng': 125.0421146201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Balibo Trails,ChIJI9XAf2PJ_ywRqEM3EZj-E08,ChIJI9XAf2PJ_ywRqEM3EZj-E08,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"[{'height': 1816, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108326455018907345959"">Soumitro Roy</a>'], 'photo_reference': 'AUGGfZmqGaFH5Ohw3dmBCcYbmiKCms2gd3TVYdVFHmXmUmf5hGNgeGh-qjvodWB7MHxitVwf-Nvq7MgtqzlLgUXiTV7zSPSWkTZ5BLgkjB0MAPm7kSVhVq7Iwplvdg8uO1Z7PY6rX2mnA9VWgzTY9jPlGU9jVttoAxnYIwmez8lbw1ehdFgV', 'width': 4032}]",4.5,4.0,{},,,https://www.google.com/maps/place/?q=place_id:ChIJI9XAf2PJ_ywRqEM3EZj-E08
"W35V+63Q, Raiulun, Lasiolat, Belu Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.0919109, 'lng': 125.0927384}, 'viewport': {'northeast': {'lat': -9.090258670107279, 'lng': 125.0942874798927}, 'southwest': {'lat': -9.092958329892722, 'lng': 125.0915878201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Niagara Mauhalek,ChIJr_xqF9K2_ywR3Ka6KH97RHs,ChIJr_xqF9K2_ywR3Ka6KH97RHs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109554869286231500916"">Anton Selan</a>'], 'photo_reference': 'AUGGfZlOPgP-J3TEdh4DxYXDibWaKYLTvRCp7DjtycHsJXVDxULYgfJj0VW1ATf1dSYVbcMJZ6gc2n_9RR4QyIZmlve3ZZYWnvy_Fc7bxThVoIQj5_bdHH9LzngBebw74v7R1RXBkPRBGCASWBVz_wDTjzKCnDOUa_F1SyBUf69SqywDpPTY', 'width': 3456}]",4.5,254.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJr_xqF9K2_ywR3Ka6KH97RHs
"9Q3F+M48, Bokong, Toianas, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6458467, 'lng': 124.7728212}, 'viewport': {'northeast': {'lat': -9.644496870107275, 'lng': 124.7741710298927}, 'southwest': {'lat': -9.64719652989272, 'lng': 124.7714713701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nekpenu,ChIJ7S-sidNp_ywRIzO5T8aJg2s,ChIJ7S-sidNp_ywRIzO5T8aJg2s,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,"[{'height': 4224, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111922282227846176558"">A Google User</a>'], 'photo_reference': 'AUGGfZkOygY4zis03gkgZ3O9X55G92Icci_XrtU4JN-UphDkxRSRMLkaKIq9CWHjoN1PNBH6ofOvyL0aFepPJI3VnSyGbOBMPlNHkL5zc3nnyDgGIujYAjhdZc7IrT5LDPyO9VLY_8IrO5MQESn6zSLTSzmHxYqF3Fut8CzSkSlSlbRCuoKy', 'width': 3136}]",0.0,0.0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ7S-sidNp_ywRIzO5T8aJg2s
"8QG3+H7G, Sambet, Toianas, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6735724, 'lng': 124.7532069}, 'viewport': {'northeast': {'lat': -9.672241770107279, 'lng': 124.7545313798927}, 'southwest': {'lat': -9.674941429892723, 'lng': 124.7518317201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Desa Sambet,ChIJhz3Dn25D_ywRZOELlo2Ho-k,ChIJhz3Dn25D_ywRZOELlo2Ho-k,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101055087763331895527"">BINTANG DADIK</a>'], 'photo_reference': 'AUGGfZnREwjKbPvH_RxNMnZT3hpC4GznRZRd7rrJ8IrXLnIATBMCran4flkO6VL1SXKXlNXGeHHZ1aq6sbLvYYULK6HkpVQBw0MVoSAL9oID2ZhxtXZfkv3tCJ2MVX3ms8o0gjxIcWuFYBkFg5PE0y9lO0udOTC9C4TbjOWWF2gPWmtLiv0p', 'width': 3072}]",0.0,0.0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJhz3Dn25D_ywRZOELlo2Ho-k
"CQ36+CWP, Webetun, Rinhat, Malaka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.596408799999999, 'lng': 124.7626721}, 'viewport': {'northeast': {'lat': -9.595023720107275, 'lng': 124.7640057298927}, 'southwest': {'lat': -9.597723379892718, 'lng': 124.7613060701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kamaradek,ChIJQ9mtFfxp_ywRdWmNIkQMtsc,ChIJQ9mtFfxp_ywRdWmNIkQMtsc,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109625561138913339030"">A Google User</a>'], 'photo_reference': 'AUGGfZmMTXdn3vGBR03Riy8Ck5_c5k5YjVBTHEoMwHXfzGx5Jj5aM3zZXaaRI6vtZDT_IbQQfHZWv49K_bTHw40_Y79Rom8hPYvSUARGx8YxwFq8p2-A8CVFlTARiAMW9pNCk02N_sPLRi3dohTiZXziUyUoR88hRted2zJd3rLy17pGYsdP', 'width': 640}]",0.0,0.0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJQ9mtFfxp_ywRdWmNIkQMtsc
