business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,plus_code,opening_hours,url
OPERATIONAL,"C76R+MG8, Bonleu, Tobu, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5883377, 'lng': 124.2913217}, 'viewport': {'northeast': {'lat': -9.587635370107277, 'lng': 124.2929327298927}, 'southwest': {'lat': -9.59033502989272, 'lng': 124.2902330701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Naen'man,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117208622747851410649"">A Google User</a>'], 'photo_reference': 'AUGGfZnfGUwuhzznCNo89JUKPd1KNl5pyleA7tCO8iEUpHT8-2AF0kxBfD52mxUezIH-IffAFXlRjC0c6bkz3jjmpAwZRYcCCPsoZfLUWb2KLpxg33-vuJWFv0YpxOFNJQaYZ6AiY95qM7QyEzDqiuVHq5gczr09HmEWPdiIiuITdGPx3XXJ', 'width': 1920}]",ChIJ1aEX7WORVSwRHTe-xrAsxy0,4.8,ChIJ1aEX7WORVSwRHTe-xrAsxy0,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1aEX7WORVSwRHTe-xrAsxy0
OPERATIONAL,"Fatumnasi, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6316159, 'lng': 124.2145005}, 'viewport': {'northeast': {'lat': -9.630340920107278, 'lng': 124.2157465298927}, 'southwest': {'lat': -9.633040579892722, 'lng': 124.2130468701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Hutan Bonsai Alam Mutis,"[{'height': 864, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114387543581308731931"">Oyan Leokoy</a>'], 'photo_reference': 'AUGGfZkJ5Zi4a063LqaOm7SJRcrJ4bg-Dc_DjMmWeOJTE7qKDXQob8TEc2DyCsD3TNxEgpvvVW2Idux9WSoWEoliw65OpUKYs0gT5kKnaX8oZx8WY92j4l7iYPh_rIOZ9c7CG0JdGxGfL_IKQCQ-7QLXtLdWpJlobcs_FHlAaR1g_KQsQxXU', 'width': 1152}]",ChIJGRJ8J-aXVSwRE22dpFfOj-E,4.7,ChIJGRJ8J-aXVSwRE22dpFfOj-E,"['park', 'point_of_interest', 'establishment']",119,,"{'compound_code': '9697+9R Fatumnasi, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q269697+9R'}",,https://www.google.com/maps/place/?q=place_id:ChIJGRJ8J-aXVSwRE22dpFfOj-E
OPERATIONAL,"Nenas, Fatumnasi, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5728561, 'lng': 124.2044842}, 'viewport': {'northeast': {'lat': -9.571506270107275, 'lng': 124.2058340298927}, 'southwest': {'lat': -9.57420592989272, 'lng': 124.2031343701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,FATU LU'I Faot Kanaf Tapatab,"[{'height': 389, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100580480209900623967"">Tho Tapatab</a>'], 'photo_reference': 'AUGGfZlqKwAIxyKWlPx1RAEOdXcNVzPti7bdconumMOWg9bMgUOskcriE9Z2JDCCrl2740BujyN1XVXKN78AoFpuM3BZwN68eiDObjmqY2dVcjYuxTxWCU4SwDmObsN1zIwFBxIVsfenrDqS6mrartsRbEgOzcQP8MR5JZ_rNgxF_OpqaDJt', 'width': 843}]",ChIJs9PRMpGXVSwRVFx6JVswAQQ,5.0,ChIJs9PRMpGXVSwRVFx6JVswAQQ,"['park', 'point_of_interest', 'establishment']",2,,"{'compound_code': 'C6G3+VQ Nenas, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q26C6G3+VQ'}",,https://www.google.com/maps/place/?q=place_id:ChIJs9PRMpGXVSwRVFx6JVswAQQ
OPERATIONAL,"C859+XF8, Unnamed Road, Fatumnutu, Kec. Polen, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.590090900000002, 'lng': 124.3186897}, 'viewport': {'northeast': {'lat': -9.588741070107279, 'lng': 124.3200395298927}, 'southwest': {'lat': -9.591440729892723, 'lng': 124.3173398701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Nambuas - Desa Lemon,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111235931915745181127"">vinsen</a>'], 'photo_reference': 'AUGGfZn4kYYA0BxHG7-Bfxqm7gFbFzbf0yWg1ryVRkFCPwQm96m48QWu1_ASV-gr92RsGMpD8UwUpSruzFMfR_F1twBWD8EThCgNPN99LGdkG8vMVNv831O-6I5enMiJdn5zLZUVw4IyzbYtrGPHTxMK7-ZC0U0awgoOMEbBxs2VfMS-1-jX', 'width': 922}]",ChIJm2_VIuuRVSwRNscA6YWA57s,5.0,ChIJm2_VIuuRVSwRNscA6YWA57s,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJm2_VIuuRVSwRNscA6YWA57s
OPERATIONAL,"C7JX+5H3 Sat'ab, Desa, Eban, Kec. Miomaffo Bar., Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5696009, 'lng': 124.2989375}, 'viewport': {'northeast': {'lat': -9.568224470107278, 'lng': 124.3003636298927}, 'southwest': {'lat': -9.570924129892722, 'lng': 124.2976639701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Tilu Mtasa,"[{'height': 8000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114329111906503391662"">A Google User</a>'], 'photo_reference': 'AUGGfZkG4rHpYIffVihAnRXU7BYybYoWNttHafboFn4IE-36WLUXPghRySguhciAQq3dNr2ADa2eNNqk-xrLAgu_UKIvDqczlVoHNDTmx-2w5HnJ8m_D1Ke2SQfPru0ny4YTPKRG07Xq9J4eyVPCz4IqQXUaSGCveWZGc6g2Diq8rEZXCSZ0', 'width': 6000}]",ChIJ7Rfa7NSRVSwRY0qHhMm4m-k,5.0,ChIJ7Rfa7NSRVSwRY0qHhMm4m-k,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7Rfa7NSRVSwRY0qHhMm4m-k
OPERATIONAL,"G744+H6X, Tasinifu, Mutis, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4935133, 'lng': 124.2556148}, 'viewport': {'northeast': {'lat': -9.492163470107279, 'lng': 124.2569646298927}, 'southwest': {'lat': -9.494863129892723, 'lng': 124.2542649701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Pahkoto,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116550823262497725199"">A Google User</a>'], 'photo_reference': 'AUGGfZlYIwP4zOX2XoUO_WrureE-FVnMbnktBhuikIl9OLFlOiPfMkirdW9HLATT4GFtTwYq_qZI2LyT2hDV6hao3iM9re9Z4hpgNj5WwH5m1lyR8hIMNNfeemuAQOe6cDQOlva52PtcshDaLE0veNUFxKH3ccAOhwL_VgD_VOs7tgn-wnKk', 'width': 3024}]",ChIJV4OsNMCbVSwRluG8rpEwF6A,4.8,ChIJV4OsNMCbVSwRluG8rpEwF6A,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,,,https://www.google.com/maps/place/?q=place_id:ChIJV4OsNMCbVSwRluG8rpEwF6A
OPERATIONAL,"96QG+835, Fatumnasi, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.611742200000002, 'lng': 124.2252284}, 'viewport': {'northeast': {'lat': -9.610791970107277, 'lng': 124.2260592}, 'southwest': {'lat': -9.61349162989272, 'lng': 124.222736}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Benteng Dua Puteri,"[{'height': 6944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103487642659643431170"">A Google User</a>'], 'photo_reference': 'AUGGfZngnkGYgsVULm5ODr0Nornbdr0J4FoK0G0XFDrRynRw1IoaRx73TqJR7n_rQg-KIJ2duF9TAQ4zgm4si33zQ_YtFStjcdONZSEtK_07JStKe4LYZdULf0ltCv2zWxYQU3L83vzlD6RVcaGDuIEdHdmvSYiYRdLOoIHBGYLeiCm4h2Tl', 'width': 9280}]",ChIJr9uUs96WVSwRKj99POMTwdw,4.7,ChIJr9uUs96WVSwRKj99POMTwdw,"['park', 'point_of_interest', 'establishment']",29,,,,https://www.google.com/maps/place/?q=place_id:ChIJr9uUs96WVSwRKj99POMTwdw
OPERATIONAL,"C65Q+9C4, Fatumnasi, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5916117, 'lng': 124.2385937}, 'viewport': {'northeast': {'lat': -9.59026187010728, 'lng': 124.2399435298927}, 'southwest': {'lat': -9.592961529892724, 'lng': 124.2372438701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Sabana Gunung Mutis,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107972619873994470264"">A Google User</a>'], 'photo_reference': 'AUGGfZn2RNOvQWLTqsfPnwEOzQ4RhUDbm_ULtswe8GUdi8Vmsc2mUOyiSG4tFQnxQENWzsaOnIk2CWsNT2ZWXiy6LvY5vOMgkvNUWnNjeDncbpTVMp1HGr9vP1El9f9eSTyGdvYsS26TDZj8RQgOO2KLwf2AMDMdj5jInEOydYdpzYvTwyO5', 'width': 3264}]",ChIJkRjzcDSXVSwRC0LeRAhZmrs,4.8,ChIJkRjzcDSXVSwRC0LeRAhZmrs,"['park', 'point_of_interest', 'establishment']",51,,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJkRjzcDSXVSwRC0LeRAhZmrs
OPERATIONAL,"F82C+JFH, Bijaele Sunan, Kec. Miomaffo Bar., Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5484264, 'lng': 124.3212328}, 'viewport': {'northeast': {'lat': -9.54690677010728, 'lng': 124.3226278798927}, 'southwest': {'lat': -9.549606429892723, 'lng': 124.3199282201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Bijaele Sunan, Miomafo Barat, TTU","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103427424184270490262"">A Google User</a>'], 'photo_reference': 'AUGGfZlBl_AcTJDQet0vzJu_NY_aCAsOTNYXgVmq5O6tqcJ2VzAxKkxzJlUKe6ReSO3kg8wkQXtcNkwaNzNq48XKxmQ1hMQdPvfwqx7mJ9CC2QxUEAtYIc3prjQ4Hx1qE76e9GScK3alflcwPUa3u8X7CS44c-_9_oyEKzKIwrkibyIQc1YM', 'width': 4608}]",ChIJJb9rMjqbVSwRKXiem4wGwLc,5.0,ChIJJb9rMjqbVSwRKXiem4wGwLc,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,,,https://www.google.com/maps/place/?q=place_id:ChIJJb9rMjqbVSwRKXiem4wGwLc
OPERATIONAL,"F76X+HJ5, Saenam, Miomaffo Barat, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.538614299999999, 'lng': 124.2991146}, 'viewport': {'northeast': {'lat': -9.537024320107276, 'lng': 124.3005600798927}, 'southwest': {'lat': -9.53972397989272, 'lng': 124.2978604201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit sertu saenam,"[{'height': 1456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106601313621714924957"">A Google User</a>'], 'photo_reference': 'AUGGfZlTwFL1FeEwdM1BzU5e6vB9peM2ioWtk4BOrxcuaQZHRnbmJ17roIfd8fQzQ5FQEOLbRNhFFbWbO6DAlm1CAv__T0Tot16wpO28SjHAhbrxCzYV-jn8X7-s5-E2uWRs0zqq0cc3gVfSZZ7B047MNWfzYywm90dvmbUhgnsPtbCtljTx', 'width': 3072}]",ChIJQ9U5wqybVSwRrya6SwVQEtU,1.5,ChIJQ9U5wqybVSwRrya6SwVQEtU,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJQ9U5wqybVSwRrya6SwVQEtU
