business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,photos,plus_code,opening_hours,url
OPERATIONAL,"4F76+3PP, Tubmonas, Amanuban Tengah, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.887286099999999, 'lng': 124.4618237}, 'viewport': {'northeast': {'lat': -9.886051820107276, 'lng': 124.4637102798927}, 'southwest': {'lat': -9.88875147989272, 'lng': 124.4610106201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kua Mna,ChIJjcWl52b5VSwRQrCbJiQDFQ0,0.0,ChIJjcWl52b5VSwRQrCbJiQDFQ0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJjcWl52b5VSwRQrCbJiQDFQ0
OPERATIONAL,"R9JW+9RX Pantai Oetune, Tuafanu, Kec. Kualin, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.1690246, 'lng': 124.3971128}, 'viewport': {'northeast': {'lat': -10.16744542010728, 'lng': 124.3982073298927}, 'southwest': {'lat': -10.17014507989272, 'lng': 124.3955076701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Oetune,ChIJC9w_Y3EbViwRBqXI1UrnkmU,4.7,ChIJC9w_Y3EbViwRBqXI1UrnkmU,"['tourist_attraction', 'point_of_interest', 'establishment']",14,,"[{'height': 6144, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109504461112176070935"">Ebha Sine</a>'], 'photo_reference': 'AUGGfZmBQbBvHhwH3OSTwhcOXf-ybn2MfavSYjtFLEtx1ztZBVk_qh4APXhm59PSIg3N3UNgvI3cIJXFDpYrwovk7s7RDb5OuODIiGwb4q56-mKf4aTPbEqHzkJPgi3vyZvvHC6TSRePKBoNKP-MSaGiMyF_03zAsVaq4KIeSKOVaDwT1vzd', 'width': 8160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJC9w_Y3EbViwRBqXI1UrnkmU
OPERATIONAL,"465F+F72, Benlutu, Batu Putih, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.891361999999999, 'lng': 124.2231376}, 'viewport': {'northeast': {'lat': -9.890018420107278, 'lng': 124.2244870798927}, 'southwest': {'lat': -9.892718079892722, 'lng': 124.2217874201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Benlutu,ChIJw9cdM4fnVSwRMCE26YCO20U,2.5,ChIJw9cdM4fnVSwRMCE26YCO20U,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111731238612185605491"">A Google User</a>'], 'photo_reference': 'AUGGfZmNz-6o3oSdFrxC2z3MtYpPBwZV34Ge3zqnbRW_8RrdTamDL2FqZKZcXzck4e5v19DLvNJ-4YGD0BF6kc1W7OirUFPJpDLczwf9ekWUbArWrZbwck32wDiU20YtVTAQzCtYOqVFG-QwHblg9xBkqp4tMElsOWNSMrfzUUvA24Ero-Ar', 'width': 2448}]",,,https://www.google.com/maps/place/?q=place_id:ChIJw9cdM4fnVSwRMCE26YCO20U
OPERATIONAL,"XF34+WQM, Oni, Kualin, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0451723, 'lng': 124.456911}, 'viewport': {'northeast': {'lat': -10.04441325, 'lng': 124.4587006298927}, 'southwest': {'lat': -10.04744945, 'lng': 124.4560009701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Oemaman,ChIJI9ABagQBViwR87EReVQHs1Y,4.8,ChIJI9ABagQBViwR87EReVQHs1Y,"['tourist_attraction', 'point_of_interest', 'establishment']",25,,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113511214285216847256"">Opik Ajun</a>'], 'photo_reference': 'AUGGfZkJe8laGYVzV2SCi0F2gwR0eSRrKx9CllrnunAk00TCzvOttc-xD1ZrqYFjtTQM1qL2eWyqsX87FFTXPNOaz64d9gH334UkVxWdyrtMsQ-6ZUamS_A5SDpe_9IJ-3_tDZwruyLqGFr2Z49ofNIrnX-_FU5TbDH2GzzBP4XOoJ_7nzOF', 'width': 3468}]",,,https://www.google.com/maps/place/?q=place_id:ChIJI9ABagQBViwR87EReVQHs1Y
OPERATIONAL,"49P5+P75, Jl. Ahmad Yani, Tublopo/Meometan, Kec. Amanuban Bar., Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.8632347, 'lng': 124.3582445}, 'viewport': {'northeast': {'lat': -9.861826820107277, 'lng': 124.3597052798927}, 'southwest': {'lat': -9.86452647989272, 'lng': 124.3570056201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Tublopo,ChIJd4TjWbb7VSwRHoj0eFXyLZ8,4.3,ChIJd4TjWbb7VSwRHoj0eFXyLZ8,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112581118475119465469"">A Google User</a>'], 'photo_reference': 'AUGGfZnEc_g3yQrjckkoAgyw7YehNo6BSp9ZyNkHJv2pQXUUrtFEGM_uvAC_uPcuX441fzqWCXPgWfqjfuWjkNPGy5X2oaXxqcnJUzq-J6aK4wODBStkX7eerralS6sXRVxUAb2PVWZhUqYlR01d5pIAHK4HfcdyywL-I8_oOWEMdeudBJtJ', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJd4TjWbb7VSwRHoj0eFXyLZ8
OPERATIONAL,"RCQ6+6WR, Tuafanu, Kualin, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.1618897, 'lng': 124.4122649}, 'viewport': {'northeast': {'lat': -10.15995792010728, 'lng': 124.4134605298927}, 'southwest': {'lat': -10.16265757989272, 'lng': 124.4107608701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Padang Pasir Pantai Oetune,ChIJVRHi5UQbViwRIA_GPrsyq7Q,4.9,ChIJVRHi5UQbViwRIA_GPrsyq7Q,"['tourist_attraction', 'point_of_interest', 'establishment']",9,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106701172261157010300"">Ryu An</a>'], 'photo_reference': 'AUGGfZkv4SXNxZJEhVA3kYHYHOPV4XCV1n6TRVo-eKaTADqOWpmYAI80KGb8mkEjnqJ3bPIH2PdsHdIu0mLjCLnlH9MtUnBAv-h4rQyWaZuIuMHhUNGCjW3qk07YX1q2w4el2Xm_ajEg8ZyUmHeCgKeW53fUwPY4xCfRyj8MnLYX-jXNz_00', 'width': 4160}]",,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJVRHi5UQbViwRIA_GPrsyq7Q
OPERATIONAL,"5FC5+HCV, Nobi Nobi, Amanuban Tengah, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.828521799999999, 'lng': 124.4585568}, 'viewport': {'northeast': {'lat': -9.827298420107278, 'lng': 124.4598988798927}, 'southwest': {'lat': -9.829998079892722, 'lng': 124.4571992201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Obabaat,ChIJRzvK1A73VSwRdfoa7cnzhDg,5.0,ChIJRzvK1A73VSwRdfoa7cnzhDg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJRzvK1A73VSwRdfoa7cnzhDg
OPERATIONAL,"592W+Q5Q Cabang Soba, Nusa, Kec. Amanuban Bar., Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.848030399999999, 'lng': 124.3954827}, 'viewport': {'northeast': {'lat': -9.846585720107278, 'lng': 124.3965415298927}, 'southwest': {'lat': -9.849285379892722, 'lng': 124.3938418701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Nusa,ChIJc2TpIgDxVSwRy0voixPxgP0,5.0,ChIJc2TpIgDxVSwRy0voixPxgP0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116308640069050945357"">thimoty lete</a>'], 'photo_reference': 'AUGGfZnECv6Z0koq7XE84i8FOLF-PB3jrG155awX0aVh3CghSLnCC2V0tx6w2GFyi_IdBqaRHqZNvIeQ656RGvZaED1LTm_kxspUIQuZEt8_Om7RalR_TrJ6CGIu01R11JARjjdEBZ2y98D-kKaVbSs8XbJ72YTuUq2rt7MvM2yjsWANEUfo', 'width': 3096}]",,,https://www.google.com/maps/place/?q=place_id:ChIJc2TpIgDxVSwRy0voixPxgP0
OPERATIONAL,"RCM3+G84, Tuafanu, Kualin, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.1662311, 'lng': 124.4033154}, 'viewport': {'northeast': {'lat': -10.16006025, 'lng': 124.4046206298927}, 'southwest': {'lat': -10.16828805, 'lng': 124.4019209701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Padang pasir oetune,ChIJJWx1osMbViwRefM6Avvpt8I,4.8,ChIJJWx1osMbViwRefM6Avvpt8I,"['tourist_attraction', 'point_of_interest', 'establishment']",16,,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117846988667707010712"">Henry Eko</a>'], 'photo_reference': 'AUGGfZnUUHSEW9oHuwSFMj4Eoh2Z1XW6s6YW05JVoG4MrTmPYtTRNSniN0wNoze0TvM8BBMDEJq1CWs5RFpVtbznpgTn7ha-xMqMIhP8gasqkZxp2VyOgXssoUSQbXArqFEUeKxghKoK1G-mf67UkmSBcgbAa4zruX4f6n-9oFDqB78eRCFP', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJJWx1osMbViwRefM6Avvpt8I
OPERATIONAL,"2553+49, Mio, Amanuban Selatan, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9921583, 'lng': 124.1534991}, 'viewport': {'northeast': {'lat': -9.990897270107277, 'lng': 124.1548261298927}, 'southwest': {'lat': -9.993596929892721, 'lng': 124.1521264701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Anderias Liubana,ChIJK1SGLjXhVSwRs0rf6_Jfd9c,0.0,ChIJK1SGLjXhVSwRs0rf6_Jfd9c,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJK1SGLjXhVSwRs0rf6_Jfd9c
OPERATIONAL,"47HG+74V, Kuatae, Soe City, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8717661, 'lng': 124.2753009}, 'viewport': {'northeast': {'lat': -9.870408070107278, 'lng': 124.2766514798927}, 'southwest': {'lat': -9.873107729892721, 'lng': 124.2739518201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Kuatae,ChIJEedif7HlVSwRro9KxNy4HNo,5.0,ChIJEedif7HlVSwRro9KxNy4HNo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114506624807190997466"">A Google User</a>'], 'photo_reference': 'AUGGfZmEOwVjSOg2u_WORGzYbx7uMV6Wd1ePxA7_pTbfrG2YDDIQCooyr7sFFlw1KCSFIEQKIgvxFCf6BAnDBDKI8vQGKVR8GUwhiSPinY-JWw693QVSxhDNKQLCtDsk8EmI59eutWULiaRLePNlhzyr_gYYSVADWtRQzlt_cc-r3r8kQYJz', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJEedif7HlVSwRro9KxNy4HNo
OPERATIONAL,"W672+55C, Oemolo, Amabi Oefeto Timur, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0870679, 'lng': 124.2004009}, 'viewport': {'northeast': {'lat': -10.0857741, 'lng': 124.20148775}, 'southwest': {'lat': -10.0909493, 'lng': 124.19714035}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan jati,ChIJoWO7CoELViwRMXKVFjwrAgI,4.0,ChIJoWO7CoELViwRMXKVFjwrAgI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJoWO7CoELViwRMXKVFjwrAgI
OPERATIONAL,"W8PX+MF4, Noemuke, Amanuban Selatan, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0635455, 'lng': 124.3491824}, 'viewport': {'northeast': {'lat': -10.06208682010728, 'lng': 124.3504406298927}, 'southwest': {'lat': -10.06478647989272, 'lng': 124.3477409701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Tempat tinggal nimra tenis,ChIJzcsIwsUHViwRLqEFOYLffRU,5.0,ChIJzcsIwsUHViwRLqEFOYLffRU,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",1,,"[{'height': 1097, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103228491292149330694"">A Google User</a>'], 'photo_reference': 'AUGGfZlGbArKznox4OM9llxe_iUcBPsM7vrHiqgY4_Z7IPm8cMgYIJO_2VyhUtWnXRQ-0cdDaJ4VjANDps49-D7JJGn2bdM41R24bIPHv9mHpW72UnnpMtU8OlPs3ZQoDtnOI-kjc3EdMfi7U16rFvp3-85ew1Sod3kMTPLWVMI8DiP89VN2', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJzcsIwsUHViwRLqEFOYLffRU
OPERATIONAL,"R6QC+73, Enoraen, Amarasi Timur, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.1617567, 'lng': 124.2201829}, 'viewport': {'northeast': {'lat': -10.16040687010728, 'lng': 124.2215327298927}, 'southwest': {'lat': -10.16310652989272, 'lng': 124.2188330701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara Sungai Noelmina,ChIJY0ZSOAANViwROQDQw4pZr-8,0.0,ChIJY0ZSOAANViwROQDQw4pZr-8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114740972776774293332"">A Google User</a>'], 'photo_reference': 'AUGGfZk3ikxowSFOTTVPhvUmEoiraewbQYl2lO9MK5ycsKzHOv3_pSuFdq44o42DnV-1LvVpOep_GqgsnIefq34cBOuM008UtncGr-spNBOAe-32iAXH_sD16ltMjj0f3L3BjQ4_UiUXR5cxbsos_UV1T2PZLDborSeef-Pm9qWgWV-TG4e_', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJY0ZSOAANViwROQDQw4pZr-8
