formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,plus_code,rating,user_ratings_total,opening_hours,url
"WXM7+P9Q, Cibiuk Kaler, Cibiuk, Garut Regency, West Java, Indonesia","{'location': {'lat': -7.0612292, 'lng': 107.9650288}, 'viewport': {'northeast': {'lat': -7.059849820107278, 'lng': 107.9663993298927}, 'southwest': {'lat': -7.062549479892722, 'lng': 107.9636996701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Antapura De Djati,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103182925554866655832"">Ernest Tan</a>'], 'photo_reference': 'AUGGfZnLz9DDOP4EA3WEOS5lNlGdfFnfcrh5KZpoUxH4RDw2NWfFc38jgMDtdjzHQYwfMUC3J5BmME4YLcNBqcgNRrgZ2ZTWeYZ8SUk9ZSmcN1VdPm0v-6mcy_aRNiCNjbEztahGa5Ds5HMTmCIo6rPEYEwIBMBRirFOD8orwZlrJ_HNmZoa', 'width': 4000}]",ChIJH_PJZL3LaC4RO35lcD4lh2Q,ChIJH_PJZL3LaC4RO35lcD4lh2Q,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.5,2462.0,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJH_PJZL3LaC4RO35lcD4lh2Q
"Jl. Singkup, RT.03/RW.05, Girijaya, Kec. Kersamanah, Kabupaten Garut, Jawa Barat 44185, Indonesia","{'location': {'lat': -7.0660453, 'lng': 108.0172666}, 'viewport': {'northeast': {'lat': -7.064706370107277, 'lng': 108.0185657298927}, 'southwest': {'lat': -7.067406029892721, 'lng': 108.0158660701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kamasri view,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108618855961726398204"">A Google User</a>'], 'photo_reference': 'AUGGfZlBxJxDFEfZ7HRBEvJDCILqQHwicqZrg1T1KRCJkmfBFWgl0qQ9VaElVSNOMcQx5WTycRijMzKS4eZXIcQJxm4dr4k8W2FjNwy59qmDVfFG6aAeXKMKwsoQfA6DrjR_6rkzzuZP2YLxEDwQUzHgwB-wItqt3dGYSgAxSwT7AJY4BY_v', 'width': 4000}]",ChIJvfRq6y_LaC4RCPOw81ef1VE,ChIJvfRq6y_LaC4RCPOw81ef1VE,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'W2M8+HW Girijaya, Garut Regency, West Java, Indonesia', 'global_code': '6P4CW2M8+HW'}",4.9,16.0,,https://www.google.com/maps/place/?q=place_id:ChIJvfRq6y_LaC4RCPOw81ef1VE
"WX7M+FWR, RT.005/RW.010, Cibunar, Kec. Cibatu, Kabupaten Garut, Jawa Barat, Indonesia","{'location': {'lat': -7.086268700000001, 'lng': 107.9847714}, 'viewport': {'northeast': {'lat': -7.085105370107279, 'lng': 107.9872344}, 'southwest': {'lat': -7.087805029892722, 'lng': 107.9839504}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,CURUG CIPACING,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107086020867701284196"">A Google User</a>'], 'photo_reference': 'AUGGfZnaHQK2p7GKr-bssDw6nGOa9BfjH-x6AJE4t_FMNuswjll4mwgMU7iDpZ_FKgiZc0JjrdHFmlBLqv3jgV65Ww-XNExNK-FHg3v01ESl0UixKMTMMK5kHBJzkAh2RbKhiGz4Z-BEsZroQr_QI6L-zcAf9RiDPKTsxllkjeRukL3J_0zH', 'width': 1080}]",ChIJ6UllHAq1aC4R5cxQ_-nUtB4,ChIJ6UllHAq1aC4R5cxQ_-nUtB4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,4.0,,https://www.google.com/maps/place/?q=place_id:ChIJ6UllHAq1aC4R5cxQ_-nUtB4
"National Rte 3, Mekarsari, Cibatu, Garut Regency, West Java 44185, Indonesia","{'location': {'lat': -7.045286399999999, 'lng': 107.9974438}, 'viewport': {'northeast': {'lat': -7.043962770107278, 'lng': 107.9987790298927}, 'southwest': {'lat': -7.046662429892722, 'lng': 107.9960793701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Destinasi Wisata Pasir Tuma,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105173252195326029567"">roni zihad</a>'], 'photo_reference': 'AUGGfZk1cIEPJuB3pfZNWzovUzekdfIh0AQ4xL6o3W2uVfJd5iJupVZVkhInj_mAapsD1y6JPzsPKPLnge0b7zCn32mrMzUAXzpJhNneLvAf487LscWobZ4ojdWC7lURX1o_R_oNN--m-zy7iv-9e0K4qrpoM4B_yYbG0q357Dxjtd8ok7y3', 'width': 4000}]",ChIJTTuGpLbLaC4RpFNVYTtLHwM,ChIJTTuGpLbLaC4RpFNVYTtLHwM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'XX3W+VX Mekarsari, Garut Regency, West Java, Indonesia', 'global_code': '6P49XX3W+VX'}",3.7,3.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJTTuGpLbLaC4RpFNVYTtLHwM
"V2FM+3Q8, Sudalarang, Sukawening, Garut Regency, West Java 44184, Indonesia","{'location': {'lat': -7.1273483, 'lng': 108.03446}, 'viewport': {'northeast': {'lat': -7.125998470107278, 'lng': 108.0358098298927}, 'southwest': {'lat': -7.128698129892721, 'lng': 108.0331101701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Sagobog,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102360183303214368139"">teguh permana</a>'], 'photo_reference': 'AUGGfZlqFpxjCq-Tpa3mKgNdLF_STaWltUhxY-3jByNmDu60922zI6aPl9W2YEtyctXqV_lG8LFv8SdwCx_C7zG2AbmRYyThXUJJkz1OOozWJeNJ6OTFB2-AEF1o-S0ijASsH4f_L64WjtXwJy_0b7VBxTAun06uMkLQaC6HsFCjH_X9RoBI', 'width': 3264}]",ChIJJ-Axxtq0aC4RhzgHJqTmK8c,ChIJJ-Axxtq0aC4RhzgHJqTmK8c,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.5,10.0,,https://www.google.com/maps/place/?q=place_id:ChIJJ-Axxtq0aC4RhzgHJqTmK8c
"W2C8+357, Girimukti, Cibatu, Garut Regency, West Java 44185, Indonesia","{'location': {'lat': -7.0798362, 'lng': 108.0154104}, 'viewport': {'northeast': {'lat': -7.078281970107277, 'lng': 108.0167804298927}, 'southwest': {'lat': -7.080981629892721, 'lng': 108.0140807701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,bunga rungkup,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114719444522121009757"">A Google User</a>'], 'photo_reference': 'AUGGfZkqHEfxnafTxb1kGXlBD82MwAqUVfgD3vnlkY2gQbciNquix1P3NXkEKLLreCixACVa6x5OZfLRpP0WLRubMeMIuA1KLY-L2EWKd6w7mOBJiK32ZUSrjUuy1VxfKLfm0YWllTUTW9m1-19YlxUmmFqad6T4_2RrfHFR4uO1sC0lJeT3', 'width': 4080}]",ChIJiRhlLcy1aC4RrNL016KIn_8,ChIJiRhlLcy1aC4RrNL016KIn_8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.2,6.0,,https://www.google.com/maps/place/?q=place_id:ChIJiRhlLcy1aC4RrNL016KIn_8
"Kp. Cisalak Rt/Rw. 03/02, Jl. St. K.A Bumi Waluya, Sukalilah, Kec. Cibatu, Kabupaten Garut, Jawa Barat 44185, Indonesia","{'location': {'lat': -7.0575558, 'lng': 108.0045829}, 'viewport': {'northeast': {'lat': -7.056235070107276, 'lng': 108.0057607298927}, 'southwest': {'lat': -7.05893472989272, 'lng': 108.0030610701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Azira tirta barun,"[{'height': 2928, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116545397217225179434"">resta aditya</a>'], 'photo_reference': 'AUGGfZn0SpHnS1HnL1EdD1nI3xte6WgbFONm56i3E5dcHPEDdYFyoFJ9GxRUmYxT5ZyDmZSeSn6pGCdV98q6YodH2IJy65rCI1PpjMmxXq7-wwhxfrp41f3dW5aRE3tbcUf7k4sv21E1Cxtc3KE0TlLT9oaTk44EFtPD-F4pohC5QKc0L2Yq', 'width': 5536}]",ChIJ3XPSMwPLaC4RoQQpFV04kyg,ChIJ3XPSMwPLaC4RoQQpFV04kyg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'W2R3+XR Sukalilah, Garut Regency, West Java, Indonesia', 'global_code': '6P4CW2R3+XR'}",5.0,2.0,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJ3XPSMwPLaC4RoQQpFV04kyg
"X226+VF2, Sukamerang, Kersamanah, Garut Regency, West Java 44185, Indonesia","{'location': {'lat': -7.0478725, 'lng': 108.0111338}, 'viewport': {'northeast': {'lat': -7.046974820107279, 'lng': 108.0132461}, 'southwest': {'lat': -7.049674479892722, 'lng': 108.0104297}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung Cijambe,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107926812537607839352"">A Google User</a>'], 'photo_reference': 'AUGGfZm4cRC-fQMb10DLHnH_CjzcGaCRPVzKtUcnZysO8_3JTL6yOFnjhktYx3zcJg_XclzGwnRXmqmicJ7urVI6xbM2c35umgI7NLlqjMMJ1peaWY5PL7KPA5L_WW5cptjktC1dXwiYrmv7xRK8MpKEkuoDGP6XXqcfMriRUz2eWOMRdzw', 'width': 4000}]",ChIJw_JA-rHLaC4RFSaOR0opkW0,ChIJw_JA-rHLaC4RFSaOR0opkW0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.8,4.0,,https://www.google.com/maps/place/?q=place_id:ChIJw_JA-rHLaC4RFSaOR0opkW0
"V2CJ+JRR, Sudalarang, Sukawening, Garut Regency, West Java 44184, Indonesia","{'location': {'lat': -7.128390400000001, 'lng': 108.0320038}, 'viewport': {'northeast': {'lat': -7.12704057010728, 'lng': 108.0333536298927}, 'southwest': {'lat': -7.129740229892723, 'lng': 108.0306539701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Gandasari/Sabuk,"[{'height': 1835, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101779376783160942688"">A Google User</a>'], 'photo_reference': 'AUGGfZnRXq7MJ953RwdQ-DJFpXB0In_ooi9Tmzij-4aYvE7Vw51A8YuLYv1daSAGTERRTF5RVNTRXXj1NN6Z9YdGQ05RO013FIzNXp3vUFwdd1Y7n2QhQraIo7f15Ez9_sR28iLRMaVxzwTALOJIIIbnJFSdCljhyrEYsqExUvtIFhymkm4w', 'width': 2120}]",ChIJYcPry8S0aC4RLjAN0irRZww,ChIJYcPry8S0aC4RLjAN0irRZww,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.4,16.0,,https://www.google.com/maps/place/?q=place_id:ChIJYcPry8S0aC4RLjAN0irRZww
"Sindangsari, Leuwigoong, Garut Regency, West Java, Indonesia","{'location': {'lat': -7.107962, 'lng': 107.9561464}, 'viewport': {'northeast': {'lat': -7.090850100000001, 'lng': 107.96564}, 'southwest': {'lat': -7.117148, 'lng': 107.9466259}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sindangsari,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117332429874046900199"">A Google User</a>'], 'photo_reference': 'AUGGfZn1he3viUrJBfFeHwqtAtqY7sLTa4fVf6645ayzJ7uUu5hpljUiFehp5j4jRKQOBNYeQgaoQgj3WaflEhk4b0OweVPsqLWQbW7Vt0_c_VVDZN5JgdUufAAt6R5JmdBfHLbyTfKc_Hc51s8Ugko_I_UwCe_qEMpjg85R52FzUKBGq52W', 'width': 3264}]",ChIJk9veH9-1aC4RPbE56C2j75M,ChIJk9veH9-1aC4RPbE56C2j75M,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJk9veH9-1aC4RPbE56C2j75M
"VXXM+6WF, Jl. Ir. H. Juanda, Cibatu, Kec. Cibatu, Kabupaten Garut, Jawa Barat 44185, Indonesia","{'location': {'lat': -7.101985, 'lng': 107.98454}, 'viewport': {'northeast': {'lat': -7.100611070107278, 'lng': 107.9860935298927}, 'southwest': {'lat': -7.103310729892722, 'lng': 107.9833938701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WISATA PEMANCINGAN,,ChIJjxJZDAC1aC4R3b52nm7wSV0,ChIJjxJZDAC1aC4R3b52nm7wSV0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJjxJZDAC1aC4R3b52nm7wSV0
