formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,reference,types,business_status,opening_hours,photos,rating,user_ratings_total,plus_code,permanently_closed,url
"24V5+CPQ, Unnamed Road, Latdalam, Tanimbar Sel., Kab. Kepulauan Tanimbar, Maluku, Indonesia","{'location': {'lat': -7.95642, 'lng': 131.109355}, 'viewport': {'northeast': {'lat': -7.954465670107277, 'lng': 131.1108670798927}, 'southwest': {'lat': -7.957165329892721, 'lng': 131.1081674201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Permandian Mata Air Latdalam,ChIJrQmTY_6lIC0R3FtPLNj7yzA,ChIJrQmTY_6lIC0R3FtPLNj7yzA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104556715838201891605"">adi sapi</a>'], 'photo_reference': 'AUGGfZk1w6Gg71z5kip8DWt4vFtoKzuphzg4-dUAISmH0GnEJXcXK9e9SPX_Y4-0HF5c0bWIdtjIdfVPBlor8x-0fl4jpNJXU9hvTFlnp_WHZEQDTYHyNsDtlUEl6GyEpAI92MLfYGrvCxrNqWsTx7mTbIEckvIZJUZKHGI3g6JFG7RqYmir', 'width': 720}]",4.4,9.0,,,https://www.google.com/maps/place/?q=place_id:ChIJrQmTY_6lIC0R3FtPLNj7yzA
"9JWJ+58X, Pantai, Lumasebu, Kec. Kormomolin, Kab. Kepulauan Tanimbar, Maluku, Indonesia","{'location': {'lat': -7.604503599999999, 'lng': 131.6308659}, 'viewport': {'northeast': {'lat': -7.603117770107279, 'lng': 131.6320869298928}, 'southwest': {'lat': -7.605817429892722, 'lng': 131.6293872701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Lumasebu,ChIJYU4eoYAjJy0RNaJmQ-7WYYc,ChIJYU4eoYAjJy0RNaJmQ-7WYYc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 462, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116501300388111401621"">Marthinus Sarwuna</a>'], 'photo_reference': 'AUGGfZn_4-SUDUwuV9ElTEfaH-S3dTUtcIE3FQIFdjwjJ9oGSyyzTklYkbbmGM_V72BaaytVRvSVu307HL8abn6YDAw-2bizJ0FAN6EDoSKcPSz2tgtCnjMpFm79cDdPZFv2TG1thCF6Xfjpb1fnGSejNXY6It7TLaBdkBPdbGPi7IEkibg4', 'width': 828}]",5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJYU4eoYAjJy0RNaJmQ-7WYYc
"48H5+J6, Ilngei, South Tanimbar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.870991999999999, 'lng': 131.3080831}, 'viewport': {'northeast': {'lat': -7.869638770107278, 'lng': 131.31034075}, 'southwest': {'lat': -7.872338429892721, 'lng': 131.30733055}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber air WMOMOLIN,ChIJ-6pUlO1NJy0RRTV8gFH5o3I,ChIJ-6pUlO1NJy0RRTV8gFH5o3I,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 809, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112385850095397066502"">A Google User</a>'], 'photo_reference': 'AUGGfZmgxpT-mQ0OWXTqAnzt0o0GbZPrSYGsGbrg4nQJoG4GJfwf73qISak4VPazAT8Nd5YYayxqy4oAfUM8Y1bn8_WyhvtwpTLdRq-5IrxAFjaDC8NiTYFovJIcnfqiGRFIRz7OSY5lBfV4U9iCRRZkwV5sM-Ym2FRapuZLTMjThfzeYqmU', 'width': 1080}]",5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-6pUlO1NJy0RRTV8gFH5o3I
"262Q+69J, Lermatang, South Tanimbar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.999414799999998, 'lng': 131.2384027}, 'viewport': {'northeast': {'lat': -7.997975520107277, 'lng': 131.2396420298927}, 'southwest': {'lat': -8.00067517989272, 'lng': 131.2369423701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Lermatang,ChIJXZnBg1eqIC0RJwfuCl3KG7A,ChIJXZnBg1eqIC0RJwfuCl3KG7A,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109483046609268388472"">A Google User</a>'], 'photo_reference': 'AUGGfZnpWQMQGF-dD1Nk7ANBrEuIed4_jMChIcIILa1trZEvzoDehO4__nVg5Ch9CBOt3OQyFu1f6o-RLJwwUJD-jzmYa3Vi9X40EArYdCPQIvq245XpaZMQwOtb5ZHWTwEvzJa0svZXyDwsB2TV8SN9Inz8t8Z07hh4lat-akZcrUuvZbw_', 'width': 1280}]",3.4,10.0,,,https://www.google.com/maps/place/?q=place_id:ChIJXZnBg1eqIC0RJwfuCl3KG7A
"592M+VP6, Lorulun, Wer Tamrian, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.8478305, 'lng': 131.3842807}, 'viewport': {'northeast': {'lat': -7.846480670107278, 'lng': 131.3856305298928}, 'southwest': {'lat': -7.849180329892722, 'lng': 131.3829308701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Parawisata Desa Lorulun,ChIJJ2-t4MFPJy0RhE-6ncNzYCs,ChIJJ2-t4MFPJy0RhE-6ncNzYCs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104183706474647917464"">A Google User</a>'], 'photo_reference': 'AUGGfZnJuoQe4cnLjhbNAk_T6XOz6V9kAx1xY0A5SxbFa9YGQm4rtC53oo8kyhkJzLYZzMuj4iOCCv97vzkdMmZ7gI4Ve7rAHCC9opZvYCoDvY6O_7NH0gTeZPUszZ2mmWpMONRd7wHro4a2HxXV5j7BBLAeVOO-DL09Fd6IfSUhZEniGXy3', 'width': 3024}]",5.0,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJJ2-t4MFPJy0RhE-6ncNzYCs
"Waitidal, Tanimbar Utara, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.123196, 'lng': 131.7365741}, 'viewport': {'northeast': {'lat': -7.121858120107277, 'lng': 131.7379519798927}, 'southwest': {'lat': -7.124557779892721, 'lng': 131.7352523201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Amalmoli,ChIJScEEib-TJi0RtulNd-lgUwQ,ChIJScEEib-TJi0RtulNd-lgUwQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"[{'height': 2469, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104014633216271129571"">matanubun lin</a>'], 'photo_reference': 'AUGGfZlG9pC3bbPZrCK-9sQDCxNDK3kQzYMrAcrTuhy5KjfxaRoSfpUBvktL-aNvRxc_3dkW2Q8lv2kCzPi0dID-nvOUS0xYIYvDH2_V-QE5j5ouxZNqn5uXFhI47IVTac-a08Usa2A9o-QfFyt7BnVFgFZ6Ced1FYNoDuZvTRRZqmY5Ywfg', 'width': 2717}]",5.0,2.0,"{'compound_code': 'VPGP+PJ Waitidal, Tanimbar Islands, Maluku, Indonesia', 'global_code': '6Q4HVPGP+PJ'}",,https://www.google.com/maps/place/?q=place_id:ChIJScEEib-TJi0RtulNd-lgUwQ
"7GHR+776, Arui Das, Wer Tamrian, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.7218297, 'lng': 131.540633}, 'viewport': {'northeast': {'lat': -7.718221299999994, 'lng': 131.54171425}, 'southwest': {'lat': -7.723032500000003, 'lng': 131.53738925}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Arui Das,ChIJoV81Y6JAJy0RHk4U8nLNtrw,ChIJoV81Y6JAJy0RHk4U8nLNtrw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101110202216930092955"">Andrew Siregar</a>'], 'photo_reference': 'AUGGfZl8IK4q7qDsK1yGhjdCefj1StIXQuoFKY3aMVJJkVS2EaggyugOHGyd5I_BXHEVBXFIfG5DAPqp3k1ryShcQ8fN9LdQ_7i60phhCMEgmD9BCaoV4R5dWwar7UMcxulC6gkGX0EGX8KzSL_JlWLIzaLk8B8u1skNtPHVNn3FR_f9T__h', 'width': 3264}]",5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJoV81Y6JAJy0RHk4U8nLNtrw
"CXP8+HR, Makatian, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.5635221, 'lng': 130.967059}, 'viewport': {'northeast': {'lat': -7.562172270107278, 'lng': 130.9684088298928}, 'southwest': {'lat': -7.564871929892722, 'lng': 130.9657091701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat kebun BPK Alka Lalin,ChIJZ9ZCMrHfIC0RvFR39WWFPbw,ChIJZ9ZCMrHfIC0RvFR39WWFPbw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108643868512750468852"">A Google User</a>'], 'photo_reference': 'AUGGfZnlatWdyJhVWmT3KMgeR-zx51zPXwlCUgC9TpGxjHitghdIPbCvpqfXUsKA2LQh2MMG1L25dl4NetH4C4tOLfseS823i4zOHCRmb7Y43pm9JOOlK9vIT2BiEKeDw8h_can4ZPBgUvA-A9OmbZFH_4Gq5i7FE2Y_H0bpFVHZtXfO9eLh', 'width': 1080}]",5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJZ9ZCMrHfIC0RvFR39WWFPbw
"South Tanimbar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.941769, 'lng': 131.2205911}, 'viewport': {'northeast': {'lat': -7.8276309, 'lng': 131.3813729}, 'southwest': {'lat': -8.077927899999999, 'lng': 131.1021709}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,South Tanimbar,ChIJMeYAuYCsIC0RE7ptXZIbvy8,ChIJMeYAuYCsIC0RE7ptXZIbvy8,"['administrative_area_level_3', 'political']",,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107557815603762755841"">A Google User</a>'], 'photo_reference': 'AUGGfZkC4yi_2TTS2alNVCVxAZ-lY8WW63uBuvCvAGYfReEd4RTIKntvlkRtdHybmKBF1mpTos6nmA9pHfL4__7kYvOdM_lNN5QBtni3xAvkZve-S4iluFH0-0g2hNDQj7x7kTuRWGIPvLnhIMbKl7H6rUK26VO-U6sekhSKCJJthgPABdWp', 'width': 3120}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJMeYAuYCsIC0RE7ptXZIbvy8
"V326+82, Adaut, Selaru, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -8.1491875, 'lng': 131.0600625}, 'viewport': {'northeast': {'lat': -8.147837670107279, 'lng': 131.0614123298927}, 'southwest': {'lat': -8.150537329892723, 'lng': 131.0587126701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air fulmaman,ChIJt4amVgBb3ywRscRvjuOD9ls,ChIJt4amVgBb3ywRscRvjuOD9ls,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJt4amVgBb3ywRscRvjuOD9ls
"48FW+XF, Wowonda, South Tanimbar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.875061, 'lng': 131.346172}, 'viewport': {'northeast': {'lat': -7.873497520107278, 'lng': 131.3472739298927}, 'southwest': {'lat': -7.876197179892722, 'lng': 131.3445742701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Land Farming,ChIJo63pIwBNJy0RF2RMY3OdqqI,ChIJo63pIwBNJy0RF2RMY3OdqqI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJo63pIwBNJy0RF2RMY3OdqqI
"9W8M+MQ, Kamatubun, Kab. Kepulauan Tanimbar, Maluku, Indonesia","{'location': {'lat': -7.6333321, 'lng': 130.9344645}, 'viewport': {'northeast': {'lat': -7.631982270107278, 'lng': 130.9358143298927}, 'southwest': {'lat': -7.634681929892722, 'lng': 130.9331146701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ikan,ChIJaSwneADnIC0Rl6Iu6UQy84g,ChIJaSwneADnIC0Rl6Iu6UQy84g,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJaSwneADnIC0Rl6Iu6UQy84g
