formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,permanently_closed,url
"CHF2+CFX, Kotorambur, Yuko, Tolikara Regency, Papua 99562, Indonesia","{'location': {'lat': -3.5763862, 'lng': 138.5512419}, 'viewport': {'northeast': {'lat': -3.575036370107278, 'lng': 138.5525917298927}, 'southwest': {'lat': -3.577736029892722, 'lng': 138.5498920701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kubu Baga,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118097818213768442750"">A Google User</a>'], 'photo_reference': 'AUGGfZlcbTAYbS8r-VoGVG75qxseIV0v9Pubdc-xw8d4CD19NKnalD6V6ewc9322TMwyQpLquOT5L_Yh_IQdVg3xsPrqgBc9LE624uF0_15Fa5wTjBRv9F6N8cwhBjo8X39Zxor-bhTOhSTHu0SJuSxRTVPj5KF1a2a0a3gv8_eSVIQtea-j', 'width': 3120}]",ChIJgebIO7sTFmgRLh7BD1xzefk,ChIJgebIO7sTFmgRLh7BD1xzefk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJgebIO7sTFmgRLh7BD1xzefk
"CVHQ+C5, Bera, Sela, Yahukimo regency, Papua, Indonesia","{'location': {'lat': -4.571488, 'lng': 139.8879176}, 'viewport': {'northeast': {'lat': -4.570138170107279, 'lng': 139.8892674298927}, 'southwest': {'lat': -4.572837829892722, 'lng': 139.8865677701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan,,ChIJsd9NNwBlP2gR7kJFytao1OY,ChIJsd9NNwBlP2gR7kJFytao1OY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJsd9NNwBlP2gR7kJFytao1OY
"73VV+J56, Unnamed Road, Kalome / Pagargom, Tingginambut, Puncak Jaya Regency, Papua 99563, Indonesia","{'location': {'lat': -3.7059631, 'lng': 138.0928961}, 'viewport': {'northeast': {'lat': -3.704546820107278, 'lng': 138.0943672298927}, 'southwest': {'lat': -3.707246479892722, 'lng': 138.0916675701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dawe Dawe Performance Show,,ChIJm80umiItFmgRxXxaKPsuR4U,ChIJm80umiItFmgRxXxaKPsuR4U,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJm80umiItFmgRxXxaKPsuR4U
"Pegunungan Bintang Regency, Papua, Indonesia","{'location': {'lat': -4.5589872, 'lng': 140.5135589}, 'viewport': {'northeast': {'lat': -3.694768, 'lng': 141.000015}, 'southwest': {'lat': -5.2948625, 'lng': 139.9569181}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pegunungan Bintang Regency,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112353476758765614674"">Salim Yelipele</a>'], 'photo_reference': 'AUGGfZnkHFVSSzwskhV_Ju-6vCPhwX-JTwMtAWI9A1B8KSom5NQrb2kT7WiiyNaRKIKwdKbKBDRn2htkNu4dHat7qjbmuBgJIbApoev3HWkVLMcqXlfrJZAAgisKBQKsORCLSsLRVp3vrx1rxhlLICUDD_LM-6iAlPMSe1UvaiR8P_Jl0RJp', 'width': 4128}]",ChIJoSqBltPwQGgR63xUFvjAVL8,ChIJoSqBltPwQGgR63xUFvjAVL8,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJoSqBltPwQGgR63xUFvjAVL8
"VW69+M8W, Sinata, Asolokobal, Jayawijaya Regency, Papua 99511, Indonesia","{'location': {'lat': -4.138267799999999, 'lng': 138.9183228}, 'viewport': {'northeast': {'lat': -4.136839270107278, 'lng': 138.9198046298928}, 'southwest': {'lat': -4.139538929892722, 'lng': 138.9171049701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Permandian Tulima,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105912729641116544112"">Edhogawa Edhogawa</a>'], 'photo_reference': 'AUGGfZmiWroW60FpNtD7f_Ax2ho5tuwY0hLd2VPChtSP3-dpK25gJz-syvl65jNYRwUa5znDoJZi7p9LAxIjriJLYhGAf-gqLYmO64aNMGx9-EzLjjSaaJoKDjCedlqj57tPKQQ1XQI6BffU-rzWVuza6105Wd6-vf5VeOp1MjRkJhHH3SAe', 'width': 2000}]",ChIJA2s34OlvPmgRvcUX7PxvTXI,ChIJA2s34OlvPmgRvcUX7PxvTXI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,5.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJA2s34OlvPmgRvcUX7PxvTXI
"XX75+H2P, Aikima, Kurulu, Jayawijaya Regency, Papua, Indonesia","{'location': {'lat': -4.0360257, 'lng': 138.9575633}, 'viewport': {'northeast': {'lat': -4.034729520107278, 'lng': 138.9588700298927}, 'southwest': {'lat': -4.037429179892722, 'lng': 138.9561703701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mumi Aikima,"[{'height': 867, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109903149210230635475"">Pearl Valerie</a>'], 'photo_reference': 'AUGGfZmNY-IYotSLD4bhiOwE00wiIopls3UrSgqtTzO4M6LVzog_1FxeZRuzJM51bjbWmX-qKqQ7_xPPeDGYkxdip4Lt3SMARog8hJObUtp_0iR8_hbu4Vh5d9jM6bIz_IGaQTtbmihR0FioXoNR-I5m-24a8OeOLGXRnkyZupM-AwoTWunt', 'width': 1156}]",ChIJ_7ehvuYTPmgRoeRSL0oopC4,ChIJ_7ehvuYTPmgRoeRSL0oopC4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.7,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ_7ehvuYTPmgRoeRSL0oopC4
"89H8+C53, Kanggime, Tolikara Regency, Papua, Indonesia","{'location': {'lat': -3.6714785, 'lng': 138.3654263}, 'viewport': {'northeast': {'lat': -3.667450999999999, 'lng': 138.3661899}, 'southwest': {'lat': -3.672821000000001, 'lng': 138.3631355}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bilip pagona,"[{'height': 324, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111760559571474171209"">A Google User</a>'], 'photo_reference': 'AUGGfZlqcqTcVtHl7ZE-IzCVIvKDsBvtjH2ERmuoijEfmznHJKCWHP05J8z6E0h5YG6wB4J-ezd4cnapw-6hXss5AMJjgtcSA-OYdQ-5WoXRAnyPoiU0T6W6XnrSiY_sgD6wLHiLT7HtJXP3ZimlSD9MP1Qd2zusdJpTakkNjECrcFImiz1a', 'width': 720}]",ChIJ5cq9E74jFmgR-eU8sa6tAcY,ChIJ5cq9E74jFmgR-eU8sa6tAcY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ5cq9E74jFmgR-eU8sa6tAcY
"WW65+F52, Unnamed Road, Holima, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia","{'location': {'lat': -4.0888504, 'lng': 138.9078857}, 'viewport': {'northeast': {'lat': -4.087313020107278, 'lng': 138.9096588298927}, 'southwest': {'lat': -4.090012679892722, 'lng': 138.9069591701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam Gunung Susu,"[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115347028974793156802"">A Google User</a>'], 'photo_reference': 'AUGGfZnhLzfQrwIeMbrPB7UXx7s4Id9GlpR6ij1DskiaOEqgq5qpZgt_0jw01iqxH5Kk7qsprJ4vMMLYt4yirSU0Q8Or6k8FacjkI5ozKGq1E2ltBz8WzXWPLXmCSrL-hR3RQmrOahFWFL_IoMJH_gKkP_hS7jrfIFNgFIzgE2vqGnc4vvR7', 'width': 4032}]",ChIJu3N3yFhtPmgRCHh9hS36usM,ChIJu3N3yFhtPmgRCHh9hS36usM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.8,13.0,,,https://www.google.com/maps/place/?q=place_id:ChIJu3N3yFhtPmgRCHh9hS36usM
"R2XC+69, Maima, popukoba, Jayawijaya Regency, Papua, Indonesia","{'location': {'lat': -4.1519375, 'lng': 139.0209375}, 'viewport': {'northeast': {'lat': -4.14929195, 'lng': 139.02234815}, 'southwest': {'lat': -4.152819350000001, 'lng': 139.01670555}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Agrowisata Eden Fruits Itlay Lokobal,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102833524366912866862"">A Google User</a>'], 'photo_reference': 'AUGGfZlTrjV10z8uYzTaG9ZXnQquJ_jWfatZFiHGLIrjFf81HpuMb3ANptfl1SgocR8_MZEwXj9DrrnoRTAhw-dFaW8dEzfblSMG_U6gkgg-Am97gQGbwUbMhGN9bnxiYiJKjay5bIJmI0A1nkF38UzmO1zUb9R1Y8_XU7ok1jkaPeCrBR16', 'width': 724}]",ChIJxQC_cgBpPmgRaRt4wsWWgc0,ChIJxQC_cgBpPmgRaRt4wsWWgc0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJxQC_cgBpPmgRaRt4wsWWgc0
"RJCJ+MC, Ndugwa, Wosak, Nduga Regency, Papua, Indonesia","{'location': {'lat': -4.1783646, 'lng': 138.6310783}, 'viewport': {'northeast': {'lat': -4.177014770107278, 'lng': 138.6324281298927}, 'southwest': {'lat': -4.179714429892722, 'lng': 138.6297284701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BLACK LAKE,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116262440895027389413"">JEMMY MARZUKI</a>'], 'photo_reference': 'AUGGfZkAut_qtl2n57pg2kkmiop77xHyiP984R-v3srLs8KlSsnx9wv863Z6UN44YyKYfKKFcrgCQaN-mfwTc2XvHqrayVEiyqS6eFaN7nuH79ZvC-xJFa7Kb9XSYaxi73ZASMVk6odUlKAgWelAUiYg-wzWmVKoJaGLH5KGdaj9I08S-kNZ', 'width': 768}]",ChIJY_FZUpbbPWgRW8rMoIhPfVE,ChIJY_FZUpbbPWgRW8rMoIhPfVE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJY_FZUpbbPWgRW8rMoIhPfVE
"Q3G4+M5, Hesmat, Kurima, Yahukimo regency, Papua, Indonesia","{'location': {'lat': -4.223288, 'lng': 139.0554239}, 'viewport': {'northeast': {'lat': -4.221894270107278, 'lng': 139.0567940798927}, 'southwest': {'lat': -4.224593929892722, 'lng': 139.0540944201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AMOK SUE Allex SMS,"[{'height': 2556, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100684754810250648758"">A Google User</a>'], 'photo_reference': 'AUGGfZmM7d8BMxaT-Rt3jeoo-qxbYGkXyaxhWORSQlTo3gkdFhyzy2c03bDt_fOMNQmhHGu4sdFqunBB03mHM1-VhxpVFBy4VcridTYTsvUcBaErdFciu3fSMrqbti5YIE5iKUMmEZGo1cxRvDR9y9MEgJ2h7_c9D60k7BRNHPWDkKlE7l_y', 'width': 1204}]",ChIJp-ZY_SZdPmgR2IR9hDM0bPk,ChIJp-ZY_SZdPmgR2IR9hDM0bPk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJp-ZY_SZdPmgR2IR9hDM0bPk
"4FVC+25, Massi, Dekai, Yahukimo regency, Papua, Indonesia","{'location': {'lat': -4.8574666, 'lng': 139.4704914}, 'viewport': {'northeast': {'lat': -4.856116770107278, 'lng': 139.4718412298927}, 'southwest': {'lat': -4.858816429892721, 'lng': 139.4691415701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambang pasir sungai braza,,ChIJP0SQSp4tP2gRjBDZ8yz1zaA,ChIJP0SQSp4tP2gRjBDZ8yz1zaA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJP0SQSp4tP2gRjBDZ8yz1zaA
"WQ4F+MPR, Yaniruma, Boven Digoel Regency, Papua 99571, Indonesia","{'location': {'lat': -5.093272199999999, 'lng': 139.7742804}, 'viewport': {'northeast': {'lat': -5.091922370107278, 'lng': 139.7756302298927}, 'southwest': {'lat': -5.094622029892721, 'lng': 139.7729305701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nur asma rahim abd,,ChIJH72w2tG7OGgRdL6jlZ4HlNg,ChIJH72w2tG7OGgRdL6jlZ4HlNg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJH72w2tG7OGgRdL6jlZ4HlNg
"P8QF+P3P, Kahul, Ninia, Yahukimo regency, Papua, Indonesia","{'location': {'lat': -4.2606565, 'lng': 139.3226948}, 'viewport': {'northeast': {'lat': -4.259306670107278, 'lng': 139.3240446298927}, 'southwest': {'lat': -4.262006329892722, 'lng': 139.3213449701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kolam alam Yetuhup distrik sobaham kabupaten Yahukimo,,ChIJySfN9zlTPmgRvo6FWRBmOnQ,ChIJySfN9zlTPmgRvo6FWRBmOnQ,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJySfN9zlTPmgRvo6FWRBmOnQ
"7WMP+FM4, Bomela, Yahukimo regency, Papua, Indonesia","{'location': {'lat': -4.71637, 'lng': 139.9366899}, 'viewport': {'northeast': {'lat': -4.715020170107277, 'lng': 139.9380397298928}, 'southwest': {'lat': -4.717719829892721, 'lng': 139.9353400701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Yalmabi kabupaten Yahukimo,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116523294503636628540"">A Google User</a>'], 'photo_reference': 'AUGGfZkMttNADb-7ufATZYciCDz-U2X9NogzL4gglqpV84u7uOCQOvOMsCZKHPl45Oc4kOAd-68k5FwpMcn9ueEKQHwnRmOhf92bGPkXyxs39RlCyedUc5HDKn6NSZytHKFKVB6MMLcRUP2xRZDi-MheZEsZjTVtG2nDr0j_en1ST1XGvHVq', 'width': 1040}]",ChIJd8RZy-9dP2gRP-jpP_8eG80,ChIJd8RZy-9dP2gRP-jpP_8eG80,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJd8RZy-9dP2gRP-jpP_8eG80
