business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,price_level,url
OPERATIONAL,"X2WM+F2, Tembesi, Sagulung, Batam City, Riau Islands, Indonesia","{'location': {'lat': 0.9961538000000001, 'lng': 104.0326132}, 'viewport': {'northeast': {'lat': 0.997503629892722, 'lng': 104.0339630298927}, 'southwest': {'lat': 0.9948039701072777, 'lng': 104.0312633701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LEMBAH GUCI BARELANG Batam,,ChIJ3Z5xlHOR2TERRqeMdmt4RtY,5.0,ChIJ3Z5xlHOR2TERRqeMdmt4RtY,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114663078558190195460"">A Google User</a>'], 'photo_reference': 'AUGGfZkWzRMbhGqBxFHwO_eT0NxBU6h48PBvYKnDuG1NBkrg5x7JpB7o18EhqYTnsPD4IWPncxVi-7QGhFN4fUt-CwqTOLFA6smRKS5wg1xR46livckKiSyLQ4WbIESOc68eQMDcY3AOa0Fyrs_nqMBLz5XkXmN4AzH-x3LY4jSNZnlVCPHO', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ3Z5xlHOR2TERRqeMdmt4RtY
OPERATIONAL,"3R8X+J48, Kasu, Belakang Padang, Batam City, Riau Islands, Indonesia","{'location': {'lat': 1.0665479, 'lng': 103.8478325}, 'viewport': {'northeast': {'lat': 1.06738315, 'lng': 103.84872375}, 'southwest': {'lat': 1.064042149999999, 'lng': 103.84515875}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Marison Silaban,,ChIJgxNwVADz2TERpRGg7CK-N8s,5.0,ChIJgxNwVADz2TERpRGg7CK-N8s,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106654148789001189798"">A Google User</a>'], 'photo_reference': 'AUGGfZn9uv2-DBrA0Xlaa0cO3zfro8kYRrNUl4LnHnMag2IfMq32LPQlOSNs61qGoi0Ne0QmmIaQ_hE3IfLyHpM1on2WdZbuF4kiWyBxPQxU8fFd-CatQlSY5Olgjz1zr0uuKWtiI_AD1Ky_tlCbl64njvd9m-ohFE8cSly4OMZ6quvkmvbm', 'width': 2076}]",,,https://www.google.com/maps/place/?q=place_id:ChIJgxNwVADz2TERpRGg7CK-N8s
OPERATIONAL,"X2GX+JH7, Jl. Trans Barelang, Pulau Setokok, Kec. Bulang, Kota Batam, Kepulauan Riau, Indonesia","{'location': {'lat': 0.9765446999999999, 'lng': 104.0489133}, 'viewport': {'northeast': {'lat': 0.9778886298927221, 'lng': 104.0502621298927}, 'southwest': {'lat': 0.9751889701072778, 'lng': 104.0475624701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Barelang Second Bridge,{'open_now': True},ChIJUwD8PByR2TERnstC_5ZdAWc,4.5,ChIJUwD8PByR2TERnstC_5ZdAWc,"['tourist_attraction', 'point_of_interest', 'establishment']",1422,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105412279818717153645"">A Google User</a>'], 'photo_reference': 'AUGGfZnCBBC99A1_Awf6WAc14YkNExcxYVfWcWF1UXPGsCfBWyr5DUsE7UT5k0nJtG_BaZ5NEwV_bbpRjvDz3LnU2360imqI2s7VlasZoazluXDn1jxMqT8UOfczYtG4NKV5SamUX9mi4rFvYxDJbO_iIFdYmAcoRSSfnBZ0PnriS-clNUkE', 'width': 4032}]",,,https://www.google.com/maps/place/?q=place_id:ChIJUwD8PByR2TERnstC_5ZdAWc
OPERATIONAL,"W3RR+CW6, Unnamed Road, Rempang Cate, Galang, Kota Batam, Kepulauan Riau 29482, Indonesia","{'location': {'lat': 0.9410329, 'lng': 104.0922591}, 'viewport': {'northeast': {'lat': 0.942328429892722, 'lng': 104.0937346798927}, 'southwest': {'lat': 0.9396287701072777, 'lng': 104.0910350201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dragon Fruit Farm,,ChIJ_9z_rEWX2TERBcQ5ajW46Ok,5.0,ChIJ_9z_rEWX2TERBcQ5ajW46Ok,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111518106201729515011"">A Google User</a>'], 'photo_reference': 'AUGGfZnpz5WFlOCvj50D-epZqccWTtMHDzIPNsJ74stVX35RBf7At0TnGXQDp3IDp5Nqv3SVckLCQS9jY-1Y_1OCbsCn7FyPaSrgsfcVu7nkR0FLEmDRY3xOzw7R6gQ5Qn1SO600C6mQRlWo5bfiwcrs_lPRnMwc0tsWltfpco4CqfANK6ji', 'width': 4624}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ_9z_rEWX2TERBcQ5ajW46Ok
OPERATIONAL,"X2F9+7WG Pulau Lance, Tembesi, Kec. Sagulung, Kota Batam, Kepulauan Riau 29472, Indonesia","{'location': {'lat': 0.9731854, 'lng': 104.0198391}, 'viewport': {'northeast': {'lat': 0.9741444499999999, 'lng': 104.02384065}, 'southwest': {'lat': 0.9703082499999995, 'lng': 104.01850525}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Lance (Lance Island),{'open_now': True},ChIJUfUX3j-R2TERBEtIzbeuD-M,4.0,ChIJUfUX3j-R2TERBEtIzbeuD-M,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112543045659642363435"">Nopri Adi</a>'], 'photo_reference': 'AUGGfZm1Q4DKoZQb8Q08_B_xZyJ_wavBT4XrUu3EBStsDFY0v9JZHTeAjZ7Flv_BKHLSYEGWzu_SMY_f8hxiqA45KogT1xFoNO_TsumTYAquWH8V6UXxdg9lPhfThh-MlBvsF3lIqamOZ3U3BU3aYw_dqaPy8o7AUEJn8rAdKZ5P2FIjkwN_', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJUfUX3j-R2TERBEtIzbeuD-M
OPERATIONAL,"Tembesi lama RT 01 03, Kota Batam, Indonesia","{'location': {'lat': 1.0390818, 'lng': 104.0152355}, 'viewport': {'northeast': {'lat': 1.040431629892722, 'lng': 104.0165853298927}, 'southwest': {'lat': 1.037731970107278, 'lng': 104.0138856701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Balai subur makmur batam,,ChIJWfRFEYKP2TERXGzYH67vujo,4.8,ChIJWfRFEYKP2TERXGzYH67vujo,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,"{'compound_code': '22Q8+J3 Tembesi, Batam City, Riau Islands, Indonesia', 'global_code': '6PH622Q8+J3'}",,https://www.google.com/maps/place/?q=place_id:ChIJWfRFEYKP2TERXGzYH67vujo
OPERATIONAL,"X2V5+VM7, Tembesi, Sagulung, Batam City, Riau Islands 29472, Indonesia","{'location': {'lat': 0.9944557999999999, 'lng': 104.0090228}, 'viewport': {'northeast': {'lat': 0.9959555798927221, 'lng': 104.0103395298927}, 'southwest': {'lat': 0.9932559201072778, 'lng': 104.0076398701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Gundap Pantai,,ChIJNdu2R0CR2TER-vjGMhCja7M,4.0,ChIJNdu2R0CR2TER-vjGMhCja7M,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 3584, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104754908870234441862"">asep sumantri</a>'], 'photo_reference': 'AUGGfZnXQvj2kZaud84ax_Gb9xX71V0D9R99vKn2fVfC5-522doJDBLk41KclqducK27ynq0rGsStJ_bvegcnt50Af4ctqSP67qSvw83668vLDbQQG1Rtu1qkxbh2eTNFONQJGYJYB-RyOeJrI6NMX3u29UlWfFDMsEaGafxllrFW4_Q2hhh', 'width': 7472}]",,,https://www.google.com/maps/place/?q=place_id:ChIJNdu2R0CR2TER-vjGMhCja7M
OPERATIONAL,"blok c19 rt03rw10, Sungai Lekop, Kec. Sagulung, Kota Batam, Kepulauan Riau 29425, Indonesia","{'location': {'lat': 1.0289725, 'lng': 103.9469173}, 'viewport': {'northeast': {'lat': 1.030276979892722, 'lng': 103.9482693298927}, 'southwest': {'lat': 1.027577320107278, 'lng': 103.9455696701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kolam koi,,ChIJqTCSVOWN2TERrQCvGmgXcq8,0.0,ChIJqTCSVOWN2TERrQCvGmgXcq8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109885291956485838640"">Budi Wahyudin</a>'], 'photo_reference': 'AUGGfZlRZfYjrm8jQNm-CDVjptNibk4yCuueARoK21E5CplXanfxOEGLnq7a8RxaFbjiwjS4bN7O21jxkLXk0FX3AnHGT4j-4rFnz33_z_YIdilCgJBCVsiq3RdjP5UnaQwpRzA3gRrVDj2Kc_P6NnxWmO2JGKQOazTpXSoCl4lQn5BAd8GH', 'width': 4000}]","{'compound_code': '2WHW+HQ Lekop River, Batam City, Riau Islands, Indonesia', 'global_code': '6PH52WHW+HQ'}",,https://www.google.com/maps/place/?q=place_id:ChIJqTCSVOWN2TERrQCvGmgXcq8
OPERATIONAL,"X3F4+F9F, Jl. Trans Barelang, Pulau Setokok, Kec. Bulang, Kota Batam, Kepulauan Riau, Indonesia","{'location': {'lat': 0.9736944000000001, 'lng': 104.0559229}, 'viewport': {'northeast': {'lat': 0.974942629892722, 'lng': 104.0571165798927}, 'southwest': {'lat': 0.9722429701072777, 'lng': 104.0544169201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"taman laut,Pemancingan dan Seafood restaurant",{'open_now': True},ChIJHxe6qtKR2TERN7x7i9Galtc,4.6,ChIJHxe6qtKR2TERN7x7i9Galtc,"['tourist_attraction', 'point_of_interest', 'establishment']",31,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105632696702386572684"">A Google User</a>'], 'photo_reference': 'AUGGfZmJ5DP6wMwOpzoL6Y2s5bm_ceBlvEa99-8-iFAsIoS__4b_acTVIfdCzHwQQs7hx4kfP-qO6z4U68Fqxa9k6iKy9eTZdpT7VTn7bjJUERfHQqTzJqxUJ5KHDDbP1IVrgIk99igT70XiE8C_hmjh705GdHDUMbVDfAfcB2_IoPHJYSZD', 'width': 4032}]",,,https://www.google.com/maps/place/?q=place_id:ChIJHxe6qtKR2TERN7x7i9Galtc
OPERATIONAL,"X2MH+9P8, Tembesi, Sagulung, Batam City, Riau Islands 29472, Indonesia","{'location': {'lat': 0.9834044, 'lng': 104.0293415}, 'viewport': {'northeast': {'lat': 0.9848292798927222, 'lng': 104.0306520798927}, 'southwest': {'lat': 0.9821296201072779, 'lng': 104.0279524201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah dinas air,{'open_now': False},ChIJ-y2TKjuR2TERexahYVS1TDI,0.0,ChIJ-y2TKjuR2TERexahYVS1TDI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-y2TKjuR2TERexahYVS1TDI
OPERATIONAL,"22HJ+M7, Mangsang, Sei Beduk, Batam City, Riau Islands, Indonesia","{'location': {'lat': 1.0295769, 'lng': 104.0306977}, 'viewport': {'northeast': {'lat': 1.031162329892722, 'lng': 104.0327033298927}, 'southwest': {'lat': 1.028462670107278, 'lng': 104.0300036701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Bapak Haryandi,,ChIJX-RYy9CP2TERL9jbN6e6dP0,5.0,ChIJX-RYy9CP2TERL9jbN6e6dP0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109774949742297272035"">A Google User</a>'], 'photo_reference': 'AUGGfZkBMrnaVvBvMnYeuppWpQmzBzeDjL6Qsepkfsyk8Jj4PwXmTS3OFgF6Y8xFHWg8yZ18VBcHZ7Rd8NYdUDEyF8KDZ6j4-FCy8nYrnKu0IDd65wfHik32pgqA8bWywqARKlMz5IPi4j5N0ImWyXegTYW-ZrBm2nIHmtWVIiZE-9W7etGK', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJX-RYy9CP2TERL9jbN6e6dP0
OPERATIONAL,"3WXR+MQP, Tanjung Riau, Sekupang, Batam City, Riau Islands 29425, Indonesia","{'location': {'lat': 1.0992131, 'lng': 103.9419649}, 'viewport': {'northeast': {'lat': 1.100655879892722, 'lng': 103.9433605798927}, 'southwest': {'lat': 1.097956220107278, 'lng': 103.9406609201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Beliung,{'open_now': False},ChIJE9KlWVeN2TER1ygAu3m5GOs,4.5,ChIJE9KlWVeN2TER1ygAu3m5GOs,"['tourist_attraction', 'point_of_interest', 'establishment']",155,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117121343138103192151"">A Google User</a>'], 'photo_reference': 'AUGGfZl5WjC7KEgpwLqpMi5DMe5v4lZoUpo3TnaJzmL0VoGAMkFRoAFVLiTsg7jzyQkAh2LpEQVRT8iragy6rtCCeeOfLGMX863fticSpiEYhEnzYqKuffH5zoYQ2TQZy9duBToL_i-1IiqEf_KmdtqyRVQbuWuzYPNMnzPEw7ttO7Jo8aeF', 'width': 3000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJE9KlWVeN2TER1ygAu3m5GOs
OPERATIONAL,"X2FH+PV, Setokok Island, Bulang, Batam City, Riau Islands, Indonesia","{'location': {'lat': 0.9743125, 'lng': 104.0296875}, 'viewport': {'northeast': {'lat': 0.9756623298927223, 'lng': 104.0310373298927}, 'southwest': {'lat': 0.9729626701072781, 'lng': 104.0283376701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,pulau sekatak,,ChIJOW9mIACR2TERx899LA3XCSc,0.0,ChIJOW9mIACR2TERx899LA3XCSc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJOW9mIACR2TERx899LA3XCSc
