business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,price_level,plus_code,permanently_closed,url
OPERATIONAL,"X2MR+F7R, Tembesi, Sagulung, Batam City, Riau Islands 29472, Indonesia","{'location': {'lat': 0.9837266, 'lng': 104.0406366}, 'viewport': {'northeast': {'lat': 0.9850717798927221, 'lng': 104.0419968298927}, 'southwest': {'lat': 0.9823721201072778, 'lng': 104.0392971701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Penarik,ChIJ_ylQdqmR2TERPzizsNJKiLw,4.6,ChIJ_ylQdqmR2TERPzizsNJKiLw,"['tourist_attraction', 'point_of_interest', 'establishment']",38,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113585460046493406158"">enrico nirwan histanto</a>'], 'photo_reference': 'AUGGfZmeLk8M8UjK-qxrZgTSyWqvDRQf8SB-7JTqwkY8WoRMEcu_9FsYY6SN9nJ6ySE4Vfg46RD3SiZZt75Im8K7ePwmZ2oBhIqYil0ZcktTOahZFyq8nf2VHhklEP0DxQy-xzg7rcMS_Kghp1aY2JbD7tyn2-Nn8ozV6TumnFDZZPIoO-Fr', 'width': 1280}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ_ylQdqmR2TERPzizsNJKiLw
OPERATIONAL,"X4RF+XR7, Ngenang, Nongsa, Batam City, Riau Islands, Indonesia","{'location': {'lat': 0.9924196999999999, 'lng': 104.1245589}, 'viewport': {'northeast': {'lat': 0.993769529892722, 'lng': 104.1259087298927}, 'southwest': {'lat': 0.9910698701072778, 'lng': 104.1232090701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau MOMOI,ChIJRdI5w_Sa2TERNt5vwTYaFnk,5.0,ChIJRdI5w_Sa2TERNt5vwTYaFnk,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116511231293028684902"">Rahman Rudianto</a>'], 'photo_reference': 'AUGGfZlE8jx8-NjW0nlNXECxX_7Tc33tP1iUdQBgMvWCQFY9jeVuBiv_0u195fT4PgKHtRSUJhUz50slakAzhHD1XXDLSLlN5rgZG0A0XaImvKV2RIUEghPCInyD9yFKAut0kOy6uE8D8A-pC8WNjuPeBPKIoprl_k0TyOrcWaGnzo7I4R2N', 'width': 1600}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJRdI5w_Sa2TERNt5vwTYaFnk
OPERATIONAL,"W3PP+WCH, Rempang Cate, Galang, Batam City, Riau Islands 29482, Indonesia","{'location': {'lat': 0.9373098, 'lng': 104.0861011}, 'viewport': {'northeast': {'lat': 0.9396338999999999, 'lng': 104.0875882298927}, 'southwest': {'lat': 0.9365351000000001, 'lng': 104.0848885701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Pantai Air Menanti, Jembatan 4, Barelang ,Batam",ChIJO_jh0fSi2TERYYRbwHBmei0,4.1,ChIJO_jh0fSi2TERYYRbwHBmei0,"['tourist_attraction', 'point_of_interest', 'establishment']",90,,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103739709314712827309"">Sugeng Tc</a>'], 'photo_reference': 'AUGGfZm0i7ueixexKeIVcAs4kRzr8qrxz7qiyQvBVENqm9zDmCgej3wM1ar_hqoppJAba8yZYXuByLT3J3HDTb2se4oSAdqOAni8r2kS0rMSunNs7fwKqx-MtfTC7eYlDC9LNCjO-JtKv5M-6ZTL3c2uZ2Mf4tMT2y7O339FsqttwF5dFuLm', 'width': 2048}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJO_jh0fSi2TERYYRbwHBmei0
OPERATIONAL,"X2GX+JH7, Jl. Trans Barelang, Pulau Setokok, Kec. Bulang, Kota Batam, Kepulauan Riau, Indonesia","{'location': {'lat': 0.9765446999999999, 'lng': 104.0489133}, 'viewport': {'northeast': {'lat': 0.9778886298927221, 'lng': 104.0502621298927}, 'southwest': {'lat': 0.9751889701072778, 'lng': 104.0475624701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Barelang Second Bridge,ChIJUwD8PByR2TERnstC_5ZdAWc,4.5,ChIJUwD8PByR2TERnstC_5ZdAWc,"['tourist_attraction', 'point_of_interest', 'establishment']",1422,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105412279818717153645"">A Google User</a>'], 'photo_reference': 'AUGGfZnBEFpXFXRGZXCZXgfV7k2bP8-eGnDQkwckYlKmQwYV0YbYcpRB5oIxzHm9-CIzSbvDvYP9VNIs7Bm9mH4YqxhuIM61BG9Xef9vtOQ6n56UjFhhKLH1N1wq5dBB2WUy2TtpXPX_g9LochZrhGLK-SKqDaLzYXxddNUZWzvbf2CQLiaZ', 'width': 4032}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJUwD8PByR2TERnstC_5ZdAWc
OPERATIONAL,"X2MH+9P8, Tembesi, Sagulung, Batam City, Riau Islands 29472, Indonesia","{'location': {'lat': 0.9834044, 'lng': 104.0293415}, 'viewport': {'northeast': {'lat': 0.9848292798927222, 'lng': 104.0306520798927}, 'southwest': {'lat': 0.9821296201072779, 'lng': 104.0279524201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah dinas air,ChIJ-y2TKjuR2TERexahYVS1TDI,0.0,ChIJ-y2TKjuR2TERexahYVS1TDI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': False},,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-y2TKjuR2TERexahYVS1TDI
OPERATIONAL,"W2HW+VM, Setokok Island, Bulang, Batam City, Riau Islands, Indonesia","{'location': {'lat': 0.9296609, 'lng': 104.0467178}, 'viewport': {'northeast': {'lat': 0.931010729892722, 'lng': 104.0480676298927}, 'southwest': {'lat': 0.9283110701072779, 'lng': 104.0453679701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Tempat macing,ChIJv8DYBxyX2TERI7cOdPqzc44,5.0,ChIJv8DYBxyX2TERI7cOdPqzc44,"['park', 'point_of_interest', 'establishment']",1,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJv8DYBxyX2TERI7cOdPqzc44
OPERATIONAL,"227X+652, Bukit Tirta Kencana, Duriangkang, Kec. Sei Beduk, Kota Batam, Kepulauan Riau, Indonesia","{'location': {'lat': 1.0130189, 'lng': 104.0478759}, 'viewport': {'northeast': {'lat': 1.014458979892722, 'lng': 104.0491504798927}, 'southwest': {'lat': 1.011759320107278, 'lng': 104.0464508201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Tirta Kencana,ChIJiz8DbO-R2TERoDnIF0gy38I,0.0,ChIJiz8DbO-R2TERoDnIF0gy38I,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': False},,,,,https://www.google.com/maps/place/?q=place_id:ChIJiz8DbO-R2TERoDnIF0gy38I
OPERATIONAL,"X3MX+FVG, Kabil, Nongsa, Batam City, Riau Islands, Indonesia","{'location': {'lat': 0.983688, 'lng': 104.0996992}, 'viewport': {'northeast': {'lat': 0.985035679892722, 'lng': 104.1010457298927}, 'southwest': {'lat': 0.9823360201072777, 'lng': 104.0983460701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Biru Sehati,ChIJd9Btc4KQ2TERBqr51mhT6P4,4.2,ChIJd9Btc4KQ2TERBqr51mhT6P4,"['tourist_attraction', 'point_of_interest', 'establishment']",59,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105409572839843033962"">Joko Supriyanto</a>'], 'photo_reference': 'AUGGfZm0n0tVd9TUV8KXk1onVKfbOekibPecqFTNSVzFxbLaPR699LMg3Xcy1mh0M6mDthxe7pdfXXEPtN6gi_d6Q4MA9SsTa7vlYcgFV2vDyfDKYybx-TKdIz9DFyDrNM4PlhoC3QHz-1bmBwPenIQRacKuC-NqB8J_nNCA0saJf1hCGPPP', 'width': 4032}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJd9Btc4KQ2TERBqr51mhT6P4
OPERATIONAL,"X2F9+7WG Pulau Lance, Tembesi, Kec. Sagulung, Kota Batam, Kepulauan Riau 29472, Indonesia","{'location': {'lat': 0.9731854, 'lng': 104.0198391}, 'viewport': {'northeast': {'lat': 0.9741444499999999, 'lng': 104.02384065}, 'southwest': {'lat': 0.9703082499999995, 'lng': 104.01850525}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Lance (Lance Island),ChIJUfUX3j-R2TERBEtIzbeuD-M,4.0,ChIJUfUX3j-R2TERBEtIzbeuD-M,"['tourist_attraction', 'point_of_interest', 'establishment']",4,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112543045659642363435"">Nopri Adi</a>'], 'photo_reference': 'AUGGfZlV0tHqxdRRBMx94zJUYbBpb3b5cQgVyXHBFo5QJKYqrnFilpx_uXRxfw2Uo91Awn6Q69RZEVvpvC_hYgGcG5qSuezlelevIEp6CbhDVwShcYRhMVEb05jD8YmN7kV4OF-_vslbFN6Pxq3ke7wJqEZtsgkGeRYx7J23hjn-8J_RSbM5', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJUfUX3j-R2TERBEtIzbeuD-M
OPERATIONAL,"2346+2M9, Duriangkang, Sei Beduk, Batam City, Riau Islands 29437, Indonesia","{'location': {'lat': 1.0050439, 'lng': 104.0617342}, 'viewport': {'northeast': {'lat': 1.006123879892722, 'lng': 104.0629846798927}, 'southwest': {'lat': 1.003424220107278, 'lng': 104.0602850201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung setengar,ChIJ22jINgCR2TERSYF8YVeDzd4,0.0,ChIJ22jINgCR2TERSYF8YVeDzd4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ22jINgCR2TERSYF8YVeDzd4
OPERATIONAL,"W4P5+5V2, Rempang Cate, Galang, Batam City, Riau Islands 29482, Indonesia","{'location': {'lat': 0.9353963, 'lng': 104.1096345}, 'viewport': {'northeast': {'lat': 0.9365076298927218, 'lng': 104.1110963298927}, 'southwest': {'lat': 0.9338079701072777, 'lng': 104.1083966701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agro Piknik Barelang,ChIJ2X_MyOaZ2TER0kR1eAN6sQU,4.6,ChIJ2X_MyOaZ2TER0kR1eAN6sQU,"['tourist_attraction', 'point_of_interest', 'establishment']",5,{'open_now': False},"[{'height': 2202, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117240957617750340364"">Delmontoya</a>'], 'photo_reference': 'AUGGfZkZvTut4obD0eBifd9usuTHfXx17VFB_5C4CLCq_Ujzfiv3gpmRmavkLlQrLPyKNvxoTnf8bZi0oPpe06C3BmtrRDcNZwoBRT46t4FSOVnYAdMfeoXrRKycp5bnzilY7IsmIl7vyke7_o-XARAThTWCZxnjRuY2FVUt0tV6x2YA0u7W', 'width': 4160}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ2X_MyOaZ2TER0kR1eAN6sQU
OPERATIONAL,"X2MH+58H, Tembesi, Sagulung, Batam City, Riau Islands 29472, Indonesia","{'location': {'lat': 0.9823305, 'lng': 104.0282909}, 'viewport': {'northeast': {'lat': 0.983718429892722, 'lng': 104.0296599298927}, 'southwest': {'lat': 0.9810187701072777, 'lng': 104.0269602701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah pak pinci,ChIJUxrH9TSR2TERA1pLcZSYtFo,0.0,ChIJUxrH9TSR2TERA1pLcZSYtFo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': False},,,,,https://www.google.com/maps/place/?q=place_id:ChIJUxrH9TSR2TERA1pLcZSYtFo
OPERATIONAL,"X2WM+F2, Tembesi, Sagulung, Batam City, Riau Islands, Indonesia","{'location': {'lat': 0.9961538000000001, 'lng': 104.0326132}, 'viewport': {'northeast': {'lat': 0.997503629892722, 'lng': 104.0339630298927}, 'southwest': {'lat': 0.9948039701072777, 'lng': 104.0312633701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LEMBAH GUCI BARELANG Batam,ChIJ3Z5xlHOR2TERRqeMdmt4RtY,5.0,ChIJ3Z5xlHOR2TERRqeMdmt4RtY,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114663078558190195460"">A Google User</a>'], 'photo_reference': 'AUGGfZnuaeQKZ0z9IBD4lvtVoFzjMmKzqfCvTUUGljXAodD4-hwGrvh-UJGdUxtzXq_vQJR_7v9OTc7fDmU8ReCdp0fuF-dIYCwjxOKd-_XiVCbiqtedYSP-wRMjRexq1-wFhY0zJuNCC3m97Cx7WGakJ1ZQ8PCrKmlBPzl4rLBjT0bzRhMT', 'width': 1080}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ3Z5xlHOR2TERRqeMdmt4RtY
OPERATIONAL,"X3MX+9WR, Terusan Jl. S. Parman, Tj. Piayu, Kec. Sei Beduk, Kota Batam, Kepulauan Riau, Indonesia","{'location': {'lat': 0.9834862000000001, 'lng': 104.0997659}, 'viewport': {'northeast': {'lat': 0.9848273798927221, 'lng': 104.1011020298927}, 'southwest': {'lat': 0.9821277201072778, 'lng': 104.0984023701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Piayu Beach,ChIJZcdUcYKQ2TERCFOLHe3aHJo,4.3,ChIJZcdUcYKQ2TERCFOLHe3aHJo,"['tourist_attraction', 'point_of_interest', 'establishment']",198,{'open_now': True},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112820466135866156803"">A Google User</a>'], 'photo_reference': 'AUGGfZldkDHhAmIVxwtUYsFhGyFRALI9rfP4jAcrmzbhV6woHwNwLezlS8GKgm_nWsgK90dlLnbG__DdgyVpyzXnu54aU43kIKvZqvp2ni9zpSODUL2fBSLQ--0f3lbotGCjSkSuj8EimnPbaeDTTzcIdhPYmJkpbSiRBQQvXvCpoVnYBsw', 'width': 3264}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJZcdUcYKQ2TERCFOLHe3aHJo
