formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,plus_code,rating,user_ratings_total,opening_hours,permanently_closed,url
"Jl. Ks. Tubun No.17, RT.001/RW.003, Ps. Baru, Kec. Karawaci, Kota Tangerang, Banten 15112, Indonesia","{'location': {'lat': -6.168861700000001, 'lng': 106.6262539}, 'viewport': {'northeast': {'lat': -6.167528170107278, 'lng': 106.6276336298927}, 'southwest': {'lat': -6.170227829892723, 'lng': 106.6249339701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Markisa,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107735607177604866279"">Maulina Lestari</a>'], 'photo_reference': 'AUGGfZkAR4D0-LcnO1OGZh07ZJdrc_jIuLZCFA-GHoU4-AwtNdYhJ9YCG2-2Slu6NkcObZgKtfzAvHnkUuii7kKtpdWbyNMFuuQP3yK6YH0SSvrlFSoD5r07HicwtuNmCQtjxpJworPiKkAHk2NNdoVOYgxP_LFRm5a7c5-q4_olGNx6jIOx', 'width': 2560}]",ChIJPf3lGZj5aS4RdPqFe3pXf3E,ChIJPf3lGZj5aS4RdPqFe3pXf3E,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJJG+FG Pasar Baru, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJJG+FG'}",4.6,157.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJPf3lGZj5aS4RdPqFe3pXf3E
"Neglasari, Tangerang City, Banten, Indonesia","{'location': {'lat': -6.1536763, 'lng': 106.6258605}, 'viewport': {'northeast': {'lat': -6.105495, 'lng': 106.6506501}, 'southwest': {'lat': -6.1678498, 'lng': 106.6108249}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Neglasari,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116500943107578805786"">A Google User</a>'], 'photo_reference': 'AUGGfZlHeNXNazXe90ZiDpVDUtACEXvQ1uZzYEV64Ovr9uoCorqTZMqdsmyMNGyqdB3Tp_OCi0JMv0YTJ7p-pBeobYW2_lKD7hkAQAbTouXKLp747qWUQiTRZqG3WzXX4QeG2CyjbFYxNyi9S97SaK5c5lEa80pz2fEClMv5xLdvEsBP2KUr', 'width': 3264}]",ChIJtZ53IAICai4RFn1yWTTm7do,ChIJtZ53IAICai4RFn1yWTTm7do,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJtZ53IAICai4RFn1yWTTm7do
"RJHP+92M alun alun, Jl. Jend. Ahmad Yani, RT.002/RW.001, Sukarasa, Kec. Tangerang, Kota Tangerang, Banten 15111, Indonesia","{'location': {'lat': -6.171538, 'lng': 106.6350392}, 'viewport': {'northeast': {'lat': -6.170194670107279, 'lng': 106.6364393298927}, 'southwest': {'lat': -6.172894329892722, 'lng': 106.6337396701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman PRESTASI,"[{'height': 4312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113559250910663853817"">Fuad Abdul Baqi</a>'], 'photo_reference': 'AUGGfZl4TmePTksMdjrna0nId9c2ICs3HoZb5vEGm21h4Ogjzxg2mkvTnHdg5kCuh5oQZ6H4Oi1-06JqrSABzLqxAsjIKa9YD_JY9VOz_dNQuydj8hdvYFUbEhJVvyvsmrehk_Z91xIujDSERfSUFnZjHUI51FWtG-j0GI4bL5f-n7d-Bu8S', 'width': 5760}]",ChIJ2-ZD4s34aS4RyXLrOk1uz4I,ChIJ2-ZD4s34aS4RyXLrOk1uz4I,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.5,1587.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ2-ZD4s34aS4RyXLrOk1uz4I
"Jl. Kp. Rw. Rengas-Bojong Renged Jl. Rw. Rengas No.50, RT.1/RW.2, Rw. Rengas, Kec. Kosambi, Kabupaten Tangerang, Banten 15215, Indonesia","{'location': {'lat': -6.1099225, 'lng': 106.6506939}, 'viewport': {'northeast': {'lat': -6.108613720107277, 'lng': 106.6520599798927}, 'southwest': {'lat': -6.111313379892722, 'lng': 106.6493603201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,View Bandara Soekarno-Hatta Jakarta,"[{'height': 1070, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114760493524453100315"">Marni Triani</a>'], 'photo_reference': 'AUGGfZmm0-UKJAVRH3sgCnPI0oZKxzOWQ1xs10Z_D_rkzMDsSz3G-F8PXwcycA0iyD1Xw3kEQm6LNHY52qyxTmrs50zayQKOVdBTtXwRwATODhxSIRB8gee2UjcfxwsufYA5IszIhB3nwlz_HeUf-lKLXs8VCBpaQgxgyOdLE5tIJUBdV50M', 'width': 1320}]",ChIJ92A3otsDai4R8n8I81K7WEs,ChIJ92A3otsDai4R8n8I81K7WEs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'VMR2+27 Rawa Rengas, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58VMR2+27'}",4.6,16.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ92A3otsDai4R8n8I81K7WEs
"Jl. Bhakti No.14, RT.001/RW.004, Sukasari, Kec. Tangerang, Kota Tangerang, Banten 15118, Indonesia","{'location': {'lat': -6.1791955, 'lng': 106.629636}, 'viewport': {'northeast': {'lat': -6.177839770107278, 'lng': 106.6309850798927}, 'southwest': {'lat': -6.180539429892722, 'lng': 106.6282854201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_dharma-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Vihara Padumuttara,"[{'height': 3765, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117601714325143941619"">Nobel maps</a>'], 'photo_reference': 'AUGGfZk9dI6_RljXJxdmg84BjHknWf8VWaY22kgeqAtnA3wO94IrLUN8RsdWbA0fAdMoV_CKRkg7-EBM7abr9Bew_zVVOPfrm6qdWF6cMMSq9fG_HxXDiFQ7_vjz8Zfvqb885hoJ3VrVG8uffLDJOPclVXj2euqwWB8pFh9mme8qsNSColye', 'width': 7083}]",ChIJ9UWLttT4aS4RVRqOrJ-_QNs,ChIJ9UWLttT4aS4RVRqOrJ-_QNs,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJCH+8V Sukasari, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJCH+8V'}",4.9,304.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ9UWLttT4aS4RVRqOrJ-_QNs
"Jl. Mayjen Sutoyo, RT.002/RW.001, alun alun kota, Kec. Tangerang, Kota Tangerang, Banten 15111, Indonesia","{'location': {'lat': -6.171196699999999, 'lng': 106.6339412}, 'viewport': {'northeast': {'lat': -6.170139170107277, 'lng': 106.6351171298927}, 'southwest': {'lat': -6.172838829892722, 'lng': 106.6324174701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Alun-alun Kota Tangerang,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115759764385425827080"">Conan Holmes</a>'], 'photo_reference': 'AUGGfZlgrB3sa3q78D2C00PPCe8mSlp-cIWAEzFLhl5w5m0nrjUuZ5vPu3_vDDHzLnUKFYBIAxJegRZQvBW9xGmIMgA0SJvkA8B38FFUxqwQKIqAU7NNq4pXbQcypfUKhZuqa0Kt30wTDHHJitFarmsnFZ0lnoAqGAUR3f7k8QVdwbq1QwY', 'width': 4608}]",ChIJMRtC6s34aS4RN4yb-bxMbRI,ChIJMRtC6s34aS4RN4yb-bxMbRI,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJHM+GH Sukarasa, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJHM+GH'}",4.6,935.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJMRtC6s34aS4RN4yb-bxMbRI
"RJWF+JC7, RT.001/RW.005, Mekarsari, Neglasari, Tangerang City, Banten 15129, Indonesia","{'location': {'lat': -6.1534608, 'lng': 106.6235422}, 'viewport': {'northeast': {'lat': -6.152045270107278, 'lng': 106.6249039798927}, 'southwest': {'lat': -6.154744929892722, 'lng': 106.6222043201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KWT RUMAH BIBIT TANGGA ASEM,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112017964625592684565"">tommy andrian</a>'], 'photo_reference': 'AUGGfZnJf3PcfhE1xNMBANJz0J4jyPfbWeboBsqxbKjUDLskGKPDJJb7g4eJ9DsuxHEA2HJ5Fhu7InOaPKIxF6RcO91CLBGhLixzHnq_JfSTgSRfFiHhz3g6RpXTF1RLSJL9atltgW_AZd6bZSXMdSr1Ch9MrpWFwIlEoRDRZnpMIMp0nH-b', 'width': 4032}]",ChIJWVQVFFz_aS4RGFq_DXJYyZE,ChIJWVQVFFz_aS4RGFq_DXJYyZE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJWVQVFFz_aS4RGFq_DXJYyZE
"RJRJ+4XC, RT.001/RW.001, Karang Sari, Neglasari, Tangerang City, Banten 15121, Indonesia","{'location': {'lat': -6.1596932, 'lng': 106.6324026}, 'viewport': {'northeast': {'lat': -6.158348120107278, 'lng': 106.6337851798927}, 'southwest': {'lat': -6.161047779892722, 'lng': 106.6310855201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan DO,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105122118023507761465"">aradea ilham</a>'], 'photo_reference': 'AUGGfZkLRXbrvWro9VWX50yFfjFkcdW-Nits5ZjVrQBqVDweo-YVcapCbmXIhXHlR58lDKaNutchz-J4MFZz914sgzn3uQnAczVC6q9uUSeeVlLwwMLOa4gjev88cOa4sq8lZNjhPh1ihvQDCH50PS5ZODRCUIy-Ge73Klh3QlvJ9fRGwPCT', 'width': 1920}]",ChIJP9cvPFL5aS4RVWZr8eO-XrA,ChIJP9cvPFL5aS4RVWZr8eO-XrA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJP9cvPFL5aS4RVWZr8eO-XrA
"Jl. Kp. Kedaung No.11, RT.001/RW.006, Selapajang Jaya, Kec. Neglasari, Kota Tangerang, Banten 15127, Indonesia","{'location': {'lat': -6.1274182, 'lng': 106.6288986}, 'viewport': {'northeast': {'lat': -6.125989870107278, 'lng': 106.6302513798927}, 'southwest': {'lat': -6.128689529892722, 'lng': 106.6275517201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Kampoeng Taubat,"[{'height': 581, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115597422773690709775"">A Google User</a>'], 'photo_reference': 'AUGGfZk9Fv0F_owqINrtFbLLE2NmIGI0h0We_s4DTfsiB94acYz39OgFPX9zng2wVcU4hFtmiQQDt8xSLhjeF_PqZiMznT3JXvuu1uGHNfRX2bOCPV3Z-qSaHF5w3c5W9si9qxKZ4e79kNeV7g4e9rkezqMYhJWSvER0GUHZ95pUogBi4aCP', 'width': 1032}]",ChIJzY9akHABai4RDfd6Xk9Y3aY,ChIJzY9akHABai4RDfd6Xk9Y3aY,"['park', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'VJFH+2H Selapajang Jaya, Tangerang City, Banten, Indonesia', 'global_code': '6P58VJFH+2H'}",4.7,31.0,,,https://www.google.com/maps/place/?q=place_id:ChIJzY9akHABai4RDfd6Xk9Y3aY
"RJ3J+VVW, RT.001/RW.005, Babakan, Tangerang, Tangerang City, Banten 15118, Indonesia","{'location': {'lat': -6.1952608, 'lng': 106.632193}, 'viewport': {'northeast': {'lat': -6.193990070107277, 'lng': 106.6334019798927}, 'southwest': {'lat': -6.196689729892721, 'lng': 106.6307023201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Potret,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109442810554958563566"">Suroso Saja</a>'], 'photo_reference': 'AUGGfZnm632SvA8VtdEjAd-uQM6wG9FcFWMCb_0SMioLhHrwRV3s8XpUIyyrBC8R8gFz3rP0XyGSiNreAh09dhQ-06DBFkDcU6CUkm3Tqv2dXmWfCQhcaY0na8VRTO2DBwIRzD04SiQr1r5yROT1ZDH7y2iyp7pM-gHOyXtbIzps_97d5HK5', 'width': 4096}]",ChIJpe-XqzP5aS4RW20zJ7Ekvq4,ChIJpe-XqzP5aS4RW20zJ7Ekvq4,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.5,8065.0,,,https://www.google.com/maps/place/?q=place_id:ChIJpe-XqzP5aS4RW20zJ7Ekvq4
"RJVQ+M64, Jl. Komp. Purnabhakti Sitanala, RT.005/RW.003, Karang Sari, Kec. Neglasari, Kota Tangerang, Banten 15121, Indonesia","{'location': {'lat': -6.1558685, 'lng': 106.6380663}, 'viewport': {'northeast': {'lat': -6.154521370107277, 'lng': 106.6394176798927}, 'southwest': {'lat': -6.157221029892721, 'lng': 106.6367180201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gerbang Belakang Komplek Purna Bakti (Khusus Motor),"[{'height': 436, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101821647340150359486"">A Google User</a>'], 'photo_reference': 'AUGGfZnpFddZmry5k9btiyPoAQMx8gx9h1_x-acASfT7KxIUPMSajoTQ7eRgu_6CBRGbrPnC4_s9y4dcTKVjGh9yq_BAHV9GaON14V7N_LFpbyyfE3tCwhuItDrrJ5k2HdZ-zqmaVZd0GgAYGghE2a4Ddx5x7t1O09uq7YAIA6t-MuI7nb3Z', 'width': 524}]",ChIJH0yrSlz5aS4RDvp55MW1NrI,ChIJH0yrSlz5aS4RDvp55MW1NrI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJH0yrSlz5aS4RDvp55MW1NrI
"VJ4G+6F3, Kp. Cipicung, RT.1/RW.13, Neglasari, Kec. Neglasari, Kota Tangerang, Banten, Indonesia","{'location': {'lat': -6.1444858, 'lng': 106.6261831}, 'viewport': {'northeast': {'lat': -6.143135970107278, 'lng': 106.6275329298927}, 'southwest': {'lat': -6.145835629892722, 'lng': 106.6248332701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TPS,,ChIJf4PFB7n_aS4RDuifuaPSm74,ChIJf4PFB7n_aS4RDuifuaPSm74,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJf4PFB7n_aS4RDuifuaPSm74
"VJ39+G55, Jl. Rw. Kucing III, RT.003/RW.005, Mekarsari, Kec. Neglasari, Kota Tangerang, Banten 15129, Indonesia","{'location': {'lat': -6.1462375, 'lng': 106.6179875}, 'viewport': {'northeast': {'lat': -6.144856170107277, 'lng': 106.6193377798927}, 'southwest': {'lat': -6.147555829892721, 'lng': 106.6166381201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sarang Buaya,,ChIJUzTeDwD_aS4RMcseKDjA8ys,ChIJUzTeDwD_aS4RMcseKDjA8ys,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJUzTeDwD_aS4RMcseKDjA8ys
"Jl. Pintu Air 2 No.2, RT.003/RW.002, Karang Sari, Kec. Neglasari, Kota Tangerang, Banten 15121, Indonesia","{'location': {'lat': -6.167434399999999, 'lng': 106.6349729}, 'viewport': {'northeast': {'lat': -6.166093970107277, 'lng': 106.6363214298927}, 'southwest': {'lat': -6.168793629892721, 'lng': 106.6336217701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman mini mokervart,,ChIJBVNn3Ob5aS4Rgc8opcajFU8,ChIJBVNn3Ob5aS4Rgc8opcajFU8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJMM+2X Karang Sari, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJMM+2X'}",0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJBVNn3Ob5aS4Rgc8opcajFU8
"Jl. Pulau Bidadari No.45, RT.003/RW.004, Neglasari, Kec. Neglasari, Kota Tangerang, Banten 15129, Indonesia","{'location': {'lat': -6.1531309, 'lng': 106.6308615}, 'viewport': {'northeast': {'lat': -6.151893970107278, 'lng': 106.6323063798927}, 'southwest': {'lat': -6.154593629892722, 'lng': 106.6296067201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan banng alli,,ChIJB7xPNQD5aS4RR6KlEpGZm7g,ChIJB7xPNQD5aS4RR6KlEpGZm7g,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJWJ+P8 Neglasari, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJWJ+P8'}",0.0,0.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJB7xPNQD5aS4RR6KlEpGZm7g
"RJX7+PHV Tangerang, RT.005/RW.005, Mekarsari, Kec. Neglasari, Kota Tangerang, Banten 15129, Indonesia","{'location': {'lat': -6.1506259, 'lng': 106.6139171}, 'viewport': {'northeast': {'lat': -6.149276070107278, 'lng': 106.6152669298927}, 'southwest': {'lat': -6.151975729892722, 'lng': 106.6125672701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kung kung angke,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114633535042831864732"">yosep kurniawan</a>'], 'photo_reference': 'AUGGfZn2KM_cFF5g9cTkScJDvwXSabJ4DicLUv3qsIF9-ydboPN4X6dMK0r1Cd3qWkBbIelnvJ7-wyrcvJ_eRF_5_hNzTGheXbjOhZag6krCmRIqSyjloF4gxRdCZLyWXlbIviQlJ2WmzxFMwiQBZvX1qtTKXKpymAI1sYNQrL3ETS8BPyRC', 'width': 3264}]",ChIJm8M0Fx__aS4RN-NX8xTc5eE,ChIJm8M0Fx__aS4RN-NX8xTc5eE,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,5.0,1.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJm8M0Fx__aS4RN-NX8xTc5eE
"RJMC+FP6, Pasar Baru, palas, Tangerang City, Banten 15112, Indonesia","{'location': {'lat': -6.1663349, 'lng': 106.6219252}, 'viewport': {'northeast': {'lat': -6.164985120107278, 'lng': 106.6232525798927}, 'southwest': {'lat': -6.167684779892721, 'lng': 106.6205529201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Palas,,ChIJS2m8UKX_aS4RXmnkR7oTK38,ChIJS2m8UKX_aS4RXmnkR7oTK38,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJS2m8UKX_aS4RXmnkR7oTK38
"Jl. Benteng Jaya No.38, RT.002/RW.005, Sukarasa, Kec. Tangerang, Kota Tangerang, Banten 15111, Indonesia","{'location': {'lat': -6.170762, 'lng': 106.6287028}, 'viewport': {'northeast': {'lat': -6.169405720107278, 'lng': 106.6301126298927}, 'southwest': {'lat': -6.172105379892722, 'lng': 106.6274129701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Panggung Utama Festival Cisadane,,ChIJucWA70n_aS4RW68EnDK_sR8,ChIJucWA70n_aS4RW68EnDK_sR8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJHH+MF Sukarasa, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJHH+MF'}",3.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJucWA70n_aS4RW68EnDK_sR8
"RJHX+4VC, Jl. Guru Minda, RT.003/RW.010, Tanah Tinggi, Kec. Tangerang, Kota Tangerang, Banten 15119, Indonesia","{'location': {'lat': -6.1721789, 'lng': 106.6496667}, 'viewport': {'northeast': {'lat': -6.170845920107277, 'lng': 106.6509790298927}, 'southwest': {'lat': -6.173545579892721, 'lng': 106.6482793701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan juwarsih,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103075734749511466406"">afri nurdin</a>'], 'photo_reference': 'AUGGfZmb6FT0ePRS5RmonZ-gn4ra8ZXQu9mxBKHM7rJOoCoyThrvsJFt5n7W1qZK4y0qZJ-sXojZjQHmMeXnu_hh38zR_80EBRtjVXyJQxHdLxHgJkcF3sD4_4Cn_7OVDIlxjjYOu-LrcnP19bbdg--I5IFhT40n0pslbZ_P-R3jxSAY9kr6', 'width': 1080}]",ChIJr-7MYKr5aS4RoGA9lQGVMi0,ChIJr-7MYKr5aS4RoGA9lQGVMi0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,3.0,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJr-7MYKr5aS4RoGA9lQGVMi0
"RJHR+W4G, Sukaasih, Tangerang, Tangerang City, Banten, Indonesia","{'location': {'lat': -6.1701796, 'lng': 106.6403236}, 'viewport': {'northeast': {'lat': -6.168828670107278, 'lng': 106.6416732798927}, 'southwest': {'lat': -6.171528329892721, 'lng': 106.6389736201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tangerang, Jakarta",,ChIJLa7PJwD5aS4RM8jLdJwNiTc,ChIJLa7PJwD5aS4RM8jLdJwNiTc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJLa7PJwD5aS4RM8jLdJwNiTc
"RJCX+F43 Tangerang, RT.005/RW.004, Buaran Indah, Kec. Tangerang, Kota Tangerang, Banten 15119, Indonesia","{'location': {'lat': -6.178852099999999, 'lng': 106.6477984}, 'viewport': {'northeast': {'lat': -6.177543620107277, 'lng': 106.6491287798927}, 'southwest': {'lat': -6.18024327989272, 'lng': 106.6464291201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Galapung ikan mas risky,,ChIJi-G7j2D5aS4RAIsU44LLCPg,ChIJi-G7j2D5aS4RAIsU44LLCPg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJi-G7j2D5aS4RAIsU44LLCPg
"RJHG+R7H RT002/RW006, Gerendeng, Kec. Karawaci, Kota Tangerang, Banten 15113, Indonesia","{'location': {'lat': -6.17044, 'lng': 106.6257226}, 'viewport': {'northeast': {'lat': -6.169109870107278, 'lng': 106.6271852298927}, 'southwest': {'lat': -6.171809529892722, 'lng': 106.6244855701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kp gerndeng,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116700393787312208406"">A Google User</a>'], 'photo_reference': 'AUGGfZkp-QFurZCIOdmrH5UyPsVs8jDwnwae26OxxNv-i1bPebmQ5iq_F6QclG5hVjeNvQvYPCUbjaa18IdlSA3GtGCiFqH79UQyZsz2pMumuk5aRwsSOGfSB-EDsbKN2FsVpm0fP6jdr7ZQZwLmkPd466IpCDs1oIW-UFW7rL-4KaSUzu8i', 'width': 1080}]",ChIJicb-sTT_aS4RM6VF3WLEMwo,ChIJicb-sTT_aS4RM6VF3WLEMwo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJicb-sTT_aS4RM6VF3WLEMwo
"RJCC+6M6, RT.003/RW.002, Pabuaran, Karawaci, Tangerang City, Banten 15114, Indonesia","{'location': {'lat': -6.1794609, 'lng': 106.6216546}, 'viewport': {'northeast': {'lat': -6.178171220107278, 'lng': 106.6230658298927}, 'southwest': {'lat': -6.180870879892722, 'lng': 106.6203661701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BC JAGAL KKO,"[{'height': 332, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105389763748617730317"">A Google User</a>'], 'photo_reference': 'AUGGfZkbXe-5Ad4M02yPRF9bW70j1UqG1lZDNrSTDWWroWtx8rMa9553YtQ4yT_w0VMgPP1Jkp_aY2zGf5qHnT299kZevVKIhYybjiR2IC3Do8KJ1wjva9SOlKakpRtaYarf4eE_CdEJ48r13LY0VZZDwi4VIe_a-4ycux-DohyKyW4g2wAX', 'width': 720}]",ChIJVTc6TRb_aS4RT282tHrC4u4,ChIJVTc6TRb_aS4RT282tHrC4u4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJVTc6TRb_aS4RT282tHrC4u4
