business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,price_level,url
CLOSED_TEMPORARILY,"QMW5+64Q, Jl. H.Risin, RT.001/RW.002, Cipete, Kec. Pinang, Kota Tangerang, Banten 15142, Indonesia","{'location': {'lat': -6.204404100000001, 'lng': 106.6578652}, 'viewport': {'northeast': {'lat': -6.203065520107278, 'lng': 106.6592444298927}, 'southwest': {'lat': -6.205765179892722, 'lng': 106.6565447701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah liaa flo,,ChIJKTr4g0n5aS4Rbhafiabwsow,,0.0,ChIJKTr4g0n5aS4Rbhafiabwsow,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJKTr4g0n5aS4Rbhafiabwsow
OPERATIONAL,"QMVH+HC3, Nerogtog, Pinang, Tangerang City, Banten, Indonesia","{'location': {'lat': -6.206118699999999, 'lng': 106.6785576}, 'viewport': {'northeast': {'lat': -6.204783920107278, 'lng': 106.6799022298927}, 'southwest': {'lat': -6.207483579892722, 'lng': 106.6772025701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Nerogtog,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112030726536798897078"">Muhammad Fazri</a>'], 'photo_reference': 'AUGGfZkyryNdCyuHw971ggCeFSi4XXfLZ4FRYsd7nqdrXXjoPYlmCb9zjZ3gB-V4CLv0NV3DQ6tzxpxDM3kcpe4mPDSdlPdN20KH8GS6Jf1VJ9SrINdCLAOPnrsOyFjIMbfMg01e4D5bxnSONtjmKNdd53JXK5pOLBIaY4Lm4Qw228cUPwf9', 'width': 4080}]",ChIJzemALor5aS4R00PxlrApRos,,4.6,ChIJzemALor5aS4R00PxlrApRos,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJzemALor5aS4R00PxlrApRos
OPERATIONAL,"Jl. Damai No.29, RT.003/RW.002, Kunciran, Kec. Pinang, Kota Tangerang, Banten 15144, Indonesia","{'location': {'lat': -6.2254497, 'lng': 106.6671413}, 'viewport': {'northeast': {'lat': -6.224117670107278, 'lng': 106.6685472798927}, 'southwest': {'lat': -6.226817329892722, 'lng': 106.6658476201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mbah Suwanto,"[{'height': 5664, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106472135548361262988"">lutfi nugroho</a>'], 'photo_reference': 'AUGGfZkpXuC15bSJIFuIdFEdeg3oKwliLvOGOc1iWhQQ6jmf227QtGDqCOKLVyExnWLtQ18wXz6CxH5FIaYrPpyq1feUw-4mfM_CHH7PhYa10A7FTG1BeCaVICKwtSlgmmU9bA6wtJCKTEckgpr80WHG3KLq4xP1yD4AUF3O7M_8MIg47Npp', 'width': 4248}]",ChIJMeH_bRj7aS4RciNlSO39xhE,"{'compound_code': 'QMF8+RR Kunciran, Tangerang City, Banten, Indonesia', 'global_code': '6P58QMF8+RR'}",5.0,ChIJMeH_bRj7aS4RciNlSO39xhE,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJMeH_bRj7aS4RciNlSO39xhE
OPERATIONAL,"RM2F+3XM, Jl. Moh. Jali Jl. Eretan, RT.001/RW.003, Kunciran Jaya, Kec. Pinang, Kota Tangerang, Banten 15144, Indonesia","{'location': {'lat': -6.1997966, 'lng': 106.6749279}, 'viewport': {'northeast': {'lat': -6.198450620107278, 'lng': 106.6763138298927}, 'southwest': {'lat': -6.201150279892722, 'lng': 106.6736141701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Wisata Pinggir Rawa,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117541430546612486742"">A Google User</a>'], 'photo_reference': 'AUGGfZnzAwGpq7pldFVki8RFOcKoHEioT6t8o0C7-Mw4qcG2nvlexP8XH3RGRWfqIHa8ZAS2UtPXYCArH3Q_Dg-OIu6ABjZJ7A-X20wD0qYAgIu--ZYBOc7RnD_Pvmdx0OXPir7sEZxu3jnmRCPqtQ1wkSjUmNi5T2RC6DglOxv3_twa_wSd', 'width': 4160}]",ChIJ9WeYkgr5aS4RZcpLjv9MKlo,,4.4,ChIJ9WeYkgr5aS4RZcpLjv9MKlo,"['tourist_attraction', 'point_of_interest', 'establishment']",268.0,,{'open_now': False},2.0,https://www.google.com/maps/place/?q=place_id:ChIJ9WeYkgr5aS4RZcpLjv9MKlo
OPERATIONAL,"RJQ2+G27, Jl. Moh. Toha, RT.003/RW.002, Periuk Jaya, Kec. Periuk, Kota Tangerang, Banten 15131, Indonesia","{'location': {'lat': -6.1612129, 'lng': 106.6000514}, 'viewport': {'northeast': {'lat': -6.159874820107278, 'lng': 106.6013544798927}, 'southwest': {'lat': -6.162574479892722, 'lng': 106.5986548201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Situ Cangkring,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109306178525540947760"">SopianSiganta Yan</a>'], 'photo_reference': 'AUGGfZkB0DaYwdr3OH0T2JKG8VNBHTKyl3NNwG7SB6g6SW1_s3sAfvtaF5a5Kt1sMMeO6lckhwrOaeVtF2HyCIDvHi06kdGY7ki0H_kszVP0lT9ApYvBHxAKEFYIekR0PxQM9b8mvnQaObc_Fl5Q2waRU0Ravy7LXqtFfRrdzmhCpC1vJA0', 'width': 3264}]",ChIJ4xpOm2v_aS4Rhis1yutbs1g,,4.3,ChIJ4xpOm2v_aS4Rhis1yutbs1g,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",93.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ4xpOm2v_aS4Rhis1yutbs1g
OPERATIONAL,"QMX8+43F, RT.003/RW.005, Cipete, Pinang, Tangerang City, Banten 15142, Indonesia","{'location': {'lat': -6.2021954, 'lng': 106.6651705}, 'viewport': {'northeast': {'lat': -6.200833170107278, 'lng': 106.6664934298927}, 'southwest': {'lat': -6.203532829892722, 'lng': 106.6637937701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan AWI,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104709290737608268853"">petrus lewerissa</a>'], 'photo_reference': 'AUGGfZmYRg6w7YmiG43rmetJ1U23w2gLOPBu465oa2LGX2T_X2qO8txH36q3cAWjvhoUZXh6xnzAk5NazPyl90Ex7f5XW8soqYLiaEx_YW2V5OtelD_6FpdZz1AoMg5HiuiHpkH-grH8HI2fuKvjKIVBGK5wR2mbppVL6qrYWGgqkeJyFpxr', 'width': 3328}]",ChIJx6RfZXT5aS4Rq3L33atBG3I,,5.0,ChIJx6RfZXT5aS4Rq3L33atBG3I,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJx6RfZXT5aS4Rq3L33atBG3I
OPERATIONAL,"Jalan Kampung No.58 Panunggangan Utara Pinang RT 007, RT.007/RW.001, Panunggangan Utara, Kec. Pinang, Kota Tangerang, Banten 15143, Indonesia","{'location': {'lat': -6.2221224, 'lng': 106.6322628}, 'viewport': {'northeast': {'lat': -6.220453420107278, 'lng': 106.6337355298927}, 'southwest': {'lat': -6.223153079892722, 'lng': 106.6310358701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Marcopolo Waterpark,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116985752289051959946"">A Google User</a>'], 'photo_reference': 'AUGGfZmQQR7OqkL8fDXJGDydKXRBbeqi8QaUfP0MXncfb4ISaDaUVgGU5Gc89AEMqHhT-F-8MctrYofjph6grfbbyOb5zDtGrgjudjeU5uV3rx1ziyXljuLOpHyXx8bNfh_FlG-TjOnkAgBk5OcamuRLZmvOFGOO3DZkU0zzE_Xc-MIwrjqr', 'width': 3264}]",ChIJgXd7qlX5aS4RhdOWfAX625o,"{'compound_code': 'QJHJ+5W North Panunggangan, Tangerang City, Banten, Indonesia', 'global_code': '6P58QJHJ+5W'}",3.9,ChIJgXd7qlX5aS4RhdOWfAX625o,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",785.0,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJgXd7qlX5aS4RhdOWfAX625o
OPERATIONAL,"QMPC+FRQ, Jl. H. Jali, RT.011/RW.002, Kunciran Jaya, Kec. Pinang, Kota Tangerang, Banten 15144, Indonesia","{'location': {'lat': -6.213778899999999, 'lng': 106.6721073}, 'viewport': {'northeast': {'lat': -6.212433970107278, 'lng': 106.6733682798927}, 'southwest': {'lat': -6.215133629892722, 'lng': 106.6706686201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampoeng Kebun Kunjay,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114049993642879122775"">A Google User</a>'], 'photo_reference': 'AUGGfZmj0HC1dbI0YqS74Jv4zreKTqKT-dyPOr2O3VBSqCepIKSgyaL7ObBexS3y9-E-0LkHIZwO2mo2DGwaho8U-LkUE4TDI5XOgyuIhtekDQH0Bos9Yz6uymb75vzQ_LgbbY0L75faVyd5e3fvaiNlFrqmleDME8r1U1iK_AiOmx5FwOsM', 'width': 4000}]",ChIJi2jMQ4T5aS4R_6r1dt0e6Sg,,4.6,ChIJi2jMQ4T5aS4R_6r1dt0e6Sg,"['tourist_attraction', 'point_of_interest', 'establishment']",33.0,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJi2jMQ4T5aS4R_6r1dt0e6Sg
OPERATIONAL,"RJ3J+VVW, RT.001/RW.005, Babakan, Tangerang, Tangerang City, Banten 15118, Indonesia","{'location': {'lat': -6.1952608, 'lng': 106.632193}, 'viewport': {'northeast': {'lat': -6.193990070107277, 'lng': 106.6334019798927}, 'southwest': {'lat': -6.196689729892721, 'lng': 106.6307023201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Potret,"[{'height': 2959, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108156808644279960208"">Handrew Chen</a>'], 'photo_reference': 'AUGGfZnuXW4zLarg9XR2XLHi52eJxuW2iz2D7WkCgQpNbubzFIz65kqKlRlrI3KQ1-ugFyWnT8lNzXOUB6RsZpyMrGF5JekgQZHcB9y2bnn2WXvPc8UY50pWn4f3Y0r14NaF1_xqvJgEHeCXADLZv44NVtjBbNOT_l_vs70Ut3T0rAmDpl-6', 'width': 3945}]",ChIJpe-XqzP5aS4RW20zJ7Ekvq4,,4.5,ChIJpe-XqzP5aS4RW20zJ7Ekvq4,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",8065.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJpe-XqzP5aS4RW20zJ7Ekvq4
OPERATIONAL,"Jl. Sultan Ageng Tirtayasa No.9, RT.001/RW.001, Kunciran Jaya, Kec. Pinang, Kota Tangerang, Banten 15142, Indonesia","{'location': {'lat': -6.2147942, 'lng': 106.6681574}, 'viewport': {'northeast': {'lat': -6.213458820107276, 'lng': 106.6695201798927}, 'southwest': {'lat': -6.21615847989272, 'lng': 106.6668205201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Berill,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104456386215863526588"">Dimas Saputra</a>'], 'photo_reference': 'AUGGfZmhg6ljfe1lsm53rjv_tLvP6sqKqdjpj46Ox4YsGMofW4pc4fQJ-nwES7881guIH3bhGaWRJ_k_RMhVKUnJ92zSTP5ZkhdPWhbu1_IVSPSVtPwMlH5MtvNwZ7CKy0LGWSOLu0zENeBaGTnk3g6edHSneEAZ6L3V5ybXEH79J_snSRM9', 'width': 3120}]",ChIJh6Hkf9L5aS4R2a5Sx4UCfLo,"{'compound_code': 'QMP9+37 Kunciran Jaya, Tangerang City, Banten, Indonesia', 'global_code': '6P58QMP9+37'}",4.6,ChIJh6Hkf9L5aS4R2a5Sx4UCfLo,"['tourist_attraction', 'point_of_interest', 'establishment']",11.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJh6Hkf9L5aS4R2a5Sx4UCfLo
OPERATIONAL,"RM2F+65M, Jl. H. Jali, RT.001/RW.003, Kunciran Jaya, Kec. Pinang, Kota Tangerang, Banten 15144, Indonesia","{'location': {'lat': -6.1987345, 'lng': 106.6731795}, 'viewport': {'northeast': {'lat': -6.197744020107278, 'lng': 106.6745582798927}, 'southwest': {'lat': -6.200443679892722, 'lng': 106.6718586201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Cipondoh Tangerang,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115398892190302821625"">ruchyat firmansyah</a>'], 'photo_reference': 'AUGGfZkVRJcwwz0RbiApYB_zKK4Iv5mlCOZBmjilWfOA9Tcf8oJoy8bFAgbZKCz8mEw83kFQo7h0B376zOdXdHqH8a4FBQagp3ETdB79iJ7LwYSOVg3Mht3KxVTluziLGU7b2M_Guo0e3yASx5ezgXs1aAL6ZM-C1N5MtwWhfFMzpmz4KSaB', 'width': 3000}]",ChIJ2y4aWVr5aS4RrU2QjEDTw3s,,4.9,ChIJ2y4aWVr5aS4RrU2QjEDTw3s,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2y4aWVr5aS4RrU2QjEDTw3s
OPERATIONAL,"Jl. Scientia Boulevard, Curug Sangereng, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810, Indonesia","{'location': {'lat': -6.257041999999999, 'lng': 106.6155004}, 'viewport': {'northeast': {'lat': -6.254524250000001, 'lng': 106.61739295}, 'southwest': {'lat': -6.259882049999999, 'lng': 106.61461035}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Scientia Square Park,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112243815882128843045"">andi susanto</a>'], 'photo_reference': 'AUGGfZkq1693MquwPMkJqbQiJrFaL2AAJ22WvXSHC_t2Zt7wt_ydYOIKC4NfffGijdePVt-hBtRJoETowthpJlI9iIPf_hzAOMXRGY31CwlWrsSGjW2Jwi-_i4YG1ITry2a4Yys5HlWC6q-lel_8EnfxtWxW16aTYBZlaPmL1aDwAVYlA3p9', 'width': 4032}]",ChIJI5JkHmX8aS4R2VwoZ-_yljs,"{'compound_code': 'PJV8+56 Curug Sangereng, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58PJV8+56'}",4.5,ChIJI5JkHmX8aS4R2VwoZ-_yljs,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",21685.0,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJI5JkHmX8aS4R2VwoZ-_yljs
OPERATIONAL,"Jalan Cilame No. 18&20, RT.001/RW.004, Pasar Lama, Kec. Tangerang, Kota Tangerang, Banten 15118, Indonesia","{'location': {'lat': -6.1786869, 'lng': 106.6296684}, 'viewport': {'northeast': {'lat': -6.177340070107278, 'lng': 106.6310502298927}, 'southwest': {'lat': -6.180039729892722, 'lng': 106.6283505701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Benteng Heritage Museum,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113208300972627965384"">Chris Purwodarminto</a>'], 'photo_reference': 'AUGGfZle0U-qIUDy8xJ2Z9iHuz9P0eyfEX-w0GPaNjWUNf_8ZuPgi6G0O2IwbqojJCAP6lYVDViPmXdeaMfoio2LlCMfx-yfnGGTXfhWX27b7SFv-4e2IiHzZCaUh2aEReMA1rVEHtQBx0rYRmicsV3xr4_a3R-3pNgxNRiZfuCAvcuqFvXU', 'width': 4000}]",ChIJ4ZEtv9T4aS4RO3t-Fz3SvT0,"{'compound_code': 'RJCH+GV Sukasari, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJCH+GV'}",4.5,ChIJ4ZEtv9T4aS4RO3t-Fz3SvT0,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",902.0,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ4ZEtv9T4aS4RO3t-Fz3SvT0
CLOSED_TEMPORARILY,"Jl. Banjar Wijaya, RT.003/RW.015, Poris Plawad Indah, Kec. Pinang, Kota Tangerang, Banten, Indonesia","{'location': {'lat': -6.1973033, 'lng': 106.6641941}, 'viewport': {'northeast': {'lat': -6.195935020107277, 'lng': 106.6655331298927}, 'southwest': {'lat': -6.198634679892721, 'lng': 106.6628334701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Glam Aviary Kalpataru,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117167084854895382632"">A Google User</a>'], 'photo_reference': 'AUGGfZk9rvS6RZcY8arb0XIutmnOFnLacph6oh2VU__d8hKkfxyJ_RtZWoQyQC53Z2blMkRgEwNxcZ1Ns4lYr87Gxmw0WZhh1x8tV64NNmrW8fiyOPEwXvdwg-YlhStv3swxbdgnR09H7Y5K_hh7pqCFcn1ynSv3WHMIUgPl0oJveqVa86JI', 'width': 1200}]",ChIJI4cXfWH5aS4RqGeJlnIp5_8,"{'compound_code': 'RM37+3M Poris Plawad Indah, Tangerang City, Banten, Indonesia', 'global_code': '6P58RM37+3M'}",5.0,ChIJI4cXfWH5aS4RqGeJlnIp5_8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJI4cXfWH5aS4RqGeJlnIp5_8
OPERATIONAL,"griya permai, Jl. Menur, RT.009/RW.006, Pinang, Kec. Pinang, Kota Tangerang, Banten 15145, Indonesia","{'location': {'lat': -6.214116199999999, 'lng': 106.6959917}, 'viewport': {'northeast': {'lat': -6.212667770107278, 'lng': 106.6974180798927}, 'southwest': {'lat': -6.215367429892722, 'lng': 106.6947184201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan barokah,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111547194119568763152"">A Google User</a>'], 'photo_reference': 'AUGGfZlpQsPjdDlaEwYt5c8KuPR-UmfvJvEjbjb3Z2-IsINBndzneY9lPw2fBuSM2dq7Vd3Dmy7jZWwmZ9QbNP6phQbQbZfFp86J3hPcjdphfdbzuKnNqkkAX2d2pWtQIklh0CQ2XXd-bB83wT0446N4xaqhZYr3cTyyylJGK4zsoNF_JoKQ', 'width': 4160}]",ChIJRzmN8mz5aS4RxZUnmqs-P8Q,"{'compound_code': 'QMPW+99 Pinang, Tangerang City, Banten, Indonesia', 'global_code': '6P58QMPW+99'}",4.0,ChIJRzmN8mz5aS4RxZUnmqs-P8Q,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJRzmN8mz5aS4RxZUnmqs-P8Q
OPERATIONAL,"Jl. H. Maskur No.12, RT.004/RW.002, Pinang, Kec. Pinang, Kota Tangerang, Banten 15145, Indonesia","{'location': {'lat': -6.2194568, 'lng': 106.6892832}, 'viewport': {'northeast': {'lat': -6.218088570107279, 'lng': 106.6906375298927}, 'southwest': {'lat': -6.220788229892722, 'lng': 106.6879378701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_islam_pinlet,Musala Asy-Syukriyah - Pinang,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109410973483389796903"">Dimas MSc</a>'], 'photo_reference': 'AUGGfZmrik2KodklpSD7hRqrpui7bUx4v4px81F55tnpkg24aC1Cz6Ka2ll10hZnKQFJpINZx_8DKLWkrFPglFwHHw9FNYjeMAWZF6Xfi98ofUAL0sImoVpF9Vd37FBd2QMZCZ39uPwc8Chxxzb9-odKSzJu95ie1L-yJK3qq1A_wBDbC_1k', 'width': 960}]",ChIJYyioz8X5aS4R5_CSzEYMlL4,"{'compound_code': 'QMJQ+6P Pinang, Tangerang City, Banten, Indonesia', 'global_code': '6P58QMJQ+6P'}",4.9,ChIJYyioz8X5aS4R5_CSzEYMlL4,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",22.0,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJYyioz8X5aS4R5_CSzEYMlL4
OPERATIONAL,"QJMQ+842, RT.003/RW.002, North Panunggangan, Pinang, Tangerang City, Banten 15143, Indonesia","{'location': {'lat': -6.2166874, 'lng': 106.6378514}, 'viewport': {'northeast': {'lat': -6.215338470107278, 'lng': 106.6392021798927}, 'southwest': {'lat': -6.218038129892722, 'lng': 106.6365025201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Peng'Angguran,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113155374470238890504"">ahmad faidullah</a>'], 'photo_reference': 'AUGGfZkC41Z1BmYCx00rAUZe6ruv6rN3wt7IC5vfn9shtr_7FCfLeu5rAh_8wEqC5e3x61fgve8Qvho8mXhtQMjc1-5Qjn5l0JooWf0wzYDNvdSw1cPxkUgpR-5qNklGZf83BwazgqXWQVLEUK01rhbaB8bNHD573HVlVk8RTQaGKdH2AA6V', 'width': 4160}]",ChIJ32O6f1T5aS4RD-QdJoVOzo4,,5.0,ChIJ32O6f1T5aS4RD-QdJoVOzo4,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ32O6f1T5aS4RD-QdJoVOzo4
,"Jatiuwung, Tangerang City, Banten, Indonesia","{'location': {'lat': -6.205503299999999, 'lng': 106.5776223}, 'viewport': {'northeast': {'lat': -6.174765000000001, 'lng': 106.59574}, 'southwest': {'lat': -6.2227249, 'lng': 106.551456}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jatiuwung,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102901877360643709248"">A Google User</a>'], 'photo_reference': 'AUGGfZnGE5pvkgRwrXaMuA-sHrrqJB3hGf2EWkfowQ4_nBbfN0fGLQA9ajGIvef0CS7Ca8AlErBps_kJjSjfvARPVaQ6w0-zy6YVw48pC24QIpn3tHkf8HtzlnYfeQzS2NqqY_hVDBw8DNHRbQhINdavKG3DygUnmjX1fuu3x8RTsHerzAwh', 'width': 3000}]",ChIJpWQ9mVv-aS4R52acwELeLdw,,,ChIJpWQ9mVv-aS4R52acwELeLdw,"['administrative_area_level_3', 'political']",,,,,https://www.google.com/maps/place/?q=place_id:ChIJpWQ9mVv-aS4R52acwELeLdw
OPERATIONAL,"Jl. Neron, RT.005/RW.002 kel, Kunciran Jaya, Kec. Pinang, Kota Tangerang, Banten 15144, Indonesia","{'location': {'lat': -6.2106838, 'lng': 106.6759584}, 'viewport': {'northeast': {'lat': -6.209310920107278, 'lng': 106.6772934798927}, 'southwest': {'lat': -6.212010579892722, 'lng': 106.6745938201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan bayu ( harian bawal.mas & nila),"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102008558954591943041"">A Google User</a>'], 'photo_reference': 'AUGGfZmaCnW49-SobmGcEJz2i_GprXpjWcE1hsFaDquBbZNEJ27Xaq7Tma-rFPK269PSNDX4QB78fnaswb9WC2bLYKSsYS8inLujc_TW1g3Zrfx7cCYKrHm8UhqNNFk3_0fYM5SdL-iKtqzQyJCnc7DlLa1XxGq6ngJF_9OydbNqk09dnVWy', 'width': 4160}]",ChIJHX1xqHL5aS4Ra_gpzlIdmfk,"{'compound_code': 'QMQG+P9 Kunciran Jaya, Tangerang City, Banten, Indonesia', 'global_code': '6P58QMQG+P9'}",4.4,ChIJHX1xqHL5aS4Ra_gpzlIdmfk,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJHX1xqHL5aS4Ra_gpzlIdmfk
OPERATIONAL,"RT.004/RW.008, Nerogtog, Pinang, Tangerang City, Banten, Indonesia","{'location': {'lat': -6.201040099999999, 'lng': 106.6880103}, 'viewport': {'northeast': {'lat': -6.199672970107279, 'lng': 106.6893565798927}, 'southwest': {'lat': -6.202372629892722, 'lng': 106.6866569201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANCINGAN TELAGA ASRI By: Tuak Ivan,"[{'height': 1191, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107152528509347519325"">A Google User</a>'], 'photo_reference': 'AUGGfZk3PSfI-c-LxQVZ06DPNqhl69Nl14PLm4Ge9Ny0P9iU6vD_k6jZvT4uxVO3waU5pQVbIDe4y9H7SwVJdGjnwGRAZru276x8w_mOqt4HvImI6YZsSS-58q0UQOSkDqJh4qcq198UZfWj4H0iGcoLCDo_YKBEzQ7U4d4wtf8ArLjlHOOK', 'width': 1716}]",ChIJle4Fkxr5aS4R-SW_cDgKFyI,"{'compound_code': 'QMXQ+H6 Nerogtog, Tangerang City, Banten, Indonesia', 'global_code': '6P58QMXQ+H6'}",4.8,ChIJle4Fkxr5aS4R-SW_cDgKFyI,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJle4Fkxr5aS4R-SW_cDgKFyI
