formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,plus_code,opening_hours,permanently_closed,url
"7GMC+P7, East Bojong, Bojong, Purwakarta Regency, West Java, Indonesia","{'location': {'lat': -6.7156534, 'lng': 107.5207046}, 'viewport': {'northeast': {'lat': -6.714083670107278, 'lng': 107.5215071798927}, 'southwest': {'lat': -6.716783329892722, 'lng': 107.5188075201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,JAJANG TAUHIDIN FARM,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108550627118682602178"">A Google User</a>'], 'photo_reference': 'AUGGfZlqjSjgKDZUJNq3_xgiMzv2XRf1kYf6gtKQJ3aIyRGad5oESmhOd0FevLOicVNscTAFPEBE4ccxN1bnOg19v_dUS0onW-pReZ8031gct8HPRnjpz9CGKQ49fWouR3HGuQVdtDz7NUNbcdCwDz4g1zrI904SA7rcpuQijpkaFfRNRgZV', 'width': 4000}]",ChIJkcDXD6IdaS4RbbaLFnES5-c,ChIJkcDXD6IdaS4RbbaLFnES5-c,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,2.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJkcDXD6IdaS4RbbaLFnES5-c
"8HG2+R4G, Wanasari, Wanayasa, Purwakarta Regency, West Java 41174, Indonesia","{'location': {'lat': -6.6729407, 'lng': 107.5503267}, 'viewport': {'northeast': {'lat': -6.671637720107278, 'lng': 107.5518864298927}, 'southwest': {'lat': -6.674337379892722, 'lng': 107.5491867701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Batu Apung Alam Hijau,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115806969917436652725"">Radio backpackers</a>'], 'photo_reference': 'AUGGfZmNI1gAotdgZJAE1WBnLQDn3j1BS5WNrLUYFhgcPl8c6_fwnbFI6R-0oWM7ged-eKjXdcZUyX8eFUxzJU9H1-QMprs-rk9KpOJxUjO9yBUuwXEYAximTfoj1gR6lCSPG0mSNakHcY50PyQb5TrmUIJgnuRoEDsuiblfaXVNJy24_lSR', 'width': 720}]",ChIJd8-prZIbaS4RxSDgf85haXg,ChIJd8-prZIbaS4RxSDgf85haXg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.1,1091.0,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJd8-prZIbaS4RxSDgf85haXg
"7GCJ+G3C, Pasanggrahan, Bojong, Purwakarta Regency, West Java 41164, Indonesia","{'location': {'lat': -6.728892999999999, 'lng': 107.530329}, 'viewport': {'northeast': {'lat': -6.727256270107278, 'lng': 107.5318247798927}, 'southwest': {'lat': -6.729955929892721, 'lng': 107.5291251201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Mawar Dirgantara,,ChIJTydpLAAdaS4RVnFanphklAg,ChIJTydpLAAdaS4RVnFanphklAg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJTydpLAAdaS4RVnFanphklAg
"7GCJ+W3R, Pasanggrahan, Bojong, Purwakarta Regency, West Java 41164, Indonesia","{'location': {'lat': -6.7276618, 'lng': 107.5301248}, 'viewport': {'northeast': {'lat': -6.726307720107277, 'lng': 107.5314552298927}, 'southwest': {'lat': -6.729007379892721, 'lng': 107.5287555701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_islam_pinlet,Masjid Kampung Tajur,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106261710570965043466"">Mcblury</a>'], 'photo_reference': 'AUGGfZlDWHIaQ_ZgwHIQCB1YYkd6g2Zv3Rgs5SqUBWcheE88TdTUsiEYYqm9DcbRp8CtJgdJSeXsWwVL8h1qkhrZu3LB7HRPpZpFxCtq7VaCc0AmDpl5qH8Z3EHP0mrpzDH7ZwbaH-lW6Qq8VSLGLg83tdrBjHbHlv7q-QAaiT6yv_YoQ7c8', 'width': 4000}]",ChIJwwKFA6sdaS4R5eULsW3kqBM,ChIJwwKFA6sdaS4R5eULsW3kqBM,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,117.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJwwKFA6sdaS4R5eULsW3kqBM
"Kp.Cipicung, Cileunca, Kec. Bojong, Kabupaten Purwakarta, Jawa Barat 41164, Indonesia","{'location': {'lat': -6.6660021, 'lng': 107.4886475}, 'viewport': {'northeast': {'lat': -6.665124020107278, 'lng': 107.49085095}, 'southwest': {'lat': -6.667823679892722, 'lng': 107.48203715}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Healing stones,,ChIJGZD7AxsbaS4R-UQEn2PUzi4,ChIJGZD7AxsbaS4R-UQEn2PUzi4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,"{'compound_code': '8FMQ+HF Cileunca, Purwakarta Regency, West Java, Indonesia', 'global_code': '6P598FMQ+HF'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJGZD7AxsbaS4R-UQEn2PUzi4
"Purwakarta Regency, West Java, Indonesia","{'location': {'lat': -6.5649241, 'lng': 107.4321959}, 'viewport': {'northeast': {'lat': -6.407947, 'lng': 107.5994841}, 'southwest': {'lat': -6.776847999999999, 'lng': 107.220383}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Purwakarta Regency,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110764207639321124571"">A Google User</a>'], 'photo_reference': 'AUGGfZnh2rQ3hjRrEQ7lJUK--Tsg97L06YjUi-ZIAFO8q4rmXbRnrdOn1mgEJUDGOvlJWqUxdJ5YvBeH0Q8TbSx_GQiroJ0GtIMX04jK6aCHieEaEaufQXhWQvD09Pxv-rNoQ-FSut4JzR1St_rwICeTTsdtSr79LNxWJ6d94hg-h5-lvY9k', 'width': 720}]",ChIJCfDXmQoPaS4RULko_PHoAQM,ChIJCfDXmQoPaS4RULko_PHoAQM,"['administrative_area_level_2', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJCfDXmQoPaS4RULko_PHoAQM
"Darmaga, Pasanggrahan, Kec. Bojong, Kabupaten Purwakarta, Jawa Barat 41164, Indonesia","{'location': {'lat': -6.7241369, 'lng': 107.5318716}, 'viewport': {'northeast': {'lat': -6.722781020107278, 'lng': 107.5332204298927}, 'southwest': {'lat': -6.725480679892722, 'lng': 107.5305207701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Villa cihanjawar,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104789729288057175123"">Sri Maulani</a>'], 'photo_reference': 'AUGGfZmj3w9RSm6TrzjpX7M8z9JchnSbzldMw0d6K6x4X13PWPina_CKk26Ch0tfw8C0Ceid2l6D9TC56OckASSRUNGyJCuuFBwjsEI1kSllyk07-xuaQKUfOPv_vqyMTxeaCczO_kSDuSsbzW0p37QmEh0vyZBxKL58siTe5JrT9THLvt13', 'width': 4000}]",ChIJVQspDbkdaS4RAfCJHdBP6do,ChIJVQspDbkdaS4RAfCJHdBP6do,"['tourist_attraction', 'local_government_office', 'point_of_interest', 'food', 'establishment']",OPERATIONAL,4.8,9.0,"{'compound_code': '7GGJ+8P Pasanggrahan, Purwakarta Regency, West Java, Indonesia', 'global_code': '6P597GGJ+8P'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJVQspDbkdaS4RAfCJHdBP6do
"8G2G+M67, Pawenang, Bojong, Purwakarta Regency, West Java 41164, Indonesia","{'location': {'lat': -6.698327000000001, 'lng': 107.5255467}, 'viewport': {'northeast': {'lat': -6.696978670107277, 'lng': 107.5268805798927}, 'southwest': {'lat': -6.699678329892721, 'lng': 107.5241809201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Nyi Iteunk,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118072217223612967984"">Ardi Arbel</a>'], 'photo_reference': 'AUGGfZmn_i_cjW_dZF80cAS1MDsTRRAS1uTUc1DbFTkc0DfEtN3g60aUo3ju2CnV853fCC0pnyLGp0kyu7iX0ua27KKNPx6VTDhtajaIOtuCSQFXKeKOIymPiVEXLFJSIJTP9zZO3NCV6vInUm1a5JXZdNsMTbPeNRtMkXnUuqtiCfasiHNM', 'width': 4032}]",ChIJMdiqjv4daS4RJGYcC9ARTkY,ChIJMdiqjv4daS4RJGYcC9ARTkY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.4,9.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJMdiqjv4daS4RJGYcC9ARTkY
"9G75+VJJ, Salem, Pondoksalam, Purwakarta Regency, West Java 41115, Indonesia","{'location': {'lat': -6.6352838, 'lng': 107.5090289}, 'viewport': {'northeast': {'lat': -6.634233020107278, 'lng': 107.50976615}, 'southwest': {'lat': -6.636932679892722, 'lng': 107.50681715}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Griya Karmel,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112578077273844196272"">A Google User</a>'], 'photo_reference': 'AUGGfZmvzEjFNV_51_D4lt2a1xkZtDJ51OXLG6AMhLCvBIXu4gGAut61F6C3g1EBF0th0BMpvmNorv19G1FNIGiX3PN5cw6jkEkn1Gay3wWcagYH_kpZNU9IqUoe-ZwK7-XZMjs1lMR81n30EmsSN9n5aIgA5AjqGaa2iR8cSwIIA6H1sxrd', 'width': 4128}]",ChIJU_5pdeYaaS4RM_m5LzvKGE4,ChIJU_5pdeYaaS4RM_m5LzvKGE4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,56.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJU_5pdeYaaS4RM_m5LzvKGE4
"8F2G+P25, Neglasari, Darangdan, Purwakarta Regency, West Java 41163, Indonesia","{'location': {'lat': -6.6982471, 'lng': 107.4751189}, 'viewport': {'northeast': {'lat': -6.697018620107278, 'lng': 107.4763643798927}, 'southwest': {'lat': -6.699718279892722, 'lng': 107.4736647201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Budaya & Bumi Perkemahan CADAS GANTUNG,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113718205361115151467"">syamsul Ilmi</a>'], 'photo_reference': 'AUGGfZmtRM707uphJfAIvnkB3QeZ2or-_M6yCZVqSREe6tmWvrNA8fGXqaiyI_EO5l-BG-JW_E-ZldEqlTH-Ou7qRksjuYP7be2OOE_dL-P-Za7MXYWHpx1fuzJhIJRqV5szRaLVG66F_iNXTq9--wmaeOc0XBDyv8RqER9mU2dt8CS-Gsry', 'width': 4608}]",ChIJBW9dv00DaS4R6tkBtL2X8-A,ChIJBW9dv00DaS4R6tkBtL2X8-A,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.4,54.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJBW9dv00DaS4R6tkBtL2X8-A
"7GCJ+2R, Pasanggrahan, Bojong, Purwakarta Regency, West Java, Indonesia","{'location': {'lat': -6.7299601, 'lng': 107.5320896}, 'viewport': {'northeast': {'lat': -6.727954770107278, 'lng': 107.5333712298927}, 'southwest': {'lat': -6.730654429892722, 'lng': 107.5306715701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SaungTajur,,ChIJ_RloPwAdaS4Ry-Dl28dBh1k,ChIJ_RloPwAdaS4Ry-Dl28dBh1k,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_RloPwAdaS4Ry-Dl28dBh1k
"7GMJ+52R, Cihanjawar, Bojong, Purwakarta Regency, West Java 41164, Indonesia","{'location': {'lat': -6.71758, 'lng': 107.529225}, 'viewport': {'northeast': {'lat': -6.716460220107279, 'lng': 107.5308943298927}, 'southwest': {'lat': -6.719159879892723, 'lng': 107.5281946701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ci catur,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117753027222112462404"">A Google User</a>'], 'photo_reference': 'AUGGfZlvQH9kPVVd19VUHU5LcvUk4DaCBsP_q4phQfahHW9B9HWP5ZgS94GJGvzhD06rKIp-E3X-rJ9SY0DEo6AvZWkLgG7Qh8TTeXVyfU6Z3egpJBfglw3d-jKPnJfRHPlkoMM0JChiVD0PhGKB_4jd74mRUL3KCXEBjqdnsFwFtgSRgv67', 'width': 1080}]",ChIJqQZUBuAdaS4R0ByQPV1WU5I,ChIJqQZUBuAdaS4R0ByQPV1WU5I,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJqQZUBuAdaS4R0ByQPV1WU5I
