business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"Jl. Penta No.2, RW.2, Sepinggan, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76115, Indonesia","{'location': {'lat': -1.2585404, 'lng': 116.9227404}, 'viewport': {'northeast': {'lat': -1.257419970107278, 'lng': 116.9237027798927}, 'southwest': {'lat': -1.260119629892722, 'lng': 116.9210031201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Lapangan Mitra Teras,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116134481004384260622"">hasbullah yusuf</a>'], 'photo_reference': 'AUGGfZkONwePg7g_03BOKQSmMMo-YurVN6aXdaEQVpqi48gRWCr3adhS0F3A05JDRbMNHYATYNPBUs3cIbcU16xHOE44DmcO3LEfJmkSoN844_YTwKEzXU-2Nt0PMqByvgRhh6TZYzehrGa-Lsuj77PV9VCSIPsxoc5i86PBF5jAdF5R1446', 'width': 4000}]",ChIJx1r1TwBF8S0RWONZ3y_5R4o,"{'compound_code': 'PWRF+H3 Sepinggan, Balikpapan City, East Kalimantan, Indonesia', 'global_code': '6PCRPWRF+H3'}",,5.0,ChIJx1r1TwBF8S0RWONZ3y_5R4o,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJx1r1TwBF8S0RWONZ3y_5R4o
OPERATIONAL,"PWR3+VMJ Kecil, Sepinggan, Kecamatan Semparuk, Balikpapan City, East Kalimantan, Indonesia","{'location': {'lat': -1.2577963, 'lng': 116.9041534}, 'viewport': {'northeast': {'lat': -1.256431670107278, 'lng': 116.9055324298927}, 'southwest': {'lat': -1.259131329892722, 'lng': 116.9028327701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Ahau,,,ChIJ2wnqh81F8S0R6PwuvHB88ws,,,0.0,ChIJ2wnqh81F8S0R6PwuvHB88ws,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ2wnqh81F8S0R6PwuvHB88ws
OPERATIONAL,"PVGH+J39, Jl. Sepinggan Lama, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114, Indonesia","{'location': {'lat': -1.2734556, 'lng': 116.8777238}, 'viewport': {'northeast': {'lat': -1.272105770107278, 'lng': 116.8790736298927}, 'southwest': {'lat': -1.274805429892722, 'lng': 116.8763739701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Gunung Bakaran,,"[{'height': 1510, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114986298721455762102"">A Google User</a>'], 'photo_reference': 'AUGGfZlK3VclciY5VlUhxwnWUbs51YH_kLNNTVgNoZE0Go0DjEmHmY4tCImc_NoA5ESab6T2oNbk_Gs9hfCgxmm1WHe9pJ2aw1qmspfQvmnDuHCcNk1pjAbqJD_ezrusxVOOU0hLNWL6Sk2YKIm02wptsB_c6OwlXqp8wvcjMgrVv7BC5HUv', 'width': 963}]",ChIJowhmcgBH8S0RlcfyokCt17c,,,5.0,ChIJowhmcgBH8S0RlcfyokCt17c,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJowhmcgBH8S0RlcfyokCt17c
OPERATIONAL,"Jl. Jenderal Sudirman No.81, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114, Indonesia","{'location': {'lat': -1.2698184, 'lng': 116.8594765}, 'viewport': {'northeast': {'lat': -1.268486620107278, 'lng': 116.8608364298928}, 'southwest': {'lat': -1.271186279892722, 'lng': 116.8581367701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PROYEK VITAL NASIONAL,,,ChIJKS2vMgBH8S0Rm4ZAoHIiB6A,"{'compound_code': 'PVJ5+3Q Damai, Balikpapan City, East Kalimantan, Indonesia', 'global_code': '6PCRPVJ5+3Q'}",,0.0,ChIJKS2vMgBH8S0Rm4ZAoHIiB6A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJKS2vMgBH8S0Rm4ZAoHIiB6A
OPERATIONAL,"PVQJ+9HG Ktr. Kelurahan Sungai Nangka, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114, Indonesia","{'location': {'lat': -1.2620825, 'lng': 116.8810505}, 'viewport': {'northeast': {'lat': -1.260804120107278, 'lng': 116.8824259798927}, 'southwest': {'lat': -1.263503779892722, 'lng': 116.8797263201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pokdarwis DanauPoka,{'open_now': False},,ChIJ2TPJ7KJH8S0RNCb7YlQIulE,,,0.0,ChIJ2TPJ7KJH8S0RNCb7YlQIulE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ2TPJ7KJH8S0RNCb7YlQIulE
OPERATIONAL,"Pantai BSB, Balikpapan Superblock, Jl. Jenderal Sudirman No.Kav 47, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114, Indonesia","{'location': {'lat': -1.2750478, 'lng': 116.8561924}, 'viewport': {'northeast': {'lat': -1.273589370107278, 'lng': 116.8575831298927}, 'southwest': {'lat': -1.276289029892722, 'lng': 116.8548834701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BSB Beach,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112198650841988515606"">Raditia Eka</a>'], 'photo_reference': 'AUGGfZmyUT3IpVPFmd2yXRAKxxR2RRYUzGV5NPaL_iKfmpLDEHEy3huc9VfnlGAmY6ifTebriJ-902yTgAYR48J_aJdPIgDe-2YX2Cq4k25nQIpWffSw5MtFNedz_4HyNv6uybigsjqT7bSsbcd_BeYaPcUpK8uXFLnIyAUIXcge29CzfMhO', 'width': 4000}]",ChIJ_3kQuR5H8S0Rpwrq0TkazIM,"{'compound_code': 'PVF4+XF Gunung Bahagia, Balikpapan City, East Kalimantan, Indonesia', 'global_code': '6PCRPVF4+XF'}",,4.6,ChIJ_3kQuR5H8S0Rpwrq0TkazIM,"['tourist_attraction', 'point_of_interest', 'establishment']",1395,,https://www.google.com/maps/place/?q=place_id:ChIJ_3kQuR5H8S0Rpwrq0TkazIM
OPERATIONAL,"JL.DAKSA BARAT 1 BLOK B1 NO.16 RT.05 PERM.PALM HILL, Sepinggan, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76116, Indonesia","{'location': {'lat': -1.2370133, 'lng': 116.9206672}, 'viewport': {'northeast': {'lat': -1.235664520107278, 'lng': 116.9220049298928}, 'southwest': {'lat': -1.238364179892722, 'lng': 116.9193052701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PROKLIM SEPINGGAN,,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112522501829933455957"">A Google User</a>'], 'photo_reference': 'AUGGfZmS4Xcwb6Vypr5d-AYzHI0fROTrdjr9M94Y8L2MVLdzwB9nGVBZpSFeYCv3zeF9A1H_k_D2hoF3LbrSknBUuiNHvNlNx8jxG_GT1fRrESrXHj2ACedXuntPTWBnBD5GVFt9X8X1WgnmnIIXia-ljd0nOmNZRmR0D2lbaOdiVf6NnGk9', 'width': 4080}]",ChIJz6tnPaNF8S0RVTxKhHsF-P4,"{'compound_code': 'QW7C+57 Sepinggan, Balikpapan City, East Kalimantan, Indonesia', 'global_code': '6PCRQW7C+57'}",,5.0,ChIJz6tnPaNF8S0RVTxKhHsF-P4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJz6tnPaNF8S0RVTxKhHsF-P4
OPERATIONAL,"Rt.13 No 59,sungai biawak, Jl. Jenderal Sudirman, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114, Indonesia","{'location': {'lat': -1.2731067, 'lng': 116.8571107}, 'viewport': {'northeast': {'lat': -1.271756870107278, 'lng': 116.8584605298928}, 'southwest': {'lat': -1.274456529892722, 'lng': 116.8557608701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kicat,,"[{'height': 1041, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115422117475565053054"">Jhoni Has</a>'], 'photo_reference': 'AUGGfZl9_0nO-FUZbcfIsDQwWuijtR5XNwc-V9j7CAG8ARHSCRiBusQDKTKXjn-wZsqWyBrqbO-D2i6s_KbKhhU3RrDndVxa5AoY_XAm9f-l6aP01Gq7dXsFUyy_wSX5QCT-bZDAZdB10TP-PshsTHKtArygnUYVptYdUi4wIXSROca8TCj3', 'width': 705}]",ChIJt6yZEQBH8S0RQ66y3YKesF0,"{'compound_code': 'PVG4+QR Damai, Balikpapan City, East Kalimantan, Indonesia', 'global_code': '6PCRPVG4+QR'}",,5.0,ChIJt6yZEQBH8S0RQ66y3YKesF0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJt6yZEQBH8S0RQ66y3YKesF0
OPERATIONAL,"Jl. Belibis No.100, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114, Indonesia","{'location': {'lat': -1.2399428, 'lng': 116.8852345}, 'viewport': {'northeast': {'lat': -1.238574270107278, 'lng': 116.8865847298927}, 'southwest': {'lat': -1.241273929892722, 'lng': 116.8838850701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Starfly Studio,{'open_now': False},"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106607155447488514062"">A Google User</a>'], 'photo_reference': 'AUGGfZkqk8aYFzIIhC1iZeEs5axqCATHxTMe6FhTCuya0VIN-HPv-2Ow7MCG88WVUF22u6uao5wyIk-LAMgX_E8jp6s6YviKqSGuqP6P1Wu480vFvDtxfocOWLbDJz-f734x8GtYnhsYDAseV0MW_f_XKwUCvBkyKJWajyFiDvOcnlQ0gE5T', 'width': 1200}]",ChIJzcyYOwBF8S0R3Bd31fH2ZZE,"{'compound_code': 'QV6P+23 Gunung Bahagia, Balikpapan City, East Kalimantan, Indonesia', 'global_code': '6PCRQV6P+23'}",,5.0,ChIJzcyYOwBF8S0R3Bd31fH2ZZE,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJzcyYOwBF8S0R3Bd31fH2ZZE
OPERATIONAL,"PVF9+GWW, Gunung Bahagia, Balikpapan Selatan, Balikpapan City, East Kalimantan 76114, Indonesia","{'location': {'lat': -1.2761251, 'lng': 116.8698405}, 'viewport': {'northeast': {'lat': -1.274761520107278, 'lng': 116.8711926298927}, 'southwest': {'lat': -1.277461179892722, 'lng': 116.8684929701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanggul Karang,{'open_now': False},"[{'height': 1488, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109726470545803983042"">A Google User</a>'], 'photo_reference': 'AUGGfZlp_mdGJuFUp_UU5UkMdlZzjmS3wrdlTSrEGatJD6OHEXYHfSqGiZtX5dcaDuFhOJvNa2p8N5m7szNitB4yA7XIchONR-fM1fIIAEoD_XOUwnAma81jmlexwCIbSNd4GuXn9HLC3JhmdDAHerB8lqGFCagawVkSgT-GPLsiyOwWYZwN', 'width': 3024}]",ChIJodIk9rBH8S0RNBE0AafAUCg,,,4.5,ChIJodIk9rBH8S0RNBE0AafAUCg,"['tourist_attraction', 'point_of_interest', 'establishment']",19,,https://www.google.com/maps/place/?q=place_id:ChIJodIk9rBH8S0RNBE0AafAUCg
OPERATIONAL,"PVF6+CVM, Gunung Bahagia, Balikpapan Selatan, Balikpapan City, East Kalimantan 76114, Indonesia","{'location': {'lat': -1.2765697, 'lng': 116.8631701}, 'viewport': {'northeast': {'lat': -1.275219920107278, 'lng': 116.8644754798927}, 'southwest': {'lat': -1.277919579892722, 'lng': 116.8617758201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai SPN Stal Kuda,{'open_now': False},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101698422093356631086"">roby canopus</a>'], 'photo_reference': 'AUGGfZn5v1vzVWjM6ciQLaBCAlYQPWRj-9yOLUo-jWyhIPP4zHyZjasOoq4kaAXcflc_LOjy9D00M9ZM8zZ9fnBJSd3-w4C48fSoUhT4hplBlgbcWQisKKUN4IZ1PlxEs38oTlShhleqNV4DO3Iwd1aOtxUPXLG6OQ-gDGGWYOMXM2jlW5Mm', 'width': 1792}]",ChIJjQv5o4pH8S0RmVAahXFtPyE,,,5.0,ChIJjQv5o4pH8S0RmVAahXFtPyE,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJjQv5o4pH8S0RmVAahXFtPyE
OPERATIONAL,"PVFC+VFG, Gunung Bahagia, Balikpapan Selatan, Balikpapan City, East Kalimantan 76114, Indonesia","{'location': {'lat': -1.2759002, 'lng': 116.8719527}, 'viewport': {'northeast': {'lat': -1.274421120107278, 'lng': 116.8733892798927}, 'southwest': {'lat': -1.277120779892722, 'lng': 116.8706896201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hayyu Beach Balikpapan,{'open_now': False},"[{'height': 3255, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116617447534344784748"">A Google User</a>'], 'photo_reference': 'AUGGfZn_pQHer2c6VnmE1jIGbc_b03FShrQzuZglZZjDYF-uY53W7qAgY_n2hD0hMtuvKeMS8ksF_2hhJnRixxn9LD2r3PWZFD8ushi5NUqU-J8iVCBhPGom6u1szRrqNyQ_bdbw842Ip3iWkbdUb2EXLK0P79JVAv0vuetJ9pHkcYPo9tcY', 'width': 4342}]",ChIJ4zvxxdVH8S0ReCB9vowkLJA,,,4.9,ChIJ4zvxxdVH8S0ReCB9vowkLJA,"['tourist_attraction', 'point_of_interest', 'establishment']",17,,https://www.google.com/maps/place/?q=place_id:ChIJ4zvxxdVH8S0ReCB9vowkLJA
